"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					77	0	46822					0			0	35991	0	0	0									
242	0	0					173	0	10907					4500			0	6588	10	0	0									
279	0	0					2029	44678	16684					20741			10499	945	1	0	0									
354	0	0					0	0	145					0			0	0	0	0	0									
457	0	0					338	45	143					6000			44	140	3	0	0									
505	0	3486					4340	0	74257					50100			0	22424	0	0	0									
1155	0	993					279	22	26368					0			0	10494	0	0	1594									
1351	0	0					183	48149	5247					0			27085	0	0	0	0									
1454	0	30795					1258	0	409267					0			0	101570	69	0	0									
1557	0	0					226	0	11533					1794			0	2884	0	0	0									
1669	0	13345					177	41125	78712					0			33116	0	0	0	0									
1856	0	0					1899	3000	29981					40000			0	0	0	0	0									
2040	0	0					1093	0	45569					23000			0	29035	16	0	1090									
2161	0	0					363	0	15505					0			0	11117	0	0	0									
2376	0	0					27519	251254	51364					559219			0	0	0	0	0									
2554	0	0					19	250	2354					0			250	1441	0	0	0									
2732	0	0					174	0	86790					0			0	34745	0	0	0									
2750	0	0					306	0	8767					6158			0	2877	3836	0	0									
3252	0	0					638	0	81577					5400			0	11955	0	0	0									
3458	0	0					224	4162	4978					575			4162	0	0	0	300									
3720	0	2234					261	72	73102					0			72	2850	0	0	4905									
3971	0	0					5070	0	64606					81821			0	0	993	0	0									
4156	0	748					384	0	39889					1500			0	20233	0	0	94									
4231	0	0					0	0	43456					0			0	15502	0	0	0									
4839	0	0					1182	0	76737					26587			0	33351	0	0	6546									
5069	0	0					0	0	26703					0			0	12439	738	0	0									
5135	0	22453					2016	0	45403					38014			0	5060	0	0	0									
5210	0	0					4487	44829	158301					85000			0	13294	1035	0	36908									
5461	0	995					2712	0	174151					0			0	69040	0	0	0									
5751	0	0					349	0	37931					0			0	31162	0	0	0									
6039	0	0					304	0	22771					0			0	697	0	0	0									
6141	0	0					0	23989	0					0			14929	0	0	0	0									
6329	0	0					597	0	30223					0			0	6292	0	0	0									
7009	0	122021					0	0	300515					0			0	57757	14542	0	0									
7045	0	0					751	0	116999					0			0	48510	0	0	0									
7072	0	0					3561	0	23670					35854			0	3586	0	0	0									
7456	0	0					848	0	14218					11130			0	13988	0	0	0									
7634	0	0					98	1	12168					0			0	5244	0	0	0									
8033	0	0					1591	0	4949					17136			0	2939	0	0	0									
8462	0	0					21	0	84710					0			0	14552	0	0	0									
8631	0	0					336	0	14254					0			0	315	0	0	0									
9357	0	0					598	0	87291					0			0	0	978	0	0									
9553	0	0					2169	29224	24812					47446			29224	2002	2667	0	0									
9807	0	69402					8083	0	261805					25000			0	171095	1251	0	50716									
9955	0	1000					997	0	49267					16590			0	41391	0	0	0									
10250	0	838					999	0	100183					0			0	32526	0	0	0									
10849	5476	0					551	36002	75183					0			0	8618	0	0	0									
11145	0	0					774	0	21503					15301			0	14769	0	0	0									
11640	0	0					4611	0	94835					28000			0	53745	0	0	0									
11837	0	4988					393	0	52978					7000			0	4575	0	0	0									
12030	0	8446					5736	2619	17798					0			2141	0	0	0	0									
12142	0	0					1174	460	76492					0			450	31303	0	0	0									
12179	0	714					729	24	846					0			0	0	77	0	0									
12311	0	4978	0	0	0	34308	580686	9090950	14871197	0	104052030	0	92354593	9409752	532017	64412	5368	3877689	11081	0	257546	1108046	1366841	7445519	8970937	0	538651	0	2300	
12647	0	0					147	33805	0					0			30683	0	0	0	0									
12656	154	0					29	848	0					0			343	0	0	0	0									
12937	0	0					246	0	0					0			0	0	0	0	0									
12946	0	0					6680	0	224680					1415			0	124061	3190	0	0									
13103	0	0					6878	0	332120					121148			0	9014	161636	0	0									
13251	0	349					397	0	2350					0			0	1736	0	0	0									
13457	0	0					0	0	7088					0			0	5078	48	0	0									
14052	0	0					68	0	7189					0			0	3284	0	0	0									
14155	0	0					901	0	13100					5000			0	10220	35	0	0									
14650	0	0					47	3669	14					0			2170	0	0	0	0									
14753	0	0					9	8425	4664					0			6678	4299	0	0	0									
14865	0	0					649	2851	23085					0			2851	913	0	0	0									
14977	0	0					317	0	1712					4651			0	643	0	0	0									
16551	0	0					1529	24857	33233					5000			24857	28923	0	0	0									
16748	0	0					209	14676	8261					0			14676	0	0	0	0									
17110	5068	0					219	5068	25040					0			0	0	25040	0	0									
17147	0	0					23829	560654	997045					415485			235594	526693	0	0	136623									
17259	0	0					535	1616	11475					0			1616	10370	0	0	0									
17950	0	1245					1263	0	215067					0			0	61026	0	0	0									
17978	116619	0					3355	155524	0					3027			5844	0	0	0	0									
18050	0	0					506	20080	169580					22			17462	61439	0	0	0									
18135	0	0					421	24466	118048					5000			2177	26283	0	0	19037									
18827	0	0					7333	0	126939					68250			0	44796	10713	0	0									
18836	0	0					375	0	10934					1930			0	6742	0	0	0									
18854	0	0					1049	0	0					0			0	0	0	0	0									
19356	0	0					364	0	19562					509			0	6987	0	0	0									
19936	0	0					587	22101	34080					7860			4037	1958	0	0	0									
19972	0	0					32	24475	0					0			24273	0	0	0	0									
20053	0	0					126	0	12025					0			0	5247	0	0	0									
20633	0	0					880	0	60861					10000			0	24231	772	0	0									
20857	0	3966					1322	0	68859					27427			0	59058	0	0	0									
21256	0	0					56	0	2221					0			0	0	0	0	0									
21359	0	249					320	236	8018					71			0	3708	0	0	0									
21630	0	0					341	0	21212					135			0	5413	0	0	0									
21658	0	2987					181	0	27207					743			0	9200	0	0	0									
22048	0	0					1059	0	40570					11516			0	18475	0	0	0									
22543	0	0					365	0	4922					8100			0	1080	577	0	0									
22552	0	0					859	610	1822					4000			610	1501	0	0	0									
22730	0	0					365	0	80696					437			0	23693	0	0	6010									
22936	0	0					249	0	35867					0			0	0	0	0	0									
23456	0	0					417	368	24997					257			368	16233	0	0	0									
23504	0	0					35349	180866	759916					501374			60762	87022	0	0	877									
23643	0	0					882	0	74998					0			0	41182	0	0	0									
23755	0	0					470	0	55529					0			0	20691	0	0	0									
24006	0	994					2427	375113	102682					44283			11467	0	0	0	0									
24378	0	0					433	777	11325					0			777	2110	0	0	0									
24453	0	0					1261	0	9615					0			0	0	0	0	0									
24659	1997	0					5	5247	0					0			2451	0	0	0	0									
24668	0	0					5946	0	523783					0			0	467927	0	0	1288									
24949	0	0					1313	0	57811					0			0	4749	0	0	0									
25357	0	0					3876	33214	19526					25000			0	165	0	0	0									
25647	0	0					126	0	3007					500			0	201	0	0	0									
26176	0	0					2916	0	17494					65000			0	0	0	0	0									
26242	0	0					2847	0	70870					13000			0	33723	0	0	5772									
26457	0	4229					0	0	4229					0			0	0	0	0	0									
26765	0	0					2010	1431	56763					0			1329	1743	0	0	0									
27070	0	0					1767	0	182971					0			0	75444	0	0	0									
27548	0	0					683	0	176350					14528			0	58790	2182	0	0									
27614	0	0					1717	0	175924					36000			0	58943	0	0	0									
27847	0	0					2100	518	152746					17101			0	61999	0	0	0									
28013	0	0					25046	9931	515121					493570			0	0	1340	0	2000									
28152	0	2058					560	0	17154					672			0	9030	0	0	0									
28255	0	3496					1236	0	57987					0			0	20631	0	0	0									
28406	0	0					12134	303715	12671					205000			0	0	12671	0	0									
28675	0	0					315	0	59575					7000			0	4385	26	0	0									
28732	0	0					227	0	16861					0			0	7702	0	0	0									
29476	0	0					585	1861	2702					7404			1861	2702	0	0	0									
29636	0	0					2240	0	505046					30025			0	117101	0	0	142498									
29878	0	0					1954	0	20416					0			0	0	0	0	0									
30052	0	0					113	0	0					162			0	0	0	0	0									
30502	0	0					1421	0	258109					0			0	57971	16706	0	53380									
30650	0	0					379	0	16983					0			0	7600	0	0	0									
30810	0	671730					750	173790	1475059					22633173			620	0	80881	0	0									
31134	0	0					358	0	16616					5000			0	13409	0	0	0									
31255	0	0					2792	0	94895					10000			0	27782	0	0	993									
31657	0	0					284	66033	0					0			0	0	0	0	0									
31826	0	0					819	0	56168					0			0	38770	287	0	0									
31835	0	1996					1740	2210	28334					12600			2210	13611	867	0	0									
32234	0	0					381	0	111982					0			0	75468	0	0	0									
32766	0	0					24	10138	7					0			10138	0	0	0	0									
32971	0	0					1362	3	42230					15012			0	37060	0	0	0									
33147	0	0					2692	0	14070					10746			0	2110	0	0	0									
33259	0	64573					863	0	94016					0			0	6287	0	0	0									
33268	0	0					0	0	65313					0			0	43792	0	0	0									
33370	0	0					463	4779	0					2113			0	0	0	0	0									
33839	0	0					29	0	6363					0			0	4093	0	0	0									
33857	0	0					4237	0	84633					85853			0	34335	0	0	0									
34425	0	0					6018	0	76860					70000			0	20860	0	0	9498									
34434	0	0					995	10350	26711					0			8850	8570	0	0	0									
34452	0	0					230	0	45761					0			0	31022	0	0	0									
34537	0	100					32544	416863	955804					211000			0	45861	6343	0	249245									
34555	0	497					4027	0	94904					3592			0	59383	0	0	0									
34742	0	0					1704	0	9411					13800			0	3742	0	0	0									
35057	0	1477					1213	0	7862					2600			0	3343	0	0	0									
35301	16957144	10965	970846	702943	389236	349815	396021	38812042	30868540	0	151126859	18141779	109904673	2836337	71743	212087	0	9150260	3840	3240619	2842006	12756996	2286827	3893574	8585288	3772503	6733328	0	2833187	
35570	0	0					231544	1791622	1986824					4416846			40596	0	4798	0	130481									
35646	0	0					29	19734	4624					0			18735	4624	0	0	0									
35879	0	0					1350	0	44377					29991			0	14403	0	0	0									
36456	0	0					354	0	23154					4500			0	9840	0	0	0									
36933	0	0					109	0	14741					0			0	6030	0	0	0									
37051	0	992					64	0	3036					0			0	464	0	0	0									
37341	0	0					19	0	4425					1000			0	1681	49	0	0									
37435	0	0					1122	7233	422091					0			4000	45530	2952	0	0									
37640	0	0					13048	0	737380					222486			0	273309	0	0	41499									
37659	0	0					0	2289	786					0			2289	0	0	0	0									
37949	0	0					0	0	101405					0			0	54583	0	0	4016									
38740	0	0					853	0	20734					16765			0	6639	0	0	0									
39327	12012	22392					0	61721	34239					0			20271	5327	0	0	0									
39756	0	6456					743	0	83217					15295			0	28931	0	0	25361									
40033	0	0					231	63	19917					0			0	8572	0	0	0									
40499	0	0					16929	46869	170853					290365			24384	0	0	0	0									
40855	0	0					666	0	15739					9197			0	13033	0	0	0									
41245	0	1786					45	455	12915					0			455	10039	0	0	477									
41553	0	0					343	17147	42401					0			17146	0	0	0	0									
41629	0	4030					705	0	11312					7525			0	2322	0	0	0									
41825	0	1487					255	0	47457					0			0	11947	0	0	0									
41937	0	0					64	0	23340					10			0	11148	0	0	359									
41955	0	0					198	0	8225					3570			0	978	0	0	0									
