"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
3177	519479	0	21304	38337	0	78467	0	0	0	0	0	739083	0	129599		133247	10693	52279	89418	0	27225	62193	38831	4998	11497	33337	27148	3680	57163	609227	0	257	20374	0	57756	17906	0	0	34120	10713	0	
3252	14107	0	235	33410	0	70978	0	0	17	10825	0	73432	0	7169		17065	13033	6274	11186	17	3062	8124	3408	2472	14911	6643	5192	2481	70743	64838	0	1425	0	10808	16239	12988	8668	0	9443	11360	0	
3458	1885	0	4036	3970	0	12449	0	0	0	0	0	17228	0	1659		7406	2996	674	5497	0	1366	4132	1379	529	1402	2041	1269	229	8413	15569	0	0	0	0	4641	300	0	0	3443	0	0	
3720	28170	0	20077	27270	0	86794	0	0	0	0	0	88834	0	1466		26160	5059	6868	24672	0	7441	17351	1292	76	8520	20170	756	0	66717	87368	0	0	2903	0	16371	13075	0	0	15615	13075	0	
3971	94245	0	1025	18843	0	37727	0	0	0	0	0	512024	0	14583		140858	211169	33120	82009	0	22377	59632	49082	9767	11754	28967	19468	5563	36702	496444	0	997	12063	0	54431	11321	0	0	32307	8414	997	
4156	17318	0	14408	29200	0	74839	0	0	2289	16511	0	95976	0	9266		28770	23354	6311	18559	1494	5347	13212	6981	3230	8687	12451	3723	1673	60431	86365	0	345	2791	14222	24018	2516	13197	0	19010	2128	0	
4231	13931	0	6739	18725	0	29033	0	0	0	0	0	76020	0	6375		21872	11905	18864	14749	0	3584	11165	5466	1657	5123	9047	7275	6867	22294	69645	0	0	12962	0	20465	7847	0	0	12005	2165	665	
4437	68563	0	4509	23548	0	66908	0	0	438	3247	0	150741	0	13918		30036	19387	11336	12896	219	2989	9907	13605	3535	2451	14160	11572	4571	62399	136823	0	0	0	2809	25304	7450	1019	0	10716	5895	0	
4839	23990	0	10	40908	0	54762	0	0	14519	14519	0	217874	0	10947		57487	61786	11981	33728	13930	9369	24359	22897	862	16140	33747	23413	1310	54752	183036	0	23891	3671	0	59080	15530	0	0	35610	14277	31530	
5005	64206	2	2	41239	0	53121	0	0	0	0	0	195409	0	5		69327	18225	18226	45956	0	10205	36009	21015	2098	5381	23445	12531	2294	53117	195050	0	354	5748	0	35385	8266	0	0	22781	6045	0	
5069	57262	0	0	9965	0	11376	0	0	16628	43834	0	218128	2000	726		36050	5513	1223	20067	9995	8534	18207	3568	5741	25995	68295	17511	7502	11376	195563	0	19839	529	27206	84739	34564	15018	0	63940	30349	3025	
5135	15423	0	18523	46160	0	87852	0	0	246	9764	0	217274	0	4726		63179	52933	18352	60057	246	16852	43205	3122	0	22419	60168	3152	0	69329	201193	0	11355	7613	7432	68927	16812	7432	2086	65774	16812	1739	
5210	363946	6	37419	57959	0	91335	0	0	83	1546	0	743470	0	42335		181204	121410	58171	141598	83	42893	100996	32769	4546	18754	47115	9305	1736	53910	701035	0	100	10735	1463	58612	18298	1463	0	49734	16134	0	
5461	193607	0	2831	34912	0	42640	0	0	831	24124	0	387605	0	14176		12465	139496	4411	11492	831	4610	6882	888	85	19040	20147	1970	880	39809	373429	0	0	2150	22792	17125	24912	23285	0	5270	13770	0	
5751	5676	1	1940	22516	0	46286	0	0	396	1786	0	121831	0	24459		22709	72993	7151	17097	0	6991	10107	5404	207	5557	9490	5406	0	44345	95236	0	2136	2356	1390	20453	0	498	0	15047	0	4992	
6039	8467	0	8002	22181	0	32329	0	0	0	0	0	45178	0	872		21104	2855	7510	20109	0	4740	15369	995	0	3483	8888	381	0	24327	44300	0	6	2447	0	11214	1538	0	0	10833	1538	0	
6141	3214	1	8798	18758	0	36114	0	0	0	0	0	19617	1	1716		6196	1666	1206	5336	0	1408	3928	837	22	2171	5574	796	0	27315	17900	0	0	220	0	3813	4728	0	0	3017	4728	0	
6329	21642	0	8473	93640	0	131177	0	0	5035	5035	0	287113	0	7452		85336	42127	13711	77363	5035	26623	50740	5285	2688	26786	90498	11750	8974	122704	279661	0	0	3632	0	98294	39714	0	0	80670	36614	0	
7009	0	83	13	97260	0	97260	0	0	0	0	0	668936	0	0		0	668936	36	0	0	0	0	0	0	0	0	0	0	97164	668936	0	0	0	0	0	0	0	0	0	0	0	
7045	15951	0	12680	19812	0	85059	0	0	0	0	0	68671	0	7050		25977	12908	6063	14745	0	4354	10546	6720	4357	2383	5699	3329	2424	72379	61621	0	0	1941	0	9542	4293	0	0	5943	2017	0	
7072	22247	0	0	3907	0	10846	0	0	0	0	0	115708	0	0		48665	25048	19342	38360	0	9810	28604	8017	2234	3272	10091	4654	1731	10846	115012	0	696	6299	0	17454	2294	0	0	12233	1130	0	
7157	2005	0	1162	5462	0	10520	0	0	0	0	0	32376	13	1368		12526	9355	3291	10386	0	3246	7140	2140	0	1720	5515	1255	0	9358	30995	0	0	1166	0	5457	3033	0	0	5202	2033	0	
7456	13791	0	6176	16623	0	31608	0	0	0	0	0	31145	0	1729		13251	0	2567	10061	0	3239	6822	3190	0	1510	1923	537	133	25432	29416	0	0	119	0	3555	548	0	0	2885	548	0	
7634	4528	0	3278	7291	0	13767	0	0	0	0	0	40651	0	334		16630	675	5093	14543	0	3503	11040	1966	121	4818	11217	2783	0	10489	40072	0	245	2668	0	16681	2137	0	0	14422	1612	1238	
8033	10447	0	2384	29568	0	49654	0	0	0	0	0	97838	0	9779		41593	137	6829	34000	0	9780	24220	6670	923	7039	30894	5094	2634	47270	88059	0	0	3462	0	28774	16887	0	0	23230	14703	99	
8462	335	0	3007	45067	0	80624	0	0	0	0	0	69774	0	21634		11991	9830	4373	10642	0	5293	5822	876	0	15109	31450	1059	0	77367	48140	250	0	1443	0	18190	29428	0	0	17345	29028	0	
8631	13009	0	312	13332	0	19096	0	0	0	0	0	37430	0	1391		10585	5951	3068	6584	0	2295	4289	2328	1673	1313	3686	2047	839	18784	36039	0	0	1062	0	6440	1445	0	0	3854	1145	0	
9357	83374	109	0	29448	0	34188	0	0	248	33253	0	291662	7311	486		1248	190009	1133	991	248	776	470	2	0	15652	1379	0	0	34079	283586	0	279	442	9406	16129	902	9753	0	16129	902	0	
9553	15230	0	2580	25741	0	40736	0	0	0	3973	0	64717	0	2866		20733	10958	7111	16487	0	4069	12418	4245	1	3998	11026	2772	0	38156	61357	0	494	0	3973	12431	5365	3973	0	11435	3589	0	
9807	380338	0	80450	55512	0	88578	0	0	98603	98603	0	1563702	0	254073		252883	777903	65093	199237	98603	54569	144668	38246	15400	87626	51153	9394	4405	8128	1309629	0	0	5145	0	34599	117979	0	0	23927	114852	103113	
9955	12134	13	2475	23353	0	47582	0	0	0	0	0	56336	0	12413		11153	26429	1842	8692	0	3514	5178	1963	498	2288	3827	505	0	45094	43923	0	0	102	0	2369	4251	0	0	1864	4251	0	
10250	85152	0	871	17357	0	34305	0	0	469	15058	0	292870	0	7741		71838	72315	45665	41262	172	12110	29191	21153	9384	9429	22475	19861	11799	33434	284805	0	324	18532	796	37994	25570	595	9926	18243	13661	125	
10849	71130	0	3089	8911	0	19274	0	0	0	310	0	211519	0	29691		60246	31164	8555	48628	0	14956	33672	11440	178	11801	26245	10626	307	16166	181828	19	0	1740	0	39243	9736	0	0	37788	258	0	
10858	63806	1	419	7566	0	10408	0	0	0	0	0	338177	0	33844		38472	196659	6146	28060	0	6960	21100	9332	1080	5761	20860	12619	0	9973	304333	15	0	616	0	24282	14958	0	0	16555	10066	0	
11145	19699	0	26714	23927	0	75600	0	0	0	0	0	85839	0	13258		21421	22065	8637	10486	0	2907	7579	6806	4130	1965	8889	7627	4173	48838	72581	48	0	3933	0	11261	11393	0	0	4255	6598	0	
11275	43426	0	5346	55460	0	87925	0	0	6698	149658	0	1010913	0	82655		198786	535460	39317	130455	6116	39018	91437	65886	2445	68148	112140	49544	3409	82579	921832	0	6426	14368	142960	181150	52091	139175	0	143168	37120	0	
11640	176084	9	7562	14620	0	30081	0	0	0	0	0	287186	0	53149		45422	17610	18207	26584	0	6966	19665	10968	7823	7353	16251	12251	12214	22443	234037	67	0	9046	0	30668	17401	0	0	14730	8873	0	
11837	4713	0	30347	6978	0	44584	0	0	0	0	0	39190	0	1427		18343	3821	3712	12835	0	3880	8955	3741	1767	4002	5518	1672	1121	14237	37763	0	0	1197	0	10660	1653	0	0	7867	1653	248	
12030	23209	0	16671	55912	0	83656	0	0	0	0	0	182334	0	1924		84102	17410	21359	63390	0	21598	41792	17946	2766	16286	24821	14516	1990	66985	180011	0	399	7364	0	49225	8388	0	0	34617	6490	0	
12142	21051	0	11404	51898	0	103695	0	0	0	0	0	91910	0	5084		24931	11975	7940	22215	0	11609	12418	904	0	9974	23778	201	0	92291	86826	0	0	1658	0	19424	14529	0	0	18502	14176	0	
12179	4394	0	0	2462	0	5559	0	0	0	0	0	24409	0	1501		10460	4512	2724	6991	0	2003	4988	2865	604	768	2685	1065	525	5559	22908	0	0	512	0	3018	2025	0	0	1952	1501	0	
12245	15029	0	3110	16101	0	26113	0	0	339	6349	0	78866	0	11171		23556	19750	7499	15689	299	4780	10937	5700	2139	4272	7748	5152	3359	23003	66955	0	740	2711	3435	16540	3991	2473	325	10574	1446	0	
12311	4173017	37	983703	3382586	0	3842823	0	0	753288	1807317	0	43802578	0	2797678		5864526	31862433	933528	4417412	580059	1707339	2710073	1352975	94139	606554	1003639	267007	25402	2856133	41004900	2950	0	293444	1054029	1429432	473170	1051726	0	1205338	389017	0	
12647	6786	0	662	14733	0	19950	0	0	0	16564	0	70955	0	2295		14978	21385	5325	10174	0	2578	7597	4803	0	3092	6160	15711	2843	19288	68660	0	0	1642	250	8932	18874	0	2344	5234	3889	0	
12656	1925	0	466	3184	0	5154	0	0	0	0	0	11256	0	1139		4106	1127	755	3261	0	663	2598	751	94	533	2605	960	0	4688	10117	0	0	140	0	4098	0	0	0	3138	0	0	
12937	11710	0	0	30581	0	46695	0	0	0	6235	0	125607	0	0		11387	52311	6635	9643	0	3306	6337	1479	265	19944	23074	6458	723	46695	125607	0	0	4085	5051	24942	25257	5051	0	13634	25584	1500	
12946	38640	21	35917	26623	0	75205	0	0	397	1462	0	609265	0	140751		121672	194138	32107	83815	397	24058	62271	30884	4459	73437	136823	39125	5430	39267	468514	0	0	12345	1065	90492	164323	1065	0	63691	139769	0	
12955	7813	0	1510	27717	0	41670	0	0	0	0	0	75596	0	7796		18397	28926	5357	11263	0	3524	7739	5475	1658	2254	5759	1365	11083	40160	67800	0	0	1307	0	16021	4440	0	0	4841	3172	8262	
13103	285766	0	54274	47018	0	112282	0	0	9980	9980	0	928820	0	121480		148965	341022	59768	102980	0	39076	63904	28564	17421	73831	54426	21016	3794	57572	805968	436	1372	17611	0	57796	95271	0	0	41778	86479	0	
13251	309	0	186	5237	0	10294	0	0	0	0	0	27858	0	882		9154	17303	2247	8369	0	2254	6115	785	0	203	889	0	0	10108	26976	0	0	367	0	1092	0	0	0	1092	0	0	
13457	3924	0	800	3102	0	6268	0	0	0	0	0	12306	0	1467		3430	2091	1279	3127	0	978	2149	303	0	465	2067	329	0	5468	10839	0	0	0	0	1926	935	0	0	1597	935	0	
14052	8083	0	610	10222	0	16718	0	0	0	0	0	32937	0	954		8077	9990	2926	6519	0	1865	4654	1558	0	598	4135	2053	0	16108	31983	0	0	1245	0	4155	2631	0	0	2902	1831	0	
14155	9202	0	653	12091	0	33734	0	0	92	8026	0	73222	0	12638		19888	28120	5472	13969	92	4507	9462	4473	1446	6431	6761	2561	259	33081	60584	0	0	1409	7934	9629	6383	7934	0	7398	5793	0	
14650	5157	0	3813	9197	0	15163	0	0	0	0	0	11747	0	423		3694	972	1333	2986	0	1585	1615	494	0	965	709	250	0	11350	11324	0	0	339	0	1562	362	0	0	1209	362	0	
14753	15212	1	484	13142	0	13142	0	0	0	0	0	29185	0	2714		9065	0	4004	8201	0	2540	5661	680	184	1504	2854	350	200	12657	26471	0	0	1088	0	4408	500	0	0	3858	500	0	
14865	126912	3	8519	19532	0	33852	0	0	1561	12286	0	228216	0	25321		32168	44486	11039	20758	1354	13960	9835	6217	2156	10712	9232	3395	1310	25330	202347	0	548	2661	10725	23331	1318	9994	0	17983	1318	0	
14977	3953	0	0	5568	0	9869	0	0	0	0	0	28310	0	0		10519	1485	2649	8823	0	3113	5710	1591	105	2717	7494	2142	0	9869	28310	0	0	105	0	8175	4178	0	0	6963	3142	0	
16458	75133	0	649	17251	0	28848	0	0	0	0	0	227572	0	14084		27452	93895	10905	16260	0	5815	10445	8786	2406	5665	15756	7013	2658	28134	213488	65	0	4899	0	15620	15472	0	0	9178	12243	0	
16551	22388	0	5556	28984	0	59415	0	0	10701	10701	0	137038	50	8050		60096	29442	25995	27012	1000	23318	11214	14284	11280	12894	4433	5160	2625	53204	128938	655	0	10168	0	18379	6733	0	0	8102	5843	0	
16748	12496	0	1558	15979	0	21315	0	0	0	0	0	33150	0	1969		11911	4100	4825	5504	0	2379	3612	4669	1251	206	2722	1215	499	19757	31181	0	0	1791	0	4220	422	0	0	2505	422	0	
16944	9192	0	3505	8508	0	14756	0	0	0	0	0	21777	0	2497		6929	1196	1282	4502	0	1396	3106	1893	534	1096	2350	664	350	11251	19280	0	0	584	0	3669	791	0	0	2768	508	0	
16953	4143	0	1816	9708	0	15149	0	0	0	0	0	17242	0	798		8057	2931	540	5831	0	1860	3971	2226	0	756	515	840	0	13333	16444	0	0	0	0	2111	0	0	0	1271	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	82935	0	6370		13270	0	6405	13270	0	13270	0	0	0	68665	1000	0	0	0	76565	0	0	5149	0	25824	43841	0	0	25724	43841	0	
17147	1536311	0	110970	317789	0	438629	0	0	122087	123087	0	2895710	0	422427		604516	530361	134833	311645	24339	103765	210253	173546	116953	54720	83470	68128	18206	323906	2473283	3753	0	32911	1000	172507	52017	1000	0	100894	37296	17657	
17259	14470	0	0	6331	0	15838	0	0	0	0	0	36749	0	2194		12257	1206	5116	7853	0	3273	4580	4097	307	3181	2790	2248	598	15838	34555	0	0	1887	0	8817	0	0	0	5971	0	0	
17464	43419	0	35885	195974	0	195974	0	0	711	18204	0	908394	0	49082		47171	733001	21447	32442	461	10036	22406	12278	2451	16979	35852	20677	11295	160089	859312	0	0	6861	16385	52709	32094	14014	0	31161	21670	0	
17950	38556	0	32081	43204	0	104076	0	0	108	33839	0	185830	0	21356		24667	78497	9416	19323	108	6489	12874	4561	743	17746	22770	3344	250	71995	147118	0	17356	4178	16375	17466	26644	16375	17356	14795	25721	0	
17978	49520	0	0	2469	0	26495	0	0	0	0	0	193105	0	752		84121	3650	45732	59863	0	15570	44293	13648	10610	8160	30277	6345	11032	26495	192253	0	100	16880	0	40096	15718	0	0	25663	12774	0	
18050	45774	0	23650	109405	0	156453	0	0	0	263	0	192113	0	5110		50752	36913	11348	42123	0	12467	29656	8626	3	20455	27618	10601	0	132803	187003	0	0	3469	263	32817	25857	263	0	24885	23188	0	
18135	23058	0	0	54698	0	78044	0	0	287	5864	0	100101	0	780		24368	15138	4956	14583	287	6022	8580	7180	2586	19246	11084	5574	1633	78044	99143	0	178	1318	5577	19652	17885	5577	0	13000	16839	0	
18377	18401	0	0	0	0	0	0	0	97	97	0	46365	0	616		19617	0	5532	7977	0	1943	6034	9648	1992	555	2495	4089	1206	0	44134	0	1615	1680	0	6585	1760	0	0	2283	767	0	
18827	178977	0	8594	53654	0	110830	0	0	0	0	0	261118	0	27053		50327	10282	14482	19857	0	6000	14193	20401	9733	3656	5872	7259	4745	102236	234065	0	0	0	0	16633	4899	0	0	6505	0	0	
18836	10964	0	1960	22410	0	31517	0	0	81	2723	0	100664	0	3583		47753	12477	14373	25554	81	13805	14203	12938	6807	7998	9558	7019	4895	29557	96639	0	442	4614	2642	24732	4738	1800	0	13090	3331	0	
18854	23851	0	8385	54887	0	74264	0	0	867	20207	0	183076	0	14640		31383	9082	2035	21447	867	5260	16187	8985	951	8799	63639	44429	1893	65879	117006	0	51430	924	19340	85974	32786	19340	0	50331	22107	51143	
19356	9247	0	3200	11502	0	25174	0	0	0	6337	0	41256	0	2208		17021	3875	2650	12724	0	3426	9375	3506	714	1245	6886	2383	599	21917	35334	57	3714	122	5837	10613	500	4347	0	8130	0	0	
19730	342764	0	5787	285825	0	316474	0	0	88020	88455	0	1594645	0	160201		319688	693485	57462	240632	73605	64705	178239	62642	14102	79866	114711	36733	7398	310687	1434339	0	105	13086	435	138540	100168	435	0	99011	94924	0	
19936	11017	0	21917	42779	0	105395	0	0	0	0	0	118767	0	7771		26643	42720	10856	22494	0	5808	16708	3375	752	8975	25879	2238	1295	83478	110996	0	0	4880	0	28798	9589	0	0	26267	8587	0	
19972	78558	0	0	0	0	0	0	0	0	0	0	78558	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	78558	0	0	0	0	0	0	0	0	0	0	0	
20053	8943	0	756	12865	0	18544	0	0	3176	3176	0	42157	0	3577		22383	5202	7059	13366	1576	7079	8778	6343	183	1203	2750	873	803	17788	38580	0	0	931	0	4367	1262	0	0	3495	458	0	
20512	16691	0	0	17228	0	27668	0	0	196	5262	0	55896	0	0		15463	8543	5930	7246	196	2329	4917	4724	3493	1689	4987	4853	3670	27668	55896	0	0	1965	5066	11320	3879	2232	0	3793	2883	0	
20633	72612	0	17710	29962	0	68931	0	0	0	6690	0	206075	0	891		49014	42413	16039	21589	0	6113	15502	12237	15162	5521	15085	9013	12417	51181	205184	40	0	4240	0	34400	7636	0	0	15530	5076	0	
20857	6691	0	5344	65075	0	88106	0	0	0	9978	0	50065	0	5412		7356	17880	1385	5891	0	1343	4548	1280	185	818	5083	2058	10178	82762	44653	0	0	0	744	6562	11575	0	0	3560	2341	0	
21256	896	0	1608	2384	0	4269	0	0	0	0	0	4429	0	448		1580	739	1934	728	0	255	473	731	121	100	0	1114	0	2661	3981	0	0	1214	0	1214	0	0	0	100	0	0	
21359	4387	0	498	3209	0	4514	0	0	0	0	0	18660	0	1154		3316	7442	2706	2667	0	550	2117	510	139	791	1727	757	240	4016	17506	0	0	0	0	3065	450	0	0	2518	0	0	
21630	11095	0	1067	20478	0	30228	0	0	0	0	0	55258	0	6186		13033	8613	2320	10936	0	2735	8201	1934	163	4839	17332	346	0	29161	49072	0	0	783	0	9974	12543	0	0	9628	12543	0	
21658	17054	2	0	2	0	144	0	0	0	0	0	138034	0	5407		41637	64018	14520	24811	0	8805	16006	13276	3550	1686	5998	5824	1817	142	132627	0	0	3968	0	13434	1891	0	0	6384	1300	0	
22048	19651	1	24536	28304	0	75408	0	0	0	0	0	83664	0	8643		32787	0	7939	25388	0	7109	18280	7042	356	6421	16433	8372	0	50871	75021	0	0	3239	0	19873	11353	0	0	12945	9909	0	
22543	9363	1	9785	25614	0	46857	0	0	0	0	0	29249	0	758		10611	3198	3750	7298	0	2573	4725	2359	954	613	3261	1163	1040	37071	28491	0	0	1055	0	5101	976	0	0	2899	975	0	
22552	10872	0	2058	12354	0	26754	0	0	1250	1250	0	46920	0	3700		21739	2253	3833	14322	0	4799	9523	7408	8	3144	4069	4843	0	24657	42773	39	447	993	0	9652	2404	0	0	6576	637	2195	
22730	149	0	5400	36856	0	53380	0	0	0	0	0	67841	0	1407		18380	41510	3836	8159	0	3965	5840	6787	1789	2472	3177	1292	861	47980	66434	0	0	590	0	6336	1466	0	0	3306	1466	0	
22936	8399	0	2647	42432	0	59629	0	0	0	0	0	105915	0	1198		36310	37391	11897	27293	0	8168	19125	9017	0	5158	15028	3629	0	56982	104717	0	0	3727	0	22333	1482	0	0	18993	1192	0	
23045	2901	0	561	1664	0	11239	0	0	0	0	0	22024	0	1044		1667	12441	1004	1380	0	775	605	165	122	2262	1969	630	154	10678	20980	0	0	577	0	2113	2902	0	0	1329	2902	0	
23456	9782	0	1602	11489	0	37186	0	0	0	0	0	51554	0	5685		25082	6656	7999	13533	0	4778	8755	8719	2830	963	4923	2748	1400	35533	45869	51	0	2883	0	7470	2564	0	0	4136	1750	0	
23504	473575	0	15161	149880	0	169205	0	0	700	14810	0	1209774	0	215308		38376	577022	12467	24443	597	8105	16528	8904	4837	23516	70412	15615	11258	154044	994466	0	0	5590	14110	49407	71394	13879	0	33523	60405	0	
23540	32506	0	13104	8379	0	30478	0	0	0	0	0	149592	0	35571		27846	59144	11614	17221	0	4922	12299	8992	1633	8157	8406	11541	1992	17374	114021	0	0	3584	0	12879	17217	0	0	6953	9610	0	
23643	10842	0	6366	28010	0	61148	0	0	0	0	0	98389	0	9245		39072	2472	8061	29114	0	9315	19799	9929	29	12670	18397	13169	1767	54782	89044	0	100	5335	0	27016	18987	0	0	18251	12816	0	
23755	46048	11	4173	24400	0	56576	0	0	0	0	0	88493	91	8224		16682	11939	7841	10567	0	4223	6504	3352	2603	1645	8215	2024	1940	52392	79928	0	250	2640	0	8925	4899	0	0	5786	4073	0	
