"IDRSSD"	RCFDJJ04	RCFDJJ05	RCFDJJ06	RCFDJJ07	RCFDJJ08	RCFDJJ09	RCFDJJ11	RCFDJJ12	RCFDJJ13	RCFDJJ14	RCFDJJ15	RCFDJJ16	RCFDJJ17	RCFDJJ18	RCFDJJ19	RCFDJJ20	RCFDJJ21	RCFDJJ23	RCFDJJ24	RCFDJJ25	RCONJJ04	RCONJJ05	RCONJJ06	RCONJJ07	RCONJJ08	RCONJJ09	RCONJJ11	RCONJJ12	RCONJJ13	RCONJJ14	RCONJJ15	RCONJJ16	RCONJJ17	RCONJJ18	RCONJJ19	RCONJJ20	RCONJJ21	RCONJJ23	RCONJJ24	RCONJJ25	
	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	
702359																																									
702612																																									
702836																																									
702911																																									
702966																																									
703039																																									
703552																					81417	456756	124176	467573	0	1119	1131041	1302	9651	2398	5617	0	74	0	19042						
703767																																									
704559																																									
704755																					107812	227069	181016	364478	0	30182	910557	3794	1845	390	1239	0	1404	0	8672						
705378																																									
705444																																									
705556																																									
706030																																									
706058																																									
706236																																									
706254																																									
706450																																									
706656																																									
707354																																									
708379																																									
709143																																									
709451																																									
709554																																									
709602																																									
709639																																									
709956																																									
710176																																									
710859																																									
711472																																									
711520																																									
711548																																									
711753																																									
711801																																									
712059																																									
712273																																									
712648																																									
712956																																									
713047																																									
713252																																									
713476																																									
713926																																									
714165																																									
714437																																									
714839																																									
714978																																									
715032																																									
715050																																									
715144																																									
715340																																									
715470																																									
715630																																									
715872																																									
715975																																									
716374																																									
716655																																									
716833																																									
716851																																									
716954																																									
717232																																									
717670																																									
717737																																									
717924																																									
718079																																									
718145																																									
718275																																									
718538																																									
719030																																									
719610																																									
719656																																									
719964																																									
720157																																									
720344																																									
720746																																									
720858																																									
721350																																									
721752																																									
721949																																									
722227																																									
722432																																									
722544																					157437	582899	193256	462497	2369	20647	1419105	5103	16166	1748	12390	23	208	-120	35518						
722777	2494289	13454579	11803863	20148867	233230	8500482	56635310	47034	202063	146334	408157	33481	412035	0	1249104	0	0	0	0	0																					
722816																																									
723112	5261681	10784094	21260447	60079488	2211462	15229748	114826920	97382	372955	565930	1030903	327471	300855	0	2695496	0	0	0	0	0																					
723158																																									
723550																																									
723653																																									
723756																																									
723822																																									
723868																																									
724230																																									
724548																																									
724744																																									
724904																																									
724940																																									
725077																																									
725732																																									
725741																																									
725853																																									
726458																																									
726953																																									
727174																																									
728948																																									
728957																																									
729011																																									
729057																																									
729178																																									
729310																					3678	233940	269040	230801	0	68561	806020	0	4258	1400	3275	0	1055	565	10553						
729459																																									
729570																																									
729842																																									
729945																																									
730745																																									
731050																																									
731247																																									
731957																																									
732178																																									
732253																																									
732637																																									
732758																																									
732918																																									
732954																																									
733054																																									
733540																																									
733559																																									
733661																																									
733755																																									
733951																																									
734248																																									
734350																																									
734538																																									
734613																																									
735049																																									
735067																																									
735414																																									
735441																																									
735656																																									
735768																																									
735973																																									
736158																																									
736206																					226731	1464661	1191859	411540	0	38093	3332884	4034	14580	11330	2942	0	1128	0	34014	0	0	0	0	0	
736550																																									
736662																																									
737548																																									
738013																																									
738040																																									
738143																																									
738255																																									
738303																																									
738657																																									
738769																																									
739346																																									
739355																																									
739560																					57470	1172283	1815029	259850	565	2093	3307290	2029	21435	19764	5349	0	83	0	48660						
739832																																									
740249																																									
741068																																									
741152																																									
741330																																									
741358																																									
741648																																									
741844																																									
741956																																									
741974																																									
742056																																									
742355																																									
742542																																									
742636																																									
742944																																									
743679																																									
743950																																									
744238																																									
744256																																									
744854																																									
745150																																									
745347																																									
746157																																									
746223																																									
746429																																									
746513																																									
746755																																									
746942																																									
746979																																									
747051																																									
747257																																									
748254																																									
748357																																									
748441																																									
748964																																									
749242																					1116863	4254987	2618524	2722377	0	284553	10997304	18332	57857	25811	32497	0	10890	0	145387	0	0	0	0	0	
749635																																									
749840																																									
749943																																									
749952																																									
750051																																									
750127																																									
750239																																									
750341																																									
750444																																									
750846																																									
751254																																									
751656																																									
751852																																									
752644																																									
752831																																									
753052																																									
753324																																									
753641																																									
753856																																									
754068																																									
754246																																									
754536																																									
754826																																									
754853																																									
754929																																									
755047																																									
755252																																									
755421																																									
755458																																									
756343																																									
756848																																									
757377																																									
757452																																									
757612																					79299	494642	203752	380998	0	6762	1165453	741	5078	2070	1685	0	162	0	9736						
757779																																									
758703																																									
758842																																									
758851																																									
759045																																									
759625																																									
760210																																									
760331																																									
760340																																									
760434																																									
760649																																									
760854																																									
760939																																									
760957																																									
761244																																									
761347																																									
761459																																									
761543																																									
761806	447160	4677899	8037248	8440028	0	202849	21805184	6506	120602	82063	135134	0	14217	0	358522	309	0	0	0	309																					
761833																																									
761851																																									
761954																																									
762045																																									
762447																					180934	1515937	336055	1084271	0	82084	3199281	2358	17595	2486	13994	0	1948	0	38381	0	0	0	0	0	
762474																					166201	1068738	495134	357491	0	121698	2209262	2094	15114	3638	2096	0	595	1000	24537						
762773																																									
763211																																									
763677																																									
763930																																									
764030																					1641743	4804420	2730803	4017381	0	1308810	14503157	54266	83593	29327	18210	0	23397	0	208793	0	0	0	0	0	
764058																																									
764067																																									
764142																																									
764151																																									
764441																																									
764816																																									
765019																					212375	1918592	923680	624910	0	42608	3722165	6061	20414	10345	18002	0	152	0	54974	0	0	0	0	0	
765318																																									
765354																																									
765505																																									
765662																																									
765877																																									
766052																																									
766164																					251070	1001274	174124	2947583	0	18461	4392512	5917	16499	2027	29398	0	769	0	54610	0	0	0	0	0	
767040																																									
767152																																									
767246																																									
767255																																									
767554																																									
767572																																									
767611																																									
767732																																									
767974																																									
768074																					95598	390881	540697	84426	0	40477	1152079	2257	4848	4694	1065	0	972	0	13836						
768458																																									
768476																																									
768953																																									
769156																																									
769334																																									
770068																																									
770451																																									
770545																																									
770639																																									
770657																																									
770853																																									
771047																																									
771140																																									
771458																					38744	375673	107007	274830	0	2307	798561	1079	5592	1599	4368	0	173	180	12991						
771609																					116089	705680	419228	325496	0	52680	1619173	610	7867	1291	2133	0	728	517	13146						
771748																																									
771878																																									
772008																					128301	539399	396584	313633	246	4804	1382967	2223	5514	2305	3737	0	231	1396	15406						
772446																																									
772754																																									
773032																																									
773171																																									
773247																					207593	1401415	599268	1889821	570	740756	4839423	1512	19209	5881	18429	11	2051	0	47093	0	0	0	0	0	
773443																																									
773470																					575	49371	1124958	12838	0	203	1187945	2	53	3583	1	0	1	0	3640						
773546																																									
773742																																									
774132																																									
774235																																									
774253																																									
774262																					549621	1160598	272170	916111	0	36388	2934888	7050	15304	3174	13622	0	528	0	39678	0	0	0	0	0	
774347																																									
775054																																									
775241																																									
775456																																									
775773																																									
776369																																									
776547																																									
777254																																									
777366																																									
777441																																									
777870																																									
778738																																									
779016																																									
779351																																									
779360																																									
779641																																									
779650																																									
779968																																									
780049																																									
780218																																									
780263																																									
780562																																									
780722																																									
780955																																									
781028																																									
782016																																									
782306																					140973	2516350	829051	1521945	0	34428	5042747	8255	56251	2785	19958	0	268	0	87517	0	0	0	0	0	
782548																																									
783161																					15896	523130	92359	361595	0	745	993725	245	8543	757	2884	0	7	1195	13631						
783246																																									
783349																																									
783648																																									
783844																																									
783910																																									
784159																																									
784430																																									
785147																																									
785473																					18794	523542	272837	266724	0	14189	1096086	524	9154	1994	2728	0	240	0	14640						
785857																																									
785923																					86518	745786	334726	135409	0	32996	1335435	450	3015	698	720	0	133	0	5016						
785932																																									
785950																																									
786210																					142305	478377	437199	245596	0	5517	1308994	977	2713	2772	2109	0	36	5731	14338						
786256																																									
786340																																									
786555																																									
786612																																									
786733																																									
786948																																									
787141																																									
787459																																									
787842																																									
788559																																									
788652																																									
788773																																									
789051																																									
790150																																									
790271																																									
790543																																									
790703																																									
790918																					16424	401205	149809	100293	0	5347	673078	172	4055	1596	823	0	106	582	7334						
791072																																									
791353																																									
791821																																									
791942																																									
792248																																									
792453																																									
792640																																									
792659																																									
793571																																									
794149																																									
794336																																									
794345																																									
794475																																									
794653																																									
795249																																									
795548																																									
795959																																									
795968	245099	2707534	5630280	2070126	0	1152331	11805370	6527	22831	47405	43164	0	53512	0	173439	0	0	0	0	0																					
796152																																									
796451																																									
796572																																									
796657																																									
797140																																									
797775																																									
798512																																									
799359																																									
799751																																									
799854																																									
799939																																									
799948																																									
800134																																									
800442																																									
800479																																									
800657																																									
800853																																									
801047																																									
801056																																									
801654																																									
802866	116253	166555	4219061	31368695	278606	562657	36711827	436	4214	80748	474784	1664	27630	0	589476	222	0	0	0	222																					
803256																																									
803265																																									
803649																																									
803658																																									
803957																																									
804150																																									
804338																					85632	541040	79929	799829	0	1265	1507695	1359	3162	711	6337	0	3	724	12296						
804374																																									
804422																																									
804860																																									
804963																																									
805045																																									
805250																																									
805335																																									
805755																																									
805876																																									
806220																																									
806846																					200014	400619	261737	179904	321	602	1043197	1887	2949	148	630	0	40	448	6102						
806958																																									
807348																																									
807432																																									
807656																																									
807946																																									
807955																					95567	439585	122344	453387	0	13574	1124457	1087	5657	1394	3932	0	170	0	12240						
808176																					1317447	8875892	4845548	8647222	78042	2302910	26067061	14890	145177	96943	105013	772	34817	0	397612	0	0	0	0	0	
808260																																									
808345																																									
808354																																									
808448																																									
808653																																									
809070																																									
809276																																									
809379																																									
809650																																									
809678																																									
809771																					11161	8527	680627	0	0	237	700552	65	50	3961	0	0	1	0	4077						
809856																																									
810544																																									
811046																																									
811279																																									
811457																																									
811541																																									
811550																																									
811747																																									
812164																																									
812379																																									
812436																																									
812557																																									
812614																																									
813059																																									
813572																																									
813853																																									
814074																																									
814355																																									
814430																																									
814458																																									
814476																																									
814551																																									
814711																																									
815053																																									
815147																																									
815156																																									
815277																																									
815754																																									
815772																																									
816210																					0	1143622	841639	511282	79500	152255	2728298	0	28048	65371	26068	6012	20527	0	146026	0	0	0	0	0	
816256																																									
816304																																									
816603																					163649	1749602	1763747	595160	0	15709	4287867	1115	23741	9335	6880	0	370	0	41441	0	0	0	0	0	
816751																																									
817477																																									
817824	11313793	17515948	46250494	151434812	6592555	24118521	257226123	131131	247619	434983	2998091	1010274	1105873	0	5927971	0	0	0	2646	2646																					
818401																					85016	311231	394382	111425	0	13125	915179	942	3639	2892	683	0	87	104	8347						
818540																																									
818559																																									
818652																																									
819154																																									
819172																																									
819453																																									
819556																																									
819855																																									
820048																																									
820301																																									
820477																																									
820842																																									
820879																																									
821036																																									
821157																																									
821559																																									
821643																																									
821906																					13671	327424	436515	267300	0	7818	1052728	205	5402	4007	1551	0	74	1132	12371						
822042																																									
822051																																									
822275																																									
822408																																									
822556																																									
822631																																									
822846																																									
823076																																									
823133																																									
823142																																									
823450																																									
823478																																									
823553																																									
823638																																									
823656																																									
824242																																									
824653																																									
824671																																									
824738																																									
825146																																									
825454																																									
825548																																									
825753																																									
825847																																									
825940																																									
826451																																									
826648																																									
826956																																									
827355																																									
827458																																									
827560																																									
828110																																									
828174																																									
828473																																									
828651																																									
829032																																									
829041																																									
829050																																									
829452																																									
830113																																									
830252																																									
830355																																									
830542																																									
830645																																									
830748																																									
831008																																									
831352																																									
831576																																									
831642																																									
831875																																									
831941																																									
832528																																									
832546																																									
833404																																									
833749																																									
833758																																									
833851																																									
834175																																									
834755																																									
835079																																									
835257																																									
835378																																									
835444																																									
835613																																									
835659																																									
835743																																									
835770																																									
836656																																									
836843																					199951	1565063	532913	1237434	3626	58052	3597039	2994	25227	6074	20117	208	1024	0	55644	0	0	0	0	0	
836852																																									
837000																					0	1351542	1529126	270377	266	1150	3152461	0	14338	17866	1842	1	4	0	34051	0	0	0	0	0	
837046																																									
837149																																									
837158																																									
837354																																									
837448																																									
837541																																									
837608																																									
837653																																									
837840																																									
837952																																									
837970																																									
838155																																									
839068																																									
839246																																									
839255																																									
839572																																									
839817																																									
839974																																									
840019																																									
840251																																									
840354																																									
840363																																									
840578																																									
840747																					77747	421596	248965	232068	6910	85964	1073250	642	4755	2146	1694	240	904	741	11122						
841472																																									
841753																																									
841838																																									
842376																																									
842460																																									
842853																																									
843476																																									
843542																																									
843953																																									
844053																																									
844138																																									
844455																																									
844567																																									
845247																																									
845443																																									
845452																																									
845573																																									
846132																																									
846619																																									
846945																																									
847157																																									
847979																																									
848248																																									
848453																																									
849076																																									
849348																																									
849357																																									
849432																																									
850036																																									
850054																																									
850456																																									
851060																																									
851172																																									
851239																																									
851631																																									
852218	6063000	96254000	235161000	458442000	126875000	46500000	969295000	349000	1403000	3184000	10190000	15958000	987000	0	32071000	15000	8000	0	0	23000																					
852254																																									
852320	6891000	27963000	67395000	154242000	4856000	48871000	310218000	134000	391000	584000	2192000	327000	1184000	0	4812000	0	0	0	0	0																					
852357																																									
852544																					74293	458837	272679	313792	0	34815	1154416	558	6559	3178	5234	0	543	234	16306						
852704																																									
852713																					48968	345559	216884	265087	0	5881	882379	287	3423	1573	4390	0	268	523	10464	0	0	0	0	0	
852973																																									
853112																					107715	457825	368381	253299	2981	5126	1195327	1759	5520	1489	2187	61	109	0	11125						
853251																																									
853671																																									
853747																																									
853804																																									
853934																																									
853952																																									
854173																																									
854351																																									
854454																																									
854548																																									
854753																																									
854847																																									
855143																																									
855264																																									
855303																																									
855563																																									
855648																																									
855741																																									
855844																																									
855956																																									
856159																																									
856243																																									
856346																																									
856458																																									
856542																																									
856748																																									
856869																																									
856944																																									
857259																																									
857455																																									
857576																																									
857745																																									
857811																																									
857875																																									
857941																																									
858153																																									
858443																																									
858452																																									
858528																																									
858818																																									
858854																																									
859002																					116255	406210	486954	163678	0	5857	1178954	1641	6175	2371	2340	0	122	1122	13771						
859141																																									
859552																																									
859655																																									
859712																																									
860053																																									
860147																																									
860231																																									
860259																																									
860334																																									
860352																																									
861153																																									
861304																																									
861658																																									
861742																																									
861854																																									
862057																																									
862141																																									
863362																																									
863607																																									
863652																																									
863746																																									
864378																																									
864471																																									
864846																																									
864855																																									
865142																																									
865151																																									
865450																																									
865544																																									
865759																																									
865852																																									
866000																																									
866055																																									
866121																																									
866251																																									
867070																																									
867258																																									
867632																																									
867650																																									
867856																																									
868059																																									
868442																																									
868572																																									
868844																																									
868956																																									
869346																																									
869551																																									
869663																																									
869953																																									
870539																																									
870650																																									
870856																																									
870913																																									
871358																																									
871648																																									
871769																																									
871956																																									
872047																																									
872579																																									
873259																																									
874050																																									
874452																																									
874845																																									
875048																																									
875057																																									
875132																																									
875655																																									
875758																																									
875879																																									
875936																																									
876157																																									
876634																					117794	662434	553194	421270	0	267485	2022177	1955	6640	8193	2468	0	3201	0	22457	0	0	0	0	0	
876700																																									
877350																																									
877752																																									
877958																																									
879336																																									
879439																																									
879457																																									
879550																																									
879644																																									
879747																																									
880332																																									
880855																																									
881012																																									
881441																																									
881478																					300531	2092782	345759	1650520	6590	270151	4666333	8781	20676	4665	29176	436	7767	0	71501	0	0	0	0	0	
881852																																									
881900																																									
882242																																									
882541																																									
882701																					136292	528129	305248	334789	0	12367	1316825	1111	4708	2296	2151	0	589	2061	12916						
882952																																									
883351																																									
883959																																									
884303																																									
884358																																									
884376																																									
884442																																									
884648																																									
884657																																									
885225																																									
885252																																									
885430																																									
885579																																									
885869																																									
886204																					23101	52421	536436	29071	0	1276	642305	474	710	2233	133	0	21	582	4153						
886624																																									
887340																					41789	467760	254193	230151	1072	10641	1005606	535	6452	3360	4104	14	183	0	14648						
887827																																									
887854																																									
888002																																									
888141																																									
888271																																									
888552																																									
888833																																									
890050																																									
890078																																									
890603																																									
890649																																									
890742																					47341	248372	185471	178315	0	9532	669031	655	1913	1535	4826	0	203	0	9132						
890957																																									
891226																																									
891253																																									
892205																																									
892223																																									
893248																																									
893640																																									
893855																																									
894272																																									
894348																																									
894544																																									
894834																																									
894946																																									
895055																																									
895448																																									
895710																					55969	337436	550672	280892	2239	14205	1241413	557	2735	4183	2703	50	213	585	11026						
896155																																									
896427																																									
897170																					96187	209415	685574	92713	0	1583	1085472	1670	2085	9792	204	0	10	0	13761						
897237																																									
897330																																									
897451																																									
897648																																									
897853																																									
898458																																									
898579																																									
898627																																									
898850																																									
899008																																									
899343																																									
899428																																									
899642																																									
899651																																									
