"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
2732	56505	0	11637	118819	0	165858	0	0	7000	0	335473	0	11236		38695	134143	11060	154221	324237	0	0	3132	7000	7000	14020	38049	15303	2678	51519	30931	37335	4637	1872	31355	74775	0	0	68266	0	true							
2750	13055	0	2040	5260	0	13165	0	0	4000	0	41059	0	6342		8526	471	1522	11125	28819	0	5898	387	0	0	2192	4977	13577	346	6530	1146	5025	271	0	12566	6442	0	4000	5892	5898	true							
3252	14861	0	54817	33309	0	86381	0	0	11070	0	72379	0	20393		11621	10327	5049	31564	50496	0	1490	0	10570	9728	11478	11464	6472	3888	22942	8944	4265	300	380	21681	13889	628	500	13209	0	false							
3458	2638	0	3725	5695	0	13173	0	0	3000	0	35163	0	5513		11290	3092	997	9448	29650	0	0	149	3000	1000	3663	10970	10110	1186	13633	731	693	2081	0	14640	3505	0	0	1423	0	false							
3720	39628	0	31984	49993	0	140707	0	0	0	0	96115	0	3101		21377	7745	5366	108723	93014	0	0	1563	0	0	7616	20765	4552	252	28381	9204	5598	754	0	11809	15556	0	0	14802	0	true							
3971	101155	0	46	28235	0	45960	0	0	100945	0	554210	0	8703		148300	210915	18241	45914	472750	0	72757	5716	100945	92648	15710	122217	56230	24851	137927	3390	12019	2960	4763	70708	23132	0	0	15409	1846	true							
4156	21339	0	14808	42292	0	91946	0	0	986	0	104162	0	18046		17910	30537	4285	77138	80163	0	5953	1963	0	0	13378	19779	8831	3936	33157	1605	3125	1319	313	28014	6362	13863	0	4730	4717	true							
4231	17309	0	15121	28829	0	46688	0	0	0	0	54509	0	812		13802	6184	11565	31567	53697	0	0	6599	0	0	3254	9957	11642	2870	13211	500	390	916	1487	13921	3293	0	0	890	0	true							
5069	29489	0	0	26050	0	27809	0	0	67603	0	201628	0	494		47697	18028	949	27809	171843	0	29291	476	67603	36662	25554	49738	36131	4388	75292	7094	23882	2626	4698	68114	38300	0	0	30976	15417	false							
5135	23704	0	34104	79816	0	146408	0	0	4943	0	227209	0	13770		51707	51739	17021	112289	202493	15	10946	7796	4943	4943	29663	83327	10154	427	112990	6012	20680	1503	0	71864	28195	0	0	26692	5753	true							
5210	710891	24	30612	76569	0	120527	0	0	0	0	1255125	0	96436		208739	159181	61639	89891	1158451	0	238	14554	0	0	59745	166095	86312	11741	184132	8477	40255	9088	3339	115154	61160	9970	0	43270	11420	true	31267	22128	101074	58107	449022	133017	
5461	347461	0	9036	56735	0	56735	0	0	0	0	517744	0	14181		6044	142456	2024	47699	503563	0	0	943	0	0	4058	8301	1927	453	10343	7291	5386	411	0	8695	13088	54540	0	12677	0	true							
5751	10473	0	4304	26013	0	50333	0	0	2811	0	117547	0	21658		18730	61641	9085	46029	94051	0	1838	4357	2811	1566	10437	16118	10958	1856	26555	1271	1468	2632	693	20639	6064	0	0	2739	0	true							
6039	34154	0	12254	104544	0	124783	0	0	0	0	127950	0	3190		40831	20052	11660	112529	124760	0	0	2223	0	0	9460	48827	9825	426	58286	1103	4083	20	0	27706	5206	0	0	5186	99	false							
6329	58247	0	15034	240010	0	300047	0	0	11304	0	430426	0	10636		100954	63042	12371	285013	419613	0	177	2600	11304	5690	65157	134170	52968	3268	199327	14422	29970	8543	639	154609	53574	10695	0	44392	24404	false							
7009	0	0	0	166768	0	166768	0	0	0	0	570408	0	0		0	570408	0	166768	570408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	27317	0	9621	28321	0	106451	0	0	0	0	78556	0	5374		20451	16323	6255	96830	73182	0	0	276	0	0	3104	7653	16565	3595	10757	516	0	0	3483	10466	3999	0	0	516	0	true							
7072	69412	0	990	37552	0	62388	0	0	6996	0	197954	0	15660		42886	41926	16936	61398	182053	0	241	4610	6996	6996	10298	39526	17827	3926	49824	0	13101	1066	871	28690	15038	0	0	13101	0	true							
7456	20082	0	12614	18843	0	40229	0	0	0	0	44489	0	4039		12648	0	2489	27615	38716	0	1734	0	0	0	4154	7809	7236	295	11963	1453	2956	504	0	6846	4913	0	0	4409	1734	true							
7634	8155	0	2831	12712	0	19525	0	0	0	0	42245	0	132		12558	880	5974	16694	42013	0	100	3861	0	0	6939	14335	4234	764	21273	0	5844	1094	0	13714	6938	0	0	5844	0	false							
8033	26218	0	2295	53682	0	83215	0	0	0	0	136864	0	962		40630	74	6800	80920	117248	0	18654	3374	0	0	16672	32186	36423	5577	48858	1676	8675	9363	0	50227	19714	0	0	10351	18654	true							
8462	1300	0	6525	69537	0	115093	0	0	0	0	43894	0	13803		7357	5362	3506	108318	30091	250	0	1292	0	0	8337	12518	1263	0	20153	8572	6047	495	0	14761	15114	0	0	14619	0	true							
8631	18590	0	311	18923	0	24201	0	0	0	0	35053	0	1013		7389	3224	2617	23890	34040	0	0	1066	0	0	2286	2717	4270	2547	5003	256	1163	0	0	4431	1419	0	0	1419	0	true							
9357	103613	124	55	33161	0	39746	0	0	4581	0	321036	8379	0		965	212206	912	39567	312657	0	0	459	0	0	525	798	557	205	1322	1732	1400	0	0	1120	3132	4581	0	3132	0	true							
9553	17792	0	11921	20143	0	42884	0	0	1249	0	53635	0	3784		13269	8127	5924	30963	49105	0	746	0	1249	1000	3660	13579	6601	250	17239	1051	1087	1487	0	10821	3624	0	0	2138	497	true							
9807	493797	0	29951	89688	0	135460	0	0	0	0	1716428	0	343274		74708	811664	79310	105509	1373154	0	0	3985	0	0	48320	127254	93475	2542	175574	91346	41618	5701	710	196883	139375	10600	0	132964	157710	true	7969	11112	473154	338510	292983	200814	
9955	12355	30	4373	28402	0	42884	0	0	4500	0	70940	0	20516		7054	40483	1104	38481	50424	0	0	0	4500	4500	8589	4609	2332	370	8698	900	900	402	0	8846	2202	0	0	1800	0	true							
10250	149410	0	709	28130	0	52965	0	0	0	0	341453	0	6199		43994	105043	28063	52256	334408	0	846	10859	0	0	7805	22965	35688	2175	30770	1302	8486	7464	1115	24639	18367	2171	0	9788	745	true							
10849	68291	0	2280	11659	0	22009	0	0	0	0	212001	0	41378		43894	24770	9119	19728	170623	1	0	2694	0	0	23649	46884	27935	728	64889	10072	5691	3981	0	55302	19744	0	0	15763	11317	false							
11145	34310	0	49286	40580	0	107768	0	0	1059	0	103986	0	12218		18874	23156	7504	58300	91768	182	0	3949	0	0	1703	8194	15412	4466	9896	801	2145	13546	252	10901	16744	0	0	2946	0	true							
11640	173560	0	8206	14491	0	28768	0	0	0	0	293370	0	55692		34825	31122	18281	20562	237678	0	0	10353	0	0	9260	32069	12403	11122	41267	5417	12841	3681	1896	30030	23834	0	0	18257	0	true							
11837	5411	0	34345	9702	0	54727	0	0	0	0	34806	0	185		13349	7197	2718	20382	34621	0	0	631	0	0	2866	8241	3551	6145	11107	0	567	328	500	7454	1395	0	0	567	0	true							
12030	39079	0	22175	94989	0	134653	0	0	0	0	184368	0	1554		53302	51567	18104	112478	182614	0	200	6502	0	0	20274	40218	17201	3806	60492	1910	3487	6546	281	28197	12223	0	0	5396	0	false							
12142	29052	0	19402	71378	0	134026	0	0	0	0	77847	0	3481		19163	12679	6951	114624	74366	0	0	1846	0	0	12646	14918	1590	0	24932	3030	3282	650	0	9991	6962	0	0	6052	0	true							
12179	6763	0	0	8011	0	11306	0	0	0	0	23282	0	0		6535	7500	1525	11306	23282	0	0	402	0	0	924	4566	2133	1397	5490	0	0	0	0	2484	0	0	0	0	0	true							
12311	9560967	49	1113194	8058865	0	8623200	0	0	2684764	0	76266967	0	4329264		3879113	59658301	685775	7497927	71925182	12030	12521	147343	2684764	2679516	390533	3654407	1788549	50463	4044940	204369	674086	283441	1851	2004839	1163747	1662067	0	878455	0	true	711302	512659	24652425	33080249	313938	9232204	
12647	26213	0	1793	37933	0	47930	0	0	24803	0	97333	0	6433		12809	24712	4304	46137	90900	0	0	676	24803	18126	4450	9988	4698	0	14437	6070	14525	6677	0	6327	27272	0	0	20594	0	false							
12656	2339	0	913	4857	0	7269	0	0	0	0	8654	0	1494		2628	1202	833	6356	7160	0	0	222	0	0	445	2713	1844	111	3158	0	0	0	0	2485	0	0	0	0	0	true							
12937	10961	0	13132	63758	0	76597	0	0	30803	0	86710	0	736		7783	11941	4391	61993	85729	1472	245	2873	30803	0	9531	10363	3250	132	19894	23752	13225	0	3556	15493	40533	30803	0	36977	0	true							
12946	66818	0	232295	199945	0	413724	0	0	87844	0	1029932	0	368403		134224	335921	47703	181429	661529	0	0	21614	0	0	53502	136129	84260	15545	188498	93637	195133	45707	3280	155212	337757	99660	87844	288770	0	true	31610	21118	162968	54024	62266	4552	
13103	466188	0	31144	83117	0	200923	0	0	42166	0	1580548	0	377938		181050	726528	67299	169590	1201243	189	1367	25763	42166	0	42996	79224	132862	19460	122219	45207	32476	30629	4979	93492	113291	0	0	77683	0	true	9587	75814	320714	152338	183529	157129	
13251	3900	0	784	9467	0	13504	0	0	0	0	30368	0	2249		5809	19833	1139	12720	28119	0	0	0	0	0	1834	4080	721	0	5914	0	0	0	0	826	0	0	0	0	0	true							
13457	3556	0	674	4981	0	8212	0	0	0	0	9708	0	810		2378	1400	1182	7538	8898	0	0	0	0	0	937	2222	629	0	3159	0	962	0	0	1411	962	0	0	962	0	false							
14155	20852	0	8671	51135	0	94152	0	0	5620	0	95799	0	13261		15139	34602	5651	83763	82322	1718	216	2331	0	0	7014	14210	8454	1564	21224	2515	3539	3050	0	16103	9104	41532	4000	6053	0	true							
14650	7686	0	3519	9786	0	15969	0	0	0	0	15351	0	38		3259	1086	1227	12450	15313	0	0	407	0	0	2155	2144	653	0	3866	1625	0	0	0	1693	1625	0	0	1625	0	false							
14753	15661	0	938	12741	0	12741	0	0	0	0	25814	0	2294		6674	0	2899	11803	23520	0	0	730	0	0	2356	6694	310	29	9050	500	0	264	0	2715	764	0	0	500	0	false							
14865	87091	12	26646	219892	0	219892	0	0	0	0	201534	0	17834		27830	63253	12506	193234	183700	0	0	3552	0	0	21740	13110	10930	2609	30743	1642	333	826	0	20559	2801	37353	0	1695	0	true							
14977	5003	0	0	6872	0	10602	0	0	0	0	27255	0	0		7782	1053	3182	10602	27255	0	0	1119	0	0	3877	9752	3072	340	13629	1237	2385	534	0	9259	4157	0	0	3622	0	false							
16551	44869	0	6819	59486	0	103889	0	0	6917	0	169471	0	10544		56313	44077	24273	96706	158927	364	0	7242	6917	1153	9221	23949	37363	1375	33170	510	3070	5037	0	15595	8617	0	0	3580	0	true							
16748	17161	0	2823	21975	0	27118	0	0	0	0	44679	0	1414		10471	8322	3340	24295	43265	0	0	1202	0	0	1806	6865	7399	841	8424	628	826	830	0	6440	2285	0	0	1454	0	false							
17110	0	0	0	0	0	0	0	0	0	0	99648	0	6608		18412	0	6286	0	93040	0	0	4359	0	0	52986	0	0	0	52986	46662	0	0	0	34574	46662	0	0	46662	0	false							
17147	4738926	0	74034	383105	0	644337	0	0	224976	0	7506830	0	1260006		938146	1159527	159333	569470	6246824	833	0	34457	224976	82542	153082	764683	421092	35042	908472	51194	128985	53379	921	435752	234478	9545	0	128985	0	true	2794	69007	661117	337224	1877248	2527413	
17259	12393	0	1691	10526	0	17119	0	0	0	0	32396	0	3784		9471	1572	4547	15428	28612	0	0	1768	0	0	3062	7458	3812	857	10520	1049	900	782	510	5719	3241	0	0	1949	0	false							
17950	63644	264	37135	86952	0	173468	0	0	28500	0	292685	267	50186		31041	129009	10881	136069	210296	0	31936	4577	0	0	14972	23942	12489	2905	38164	6693	36472	2559	0	23267	45724	36393	28500	43165	0	true							
17978	54236	0	0	3286	0	31488	0	0	0	0	142230	0	936		48397	3322	32932	31488	138898	0	2396	14081	0	0	11236	32278	15011	15219	43513	1640	5893	577	2818	25347	10928	0	0	7533	0	true							
18050	78193	0	69564	184925	0	275316	0	0	0	0	258116	0	5356		42788	50435	11376	205752	252760	0	0	3820	0	0	29702	37097	19445	1428	64598	4489	24463	12863	0	44884	41815	11305	0	28952	0	false							
18135	28659	0	0	96737	0	123768	0	0	22978	0	124684	0	10691		12711	52327	3634	123768	113012	0	981	627	22978	22978	4932	9076	3753	1494	13522	4728	16312	3057	346	6544	24443	22978	0	21040	0	true							
18827	736171	0	12539	62606	0	101231	0	0	157	0	1010813	0	175245		68744	125188	21033	86882	835424	1810	144	4861	157	157	14873	43102	33883	12052	57975	15133	23232	5695	1485	35165	45544	0	0	38365	0	true	37994	20503	55431	35725	167434	462934	
18836	18000	2	1700	31911	0	42398	0	0	0	0	92143	0	2407		36290	13943	12904	40696	89736	0	0	4487	0	0	16877	16140	14278	9132	29963	647	1535	764	826	20137	3772	1971	0	2182	0	true							
18854	66105	0	47401	264248	0	280092	0	0	22495	0	407161	0	40424		27584	132094	2919	232691	327267	0	39470	1088	22495	22495	34333	93598	21425	531	127931	11229	42226	5620	0	122303	59075	161254	0	53455	39470	true							
19356	8984	0	5697	19097	0	35923	0	0	15144	0	46023	0	1280		8737	3632	1482	30206	28630	20	16113	0	0	0	2665	6899	3057	627	9545	2503	4250	11358	2047	4511	20159	0	2000	6753	0	false							
19936	16935	0	37822	59621	0	142778	0	0	0	0	142881	0	11205		19194	78474	8672	104956	131676	0	0	3781	0	0	7081	18406	8987	4444	25468	818	3082	3275	1379	19724	8554	0	0	3899	0	true							
19972	74056	0	0	0	0	0	0	0	0	0	74056	0	0		0	0	0	0	74056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	12586	0	1866	20070	0	29004	0	0	11536	0	58237	0	7150		25960	5721	7761	27138	51087	0	0	1002	11536	4136	4428	8842	16405	4234	11902	513	2579	2929	0	7949	6021	3393	0	2579	1741	true							
20633	55075	0	11616	27545	0	117964	0	0	0	0	135333	0	808		27610	23052	10800	106343	134525	5	0	3328	0	0	5654	14695	24598	4697	20271	1612	1889	3797	264	22034	7562	15695	0	3501	2671	true							
20857	9821	0	7223	15172	0	44848	0	0	0	0	57649	0	7807		4708	34502	2354	37625	49842	0	0	0	0	0	2462	4496	1418	350	6958	539	1062	3000	0	4017	4601	0	0	1601	0	true							
21256	1181	0	3083	2670	0	6369	0	0	0	0	3450	0	309		690	517	1360	3286	3141	0	0	834	0	0	96	145	499	179	241	0	0	834	0	228	834	0	0	0	0	true							
21359	13123	0	1918	13697	0	20349	0	0	0	0	28481	0	1613		3967	9619	3696	18431	26868	0	0	0	0	0	1568	3038	1070	63	4606	0	0	0	0	1772	0	0	0	0	0	true							
21658	22140	1	6591	20777	0	66365	0	0	1	0	84636	0	2601		33069	9154	15262	59773	82035	0	0	5172	1	1	11540	12246	18811	3425	23786	1975	1665	3376	304	12953	7320	0	0	3640	0	true							
22048	22683	0	12057	83510	0	83510	0	0	9197	0	96013	0	9567		22796	0	6668	71453	86446	0	0	2806	8188	2000	7202	25914	18767	3103	33116	6960	8083	3301	0	32190	18344	0	0	15043	0	true							
22543	54602	1	16693	47949	0	97022	0	0	0	0	91157	0	8634		12850	11651	4423	80328	82523	0	0	1549	0	0	3360	7133	7508	1873	10400	1162	1840	2028	0	7024	5030	0	0	3002	0	true							
22552	14261	0	1927	17985	0	28509	0	0	5456	0	46494	0	3083		15374	3674	3405	26582	43411	0	0	543	5456	1296	4390	9425	12662	17	13815	0	1065	1000	0	11120	2065	0	0	1065	498	true							
22730	96	0	16060	63485	0	93654	0	0	0	0	69220	0	8181		10094	53919	3085	77594	61039	0	0	647	0	0	2854	5263	3576	1809	7102	841	862	0	0	3408	1703	0	0	1703	0	false							
22936	13574	0	3511	61115	0	81346	0	0	0	0	89419	0	2450		19803	33860	6292	77835	86969	0	0	1601	0	0	4829	17929	9869	0	22758	1036	7782	540	0	12824	9358	0	0	8818	0	true							
23456	20099	0	7587	20811	0	82626	0	0	0	0	95763	0	11368		35632	12520	13137	75039	84395	0	0	4244	0	0	6494	18713	20740	7004	25207	0	7164	2121	908	17319	10193	0	0	7164	0	true							
23504	1463113	0	52016	491942	0	541953	0	0	162087	0	3183855	0	532470		62027	1440033	16980	489937	2651385	0	0	5182	111742	111742	74034	62627	19698	6650	136661	21725	48438	46238	1299	100982	117700	4609	8575	70163	8753	true	61660	6590	440845	628372	427812	189135	
23643	14569	0	18404	36148	0	78383	0	0	0	0	99275	0	10736		28115	2007	6286	59979	88439	0	100	1727	0	0	13881	23857	18170	0	37738	7314	8032	11444	0	27793	26790	0	0	15346	0	true							
23755	58286	28	6876	45674	0	89709	0	0	2000	0	91890	33	6500		10492	12129	5130	82805	83357	0	2000	1281	2000	2000	4756	7187	4110	1886	9864	0	2736	800	0	7447	3536	0	0	2736	0	false							
24006	386704	1	10903	139217	0	314933	0	0	57500	0	951841	0	27230		181485	137197	59495	304029	924611	0	0	16096	57500	10000	44235	93312	145197	75534	137547	7355	19206	26006	17095	176793	69662	0	0	26561	0	true	51213	93304	93343	43854	314292	62769	
24378	19697	0	0	7062	0	12500	0	0	0	0	41278	0	502		15081	334	5994	12500	40776	0	0	1311	0	0	3026	4661	8041	5216	6495	303	0	0	0	5863	303	0	0	303	0	false							
24453	22265	0	4357	67997	0	91758	0	0	7687	0	170663	0	13140		13666	111486	3815	87401	156775	0	748	2762	7687	1000	4248	7416	8764	3811	11664	7248	5166	258	0	10574	12671	1582	0	12414	748	true							
24659	21453	0	1205	13587	0	23289	0	0	0	0	30782	0	1616		5249	669	3546	22084	29166	0	0	979	0	0	3240	3321	926	122	3871	792	259	0	0	2360	1051	0	0	1051	0	true							
24668	327203	0	34011	28146	0	49313	0	0	0	0	1403513	0	196031		82060	527725	38774	13584	1201596	1718	5886	23872	0	0	139023	112752	20029	1200	182075	146259	83406	45916	0	190944	275581	163138	0	141890	0	false							
24949	45070	0	11070	88418	0	131703	0	0	0	0	194287	0	4206		63385	57690	12510	120388	190081	245	0	2392	0	0	10763	44800	30701	449	55443	866	2220	1466	263	23328	4814	5231	0	3086	0	true							
25357	195525	0	14329	9728	0	44284	0	0	9874	0	337919	579	6839		45271	43467	9230	29955	330501	0	0	3948	9874	9874	32686	39958	11834	4922	72644	2483	3506	2766	773	44129	9528	0	0	5989	0	true							
25647	11993	2	0	16215	0	17436	0	0	0	0	105807	0	33		25163	5705	5735	17434	86405	0	19369	2823	0	0	7213	39038	29080	1926	45929	858	5498	4497	0	52093	10853	0	0	6356	19369	false							
26176	44839	0	246	21878	0	36183	0	0	39573	0	252991	0	23022		36718	27608	5050	35937	225546	0	4423	2109	39573	37645	33546	102003	24199	1184	135549	1656	9380	8575	0	124214	19611	43248	0	11036	12329	true							
26242	206895	0	53715	64780	0	125499	0	0	0	0	318782	0	5434		36021	40724	12743	71784	313348	0	0	2594	0	0	13385	40607	5777	362	53992	1533	5985	3512	0	24110	11030	0	0	7518	0	true							
26457	2591	0	1690	5241	0	9137	0	0	0	0	19492	0	4854		3350	11002	450	7447	14638	0	0	253	0	0	973	2975	1076	121	3948	0	501	253	0	1795	754	0	0	501	0	true							
26765	45405	0	10921	107778	0	161454	0	0	4745	0	1467700	0	88597		64405	947323	5194	150284	1379103	249	0	1828	4745	4745	36844	94967	41853	2217	131811	64606	157212	76676	597	111476	299091	4745	0	221818	0	true	66584	63661	77482	195375	43676	1729	
27070	159595	0	1598	37987	0	37987	0	0	1000	0	407738	0	6223		134240	0	57158	36389	399829	0	1686	18166	1000	1000	50034	104353	64130	1855	143170	4919	10589	12263	0	86132	27771	0	0	15075	0	false							
27548	297459	0	34476	18030	0	151651	0	0	6462	0	599766	0	38497		36680	207636	16975	59483	555199	57692	6070	345	6462	6462	14119	20524	26391	8570	34643	6634	14359	3044	1029	32925	25066	65978	0	20993	6719	true							
27614	81575	0	2241	80547	0	158016	0	0	0	0	196619	0	37797		39172	36911	16584	155775	158822	0	0	1005	0	0	6672	21775	22142	5517	25975	6529	10515	4206	778	16933	22028	0	0	7676	0	true							
27847	56299	0	32715	102052	0	171831	0	0	4063	0	377495	0	39691		118072	34090	33592	139116	326541	0	11263	14795	0	0	23062	100972	99010	5662	124034	12645	24005	20907	843	110634	58400	3356	4063	36650	11100	true							
28013	696768	0	161575	124527	0	334578	0	0	242061	0	3078695	0	243511		563746	1317535	94192	173003	2835184	0	0	37593	242061	164561	444875	313449	118897	62415	758324	44053	64777	11997	3929	375890	124756	0	0	108830	0	true	64390	108613	1126998	190537	694561	2207	
28152	27590	0	4375	29150	0	46749	0	0	1504	0	82828	0	9557		17440	31607	7563	42374	73026	0	245	1662	1504	0	3499	9744	8658	1218	13242	0	513	0	0	5677	513	1117	0	513	0	true							
28255	44959	1	44429	98186	0	262184	0	0	0	0	132370	0	2440		12905	32894	2153	217614	129825	140	105	475	0	0	7277	18297	6229	1445	25574	6384	10057	4827	0	20345	21267	0	0	16441	0	false							
28406	193857	0	3200	111969	0	173697	0	0	200500	0	1769537	0	132671		336992	846565	44568	170497	1579549	0	57317	19523	199341	199341	213921	180968	142860	19561	393729	47229	66478	51412	6687	220318	171806	1159	0	113706	57317	true	19820	36677	367159	479406	169170	24687	
28675	13807	0	13686	32664	0	33665	0	0	29977	0	82051	0	8335		42689	16130	4553	19979	73716	0	0	1091	29477	10463	6344	15097	22441	4840	21441	500	1853	536	503	6033	3392	0	500	2353	0	false							
28732	18651	0	2613	29401	0	36888	0	0	0	0	51204	0	7333		7698	14868	3160	34275	43871	0	0	1073	0	0	1885	8507	3447	43	10392	1181	1366	1255	0	6185	3802	0	0	2547	0	true							
