"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							3935	920	0	0	50560	0	329	60	950	83100	67948	213	68161	0	1021	0	0	0	14939	1200	83100	0	0	9795	0	0	3500	0	16108	51840			0	27367	26346	444	0	0	0	0	14939	
242																																							1840	902	0	0	11095	0	279	0	408	41490	31587	18	36105	0	183	0	4500	0	5385	120	41490	0	0	5034	0	0	120	0	7355	24232			0	25567	25384	111	1582	0	0	0	5385	
279																																							9632	2634	28	31604	10332	0	4938	209	7858	203810	159118	1028	175117	0	970	0	14971	0	28693	1	203810	0	0	28675	0	0	0	0	12049	147069			0	136212	135242	17	1333	0	0	0	28693	
354																																							200	143	0	0	3608	0	32	0	160	8010	7031	1	7032	0	141	0	0	0	978	25	8010	0	0	464	0	0	500	0	2282	4749			0	3841	3700	-11	167	0	0	0	978	
457																																							3334	552	0	51	143	0	252	66	1503	49668	36944	76	45022	0	519	0	6000	0	4646	60	49668	0	0	646	0	0	3940	0	5912	31032			0	44223	43704	0	63	0	2002	0	4646	
505																																							475	3197	42	0	71613	0	10515	849	13961	464442	376695	5074	427359	54	4254	1595	45590	0	37029	6480	464442	0	0	22256	0	0	10653	0	68020	308675			0	366449	362195	-2360	0	0	0	0	37083	
1155																																							14648	5023	0	27	28230	0	4432	1080	7018	231607	207118	2108	211082	0	2716	0	0	0	20525	1600	231607	0	0	13876	0	0	4900	86	22700	184418			0	173779	171063	149	0	0	0	1856	20525	
1351																																							0	4200	0	48369	5493	0	3766	709	1620	153957	128919	439	129358	0	1201	0	0	0	24599	240	153957	0	0	23868	0	0	530	0	19747	109172			0	86720	85519	-39	4281	0	0	0	24599	
1454																																							42463	13163	0	0	406156	0	3766	0	12692	729392	644481	2567	647048	0	3418	0	0	0	82344	1000	729392	0	0	81633	0	0	1214	499	174863	469618			0	254071	250653	-1503	0	0	0	0	82344	
1557																																							1940	1659	235	0	12561	0	538	77	1384	68020	54712	16	57631	0	951	70	2903	0	10389	200	68020	0	0	580	0	0	9624	0	20875	33837			0	48794	47843	-15	1713	0	0	0	10389	
1669																																							20336	7032	0	42737	80366	0	1956	0	13196	283314	236671	380	237051	0	2883	0	0	0	46263	800	283314	0	0	44755	0	0	800	0	55440	181231			0	120574	117691	-92	0	0	0	0	46263	
1856																																							48813	418	0	5000	23932	0	342	0	3089	117661	60949	176	101125	0	1043	98	40000	0	16536	500	117661	0	0	2003	0	0	14282	0	2885	58064			0	36294	35251	-249	718	0	0	0	16536	
2040																																							2531	2833	0	0	50444	0	2155	114	8010	204766	145830	761	181998	0	3057	0	23500	0	22768	480	204766	0	0	17682	0	0	4270	0	24689	121141			0	138095	135038	336	3641	0	0	11907	22768	
2161																																							8884	7372	0	0	16593	0	2284	21	5198	144971	126723	2148	128871	0	1478	0	0	0	16100	1000	144971	0	0	13443	0	0	1356	0	28741	97982			0	97171	95693	301	8926	0	0	0	16100	
2376																																							1603	31924	0	239630	96432	0	13909	140	186712	4137053	2885292	51841	3612581	59	30272	0	651008	0	524413	500	4137053	0	0	479895	0	0	59426	0	162948	2722343			-18407	3596975	3566703	2999	0	0	24440	0	524472	
2554																																							2590	385	0	250	3300	0	134	0	197	14728	12518	18	13161	0	142	289	550	0	1566	50	14727	0	0	313	0	0	1200	0	3076	9442			0	7725	7583	3	0	0	75	0	1566	
2732																																							43247	14533	1112	0	90394	0	3593	0	3919	592620	501557	2411	503968	0	3994	0	0	0	88652	0	592620	0	0	82912	0	0	5789	0	138939	362618			0	439816	435822	-49	0	0	0	0	88652	
2750																																							754	628	0	0	9428	0	238	0	2554	56656	46937	272	49589	0	650	0	2380	0	7067	117	56656	0	0	757	0	0	6300	0	4729	42208			0	43704	43054	-107	0	0	0	0	7067	
3252																																							0	5176	0	0	82105	0	626	769	4210	194243	158785	207	169492	0	3689	0	10500	0	24751	200	194243	0	0	24034	0	0	300	0	25631	133154			0	104546	100857	217	500	0	0	0	24751	
3458																																							322	2309	0	3796	7154	0	346	0	834	46453	38562	232	42044	0	416	0	750	0	4409	100	46453	0	0	3194	0	0	1101	0	4888	33674			0	31799	31383	14	309	0	0	2500	4409	
3720																																							30464	5527	0	106	71304	0	3789	1434	8973	262877	219701	2070	227087	0	1631	0	0	0	35790	2400	262877	0	0	14971	0	0	18600	0	42639	177062			0	142911	141280	-181	0	0	0	5316	35790	
3971																																							66442	7126	175	0	64020	866	9025	699	25455	857442	696088	10988	743904	0	10549	12142	36828	0	113538	2	857442	0	0	-62800	0	0	176276	7974	118176	577912			0	672391	661842	60	1676	0	0	0	113538	
4156																																							1029	4820	0	0	40912	0	6644	95	7433	213416	188480	490	190642	0	1999	1783	1500	0	22774	1200	213416	0	0	15030	0	0	6657	263	41710	146770			0	144991	142992	-113	7445	0	0	172	22774	
4231																																							16343	3657	0	0	44389	0	780	969	948	111717	95102	239	95341	0	672	0	0	0	16376	500	111717	0	0	4003	0	0	12100	0	22985	72117			0	45303	44631	-227	0	0	0	0	16376	
4839																																							19170	2976	0	0	75033	284	7223	460	2853	352014	272378	1564	311711	0	4581	0	26751	0	40303	1875	352014	0	0	24216	0	0	14840	1057	59782	212596			0	247539	242958	-628	0	0	0	11018	40303	
5069																																							65778	1222	0	0	24435	0	17907	625	4562	489904	300046	6667	306713	0	12665	0	0	0	183191	4500	489904	0	0	171460	0	0	4128	0	26443	273603			0	388040	375375	3103	0	0	0	0	183191	
5135																																							55237	4284	0	0	42836	0	6325	399	14666	478285	378425	2198	414161	0	4036	1042	33538	0	64124	651	478285	0	0	39310	0	0	24391	0	55474	322951			0	357532	353496	-228	0	0	0	0	64124	
5210																																							8896	17384	0	50088	133117	1820	17160	63	65239	1250572	1015145	9409	1146641	0	14148	0	91250	0	103931	4798	1250572	0	0	99297	0	0	5455	1278	47818	967327			0	969675	955527	-5619	0	0	0	30837	103931	
5461																																							32909	17218	0	0	168180	0	11163	0	15070	606943	547927	4313	552240	0	5393	0	0	0	54703	2059	606943	0	0	48640	0	0	4241	0	199540	348387			0	367796	362403	-237	0	0	0	0	54703	
5751																																							1292	4005	204	0	35263	0	2671	25	6475	196670	160501	1649	162150	0	2031	1089	0	0	34520	600	196670	0	0	24233	0	0	8752	162	23906	136595			0	143930	141899	935	3585	0	0	0	34520	
6039																																							67778	4154	0	0	22463	0	7685	4213	3377	288369	258628	1330	259958	0	2736	0	0	0	28411	469	288369	0	0	-2585	0	0	30568	0	76200	182428			0	178935	176199	-41	2500	0	0	0	28411	
6141																																							2862	7735	0	24139	0	0	158	0	483	57626	51395	93	51488	0	260	0	0	0	6138	400	57626	0	0	1338	0	0	4400	0	13235	38160			0	20659	20399	0	1850	0	0	0	6138	
6329																																							16970	28264	0	0	30380	0	22406	674	18422	623236	559212	5829	565041	0	9288	0	0	0	58195	2600	623236	0	0	33171	0	0	22400	755	186040	373172			0	510420	501132	24	4233	0	0	0	58195	
7009																																							316851	838	0	0	330829	0	3265	0	5924	874621	800423	6912	807335	0	0	0	0	0	67286	500	874621	433	0	63947	0	0	552	0	89592	710831			0	216481	216481	2287	0	0	0	0	67286	
7045																																							13209	4230	0	0	113434	0	1826	49	2293	210302	189751	504	190255	0	863	0	0	0	20047	100	210302	0	0	17599	0	0	2325	0	20878	168873			0	76124	75261	23	0	0	0	0	20047	
7072																																							112	2377	738	0	12711	70	5166	292	11336	199679	154035	3496	166531	0	1705	751	9000	0	33148	0	199679	0	0	33110	0	0	0	0	16162	137873			0	165938	164233	38	1893	0	0	0	33148	
7157																																							0	720	0	200	16407	0	92	55	416	45571	40216	280	40496	0	243	0	0	0	5075	200	45571	0	0	4669	0	0	200	0	5317	34899			0	24558	24315	6	3366	0	0	0	5075	
7456																																							709	1490	0	0	14597	0	973	0	3196	88822	77505	130	81062	0	772	0	2847	0	7760	400	88822	0	0	2061	0	0	5100	0	17402	60102			0	68629	67857	199	0	0	580	0	7760	
7634																																							4605	1546	0	2	12576	0	412	358	724	63934	55118	99	55217	0	969	0	0	0	8717	200	63934	0	0	511	0	0	8060	0	10444	44674			0	44680	43711	-54	0	0	0	0	8717	
8033																																							5467	3514	0	0	5135	0	3518	875	4859	242862	198845	2842	211687	0	1244	0	10000	0	31175	774	242862	0	0	25917	0	0	4476	0	55806	143039			0	214888	213644	8	5850	0	0	0	31175	
8462																																							7347	12587	0	0	87570	0	420	0	849	168670	147283	153	147436	0	997	0	0	0	21234	350	168670	0	0	20481	0	0	350	0	66266	81017			0	55339	54342	53	5555	0	0	0	21234	
8631																																							6309	2637	0	0	15354	0	2514	98	2921	64255	56659	627	57286	0	429	0	0	0	6969	500	64255	0	0	5682	0	0	800	0	16569	40090			0	33969	33540	-13	882	0	0	0	6969	
9357																																							20401	14277	0	0	89224	650	376	0	1827	520307	435919	2093	438012	0	3345	26747	0	0	82295	500	520307	0	0	27222	0	0	54660	118813	161658	274261			0	251240	247895	-87	97	0	0	0	82295	
9553																																							1658	2145	0	29400	28304	0	968	28	6903	170465	106003	1086	156749	0	1005	0	48495	0	13716	400	170465	0	0	12392	0	0	1700	0	17934	88069			0	102064	101059	-776	0	0	1165	0	13716	
9807																																							44337	16135	0	297157	41726	64	11993	37337	140135	2444092	1865226	6389	2115249	0	28327	0	190000	0	328843	20000	2444092	0	0	244079	0	0	112272	0	85445	1779781			0	1883535	1855208	-47508	0	0	0	53634	328843	
9955																																							18888	1865	0	0	50359	0	1077	0	1981	145167	112261	77	126491	0	1574	0	14153	0	18677	110	145168	0	0	15376	0	0	3023	0	21143	91118			0	72571	70997	168	0	0	0	0	18677	
10250																																							13158	8671	0	0	105384	0	9631	1499	4120	400142	361205	762	361967	0	3188	0	0	0	38175	1500	400142	0	0	5751	0	0	30800	0	78266	282939			0	260867	257679	124	0	0	0	0	38175	
10849																																							11420	1438	0	39896	69489	0	3104	8606	4346	265060	237602	425	238027	0	971	694	0	0	27033	16	265060	0	0	12186	0	0	15375	0	27845	209757			0	127038	126067	-544	0	0	0	0	27033	
11145																																							4777	4790	0	0	18561	94	5521	407	8484	239374	201378	2212	217825	0	2100	450	14235	0	21549	1000	239374	0	0	9449	0	0	11000	0	45597	155781			0	197390	195290	100	1000	0	0	0	21549	
11640																																							11339	9074	0	0	101620	0	4448	0	20389	389225	295788	2457	344745	0	3761	0	46500	0	44480	650	389225	0	0	6052	0	0	37420	0	85090	210698			0	246116	242355	358	0	0	0	0	44480	
11837																																							165	1154	0	0	43679	0	1527	620	1980	91016	69509	151	76678	0	836	0	7018	0	14338	314	91016	0	0	2379	0	0	11686	0	6984	62525			0	42727	41891	-41	0	0	0	0	14338	
12030																																							38304	21344	0	2669	19741	0	3348	2025	11523	359090	300098	2749	302847	0	11041	0	0	0	56243	300	359090	0	0	55624	0	0	300	0	120275	179823			0	266459	255418	19	4718	0	0	0	56243	
12142																																							2412	7595	0	464	78896	0	5072	0	8860	227576	202000	3496	205496	0	1736	0	0	0	22080	1250	227576	0	0	8502	0	0	13950	0	59346	142654			0	124763	123027	-1622	1250	0	0	0	22080	
12179																																							2788	1600	0	30	935	0	1231	0	2943	43204	32567	482	35379	0	183	0	2330	0	7825	0	43204	0	0	7827	0	0	0	0	6931	25636			0	33860	33677	-2	0	0	0	0	7825	
12311	553501	900283	593769	8279577	14785687	0	852821	43816	4400849	101280420	1225562	89935129	383574	663922	1943840	8001707	1133071	10961717	39999	101280420	164297	66001	1439272	679028	780000	9036139	748077		0	67998797	67334875	-333693	0	538092	11345291	0	0	0				8279577	14785687						77936696						8001707					164297	66001						23421635	54515061							0	0	1034000	538092		
