"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							16168	3686	59735	0	0	4186	411	13847	295295	245074	357	245431	0	2936	0	0	49863	800	295294	0	0	48043	0	0	800	0	59166	185908			0	168572	165636	220	0	0	0	0	49863		31626	
1856																																							29892	473	34717	0	98	440	0	2643	106179	62133	145	92278	0	234	30000	0	13901	500	106179	0	0	-590	0	0	13732	0	3213	58920			0	36977	36743	259	1173	0	0	0	13901		0	
2161																																							14000	7063	15360	0	0	4739	0	5288	174033	151068	3152	154220	0	1447	0	0	19813	1000	174033	0	0	15060	0	0	3785	0	40757	110311			-309	122604	121157	277	6426	0	0	0	19813		0	
2376																																							6773	20275	30578	0	0	14796	0	173135	3988696	2966533	67971	3492621	66	28608	444839	0	496009	500	3988696	0	0	449584	0	0	63348	0	180692	2785840			-14733	3449876	3421268	-2690	0	0	13278	0	496075	0	321871	
2732																																							101342	7863	56954	0	1112	3186	0	4329	610338	508078	3292	511370	0	5023	0	0	98968	0	610338	0	0	92802	0	0	5789	0	114920	393158			0	440575	435552	377	0	0	0	0	98968		0	
2750																																							1749	862	5821	0	0	256	0	2962	63769	54818	468	56311	0	553	1025	0	7458	115	63769	0	0	386	0	0	6900	0	4902	49916			0	42706	42153	57	70	0	0	0	7458	9896	0	
3252																																							1000	4561	79689	0	0	505	283	5512	205761	170969	406	177575	0	4247	6200	0	28186	200	205761	0	0	27285	0	0	300	0	26493	144476			0	109258	105011	401	9200	0	0	0	28186		0	
3458																																							1598	705	3497	0	0	371	0	1523	55383	48291	226	50226	0	518	941	0	5156	100	55382	0	0	3924	0	0	1101	0	4808	43483			0	42749	42231	31	740	0	268	500	5156	0	4718	
3720																																							21264	6104	78618	0	0	3653	966	11102	277490	231420	2193	236118	0	1724	0	0	41372	2400	277490	0	0	20078	0	0	18600	0	49649	181771			0	155671	153947	294	0	0	0	2505	41372		1836	
3971																																							43463	7444	48224	943	9573	7354	687	31752	802167	568766	15519	697032	0	2529	112747	0	105135	2	802167	0	0	3271	0	0	100923	3326	116093	452673			0	650766	648237	939	1164	0	0	0	105135		0	
4156																																							7995	3988	32031	0	1783	6217	0	7967	221083	186362	794	197044	0	1816	8500	0	24039	1200	221083	0	0	16054	0	0	6657	0	41148	145214			0	161873	160057	128	1045	0	0	1388	24039		0	
4231																																							27458	1560	40281	0	0	928	937	649	114486	96083	551	96634	0	851	0	0	17852	500	114486	0	0	5103	0	0	12100	0	26649	69435			0	43524	42673	149	0	0	0	0	17852		0	
5069																																							67310	854	28496	0	0	42013	0	7124	454648	240092	9272	249364	0	8758	0	0	205284	4500	454648	0	0	193866	0	0	4129	0	56709	183383			0	317609	308851	2789	0	0	0	0	205284		0	
5135																																							36809	6785	59646	0	1042	6265	95	17905	520689	409319	3097	443840	0	4964	31424	0	76849	651	520689	0	0	51833	0	0	24391	0	69	409251			0	397106	392142	-26	0	0	0	0	76849		0	
5210																																							94716	22999	184678	2037	14766	27778	0	74148	1721986	1426126	13179	1548692	0	13924	67878	0	173294	4798	1721986	0	0	130953	0	0	43353	3010	80350	1345776			0	1288285	1274361	-5810	0	0	0	41509	173294	1050	22443	
5461																																							14753	19878	138016	0	96	11602	0	16375	644987	569704	6120	575824	0	6140	0	0	69163	2059	644987	0	0	60353	0	0	4241	0	226650	343054			0	450407	444267	2510	0	0	0	0	69163	0	0	
5751																																							828	4931	33690	0	1182	2340	109	7032	203144	163860	1855	165715	0	2077	0	0	37428	600	203143	0	0	27285	0	0	8752	319	27031	136829			0	151183	149106	791	3607	0	0	0	37428		0	
6039																																							35571	4466	20771	681	0	7404	1112	2610	288069	253573	2363	255936	0	3084	0	0	32133	469	288069	0	0	992	0	0	30568	0	75150	178423			0	208538	205454	104	10000	0	0	0	32133		0	
6329																																							23555	31373	26068	0	0	27600	394	26698	846871	756954	7564	764518	0	13164	0	0	82353	2600	846871	0	0	42073	0	0	37400	2029	260552	496402			0	712329	699165	280	9989	0	0	0	82353		0	
7009																																							263969	851	273052	0	0	2767	0	9825	867293	773525	9719	783244	0	0	0	0	84049	500	867293	0	0	82839	0	0	553	0	72264	701261			0	299445	299445	157	0	0	0	0	84049	17384	0	
7045																																							9155	7182	104102	0	0	1868	165	2293	207514	182737	1007	183744	0	1409	0	0	23770	100	207514	0	0	20208	0	0	2325	0	27581	155156			0	84158	82749	1137	0	0	0	0	23770		0	
7072																																							720	5960	21453	0	5479	8117	0	14203	329550	267539	4362	291653	0	2212	19752	0	37897	0	329550	0	0	33865	0	0	4060	3886	44404	223135			0	267828	265616	-28	3292	0	0	0	37897	0	824	
7456																																							2229	2744	11583	0	0	865	0	3760	94328	84497	284	84781	0	857	0	0	9546	400	94327	0	0	2429	0	0	6600	0	17224	67273			0	73835	72978	117	169	0	0	0	9546		0	
7634																																							5755	737	11430	0	0	450	278	901	70910	60168	242	60410	0	1193	0	0	10500	200	70910	0	0	2125	0	0	8060	0	11246	48922			0	52551	51358	115	0	0	0	0	10500		1	
8033																																							5890	5045	5175	0	0	5997	741	5998	320694	258396	4311	278843	0	1392	16136	0	41851	774	320694	0	0	33814	0	0	7226	0	88522	169874			0	269140	267748	37	24100	0	0	0	41851	0	0	
8462																																							6078	7416	98211	0	0	348	0	806	174052	148346	293	148639	0	1168	0	0	25413	350	174052	0	0	24025	0	0	350	0	70359	77987			0	57786	56618	688	4575	0	0	0	25413		0	
8631																																							7673	2594	11963	0	0	3299	90	3213	64720	56752	748	57500	0	400	0	0	7220	500	64720	0	0	5883	0	0	800	0	18444	38308			0	35490	35090	37	798	0	0	0	7220	0	0	
9357																																							1398	15309	52260	800	34029	575	0	8001	614265	408507	6662	520669	0	4399	0	0	93596	500	614265	0	0	38213	0	0	54661	0	138794	269713			0	506292	501893	222	0	0	105500	0	93596		0	
9553																																							3793	959	22745	0	0	879	0	8675	179770	106512	1449	162473	0	1211	54467	0	17297	400	179770	0	0	15268	0	0	1700	0	16794	89718			0	112072	110861	-71	0	0	45	0	17297		31858	
9807																																							70843	22422	448537	68	0	21494	23616	137717	2332429	1899656	7982	1946517	0	33034	7359	0	385912	20000	2332429	0	0	250765	0	0	112272	0	108141	1791515			0	1639498	1606464	2875	0	0	0	31520	385912	1268	0	
9955																																							19766	1735	39913	0	0	1007	0	2347	154286	112807	258	133507	0	1734	20442	0	20779	110	154286	0	0	17467	0	0	3023	0	27346	85461			0	91252	89518	179	0	0	0	0	20779		0	
10250																																							4860	12805	128354	0	0	9227	0	3477	448692	403185	1561	404746	0	3184	0	0	43946	1500	448692	0	0	9560	0	0	31000	0	102171	301014			0	293153	289969	1886	0	0	0	0	43946		0	
10849																																							7178	1774	93483	0	694	6583	2385	3435	251441	218675	751	223826	0	1545	4400	0	27615	16	251441	0	0	11895	0	0	15375	0	26800	191875			0	137454	135909	329	0	0	0	0	27615	0	0	
11145																																							12469	10466	18544	85	450	5428	981	9759	280235	223279	1912	254210	0	2377	29019	0	26025	1000	280235	0	0	12129	0	0	13000	144	48077	175202			0	224286	221909	-104	0	0	0	0	26025		0	
11640																																							1124	8982	100952	0	0	3991	0	21815	353106	296161	3142	302303	0	3545	0	0	50803	650	353106	0	0	7191	0	0	41845	0	76767	219394			0	219787	216242	1117	0	0	3000	0	50803		0	
11837																																							5671	1857	37709	0	0	1314	620	1157	95279	80015	275	80290	0	831	0	0	14989	314	95279	0	0	2829	0	0	11686	0	9925	70090			0	47782	46951	160	0	0	0	0	14989		0	
12030																																							27174	14118	23561	0	0	3589	2277	14160	386701	318686	3429	322115	0	8477	0	0	64586	300	386701	0	0	63985	0	0	300	0	96397	222289			0	294706	286229	1	13472	0	0	0	64586		2121	
12142																																							5652	6922	70205	0	0	4857	350	9325	229592	200524	4052	204576	0	1653	0	0	25016	1250	229592	0	0	9978	0	0	15650	0	66953	133571			0	129150	127497	-1862	4625	0	0	0	25016	0	159	
12311	816450	891230	14282007	0	2393972	968995	11695	4535596	108790427	1429926	96044127	383572	782380	6701800	405593	12362728	39999	108790427	569809	219099	2608600	775812	780000	9094302	1064366		0	74828847	74046467	-160173	0	169608	12746300	4487	8429541						0							86178101										0	0						24330800	61847301							0		940000			0		
12647																																							24242	4691	0	0	831	4267	306	1192	162198	143557	336	143893	0	1076	0	0	18305	250	162198	0	0	999	0	0	17056	1124	42624	100933			0	101497	100421	0	3806	0	0	0	18305		21318	
12656																																							3122	754	0	0	0	151	28	181	17987	15988	26	16014	0	217	0	0	1973	72	17987	0	0	1513	0	0	388	0	4842	11146			0	10781	10564	0	2441	0	0	0	1973		746	
12946																																							40287	22985	226293	32	17465	25848	653	35348	1603404	1364599	14908	1437336	0	19361	57829	0	166068	1	1603404	0	0	104361	12581	0	59756	8496	181734	1182865			0	1229306	1209945	1950	0	0	0	0	166068	3471	0	
13103																																							22887	25768	364721	1413	20945	21118	0	26034	2279692	1906705	29888	1963969	14835	16310	27376	0	300888	500	2279692	0	0	249212	0	0	34019	1834	306919	1599786			0	1811282	1794972	17157	0	0	0	0	315723		0	
13251																																							11998	2419	1887	0	0	121	0	1375	50017	44032	247	44279	0	510	0	0	5738	25	50017	0	0	3731	0	0	1975	0	9649	34383			0	30812	30302	7	1915	0	0	0	5738		0	
13457																																							3874	277	5721	0	0	6	0	1278	22600	16188	172	16360	0	93	0	0	6240	50	22600	0	0	323	0	0	5852	0	3915	12273			0	11537	11444	15	0	0	0	0	6240		0	
14155																																							20	7216	13086	0	0	6822	44	8537	229571	188441	1419	205495	0	3098	5000	0	24076	176	229571	0	0	23488	0	0	160	675	25213	163228			0	196269	193171	252	0	0	10635	0	24076		0	
14650																																							1624	1478	0	0	90	317	0	2068	40112	34704	365	35069	0	735	0	0	5043	200	40112	0	0	4543	0	0	300	0	9827	24877			0	28973	28238	0	2545	0	0	0	5043		3752	
14753																																							7105	1499	5877	0	0	95	0	844	42794	37399	110	37509	0	512	0	0	5285	300	42794	0	0	2704	0	977	1277	0	13513	23886			0	22042	21530	27	1369	0	0	0	5285		4475	
14865																																							11408	17712	21273	0	1640	9900	953	16021	482747	432364	3441	435805	0	4202	0	0	46942	730	482747	0	0	32778	0	0	13206	0	118080	314284			0	405695	401493	228	0	0	0	0	46942		2347	
14977																																							2753	1093	0	0	0	1646	0	1257	50307	38246	166	40512	0	643	2100	0	9795	0	50307	0	0	9795	0	0	0	0	7394	30852			0	43833	43190	0	368	0	0	0	9795		0	
16551																																							6029	6632	28909	657	4210	6760	363	7998	325231	279678	699	283377	0	3031	3000	0	41854	175	325231	0	0	21006	0	0	19825	0	67209	212469			0	247190	244159	848	0	0	0	0	41854	0	19514	
16748																																							6852	1561	10824	0	266	2470	919	2802	80240	69701	789	70490	0	653	0	0	9750	400	80240	0	0	6644	0	0	2600	288	21472	48229			0	45868	45215	106	0	0	0	0	9750		9043	
17110																																							35663	3487	43566	0	0	2155	0	3291	162396	129261	5871	135132	0	279	0	0	27264	300	162396	0	0	19978	0	0	6986	0	0	129261			0	74413	74134	0	0	0	0	0	27264		100	
17147																																							224646	177383	1644316	0	580916	130888	7156	442785	12305199	9882399	112526	10541137	0	80571	354609	0	1764062	10871	12305199	0	0	428988	2489	125	1295675	7910	1894313	7988086			0	8299260	8218689	28403	25000	0	0	191603	1764062	0	843021	
17259																																							5442	1012	8459	0	0	1588	51	2700	57344	49713	1810	51523	0	188	0	0	5821	769	57344	0	0	4195	0	0	769	0	10360	39353			0	36623	36435	88	917	0	0	0	5821		740	
17950																																							10007	5622	231166	0	3603	6115	680	7002	530457	450646	3340	477586	0	4528	0	0	52871	725	530457	0	0	25750	0	0	22737	2605	86065	364581			0	268185	263657	3659	0	0	23600	0	52871		0	
17978																																							21218	4062	0	0	0	5982	1250	5430	296808	175582	345	177272	0	1445	1345	0	119536	0	296808	0	0	119536	0	0	0	0	4528	171054			0	133458	132013	0	0	0	0	0	119536		126853	
18050																																							24126	9635	176949	0	0	10191	52	10470	608036	534753	4803	539556	0	5269	0	0	68480	1214	608036	0	0	57152	0	0	7671	813	192466	342287			0	363407	358138	2443	0	0	0	0	68480		17662	
18135																																							26	3393	85846	0	0	12313	0	6503	292161	236757	900	266966	0	1173	0	0	25195	456	292161	0	0	18691	0	0	6056	1808	106953	129804			0	83545	82372	-8	99900	0	0	29309	25195		0	
18827																																							73108	27488	107892	1983	11274	32180	218	46154	1396113	1214642	12171	1246813	0	8018	20000	0	149300	528	1396113	0	0	50946	0	0	97791	0	294464	920178			0	1103834	1095816	35	0	0	0	0	149300		0	
18836																																							6966	2212	7291	0	0	4282	2589	6274	160675	136682	2353	143052	0	1078	4017	0	17623	180	160675	0	0	15727	0	0	1676	0	32921	103761			0	132139	131061	40	0	0	0	0	17623		0	
18854																																							133811	8672	0	0	829	8406	77	7271	825820	722445	3807	726252	0	7841	0	0	99568	40	825820	0	0	85330	0	0	14198	0	202989	519456			0	674595	666754	0	0	0	0	0	99568	0	0	
19356																																							266	1782	13543	0	805	1345	76	3625	94461	84826	390	85216	0	876	0	0	9245	2025	94461	0	0	3461	0	0	3950	0	21364	63462			0	64818	63942	-191	9077	0	0	0	9245		0	
19936																																							71882	2722	50746	0	0	4473	36	8895	330763	289622	1699	299007	0	3567	7686	0	31756	420	330763	0	0	17526	0	0	13580	0	58693	230929			0	181754	178187	230	0	0	0	0	31756		13822	
19972																																							20751	3507	0	0	0	483	0	3830	99277	77521	1256	78777	0	400	0	0	20500	0	99277	0	0	20500	0	0	0	0	77521	0			0	45207	44807	0	0	0	0	0	20500		25899	
20053																																							1003	2324	9631	0	0	339	0	2513	111292	96161	563	96724	0	1308	0	0	14568	150	111292	0	0	8341	0	0	6053	0	19356	76805			0	91937	90629	24	4853	0	0	0	14568		0	
20633																																							9420	8577	43883	0	0	5788	9439	10636	297796	251969	2879	264054	0	3192	9206	0	33742	1106	297796	0	0	29947	0	0	2816	0	25108	226861			0	212216	209024	-127	240	0	0	0	33742	789	0	
20857																																							423	2180	59595	0	142	1101	0	2660	136518	104275	268	119877	0	867	15334	0	16641	200	136518	0	0	659	0	0	13800	0	14230	90045			0	71284	70417	1982	0	0	0	0	16641		0	
21256																																							2242	300	2845	0	0	47	39	429	10687	9413	8	9421	0	67	0	0	1266	105	10687	0	0	656	0	0	495	0	2594	6819			0	4793	4726	10	59	0	0	0	1266		0	
21359																																							6324	6438	7293	0	165	227	0	1125	58933	52600	154	52778	0	379	24	0	6155	550	58933	0	0	2176	0	0	3350	0	10919	41681			0	37501	37122	79	0	0	0	0	6155		239	
21658																																							17460	2764	24690	0	0	1770	317	5353	187939	153389	1710	170093	0	1929	14994	0	17846	100	187939	0	0	13059	0	0	4157	0	22057	131332			0	134303	132374	530	3211	0	0	0	17846		0	
22048																																							1101	3729	34329	0	0	3831	0	8382	211380	176298	1738	189035	0	1678	10999	0	22345	1000	211380	0	0	14886	0	0	6400	0	38079	138219			0	161686	160008	59	0	0	0	0	22345	0	0	
22543																																							5715	3667	6846	0	2048	4443	208	2000	223514	198566	1099	199665	0	1122	0	0	23849	602	223514	0	0	11526	0	0	11698	2204	62596	135970			0	171451	170329	23	25056	0	0	0	23849	998	0	
22552																																							5429	1949	1115	0	0	2602	0	2402	101414	76672	575	92482	0	1179	4000	0	8932	100	101414	0	0	2425	0	0	6400	0	16235	60437			0	88766	87587	7	0	0	11235	0	8932		330	
22730																																							891	4038	83346	0	0	3212	0	4525	191285	166059	1123	172751	0	1197	378	0	18534	250	191285	0	0	16898	0	0	300	0	63870	102189			0	96440	95243	1086	30	0	0	5191	18534	0	0	
23456																																							1112	1778	58260	0	0	2949	46	2272	213889	185737	778	187584	0	1813	369	0	26305	126	213889	0	0	23993	0	0	1012	2798	23989	161748			0	145915	144102	1174	291	0	700	0	26305		281	
23504																																							44214	87004	610706	0	109840	69900	0	185607	4735802	3746503	50191	4173714	119	32173	376064	0	561969	600	4735802	0	0	259503	0	0	310094	12643	1428059	2318444			0	3508332	3476159	-8228	0	0	0	956	562088	0	139729	
23643																																							6407	1132	69670	0	0	1550	679	6955	211937	183061	360	190501	0	1015	7080	0	21436	200	211937	0	0	18916	0	0	2300	305	37467	145593			0	122379	121364	20	3875	0	0	0	21436		0	
23755																																							9247	1527	46001	0	973	5817	0	4027	206941	185526	1603	187129	0	1477	0	0	19812	110	206941	0	0	14805	0	0	4615	0	49054	136472			0	138045	136568	282	2781	0	0	0	19812		0	
24006																																							24230	9836	64843	0	6404	23946	856	43444	1655453	1293568	7751	1440913	20	5993	136372	0	214520	0	1655453	3222	3222	126761	0	0	104463	0	143557	1150011			-11870	1167881	1161888	-4834	1253	0	0	0	214540	0	315531	
24378																																							3374	732	7834	0	0	1645	0	837	62347	54757	151	54908	0	196	0	0	7439	0	62347	0	0	7431	0	0	0	0	7285	47472			0	46567	46371	8	856	0	0	0	7439		698	
24453																																							56118	4415	14001	0	2228	14199	306	3753	323703	283936	959	284895	0	2614	0	0	38808	929	323703	0	0	7713	0	0	29926	4123	31292	252644			0	226108	223494	240	1066	0	0	0	38808	0	0	
24659																																							9644	1709	0	0	0	546	7	480	59537	52798	306	53104	0	438	0	0	6434	50	59538	0	0	1934	0	0	4450	0	14059	38739			0	38609	38171	0	3729	0	0	0	6434		5251	
24668																																							130787	21016	318425	0	778	19557	200	13354	1807038	1538957	7525	1550055	0	13430	0	0	256983	625	1807038	0	0	94913	0	0	156588	302	273562	1265395			0	1316049	1302619	4857	0	0	0	3573	256983		0	
24949																																							27738	9632	56127	0	920	4662	369	15713	386363	338381	3416	341797	0	4937	0	0	44566	1800	386363	0	0	8965	0	0	33223	962	91352	247029			0	274752	269815	578	425	0	0	0	44566		0	
25357																																							1758	8596	24206	0	3419	5444	205	9414	453035	406773	930	407703	0	3585	0	0	45332	1608	453035	0	0	6487	486	0	36908	0	55398	351375			0	372301	368716	329	12307	0	0	0	45332		18484	
25647																																							16302	841	11310	0	0	3048	28	2929	169404	146049	940	149989	0	1642	3000	0	19415	12	169404	0	0	-5970	0	0	25079	0	13013	133036			0	136588	134946	294	0	0	0	0	19415		0	
26176																																							20745	1078	13671	0	9	2963	0	10525	412174	283569	2542	361111	0	2818	75000	0	51063	1	412174	0	0	22297	208	0	29731	8175	26135	257434			-977	357618	354800	11	0	0	0	0	51063		0	
26457																																							0	457	7490	0	0	144	0	636	32076	28424	70	28619	0	215	0	0	3457	100	32076	0	0	3105	0	0	250	0	6359	22065			0	23564	23349	2	0	0	125	0	3457		0	
26765																																							184448	24431	121774	0	13064	42810	1913	89618	1995378	1701724	12381	1714105	0	14573	0	0	281273	2360	1995378	0	0	5812	0	0	273632	913	657222	1044502			0	1529756	1515183	-531	0	0	0	0	281273		1224	
27070																																							82715	3469	113484	245	0	6389	0	9481	586478	442592	2103	447695	0	1000	3000	0	138783	0	586478	0	0	137937	0	0	0	0	14604	427988			0	364889	363889	846	6806	0	0	0	138783	0	0	
27548																																							19554	18749	229806	0	15618	21056	319	24830	972867	845736	6368	862146	0	8324	10042	0	110721	250	972867	0	0	49493	0	0	55854	7571	27994	817742			0	641329	633005	5124	0	0	0	0	110721	2359	0	
27614																																							6094	6256	172971	0	2998	8241	0	12770	427903	366339	3379	384718	0	1301	15000	0	43185	1515	427903	0	0	34383	0	0	6139	0	89286	277053			0	219874	218573	1148	0	0	0	0	43185		0	
27847																																							10239	10300	134998	0	0	10516	330	17967	639264	553579	2804	572591	0	4700	16208	0	66673	430	639264	0	0	55191	0	0	7982	0	99637	453942			0	459373	454673	3070	0	0	0	0	66673		241	
28013																																							51771	17487	1059560	0	39353	67195	0	228548	4810350	3388040	32443	4179802	108	28066	684319	0	630440	0	4810350	10323	0	244626	0	0	400864	0	423148	2964892			-20236	3355148	3327082	5186	0	0	0	75000	630548	214	8817	
28152																																							4919	3213	19933	0	0	1567	0	5430	144073	127180	1762	129699	0	1373	757	0	14374	105	144073	0	0	3775	0	0	10000	665	29836	97344			0	109719	108346	494	0	0	0	0	14374	0	0	
28675																																							1098	1736	78464	0	313	1877	0	1874	159870	117006	1222	141228	0	680	23000	0	18642	0	159870	0	0	17460	0	0	0	0	5231	111775			0	75188	74508	1182	0	0	0	0	18642		0	
28732																																							5539	2987	11809	0	0	3220	0	2143	100575	86493	1407	87900	0	968	0	0	12675	250	100575	0	0	12097	0	0	307	0	30501	55992			0	74801	73833	21	680	0	0	0	12675		364	
29476																																							425	955	1630	0	199	1478	145	3987	104867	88321	529	93850	0	1011	5000	0	11017	0	104867	0	0	4972	0	0	6068	0	5333	82988			-42	89859	88848	19	3275	0	0	0	11017		3925	
29636																																							61235	21106	434146	17	3150	20030	3383	36639	1049398	796094	11772	952377	0	3806	8	0	97021	1	1049398	0	0	15928	0	0	81452	0	168325	627769			0	473498	469692	-360	0	0	0	144503	97021	0	0	
29878																																							98996	13048	32282	0	0	19439	3437	21808	1966997	1270228	27444	1327672	0	13186	30000	0	639325	0	1966997	0	0	642415	0	0	0	0	35582	1234646			0	1791173	1777987	-3090	0	0	0	0	639325		0	
