"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
50461	165	0	0	21457	1269	21457	0	0	1323	0	19935	0	0		1163	11105	418	20188	16586	0	3349	308	788	149	2136	1813	468	897	3948	0	1046	1770	535	4151	3351	0	1046	0	false							
50872	5467	0	607	5957	0	19235	0	0	0	0	78611	0	1921		20892	14562	15000	18628	76690	0	0	9466	0	0	8398	17546	13030	7572	25882	1025	2536	3891	4584	25654	12036	0	3561	0	true							
51253	29972	0	11480	110406	0	110572	0	0	62681	0	357158	0	20457		106871	92134	12157	97520	267621	1572	69080	4932	62681	0	21034	71330	60766	61679	89466	735	10100	6960	2449	107937	20244	0	10835	66487	false							
51356	9765	0	567	12817	0	21395	0	0	0	0	36105	0	0		6008	0	3882	20828	36105	0	0	0	0	0	2484	7184	2720	0	9667	2739	2963	8251	0	6380	13953	0	5702	0	false							
51459	20165	0	6432	70170	0	111360	0	0	370	0	138403	0	48137		20237	55512	6381	104928	90266	0	0	2007	370	370	12028	19528	5307	31	31186	14583	10766	484	0	16656	25833	0	25349	1676	true							
51842	81682	521	14162	53247	0	85812	0	0	21829	0	263927	0	95312		33703	87	19039	71129	141292	0	27323	4236	15850	744	33347	58217	58882	5368	91560	3741	9571	3041	9991	122111	26344	496	13312	116436	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
52951	19131	0	25033	46553	0	85874	0	0	0	0	118964	0	19348		21985	15493	5219	60841	88888	0	10728	1061	0	0	16199	31562	10738	2780	47230	5202	16198	1152	509	39294	23061	0	21399	14092	true							
53051	8996	0	1900	19100	0	28112	0	0	0	0	34189	0	2265		9818	6790	3834	26212	31924	0	0	1216	0	0	3156	6329	5328	2551	9485	0	311	728	0	7546	1039	0	311	0	true							
53752	2144	0	12340	5440	0	27736	0	0	0	0	27524	0	9098		7395	8273	2311	15396	18426	0	0	753	0	0	2997	5335	3091	3061	8332	1680	693	250	0	7089	2623	0	2373	0	true							
54049	28391	0	9022	25613	0	60178	0	0	314	0	96603	0	10633		17335	40314	5950	51156	85965	0	5	1987	314	314	5263	9367	10062	1125	14206	571	952	558	0	8482	2081	0	1523	0	true							
54058	11545	0	1516	29431	0	50265	0	0	3114	0	295200	0	23294		62419	111771	21191	48749	252466	0	19440	9362	3114	752	12537	26564	56732	32940	33245	1605	18619	18018	4869	66354	43111	0	20224	18139	true							
54441	14399	0	4115	25042	0	39599	0	0	3915	0	91947	0	2417		31607	26787	8935	35484	89530	0	0	2915	2538	1268	10813	18204	11541	4364	29017	304	3266	2270	0	13315	5839	1377	3569	0	false							
54656	130440	0	46872	91799	0	165704	0	0	0	0	648367	0	126601		98521	153290	108588	118832	521766	0	0	11262	0	0	47167	156812	37388	4919	203979	37892	65008	14471	980	147765	118351	0	102900	0	true							
54973	2338975	61	65625	238325	0	432986	0	0	0	0	5689073	0	210629		336060	2572707	124871	357657	5474695	9643	3749	12371	0	0	40638	128406	219431	95823	169044	150725	97828	27033	17507	148238	293093	0	248553	0	true	69196	28517	1777741	793983	2166022	171162	
55336	120996	0	1072	108274	0	167772	0	0	0	0	168178	0	0		19702	16206	11739	166700	168178	0	0	3890	0	0	6679	9783	7796	3717	15521	0	292	1951	758	8273	3001	0	292	0	true							
55635	4377	21	380	11924	0	17819	0	0	30859	0	73025	147	14791		4499	14404	963	17154	42570	264	15517	764	30859	28870	16309	23776	7583	526	40085	4065	1185	801	0	43696	6051	0	5249	8315	false							
55653	15164	583	4203	48587	0	84295	0	0	0	0	32105	0	853		7874	5495	1537	79384	31252	125	0	0	0	0	1836	3970	3572	688	5806	0	1117	262	0	2192	1379	0	1117	0	true							
55970	212163	0	0	70724	0	153719	0	0	0	0	247840	0	0		19850	749	13309	153719	247840	0	0	5010	0	0	7286	13426	7907	2460	20712	1072	2225	552	0	11229	3849	0	3297	0	true							
56258	24341	0	16593	35626	0	93404	0	0	0	0	100848	0	12411		8581	61587	3478	76811	88437	0	0	460	0	0	2104	2909	3714	4348	1115	250	653	400	541	4495	1844	0	903	0	false							
56351	586627	0	740	6942	0	10892	0	0	30049	0	1620030	0	129804		112506	823907	43679	9243	1490226	909	0	11602	30049	30049	46849	82231	35331	15605	129039	10892	10419	2126	6044	67510	29481	0	21311	0	true	2363	1727	530806	178498	287692	296455	
56548	48969	0	1153	43806	0	57548	0	0	84817	0	342885	0	20627		133241	21829	5152	56395	275381	0	46877	1005	84817	35770	53049	128084	52663	1180	181133	3108	23721	10021	262	101735	37112	0	26829	48213	true							
56557	22976	140	128891	462035	0	462035	0	0	315186	0	2738844	0	24054		19064	2607405	6704	323149	2714541	9855	249	3499	315186	314134	33637	25636	5595	1184	59273	14970	22514	4159	770	46988	42412	0	37484	0	true	4825	16507	270813	2323199	14280	8696	
56717	230969	0	1833	22779	0	36744	0	0	14544	0	456250	0	63740		62713	76966	23760	34911	392265	0	245	9314	14544	14544	30402	40509	30343	10786	70911	25298	6551	1769	2657	49327	36275	0	31849	0	true							
