"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
1557																																																											11871	635	635	14.59%	20.42%	19.33%	11236	58126	76999	0	0	9824	19.33%	1	0	11428	70	122	0	0	0	0	0	0		0	0	11236	0	0	0	0	0	0	11236	0	0	0	0	0	0	0	0	0	635	0	192	0	0	77191	1604									
1669																																																											47272	1317	1317	17.57%	45.54%	44.28%	45955	103793	261601	335	0	1600	44.28%	1	0	46302	0	12	0	335	0	0	0	0		0	0	45955	0	0	0	0	0	0	45955	0	0	0	0	0	0	0	0	0	1317	0	12	0	0	261613	44367									
1829																																																											41873	3660	3777	9.60%	14.28%	12.99%	38096	293210	396814	1402	0	3490	12.99%	1	0	47642	8144	0	0	1402	0	0	0	0		0	0	38096	0	0	0	0	0	0	38096	0	0	0	0	0	0	0	0	0	3777	0	8144	117	0	404958	42750									
1856																																																											16981	761	761	12.91%	28.01%	26.75%	16220	60626	125658	-230	0	14782	26.75%	1	0	16088	98	0	0	-230	0	0	0	0		0	0	16220	0	0	0	0	0	0	16220	0	0	0	0	0	0	0	0	0	761	0	98	0	0	125756	1536									
2040																																																											23689	1867	1867	10.98%	16.09%	14.82%	21822	147211	198812	159	0	4750	14.82%	1	0	22517	0	0	214	159	0	0	0	0		0	0	22144	0	0	0	0	322	322	21822	0	0	0	0	322	0	0	0	0	1867	0	536	0	0	199348	17608									
2161																																																											16514	745	745	11.86%	22.25%	21.25%	15769	74219	132947	479	0	2356	21.25%	1	0	16248	0	0	0	479	0	0	0	0		0	0	15769	0	0	0	0	0	0	15769	0	0	0	0	0	0	0	0	0	745	0	0	0	0	132947	13413									
2376																																																											485354	30394	30394	13.74%	16.76%	15.71%	454960	2895110	3311595	-4257	0	28451	15.71%	1	0	450704	0	0	0	1419	0	-4391	-1284	0		0	0	454960	0	0	0	0	0	0	454960	0	0	0	0	0	0	0	0	0	30394	0	0	0	0	3311595	426510									
2554																																																											1184	93	93	8.10%	12.05%	11.11%	1091	9823	13463	-37	0	1075	11.11%	1	0	1343	289	0	0	-37	0	0	0	0		0	0	1091	0	0	0	0	0	0	1091	0	0	0	0	0	0	0	0	0	93	0	289	0	0	13752	305									
2732																																																											86139	3767	3767	14.05%	22.68%	21.69%	82372	379773	586366	315	0	5789	21.69%	1	0	83132	0	445	0	315	0	0	0	0		0	0	82372	0	0	0	0	0	0	82372	0	0	0	0	0	0	0	0	0	3767	0	445	0	0	586811	77028									
2750																																																											6994	568	568	10.89%	15.43%	14.18%	6426	45316	59015	-44	0	5321	14.18%	1	0	6443	0	0	0	-44	61	0	0	0		0	0	6426	0	0	0	0	0	0	6426	0	0	0	0	0	0	0	0	0	568	0	0	0	0	59015	1166									
3177																																																											100795	3116	3133	9.21%	18.20%	17.63%	97662	553919	1060877	-466	0	59932	17.63%	1	0	102013	4630	186	0	-315	3	0	-153	0		0	0	97662	0	0	0	0	0	0	97662	0	0	0	0	0	0	0	0	0	3133	0	4816	17	0	1065693	42547									
3252																																																											24692	1371	1371	12.97%	22.83%	21.56%	23321	108174	179803	605	0	500	21.56%	1	0	23926	0	0	0	605	0	0	0	0		0	0	23321	0	0	0	0	0	0	23321	0	0	0	0	0	0	0	0	0	1371	0	0	0	0	179803	22821									
3458																																																											4276	320	320	9.67%	15.97%	14.77%	3956	26783	40898	55	0	1201	14.77%	1	0	4011	0	0	0	55	0	0	0	0		0	0	3956	0	0	0	0	0	0	3956	0	0	0	0	0	0	0	0	0	320	0	0	0	0	40898	2755									
3720																																																											34854	1701	1701	14.61%	23.89%	22.73%	33153	145875	226878	248	0	21000	22.73%	1	0	33401	0	0	0	248	0	0	0	0		0	0	33153	0	0	0	0	0	0	33153	0	0	0	0	0	0	0	0	0	1701	0	0	0	0	226878	12153									
3971																																																											106875	7626	7635	14.03%	17.63%	16.37%	99240	606201	707318	566	0	176278	16.37%	1	0	109686	9539	141	77	566	0	0	0	0		8	0	99355	0	0	0	0	115	115	99240	0	0	0	0	115	0	0	0	0	7635	0	9879	9	0	717197	-67158									
4156																																																											22952	1968	1968	9.90%	14.58%	13.33%	20984	157442	212020	67	0	7857	13.33%	1	0	22834	1783	0	0	67	0	0	0	0		0	0	20984	0	0	0	0	0	0	20984	0	0	0	0	0	0	0	0	0	1968	0	1783	0	0	213803	14910									
4231																																																											16347	818	818	13.63%	24.87%	23.62%	15529	65733	113902	-306	0	12600	23.62%	1	0	15223	0	0	0	-306	0	0	0	0		0	0	15529	0	0	0	0	0	0	15529	0	0	0	0	0	0	0	0	0	818	0	0	0	0	113902	2929									
4437																																																											30163	2032	2032	11.40%	18.56%	17.31%	28131	162518	246777	625	0	4712	17.31%	1	0	29425	0	0	669	625	0	0	0	0		0	0	28131	0	0	0	0	0	0	28131	0	0	0	0	1	0	0	0	0	2032	0	669	0	0	247446	24088									
4839																																																											41426	3401	3401	11.15%	15.33%	14.08%	38025	270148	341005	-107	0	16715	14.08%	1	0	37918	0	0	0	-107	0	0	0	0		0	0	38025	0	0	0	0	0	0	38025	0	0	0	0	0	0	0	0	0	3401	0	0	0	0	341005	21310									
5069																																																											175101	4712	4912	42.41%	47.39%	46.06%	170189	369526	401313	3203	0	8628	46.06%	1	0	173392	0	0	0	3203	0	0	0	0		0	0	170189	0	0	0	0	0	0	170189	0	0	0	0	0	0	0	0	0	4912	0	0	200	0	401313	161561									
5135																																																											58647	4090	4090	12.46%	16.36%	15.22%	54557	358438	437719	35	0	25042	15.22%	1	0	55656	1042	0	0	57	0	0	0	0		0	0	54557	0	0	0	0	0	0	54557	0	0	0	0	0	0	0	0	0	4090	0	1042	0	0	438761	30579									
5210																																																											108567	9458	9467	8.95%	14.45%	13.19%	99100	751283	1107028	-3160	-5044	10253	13.19%	1	0	95940	0	0	0	1884	0	0	-5044	0		0	0	99100	0	0	0	0	0	0	99100	0	0	0	0	0	0	0	0	0	9467	0	0	9	0	1101984	88847									
5461																																																											54607	4492	4492	9.79%	15.26%	14.00%	50115	357854	511701	625	0	6300	14.00%	1	0	50740	0	0	0	625	0	0	0	0		0	0	50115	0	0	0	0	0	0	50115	0	0	0	0	0	0	0	0	0	4492	0	0	0	0	511701	43815									
5751																																																											31617	1428	1428	16.01%	22.23%	21.23%	30189	142206	188610	1346	0	9352	21.23%	1	0	32763	1089	139	0	1346	0	0	0	0		0	0	30189	0	0	0	0	0	0	30189	0	0	0	0	0	0	0	0	0	1428	0	1228	0	0	189838	22065									
6039																																																											8756	771	771	9.04%	14.23%	12.97%	7985	61545	88282	11	0	6069	12.97%	1	0	7996	0	0	0	11	0	0	0	0		0	0	7985	0	0	0	0	0	0	7985	0	0	0	0	0	0	0	0	0	771	0	0	0	0	88282	1916									
6141																																																											6234	363	363	10.06%	21.53%	20.28%	5871	28955	58359	0	0	4700	20.28%	1	0	5871	0	0	0	0	0	0	0	0		0	0	5871	0	0	0	0	0	0	5871	0	0	0	0	0	0	0	0	0	363	0	0	0	0	58359	1171									
6329																																																											53297	5037	5037	9.47%	13.26%	12.01%	48260	401853	509371	134	0	22600	12.01%	1	0	49006	0	0	245	134	0	0	0	0		0	0	48627	0	0	0	0	367	367	48260	0	0	0	0	367	0	0	0	0	5037	0	612	0	0	509983	26272									
7009																																																											58881	0	315	9.62%	15.64%	15.55%	58566	376531	608601	879	0	1052	15.55%	1	0	59445	0	0	0	879	0	0	0	0		0	0	58566	0	0	0	0	0	0	58566	0	0	0	0	0	0	0	0	0	315	0	0	315	0	608601	57514									
7045																																																											20531	1268	1268	9.88%	20.24%	18.99%	19263	101417	194965	432	0	2425	18.99%	1	0	19695	0	0	0	432	0	0	0	0		0	0	19263	0	0	0	0	0	0	19263	0	0	0	0	0	0	0	0	0	1268	0	0	0	0	194965	16838									
7072																																																											29665	1629	1629	15.75%	19.80%	18.71%	28036	149846	177966	11	0	0	18.71%	1	0	32222	751	261	1265	-18	0	0	29	0		0	0	29934	0	0	0	0	1898	1898	28036	0	0	0	0	1898	0	0	0	0	1629	0	4175	0	0	182141	32211									
7157																																																											5203	241	241	10.65%	21.06%	20.09%	4962	24704	46595	29	0	400	20.09%	1	0	4991	0	0	0	29	0	0	0	0		0	0	4962	0	0	0	0	0	0	4962	0	0	0	0	0	0	0	0	0	241	0	0	0	0	46595	4562									
7456																																																											7182	664	664	8.18%	12.90%	11.71%	6518	55674	79688	54	0	5000	11.71%	1	0	6572	0	0	0	54	0	0	0	0		0	0	6518	0	0	0	0	0	0	6518	0	0	0	0	0	0	0	0	0	664	0	0	0	0	79688	1518									
7634																																																											8091	510	510	12.67%	20.13%	18.86%	7581	40191	59828	115	0	8260	18.86%	1	0	7696	0	0	0	115	0	0	0	0		0	0	7581	0	0	0	0	0	0	7581	0	0	0	0	0	0	0	0	0	510	0	0	0	0	59828	-679									
8033																																																											26268	1081	1081	11.62%	18.20%	17.45%	25187	144313	216813	19	0	5249	17.45%	1	0	25206	0	0	0	19	0	0	0	0		0	0	25187	0	0	0	0	0	0	25187	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	216813	19938									
8462																																																											19924	680	680	10.54%	26.81%	25.89%	19244	74318	182507	906	0	700	25.89%	1	0	20150	0	0	0	906	0	0	0	0		0	0	19244	0	0	0	0	0	0	19244	0	0	0	0	0	0	0	0	0	680	0	0	0	0	182507	18544									
8631																																																											7397	421	421	10.23%	21.96%	20.71%	6976	33681	68204	82	0	1300	20.71%	1	0	7058	0	0	0	82	0	0	0	0		0	0	6976	0	0	0	0	0	0	6976	0	0	0	0	0	0	0	0	0	421	0	0	0	0	68204	5676									
9357																																																											57451	3221	3221	11.70%	18.20%	17.18%	54230	315588	463513	299	0	55160	17.18%	1	0	81311	26747	35	0	299	0	0	0	0		0	0	54230	0	0	0	0	0	0	54230	0	0	0	0	0	0	0	0	0	3221	0	26782	0	0	490295	25852									
9553																																																											13831	1001	1001	7.53%	11.68%	10.83%	12830	118426	170307	-747	0	2100	10.83%	1	0	12207	0	0	0	-180	124	0	0	-567		0	0	12830	0	0	0	0	0	0	12830	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	170307	10854									
9807																																																											326183	30725	30725	13.52%	13.49%	12.22%	295458	2417899	2184607	-53557	0	132272	12.22%	1	0	281773	0	0	0	975	0	0	0	-54533		0	0	335331	0	0	0	0	39873	39873	295458	0	0	0	0	39873	0	0	0	0	30725	0	39873	0	0	2224480	203058									
9955																																																											17684	995	995	13.12%	22.35%	21.09%	16689	79124	127172	177	0	3133	21.09%	1	0	16866	0	0	0	177	0	0	0	0		0	0	16689	0	0	0	0	0	0	16689	0	0	0	0	0	0	0	0	0	995	0	0	0	0	127172	13556									
10250																																																											34818	3150	3150	8.90%	13.96%	12.70%	31668	249421	355835	669	0	32300	12.70%	1	0	35578	0	0	1296	669	0	0	0	0		0	0	33613	0	0	0	0	1945	1945	31668	0	0	0	0	1945	0	0	0	0	3150	0	3241	0	0	359076	2609									
10849																																																											26569	1493	1493	10.03%	18.15%	17.13%	25076	146407	250047	-350	0	15391	17.13%	1	0	26646	694	0	491	-350	0	0	0	0		0	0	25811	0	0	0	0	735	735	25076	0	0	0	0	735	0	0	0	0	1493	0	1185	0	0	251232	11605									
11145																																																											21134	1873	1873	9.42%	14.14%	12.89%	19261	149481	204478	167	0	10000	12.89%	1	0	19878	450	0	0	167	0	0	0	0		0	0	19261	0	0	0	0	0	0	19261	0	0	0	0	0	0	0	0	0	1873	0	450	0	0	204928	9711									
11275																																																											157593	15881	15881	9.83%	12.41%	11.16%	141712	1270167	1441010	3	0	87519	11.16%	1	0	145654	3939	0	0	3	0	0	0	0		0	0	141712	0	0	0	0	0	0	141712	0	0	0	0	0	0	0	0	0	15881	0	3939	0	0	1444949	58132									
11640																																																											44120	2919	2919	11.07%	16.42%	15.33%	41201	268724	372173	552	0	34250	15.33%	1	0	41753	0	0	0	552	0	0	0	0		0	0	41201	0	0	0	0	0	0	41201	0	0	0	0	0	0	0	0	0	2919	0	0	0	0	372173	6951									
11837																																																											12624	417	417	12.71%	22.03%	21.30%	12207	57314	96052	40	0	12000	21.30%	1	0	13145	0	0	359	40	0	0	0	0		0	0	12746	0	0	0	0	539	539	12207	0	0	0	0	539	0	0	0	0	417	0	898	0	0	96950	1105									
12030																																																											55086	2944	2944	15.88%	23.87%	22.60%	52142	230760	328324	109	0	600	22.60%	1	0	52251	0	0	0	109	0	0	0	0		0	0	52142	0	0	0	0	0	0	52142	0	0	0	0	0	0	0	0	0	2944	0	0	0	0	328324	51542									
12142																																																											24114	1517	1517	10.71%	18.55%	17.39%	22597	129975	211040	-1178	0	14500	17.39%	1	0	21419	0	0	0	572	0	0	-1750	0		0	0	22597	0	0	0	0	0	0	22597	0	0	0	0	0	0	0	0	0	1517	0	0	0	0	211040	8097									
12179																																																											7975	261	261	19.66%	33.90%	32.79%	7714	23527	39238	4	0	0	32.79%	1	0	7716	0	0	0	2	0	0	0	0		0	0	7714	0	0	0	0	0	0	7714	0	0	0	0	0	0	0	0	0	261	0	0	0	0	39238	7712									
12311	6793393	652378	1101000	8.33%	11.76%	9.86%	5692393	57750466	68373418	-122027	0	5858740	9.48%	0	6011675	619911	24309	14467	72089	0	13999	-208115	0		0	0	5475015	0	0	0	0	0	0	5475015	0	0	239079	239079	21701	217378	448500	0	0	1101000	0	680388	122	0	69053806	274962																						1																																														
12647																																																											12468	882	882	12.01%	17.70%	16.45%	11586	70434	96507	0	0	9412	16.45%	1	0	11586	0	0	0	0	0	0	0	0		0	0	11586	0	0	0	0	0	0	11586	0	0	0	0	0	0	0	0	0	882	0	0	0	0	96507	2174									
12656																																																											1799	123	123	10.43%	18.52%	17.26%	1676	9712	16065	0	0	460	17.26%	1	0	1676	0	0	0	0	0	0	0	0		0	0	1676	0	0	0	0	0	0	1676	0	0	0	0	0	0	0	0	0	123	0	0	0	0	16065	1216									
12937																																																											33931	1842	1842	15.95%	21.28%	20.13%	32089	159440	201202	0	0	6000	20.13%	1	0	32089	0	0	0	0	0	0	0	0		0	0	32089	0	0	0	0	0	0	32089	0	0	0	0	0	0	0	0	0	1842	0	0	0	0	201202	26089									
12946																																																											121297	12468	12553	9.01%	12.19%	10.92%	108744	995451	1206284	2090	0	55743	10.92%	1	0	128053	16399	820	0	2090	0	0	0	0		0	0	108744	0	0	0	0	0	0	108744	0	0	0	0	0	0	0	0	0	12553	0	17219	85	0	1223503	70220									
12955																																																											15094	1319	1319	9.65%	13.39%	12.22%	13775	112719	142818	0	0	10800	12.22%	1	0	13775	0	0	0	0	0	0	0	0		0	0	13775	0	0	0	0	0	0	13775	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	142818	2975									
13103																																																											226123	12399	17663	12.64%	14.35%	13.23%	208460	1575837	1649357	4581	4933	34519	13.22%	1	0	221859	6628	2396	0	9514	0	0	-4933	0		0	0	208254	0	0	0	0	0	0	208254	0	0	206	206	0	206	0	0	49	17663	0	9024	5215	0	1663314	182759									
13251																																																											4858	342	342	11.32%	17.81%	16.56%	4516	27275	39907	10	0	2000	16.56%	1	0	4526	0	0	0	10	0	0	0	0		0	0	4516	0	0	0	0	0	0	4516	0	0	0	0	0	0	0	0	0	342	0	0	0	0	39907	2516									
13457																																																											6294	160	160	24.60%	49.13%	47.88%	6134	12812	24940	26	0	202	47.88%	1	0	6160	0	0	0	26	0	0	0	0		0	0	6134	0	0	0	0	0	0	6134	0	0	0	0	0	0	0	0	0	160	0	0	0	0	24940	5932									
14052																																																											7735	528	528	12.26%	18.36%	17.10%	7207	42137	58787	22	0	2688	17.10%	1	0	7231	0	0	2	22	0	0	0	0		0	0	7207	0	0	0	0	0	0	7207	0	0	0	0	1	0	0	0	0	528	0	2	0	0	58789	4521									
14155																																																											19137	1800	1800	10.27%	13.31%	12.06%	17337	143745	168842	116	0	336	12.06%	1	0	17445	0	0	0	108	0	0	0	0		0	0	17337	0	0	0	0	0	0	17337	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	168842	16993									
14650																																																											3788	291	291	10.81%	16.37%	15.11%	3497	23142	32337	0	0	500	15.11%	1	0	3587	90	0	0	0	0	0	0	0		0	0	3497	0	0	0	0	0	0	3497	0	0	0	0	0	0	0	0	0	291	0	90	0	0	32427	3087									
