"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
292908																																																											101456	9764	9764	10.15%	13.06%	11.80%	91692	776773	903148	-1295	0	49567	11.80%	1	0	91476	0	0	432	1017	0	0	-2312	0		0	0	92339	0	0	0	0	647	647	91692	0	0	0	0	647	0	0	0	0	9764	0	1079	0	0	904227	43204									
293053																																																											99190	9657	9657	8.10%	11.53%	10.41%	89533	860042	1105620	695	0	55475	10.41%	1	0	102564	12336	0	0	695	0	0	0	0		0	0	89533	0	0	0	0	0	0	89533	0	0	0	0	0	0	0	0	0	9657	0	12336	0	0	1117956	46394									
293352																																																											4177	228	228	9.10%	13.83%	13.08%	3949	30202	43373	160	0	3250	13.08%	1	0	4109	0	0	0	160	0	0	0	0		0	0	3949	0	0	0	0	0	0	3949	0	0	0	0	0	0	0	0	0	228	0	0	0	0	43373	699									
293437																																																											46660	1245	1245	21.86%	47.01%	45.75%	45415	99262	207762	3110	0	600	45.75%	1	0	48525	0	0	0	3110	0	0	0	0		0	0	45415	0	0	0	0	0	0	45415	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	207762	44815									
293651																																																											17184	981	981	15.47%	21.92%	20.67%	16203	78406	104712	503	0	6800	20.67%	1	0	16952	0	244	0	505	0	0	0	0		0	0	16203	0	0	0	0	0	0	16203	0	0	0	0	0	0	0	0	0	981	0	244	0	0	104956	9649									
293754																																																											7084	460	460	6.55%	10.36%	9.69%	6624	68380	101154	69	0	1500	9.69%	1	0	6693	0	0	0	69	0	0	0	0		0	0	6624	0	0	0	0	0	0	6624	0	0	0	0	0	0	0	0	0	460	0	0	0	0	101154	5124									
294023																																																											36289	2826	2826	9.26%	16.14%	14.88%	33463	224855	361195	103	0	7600	14.88%	1	0	34475	453	456	0	103	0	0	0	0		0	0	33463	0	0	0	0	0	0	33463	0	0	0	0	0	0	0	0	0	2826	0	909	0	0	362104	26772									
294153																																																											4250	261	261	8.90%	20.33%	19.08%	3989	20903	44836	90	0	2000	19.08%	1	0	4079	0	0	0	90	0	0	0	0		0	0	3989	0	0	0	0	0	0	3989	0	0	0	0	0	0	0	0	0	261	0	0	0	0	44836	1989									
294256																																																											41194	4694	4694	8.21%	11.00%	9.75%	36500	374329	444773	55	0	26310	9.75%	1	0	42886	6331	0	0	55	0	0	0	0		0	0	36500	0	0	0	0	0	0	36500	0	0	0	0	0	0	0	0	0	4694	0	6331	0	0	451104	16521									
294564																																																											81851	7400	7400	9.50%	13.83%	12.58%	74451	591910	783554	0	0	50325	12.58%	1	0	75670	1147	72	0	0	0	0	0	0		0	0	74451	0	0	0	0	0	0	74451	0	0	0	0	0	0	0	0	0	7400	0	1219	0	0	784773	25345									
294676																																																											10810	820	820	10.61%	16.55%	15.29%	9990	65329	94147	0	0	0	15.29%	1	0	9990	0	0	0	0	0	0	0	0		0	0	9990	0	0	0	0	0	0	9990	0	0	0	0	0	0	0	0	0	820	0	0	0	0	94147	9990									
294751																																																											45864	2526	2526	13.04%	22.82%	21.57%	43338	200949	332300	-3718	0	1950	21.57%	1	0	39620	0	0	0	895	0	0	-4613	0		0	0	43338	0	0	0	0	0	0	43338	0	0	0	0	0	0	0	0	0	2526	0	0	0	0	332300	41388									
294779																																																											89986	7689	7689	10.29%	14.69%	13.43%	82297	612628	800150	-313	0	44093	13.43%	1	0	86263	4241	0	0	22	19	0	0	-316		0	0	82297	0	0	0	0	0	0	82297	0	0	0	0	0	0	0	0	0	7689	0	4241	0	0	804391	42483									
294827																																																											16805	904	904	13.38%	23.38%	22.13%	15901	71864	118852	79	0	1500	22.13%	1	0	16055	0	75	0	79	0	0	0	0		0	0	15901	0	0	0	0	0	0	15901	0	0	0	0	0	0	0	0	0	904	0	75	0	0	118927	14476									
295011																																																											45567	3112	3112	10.86%	17.73%	16.52%	42455	256949	390754	699	0	3300	16.52%	1	0	43154	0	0	0	699	0	0	0	0		0	0	42455	0	0	0	0	0	0	42455	0	0	0	0	0	0	0	0	0	3112	0	0	0	0	390754	39155									
295057																																																											12875	1122	1122	11.01%	14.38%	13.13%	11753	89538	106703	853	0	8100	13.13%	1	0	12606	0	0	0	853	0	0	0	0		0	0	11753	0	0	0	0	0	0	11753	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	106703	3653									
295646																																																											3444	71	71	16.67%	31.46%	30.81%	3373	10948	20237	237	0	700	30.81%	1	0	3610	0	0	0	237	0	0	0	0		0	0	3373	0	0	0	0	0	0	3373	0	0	0	0	0	0	0	0	0	71	0	0	0	0	20237	2673									
296456																																																											26677	2745	2745	8.32%	12.16%	10.90%	23932	219468	287533	3	0	10452	10.90%	1	0	25103	1168	0	0	3	0	0	0	0		0	0	23932	0	0	0	0	0	0	23932	0	0	0	0	0	0	0	0	0	2745	0	1168	0	0	288701	14648									
296474																																																											32949	712	712	28.57%	58.20%	56.95%	32237	56609	112835	-741	0	0	56.95%	1	0	31496	0	0	0	-20	0	0	-721	0		0	0	32237	0	0	0	0	0	0	32237	0	0	0	0	0	0	0	0	0	712	0	0	0	0	112835	32237									
296559																																																											27841	1849	1849	8.10%	18.85%	17.60%	25992	147697	320755	2908	0	3500	17.60%	1	0	29248	0	334	0	2915	7	0	0	0		0	0	25992	0	0	0	0	0	0	25992	0	0	0	0	0	0	0	0	0	1849	0	334	0	0	321089	22840									
296755																																																											11071	1085	1085	9.15%	12.77%	11.52%	9986	86662	109105	23	0	2400	11.52%	1	0	10009	0	0	0	23	0	0	0	0		0	0	9986	0	0	0	0	0	0	9986	0	0	0	0	0	0	0	0	0	1085	0	0	0	0	109105	7586									
296858																																																											5506	350	350	9.45%	18.05%	16.91%	5156	30499	54562	-53	0	1753	16.91%	1	0	5071	0	0	0	-85	0	0	0	0		0	0	5156	0	0	0	0	0	0	5156	0	0	0	0	0	0	0	0	0	350	0	0	0	0	54562	3371									
297051																																																											10212	786	786	10.31%	16.25%	15.00%	9426	62857	91430	235	0	1640	15.00%	1	0	9681	0	21	0	234	0	0	0	0		0	0	9426	0	0	0	0	0	0	9426	0	0	0	0	0	0	0	0	0	786	0	21	0	0	91451	7806									
297257																																																											15187	995	995	9.45%	19.19%	17.93%	14192	79142	150213	-20	0	6264	17.93%	1	0	14172	0	0	0	-20	0	0	0	0		0	0	14192	0	0	0	0	0	0	14192	0	0	0	0	0	0	0	0	0	995	0	0	0	0	150213	7928									
297547																																																											1253	80	80	7.12%	19.54%	18.29%	1173	6413	16484	0	0	1000	18.29%	1	0	1173	0	0	0	0	0	0	0	0		0	0	1173	0	0	0	0	0	0	1173	0	0	0	0	0	0	0	0	0	80	0	0	0	0	16484	173									
297631																																																											17769	973	973	11.86%	23.61%	22.32%	16796	75254	141654	127	0	3140	22.32%	1	0	16923	0	0	0	116	0	0	0	11		0	0	16796	0	0	0	0	0	0	16796	0	0	0	0	0	0	0	0	0	973	0	0	0	0	141654	13656									
297761																																																											15933	1699	1699	7.78%	11.74%	10.49%	14234	135666	182914	-30	0	10030	10.49%	1	0	14254	0	50	0	-30	0	0	0	0		0	0	14234	0	0	0	0	0	0	14234	0	0	0	0	0	0	0	0	0	1699	0	50	0	0	182964	4254									
298049																																																											12766	1127	1127	10.00%	14.24%	12.98%	11639	89646	116419	109	0	5440	12.98%	1	0	12911	1100	63	0	109	0	0	0	0		0	0	11639	0	0	0	0	0	0	11639	0	0	0	0	0	0	0	0	0	1127	0	1163	0	0	117582	7362									
298218																																																											73353	3866	3866	11.91%	16.41%	15.55%	69487	446944	583508	-960	-17	8504	15.55%	1	0	82286	12572	84	0	-391	551	0	-17	0		0	0	69487	0	0	0	0	0	0	69487	0	0	0	0	0	0	0	0	0	3866	0	12656	0	0	596147	74742									
298245																																																											48076	2211	2211	11.36%	27.28%	26.02%	45865	176251	403591	-51	0	800	26.02%	1	0	45814	0	0	0	-51	0	0	0	0		0	0	45865	0	0	0	0	0	0	45865	0	0	0	0	0	0	0	0	0	2211	0	0	0	0	403591	45065									
299046																																																											126718	15677	15677	7.41%	10.11%	8.86%	111041	1253137	1497732	2682	0	19557	8.86%	1	0	124836	10183	930	0	2682	0	0	0	0		0	0	111041	0	0	0	0	0	0	111041	0	0	0	0	0	0	0	0	0	15677	0	11113	0	0	1508845	102597									
299251																																																											2811	211	211	7.93%	14.55%	13.45%	2600	19324	32804	53	0	1900	13.45%	1	0	2653	0	0	0	53	0	0	0	0		0	0	2600	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	211	0	0	0	0	32804	700									
299868																																																											52324	1773	1773	27.92%	37.54%	36.27%	50551	139365	181073	0	0	9193	36.27%	1	0	50563	0	0	0	0	0	0	0	0		0	0	50563	0	0	12	0	0	12	50551	0	0	0	0	0	0	0	0	0	1773	0	12	0	0	181085	41370									
300009																																																											59259	4266	4266	9.21%	13.28%	12.33%	54993	446120	597192	-93	0	0	12.33%	1	0	70154	14186	366	0	-93	702	0	0	0		0	0	54993	0	0	0	0	0	0	54993	0	0	0	0	0	0	0	0	0	4266	0	14552	0	0	611744	70247									
300036																																																											20349	2379	2390	5.30%	10.81%	9.54%	17959	188177	339008	-235	0	19532	9.54%	1	0	18543	256	8	0	-235	0	0	0	0		0	0	18514	0	555	0	0	0	555	17959	0	0	0	0	0	0	0	0	0	2390	0	819	11	0	339827	-754									
300063																																																											40618	2755	2755	11.21%	18.51%	17.26%	37863	219417	337901	0	0	11749	16.42%	1	0	36029	0	0	0	0	0	0	0	0		0	0	36029	0	0	0	0	0	0	36029	1834	0	0	1834	0	1834	0	0	0	2755	0	0	0	0	337901	24280									
300157																																																											7722	256	260	10.53%	25.13%	24.28%	7462	30727	70883	-31	0	500	24.28%	1	0	7435	0	0	2	-31	0	0	0	0		0	0	7464	0	0	0	0	2	2	7462	0	0	0	0	2	0	0	0	0	260	0	4	4	0	70887	6966									
300250																																																											5285	408	408	9.45%	16.21%	14.96%	4877	32607	51591	-1	0	1000	14.96%	1	0	4877	0	0	0	0	0	0	0	0		0	0	4877	0	0	0	0	0	0	4877	0	0	0	0	0	0	0	0	0	408	0	0	0	0	51591	3878									
300353																																																											35984	1824	1824	11.96%	20.70%	19.65%	34160	173878	285707	1676	0	10359	19.65%	1	0	35836	0	0	0	1676	0	0	0	0		0	0	34160	0	0	0	0	0	0	34160	0	0	0	0	0	0	0	0	0	1824	0	0	0	0	285707	23801									
300456																																																											2733	159	159	9.64%	21.58%	20.33%	2574	12664	26691	55	0	380	20.33%	1	0	2629	0	0	0	55	0	0	0	0		0	0	2574	0	0	0	0	0	0	2574	0	0	0	0	0	0	0	0	0	159	0	0	0	0	26691	2194									
300933																																																											28531	2614	2614	9.67%	13.72%	12.47%	25917	207883	267982	62	0	22473	12.47%	1	0	26013	0	0	0	62	34	0	0	0		0	0	25917	0	0	0	0	0	0	25917	0	0	0	0	0	0	0	0	0	2614	0	0	0	0	267982	3478									
300942																																																											15265	1551	1551	9.18%	11.32%	10.17%	13714	134793	149390	562	0	3700	10.17%	1	0	14276	0	0	0	562	0	0	0	0		0	0	13714	0	0	0	0	0	0	13714	0	0	0	0	0	0	0	0	0	1551	0	0	0	0	149390	10014									
300960																																																											29000	2691	2691	9.75%	13.51%	12.25%	26309	214722	269884	554	0	14829	12.25%	1	0	26863	0	0	0	554	0	0	0	0		0	0	26309	0	0	0	0	0	0	26309	0	0	0	0	0	0	0	0	0	2691	0	0	0	0	269884	11480									
301574																																																											68051	2097	2105	13.94%	25.12%	24.34%	65946	270941	473187	3321	0	12552	24.34%	1	0	69323	0	0	23	3321	0	0	0	0		0	0	65979	0	0	0	0	33	33	65946	0	0	0	0	33	0	0	0	0	2109	4	33	12	0	473220	53450									
301640																																																											11166	900	900	10.50%	15.57%	14.31%	10266	71729	97766	350	0	9580	14.31%	1	0	11869	1116	137	0	350	0	0	0	0		0	0	10266	0	0	0	0	0	0	10266	0	0	0	0	0	0	0	0	0	900	0	1253	0	0	99019	1939									
301800																																																											100603	6855	6864	12.20%	18.42%	17.16%	93739	546113	768173	183	0	8057	17.16%	1	0	95899	197	56	690	183	0	0	0	0		0	0	94773	0	0	0	0	1034	1034	93739	0	0	0	0	1034	0	0	0	0	6864	0	1977	9	0	770150	87659									
302030																																																											8381	400	400	8.62%	24.51%	23.34%	7981	34197	92547	-25	0	3300	23.34%	1	0	7981	0	0	0	0	0	0	0	0		0	0	7981	0	0	0	0	0	0	7981	0	0	0	0	0	0	0	0	0	400	0	0	0	0	92547	4706									
302133																																																											2744	57	59	13.90%	60.95%	59.64%	2685	4502	19321	2	0	2100	59.64%	1	0	2687	0	0	0	2	0	0	0	0		0	0	2685	0	0	0	0	0	0	2685	0	0	0	0	0	0	0	0	0	59	0	0	2	0	19321	585									
302553																																																											14159	698	698	10.56%	25.13%	23.90%	13461	56334	127482	799	0	1800	23.90%	1	0	14260	0	0	0	799	0	0	0	0		0	0	13461	0	0	0	0	0	0	13461	0	0	0	0	0	0	0	0	0	698	0	0	0	0	127482	11661									
302656																																																											175307	17315	17315	10.14%	12.69%	11.43%	157992	1381854	1558639	702	0	136902	11.43%	1	0	161146	2239	213	0	702	0	0	0	0		0	0	157992	0	0	0	0	0	0	157992	0	0	0	0	0	0	0	0	0	17315	0	2452	0	0	1561091	23542									
302665																																																											14438	780	780	10.66%	20.46%	19.35%	13658	70568	128113	393	0	3227	19.35%	1	0	14051	0	0	0	393	0	0	0	0		0	0	13658	0	0	0	0	0	0	13658	0	0	0	0	0	0	0	0	0	780	0	0	0	0	128113	10431									
303550																																																											177536	15413	15413	8.87%	14.40%	13.15%	162123	1232861	1828294	10454	0	140696	13.15%	1	0	201009	27580	852	0	10626	0	-172	0	0		0	0	162123	0	0	0	0	0	0	162123	0	0	0	0	0	0	0	0	0	15413	0	28432	0	0	1856726	49859									
303653																																																											29710	1023	1023	11.53%	28.94%	27.94%	28687	102670	248882	2041	0	10000	27.94%	1	0	30728	0	0	0	2041	0	0	0	0		0	0	28687	0	0	0	0	0	0	28687	0	0	0	0	0	0	0	0	0	1023	0	0	0	0	248882	18687									
303701																																																											19619	883	883	10.96%	21.85%	20.87%	18736	89772	171012	229	0	0	20.87%	1	0	20400	0	0	574	229	0	0	0	0		0	0	19597	0	0	0	0	861	861	18736	0	0	0	0	861	0	0	0	0	883	0	574	0	0	171586	20171									
303747																																																											7022	429	446	9.15%	20.52%	19.21%	6576	34226	71891	25	0	2750	19.21%	1	0	6771	0	0	68	25	0	0	0	0		0	0	6678	0	0	0	0	102	102	6576	0	0	0	0	102	0	0	0	0	446	0	170	17	0	72061	3996									
303952																																																											39381	2724	2725	11.23%	18.09%	16.84%	36656	217707	326552	416	0	9926	16.84%	1	0	40810	3738	0	0	416	0	0	0	0		0	0	36656	0	0	0	0	0	0	36656	0	0	0	0	0	0	0	0	0	2725	0	3738	1	0	330290	30468									
304155																																																											6819	131	524	10.56%	32.01%	29.55%	6295	21303	59607	870	0	1600	29.55%	1	0	7165	0	0	0	870	0	0	0	0		0	0	6295	0	0	0	0	0	0	6295	0	0	0	0	0	0	0	0	0	524	0	0	393	0	59607	4695									
304173																																																											134823	1710	1710	16.44%	33.99%	33.56%	133113	396653	809612	1100	0	0	33.56%	1	0	136906	2569	123	0	1159	0	0	-58	0		0	0	133113	0	0	0	0	0	0	133113	0	0	0	0	0	0	0	0	0	1710	0	2692	0	0	812304	135806									
304520																																																											10431	805	805	9.94%	16.24%	14.99%	9626	64233	96878	14	0	5825	14.99%	1	0	9640	0	0	0	14	0	0	0	0		0	0	9626	0	0	0	0	0	0	9626	0	0	0	0	0	0	0	0	0	805	0	0	0	0	96878	3801									
304575																																																											1973	84	84	8.57%	29.54%	28.29%	1889	6678	22046	102	0	0	28.29%	1	0	2171	0	0	70	102	0	0	0	0		0	0	1999	0	6	0	0	104	110	1889	0	0	0	0	104	0	0	0	0	84	0	180	0	0	22226	2069									
304762																																																											4682	252	252	7.71%	16.64%	15.75%	4430	28134	57448	143	0	1700	15.75%	1	0	4573	0	0	0	143	0	0	0	0		0	0	4430	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	252	0	0	0	0	57448	2730									
304913																																																											325213	44	44	97.13%	111.73%	111.71%	325169	291083	334762	46	0	101327	111.71%	0	0	325169	0	0	0						0	0	0	325169	0	0	0	0	0	0	325169	0	0	0	0	0	0	0	0	0	44	0	0	0	0	334762	223796									
305059																																																											3736	84	84	12.34%	17.53%	17.14%	3652	21311	29601	8	0	4300	17.14%	1	0	4308	604	44	0	8	0	0	0	0		0	0	3652	0	0	0	0	0	0	3652	0	0	0	0	0	0	0	0	0	84	0	648	0	0	30249	0									
305077																																																											18003	372	372	12.61%	27.99%	27.41%	17631	64313	139829	83	0	0	27.41%	1	0	17714	0	0	0	83	0	0	0	0		0	0	17631	0	0	0	0	0	0	17631	0	0	0	0	0	0	0	0	0	372	0	0	0	0	139829	17631									
305152																																																											11563	623	623	10.24%	16.30%	15.42%	10940	70937	106845	115	0	9730	15.42%	1	0	12174	981	138	0	115	0	0	0	0		0	0	10940	0	0	0	0	0	0	10940	0	0	0	0	0	0	0	0	0	623	0	1119	0	0	107964	2329									
305237																																																											16364	857	857	8.87%	14.42%	13.67%	15507	113442	174776	-221	0	10500	13.67%	1	0	15286	0	0	0	-221	0	0	0	0		0	0	15507	0	0	0	0	0	0	15507	0	0	0	0	0	0	0	0	0	857	0	0	0	0	174776	5007									
305433																																																											11682	395	395	14.12%	37.32%	36.06%	11287	31303	79945	329	0	5100	36.06%	1	0	11616	0	0	0	329	0	0	0	0		0	0	11287	0	0	0	0	0	0	11287	0	0	0	0	0	0	0	0	0	395	0	0	0	0	79945	6187									
305442																																																											30872	2618	2618	10.90%	14.75%	13.50%	28254	209234	259208	188	0	10000	13.50%	1	0	28467	0	5	0	188	0	0	0	0		20	0	28254	0	0	0	0	0	0	28254	0	0	0	0	0	0	0	0	0	2618	0	25	0	0	259233	18279									
305648																																																											8770	657	657	9.70%	15.01%	13.88%	8113	58440	83659	-72	0	1803	13.88%	1	0	8041	0	0	0	-72	0	0	0	0		0	0	8113	0	0	0	0	0	0	8113	0	0	0	0	0	0	0	0	0	657	0	0	0	0	83659	6310									
305750																																																											18450	377	377	8.12%	35.01%	34.29%	18073	52701	222583	1498	0	1400	34.29%	1	0	19571	0	0	0	1498	0	0	0	0		0	0	18073	0	0	0	0	0	0	18073	0	0	0	0	0	0	0	0	0	377	0	0	0	0	222583	16673									
306056																																																											2742	179	179	11.16%	19.30%	18.04%	2563	14207	22958	0	0	1264	18.04%	1	0	2563	0	0	0	0	0	0	0	0		0	0	2563	0	0	0	0	0	0	2563	0	0	0	0	0	0	0	0	0	179	0	0	0	0	22958	1299									
306140																																																											8368	341	341	9.56%	16.54%	15.86%	8027	50598	83932	721	0	1050	15.86%	1	0	8748	0	0	0	721	0	0	0	0		0	0	8027	0	0	0	0	0	0	8027	0	0	0	0	0	0	0	0	0	341	0	0	0	0	83932	6977									
306159																																																											32864	2345	2345	12.09%	17.71%	16.44%	30519	185586	252424	504	0	24568	16.44%	1	0	31023	0	0	0	504	0	0	0	0		0	0	30519	0	0	0	0	0	0	30519	0	0	0	0	0	0	0	0	0	2345	0	0	0	0	252424	5951									
306270																																																											4666	281	281	8.81%	20.87%	19.61%	4385	22357	49781	-706	140	0	19.61%	1	0	3679	0	0	0	7	0	0	-713	0		0	0	4385	0	0	0	0	0	0	4385	0	0	0	0	0	0	0	0	0	281	0	0	0	0	49921	4385									
306337																																																											30469	1794	1794	11.83%	16.46%	15.50%	28675	185057	242326	255	0	2198	15.50%	1	0	28930	0	0	0	255	0	0	0	0		0	0	28675	0	0	0	0	0	0	28675	0	0	0	0	0	0	0	0	0	1794	0	0	0	0	242326	26477									
306739																																																											1414	144	144	4.07%	12.79%	11.49%	1270	11052	31198	0	0	2650	11.49%	1	0	1270	0	0	0	0	0	0	0	0		0	0	1270	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	144	0	0	0	0	31198	-1380									
306908																																																											56319	3804	3804	11.41%	18.53%	17.27%	52515	304003	460201	-1902	0	1372	17.27%	1	0	50613	0	0	0	1461	0	0	-3363	0		0	0	52515	0	0	0	0	0	0	52515	0	0	0	0	0	0	0	0	0	3804	0	0	0	0	460201	51143									
307062																																																											61686	3066	3066	13.55%	25.47%	24.20%	58620	242198	432604	1380	0	14174	24.20%	1	0	60000	0	0	0	1380	0	0	0	0		0	0	58620	0	0	0	0	0	0	58620	0	0	0	0	0	0	0	0	0	3066	0	0	0	0	432604	44446									
307334																																																											9490	624	624	11.37%	18.58%	17.36%	8866	51082	78004	0	0	4243	17.36%	1	0	8866	0	0	0	0	0	0	0	0		0	0	8866	0	0	0	0	0	0	8866	0	0	0	0	0	0	0	0	0	624	0	0	0	0	78004	4623									
307361																																																											42602	3195	3195	9.58%	16.71%	15.45%	39407	254986	411131	862	0	8223	15.45%	1	0	40269	0	0	0	862	0	0	0	0		0	0	39407	0	0	0	0	0	0	39407	0	0	0	0	0	0	0	0	0	3195	0	0	0	0	411131	31184									
307679																																																											85010	8014	8014	9.80%	13.28%	12.03%	76996	640246	785990	408	0	31101	12.03%	1	0	90137	12168	565	0	408	0	0	0	0		0	0	76996	0	0	0	0	0	0	76996	0	0	0	0	0	0	0	0	0	8014	0	12733	0	0	798723	58628									
307932																																																											4740	268	268	9.38%	15.09%	14.23%	4472	31417	47656	58	0	260	14.23%	1	0	4530	0	0	0	58	0	0	0	0		0	0	4472	0	0	0	0	0	0	4472	0	0	0	0	0	0	0	0	0	268	0	0	0	0	47656	4212									
307950																																																											13518	1230	1230	9.18%	13.79%	12.53%	12288	98049	133800	-20	0	3148	12.53%	1	0	12486	210	0	3	-20	0	0	0	0		0	0	12293	0	0	0	0	5	5	12288	0	0	0	0	5	0	0	0	0	1230	0	218	0	0	134018	9358									
308256																																																											5407	311	311	8.23%	13.81%	13.02%	5096	39150	61944	35	0	3500	13.02%	1	0	5096	0	0	0	0	0	0	0	0		0	0	5096	0	0	0	0	0	0	5096	0	0	0	0	0	0	0	0	0	311	0	0	0	0	61944	1561									
308340																																																											16146	1169	1169	10.55%	17.49%	16.22%	14977	92332	141950	627	0	7800	16.22%	1	0	15604	0	0	0	627	0	0	0	0		0	0	14977	0	0	0	0	0	0	14977	0	0	0	0	0	0	0	0	0	1169	0	0	0	0	141950	7177									
308443																																																											39027	2844	2844	10.46%	15.24%	14.13%	36183	256076	345811	384	0	17918	14.13%	1	0	40489	0	0	0	384	0	0	0	0		0	0	40105	0	0	3922	0	0	3922	36183	0	0	0	0	0	0	0	0	0	2844	0	3922	0	0	349733	22187									
308836																																																											8709	583	583	9.26%	19.02%	17.74%	8126	45799	87747	17	0	4702	17.74%	1	0	8143	0	0	0	17	0	0	0	0		0	0	8126	0	0	0	0	0	0	8126	0	0	0	0	0	0	0	0	0	583	0	0	0	0	87747	3424									
309150																																																											24550	1643	1643	11.86%	17.76%	16.57%	22907	138248	193121	908	0	6776	16.57%	1	0	23815	0	0	0	908	0	0	0	0		0	0	22907	0	0	0	0	0	0	22907	0	0	0	0	0	0	0	0	0	1643	0	0	0	0	193121	16131									
309570																																																											94095	2446	2446	11.01%	17.06%	16.61%	91649	551680	832458	697	0	74565	10.18%	1	0	69884	10502	2519	0	697	0	0	0	0		0	0	56166	0	0	0	0	0	0	56166	35483	0	0	35483	0	35483	0	0	0	2446	0	13021	0	0	845479	-5378									
309655																																																											26140	2535	2535	10.90%	12.17%	10.99%	23605	214784	216583	35	0	22666	10.99%	1	0	27561	3921	0	0	35	0	0	0	0		0	0	23605	0	0	0	0	0	0	23605	0	0	0	0	0	0	0	0	0	2535	0	3921	0	0	220504	4860									
309851																																																											7977	291	291	11.24%	19.28%	18.58%	7686	41376	68369	56	0	3751	18.58%	1	0	7646	0	0	0	-40	0	0	0	0		0	0	7686	0	0	0	0	0	0	7686	0	0	0	0	0	0	0	0	0	291	0	0	0	0	68369	3839									
309972																																																											17080	564	564	11.89%	23.80%	23.02%	16516	71751	138886	0	0	1161	23.02%	1	0	16828	0	0	125	0	0	0	0	0		0	0	16703	0	0	0	0	187	187	16516	0	0	0	0	187	0	0	0	0	564	0	187	0	0	139073	15667									
310071																																																											26141	921	921	17.68%	35.80%	34.54%	25220	73012	142665	22	0	8493	34.54%	1	0	25242	0	0	0	22	0	0	0	0		0	0	25220	0	0	0	0	0	0	25220	0	0	0	0	0	0	0	0	0	921	0	0	0	0	142665	16727									
310754																																																											6537	407	407	12.39%	15.19%	14.25%	6130	43031	49462	6	0	6246	14.25%	1	0	6623	487	0	0	6	0	0	0	0		0	0	6130	0	0	0	0	0	0	6130	0	0	0	0	0	0	0	0	0	407	0	487	0	0	49949	371									
310875																																																											41065	2874	2874	9.96%	12.93%	12.02%	38191	317651	383335	261	0	39485	12.02%	1	0	38610	0	158	0	261	0	0	0	0		0	0	38191	0	0	0	0	0	0	38191	0	0	0	0	0	0	0	0	0	2874	0	158	0	0	383493	-1136									
310950																																																											12440	609	609	18.23%	25.55%	24.30%	11831	48690	64897	-498	0	3476	24.30%	1	0	11333	0	0	0	-498	0	0	0	0		0	0	11831	0	0	0	0	0	0	11831	0	0	0	0	0	0	0	0	0	609	0	0	0	0	64897	8355									
310978																																																											370804	14729	14729	20.45%	31.53%	30.27%	356075	1176150	1741412	1121	0	213924	30.27%	1	0	357797	601	0	0	1121	0	0	0	0		0	0	356075	0	0	0	0	0	0	356075	0	0	0	0	0	0	0	0	0	14729	0	601	0	0	1742013	142752									
311050																																																											97503	5667	5667	8.67%	21.52%	20.27%	91836	452976	1059500	-808	0	47340	20.27%	1	0	97995	6727	240	0	3873	0	0	-4681	0		0	0	91836	0	0	0	0	0	0	91836	0	0	0	0	0	0	0	0	0	5667	0	6967	0	0	1066467	51463									
311144																																																											6379	290	290	14.20%	21.01%	20.06%	6089	30361	42894	10	0	1352	20.06%	1	0	6089	0	0	0	0	0	0	0	0		0	0	6089	0	0	0	0	0	0	6089	0	0	0	0	0	0	0	0	0	290	0	0	0	0	42894	4727									
