"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK256	RIADG377	
88259																																																																												0	14914	0		9891			815	1041	0	536	46768	0	1323	0	12024	921	376	11600	41	980	4283	4050	2027	645	3025	8705	10156	6910	5390	560								0	9			0	0	187	466	635	2571			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	16700		0	33							0	1048	0	0	0	0	0			0	0	0			0	0	354			0	0	
88352																																																																												0	8370	156		17887			11192	0	0	0	64601	0	0	698	10060	297	9543	32591	232	14	152	366	5083	4186	15854	16491	4683	3597	8357	5212								0	0			0	0	705	3066	0	6065			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	28							0	1383	0	0	0	0	0			0	0	0			0	0	5392			0	0	
88455																																																																												0	101393	23	0	138311	24043	0	24043	1654	0	1328	311313	0	0	64	9123	447	0	125929	478	788	2657	2140	2196	836	111453	22806	43709	89308	29204	5105		0	0	0		0	0	9	4	0		0	0	2445	0	17944	9707	0	0	0			409	45																							0	0	0	0	0	0	0	0	0	0	0	0		162010	1017	0	1017							0	3060	0	0	0	0	0	0	0	1708	0	1708			0	0	805			0		
88530																																																																												0	702	6475		3790			3309	2390	0	0	149115	0	0	0	33528	649	0	33368	2896	7149	14275	4487	2259	1388	12105	31279	37703	25689	6306	2375								0	0			0	0	12486	10442	28963	43097			0			2066	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	72918		0	45							0	344	0	0	0	139	492			0	0				0	0	2895			0	0	
88772																																																																												0	2500	16165	0	2370	4602	0	4602	31371	0	404	279318	0	0	0	144191	1567	99454	8271	2131	7241	2159	2939	53475	75032	33386	6788	10317	9904	54033	18829		0	0	0		0	0	0	0	0		352	168	2579	5484	37269	26129	0	0	0			1538	278																							0	0	0	0	0	0	0	0	0	0	0	0		124769	37	0	37							0	2382	0	0	0	0	722	0	0	0	0	0			0	0	2268			0		
88950																																																																												0	7943	995		5343			11916	1956	0	0	68859	0	87	0	8363	514	47	12112	293	1035	2884	3581	570	0	9283	6829	19234	19350	4622	979								0	0			0	0	0	112	21990	8770			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		22452		0	0							0	266	0	0	0	0	0			0	0	0			0	0	604			40		
89032																																																																												0	562	2786		2144			14345	1301	0	0	79086	0	0	1730	17702	147	287	27267	1229	1836	9277	5107	175	0	10526	16438	23358	9086	1298	536								0	0			0	0	7783	10572	12386	3985			0			703	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	20927		0	72							0	994	0	11	360	311	0			0	0				0	0	4307			239	0	
89135																																																																												0	3184	2579		1206			4236	0	0	165	42858	0	0	0	20132	639	0	12404	755	3489	9057	4592	283	762	2792	5379	6186	1705	3435	1777								0	0			0	0	1116	704	3540	3132			0			206	0																							0	0	0	0	0	0	0	0	0	0	0	0		4153		0	11							0	1191	0	0	0	149	0			0	0				0	0	1023			0		
89854																																																																												0	7638	3204		15777			7573	1414	0	0	105702	0	3693	0	23458	3386	433	31103	964	839	5685	9781	3270	2175	16089	16049	14339	23285	10201	91								0	111			0	0	1865	6438	10988	19195			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	42266		0	35							0	293	0	0	0	0	499			0	0	0			0	0	634			0	0	
89957																																																																												0	85	540		237			4467	0	0	384	55836	53	0	130	34220	838	15674	21594	2066	11660	1375	836	2998	15285	2898	5813	2450	2410	4985	3113								0	16			0	0	5987	1482	1211	5294			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	37							0	510	0	0	0	0	0			0	0				0	0	581			0	0	
90047																																																																												0	3315	0		2724			502	0	0	0	17901	0	0	0	9608	98	0	5353	984	645	1930	5176	873	0	2609	1916	3085	662	14	7								0	7		0	0	0	296	0	0	503			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	4							0	284	0	0	0	0	0			0	0	0			0	0	560			0		
90177																																																																												0	0	0		0			0	5130	0	0	237282	969	0	0	228088	735	19050	1387	3557	12942	3882	7148	35451	164294	6679	112	241	233	2897	0								0	0			0	0	511	1161	867	366			0			1228	378																							0	0	0	0	0	0	0	0	0	0	0	0		81378		0	0							0	0	0	0	0	0	0			0	0				0	0	1393			0		
90328																																																																												0	34577	23672	0	4539	43335	0	43335	18855	0	6776	408566	8	0	0	134993	4842	69363	35131	3956	8039	36035	18976	46461	21513	51048	41477	50717	52971	52807	22581		0	0	0		0	0	0	60	0		0	0	4260	15960	62575	47612	0	0	0			4633	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	69204	1019	0	1019							0	1357	0	0	0	590	188	145	0	1551	1544	0			0	7	4142			145	0	
90337																																																																												0	386	4201	0	7	131830	0	131830	4807	0	0	439323	40	0	0	68715	1565	68	126386	3238	9809	16060	31691	6887	113	59746	53593	109567	99224	34272	115		0	0	0		0	0	0	196	0		0	0	13146	40174	57094	111611	0	0	0			0	893																							0	0	0	0	0	0	0	0	0	0	0	0	0	423621	0	0	0							0	196	0	0	0	0	0	0	0	0	0	0			0	0	5435			0	0	
90579																																																																												0	2752	9398	0	0	995	0	995	6029	0	0	230260	0	0	0	150498	1789	182	0	424	532	3337	5280	36525	102995	7432	5031	13684	25895	18769	8367		0	0	0		0	0	0	0	0		0	0	4422	7622	20983	25319	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	137056	10	0	10							0	404	0	0	0	0	471	0	0	0	0	0			0	0	39			0	0	
90645																																																																												0	2204	4377		108			278	0	0	2100	34283	0	0	0	13941	705	0	10673	3144	1675	5808	3084	195	0	2100	3800	8167	6170	82	0								0	29			0	0	378	21	0	9722			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	67							0	162	0	0	0	0	0			0	0				0	0	191			0		
91101																																																																												0	421	25315	0	434	66621	0	66621	77507	0	36906	1249329	0	107	0	689591	7909	390439	45354	12097	43664	16731	13068	158110	443327	77022	36472	53210	50986	144369	195251		0	0	0		0	0	1141	416	0		1723	1571	16573	6517	186049	100282	0	107	0			3489	517																							0	0	0	0	0	0	0	0	0	0	0	0	0	599265	29859	0	29859							0	775	0	429	0	1618	594	43	0	0	0	0			0	0	2906			43	0	
91615																																																																												0	22144	12		4117			5585	784	0	1190	77171	0	0	0	23035	666	22053	12207	1263	2094	2142	1187	11417	4804	15440	8147	2579	5699	17085	4067								0	0			0	0	222	1708	2193	12064			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	26392		0	3							0	2211	0	0	0	0	0			0	0				0	0	1237			0	0	
91651																																																																												0	12095	0		9462			5022	699	0	0	37297	0	0	0	4547	259	2614	7834	426	29	532	992	452	2015	6943	4357	3593	3626	8915	4682								0	86			0	0	0	0	3137	202			0			56	140																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	27							0	619	0	0	0	0	0			284	284	0			0	0	1142			0	0	
91754																																																																												0	8963	1159	0	4057	11810	0	11810	0	0	1369	142392	0	0	0	57744	3742	0	28730	1124	3372	9039	18738	25471	0	10524	15063	21633	13947	23219	1		0	0	0		0	0	0	29	0		0	0	21056	2145	14732	4186	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	63656	193	0	193							0	2431	0	0	0	0	0	64	0	0	0	0			0	0	8776			64	0	
91950																																																																												0	8099	0		5884			2365	262	0	0	31632	0	0	0	11367	65	0	16875	130	1013	3161	5124	1827	0	15112	620	924	1466	1394	675								0	0			0	0	42	89	1608	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7							0	1085	0	0	0	0	0			0	0	0			0	0	759			0	0	
92144																																																																												0	2161	0		8912			1041	0	0	0	15973	0	0	0	1207	0	0	9637	0	283	224	700	0	0	9262	375	1471	2137	1033	488								0	0			0	0	0	0	0	1171			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	480	0	0	0	0	0			0	0	0			0	0	1001			0		
92676																																																																												0	1423	14199	0	138	27531	0	27531	11066	0	0	318816	0	0	0	124552	14486	25621	4442	4962	6703	7391	9536	72243	21509	31111	8819	31000	37657	76574	6769		0	0	0		0	0	0	0	0		0	0	1805	1486	47138	34251	0	0	0			1857	0																							0	0	0	0	0	0	0	0	0	0	0	0		71136	40232	0	40232							0	3	0	34	0	327	0	155	0	0	0	0			0	0	506			155		
92706																																																																												0	274	8700		0			17910	5737	0	1749	190788	73	485	0	125521	941	81080	5998	3177	11283	9790	9324	40211	50709	5115	5840	12088	19648	11129	11314								0	322			0	0	900	4162	8413	9330			0			1143	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	84536		0	0							0	145	0	0	0	0	0			0	0				0	0	6272			0	0	
92902																																																																												0	785	0		0			826	0	0	0	7951	0	0	0	3530	6	0	1377	83	10	53	21	815	2548	1223	61	231	396	852	1658								0	0			0	0	0	199	720	317			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	2							0	343	0	0	0	0	0			0	0				0	0	1223			0		
93244																																																																												0	34175	685		8322			8525	3544	0	2540	130713	0	1521	0	26704	1426	498	30605	1652	3760	9463	7275	3890	294	6673	18520	46286	22356	8590	1381								0	0			0	0	1142	2266	1010	37027			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		27644		0	0							0	1045	0	0	0	0	580			671	671	0			0	0	781			0		
93543																																																																												0	23576	2483		9462			20064	9906	0	899	262148	5	0	0	82259	2737	32535	22776	467	782	250	836	22776	55843	30922	11447	29383	57534	41342	8398								727	98			0	0	1246	2234	70807	26999			0			0	855																							0	0	0	0	0	0	0	0	0	0	0	0		127382		0	0							0	5794	0	0	0	0	1663			0	0	0			0	0	2862			0		
93619																																																																												0	0	0		0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	0	0	0	0	0	0			0	0				0	0	0			0		
93758																																																																												0	10649	1557		9801			13040	0	0	0	68091	0	6384	0	7732	203	224	16384	407	130	979	4069	1176	925	6820	9027	15328	14105	6785	8300								0	165			0	0	1809	499	3799	5574			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	45							0	2684	0	0	0	0	0			0	0	0			0	0	4150			0	0	
94139																																																																												0	789	2728	0	0	38250	0	38250	2602	0	471	257922	0	0	0	70468	2778	1283	51659	3786	7265	18609	35488	4587	0	22264	18344	52439	59807	30824	1292		0	0	0		0	0	0	0	0		915	577	857	19107	78029	14769	0	0	0			385	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	400	0	400							0	10129	0	71	0	0	0	0	0	132	0	0			72	60	16545			0		
94522																																																																												0	15933	4711	0	3015	32001	0	32001	30882	0	4526	438463	0	0	3134	228604	7131	65740	111984	12871	26549	62440	58817	16636	51192	25333	47231	64367	63910	5538	2240		0	0	0		0	0	735	3	0		0	0	13560	1683	61118	17038	0	0	0			271	1061																							0	0	0	0	0	0	0	0	0	0	0	0	0	124945	26	0	26							0	10899	0	0	0	0	0	65	0	0	0	0			0	0	6598			65	0	
94755																																																																												0	14101	401		23032			24589	0	0	0	107541	35	0	0	14516	817	0	32188	93	1052	2754	2818	7692	0	22850	8193	10810	26703	22553	367								481	82			0	0	1314	4245	6248	8398			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	442							0	4227	0	0	0	0	0			0	0	0			0	0	4683			0		
94858																																																																												0	20840	0		19036			10556	0	0	0	90701	0	0	0	14915	69	6384	31783	502	1470	5180	1702	675	5332	9344	20767	14737	9134	6555	13232								0	0			0	0	3593	0	7919	6369			0			162	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	448							0	3587	0	0	0	0	0			0	0	0			0	0	3369			0		
95051																																																																												0	4504	2830		4230			10391	670	0	2099	69280	0	0	0	1855	84	761	36210	686	419	501	90	159	0	27712	7393	17858	9509	4040	63								15465	77			8303	8074	0	5452	9770	11034			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	13164		0	1							0	534	0	0	0	0	0			0	0	0			0	0	284			0	0	
95659																																																																												0	10392	0		3072			3366	52	0	191	55992	2	0	0	26871	410	123	6720	490	1047	5336	5392	14540	0	1286	3923	7562	7766	8125	397								0	0			0	0	461	481	0	2643			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	24406		0	27							0	3370	0	0	0	0	0			0	0				0	0	4658			0	0	
95677																																																																												0	0	1074		0			2738	7368	0	0	62736	0	0	0	37682	967	14065	3402	1304	9221	2791	1016	5504	17374	9553	1432	1280	2627	4117	5443								0	0			0	0	828	1558	1480	6042			0			775	382																							0	0	0	0	0	0	0	0	0	0	0	0		12410		0	0							0	1887	0	0	0	0	0			0	0				0	0	1112			0		
96553																																																																												0	9965	0		21625			10754	0	0	0	63950	55	0	0	8612	383	595	24245	1507	522	1351	4857	260	86	16615	13183	6323	7505	5311	6187								0	29			0	0	201	0	176	4153			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		2500		0	0							0	4354	0	0	0	0	0			0	0	0			0	0	3753			0		
97055																																																																												0	46808	0		111471			46953	0	0	0	219647	0	0	0	335	0	0	120025	0	0	120	76	139	0	76067	46613	10804	63389	19359	3080								0	15			0	0	540	0	0	11620			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		110605		0	0							0	575	0	0	0	0	0			0	0	0			0	0	1330			0		
97279																																																																												0	0	0		0			29	163	0	0	22428	0	0	0	14740	43	1326	728	427	190	780	177	6638	6093	2124	416	930	1432	847	1791								0	309			0	0	1447	566	874	1341			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	6							0	1736	0	0	0	0	0			0	0				0	0	1174			0		
97457																																																																												0	6501	76		4067			9106	129	0	15	50626	0	0	0	20183	59	16872	13085	2640	5359	2681	344	1907	7218	6468	10007	3713	2050	3191	5017								0	0		0	0	0	3140	85	3121	1408			0			125	0																							0	0	0	0	0	0	0	0	0	0	0	0		18057		0	54							0	1712	0	0	0	0	0			9	0	0			9	0	970			0		
97804																																																																												0	0	24041	251	0	77988	0	77988	47157	0	0	697174	0	0	99	288239	7805	142435	40348	19757	26076	26226	40072	85444	85813	207092	19213	74247	82140	21277	2403		0	0	0		0	0	0	161	0		0	0	17703	40615	104737	87766	0	0	0			3176	1418																							0	0	0	0	0	0	0	0	0	0	0	0		290839	0	0	251							0	11	0	0	0	0	0	125	0	0	0	0			0	0	700			125		
97943																																																																												0	31292	2201		37339			30331	12072	0	0	202361	0	0	0	37785	1034	27520	42681	1630	4464	3970	4523	15942	7256	52836	23254	28989	26209	33065	223								0	217			0	0	1816	4457	32826	7916			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	101428		145	0							0	1979	0	0	0	0	0			0	0	0			0	0	951			433	0	
98351																																																																												0	1605	0		1995			1206	0	0	0	28148	541	200	0	6009	144	642	2565	0	0	1256	679	1515	2462	868	1705	5360	4987	8511	1249								203	2			0	0	9	1024	6177	9578			0			306	97																							23567	24049	482	1566	1598	32	372	381	9	1836	1873	37	0	0		0	149							0	60	0	0	0	312	99			0	0	0			0	0	328			126	0	
98463																																																																												0	40095	22798	0	41849	54784	0	54784	1988	0	8915	372868	0	0	747	32186	4614	23411	64213	1634	1331	967	3261	9016	14933	35097	32101	32910	46438	104467	85687		0	0	0		0	0	0	38	0		0	0	4358	6000	91240	59425	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		191615	0	0	0							0	38	0	0	0	0	0	42	0	0	0	0			0	0	4540			42		
98717																																																																												0	0	28434		0			1571	0	0	0	106540	219	0	0	14381	100	156	10796	0	345	5920	6052	2064	0	6667	5178	28347	39640	12546	0								0	0			0	0	0	0	18482	43791			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	43197		0	0							0	0	0	0	0	0	0			0	0				0	0	0			0	0	
99143																																																																												2876	11300	1968		39968			37978	697	0	1713	166217	0	0	7	26048	901	3065	71696	4391	3448	8232	8931	875	0	19099	50934	30733	13277	20570	4227								1556	558			0	0	2258	8884	15224	2899			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	71							0	4100	0	0	0	0	0			0	0	0			0	0	7218			0	0	
99255																																																																												0	2563	0		29079			5583	0	0	0	40276	0	0	0	0	0	0	31636	0	0	0	0	0	0	27792	3844	2308	2894	1271	1472								0	0			0	0	0	0	1676	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5							0	355	0	0	0	0	0			0	0	0			0	0	1015			781	0	
99376																																																																												850	9432	463242	0	0	462410	0	462410	11823	0	0	1758305	5760	0	11657	385055	2745	348689	83503	15018	63201	63992	100031	112927	27061	385968	48098	160458	212094	542179	1253		0	0	850		0	0	0	0	0		0	0	0	22186	29627	352098	0	0	0			1588	1113	0	0	0	0	0	88518	3858	0	0	0	0	0	0	0	0	0	83990	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829802	21	4000	21							0	20140	0	0	0	131	2707	2186	0	28	0	0	0	0	0	28	436	0	0	2186	0	
99442																																																																												0	31554	2570	0	27250	27368	0	27368	11359	0	517	257683	0	0	0	78138	973	0	73352	3105	9281	26164	27519	10772	925	37989	35565	42305	57138	6099	105		0	0	0		0	0	0	0	0		0	0	6330	23624	0	34620	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	38450	72	0	72							0	7656	0	0	0	0	0	0	0	0	0	0			0	0	5652			0	0	
99536																																																																												0	7983	5622	0	2972	30053	0	30053	10816	0	0	363887	0	0	0	167758	1393	1014	59791	2952	6605	20199	51511	63271	23220	15645	34589	48694	58370	27639	11192		0	0	0		0	0	0	541	0		0	0	6712	11211	74030	19400	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							0	14337	0	0	0	0	0	0	0	0	0	0			0	0	11059			0		
99853																																																																												0	39	170		0			725	0	0	0	17305	51	0	0	8741	52	4467	5276	829	1792	4358	425	1160	0	677	1978	3844	1732	251	0								0	0			0	0	0	241	85	4168			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	2162	0	0	109	0	0			0	0				0	0	973			0	0	
100236																																																																												0	8856	742		2954			10484	312	0	600	153234	0	0	0	40469	3037	1587	61655	4228	10864	11930	10190	1432	489	14979	41173	37202	11719	5460	651								1515	0			0	0	17453	8487	32520	18054			0			83	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	19013		0	888							0	3455	0	0	0	0	0			0	0				0	0	3408			0	0	
100357																																																																												0	37203	17881	0	80993	73170	0	73170	0	0	1628	401654	0	0	0	73673	0	9000	155683	1559	7135	18963	28957	11036	5771	82650	64339	76811	69474	33730	54		0	0	0		0	0	0	0	0		0	0	7160	8863	38318	53621	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	486	0	486							0	3510	0	0	0	215	0	45	0	280	0	280			0	0	5148			45		
100562																																																																												0	89998	216324	0	44074	173036	0	173036	301884	0	0	2720003	0	0	0	320847	43521	69449	80616	4935	11044	13680	24258	106450	158757	278831	74131	148836	207456	1338797	331876		0	0	0		0	0	0	0	0		37108	26883	11896	107261	418694	960857	0	0	0			5679	823																							0	0	0	0	0	0	0	0	0	0	0	0	0	1967723	826	0	826							0	21020	0	0	0	1990	4427	1291	0	488	231	0			257	0	9765			1291	0	
100777																																																																												0	255	132	0	0	10596	0	10595	5691	0	1210	271954	0	0	0	211923	0	58	9260	25	82	760	1746	50043	158824	10701	2813	7359	4417	24270	10364		0	0	0		0	0	895	0	0		0	0	2853	0	31334	0	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							0	92	0	0	0	0	0	0	0	0	0	0			0	0	6974			0		
100843																																																																												0	22554	1506	0	10754	35262	0	35262	2220	0	948	275930	0	0	443	71910	1759	16148	63735	3759	9139	6360	8679	25863	16865	19498	32598	43764	40171	48286	18139		0	0	0		0	0	361	312	39		0	0	1584	26233	71783	13139	0	0	0			0	246																							0	0	0	0	0	0	0	0	0	0	0	0		271639	13	0	13							0	7327	0	0	0	759	30	153	0	0	0	0			0	0	8265			153		
101019	2465362			197377	0	1607923	125810		0	0	4513978	0	0			2343680	3094566	92039	445865	611073	188040	0	0	0	0	0	0	357	0	0		0	0					0	116609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12817	0	0	0	0	0	0	0	540	0	0		0	419344	5000	0	1607923	125810		0	0	0	4513978	0	116609		24391	5108	0		13869	3056	0	0	3500	0							0			0	0			357	0					0	394841	71423	1550255			0			9017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															192377	0									0	0	0	0	0	0				0		0	0			540	0	0			
101037																																																																												0	1147	42390	0	2760	17057	0	17057	10795	0	0	519567	0	0	0	186893	897	8156	90688	7922	12534	26326	34768	102641	652	30533	48516	121178	81189	48774	0		0	0	0		0	0	2242	0	0		0	0	16422	49807	127540	51518	0	0	0			2557	491																							0	0	0	0	0	0	0	0	0	0	0	0		0	650	0	650							0	1038	0	0	1461	4332	250	0	0	0	0	0			0	0	8411			0		
101439																																																																												0	10868	1315		7953			10734	1145	0	1845	103647	0	0	0	44186	1658	223	30255	3755	5007	15529	15436	3859	0	4856	17467	24413	8809	3689	0								0	0			0	0	944	4560	2944	7036			0			0	43																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	149							0	1258	0	0	0	0	307			0	0	0			0	0	7052			0		
101671																																																																												0	0	10789	0	0	114959	0	114959	54363	0	0	464071	644	0	0	148744	9875	62239	24108	8537	5922	6336	10087	92356	24393	50034	67898	48009	64967	62282	15673		0	0	0		0	0	0	1209	0		0	0	2294	3640	69213	40106	0	0	0			592	1290																							0	0	0	0	0	0	0	0	0	0	0	0		115740	0	0	0							0	2315	0	0	0	0	419	89	0	13	0	0			0	13	7208			89		
101738																																																																												0	7565	893		1078			11482	684	0	0	99448	2562	0	350	33083	793	367	24805	1713	2237	3697	6389	18895	0	14730	9925	21153	16312	6439	0								0	0			0	0	1575	2139	7247	10158			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	84							0	10138	0	0	0	0	0			0	0				0	0	15091			0	0	
101952																																																																												0	5930	0		896			13849	79	0	0	53301	0	0	0	13352	306	29	14792	500	2982	3829	2887	3148	0	9789	4227	6853	9295	7732	1897								0	0			0	0	192	322	9231	6105			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	1609	0	0	0	0	0			0	0				0	0	1430			0	0	
102155																																																																												0	8587	0		3867			5999	0	0	3	32144	0	0	0	540	0	360	2911	34	153	97	76	0	181	7301	4597	5435	9540	2329	2402								0	6			0	0	295	0	0	12385			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4							0	187	0	0	0	0	0			0	0	0			0	0	271			0	0	
102173																																																																												0	964	2661		0			3004	1317	0	0	107766	0	0	2	64844	4785	53073	5497	9346	17221	4150	6932	23105	2563	8167	2812	10541	8712	8512	1943								0	66			0	0	480	6411	13477	9559			0			1540	673																							0	0	0	0	0	0	0	0	0	0	0	0	0	35367		0	0							0	0	0	0	0	0	1572			964	964				0	0	198			15	0	
102333																																																																												0	16	0		0			2657	23	0	261	25311	0	0	0	16060	7	531	5442	859	1110	7539	4207	2025	320	531	2942	2935	1486	1357	0								0	0			0	0	164	0	169	3371			0			209	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	1172	0	0	0	0	0			0	0				0	0	1411			405	0	
102342																																																																												0	22006	5447		19507			29800	2338	0	0	163385	0	0	0	25220	543	3293	46656	456	907	7243	3495	4793	8229	16508	28785	27530	26221	26590	12529								535	66		0	0	0	2549	10957	25766	15577			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	1764	0	0	0	0	880			0	0	0			0	0	1310			0		
102539																																																																												5	4566	0		2345			3734	0	0	0	21723	0	0	0	5005	3	0	5293	0	264	904	2201	1595	0	1430	3599	1833	5946	3897	0								0	0			0	0	0	0	0	4063			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	146							0	1614	0	0	0	0	0			0	0	0			0	0	242			0		
102557																																																																												0	1299	1197		146			18436	4000	0	431	76536	0	6	0	20618	3959	1323	14685	1258	1421	3487	6088	5968	2396	8188	6200	10150	15967	15214	0								0	22		0	0	0	4758	0	10861	8323			0			190	0																							0	0	0	0	0	0	0	0	0	0	0	0		41203		0	8							0	508	0	0	0	0	0			0	0				0	0	1964			0		
102874																																																																												0	0	17547		0			0	9332	0	0	125291	0	0	0	85392	565	39279	2771	7422	21796	8905	2381	18358	25395	8006	19671	3282	3768	4821	0								0	923			0	0	2452	2110	947	3588			0			941	492																							0	0	0	0	0	0	0	0	0	0	0	0		79045		0	36							0	1630	0	0	285	208	0			0	0				0	0	769			0		
103134																																																																												0	633	255		11265			8705	0	0	0	40273	0	0	0	5168	50	8	12679	429	474	1650	1530	1009	76	13943	5855	4756	7289	3140	121								0	0			0	0	2021	990	3995	5248			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	38330		0	107							0	288	0	0	0	0	0			0	0	0			0	0	1548			0	0	
