"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK256	RIADG377	
	REAL ESTATE LOANS, TOTAL	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	OTH LN MSRD AT FV	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF OTHR LN	LN SEC BY REAL ESTATE	UNPD PRIN BAL OF LN SEC BY REAL EST	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN FI AGRI	UNPD PRIN BAL LN IND HH AUTO LN	AUTO LN FV INDV HH FAM PERS EXPND	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	OTHR CNSMR LN FV INDV HH FAM PERS	UNPD PRIN BAL LN IND HH OTHR CNSMR L	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	LN SEC CNST LAND DEV AND OTHR LAND L	LN SEC FARMLAND	RVLVG OE LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC JR 1-4 FAM RES PROP	LN SEC MLTI FMLY RES PROP	LN SEC NONFARM NON RES PROP	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	OTH LN MSRD AT FV	UNPD PRIN BAL OF CONS LND DEV AND OT	UNPD PRIN BAL OF LN SEC BY FRM LAND	UNPD PRIN BAL OF LN SEC RVLV CRDT	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC BY MFAM RES 	UNPD PRIN BAL OF LN SEC BY NONFRM RE	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF OTHR LN	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CNST LAND DEV 1-4 FAM 	LN RSTRCT DBT CNST LAND DEV OTHR CNS	LN RSTRCT DBT CNST LAND DEV MULTI NO	LN LAND DEV NFARM NRES SCD OWN OCC N	LN DBT LAND DEV NFARM NRES SCD NFARM	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN SCD FARM	ITEMIZE DBT RSTRCT LN FI AGRI	UNPD PRIN BAL LN IND HH AUTO LN	AUTO LN FV INDV HH FAM PERS EXPND	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	OTHR CNSMR LN FV INDV HH FAM PERS	UNPD PRIN BAL LN IND HH OTHR CNSMR L	LN RSTRCT DBT CMRL	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																																												0	1131	38		52			3474	0	0	2627	29708	0	0	0	14707	35	175	9532	984	2490	3337	4211	3514	0	3285	2808	4262	3067	1511	0								0	0			0	0	0	682	758	1266			0			175	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	37							0	2828	0	0	0	0	0			0	0				0	0	2073			175	0	
242																																																																												0	3316	0		4236			2064	0	0	154	26414	0	0	0	8956	149	0	14445	516	409	1799	4536	1588	108	8845	4675	2075	1692	171	0								0	0			0	0	0	0	0	4804			0			3	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	8956		0	6							0	1731	0	0	0	0	0			25	0	0			0	0	998			0	0	
279																																																																												0	2836	171		616			3370	333	0	103	140380	0	0	0	104218	2384	347	10250	427	73	581	1141	47701	54226	6787	3522	2630	2419	18361	2384								0	0			0	0	4090	3368	2172	13247			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	18287		0	28							0	788	0	0	0	0	0			0	0				0	0	2656			0	0	
354																																																																												0	673	0		793			542	0	0	0	3534	0	0	0	502	0	468	1068	0	110	7	59	187	139	480	1643	366	388	114	0								0	0			0	0	0	0	132	144			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	14							0	501	0	0	0	0	0			0	0	0			0	0	233			0	0	
457																																																																												0	6341	448		7536			7073	1151	0	1209	40306	0	0	0	9053	857	211	16169	817	978	2795	4067	295	0	6272	9256	7861	5053	428	1019								0	0			0	0	987	499	1867	407			0			53	0																							0	0	0	0	0	0	0	0	0	0	0	0		20851		0	7							0	1467	0	0	0	0	0			273	273	0			0	0	1404			0		
505																																																																												0	0	19077	0	0	23074	0	23074	12651	0	11594	316026	123	0	2541	136960	2057	11235	22438	1374	7162	2393	2297	44773	77411	43162	12188	19827	25578	70994	6769		0	0	0		0	0	0	274	0		0	0	18078	4035	27962	36707	0	0	0			270	727																							0	0	0	0	0	0	0	0	0	0	0	0	0	135454	9	2197	9							0	3642	0	0	0	0	0	0	0	0	0	0			0	0	17832			0	0	
1155																																																																												0	12010	2970		8649			40471	665	0	1879	158767	0	0	0	30008	1580	410	46455	1556	2995	5776	17582	1520	431	35869	15112	22252	45533	9137	248								498	162			0	0	3069	9506	24054	12966			0			150	0																							0	0	0	0	0	0	0	0	0	0	0	0		79779		0	5004							0	2390	0	0	0	0	0			0	0	0			0	0	2886			0		
1351																																																																												0	9024	0		6252			15837	0	0	0	84797	0	0	0	19029	0	18907	56649	3124	8958	245	6177	404	0	11419	33148	8862	9007	371	0								0	0		0	0	0	1033	1188	22953	0			0			585	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	419							0	4309	250	68	0	1202	0			673	128	0			256	47	4753			143		
1454																																																																												0	5944	2001	0	5580	29386	0	29386	9389	0	0	248002	924	1725	27	91798	1486	2200	24806	1427	622	1922	4491	55862	27474	20048	7470	22545	32251	62300	12268		0	0	0		0	0	0	791	0		0	0	1270	975	40927	34375	0	1725	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	114	0	114							0	18118	0	0	0	0	0	1026	0	0	0	0			0	0	5047			1026		
1557																																																																												0	9590	0		20951			6417	0	0	0	50427	0	0	0	6732	0	317	14150	320	57	360	913	4811	271	3833	13393	2884	5983	12140	5471								0	0			0	0	627	0	1222	2678			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		15568		0	23							0	768	0	0	0	0	0			0	0	0			0	0	1419			0		
1669																																																																												0	6	125		3811			7872	0	0	3792	106151	0	0	0	55393	1777	27394	9465	92	1412	367	1272	27956	24193	3044	6568	8317	7516	19839	5357								0	0			0	0	1152	101	15756	4901			0			0	258																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	105							0	5378	0	0	0	0	0			0	0				0	0	5982			0		
1829																																																																												0	0	14288	0	0	29434	0	29434	10415	0	0	306538	388	6195	0	116063	8801	16494	16487	786	2101	5706	10484	52953	43567	27272	6817	26643	41218	62232	22219		0	0	0		0	0	704	341	0		0	0	1365	5168	23046	90972	0	6195	0			0	1246																							0	0	0	0	0	0	0	0	0	0	0	0	0	87200	11	0	11							0	32	0	0	0	0	0	427	0	0	0	0			0	0	91			427	0	
1856																																																																												0	2934	4715		518			11425	0	0	364	37749	0	878	0	2962	0	2928	12135	2120	0	114	121	513	95	4308	5911	17372	6011	1184	0								0	0			0	0	0	4702	123	8833			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		10148		0	2							0	115	0	0	0	0	4715			0	0				0	0	178			0		
2040																																																																												0	1859	11796		6762			21847	923	0	995	127699	0	0	0	21040	889	1130	40552	1159	2837	4189	6236	3518	1846	24837	11719	23997	32829	8235	3171								0	5			0	0	1600	4686	39406	14363			0			991	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	91990		0	21							0	154	0	72	0	895	1448			451	0	451			0	0	1353			0	0	
2161																																																																												0	13	0		13947			18833	0	0	0	87120	0	0	0	41446	64	34645	29793	1833	7847	5691	15976	9063	1036	10403	9710	9353	9467	6620	121								291	3			0	0	2017	0	2192	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	33							0	3176	0	0	0	0	0			0	0	0			0	0	5105			0	0	
2376																																																																												0	0	1515343	0	0	22642	0	22642	5572	0	0	3238980	0	0	12975	217322	3560	21489	79263	19365	10207	4041	4135	43646	135156	12187	49946	106335	216309	2451165	175949		0	0	0		0	0	0	0	0		0	0	0	2294	71033	1401159	0	0	0			42	225																							0	0	0	0	0	0	0	0	0	0	0	0	0	2700938	0	0	0							0	0	0	0	0	0	378	0	0	0	0	0			0	0	55			0	0	
2554																																																																												0	2037	0		1087			1753	0	0	350	6037	0	0	0	236	0	116	1098	36	0	47	33	14	0	2997	43	845	1652	264	0								0	0			0	0	0	0	84	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	49							0	278	0	0	0	0	0			0	0	0			0	0	163			58		
2732																																																																												0	0	112466	0	0	47877	0	47877	12316	0	0	379228	437	0	12017	24828	735	5371	50004	4802	1441	8288	10080	217	0	124079	34277	72510	118078	2659	0		0	0	0		0	0	0	0	0		0	0	7293	39808	49460	83292	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	163							0	721	0	0	0	0	0	0	0	0	0	0			0	0	706			0	0	
2750																																																																												1376	7705	0		23674			1645	0	0	579	44516	0	0	0	2871	82	734	23159	13	748	662	1448	0	0	17972	7028	7418	5644	1158	2425								0	57			0	0	1311	0	914	2193			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	16203		0	1395							0	395	0	0	0	0	0			0	0	0			0	0	319			0	0	
3177																																																																												0	0	2946	0	0	7268	0	7268	31013	0	0	796252	0	0	0	640479	7890	82846	31697	1709	7758	8796	3480	130614	484516	23788	20249	10811	10566	29570	59741		0	0	0		0	0	0	5	0		0	0	19942	3850	55178	27321	0	0	0			4051	2282																							0	0	0	0	0	0	0	0	0	0	0	0		422092	0	0	0							0	0	0	0	0	250	0	162	0	0	0	0			0	0	360			162		
3252																																																																												0	25977	0		50855			10500	0	0	6741	109586	0	60	0	488	0	314	0	263	170	31	15	9	0	37033	50978	9279	5076	1803	8								0	0			0	0	0	782	0	7225			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	35573		0	900							0	1659	0	0	0	0	0			0	0	0			0	0	4399			0	0	
3458																																																																												0	10337	209		4587			4208	0	0	0	29190	0	0	0	4957	5	0	3686	129	282	1336	3025	70	112	879	2396	8306	10898	1734	0								0	0			0	0	0	0	2413	386			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	1460	0	0	0	0	0			0	0	0			0	0	628			131		
3720																																																																												0	10662	2673		9743			14240	2857	0	932	142203	0	0	1007	30893	733	356	32733	1914	4609	6848	13177	3904	146	12602	16551	27803	45634	8570	65								0	246			0	0	6032	4158	26797	25117			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		38847		0	356							0	2229	0	0	0	0	147			0	0	0			0	0	4535			42		
3971																																																																												0	31111	49168	0	42387	68199	0	68199	28531	0	0	618336	0	39849	986	120069	6406	29409	74511	4638	15684	16627	27457	21191	31119	124869	30543	79803	136105	117243	3106		0	0	0		0	0	0	796	0		0	0	1121	33104	49686	132749	0	39849	0			10395	2400																							0	0	0	0	0	0	0	0	0	0	0	0		119984	14	0	14							0	595	0	104	0	1181	1259	0	0	3613	3225	0			0	0	14551			0		
4156																																																																												0	16354	9915		13051			14644	2227	0	0	143098	0	345	0	38770	925	14428	26052	277	480	2304	3050	19096	13561	12419	16883	22830	9832	39901	1964								0	0			0	0	3188	3306	2345	36091			0			22	0																							0	0	0	0	0	0	0	0	0	0	0	0		53133		0	0							0	913	0	0	0	0	0			0	0	0			0	0	1024			0		
4231																																																																												0	6196	0		445			3213	0	0	959	46875	0	0	0	8502	0	20	17703	442	114	3466	3548	686	0	3776	13433	15376	2947	431	0								0	0			0	0	41	1390	8864	12493			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	32							0	738	0	0	0	331	907			0	0				0	0	4002			0	0	
4839																																																																												0	0	47475	0	0	5022	0	5022	5264	0	0	233673	0	0	0	34127	1825	98	59966	3228	6036	9750	11559	248	2785	27818	22884	61998	80745	2540	0		0	0	0		0	0	0	290	0		0	0	4848	6054	70580	55448	0	0	0			496	469																							0	0	0	0	0	0	0	0	0	0	0	0		56680	1233	0	1233							0	280	0	0	8799	4092	3097	186	0	0	0	0			0	0	1227			186		
5069																																																																												0	11700	10879	0	0	2948	0	2948	795	0	0	446506	5958	0	0	51924	15362	12685	277111	16624	18295	12851	0	0	0	54946	201475	118818	6120	0	0		0	0	0		0	0	0	0	0		0	0	125135	38364	95937	99420	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		129719	0	0	0							0	0	0	0	0	9736	0	0	0	0	0	0			0	0	0			0		
5135																																																																												0	94361	5034	0	100402	26973	0	26973	0	0	9619	362488	0	0	0	56121	937	5788	217343	4890	13885	18310	16719	1853	115	78332	120236	76207	19990	5936	3505		0	0	0		0	0	570	0	0		0	0	1600	6554	39162	9190	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	40035	81	0	81							0	4134	0	0	0	0	0	0	0	0	0	0			0	0	7750			0	0	
5210																																																																												0	24705	31166	0	821	56414	0	56414	65689	0	52438	873900	0	0	0	313026	30473	87160	43137	24765	34338	18410	19077	83598	132355	107970	39034	116145	121338	146653	26523		0	0	0		0	0	0	5839	0		0	0	7136	10907	107219	146071	0	0	0			275	752																							0	0	0	0	0	0	0	0	0	0	0	0	0	498712	6992	6261	6992							0	608	0	0	0	2345	4038	0	0	0	0	0			0	0	8135			0	0	
5461																																																																												0	29017	27116	0	10846	28163	0	28163	8248	0	0	335505	437	0	14584	35701	932	459	70402	108	1782	6423	9133	7426	10064	33944	34578	45657	87922	95445	267		0	0	0		0	0	0	110	0		0	0	1245	13950	60955	105769	0	0	0			579	0																							0	0	0	0	0	0	0	0	0	0	0	0		195378	7004	0	7004							0	38	0	0	0	4609	0	0	0	0	0	0			0	0	6848			0		
5751																																																																												0	20559	6926		28584			27616	2088	0	115	138667	0	1539	0	22149	69	15023	34542	361	865	1144	1132	8483	10109	10523	29993	9549	14679	25903	25827								0	35			0	0	2053	577	10253	11801			0			0	55	44	1037	215	2416	3	538	3054	124	0	8	92	44	1060	216	2428	3	541	3249	126	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0		18440		0	46							0	2819	0	105	0	785	0			0	0	0	7	7	0	0	1438	6	6	0		
6039																																																																												0	33462	1090		8670			14319	346	0	1249	181215	242	0	0	25659	1003	5007	42843	1170	4703	8517	4826	6228	0	26461	28720	38608	23491	31472	5661								473	379			0	0	5092	16466	29367	36807			0			2516	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	705							0	1830	0	0	0	0	442			0	0	0			0	0	4540			182	0	
6141																																																																												0	2554	0		1925			1511	0	0	0	19549	0	0	0	4159	0	40	3097	0	40	308	367	2680	246	392	2665	4129	4957	3088	159								0	0			0	0	0	0	0	4392			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	973							0	0	0	0	0	0	0			0	0	0			0	0	4035			0	0	
6329																																																																												0	6040	4645	0	4032	36237	0	36237	2355	0	700	476516	0	0	0	100016	3064	3412	97378	9093	12255	25444	47097	2735	1070	26491	51635	101445	139506	54209	498		0	0	0		0	0	1026	1329	0		0	0	23024	34525	64898	24260	0	0	0			0	698																							0	0	0	0	0	0	0	0	0	0	0	0	2487	0	369	99	369							0	136071	0	86	0	0	234	92	0	10	0	10			0	0	33826			92	0	
7009																																																																												0	0	0	0	0	50827	0	50827	0	0	0	205486	0	0	0	0	0	0	200472	0	0	0	0	0	0	200472	0	5015	0	0	0		0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0			0	0	154659			0	0	
7045																																																																												0	5974	0		6845			3742	661	0	217	78817	0	0	0	34853	226	33136	7277	979	3389	9665	11926	1799	6306	2133	4516	15052	14010	4243	2437								473	16			0	0	1376	287	5996	7197			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	6841	0	0	0	0	0			0	0	0			0	0	4113			0	0	
7072																																																																												0	785	12010		169			5085	4764	0	0	157671	163	0	0	94598	1404	47607	6550	6848	13256	4572	7727	48475	11613	15321	807	11430	14426	18216	2088								0	1263			0	0	1100	6425	15050	14219			0			449	899																							0	0	0	0	0	0	0	0	0	0	0	0		74700		0	0							0	0	0	0	0	1528	0			0	0				0	0	962			378		
7157																																																																												0	1830	62		3571			3698	0	0	0	24171	0	0	0	9080	0	6869	8854	649	142	501	130	3269	4389	3051	5012	4544	1914	536	0								0	0			0	0	0	0	0	1315			0			0	62																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	2113	0	0	0	0	0			0	0	0			0	0	2502			0		
7456																																																																												0	12718	0		25259			10299	0	0	22	62647	0	0	0	5372	270	0	27117	209	172	1932	2662	397	0	25225	3313	10863	15335	1801	738								0	15		0	0	0	1456	66	2721	2697			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	7							0	1076	0	0	0	0	0			0	0	0			0	0	669			0		
7634																																																																												0	2613	0		1843			5764	0	0	0	46038	0	0	0	10920	194	614	12796	416	568	3833	2814	2982	0	4283	9868	10537	5980	3806	491								0	0			0	0	848	37	0	15935			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		1791		0	114							0	1	0	0	0	0	0			0	0	0			0	0	7769			0		
8033																																																																												0	14564	1666		4476			12735	0	0	0	191952	0	0	0	72433	3161	456	81052	7242	13482	18239	31558	1596	0	17192	43136	17543	30950	8112	0								0	0			0	0	20346	21714	28362	7907			0			98	40																							0	0	0	0	0	0	0	0	0	0	0	0	0	15100		0	235							0	1190	0	0	0	171	0			0	0				0	0	3163			0	0	
8462																																																																												0	8286	0		12254			13361	0	0	0	56918	0	0	0	9884	10	3334	13310	1637	300	68	969	2588	4322	15351	10346	7254	10229	1740	289								0	0			0	0	123	0	2029	1452			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	7312	0	0	0	0	0			0	0	0			0	0	2207			0	0	
8631																																																																												0	657	0		188			7518	0	0	309	31522	0	0	0	12863	174	90	3775	1	90	303	611	9273	2533	1670	2020	3214	3132	8623	0								0	0			0	0	0	218	4979	0			0			192	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	144							0	2557	0	0	0	0	0			0	0				0	0	1915			21		
