"IDRSSD"	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	43730	0	0	0	0	0	35536	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	3566	474	0	0	0	0	0	0	-656	493	37644	0	0	0	0	0	0	0	0	0	0	2984	32552	0	0	0	0	0	2645	453	0	394	27	-314	46	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	153	0	0	0	4059	38512	3011	34522	0	7702	1506	34522	43730	0	0	0	9706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76979	0	76526	
1669	0	0	0	0	0	0	0	0	1463	116161	0	0	0	0	0	86419	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	29358	5800	0	0	0	28097	0	22635	704	6513	64286	0	0	0	0	0	0	0	0	0	0	48338	38081	0	0	0	0	0	14222	381	48	867	0	-1848	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35919	99050	48338	73645	0	19810	24169	73645	117624	0	0	0	44777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254218	0	253837	
1829	0	0	0	0	0	0	0	0	125	250810	0	0	0	0	0	253631	1131	7476	7476	0	0	0	0	0	0	0	0	8244	7	0	0	0	0	17635	14026	0	0	0	0	0	0	148	2422	85851	1974	5561	0	0	0	0	707	0	0	109	94071	159451	0	0	0	0	0	16930	8251	7	1905	208	5137	168	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	0	0	0	2508	0	0	0	20064	101891	96253	182430	0	20378	48127	182430	250935	0	0	0	34818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404266	0	396015	
1856	0	0	0	0	0	0	0	0	137	74405	0	0	0	0	0	69115	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	11219	17293	0	0	0	0	0	0	-1576	0	24380	0	0	0	0	0	0	0	0	0	4638	1012	63465	0	0	0	0	0	2657	98	9	1553	0	-2547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11228	47864	1012	64463	0	9573	506	64463	74542	0	0	0	15341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122295	0	122197	
2040	0	0	0	0	0	0	0	0	2563	124635	0	0	0	0	0	115148	0	0	0	359	359	0	0	0	359	0	0	0	0	0	0	0	0	1520	6357	0	0	0	0	0	0	-3086	14596	38974	5211	3437	0	0	0	315	0	0	0	5913	20836	88400	0	0	0	0	0	10519	1031	100	1721	33	-6208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2539	0	0	0	2539	0	0	0	16216	58154	26395	102369	0	11631	13198	102369	127198	0	5189	5189	21205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197582	0	196551	
2161	0	0	0	0	0	0	0	0	0	66877	0	0	0	0	0	67616	0	0	0	34	34	34	0	0	0	0	0	0	0	0	0	0	0	1166	14488	0	0	1	0	0	0	-407	1805	24072	1707	0	0	0	0	0	0	0	0	0	35350	32267	0	0	0	0	0	6756	0	0	0	0	-1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	302	0	0	0	3387	45115	37057	39325	0	9023	18529	39325	66877	0	6555	6555	14894	0	0	0	3807	381	381	0	0	0	0	0	0	0	0	0	128480	0	128480	
2376	0	0	0	0	0	0	3410	0	957	2435601	0	0	0	0	0	2286439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7847	1760	0	0	2482	29035	0	0	5353	0	300756	0	0	0	0	0	0	1779	0	0	0	139927	2146512	0	0	0	0	0	184776	1000	0	41927	0	-25061	258	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	2728	10329	374160	142655	2290398	0	74832	71328	2290398	2436558	0	0	0	447509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2788813	-1000	2787813	
2554	0	0	0	0	0	0	0	0	45	7759	0	0	0	0	0	4882	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4473	0	0	0	0	0	0	49	0	0	2093	834	0	0	0	0	0	0	0	0	310	4572	0	0	0	0	0	590	289	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4473	2403	5707	0	895	1202	5707	7804	0	0	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13060	0	12771	
2732	0	0	0	0	0	0	0	0	757	320579	0	0	0	0	0	309235	0	0	0	1940	1940	0	0	0	1940	0	0	1112	0	0	0	0	0	108614	11488	0	0	0	0	0	0	782	0	90143	0	1250	0	0	0	0	0	0	0	0	56237	252998	0	0	0	0	0	17989	1112	174	0	0	-2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108788	101631	56237	272891	0	20326	28119	272891	321336	0	0	0	77987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536222	0	535110	
2750	0	0	0	0	0	0	0	69	318	43460	0	0	0	0	0	39183	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	738	1864	0	0	0	0	0	0	-447	3053	10305	606	757	0	0	0	0	0	0	0	921	1309	36953	0	0	0	0	0	2861	0	6	525	15	-1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	45	0	0	0	3797	13665	1930	40080	0	2733	965	40080	43778	0	50	50	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57929	0	57929	
3177	0	0	0	0	0	0	0	1	0	515995	0	0	0	0	0	731438	0	0	0	426	426	0	0	0	426	0	0	5274	0	0	0	0	0	124514	1010	0	0	45	6540	0	0	-2935	64363	49336	0	9001	0	0	0	0	0	0	0	0	564340	167098	0	0	0	0	0	57043	5278	136	6631	1838	-1477	517	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189058	63517	566178	220203	0	12703	283089	220203	515995	0	0	0	99447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036536	0	1031262	
3252	0	0	0	0	0	0	0	0	666	95924	0	0	0	0	0	87750	0	0	0	373	373	0	0	0	373	0	0	0	0	0	0	0	0	2096	5730	0	0	0	0	712	0	-19	23145	41354	5210	389	0	0	0	0	0	0	0	11195	428	76127	0	0	0	0	0	4395	0	94	527	60	-1892	187	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	834	0	0	0	25335	58806	6410	81624	0	11761	3205	81624	96590	0	0	0	20835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166490	0	166490	
3458	0	0	0	0	0	0	0	0	41	26748	0	0	0	0	0	14254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7495	0	0	0	0	3024	-227	234	12505	0	201	0	0	0	0	0	0	0	0	3123	11131	0	0	0	0	0	830	0	0	0	0	-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	12728	3123	22681	0	2546	1562	22681	26789	0	223	223	3511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38433	0	38433	
3720	0	0	0	0	0	0	0	0	0	134238	0	0	0	0	0	134350	0	0	0	250	250	0	0	0	250	0	0	0	0	0	0	0	0	12476	3326	0	0	0	235	200	0	-681	6809	35830	1032	0	0	0	0	163	0	0	0	4622	30918	98810	0	0	0	0	0	12384	934	0	2643	0	-1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	80	843	0	0	0	19285	46656	32393	108710	0	9331	16197	108710	134238	0	0	0	30263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206968	0	206968	
3971	0	0	0	0	0	0	0	0	7087	520840	0	0	0	0	0	473480	626	3475	3475	2199	2199	0	0	0	2199	0	0	11120	7	0	0	0	0	50982	13645	0	0	0	0	0	0	-1158	3150	66845	3319	15651	0	0	0	4388	0	0	0	2441	91330	379709	0	0	0	0	0	57902	17800	0	2227	273	3022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8729	8729	0	0	8729	0	0	0	0	0	0	0	23882	0	0	11937	11945	0	0	0	54132	86791	119976	450581	0	17358	59988	450581	527927	0	1633	1633	93847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676217	4	658421	
4156	0	0	0	0	0	0	0	0	0	145092	0	0	0	0	0	139293	54	675	675	341	341	0	0	0	341	0	0	1783	0	0	0	0	0	6284	2154	0	0	0	0	0	0	-126	844	36489	7869	1510	0	0	0	0	0	0	0	4283	43946	91064	0	0	0	0	0	16591	1783	0	2052	0	-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3149	0	0	0	3149	0	0	0	7128	48443	51815	109495	0	9689	25908	109495	145092	0	3465	3465	19232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206429	0	204646	
4231	0	0	0	0	0	0	0	0	0	65076	0	0	0	0	0	55641	0	0	0	208	208	0	0	0	208	0	0	0	0	0	0	0	0	6391	624	0	0	0	0	0	0	-3323	0	44165	3985	0	0	0	0	0	0	0	0	615	11551	43475	0	0	0	0	0	4693	0	0	169	28	-4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6391	45573	15564	48179	0	9115	7782	48179	65076	0	0	0	14839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113185	0	113185	
4437	0	0	0	0	0	0	0	0	580	145858	0	0	0	0	0	129926	0	0	0	2919	2919	0	0	0	2919	0	0	0	0	0	0	0	0	18806	2459	0	0	0	0	0	0	-195	0	82722	8107	547	0	0	0	0	0	0	0	0	42116	87810	0	0	0	0	0	13024	0	146	957	91	-2605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	947	0	0	0	18952	86138	50314	104053	0	17228	25157	104053	146438	0	0	0	26425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252757	0	251240	
