"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								3672	0		0	0	1265		0	284	2123	
1155																		
1351																		
1454								55626	6523		0	0	6456		0	292	42355	
1557																		
1669																		
1856																		
2040																		
2161																		
2376								33527	0		0	0	2842		0	30411	274	
2554																		
2732								57780	0		0	0	2687		0	11846	43247	
2750																		
3252																		
3458																		
3720																		
3971								73568	1418		0	0	4388		0	8121	59641	
4156																		
4231																		
4839								22147	1062		0	0	1915		0	13923	5247	
5069								67000	551		0	0	244		0	927	65278	
5135								59521	0		0	0	4284		0	423	54814	
5210								26280	10499		0	0	6858		0	2411	6512	
5461								50127	8564		0	0	8382		0	4895	28286	
5751																		
6039																		
6141																		
6329								45234	2		0	0	11486		0	16810	16936	
7009								317689	302		2000	0	11		0	5696	309680	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								34678	13182		0	0	316		0	1076	20104	
9553																		
9807								60472	8395		0	0	4664		0	8884	38529	
9955																		
10250								21829	6810		0	0	1504		8515	0	5000	
10849																		
11145																		
11640								20413	46		0	0	2984		0	6335	11048	
11837																		
12030								59649	1		0	0	4149		0	18593	36906	
12142																		
12179																		
12311	1453784	894945	0	4840	0	72557	481442	1453784	380228	4840			514717	72557			481442	
12647																		
12656																		
12937																		
12946								35860	14294		0	0	7062		0	2132	12372	
13103								43507	0		0	0	3267		0	18041	22199	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								31610	4167		0	0	2973		0	15924	8546	
14977																		
16551								10800	0		0	0	2989		0	7811	0	
16748																		
17110																		
17147								186299	0		0	0	42099		0	112429	31771	
17259																		
17464								351673	30664		0	0	25174		0	7743	288092	
17950								18951	15		0	0	2377		0	10463	6096	
17978								9868	1654		0	0	2462		0	5752	0	
18050								31820	4263		0	0	3510		0	2636	21411	
18135																		
18827								101992	11230		0	0	7579		0	51231	31952	
18836																		
18854								106048	4073		0	0	2063		0	30207	69705	
19356																		
19936																		
19972																		
20053																		
20633																		
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936																		
23456																		
23504								85139	36492		0	0	22161		0	8284	18202	
23643																		
23755																		
24006								59115	3263		0	0	4193		0	7820	43839	
24378																		
24453																		
24659																		
24668								38992	4609		0	0	3536		0	3993	26854	
24949								58539	0		0	0	3542		0	11203	43794	
25357								15018	2884		0	0	2803		0	505	8826	
25647																		
26176								16835	147		0	0	967		0	11681	4040	
26242								19893	0		0	0	2613		0	7383	9897	
26457																		
26765								44791	4919		0	0	1314		0	30193	8365	
27070								11129	0		0	0	1611		0	9518	0	
27548								23670	18		0	0	6996		0	10951	5705	
27614								11263	1370		0	0	3282		0	179	6432	
27847								35584	248		0	0	3282		0	6419	25635	
28013								50278	0		0	0	10940		0	7848	31490	
28152																		
28255								49996	1639		0	0	4574		0	30818	12965	
28406								46659	11553		0	0	5334		0	433	29339	
28675																		
28732																		
29476																		
29636								30879	2174		0	0	5287		0	23418	0	
29878								68531	0		0	0	2401		0	17220	48910	
30052																		
30502								20116	13268		0	0	4127		0	1569	1152	
30650																		
30810								12870035	451676		30367	0	290		50676	402485	11934541	
31134																		
31255								21352	4595		0	0	1088		0	501	15168	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								54860	3583		0	0	3834		0	761	46682	
33259								56221	0		0	0	1931		0	7468	46822	
33268								5417	1710		0	0	912		0	1023	1772	
33370																		
33839								7083	0		0	0	227		0	6856	0	
33857								31182	126		0	0	2186		0	6161	22709	
34425								34717	250		0	0	2917		0	6741	24809	
34434								12404	3741		0	0	2828		0	4298	1537	
34452																		
34537								124623	45946		0	0	37392		0	29634	11651	
34555																		
34742								10986	0		0	0	1870		0	8629	487	
35057								16866	0		0	0	980		4283	0	11603	
35301	66047280	904722	10595	43908011	0	203737	21020215	21252931	28979	0			0	203737			21020215	
35570								214882	76473		0	931	35433		0	29690	72355	
35646																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								215693	2		0	0	16410		0	28384	170897	
37640								43299	0		0	0	10238		0	32896	165	
37659																		
37949																		
38740																		
39327								81841	3353		0	0	6036		0	35842	36610	
39756								79167	10815		0	0	2332		0	7617	58403	
40033																		
40499								41079	12896		0	0	8725		0	950	18508	
40855																		
41245																		
41553																		
41629																		
41825								14143	1		0	0	1426		0	4278	8438	
41937																		
41955																		
42037																		
42354																		
42372								19931	0		0	0	1336		0	2849	15746	
42420								114524	40901		0	0	60051		0	5221	8351	
42448								30578	584		0	0	6481		0	451	23062	
42457																		
43052																		
43351																		
43856																		
43959																		
44040								11040	0		0	0	1692		0	2843	6505	
44433								11283	0		0	0	659		0	2961	7663	
44741								27125	1		0	0	2534		0	1528	23062	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								8929	1709		0	0	3008		0	3952	260	
45560								36890	17186		0	0	3261		0	9987	6456	
45775																		
46053																		
46941																		
47247								18634	9		0	0	1684		0	16941	0	
47256																		
47452																		
47500								8526	2472		0	0	605		0	3312	2137	
48057																		
48150																		
48374								15072	5255		0	0	5830		0	652	3335	
48440																		
49054																		
49148																		
49241								13617	342		0	0	4587		0	802	7886	
49652																		
49858																		
49951																		
50144																		
50461																		
50872																		
51253								37325	241		0	0	2426		0	34658	0	
51356																		
51459																		
51842								7260	3		0	0	2073		0	2005	3179	
52719								2926034	0		0	584	0		1152194	0	1773256	
52951																		
53033								388867	34588		0	0	7665		41197	7422	297995	
53051																		
53752																		
54049																		
54058								10220	6726		0	0	727		0	2767	0	
54441																		
54656								17962	0		0	0	3980		0	9310	4672	
54973								165658	51670		0	0	71329		0	6345	36314	
55336								17665	3153		0	0	5746		0	1465	7301	
55635																		
55653																		
55970								39138	1317		0	0	1863		0	3422	32536	
56258																		
56351								88050	14409		0	0	21060		0	8341	44240	
56548								14672	1675		0	0	734		0	9447	2816	
56557								89623	42414		0	6187	4538		0	10365	26119	
56717								14654	9150		0	0	1936		0	553	3015	
57040																		
57228								10964	1755		0	0	1470		373	0	7366	
57451								14886	99		0	0	2271		245	8194	4077	
58177																		
58207																		
58225																		
58243								125819	40493		0	1193	13877		0	9130	61126	
58355																		
58551																		
58636																		
58757																		
58971								235104	77647		0	0	17264		0	896	139297	
59316								16403	7488		0	0	7901		0	801	213	
59352								24342	2320		0	0	2981		0	18301	740	
59370								28709	1651		0	0	1187		2636	1741	21494	
59754																		
60143	5772655	1491241	0	242452	0	2948	4036014	5555974	1083156	25771			408085	2948			4036014	
60330								34120	19		0	0	6599		0	1179	26323	
60545																		
60554																		
60648																		
61122								72961	14179		0	0	5070		0	5787	47925	
61355								11918	6254		0	0	3298		0	2104	262	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								10601	3		0	0	3385		0	3865	3348	
63050																		
63069	2547140	393658	2663	76500	109866	41324	1923129	2547140	288144	79163			105514	151190			1923129	
63201																		
63573								9429	2061		0	0	353		0	4868	2147	
63733								36491	840		0	0	6820		0	28831	0	
63742																		
63751																		
64150																		
64543								17603	0		0	0	3661		0	10548	3394	
64552																		
64730																		
65205								39870	1603		0	0	1500		0	5142	31625	
65241																		
65513	193646	543	0	2581	0	3529	186993	193646	0	2581			543	3529			186993	
65559								31298	2773		0	0	3133		0	697	24695	
65746								53143	0		0	0	4481		0	11468	37194	
65858								191861	5913		0	0	16785		0	758	168405	
66154																		
66275																		
66677																		
67142																		
67151								62674	12264		0	0	1873		245	42927	5365	
67209								21566	7429		0	0	2006		0	11800	331	
67254																		
67656								44697	4157		0	0	2712		0	18781	19047	
67870																		
68448																		
68671																		
68756								35599	7785		0	0	2579		0	2728	22507	
68831																		
68840																		
68859								43709	4841		0	0	2896		0	5538	30434	
69333								34587	10393		0	0	6827		0	10077	7290	
69678								91207	3084		0	0	2129		0	75354	10640	
70058																		
70218																		
70414								13494	0		0	0	1999		0	8343	3152	
70638																		
70955																		
71073																		
71318								36631	6949		0	0	2458		0	10821	16403	
71457								8347	0		0	0	1121		0	2319	4907	
71859																		
72258								93809	0		0	0	1421		0	333	92055	
72351																		
72454																		
72678								5923	4		0	0	1571		0	4348	0	
73116								15826	3880		0	0	1872		0	368	9706	
73152																		
73554																		
73956																		
74056																		
74140								21809	9996		0	0	7277		0	4348	188	
74403								20151	9809		0	0	3242		0	1089	6011	
74449																		
75053								25128	4		0	0	1715		0	2637	20772	
75259								57119	0		0	0	450		0	55868	801	
75446								15915	21		0	0	2247		0	10182	3465	
75455																		
75558								34050	4917		0	0	4195		0	17198	7740	
75633	11620178	1306732	0	1915192	0	27648	8370606	11620178	1008235	1915192			298497	27648			8370606	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								46557	11614		0	0	3726		0	8751	22466	
78157																		
78241																		
78559																		
79042																		
79127																		
79145																		
79257																		
79855																		
80150								16700	1		0	0	1902		13830	0	967	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								19928	10351		0	0	3198		0	534	5845	
83638	127241	15299	0	0	0	16353	95589	127241	11533	0			3766	16353			95589	
83834																		
83852																		
83955																		
84046																		
84541								57088	0		0	0	6649		0	15776	34663	
84804																		
85052																		
85258																		
85454																		
85472								102554	41218		0	0	40161		0	8919	12256	
85931																		
86349																		
86358																		
86554																		
86675								68821	1		0	0	1600		0	7018	60202	
87047																		
87159																		
87177																		
87234								24157	0		0	0	1672		0	8256	14229	
87476																		
87579								14965	0		0	0	1140		1224	11923	678	
88231								53467	6		0	0	2380		0	9463	41618	
88240																		
88259																		
88352																		
88455								11460	2434		0	0	2734		0	946	5346	
88772								27508	0		0	0	1441		0	14982	11085	
88950																		
89032																		
89135																		
89854																		
89957																		
90047																		
90177																		
90328								14889	0		0	0	5351		0	1615	7923	
90337								68034	2		0	0	6627		0	8322	53083	
90579								24602	1945		0	0	2474		0	590	19593	
90645																		
91615																		
91651																		
91754								20781	0		0	0	1025		0	133	19623	
91950																		
92144																		
92676								14002	5054		0	0	1673		0	1029	6246	
92706																		
92902																		
93244																		
93543								8038	0		0	0	1570		5485	389	594	
93619																		
93758																		
94139								32937	4384		0	0	11277		0	7762	9514	
94522								43965	8726		0	0	4286		0	8074	22879	
94755																		
94858																		
95051																		
95659																		
95677																		
96553																		
97055																		
97279																		
97457																		
97804								13544	28		0	0	3499		0	8988	1029	
97943																		
98351																		
98463								70822	6131		0	0	4310		0	20519	39862	
98717																		
99143																		
99255																		
99376								448739	6279		0	0	1986		0	29784	410690	
99442								23645	0		0	0	2334		21067	244	0	
99536								70529	6576		0	0	5495		0	2221	56237	
99853																		
100236																		
100357								9888	6222		0	0	3149		0	41	476	
100562								167649	2736		0	0	30613		0	56832	77468	
100777								40863	2430		0	0	3069		0	15111	20253	
100843								8958	248		0	0	2474		0	6152	84	
101019	370811	16726	0	21425	0	2887	329773	370811	15659	21425			1067	2887			329773	
101037								46235	5145		0	0	10710		0	2207	28173	
101439																		
101671								15147	7		0	18	4037		0	416	10669	
101738																		
101952																		
102155																		
102173																		
102333																		
102342																		
102539																		
102557																		
102874																		
103134																		
