"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	3292	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.lnbparis.com	
1856																																		98	0	0	98	0	30000		0	0	0	0	0	169	0	0			0	0	0	30000	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.washitastatebank.com	
2040																																		0	379	5000	0	0	22500		0	0	116	0	263	388	0	0			0	9000	7500	6000	0	0	0	0	0	0	0	0	true	false				0																					false	false	false	false	false																					http://www.fmnetbank.com	
2161																																		0	140	0	0	0	0		19	60	46	0	15	738	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	69	237	0																	http://www.lamarnational.com	
2376																																		0	1564	193735	0	0	616075		0	0	0	0	1564	58029	3	0	false	0	0	193735	212066	139076	20000	0	19703	0	0	31495	0	51198	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	false	false	false	false	false																					http://www.oritani.com	
2554																																		289	0	660	289	0	660		0	0	0	0	0	154	0	0			0	660	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					www.sbmarietta.com	
2732																																		1112	145	0	0	0	0		0	0	0	0	145	28686	3	0			0	0	0	0	0	0	0	0	0	0	0	0						1112																					false	true	false	true	true	2	238	16	0		Albank															www.albanybank.com	
2750																																		0	0	2500	0	0	2500		0	0	0	0	0	719	1	0			0	2500	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.genoacb.com	
3252																																		0	81	1000	0	0	8400		0	0	0	0	81	1543	1	0			0	1000	2000	4400	1000	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fnbgordon.com	
3458																																		0	0	1000	0	0	1000		0	0	0	0	0	0	0	0			0	1000	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.fbgconline.com	
3720																																		0	844	0	0	0	0		762	0	0	0	82	2160	4	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.bankofclarendon.bank	
3971																																		12142	995	0	12142	0	86821		64	0	931	0	0	0	0	0			0	0	45264	39000	2314	0	0	0	0	243	0	243					0	0																			1	true	true	false	false	false	false																					www.midcountrybank.com	
4156																																		1783	24	4450	1783	0	5700		0	0	24	0	0	0	0	0			0	4450	1000	250	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.kanzabank.com	
4231																																		0	908	0	0	0	0		0	0	0	0	908	51	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fmbanksylvania.com	
5069																																		0	4231	0	0	0	0		0	0	0	0	4231	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																						
5135																																		1042	6	32500	1042	0	33989		0	0	6	0	0	12791	6	0			0	32500	0	0	1489	0	0	0	0	0	0	0						0																					true	true	false	false	false																					http://www.fsbanks.com	
5210																																		15250	287	24000	13272	0	80216	true	63	0	224	0	0	5983	4	0	false	0	0	24000	39216	17000	0	0	0	0	0	0	0	0	false	false	0	0	1044	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	42	251	0																	http://www.acnb.com	
5461																																		0	0	15000	0	0	15000		0	0	0	0	0	300	0	0			0	15000	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.bankbac.com	
5751																																		1230	43	0	1089	0	0		0	0	43	0	0	446	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	141																					true	false	false	false	false						Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																		0	3772	0	0	0	0		2543	0	856	0	373	764	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://www.pineland.bank	
6329																																		0	533	0	0	0	0		190	3	101	0	239	335	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	592	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	true	1	313	19777	0																	http://www.bessemertrust.com	
7045																																		0	226	0	0	0	0	true	0	0	0	0	226	1345	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					http://www.banktpb.com	
7072																																		5744	998	0	3707	1014	17260		0	0	449	0	549	635	0	1595			0	0	8000	9260	0	0	0	0	0	0	0	0					0	1023																			2	true	true	false	false	false	false																					www.wallkill.com	
7456																																		0	54	0	0	0	0		0	0	0	0	54	459	0	0			0	0	0	0	0	0	0	0	0	0	43	0						0																					true	false	false	false	false					www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	326	0	0	0	0		0	0	0	0	326	1743	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					THEFOURCOUNTYBANK.COM	
8033																																		0	514	2000	0	0	20136		38	0	34	0	442	878	0	0			0	2000	6000	10136	2000	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	1064	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.perrytonbank.com	
8631																																		0	95	0	0	0	0		0	0	95	0	0	107	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.pcbsm.com	
9357																																		26747	0	65600	26747	0	65600		0	0	0	0	0	4	0	0	true	0	0	65600	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.fidelitybankmn.com	
9553																																		0	0	1745	0	0	42754		0	0	0	0	0	100	0	0			0	1745	2805	5103	33093	15310	0	0	8	0	0	8						0																					true	false	false	false	false																					http://www.adamscountybank.net	
9807																																		0	32067	0	0	0	0		23311	0	7242	1514	0	2357	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.amboybank.com	
9955																																		0	4	5988	0	0	17280		0	0	4	0	0	1435	1	0			0	5988	7121	3171	1000	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.fusion.bank	
10250																																		0	0	0	0	0	0		0	0	0	0	0	1166	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.thebankofelkriver.com	
10849																																		694	7177	0	694	0	0		5662	1515	0	0	0	1332	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					https://www.firststatebk.com	
11145																																		450	520	3512	450	0	20013		0	0	6	0	514	2459	1	0	false	0	0	3512	4139	2979	9383	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	12871	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					http://www.fnbclarksdale.com	
11837																																		0	620	2500	0	0	2608		620	0	0	0	0	658	1	0			108	2500	0	0	0	0	108	0	0	0	0	108					0	0																					false	false	false	false	false																					www.farmbk.com	
12030																																		0	2739	0	0	0	0	true	0	1856	305	0	578	2402	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fnbalma.com	
12142																																		0	0	0	0	0	0		0	0	0	0	0	130	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.clevelandstatebank.com	
12179																																		0	0	0	0	0	0		0	0	0	0	0	352	0	0			0	0	0	0	0	0	0	0	0	0	0	0					61	0																					false	false	false	false	false																					www.amsavingsbank.com	
12311																																		2508509	28217	1625012	1943840	227688	7522728		2104	790	21886	0	3437	136232	5	238135	true	0	2188170	1625012	2435	2495	1041	0	2487858	1823036	1565266	15585	0	331753	true	true	0	0	0	336981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	4174	62144	0																	www.Huntington.com	
12647																																		1004	448	0	0	140	0		386	0	62	0	0	7007	2	140	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false						Hancock Community Bank		Saratoga Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	53	0	0	0	0	true	0	0	53	0	0	378	1	0			0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																					false	false	false	false	false																					http://www.mybankathome.com	
12937																																		0	0	0	0	0	0		0	0	0	0	0	12454	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.oakbank.com	
12946																																		17746	830	30218	16400	0	31418		664	0	86	0	80	5954	5	0	true	0	0	30218	373	679	148	0	0	0	0	0	0	0	true	false	0	0	2621	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	76	1061	0																	www.myfarmers.bank	
13103																																		13983	1295	107200	7407	0	133329		0	0	0	0	1295	5357	2	0	false	0	0	107200	25035	183	911	0	0	0	0	0	0	0	false	false	0	0	0	6576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	117	736	0																	www.bristolcountysavings.com	
13251																																		0	159	0	0	0	0		0	109	50	0	0	26	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	52	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.bankoflewellen.com	
14052																																		150	158	0	0	150	0		0	0	0	0	158	91	0	150			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.lcbwi.com	
14155																																		0	227	0	0	0	5000	true	0	0	0	0	227	557	0	0			0	0	2000	3000	0	0	0	0	0	0	1188	0						0																					true	false	false	false	false																					http://www.fandcbank.com	
14650																																		90	100	0	90	0	0		0	0	0	0	100	25	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	1462	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.fsbbucklin.com	
14865																																		210	1872	0	0	0	0		0	1872	0	0	0	1307	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	210																					true	false	false	false	false						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	2425	0	0	2425		0	0	0	0	0	2011	2	0	false	0	0	2425	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://firstfedlfd.com	
16551																																		4270	317	0	2433	1442	0		28	0	159	0	130	0	0	1442			0	0	0	0	0	0	0	0	0	0	0	0					0	395																					true	false	false	false	false					www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																		265	0	0	0	265	0		0	0	0	0	0	699	1	265			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.esbanc.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	6022	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://www.haverfordquality.com	
17147																																		475297	9071	189329	444907	2686	469261		1926	0	644	20	6481	9436	4	2686	true	0	0	189329	175100	70000	34832	0	0	0	0	0	0	0	true	false	0	0		27704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	365	5100	0		Lafayette Bank & Trust, A Division of First Merchants Bank		First Merchants Private Wealth Advisors, A Division of First Merchants													http://www.firstmerchants.com	
17259																																		0	51	0	0	0	0		0	0	51	0	0	864	1	0			0	0	0	0	0	0	0	0	0	0	5941	0					0	0																					true	false	false	false	false						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		3792	218	0	2531	0	0		0	0	0	0	218	383	0	0			0	0	0	0	0	0	0	0	0	0	0	0						1261																					true	false	false	false	false					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com		www.bankofbridger.com	
17978																																		0	2072	1078	0	0	2527		1021	0	518	0	533	669	1	0			0	1078	1217	232	0	0	0	0	0	0	0	0					0	0																			2	true	false	false	false	false	false																					www.elizfed.com	
18050																																		0	0	20005	0	0	20005		0	0	0	0	0	3795	3	0			0	20005	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.fnbbastrop.com	
18135																																		0	0	3000	0	0	3000		0	0	0	0	0	1595	2	0	true	1151	0	3000	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.banksouthcentral.com	
18827																																		12349	310	47700	9122	0	67700		0	0	52	0	258	23407	4	0	true	0	0	47700	20000	0	0	0	0	0	0	0	0	0	true	false	0	0		3227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	169	2418	0																	http://www.nextierbank.com	
18836																																		0	1620	0	0	0	2985		440	0	574	0	606	440	0	0			0	0	155	0	2830	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.caponvalleybank.com	
18854																																		1087	150	0	0	0	0		0	0	50	0	100	14038	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					www.bank7.com	
19356																																		814	0	0	762	0	0		0	0	0	0	0	60	0	0			0	0	0	0	0	0	0	0	0	0	0	0						52																					true	false	false	false	false																					https://www.sbtmiami.com	
19936																																		0	148	99	0	0	7810		36	0	0	0	112	1287	0	0			0	99	6199	1198	314	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	786	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																						
20053																																		0	4	0	0	0	0		0	0	4	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.securityonlinebank.com	
20633																																		0	11199	0	0	0	9452		0	0	1640	8579	980	2885	2	0			0	0	5000	2250	2202	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.mcnbbanks.com	
20857																																		142	0	10300	142	0	13708		0	0	0	0	0	68	0	0			0	10512	653	422	2121	2783	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.granitefallsbank.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	268	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.statebankofburrtononline.com	
21359																																		218	0	0	0	0	58		0	0	0	0	0	0	0	0			24	0	0	0	0	0	24	31	3	0	0	0						218																					false	false	false	false	false																					http://www.asbgrygla.com	
21658																																		0	100	0	0	0	701		0	0	0	0	100	524	0	0	true	0	0	0	0	0	701	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false					www.allfarmideas.com																www.alliancebank.us	
22048																																		0	492	4782	0	0	7281		0	0	347	0	145	10543	4	0			0	4782	1000	188	1311	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.unionbnk.com	
22543																																		0	0	8100	0	0	8100		0	0	0	0	0	2494	1	0	true	0	0	8100	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	true	false	false	false																					www.ssbankmi.com	
22552																																		0	0	0	0	0	4000		0	0	0	0	0	1988	1	0	true		0	0	2000	2000	0	0	0	0	0	0	12285	0	true	false				0																					false	false	false	false	false																					https://www.firstsoutheastbank.com	
22730																																		0	0	900	0	0	1320		0	0	0	0	0	2547	1	0			0	900	0	0	420	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.westunionbank.com	
22936																																		0	1390	0	0	0	0		1180	0	0	0	210	4599	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					http://www.fmbnk.com	
23456																																		0	167	0	0	0	242		0	0	24	0	143	221	0	0			0	0	0	0	0	0	0	0	242	0	0	0						0																					true	false	false	false	false																					www.fnbhenning.com	
23504																																		110816	175	300000	105950	1295	300863		0	0	0	0	175	28267	5	1530	true	0	0	300000	863	0	0	0	0	0	0	0	0	0	true	false	0	0		3571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	263	4122	0																	http://www.bnbbank.com	
23643																																		0	508	0	0	0	23655		11	0	36	0	461	487	0	0			23655	0	0	0	0	0	23655	0	0	0	0	23655						0																					false	false	false	false	false																					http://www.commercial-bank.net	
