"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	58	51															17	670	7	839	1	318	4	93	0	0	1	248	false	true	
242	92	84													67	96	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			41	1851	26	3050	18	7657	63	1248	9	1151	3	748	10	33													true	false	
354			1	43	0	0	0	0	12	149	0	0	0	0			10	418	3	285	0	0	39	498	0	0	0	0	false	false	
457			13	502	12	1475	4	1327	48	1115	13	1135	11	4531			16	605	11	1514	6	1413	45	1044	11	1200	12	3341	false	false	
505			11	581	34	4488	35	15883	196	4782	38	3690	21	8139															false	false	
1155			43	1644	40	4920	40	11898	191	4315	45	4908	37	10287			15	684	14	1543	10	2862	54	1631	13	1792	6	1430	false	false	
1351			137	3241	22	2927	19	6148	205	3301	34	3696	10	3260			63	2221	25	3380	9	2554	137	2344	12	1437	0	0	false	false	
1454			38	1684	64	6872	52	17782	465	7968	61	5511	32	8360			5	198	6	897	6	2112	52	1269	8	685	4	469	false	false	
1557	6	116															12	527	8	887	8	1850	206	4701	52	7181	18	4762	false	true	
1669			74	2127	22	2631	13	4170	161	3117	9	957	11	2493			1	12	1	17	0	0	139	2240	1	151	1	500	false	false	
1829			72	3152	63	8472	80	31485	83	3030	22	2424	21	5957															false	false	
1856			9	274	2	155	2	422	14	442	59	5320	7	1690			4	186	2	296	3	1015	23	428	1	186	1	75	false	false	
2040			29	1594	32	3973	37	12831	80	2304	15	1480	28	10702			4	166	5	954	3	606	14	284	0	0	0	0	false	false	
2161			34	1139	5	634	2	394	214	3838	45	4732	12	3395			2	24	0	0	0	0	70	1700	14	1748	6	1194	false	false	
2376			7	323	32	6975	227	75592	14	515	2	189	2	455															false	false	
2554	4	40													20	42													true	true	
2732			11	539	45	6529	73	34492	34	1158	14	1841	21	6521			0	0	1	132	0	0	0	0	0	0	0	0	false	false	
2750			16	644	4	553	0	0	26	564	4	572	3	733			7	284	4	402	5	1588	27	706	14	1678	18	3386	false	false	
3177			74	2655	88	10522	119	46693	74	1480	28	2893	23	4847															false	false	
3252			24	1114	13	1508	7	2195	205	6283	25	2951	7	1588			38	2464	31	4142	29	8252	733	26985	58	7493	22	5507	false	false	
3458			11	321	6	733	4	1720	50	1219	7	743	7	1395			29	949	16	2196	9	2645	87	1607	2	239	2	787	false	false	
3720			66	2437	58	7030	76	24057	233	4563	35	3731	20	3591			57	2106	26	2856	1410	1806	40	928	19	1287	17	2688	false	false	
3971			13	398	26	2854	36	15808	45	643	15	1092	19	5282			20	907	34	3962	26	6557	65	1421	27	2846	24	5777	false	false	
4156			45	1671	25	2938	20	9140	185	3224	20	2178	20	6317			94	3984	60	7640	14	3933	255	5634	29	3406	8	1991	false	false	
4231			153	5158	32	4522	16	6613	56	1178	6	510	2	1002			141	3452	23	2211	6	2156	24	301	1	114	0	0	false	false	
4437			53	1923	29	3426	58	21922	97	2184	30	2787	17	5283			3	153	4	329	3	981	3	55	0	0	2	497	false	false	
4839			77	3909	92	15501	97	48831	114	1221	10	1751	6	2050															false	false	
5069			3	109	4	734	27	15740	1	83	1	0	2	940															false	false	
5135			112	4100	57	7075	43	15037	332	5896	33	3207	17	4756			187	6751	92	11485	52	14652	282	7227	68	7069	44	8596	false	false	
5210			101	4141	160	19993	185	73544	233	5827	53	6221	43	13223			30	1169	26	3177	21	7137	28	592	4	426	1	186	false	false	
