"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	924	30	3	0	940	49	0			0	0	
242	190	0	1	0	189	0	0			0	0	
279	719	17	6	0	700	4	0			0	0	
354	186	0	2	0	184	0	0			0	0	
457	455	15	9	0	435	4	0			0	0	
505	4295	30	5	0	4275	15	0			0	0	
1155	2469	0	6	0	2469	6	0			0	0	
1351	1383	45	21	0	1382	65	0	0	0	0	0	
1454	2959	60	7	0	2934	42	0			0	0	
1557	264	91	0	0	176	3	0	0	0	0	0	
1669	2825	30	7	0	2842	54	0			0	0	
1829	3348	100	0	0	3321	73	0			0	0	
1856	1066	0	0	0	1066	0	0			0	0	
2040	4302	60	4	0	4256	18	0			0	0	
2161	765	0	6	0	762	3	0			0	0	
2376	31219	270	1013	0	30391	455	0			0	0	
2554	150	3	2	0	145	0	0			0	0	
2732	4106	200	74	0	5195	1363	0			0	0	
2750	862	-45	0	0	907	0	0			0	0	
3177	3642	88	1	0	3781	228	0			0	0	
3252	2086	225	85	0	1890	114	0			0	0	
3458	392	0	2	0	390	0	0			0	0	
3720	1626	18	2	0	1607	1	0			0	0	
3971	12616	-26	339	0	13215	912	0			0	0	
4156	1837	0	47	0	1794	4	0			0	0	
4231	746	0	3	0	846	103	0			0	0	
4437	1964	-65	200	0	2151	322	0			0	0	
4839	5327	525	0	0	4969	167	0			0	0	
5069	13180	0	0	0	13180	0	0			0	0	
5135	3989	75	7	0	4015	108	0			0	0	
5210	16159	150	10	0	16091	92	0			0	0	
5461	5641	150	2	0	6267	778	0			0	0	
5751	1120	61	14	0	1054	9	0			0	0	
6039	1350	30	2	0	1327	9	0			0	0	
6141	449	15	10	0	459	35	0			0	0	
6329	7185	1115	162	0	7368	1460	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1102	60	26	0	1063	47	0			0	0	
7072	1580	60	9	0	1533	22	0			0	0	
7157	188	0	5	0	186	3	0			0	0	
7456	521	0	0	0	521	0	0	0	0	0	0	
7634	1060	45	8	0	1013	6	0			0	0	
8033	1034	0	39	0	1016	21	0			0	0	
8462	559	0	2	0	561	4	0			0	0	
8631	447	0	0	0	448	1	0			0	0	
9357	4260	0	551	0	3709	0	0			0	0	
9553	850	0	1	0	849	0	0			0	0	
9807	59028	0	343	0	58809	124	0			0	0	
9955	1389	0	2	0	1393	6	0			0	0	
10250	6550	0	105	0	7057	612	0			0	0	
10849	2057	0	13	0	2044	0	0			0	0	
11145	1741	6	2	0	1850	117	0			0	0	
11275	16829	500	344	0	17670	1685	0			0	0	
11640	2700	150	15	0	2556	21	0			0	0	
11837	1140	0	2	0	1138	0	0			0	0	
12030	9131	750	659	0	8995	1273	0			0	0	
12142	1451	30	25	0	1453	57	0			0	0	
12179	305	-2	0	0	307	0	0			0	0	
12245	1463	0	0	0	1464	1	0			0	0	
12311	629518	28638	30003	1127	645014	73010	0			0	1636	
12647	966	15	0	0	953	2	0			0	0	
12656	265	7	1	0	257	0	0			0	0	
12937	1805	60	0	0	1945	200	0			0	0	
12946	12435	619	168	0	11778	130	0			0	0	
12955	1203	-222	233	0	1192	0	0			0	0	
13103	11274	277	48	0	11080	131	0			0	0	
13251	454	15	11	0	478	50	0			0	0	
13457	181	0	0	0	180	0	1			0	0	
14052	793	240	12	0	577	36	0	0	0	0	0	
14155	1793	75	4	0	1743	29	0			0	0	
14650	350	22	4	0	357	33	0			0	0	
14753	423	5	0	0	422	4	0			0	0	
14865	3855	240	69	0	3600	54	0			0	0	
14977	325	0	0	0	325	0	0			0	0	
16458	2510	45	13	0	2484	32	0			0	0	
16551	2279	0	8	0	2274	3	0			0	0	
16748	514	0	2	0	512	0	0			0	0	
16944	202	0	2	0	202	2	0			0	0	
16953	72	6	2	0	76	12	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	69583	0	3600	0	67870	1887	0			0	443	
17259	255	0	4	0	256	5	0			0	0	
17464	21722	0	2146	0	20857	1281	0			0	0	
17950	2969	90	1	0	3002	124	0			0	0	
17978	2485	0	100	0	2385	0	0			0	0	
18050	3669	0	21	0	3673	25	0			0	0	
18135	1140	75	17	0	1156	108	0			0	0	
18377	182	0	0	0	341	159	0			0	0	
18827	4059	60	6	0	4072	79	0			0	0	
18836	2060	5	52	0	2116	113	0			0	0	
18854	4023	300	7	0	3717	1	0			0	0	
19356	879	0	6	0	874	1	0			0	0	
19730	41897	742	368	0	40895	108	0			0	0	
19936	3028	90	7	0	3117	186	0			0	0	
19972	327	0	0	0	400	73	0	0	0	0	0	
20053	946	30	2	0	915	1	0			0	0	
20512	577	0	5	0	572	0	0			0	0	
20633	3151	150	3	0	3162	164	0			0	0	
20857	443	0	0	0	443	0	0			0	0	
21256	147	0	0	0	147	0	0			0	0	
21359	182	0	0	0	182	0	0			0	0	
21630	601	30	1	0	581	11	0			0	0	
21658	1716	5	4	0	1711	4	0			0	0	
22048	2462	0	53	0	2411	2	0			0	0	
22543	628	-112	3	0	743	6	0			0	0	
22552	1005	4	4	0	1025	28	0			0	0	
22730	753	45	4	0	742	38	0			0	0	
22936	2903	0	35	0	2878	10	0			0	0	
23045	177	0	0	0	177	0	0			0	0	
23456	900	0	0	0	901	1	0			0	0	
23504	16369	700	20	0	16001	352	0			0	0	
23643	1773	60	61	0	1776	124	0			0	0	
23755	1687	0	5	0	1713	31	0			0	0	
24006	4741	336	9	0	4407	11	0			0	0	
24378	239	15	3	0	304	83	0	0	0	0	0	
24453	1577	101	1	0	1475	0	0			0	20	
24659	341	0	1	0	460	120	0			0	0	
24668	3282	746	12	0	2531	7	0			0	0	
24855	29	0	0	0	29	0	0			0	0	
24949	11032	0	87	0	11566	621	0			0	0	
25357	1537	8	1	0	1532	4	0			0	0	
25647	1238	0	0	0	1238	0	0			0	0	
26176	10091	-1082	1240	0	10146	213	0			0	0	
26242	2567	0	61	0	2572	73	7			0	0	
26457	193	3	0	0	190	0	0			0	0	
26765	3801	0	72	0	4049	320	0			0	0	
27070	800	7	0	0	800	7	0			0	0	
27548	4741	511	96	0	4894	760	0			0	0	
27614	1570	0	26	0	1608	64	0			0	0	
27847	6119	151	20	0	6157	209	0			0	0	
28013	26565	417	262	0	26037	151	0			0	588	
28152	1185	80	1	0	1149	45	0			0	0	
28255	2033	85	37	0	1932	21	0			0	0	
28349	2855	0	80	0	2855	80	0			0	0	
28406	10347	714	0	0	9671	38	0			0	0	
28572	1247	30	2	0	1245	30	0	0	0	0	0	
28675	721	-40	0	0	761	0	0			0	0	
28732	1116	0	0	0	1116	0	0			0	0	
29104	10633	625	11	0	10333	336	0			0	0	
29476	530	21	27	0	515	33	0			0	0	
29636	8362	362	42	0	8077	119	0			0	0	
29878	19291	19	0	0	19448	176	0			0	0	
29953	1066	0	2	0	1064	0	0			0	0	
30052	245	5	0	0	240	0	0			0	0	
30418	102	17	0	0	96	11	0			0	0	
30502	11442	405	46	0	11190	199	0			0	0	
30650	1465	0	7	0	1495	37	0			0	0	
30810	1572518	270321	117367	0	1631199	446369	0	0	139695	0	28387	
30874	11436	0	12	0	11529	105	0			0	0	
31134	845	70	9	0	820	54	0			0	0	
31255	3437	-750	995	0	3209	17	0			0	0	
31657	585	23	2	0	563	3	0			0	0	
31826	3004	75	13	0	2956	40	0			0	0	
31835	1594	45	31	0	1559	41	0			0	0	
32234	267	0	0	0	267	0	0			0	0	
32766	268	9	0	0	261	2	0			0	0	
32971	2190	-56	297	0	2203	254	0			0	0	
33147	4914	150	44	0	5032	312	0			0	0	
33259	7536	45	72	0	7940	521	0			0	0	
33268	810	186	0	0	629	5	0			0	0	
33370	174	0	0	0	174	0	0			0	0	
33839	92	0	0	0	92	0	0			0	0	
33857	2151	105	11	0	2035	0	0			0	0	
34153	10392	-583	1516	0	9707	248	0			0	0	
34359	335	1	5	0	329	0	0	0	0	0	0	
34425	2950	165	8	0	2926	149	0			0	0	
34434	2024	45	8	0	1984	13	0			0	0	
34452	618	27	0	0	609	18	0			0	0	
34537	19472	-735	503	0	20068	364	0			0	0	
34555	1661	45	3	0	1642	29	0			0	0	
34742	2463	45	1	0	2440	23	0			0	0	
34836	425	0	2	0	423	0	0			0	0	
35057	1359	5	5	0	1365	16	0			0	0	
35301	30017	2139	0	0	27878	0	0			0	0	
35570	180706	9000	874	0	173928	3096	0			0	0	
35646	199	0	1	0	198	0	0			0	0	
35842	4169	297	36	0	4013	177	0			0	0	
35879	829	15	0	0	814	0	0			0	0	
36456	982	0	1	0	981	0	0			0	0	
36933	890	0	111	0	937	158	0			0	0	
37051	839	20	1	0	819	1	0			0	0	
37341	467	25	0	0	477	35	0			0	0	
37435	12644	0	156	0	13272	784	0			0	0	
37640	15484	350	823	0	14584	273	0			0	7	
37659	396	0	3	0	398	5	0			0	0	
37743	828	30	4	0	796	2	0			0	0	
37949	2403	30	3	0	2370	0	0			0	0	
38740	1050	0	6	0	1046	2	0			0	0	
39327	987	123	6	0	908	50	0			0	0	
39420	17497	900	90	0	17505	998	0			0	0	
39475	13551	796	639	0	12496	380	0			0	2614	
39756	4925	75	19	0	4863	32	0			0	0	
40033	457	0	3	0	475	21	0			0	0	
40350	259	0	0	0	259	0	0			0	0	
40499	13635	522	158	0	14529	1574	0			0	0	
40707	1654	150	4	0	1599	99	0			0	0	
40855	723	0	3	0	720	0	0			0	0	
41245	554	0	25	0	544	15	0			0	0	
41553	743	0	36	0	724	17	0			0	0	
41629	2355	158	63	0	2240	106	0			0	0	
41825	1506	-262	0	0	1771	3	0			0	0	
41937	403	0	1	0	403	1	0			0	0	
41955	303	0	1	0	302	0	0			0	0	
42037	562	0	5	0	557	0	0			0	0	
42055	793	8	13	0	772	0	0			0	0	
42354	935	3	4	0	929	1	0			0	0	
42372	2355	-3	3	0	2360	5	0			0	0	
42420	54506	3231	708	0	54225	3658	0			0	0	
42448	11027	360	232	0	10928	493	0			0	0	
42457	353	0	0	0	353	0	0			0	0	
42671	8092	-1578	410	0	9448	188	0			0	0	
43052	2083	0	40	0	2056	13	0			0	0	
43351	376	48	0	0	328	0	0			0	0	
43454	148	1	0	0	147	0	0			0	0	
43744	4221	0	33	0	4271	83	0	0	0	0	0	
43856	228	0	0	0	228	0	0			0	0	
43959	763	67	2	0	695	1	0			0	0	
44040	3283	150	15	0	3162	44	0			0	0	
44433	4933	0	63	0	5142	272	0			0	0	
44741	3547	0	32	0	3631	116	0			0	0	
44750	1635	90	1	0	1582	38	0			0	0	
44929	725	0	15	0	729	19	0			0	0	
45038	1821	132	0	0	1689	0	0			0	0	
45047	1772	24	0	0	1752	4	0			0	0	
45056	484	0	0	0	484	0	0			0	0	
45430	981	30	5	0	970	24	0			0	0	
45458	141	32	1	0	109	1	0			0	0	
45551	7231	304	18	0	6989	80	0			0	0	
45560	7339	180	70	0	7413	324	0			0	0	
45775	961	0	0	0	1017	56	0			0	0	
46053	2069	1	167	0	2086	185	0			0	0	
46941	1153	25	13	0	1117	2	0			0	0	
47153	220	0	1	0	221	2	0			0	0	
47247	3704	346	25	0	4441	1108	0			0	0	
47256	251	3	0	0	248	0	0			0	0	
47452	654	0	1	0	653	0	0			0	0	
47500	3098	119	44	0	3032	97	0			0	0	
48057	655	305	5	0	860	515	0	0	0	0	0	
48150	172	0	0	0	172	0	0			0	0	
48374	8223	234	84	0	8375	470	0			0	0	
48440	1125	50	3	0	1073	1	0			0	0	
49054	3323	-250	74	0	3754	255	0			0	0	
49148	654	6	2	0	647	1	0			0	0	
49241	4628	0	142	0	5053	167	-400			0	0	
49344	316	0	1	0	315	0	0			0	0	
49643	199	0	0	0	207	8	0			0	0	
49652	2142	0	2	0	2140	0	0			0	0	
49821	10068	600	251	0	11527	2310	0			0	0	
49858	616	0	43	0	573	0	0			0	0	
49951	544	0	0	0	544	0	0			0	0	
50144	489	30	8	0	476	25	0	0	0	0	0	
50461	3456	0	164	0	3292	0	0			0	0	
50546	307	15	12	0	292	12	0			0	0	
50854	612	15	10	0	608	21	0			0	0	
50872	1671	0	3	0	1668	0	0			0	0	
50957	2291	130	12	0	2181	32	0			0	0	
51253	4835	425	119	0	4752	461	0			0	0	
51356	259	0	0	0	268	9	0			0	0	
51459	1543	-4	4	0	1553	10	0			0	0	
