"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
23755				0	0	0	0	0	0				50	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1476	0	0	1335	
24378				0	0	0	0	0	0				0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453				0	0	0	0	0	0				0	0	0	414	144	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659				0	0	0	0	0	0	0	0	0	53	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949				0	0	53	0	0	0	0	0	0	0	0	0	0	0	22	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357				0	0	0	0	0	0	0	0	0	188	21	36	64	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457				0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070				0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27614				0	0	0	0	0	0	0	0	0	0	0	0	18	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847				0	0	1	0	0	0	0	0	0	94	0	11	95	0	52	0	0	71	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	279	0	0	0	0	0	0	0	0	0	0	2167	9461	0	1107	4036	0	
28152				0	0	1	0	0	0	0	0	0	16	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
28675				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732				0	0	0	0	0	0				6	0	10	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636	0	0	0	0	0	0	0	0	0	0	0	0	48	0	68	171	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	22	1	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30650				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	213	47	40	284	40	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657				0	0	0	0	0	0	0	0	0	9	0	0	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826				0	0	0	0	0	0				127	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835				0	0	0	0	0	0	0	0	0	39	10	73	23	29	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234				0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32766				0	0	0	0	0	0				10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971				0	0	0	0	0	0				12	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33147				0	0	0	0	0	0	0	0	0	84	0	120	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259				0	0	918	0	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33268				0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839				0	0	0	0	0	0	0	0	0	47	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857	0	0	0	0	0	0	0	0	0	0	0	0	81	0	97	158	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34425	0	0	0	0	0	119	0	0	0	0	0	0	50	0	79	229	0	208	0	0	0	0	0	0	0	0	0	0	0	0	74	180	0	46	155	0	
34434				0	0	0	0	0	0	0	0	0	136	46	67	19	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34537	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	659	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108	0	0	2912	
34555				0	0	0	0	0	0	0	0	0	108	25	54	27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742				0	0	0	0	0	0	0	0	0	23	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35057				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301							0	0	0																												
35570	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	4086	0	206	0	0	5843	0	0	0	0	0	0	0	0	132	181	0	1908	48	0	314	
35646				0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879				0	0	0	0	0	0				0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36456				0	0	0	0	0	0	0	0	0	31	0	11	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933				0	0	0	0	0	0				92	0	3	26	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341				0	0	0	0	0	0	0	0	0	14	0	3	39	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435	0	0	0	0	0	327	0	0	327	0	0	0	67	0	12	252	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	111	
37640	0	0	0	0	0	0	0	0	0	0	0	0	95	0	13	25	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659				0	0	0	0	0	0	0	0	0	48	8	0	30	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38740				0	0	0	0	0	0				13	18	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39327				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033				0	0	0	0	0	0				45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40499	0	0	0	0	0	0	0	0	0	0	0	0	2179	0	251	78	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	4851	0	0	1528	
40855				0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41245				0	0	0	0	0	0	0	0	0	28	0	6	14	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553				0	0	0	0	0	0	0	0	0	8	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629				0	0	0	0	0	0				924	298	0	65	5	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41937				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955				0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037				0	0	0	0	0	0	0	0	0	0	0	0	152	36	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354				0	0	0	0	0	0	0	0	0	65	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372				0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42420	0	0	0	0	0	97	0	0	0	0	0	0	2468	177	210	962	365	62	0	0	3129	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	
42448	0	0	0	0	0	0	0	0	0	0	0	0	429	0	160	181	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052				0	0	0	0	0	0				4	0	10	6	0	15	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351				0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43959				0	0	0	0	0	0				0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0							
44040				0	0	0	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	1052	0	2848	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741				0	0	0	0	0	0	0	0	0	364	21	13	179	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750				0	0	0	0	0	0				49	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44929				0	0	0	0	0	0				16	12	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038				0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45047				0	0	0	0	0	0	0	0	0	111	0	6	125	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056				0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430				0	0	0	0	0	0				51	0	39	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458				0	0	0	0	0	0	0	0	0	4	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45551				0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45560	0	0	0	25	0	3	0	0	0	0	0	0	33	0	0	25	0	192	0	0	59	0	0	0	0	0	0	25	0	3	0	0	0	0	0	0	
45775				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053				0	0	0	0	0	0				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941				0	0	0	0	0	0				10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
