"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	0	0	10	0			0	0	5	0	0	0											0	0	0	0			0	0	5	0	0	0			0	1	0	0	0	0	0	0				2	2	3	2	
242	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
279	0	0	0	0	0	0	0	0	26	11			0	0	172	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	162	0				0	0	10	15	
354	0	0	0	0	0	0	0	0	6	0			0	1	2	0	0	0						0				0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	3	2	0	
457	0	0	0	0	0	0	0	0	18	0			0	0	140	100	0	5						5				0	0	0	0	0			0	0	0	0	6	2			0	0	0	0	16	0	0	0				0	2	11	16	
505	0	0	0	0	0	0	0	0	231	202		0	0	0	225	92	0	3		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	80	48			0	0	0	0	0	0	0	8	0	0		2	15	0	6	
1155	0	0	0	0	0	0	0	0	9	1			0	1	112	0	0	5											0	0	0	0			13	0	0	0	0	0			0	0	0	0	84	5	0	1				5	0	5	1	
1351	0	0	0	0	0	0	0	0	71	56			0	1	609	531	0	14						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				32	10	32	4	
1454	0	0	0	0	0	0	0	0	11	3		0	0	4	40	8	0	12		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		6	0	14	4	
1557	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				3	0	0	0	
1669	0	0	0	0	0	0	0	0	33	1			0	0	125	0	0	0											0	0	0	0			0	0	14	0	57	0			0	0	0	0	0	0	0	0				28	5	40	13	
1829	0	0	0	0	0	0	0	0	79	0		0	0	0	52	0	0	0		0	0		0	0	0		0	0	0	0	0	0			10	1	0	0	42	0			0	0	0	0	0	77	0	0	0	0		0	1	0	0	
1856	0	0	0	0	0	0	0	0	193	192			0	0	5	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	1	0	0	
2040	0	0	0	0	0	0	0	0	10	4			0	0	21	0	0	0											0	0	0	0			0	0	0	2	0	0			0	0	16	0	0	0	0	2				2	0	3	2	
2161	0	0	0	0	0	0	0	0	5	0			0	2	20	16	0	1						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	2	3	
2376	0	0	0	0	0	0	0	0	36	0		0	0	0	1414	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	86	0			0	2	591	34	290	0	447	0	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0	4	4			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	611	6	0	0	0	0	100	8		0	0	0	1777	343	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	18	0	0	0			0	62	192	6	473	0	158	0	0	0		0	0	0	0	
2750	0	0	0	0	0	0	0	0	7	6			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
3177	0	0	0	0	0	0	0	0	12	0		0	0	0	220	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	12	171	32			0	0	17	0	0	0	0	0	0	0		0	0	0	0	
3252	50	3	0	0	0	0	0	0	217	71			0	1	775	70	0	409						409				1	0	0	0	0			0	0	12	0	1	0			0	0	0	0	0	0	0	28				21	16	224	86	
3458	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	4	0	
3720	0	0	0	0	0	0	0	0	16	15			0	0	1	0	0	0						0				0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
3971	0	0	0	2	31	252	0	0	756	20		0	0	0	2768	15	0	0		0	0		0	0	0		0	0	0	0	178	24			0	0	293	6	826	36			49	6	679	3	160	68	0	0	0	0		0	0	794	82	
4156	0	0	0	0	0	0	0	0	37	0			0	4	47	31	0	0						0				4	0	0	0	0			0	0	2	0	0	0			0	0	0	1	0	13	0	0				0	1	16	16	
4231	0	4	0	0	0	0	0	0	29	0			0	0	575	124	0	0											0	0	0	0			0	0	0	0	0	0			0	0	5	0	415	0	0	0				13	18	18	7	
4437	0	0	0	0	0	0	0	0	64	0			0	0	653	103	0	0											0	0	0	0			0	0	7	0	54	0			0	0	52	53	433	1	0	0				0	0	11	3	
4839	0	0	0	0	0	0	0	0	5	4		0	0	0	160	1	0	0		0	0		0	0	0		0	0	0	0	16	0			0	0	1	0	105	0			0	0	0	0	24	0	0	0	0	0		0	0	14	0	
