"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	959	90	19	0	940	90	0			0	0	
242	190	0	1	0	189	0	0			0	0	
279	736	35	21	0	700	20	0			0	0	
354	191	0	8	0	184	1	0			0	0	
457	488	30	107	0	435	84	0			0	0	
505	4180	90	22	0	4275	207	0			0	0	
1155	2444	1	23	0	2469	49	0			0	0	
1351	1347	135	30	0	1382	200	0	0	0	0	0	
1454	2935	60	57	0	2934	116	0			0	0	
1557	419	251	0	0	176	8	0			0	0	
1669	2825	90	32	0	2842	139	0			0	0	
1829	3452	292	1	0	3321	162	0			0	0	
1856	1040	0	10	0	1066	36	0			0	0	
2040	4587	353	18	0	4256	40	0			0	0	
2161	752	0	15	0	762	25	0			0	0	
2376	31359	440	1016	0	30391	488	0			0	0	
2554	160	10	6	0	145	1	0			0	0	
2732	3242	1200	371	0	5195	3524	0			0	0	
2750	766	-135	2	0	907	8	0			0	0	
3177	3279	263	76	0	3781	841	0			0	0	
3252	2418	725	249	0	1890	446	0			0	0	
3458	396	0	8	0	390	2	0			0	0	
3720	1641	45	15	0	1607	26	0			0	0	
3971	12136	-27	1170	0	13215	2222	0			0	0	
4156	1953	0	174	0	1794	15	0			0	0	
4231	726	121	14	0	846	255	0			0	0	
4437	2079	-67	425	0	2151	430	0			0	0	
4839	5523	1575	91	0	4969	1112	0			0	0	
5069	13180	0	0	0	13180	0	0			0	0	
5135	4075	125	180	0	4014	244	0			0	0	
5210	15421	150	80	0	16091	900	0			0	0	
5461	5757	150	122	0	6266	781	0			0	0	
5751	1492	404	44	0	1054	10	0			0	0	
6039	1286	130	13	0	1327	184	0			0	0	
6141	414	45	30	0	459	120	0			0	0	
6329	6233	2900	584	0	7368	4619	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1025	270	33	0	1063	341	0			0	0	
7072	1547	385	21	0	1533	392	0			0	0	
7157	202	0	19	0	186	3	0			0	0	
7456	521	0	0	0	521	0	0	0	0	0	0	
7634	1116	125	23	0	1013	45	0			0	0	
8033	1025	0	62	0	1016	53	0			0	0	
8462	578	32	9	0	561	24	0			0	0	
8631	442	0	2	0	448	8	0			0	0	
9357	3252	-1000	553	0	3709	10	0			0	0	
9553	951	100	2	0	849	0	0			0	0	
9807	60254	0	1638	0	58809	193	0			0	0	
9955	1481	91	4	0	1393	7	0			0	0	
10250	5115	-800	313	0	7057	1455	0			0	0	
10849	1541	0	173	0	2044	676	0			0	0	
11145	1763	283	31	0	1850	401	0			0	0	
11275	15979	1010	1558	0	17670	4259	0			0	0	
11640	2745	200	49	0	2556	60	0			0	0	
11837	1138	0	4	0	1138	4	0			0	0	
12030	8354	2250	1610	0	8995	4501	0			0	0	
12142	1471	90	318	0	1453	390	0			0	0	
12179	318	12	48	0	307	49	0			0	0	
12245	141	141	0	0	1464	0	-1464			0	0	
12311	628906	86693	88675	1127	645014	190349	0			0	3216	
12647	1000	45	4	0	953	2	0			0	0	
12656	289	22	24	0	257	14	0			0	0	
12937	1912	180	1	0	1945	214	0			0	0	
12946	12900	2456	1001	0	11778	2335	0			0	0	
12955	1229	-172	237	0	1192	28	0			0	0	
13103	11567	688	142	0	11081	344	0			0	0	
13251	489	60	29	0	478	78	0			0	0	
13457	182	0	1	0	180	0	1			0	0	
14052	469	284	44	0	577	436	0	0	0	0	0	
14155	1841	150	26	0	1743	78	0			0	0	
14650	397	68	37	0	357	65	0			0	0	
14753	428	9	1	0	422	4	0			0	0	
14865	3376	720	115	0	3600	1059	0			0	0	
14977	355	30	0	0	325	0	0			0	0	
16458	2440	100	37	0	2484	181	0			0	0	
