"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
285759	14097	0	291	45495	0	52885	0	0	12899	0	84509	100	9094		17143	5505	3302	52594	75023	0	292	1668	12899	7437	12410	15920	10873	3769	28239	2592	7737	11081	525	25829	21935	0	0	0	10329	0	false							
285777	4658	0	387	701	0	2884	0	0	0	0	14978	0	130		6798	688	2050	2497	14848	0	0	192	0	0	761	3646	4610	364	4406	0	0	251	0	2583	251	0	0	0	0	0	true							
285852	137737	0	8050	17524	0	30690	0	0	0	0	242614	0	82262		18894	46938	6291	22635	160352	5	0	1481	0	0	6586	8374	11458	2373	14960	10418	8675	10057	0	9897	29149	2519	2515	0	19093	0	true							
285928	26910	0	7322	44520	0	97186	0	0	0	0	138707	0	5509		44118	32196	23054	89864	132947	0	251	10068	0	0	16262	34379	22310	287	49420	588	3669	2106	0	29120	6363	1310	1478	0	4257	0	true							
286251	8008	50	1257	10559	0	14367	0	0	0	0	18905	0	2626		4658	0	0	13060	16279	0	0	0	0	0	902	3469	2609	1025	4371	2627	265	0	0	3347	2892	0	0	0	2892	0	false							
286457	17442	0	3	51429	0	55615	0	0	0	0	62754	0	16		8309	27277	3705	55612	59014	0	3724	789	0	0	3808	7017	3742	410	10697	2226	250	579	0	6670	3056	0	0	0	1654	3724	true							
286840	2723	0	99	8818	0	8921	0	0	3067	0	55638	0	2421		18416	0	8876	8818	44450	4	8767	5403	3067	797	5918	28358	10957	1478	34276	1729	3786	689	0	28295	6204	0	0	0	5515	0	false							
287007	93873	0	2080	10406	0	13229	0	0	0	0	117656	0	14790		6962	7828	3052	11149	102866	0	0	832	0	0	1672	2791	3956	1887	4463	481	1576	2803	788	3344	5648	0	0	0	2057	0	true							
287342	3965	0	903	6950	0	12187	0	0	0	0	37911	0	6509		10842	8472	3222	11284	31402	0	0	2410	0	0	1813	5666	6119	4728	7479	2000	4366	282	500	7484	7148	0	0	0	6366	0	true							
287856	7357	0	1051	6283	0	11340	0	0	0	0	10938	0	238		1434	0	948	10289	10700	0	0	0	0	0	1197	1187	129	0	2384	1068	0	0	0	1079	1068	0	0	0	1068	0	true							
287922	25112	0	7098	11467	0	22887	0	0	0	0	33192	0	335		6274	0	2056	15789	32857	0	0	261	0	0	807	2377	2701	1555	3184	0	291	349	0	1166	640	0	0	0	291	0	true							
287959	14970	0	20345	25453	0	58696	0	0	0	0	64727	0	29307		9237	29660	4397	38304	35420	47	0	2126	0	0	1841	6585	3310	1384	6852	1500	4974	502	0	3884	6976	0	0	0	5889	0	true							
288152	2214	0	1703	4097	0	8770	0	0	0	0	8019	0	997		2376	1514	582	7067	7022	0	0	0	0	0	324	1157	1478	5	1481	500	308	518	0	589	1326	0	0	0	808	0	false							
288358	175705	3	11336	22104	0	42238	0	0	128236	0	363448	0	68782		58440	50372	5373	30899	269460	0	25206	2295	67160	64422	46271	46241	11361	389	89450	19083	9516	3358	1152	45822	33109	15599	8194	60976	28002	21969	true							
288376	23835	0	9986	56902	0	81896	0	0	0	0	111038	0	38004		16395	57847	4779	71910	73034	0	0	473	0	0	4126	11918	5838	1329	16032	659	4393	838	253	6817	6143	0	0	0	5052	0	false							
288853	1788815	4	69018	1560681	0	2046645	0	0	61430	0	14652217	0	535928		599390	11794809	270095	1977623	14116289	0	0	52036	5705	5705	420291	283734	114453	69394	660149	55335	55707	48217	21462	288482	180722	0	0	55725	107606	0	true	426291	467500	6986481	4324671	1645509	139570	
289056	28235	0	11546	16592	0	47737	0	0	0	0	91972	0	16558		24740	26349	10225	36191	75414	0	0	2661	0	0	8294	11512	9528	4122	18085	1976	553	1044	360	8715	3933	0	0	0	2529	0	true							
289225	11877	0	4859	3738	0	11415	0	0	0	0	27168	0	11919		4055	113	467	6556	15249	0	0	0	0	0	959	4741	796	23	5700	654	3386	4618	0	2464	8658	0	0	0	4040	0	false							
289515	371615	59	40092	165877	0	200180	0	0	0	0	871923	0	69452		44835	431201	33853	160029	799036	0	3435	3979	0	0	14965	19897	17864	6959	34862	5940	2145	527	810	14850	9422	158329	175960	0	8085	0	true	24796	26822	288477	98243	223472	147307	
289702	633716	0	450	72163	0	93948	0	0	10480	0	885532	0	36747		61515	121200	37388	93498	847066	0	1719	7397	717	717	23374	46241	30694	10765	63104	2180	3976	7386	6000	49559	19542	47205	43279	9763	6156	0	true	14888	17112	22073	82813	465887	145677	
289739	44101	1	16994	49628	0	83345	0	0	0	0	92038	0	6106		23418	8238	9489	66350	85932	0	0	4093	0	0	15168	13609	6607	1262	25800	1343	517	1193	0	13228	3053	0	0	0	1323	0	true							
289757	26534	0	20146	22418	0	57164	0	0	5324	0	76409	0	2546		21965	12000	12091	37018	73615	0	248	0	1234	736	2681	7518	10295	9942	10199	0	2394	3862	1182	8471	7438	0	0	992	2394	0	false							
290052	154154	228	2240	85096	0	93903	0	0	16237	0	1004567	0	59960		75022	713512	38578	91392	944264	43	343	12659	15237	14935	38494	52939	33198	3180	91080	5091	1729	2270	0	52789	9090	75138	79505	1000	6820	0	true	14818	5961	330719	245740	145302	7259	
290230	38401	0	22984	61206	0	111986	0	0	6744	0	130895	0	3694		34186	3329	14520	89002	127201	0	0	1621	6744	6744	12548	26690	18034	9976	39238	2091	12638	4537	2653	33062	21919	0	0	0	14729	0	false							
290249	554730	0	62570	52478	0	89879	0	0	0	0	700710	0	2598		29186	106490	12849	27309	698112	0	0	3212	0	0	11835	15500	6992	1085	24188	2757	822	500	0	6226	4079	0	0	0	2300	0	false							
290838	7217	0	813	7961	0	12366	0	0	0	0	11505	311	333		1785	386	2756	11553	10861	0	0	741	0	0	805	1386	452	0	2191	0	1259	0	0	858	1259	0	0	0	1259	0	false							
290922	18954	0	6734	11793	0	29033	0	0	0	0	41862	0	89		16462	160	5235	21946	41773	353	0	1447	0	0	3219	7657	6844	3326	10871	400	1300	0	0	4584	1700	0	0	0	1700	0	true							
291059	10928	0	2109	33042	0	43602	0	0	0	0	64128	0	4452		10260	17988	3158	41493	59676	0	0	1666	0	0	4385	15902	4606	1237	20287	803	7877	0	400	15871	9080	0	0	0	8680	0	true							
291273	27573	0	0	22551	0	34770	0	0	4716	0	172175	0	0		33705	9502	12069	34770	118980	0	53195	3922	4716	2453	17611	71027	34326	6617	88638	1855	2231	1434	0	95876	5519	2716	2727	0	4086	53189	false							
291330	7810	0	11860	20937	0	51542	0	0	0	0	24060	0	192		9910	569	2874	39682	23868	0	0	1048	0	0	2070	7134	2885	2418	9204	552	622	0	0	4597	1174	0	0	0	1174	0	true							
291376	2151	0	0	873	0	3061	0	0	0	0	22745	0	732		8219	8185	3634	3061	22013	0	0	893	0	0	1438	3660	4579	1708	5098	507	0	261	256	3166	1024	0	0	0	507	0	true							
291611	102947	0	14362	54438	0	86340	0	0	0	0	226851	0	16190		32699	60466	18776	71800	210196	178	465	0	0	0	12591	27673	8511	0	40264	3466	11197	0	0	16076	14663	0	0	0	14663	0	true							
291732	14112	0	1407	11878	0	14876	0	0	0	0	51285	0	16748		5179	12235	3499	13469	34537	0	0	0	0	0	1210	5260	8703	3603	6470	1033	2313	1464	1352	13597	6162	0	0	0	3345	0	true							
292234	30838	1	13014	51271	0	85142	0	0	0	0	58408	0	2406		19529	2292	6171	72127	56002	0	0	1570	0	0	4939	11808	4882	3016	16747	0	303	330	0	5116	633	0	0	0	303	0	false							
292467	14736	0	1539	26522	0	43116	0	0	0	0	43814	0	863		10024	12873	3390	41577	42951	0	0	989	0	0	3331	8840	2549	457	12171	251	773	0	0	5155	1024	0	0	0	1024	0	true							
292850	9632	494	2676	11505	0	16160	0	0	0	0	28826	1980	7187		8164	4400	989	12990	19659	0	0	0	0	0	4597	5460	2040	5	10057	1916	775	0	0	3939	2691	0	0	0	2691	0	false							
292908	534453	0	3574	64443	0	91998	0	0	31048	0	1128052	0	170862		115089	299087	22551	88424	956961	0	229	8297	18065	8902	37655	97296	80301	8086	134951	11475	36963	13489	9249	108249	71176	0	0	0	48438	0	true	17667	20269	195764	103323	241590	132257	
293053	797462	0	3729	137638	0	145094	0	0	0	0	1002118	0	0		13404	169830	7467	141365	1002118	0	0	2417	0	0	7940	17920	2937	0	25860	4435	1222	373	0	15394	6029	0	0	0	5657	0	true	23340	4972	79661	90169	299122	498340	
293352	5464	0	455	8548	0	11090	0	0	3919	0	32016	0	8472		7684	9869	2081	10635	23544	0	0	427	0	0	2443	6045	2903	1119	8488	0	1504	2669	0	4826	4173	0	0	1250	1504	0	true							
293437	16783	0	23960	10704	0	47980	0	0	0	0	95942	0	4564		31336	5604	11907	24020	91328	0	50	5840	0	0	14534	27993	15991	3841	41346	1619	1735	5199	2643	31023	11196	0	0	0	3354	0	true							
293651	13315	0	3535	11994	0	24700	0	0	6604	0	36263	0	3150		11258	0	1351	21165	32417	0	696	0	6604	6355	4165	12974	2566	431	17139	1227	985	0	600	8878	2812	0	0	0	2212	0	true							
293754	8008	0	298	26829	0	48445	0	0	0	0	56971	0	3723		7134	31804	3803	48147	53248	0	0	1228	0	0	3120	9486	1201	954	12606	682	1716	0	0	7627	2398	0	0	0	2398	0	true							
294023	96970	0	64163	78097	0	199603	0	0	0	0	224568	0	24758		66670	6535	25600	133655	198588	1785	1222	1717	0	0	21735	37024	30386	24067	58758	1016	3787	1325	1723	46541	7851	58975	59048	0	4802	0	true							
294564	64033	0	2709	67878	0	77594	0	2482	0	0	797576	0	135871		56773	470348	21631	74885	659223	0	0	9062	0	0	25997	99071	49036	4434	125068	7578	47140	25031	4908	121765	84657	11777	11955	0	54718	2482	true							
294676	0	0	6169	34924	0	42180	0	0	2227	0	51431	0	2691		9998	16455	3074	36011	30988	0	17752	949	2227	1143	2079	12321	12644	1601	14400	254	2299	1716	2062	18647	6331	225	225	0	2553	16507	true							
294751	57002	2	375	70788	0	177502	0	0	0	0	126646	0	0		15506	43372	5416	176078	126646	1047	0	2981	0	0	7337	7761	4235	2557	15098	2955	1165	0	262	6384	4382	0	0	0	4120	0	true							
294779	524307	0	22190	41900	0	85951	0	0	17202	0	803861	0	30746		71298	137746	31969	63761	773115	0	0	14438	5957	4759	16181	48550	42059	16852	64731	2622	8791	4369	2383	52344	18165	11958	12084	11245	11413	0	true							
294827	32420	0	674	30306	0	35211	0	0	0	0	55848	0	1143		15931	0	4251	34537	54705	0	0	662	0	0	5796	9878	5555	395	15674	0	836	968	0	5693	1804	0	0	0	836	0	false							
295011	76259	0	24822	60013	0	134827	0	0	0	0	233812	0	25546		69124	46382	29178	110005	208266	0	0	7186	0	0	13555	33093	38482	8699	46648	5820	8752	2074	696	24705	17342	0	0	0	14572	0	false							
295057	17972	0	1811	22078	0	39088	0	0	3276	0	71315	0	2991		18342	13333	3695	37277	57073	0	11251	1012	844	496	3353	12087	17745	3869	15440	0	744	1960	253	18712	2957	0	0	744	744	11499	true							
295646	3762	0	1411	7474	0	7474	0	0	0	0	9040	0	1769		3450	0	564	6063	7271	0	0	104	0	0	584	2401	1393	0	2985	900	0	0	0	928	900	0	0	0	900	0	false							
296456	26910	0	8656	60854	0	80706	0	0	0	0	202547	3000	9094		34815	11100	11783	72050	187177	0	3276	7086	0	0	17046	49688	49495	435	66734	4058	28485	15330	0	81849	47873	0	0	0	32543	3176	true							
296474	14018	0	691	972	0	20376	0	0	5000	0	57096	0	1686		22309	12218	7186	19685	55405	0	5	2330	5000	5000	2052	7294	17128	3689	9346	0	0	697	0	7854	697	0	0	0	0	0	true							
296559	42196	0	3824	104326	0	104326	0	0	0	0	178776	0	46476		43301	62357	21967	99908	132300	594	0	6945	0	0	20760	15663	18626	6144	24990	3655	6661	2171	543	17892	13030	0	0	0	8850	0	true							
296755	5862	0	853	31419	0	37455	0	0	8233	0	88927	0	9949		7180	24086	1285	36602	78978	0	0	200	8233	8233	10867	19676	836	0	30543	3604	23996	0	0	24198	27600	0	0	0	27600	0	true							
296858	11680	0	4827	17070	0	32227	0	0	0	0	20252	95	936		2370	0	0	27400	19221	0	0	0	0	0	1241	3686	532	0	4927	535	1915	663	0	3089	3113	0	0	0	2449	0	false							
297051	15286	0	1985	20768	0	42907	0	0	0	0	58068	0	10407		12314	14157	3570	40922	47661	0	0	673	0	0	4509	10983	4167	1536	15492	3670	2579	874	307	8881	7430	0	0	0	6249	0	true							
297257	4884	0	11	36253	0	42485	0	0	0	0	248829	0	37048		13494	98902	8676	41946	195068	528	16713	5973	0	0	12388	66814	26796	53	79202	8621	19709	10662	0	92557	38992	31862	0	0	28329	0	true							
297547	5127	1	513	2570	0	6197	0	0	0	0	8120	0	163		1887	702	1190	5683	7957	0	0	148	0	0	1669	542	79	0	2195	0	0	0	0	404	0	0	0	0	0	0	true							
297631	20358	1	13944	44584	0	65674	0	0	0	0	58788	0	3341		9260	15731	2280	51729	55447	0	0	381	0	0	4209	9028	2497	192	13237	300	6146	326	0	6667	6772	0	0	0	6446	0	true							
297761	28844	0	0	40746	0	74571	0	0	1781	0	69637	0	0		17838	2053	4502	74571	67856	0	1781	1764	0	0	7479	14807	7479	4092	22286	255	3678	344	605	16020	4882	0	0	0	3933	0	true							
298049	25061	0	3779	18465	0	33006	0	0	244	0	75091	0	695		26031	8464	9069	29227	74396	0	0	0	244	244	5214	21402	11018	1670	26615	299	1606	357	0	13273	2262	335	274	0	1905	0	true							
298218	284758	0	20323	195835	0	195835	0	0	0	0	369550	0	79554		32852	32688	16791	175512	289996	0	0	3696	0	0	13443	14511	9714	6198	27954	1798	4862	952	626	11014	8238	13026	6324	0	6341	0	true							
298245	11472	0	44567	32534	0	89703	0	0	35979	0	224338	0	5136		25763	105081	9560	45136	214202	0	5000	3093	35979	4916	13864	24082	20210	24583	37946	4766	11128	8642	510	56976	25046	0	0	0	15056	0	true							
299046	131143	2	2118	78876	0	98595	0	0	1743	0	1411793	0	5495		125771	1078226	44282	95602	1405765	873	533	10271	1743	1643	74698	48443	47772	2474	119932	13940	4323	10774	0	47616	29037	10816	11978	0	18263	0	true	17955	10045	645664	416686	124708	1935	
299251	6270	0	1522	5573	0	9652	0	0	0	0	21068	0	2711		8191	3840	2926	8130	18357	0	0	693	0	0	1720	5900	2347	617	7620	0	0	375	0	2391	375	0	0	0	0	0	true							
299868	21576	0	0	793	0	793	0	0	0	0	139568	0	339		27583	0	12914	793	107325	0	31904	264	0	0	17495	47098	25109	8325	58674	9459	7901	2053	552	70444	19965	0	0	0	10974	30716	false							
300009	142004	0	14344	82496	0	143791	0	0	66527	0	382677	0	5144		72588	127496	36942	129447	377533	0	0	12238	66527	66527	15152	31077	42248	12175	46229	3575	942	6741	1267	28064	12525	43998	45878	0	4517	0	true							
300036	99867	0	40675	62494	0	173439	0	0	0	0	155904	0	7639		35866	8617	7564	132764	148265	0	0	1033	0	0	8194	22703	15346	397	30897	501	0	279	0	10774	780	0	0	0	501	0	true							
300063	17543	0	0	47062	0	49436	0	0	0	0	307592	40033	47636		21711	19686	133	49436	197701	0	22222	0	0	0	47394	90052	8169	1248	137446	66685	56038	777	0	125152	123501	0	0	0	122723	22222	true							
300157	10909	0	5583	12300	0	26983	0	0	0	0	28423	0	1106		10184	4487	4290	21400	27317	0	0	810	0	0	2504	5480	4378	348	7984	0	317	0	0	2526	317	0	0	0	317	0	true							
300353	43507	126	20725	98276	0	131903	0	0	0	0	134968	0	6834		34653	7027	17470	111052	128134	0	0	10184	0	0	14855	35287	9749	7156	50142	1727	5206	6275	4180	32394	17388	0	0	0	6933	0	false							
300456	7611	0	522	11955	0	13268	0	0	0	0	12696	0	726		1926	2029	1438	12746	11970	0	0	504	0	0	88	1685	501	360	1006	0	422	0	0	708	422	0	0	0	422	0	false							
300933	20915	0	8895	129912	0	130330	0	0	0	0	170186	0	1609		41705	64502	16147	121056	168577	379	0	6636	0	0	10981	52175	10574	1446	63156	768	8546	279	0	33471	9593	0	0	0	9314	0	true							
300942	15504	0	8292	37274	0	61145	0	0	6018	0	83231	0	3377		11882	26975	4413	52853	73836	0	6018	1421	0	0	2386	10618	13864	304	13004	1091	9511	2977	0	15290	13580	0	0	6018	10602	0	true							
300960	70879	0	2303	40131	0	64778	0	0	0	0	231462	0	1310		9139	145103	3846	62475	230152	0	0	579	0	0	2762	6072	4594	1038	8834	0	0	1015	0	5326	1015	0	0	0	0	0	true							
301574	161278	0	0	63568	0	114071	0	0	0	0	325534	0	2185		76737	12075	26407	114071	323349	0	0	7653	0	0	18947	31878	56833	17128	50825	858	3122	18649	4766	48049	27395	5469	6451	0	3980	0	true							
301800	424512	0	0	47101	0	79308	0	0	26864	0	693689	0	0		111359	56269	24920	79308	693689	0	0	4433	21864	0	26101	66425	75887	21351	92526	2202	8382	10611	1949	78405	23144	0	0	5000	10584	0	true							
302030	9598	0	4752	34893	0	43682	0	0	0	0	48248	0	10954		1602	36073	1189	38930	37294	0	0	345	0	0	678	1125	314	166	1803	0	294	0	0	681	294	0	0	0	294	0	false							
302133	1445	0	422	1236	0	5697	0	0	2826	0	9423	0	0		2969	1892	1208	5275	6597	0	2826	694	2826	2178	2955	1887	248	996	4302	0	0	0	0	3117	0	0	0	0	0	0	false							
302553	7488	0	7980	44013	0	65235	0	0	401	0	104105	0	13767		26417	35626	6610	57255	85635	0	4703	2188	0	0	10244	13729	17792	1387	23107	4891	11450	1220	278	16735	17839	0	0	0	16341	4046	false							
302656	136527	1	31698	327084	0	493686	0	0	209461	0	1086489	0	20930		414156	349057	42319	461987	1058648	0	6911	7956	209461	203460	158703	242543	148035	6032	401246	8893	22110	13941	648	141157	45592	2994	8337	0	31003	6911	true	113275	138582	222161	126896	80324	56203	
303550	161961	0	31013	47588	0	98818	0	0	7293	0	1621581	0	104646		130784	1264818	40048	67264	1516808	541	127	8429	7293	7090	30186	83390	43629	13806	108396	4696	11981	6291	821	40228	23789	2286	2018	0	15729	0	true	2562	0	504954	757475	148120	13841	
303653	24943	0	5216	80626	0	112803	0	0	0	0	104694	0	2679		13680	41259	3359	107587	102015	0	0	1444	0	0	12945	17487	3316	0	29577	1109	2882	753	0	20068	4744	0	0	0	3991	0	false							
303701	33766	0	781	36141	0	54132	0	0	7939	0	91681	0	2946		24863	26555	8047	53351	88735	0	0	2282	7939	7939	5913	17026	4965	1882	22939	291	500	250	534	4923	1575	0	300	0	791	0	false							
303747	14517	0	4704	12285	0	32826	0	0	0	0	38508	0	198		8745	1644	2788	28122	38310	0	0	1615	0	0	3117	9065	6192	704	12126	0	1324	1945	0	10334	3269	0	0	0	1324	0	false							
303952	34771	0	19488	78679	0	136338	0	0	0	0	181683	0	15771		67192	47750	13999	116850	165912	0	0	3518	0	0	25893	31510	20355	9097	57403	2926	5309	2206	1866	19662	12307	0	0	0	8235	0	false							
304155	9587	3	466	13335	0	15256	0	0	0	0	38928	0	1940		11836	7363	2376	14787	36988	0	0	735	0	0	4739	13188	1901	390	17927	613	824	323	0	8382	1760	0	0	0	1437	0	false							
304173	97443	0	27119	153821	0	153821	0	0	0	0	555859	0	6634		176604	167522	93531	126321	548951	381	274	38157	0	0	19536	68753	102262	61581	88289	6121	7788	14888	9965	75528	38762	0	0	0	13909	0	true							
304520	11225	0	1561	20573	0	35091	0	0	0	0	38876	0	233		6829	11780	2905	33530	38643	0	0	1243	0	0	1338	3153	4119	2596	4491	574	270	3425	396	4378	4665	0	0	0	844	0	false							
304575	4833	0	0	908	0	3087	0	0	0	0	12221	0	150		4027	576	1727	3087	12071	0	0	1003	0	0	779	4268	1264	195	5047	0	0	306	0	2478	306	0	0	0	0	0	true							
304762	7186	0	3185	16794	0	24858	0	0	0	0	30465	0	13028		4712	14802	1487	21673	17437	0	0	394	0	0	4543	3684	0	0	8227	0	251	0	0	3515	251	0	0	0	251	0	false							
304913	0	0	0	862	0	862	0	10000	0	0	10000	0	0		0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	10000	0	0	0	10000	0	false							
305059	1343	0	426	20872	0	20872	0	0	0	0	7307	0	267		1620	1607	0	16589	6790	3857	250	0	0	0	1014	2788	2	0	3802	552	0	0	0	2185	552	0	0	0	552	0	false							
305077	27324	0	7636	10257	0	26266	0	0	0	0	98089	0	2642		27704	23652	9167	18630	95447	0	0	2744	0	0	6674	13229	15477	5282	19903	634	4399	1418	0	12958	6451	0	0	0	5033	0	true							
305237	19932	0	13200	76617	0	108094	0	0	0	0	54685	0	4296		13210	11109	6277	94892	50389	2	0	2345	0	0	2474	7883	4522	3039	10357	1500	3243	257	727	4708	5727	0	0	0	4743	0	true							
305433	8689	0	2520	12172	0	18292	0	0	0	0	43872	0	7399		9148	7124	4844	15772	36473	0	0	2873	0	0	9165	8341	3205	152	15856	3420	3201	577	0	11714	7198	0	0	0	6621	0	false							
305442	72745	0	11897	68505	0	126710	0	0	0	0	165066	0	19786		27096	50610	11755	114813	145280	0	0	4369	0	0	7101	11280	13171	5324	18059	1482	1163	1375	814	9780	4834	0	0	0	2645	0	true							
305648	10337	0	9307	23207	0	44915	0	0	0	0	27778	0	1604		6302	6030	2704	35608	26174	0	0	505	0	0	2130	3649	3159	796	5779	0	754	923	0	3432	1677	0	0	0	754	0	false							
305750	59152	1	455	161665	0	161694	0	0	29	0	89395	0	0		14345	7947	4106	160929	89395	309	0	869	29	0	6240	7717	4347	1826	13957	408	1357	400	0	5785	2165	0	0	0	1765	0	false							
306056	2843	0	1084	3332	0	5571	0	0	0	0	13378	0	1736		2633	875	944	4291	11135	196	507	243	0	0	2516	5734	766	0	8250	388	256	0	0	6383	644	0	0	0	644	0	true							
306140	15377	0	1383	11299	0	13657	0	0	0	0	42928	0	9402		5208	18399	1707	12274	33526	0	0	399	0	0	2320	3848	1520	32	6168	0	1432	0	0	2512	1432	0	0	0	1432	0	false							
306159	11344	0	14	15078	0	45768	0	0	23357	0	181135	618	26864		20105	58910	4851	45754	122297	0	31356	630	23357	23357	15508	59236	5645	849	74744	13429	15192	1023	0	61133	29643	0	0	0	28621	55389	true							
306337	28779	0	28900	38589	0	94803	0	0	0	0	173741	0	14679		53875	35390	12532	65902	159062	1	0	4081	0	0	14768	42338	19751	6188	57106	5828	17371	2774	552	29170	26525	0	0	0	23199	0	false							
306908	300028	0	4355	27572	0	40685	0	0	0	0	410223	0	45191		50494	29096	20449	36330	365032	0	0	3867	0	0	17732	32174	17349	4925	49906	4369	2438	1812	299	21687	8918	0	0	0	6807	0	false							
307062	182108	0	6700	33144	0	46229	0	0	0	0	339422	0	1006		40384	82472	21470	39529	338416	0	0	7904	0	0	12307	28939	20836	729	41246	2970	5636	3423	0	22428	12029	0	0	0	8606	0	true							
307334	12490	0	12067	16198	0	30214	0	0	0	0	39089	0	2918		13284	2561	2743	18147	36171	0	0	1133	0	0	2994	9344	8005	3695	12338	0	0	0	0	10754	0	0	0	0	0	0	false							
307361	219361	0	1955	19640	0	21759	0	0	0	0	362557	0	46200		23413	42138	7725	19676	316357	128	0	3046	0	0	7304	19712	14035	4489	27016	24607	29106	1804	0	22127	55517	0	0	0	53713	0	true							
307679	479072	0	6184	51839	0	87532	0	0	33535	0	727957	0	75495		58177	161012	13644	81277	652462	71	0	4326	33535	21367	10475	35577	29505	3186	46052	0	6001	3130	0	20566	9131	1219	2600	0	6001	0	true							
307932	13380	0	11658	11407	0	26299	0	0	0	0	26122	0	1975		4773	0	805	14641	24147	0	0	116	0	0	1205	5735	3251	294	6269	932	270	1055	0	5712	2257	0	0	0	1202	0	true							
308256	5672	0	10830	11757	0	32000	0	0	0	0	30418	0	5827		10995	7362	2111	21170	24591	0	0	617	0	0	2167	8324	5167	227	10379	257	296	946	0	4890	1499	0	0	0	553	0	true							
308340	9150	1	7510	16674	0	29639	0	0	3872	0	96969	0	1943		18557	50996	11361	22128	95026	0	0	2868	3872	3872	9851	9922	6716	6734	16994	280	1103	1600	615	14666	3599	3872	1624	0	1383	0	false							
308836	7930	0	151	10577	0	15303	0	0	10	0	36960	0	8610		9427	3704	2951	15099	28350	53	0	1178	10	10	2521	9816	4480	359	12337	2069	4813	1268	0	7750	8150	0	0	0	6882	0	true							
309150	20110	196	10254	50629	0	74209	0	0	0	0	110157	0	15346		30268	43135	8392	63759	94811	0	0	3225	0	0	5837	12871	17340	4528	18708	0	4338	1998	0	10308	6336	0	0	0	4338	0	true							
309655	42633	0	15349	139797	0	139797	0	0	29392	0	331672	0	40462		21502	96113	2788	118889	259699	5559	31511	1517	29392	22647	44694	66881	39312	7240	87044	14662	11619	6722	1798	136624	34801	8337	6078	0	14559	22447	true							
309851	4849	0	9686	4615	0	29285	0	0	0	0	31827	0	1672		9778	13394	2548	19599	30155	0	0	501	0	0	2101	5738	3387	1237	7839	0	264	858	0	2684	1122	0	0	0	264	0	true							
310071	12628	0	0	6866	0	13415	0	0	0	0	90382	6750	0		24248	14992	9596	13415	83632	0	0	3289	0	0	8923	17252	26892	6740	26175	499	1229	974	253	35559	2955	0	0	0	1728	13100	false							
310754	1411	0	346	7249	0	7273	0	0	0	0	25761	0	1981		5479	2830	659	6927	23780	0	0	0	0	0	11287	3505	3383	837	14792	0	1500	1007	0	13533	2507	0	0	0	1500	10917	true							
