"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					137	0	33784					0	0	7961	0	17534	0	0	0									
242	0	0					242	0	9192					4697	0	3325	0	5864	3	0	550									
279	0	0					1478	42336	12163					14332	3030	0	11682	2910	6	0	0									
354	0	0					5	0	5551					0	0	4858	0	693	0	0	0									
457	0	0					245	172	0					2500	0	0	170	0	0	0	0									
505	0	0					4066	0	73707					45500	0	0	0	30899	0	0	0									
1155	0	1579					1152	114	22729					0	0	16959	0	4191	0	0	7483									
1351	0	0					0	72748	4591					0	31192	4591	41556	0	0	0	0									
1454	0	3008					1092	0	247494					0	0	160708	0	74116	15	0	0									
1557	0	0					147	14094	4445					2209	0	3787	14094	658	0	0	0									
1669	0	7274					1180	64712	60279					649	41852	52013	20549	0	0	0	0									
1829	0	0					2239	0	74803					23482	0	9955	0	19401	1411	0	2903									
1856	0	0					2725	1033	34649					54000	0	20142	0	1396	0	0	0									
2040	0	0					1546	0	42403					20000	0	3220	0	20611	0	0	3316									
2161	0	0					796	1	43768					0	0	7439	0	8498	0	0	0									
2376	0	0					34998	34308	589041					720291	0	24590	0	0	0	0	0									
2554	0	0					0	0	1892					0	0	0	0	1210	13	0	0									
2732	0	0					174	0	82849					0	0	11369	0	70930	0	0	0									
2750	0	0					543	0	15296					8305	0	3565	0	3431	0	0	0									
3252	0	0					323	631	67136					3500	0	5578	631	14451	0	0	0									
3458	0	0					216	2480	7374					700	0	6898	2480	0	0	0	3370									
3720	0	0					545	3508	45614					5506	0	15043	3508	10644	0	0	2584									
3953	0	0					498	0	4					266	0	0	0	0	4	0	0									
4156	0	3032					2560	0	44590					14000	0	19113	0	20469	0	0	1208									
4231	0	0					0	0	40220					0	0	8712	0	7665	0	0	0									
4437	0	0					944	380	92684					3389	0	53116	380	24213	0	0	2172									
4839	0	0					2075	0	55605					19000	0	8147	0	24066	0	0	5067									
5005	0	0					4621	0	71974					52948	0	20450	0	7582	2120	0	0									
5069	0	1275					0	0	40404					0	0	0	0	14917	4218	0	0									
5135	0	0					1582	0	27813					21779	0	24614	0	3199	0	0	0									
5210	0	0					6860	10032	208474					69000	10032	40170	0	46317	1081	0	45962									
5331	0	0					3942	0	202908					50000	0	82453	0	22448	0	0	74500									
5461	0	500					2030	0	78647					15600	0	38351	0	38833	0	0	0									
5751	0	0					304	0	52876					0	0	7735	0	19834	0	0	0									
