"IDRSSD"	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	0	0	43075	0	0	0	0	0	34982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6220	502	0	0	0	13857	2672	925	40	0	2541	0	0	0	0	0	0	0	0	0	0	2687	32295	0	0	0	0	0	1293	0	0	290	12	-368	81	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0	0	0	969	0	0	0	6220	25640	5371	35261	0	5128	2686	35261	43075	0	8450	8450	6027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69919	0	69919	
1669	0	0	0	0	0	0	0	0	0	0	1505	108600	0	0	0	0	0	81845	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	31751	4857	0	0	0	29598	0	20029	2001	8028	62523	0	0	0	0	0	0	0	0	0	0	44727	37118	0	0	0	0	0	12421	513	48	864	0	-367	0	0	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39827	97842	44727	68173	0	19568	22364	68173	110105	0	0	0	42708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251916	0	251403	
1829	0	0	0	0	0	0	0	0	0	130	432	235869	0	0	0	0	0	252746	359	2301	2301	0	0	0	0	0	0	0	0	8349	0	0	0	0	0	48922	11263	0	0	0	0	0	0	2971	2655	67949	1409	2712	0	0	0	0	0	0	0	132	91563	161051	0	0	0	0	0	18048	8349	550	1949	180	7934	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	281	0	0	0	52127	81293	93152	173466	0	16259	46576	173466	236301	0	0	0	34256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408716	0	400367	
1856	0	0	0	0	0	0	0	0	0	0	0	75529	0	0	0	0	0	66639	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	6938	33725	0	0	0	0	0	0	145	0	7628	0	0	0	0	0	0	0	0	0	93	1077	65469	0	0	0	0	0	2557	98	13	1518	0	-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6951	42964	1077	66397	0	8593	539	66397	75529	0	0	0	14684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111948	0	111850	
2040	0	0	0	0	0	0	0	0	0	0	2382	132247	0	0	0	0	0	117000	0	0	0	280	280	0	0	0	280	0	0	0	0	0	0	0	0	751	8351	0	0	0	0	0	0	-961	6075	32476	5693	2066	0	0	0	343	0	0	0	3930	20449	92620	0	0	0	0	0	11272	0	62	1661	0	-5026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3270	0	0	0	3270	0	0	0	6888	68005	26485	107785	0	13601	13243	107785	134629	0	21587	21587	20304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199975	0	199975	
2161	0	0	0	0	0	0	0	0	0	0	0	69871	0	0	0	0	0	66075	0	0	0	33	33	33	0	0	0	0	0	0	0	0	0	0	0	1415	13987	0	0	1	0	0	0	783	1705	35082	4910	0	0	0	0	0	0	0	0	0	33539	32537	0	0	0	0	0	7086	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	205	0	0	0	0	0	0	3801	55114	38449	39623	0	11023	19225	39623	69871	0	6045	6045	13935	0	0	0	4424	442	442	0	0	0	0	0	0	0	0	0	138152	0	138152	
2376	0	0	0	0	0	0	0	0	0	0	2586	2343223	0	0	0	0	0	2188293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8595	1406	0	0	3096	30878	0	0	9864	9986	378927	0	0	0	0	0	0	0	0	0	0	142790	2045503	0	0	0	0	0	180715	-1718	0	44919	0	-23763	171	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21677	456130	142790	2183188	0	91226	71395	2183188	2345809	0	0	0	409997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779851	-1718	2778133	
2554	0	0	0	0	0	0	0	0	0	0	26	8288	0	0	0	0	0	5481	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4444	0	0	0	0	0	0	63	0	0	1943	882	0	0	0	0	0	0	0	0	345	5136	0	0	0	0	0	552	289	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4444	2288	6281	0	889	1144	6281	8314	0	0	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12667	0	12378	
2732	0	0	0	0	0	0	0	0	0	0	2599	327919	0	0	0	0	0	329299	0	0	0	2130	2130	0	0	0	2130	0	0	1112	0	0	0	0	0	118429	14666	0	0	0	0	0	0	1690	0	78481	0	1250	0	0	0	0	0	0	0	0	60310	268989	0	0	0	0	0	11542	1112	1065	0	0	-3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119494	93147	60310	281734	0	18629	30155	281734	330518	0	0	0	77295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541195	0	540083	
2750	0	0	0	0	0	0	0	0	0	0	246	46406	0	0	0	0	0	41049	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	773	1619	0	0	0	0	0	0	129	2977	6111	1461	2058	0	0	0	0	0	0	0	937	1588	38524	0	0	0	0	0	3042	0	77	505	33	-690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	1	238	0	0	0	3827	9267	3083	43257	0	1853	1542	43257	46652	0	95	95	5482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58144	0	58144	
3177	0	0	0	0	0	0	0	0	0	2	0	498725	0	0	0	0	0	707430	0	0	0	635	635	0	0	0	635	0	0	5305	0	0	0	0	0	162222	1200	0	0	51	9734	0	0	788	45901	46771	0	8952	0	0	0	0	0	0	0	0	550577	156853	0	0	0	0	0	58360	5310	1882	6611	1930	2566	541	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210056	64316	552507	209608	0	12863	276254	209608	498725	0	0	0	99341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037878	0	1032573	
3252	0	0	0	0	0	0	0	0	0	0	859	88371	0	0	0	0	0	80958	0	0	0	100	100	0	0	0	100	0	0	0	0	0	0	0	0	1504	5980	0	0	0	0	727	0	894	29988	39495	4684	389	0	0	0	0	0	0	0	11392	528	69038	0	0	0	0	0	4468	0	122	489	42	-1080	301	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	0	0	1125	0	0	0	31614	57356	5981	74768	0	11471	2991	74768	89230	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163543	0	163543	
3458	0	0	0	0	0	0	0	0	0	0	32	26504	0	0	0	0	0	14492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8451	0	0	0	0	2611	83	0	7839	0	202	0	0	0	0	0	0	0	0	3176	11316	0	0	0	0	0	800	0	0	0	0	-281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7839	3176	23380	0	1568	1588	23380	26536	0	0	0	3369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33869	0	33869	
3720	0	0	0	0	0	0	0	0	0	0	9	122853	0	0	0	0	0	129338	0	0	0	370	370	0	0	0	370	0	0	0	0	0	0	0	0	22742	3932	0	0	0	990	390	0	1072	6958	26900	1390	0	0	0	0	395	0	0	0	5204	28374	95760	0	0	0	0	0	11742	325	0	10497	920	-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	0	80	0	1476	0	0	0	29700	47603	31469	97606	0	9521	15735	97606	122862	0	0	0	28864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198556	0	198232	
3971	0	0	0	0	0	0	0	0	0	0	7526	498533	0	0	0	0	0	454031	444	2294	2294	1722	1722	0	0	0	1722	0	0	11636	8	0	0	0	0	66009	8687	0	0	0	0	0	0	1108	1999	64796	4415	12513	0	0	0	13313	0	0	0	828	89310	363893	0	0	0	0	0	65018	14066	3145	2949	504	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8844	8844	0	0	8844	0	0	0	0	0	0	0	7172	0	0	1	7171	0	0	0	71153	79590	116387	431947	0	15918	58194	431947	506059	0	2330	2330	92524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680387	-678	665643	
4156	0	0	0	0	0	0	0	0	0	0	55	133925	0	0	0	0	0	124824	50	625	625	353	353	0	0	0	353	0	0	1783	0	0	0	0	0	9570	999	0	0	0	0	0	0	873	1394	38353	8576	1991	0	0	0	560	0	0	0	4823	39920	80082	0	0	0	0	0	16295	1783	276	2035	0	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3189	0	0	0	3189	0	0	0	11240	55055	49056	98441	0	11011	24528	98441	133980	0	8845	8845	18887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198461	0	196678	
4231	0	0	0	0	0	0	0	0	0	0	0	73515	0	0	0	0	0	61237	0	0	0	358	358	0	0	0	358	0	0	0	0	0	0	0	0	0	22211	0	0	0	0	0	0	230	0	24712	9833	0	0	0	0	0	0	0	0	0	12031	49206	0	0	0	0	0	3634	0	0	0	0	-572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46923	21864	53198	0	9385	10932	53198	73515	0	0	0	14682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118162	0	118162	
