"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	TOTAL TRADING ASSETS	TRADING LIABILITES	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Total loans held for trading	Equity securities with readily deter	Total amount of fair value option lo	
37	0	0					67	0	42740					0	0	0			0	29581	0	0	0												
242	0	1389					150	0	14061					3600	0	0			0	5840	6	0	0												
279	0	0					2102	36825	13566					17740	0	0			6680	881	0	0	0												
354	250	496					0	250	1144					0	0	0			0	0	0	0	0												
457	0	0					323	41	3					5500	0	0			40	0	3	0	0												
505	0	0					4698	0	70131					46630	0	0			0	21104	0	0	0												
1155	0	992					284	18	24090					0	0	0			0	10468		0	0										0		
1351	0	0					191	40287	7456					0	0	0			19949	0	0	0	0												
1454	0	36466					1222	0	394406					0	0	0			0	96650	65	0	0												
1669	0	9899					184	37705	56450					0	0	0			29702	0	0	0	0												
1856	0	0					1444	0	31406					30000	0	0			0	0	0	0	0												
2040	0	0					798	0	39349					18030	0	0			0	25424		0	3										1598		
2161	0	0					334	0	16303					0	0	0			0	12437	0	0	0												
2376	0	0					26074	335579	35013					567051	0	0			0	0		0	0										0		
2554	0	0					43	250	1520					605	0	0			250	659	0	0	0												
2732	0	0					174	0	61683					0	0	0			0	24780	0	0	0												
2750	0	0					198	0	8238					540	0	0			0	3054	3804	0	0												
3252	0	0					772	0	80661					7300	0	0			0	14789	0	0	0												
3458	0	0					252	4669	4194					985	0	0			4669	0		0	500										0		
3720	0	1480					270	36	76850					0	0	0			36	4629	0	0	3257												
3971	0	0					5458	0	58220					90369	0	0			0	0	984	0	0												
4156	0	0					390	0	38575					1250	0	0			0	18541	0	0	1062												
4231	0	0					0	0	41054					0	0	0			0	14985	0	0	0												
5069	0	0					0	0	27988					0	0	0			0	11965	984	0	0												
5135	0	0					1550	0	58933					26446	0	0			0	4197		0	0										0		
5210	0	0					4382	26073	160949					78020	0	0			0	9530		0	29759										1028		
5461	0	1002					3006	0	152637					0	0	0			0	62899	0	0	0												
5751	0	0					391	0	36108					0	0	0			0	24544	0	0	0												
6039	0	0					290	0	21684					0	0	0			0	1597	0	0	0												
6329	0	0					686	0	24611					0	0	0			0	5769	0	0	0												
7009	0	133295					0	0	291084					0	0	0			0	75813		0	0										17518		
7045	0	0					759	0	107623					0	0	0			0	45731	0	0	0												
7072	0	0					3144	937	22896					23359	0	0			0	3243		0	0										0		
7456	0	0					446	0	10135					0	0	0			0	9258	0	0	0												
7634	0	0					103	1	11488					0	0	0			0	4793	0	0	0												
8033	0	0					1734	0	5860					18136	0	0			0	2834		0	0										0		
8462	0	0					21	0	93838					0	0	0			0	16732	0	0	0												
8631	0	0					337	0	12350					0	0	0			0	314	0	0	0												
9357	0	0					984	0	65529					10000	0	0			0	0	968	0	0												
9553	0	0					2235	31218	21302					51372	0	0			31218	1513	0	0	0												
9807	0	119330					5687	0	369192					7775	0	0			0	234680		0	26187										1240		
9955	0	0					918	0	46235					16914	0	0			0	33887	0	0	0												
10250	0	844					1020	0	114560					0	0	0			0	36452	0	0	0												
10849	0	2460					548	0	98713					0	0	0			0	9112		0	0										0		
11145	0	0					1033	0	21257					21795	0	0			0	15315	0	0	0												
11640	0	0					4784	0	97338					0	0	0			0	49007	0	0	0												
11837	0	0					100	0	46687					0	0	0			0	4297	0	0	0												
12030	0	8898					6922	2136	24621					0	0	0			1721	0	0	0	0												
12142	0	0					700	165	71314					2000	0	0			163	27986		0	0										0		
12179	0	317					729	8	417					0	0	0			0	0	100	0	0												
12311								0	0						0	0																0	0	0	
12647	0	0					142	25915	0					0	0	0			23694	0	0	0	0												
12656	152	0					29	694	0					0	0	0			242	0	0	0	0												
12937	0	0					231	0	0					0	0	0			0	0		0	0										0		
12946	0	0					6916	0	221149					11038	0	0			0	123043		0	0										3416		
