"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					103	0	41767					0			0	21522	0	0	0									
242	0	0					275	0	12462					4397			0	6654	16	0	0									
279	0	0					1564	34807	7731					22780			14874	2915	1	0	0									
354	0	0					4	0	5925					0			0	754	0	0	0									
457	0	0					139	161	341					1200			160	338	3	0	0									
505	0	4925					3909	0	79573					31500			0	33574	0	0	0									
1155	0	1018					1030	72	28315					0			0	10304	0	0	16635									
1351	0	0					0	75179	2284					0			42441	0	0	0	0									
1454	0	8003					1034	0	325725					0			0	107553	35	0	0									
1557	0	0					423	0	29754					1255			0	7971	0	0	0									
1669	0	7576					915	49196	73115					0			24289	0	0	0	0									
1829	0	0					2310	0	93012					14477			0	25053	2167	0	9134									
1856	0	0					1624	0	22600					30000			0	0	0	0	0									
2040	0	0					1546	0	60012					0			0	28638	16	0	7997									
2161	0	0					823	1	27114					0			0	16177	0	0	0									
2376	0	0					45116	31730	379652					913096			0	0	0	0	0									
2554	0	0					17	0	3190					0			0	2418	0	0	0									
2732	0	0					174	0	91961					0			0	65308	0	0	0									
2750	0	0					565	0	13550					4000			0	2964	3935	0	0									
3177	0	35					6320	940	119870					113296			494	0	32	0	0									
3252	0	0					325	676	65570					3500			676	17611	0	0	0									
3458	0	0					192	2571	12478					0			2571	0	0	0	8150									
3720	0	976					221	304	47222					0			304	8181	0	0	4219									
3971	0	0					1994	0	91904					1675			0	0	998	0	0									
4156	0	506					1442	0	43334					9000			0	21126	0	0	2320									
4231	0	0					0	0	47394					0			0	12853	0	0	0									
4437	0	0					739	0	85433					2387			0	18843	0	0	1901									
4839	0	0					1082	0	69392					22000			0	21016	0	0	4990									
5069	0	1250					0	0	35455					0			0	16203	5141	0	0									
5135	0	3300					1289	0	24741					18738			0	3997	0	0	0									
5210	0	0					5703	91503	123961					81000			0	41842	1040	0	31682									
5461	0	1501					1988	0	137196					15000			0	57113	0	0	0									
5751	0	4404					627	0	51950					0			0	26744	0	0	0									
6039	0	0					79	0	11290					0			0	265	7	0	0									
6141	0	0					0	20099	0					0			11210	0	0	0	0									
6329	0	0					519	0	36348					0			0	6159	0	0	0									
7009	0	0					0	0	376701					0			0	70372	10660	0	0									
7045	0	0					725	0	92290					0			0	35674	0	0	0									
