"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
7634	9466	0	1172	14243	0	19556	0	0	0	0	46690	0	214		12353	1377		18384	46476	0	0	4267	0	0	5038	20151	2956	366	25189	2251	4785	300	0	16158	7336	0	0	7036	0								
8033	28133	0	2127	84176	0	108682	0	0	7000	0	172348	0	839		45460	60		106555	155900	0	15609	3782	0	0	15825	46914	43369	5745	62739	2681	9156	19108	1357	66393	32302	1250	0	11837	15261								
8462	1186	0	4852	70315	0	113406	0	0	0	0	35946	0	8010		7197	3961		108304	27936	250	0	1330	0	0	7488	8718	1397	0	15414	9874	3321	0	0	10406	13196	0	0	13195	0								
8631	16617	0	499	19791	0	25475	0	0	0	0	32020	0	926		6313	2739		24976	31094	0	0	1131	0	0	1647	5040	3129	1087	6687	690	1070	0	0	4591	1760	0	0	1760	0								
9357	259541	205	5668	65670	0	72448	0	0	235424	0	646202	4804	0		135187	249202		66326	641398	249	0	506	235424	235424	84840	50367	800	0	135207	0	1451	0	0	820	1451	12559	0	1451	0								
9553	19577	0	13937	19134	0	43984	0	0	9156	0	78880	0	3637		18196	8058		30047	71671	0	3572	0	9156	8207	5810	25693	11584	1833	31503	524	4197	1349	255	26724	6325	0	0	4721	993								
9807	637685	0	176766	169486	0	357317	0	0	0	0	1770165	0	311816		66129	774237	77327	180551	1458349	0	0	3505	0	0	48085	111270	36874	945	159355	119210	38419	3441	0	131044	161070	10600	0	157629	88231	true	9218	37877	492085	206536	277611	217295	
9955	11401	30	4667	32791	0	50553	0	0	2523	0	80642	0	19539		5843	51433		45856	61103	0	0	0	2523	2523	3703	7914	2945	418	11617	900	1513	415	0	9137	2828	0	0	2413	0								
10250	229147	0	1248	39104	0	71034	0	0	0	0	443082	0	6277		43960	130639		69786	436701	0	104	10385	0	0	12849	31234	17376	5705	44083	4754	7543	2549	1287	23204	16133	2038	0	12297	249								
10849	68652	0	3347	13074	0	31814	0	0	0	0	196902	0	36127		35930	34859		28466	160775	1	0	2525	0	0	18447	38165	15508	915	51443	4675	14255	1020	409	37104	20358	0	0	18929	1983								
11145	43631	0	50449	69042	0	153241	0	0	5053	0	137707	0	15798		24315	41902	8143	102792	121909	0	0	4658	5053	5053	4784	15094	12284	3833	14825	984	6335	7789	1071	11680	16179	0	0	7319	0	true							
11640	169027	0	6600	14991	0	28083	0	0	0	0	280596	0	47773		32970	25317		21483	232823	0	0	9505	0	0	13999	28549	9678	9723	42329	11519	7257	2046	3480	28978	24303	0	0	18776	0								
11837	6956	0	20684	12228	0	45578	0	0	12082	0	49508	0	80		12698	7942		24894	49428	0	0	638	0	0	4907	7427	7120	1512	12334	12387	341	916	0	8268	13644	0	12082	12728	0								
12030	45490	0	32105	139810	0	179814	0	0	0	0	201190	0	1609		50675	54166		147709	199381	0	200	5606	0	0	18408	44968	15431	6193	63376	1639	5749	8696	450	34325	16534	0	0	7388	0								
12142	34808	0	16138	86948	0	147759	0	0	0	0	83470	0	3875		18231	12639		131621	79595	0	0	1717	0	0	13114	14452	1347	1	22403	1911	4898	300	0	10683	7109	0	0	6511	0								
12311	10814071	31072	1353510	10755033	0	11975902	0	0	4206180	0	88644037	0	4968128		1446157	75633953	432142	10590019	83675412	1301	497	63951	4206180	4206180	489376	924977	434076	57697	1414353	131792	128566	27391	2138	459969	289887	68533	0	260358	0	true	872641	587700	28714473	42057471	346529	10458201	
12647	30044	0	1501	53235	0	63825	0	0	10807	0	97382	0	6332		11015	36163		62324	91050	0	0	144	10807	10807	3313	8192	5325	0	11504	7096	7249	0	0	5815	14345	0	0	14345	0								
12656	2853	0	919	5578	0	8325	0	0	0	0	8704	0	1486		2258	1352		7406	7218	0	0	222	0	0	1411	1223	1258	351	2634	0	0	255	0	1986	255	0	0	0	0								
12946	87498	369	233427	245769	0	484305	0	0	44556	0	1016015	0	240576		136293	372445		250509	775439	0	0	22122	0	0	86862	150811	52742	9913	235175	78518	121663	54434	1129	164035	255744	95584	36149	199849	0								
13103	677495	0	26864	163875	0	310931	0	0	15141	0	1977736	0	423717		153875	930430	67184	283260	1552533	807	1486	28742	15141	15141	69246	119680	39182	21926	188925	53162	49791	11821	5004	96159	119778	0	0	102953	0	true	11488	102811	411499	232198	323301	310514	
13251	4344	0	819	11542	0	16574	0	0	0	0	30863	0	2735		5250	20950		15755	28128	0	0	0	0	0	1397	3038	1133	0	4435	0	0	0	0	318	0	0	0	0	0								
13457	3755	0	385	4980	0	8079	0	0	0	0	10318	0	919		1810	2532		7694	9399	0	0	0	0	0	643	1840	642	0	2483	406	500	0	0	1315	906	0	0	906	0								
14155	28357	0	7874	63872	0	112023	0	0	0	0	112840	0	13045		16164	45372		103652	99169	497	626	3683	0	0	10690	15611	6656	1342	26301	1742	2801	269	0	18134	4812	43291	0	4543	0								
14650	8200	0	3190	12048	0	17925	0	0	0	0	22241	0	1036		3718	1164		14735	15272	0	5933	749	0	0	2149	3149	3617	2303	4589	758	512	386	0	7502	1656	0	0	1270	0								
14753	19882	0	1337	16594	0	16594	0	0	0	0	30474	0	2648		6651	0		15257	27826	0	0	823	0	0	2154	7002	373	295	9156	500	268	0	0	3173	768	0	0	768	0								
14865	118176	7	24306	311758	0	311758	0	0	0	0	241274	0	16733		22587	80361		287445	224390	0	151	3862	0	0	20901	8491	7212	2678	24091	381	1665	1124	285	16695	3455	52832	0	2046	0								
14977	5443	0	0	8927	0	12931	0	0	0	0	28175	0	0		7475	939	3895	12931	28175	0	0	1881	0	0	4107	10944	2585	3	15046	658	3496	0	0	10164	4154	0	0	4154	0	false							
16551	54769	0	9141	88946	0	144183	0	0	2779	0	184899	0	9600		51011	52527		134736	175299	306	0	6444	2779	1780	10678	21312	26627	9562	31990	473	5418	1907	1628	17168	9426	0	0	5891	0								
16748	17648	0	2763	26489	0	32316	0	0	0	0	45086	0	1429		8469	9926		29553	43657	0	0	1020	0	0	1373	7374	4544	845	8718	266	2844	266	0	5667	3376	0	0	3110	0								
17110	0	0	0	0	0	0	0	0	0	0	140118	0	6785		24251	0	10459	0	133333	0	0	6202	0	0	73628	0	0	0	73628	66490	0	0	0	49377	66490	0	0	66490	0	false							
17147	1610054	0	1180813	2221179	0	6313127	0	0	387947	0	4626598	0	660740		640572	1908232	169127	5131150	3965858	1164	0	37714	387947	60973	333058	413011	158533	19929	745781	84190	80553	16546	2492	283959	183781	64603	0	164743	0	true	210129	1485398	1161070	519943	1007636	602418	
17259	14828	0	3106	12251	0	19747	0	0	0	0	34645	0	4036		8825	1730		16641	30609	0	0	2173	0	0	3618	6631	4871	258	10249	260	1346	1101	0	6554	2707	0	0	1606	0								
17950	99722	267	47889	133424	0	246239	0	0	6047	0	355395	269	52064		37062	170432		198083	302317	0	745	9855	0	0	12787	27566	17466	4171	40297	8295	13669	1287	0	24928	23251	46970	6047	21964	0								
17978	57237	0	0	4313	0	38151	0	0	0	0	145289	0	979		44330	3091		38151	141528	0	2782	13922	0	0	10563	32144	18560	9314	42707	930	8650	2263	2537	26251	14380	0	0	9580	0								
18050	97615	0	55939	240307	0	328885	0	0	0	0	272809	0	5403		40822	50334		272946	267406	0	0	4197	0	0	19764	36976	18886	117	54677	16181	21792	9680	1464	34922	49117	760	0	37973	0								
18827	971158	0	27193	67672	0	118540	0	0	25000	0	1336183	0	287029		86912	189708		89529	1048717	1818	437	6030	25000	0	15039	50110	49308	9471	65149	17301	26509	7262	319	37016	51390	8197	0	43809	1984								
18836	21125	2	1817	38467	0	49235	0	0	0	0	99882	0	3897		36509	15903		47416	95985	0	0	5140	0	0	18103	16908	19273	4329	29491	1177	1014	1504	548	22104	4243	3394	0	1850	0								
18854	57929	0	48257	461759	0	465118	0	0	54623	0	398948	0	11195		24436	157504	2039	416861	352309	0	35444	360	54623	54623	20351	61536	30291	714	81887	13849	43181	13343	250	88456	70623	238980	0	57030	35444	true							
19356	11100	0	6100	24762	0	41733	0	0	2977	0	37546	0	778		8066	3248		35613	32081	20	4687	0	2977	0	2447	5567	5170	2344	7913	1698	3711	2260	0	7462	7670	0	0	5409	0								
19936	20096	0	37431	74568	0	174550	0	0	0	0	164408	0	16828		17177	100670		137119	147580	0	0	3593	0	0	6500	18300	5666	3360	24782	2146	4821	1403	1447	16649	9817	0	0	6967	0								
19972	88277	0	0	0	0	0	0	0	0	0	88277	0	0		0	0		0	88277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
20053	16796	0	2925	24669	0	36317	0	0	10406	0	76873	0	6211		28561	18077		33392	70662	0	0	2025	10154	2708	8148	11393	9515	6441	19541	1139	3190	2174	0	6937	6503	4206	0	4329	0								
20633	55831	0	14480	33428	0	125926	0	0	0	0	148433	0	10913		29831	26023		111441	137272	5	248	3901	0	0	16961	26155	11872	3165	40866	627	4060	3377	362	28322	8426	19416	0	4687	1224								
20857	9895	0	20448	21274	0	63281	0	0	0	0	57276	0	5918		4641	34447		42833	51358	0	0	0	0	0	1612	5309	1780	328	6921	3083	821	0	0	4388	3904	0	0	3904	0								
21256	1046	0	2622	3183	0	6279	0	0	0	0	3254	0	320		579	536		3657	2934	0	0	858	0	0	90	205	155	364	294	0	0	858	0	235	858	0	0	0	0								
21359	15160	0	2175	12817	0	20780	0	0	0	0	33922	0	1991		3877	12671		18605	31931	0	0	1159	0	0	1674	3180	605	380	4854	0	252	0	0	1962	252	0	0	252	0								
21658	28088	10	5449	27016	0	79312	0	0	3	0	90050	0	2207		31244	10405	16063	73853	87843	0	0	6495	3	3	7225	22355	10870	3915	29580	2185	3507	1135	365	13121	7192	0	0	5692	0	true							
22048	30647	0	17516	103248	0	103251	0	0	9725	0	104885	0	12239		20737	0		85735	92646	0	0	3258	9725	5498	10695	24377	15130	4385	34912	4907	9028	5155	560	33850	19650	0	0	13935	0								
22543	65854	4	18004	97071	0	131662	0	0	0	0	126907	0	10381		12037	38417		113654	116278	0	248	1796	0	0	4673	8908	3542	1351	13580	2872	513	0	776	6438	4161	15586	0	3385	0								
22552	15486	3224	0	15097	0	37056	0	0	4900	0	52153	0	3315		17926	4028		33832	48838	0	0	0	4900	248	3939	10246	16245	12	14185	786	303	1108	0	12517	2197	0	0	1089	0								
22730	158	0	22223	70524	0	109382	0	0	0	0	75528	0	11327		8750	59787		87159	64201	0	0	529	0	0	2587	3868	4380	1503	5637	854	540	851	1000	3588	3245	0	0	1394	0								
23456	25109	0	9809	33791	0	110010	0	0	0	0	107854	0	13211		36213	13070		100201	94643	0	0	4398	0	0	8016	21974	19318	6038	29990	5329	6554	1796	650	19133	14329	0	0	11883	0								
23504	2265009	0	74698	824434	0	976084	0	0	117337	0	4394442	0	853234		77292	1839031	14443	901386	3541208	0	0	3138	74450	71210	23247	120477	17183	6774	143724	13184	59640	46919	2978	90389	122721	5206	0	72824	34858	true	72373	6917	504075	806270	530575	130486	
23643	16557	0	19562	45878	0	97064	0	0	0	0	114161	0	11059		28887	2173		77502	103002	0	100	2905	0	0	8912	28336	22388	0	37247	8371	16377	11046	0	30749	35794	0	0	24748	0								
23755	92804	14	12362	65420	0	119133	0	0	0	0	127657	33	8260		9759	15010		106757	119364	0	0	1182	0	0	3743	7234	3483	1620	10977	767	914	2082	0	6321	3763	0	0	1681	0								
24006	355421	5	14787	184374	0	370176	0	0	67500	0	1051773	0	33612		172612	253176		355384	1018161	0	0	20247	67500	37500	70100	158360	86622	51676	228460	10129	39146	19444	7700	194146	76419	0	0	49275	0								
24378	22287	0	0	8806	0	15159	0	0	0	0	44815	0	501		14063	1462		15159	44314	0	0	1414	0	0	3077	4647	7018	5698	6983	626	0	0	0	6377	626	0	0	626	0								
24453	27664	0	5894	135512	0	168133	0	0	14660	0	200914	0	12733		10269	131095		162239	183181	0	5000	2463	14660	5168	2446	16343	15268	1833	18789	2919	2162	1184	0	25622	6266	6791	0	5081	5292								
24659	35922	0	1626	26924	0	49524	0	0	0	0	48058	0	2194		8033	619		47898	45864	0	0	1374	0	0	3980	3615	2300	917	6787	440	266	0	0	2778	706	0	0	706	0								
24668	393440	0	31686	73691	0	95886	0	0	0	0	1558109	0	145883		104347	566504		63952	1407161	248	5065	29366	0	0	97932	212060	64652	2241	303534	53054	121068	46101	1058	272537	221281	185527	0	166019	0								
24949	53616	0	14844	138009	0	186612	0	0	3971	0	218637	0	5499		66103	61324		171520	212897	248	241	3712	3971	3971	20041	41492	35394	126	61358	1336	2909	2399	0	30950	6644	13131	0	4245	0								
25357	230268	0	11491	13186	0	50854	0	0	0	0	360860	338	5751		33588	44877		39363	354771	0	0	4745	0	0	21548	40723	9674	2306	62271	2378	7653	1181	251	40663	11463	0	0	10031	0								
25647	26151	1	0	65537	0	66455	0	0	0	0	163636	0	34		39846	12766	7908	66454	152896	0	10706	3470	0	0	26534	50938	22686	970	77472	6653	11217	5721	0	61282	23591	0	0	17870	10706	false							
26176	62208	0	1489	41041	0	65620	0	0	50647	0	263417	0	18215		22670	53506		64131	244227	0	975	1797	47212	42168	33463	80696	14093	492	114159	8154	9540	1266	0	106073	18960	25011	3435	17694	1744								
26457	2792	0	2739	6938	0	10925	0	0	0	0	23554	0	3006		3647	12969		8186	20548	0	0	465	0	0	1175	3441	2366	47	4616	502	262	0	0	3382	764	0	0	764	0								
26765	60096	0	20178	95795	0	204961	0	0	0	0	1973532	0	124497		63317	1364348		184007	1812518	776	36517	14956	0	0	71411	141778	10258	2888	213189	128482	183380	10000	891	163018	322753	19847	0	311862	36276								
27070	186798	0	9727	141424	0	141424	0	0	10	0	531553	0	15940		141713	78378		131449	513359	248	2254	23975	10	10	71347	104839	44789	6950	166101	10318	18609	6596	2929	86212	38452	13179	0	28927	0								
27548	135391	0	86938	257548	0	517994	0	0	0	46231	447484	0	57900		45949	226251	23208	426898	339827	4158	3526	1204	0	0	17380	28732	21375	6102	46112	3430	6760	1810	254	27639	12254	71207	0	10190	3522	true							
27614	107868	0	3305	115556	0	219162	0	0	0	0	218654	0	38416		34503	38756		215857	180238	0	0	547	0	0	13845	22641	13907	3250	35894	6265	8062	4060	0	19140	18387	0	0	14327	0								
27847	65119	0	37908	136293	0	223155	0	0	4160	0	375812	0	32386		103597	55300		185247	337279	0	6147	18642	0	0	33921	71697	95723	3457	105618	8144	20370	21354	726	101201	50594	17117	4160	28514	5899								
28013	1039117	0	288281	217688	0	452754	0	0	66696	0	3723512	0	248765		328645	1901794	89433	164473	3474747	0	0	34881	66696	28869	350796	150958	102324	25076	501754	81204	53069	11264	7910	300508	153447	0	0	134273	0	true	79080	85393	1659051	242743	1035477	3640	
28152	33109	0	5094	45959	0	65777	0	0	12	0	88093	0	8472		17231	30734	7786	60683	79621	0	0	2114	12	12	8593	7952	4779	1295	12532	0	1106	525	0	5388	1631	3255	0	1106	0	true							
28675	16361	0	16439	42300	0	43613	0	0	39038	0	94431	0	8322		49173	18416	3714	27174	86109	0	0	898	36913	22883	10547	23762	19041	1948	34309	500	1660	1688	508	6125	4356	0	1500	2160	0	false							
28732	22134	0	2259	41489	0	49093	0	0	0	0	52840	0	3946		7391	9937		46834	48894	0	0	1632	0	0	4223	8344	2192	62	12567	1159	3612	1176	0	7430	5947	0	0	4771	0								
29476	3556	0	958	6815	0	22717	0	0	2191	0	59761	0	835		14193	677		21759	46416	0	12510	2874	0	0	8514	22529	16029	3577	31043	1758	2477	644	0	36456	4879	4421	10	4235	17375								
29636	100527	0	46280	96971	0	179913	0	0	0	0	871354	0	150477		91228	545736		133633	720877	0	0	17175	0	0	21215	63727	63365	17979	84942	9011	24235	18521	7038	75058	58805	0	0	33246	0								
29878	691484	0	0	43436	0	157384	0	0	0	0	1175162	0	0		211426	17028	86267	157384	1175162	0	0	30187	0	0	77069	219085	69761	25242	296154	12714	40131	15817	6832	179731	75494	0	0	52844	0	true	18553	105164	16184	844	675062	16422	
30052	4109	0	0	13853	0	16848	0	0	0	0	17862	0	0		869	8311		16848	17862	0	0	0	0	0	1287	831	2454	0	1748	0	0	870	0	3703	870	0	0	0	0								
30502	131384	0	95988	213879	0	491362	0	0	0	0	385746	0	22357		49746	153049		395374	363382	0	7	5928	0	0	12714	42175	13048	17062	54756	3223	9846	1111	2134	35253	16314	0	0	13069	0								
30650	10638	0	912	34237	0	54654	0	0	5	0	62645	0	491		9170	30409		53742	62154	0	0	565	5	5	3456	7431	3907	0	10887	300	4150	2071	283	5623	6804	5	0	4450	0								
30810	37684113	0	0	1237772	0	1352786	0	0	18391031	0	79384401	0	0		21070724	10858708	2736151	1352311	79384401	475	0	1215065	17647908	10240480	4372576	12107447	7829204	3859281	16480023	488253	1557989	479136	147694	7097784	2673072	0	677442	2046242	8538046	true	951583	0	4708762	6149946	37684113	0	
31134	18428	7410	6694	62307	0	77154	0	0	0	0	54974	200	457		12726	6535	5856	63050	54317	0	0	2673	0	0	5817	16162	1937	429	21873	1798	2721	847	299	11619	5665	0	0	4519	0	true							
31255	12490	0	66334	55473	0	118528	0	0	8503	0	594585	0	172453		22679	403680	6250	51200	422132	994	0	2385	8503	8503	22046	48538	9206	2003	30308	24191	66989	2126	3315	59114	96622	78002	0	91175	0	false							
31657	14401	0	5997	36928	0	70927	0	0	0	0	73635	0	4198		14048	3868		64930	69437	0	0	3260	0	0	6281	26056	2498	0	32337	4447	14926	1158	0	20787	20531	0	0	19373	0								
31826	39031	0	35952	115317	0	158799	0	0	7959	0	166248	0	28860		33331	35235	15661	122847	137388	0	0	6898	0	0	11174	38374	20410	2153	38581	7378	8621	2716	1156	38780	19871	8388	0	13536	0	false							
31835	8307	0	15893	37191	0	57778	0	0	4000	0	72277	0	15901		15569	9797		41885	56376	0	0	2624	4000	4000	17782	20649	3036	0	38431	2177	6225	4304	0	25898	12706	0	0	8402	0								
32234	12746	0	36129	30071	0	79986	0	0	29632	0	92173	0	26092		22752	10453		43609	49162	248	16919	1017	29632	28736	26035	24384	2560	183	50200	2659	9894	3258	0	30411	15811	895	0	12553	17750								
32766	14135	0	82	77016	0	83589	0	0	0	0	32887	0	1		2516	11666		83507	32886	0	0	1396	0	0	1194	3060	401	42	4254	858	1531	0	0	2181	2388	0	0	2388	0								
32971	48375	0	5937	68550	0	98660	0	0	0	0	167589	0	3456		25953	70220		92723	163388	0	745	1574	0	0	9772	18640	9900	1498	28412	1729	3340	3819	297	13856	9185	22654	0	5069	0								
