"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
2376	318694	0	8703	19016	0	36079	0	0	22888	22888	0	1338350	0	40009	42277	396188	386185	77946	289394	0	101363	189808	69712	35305	59388	125160	45772	6963	27376	1298341	0	0	27220	0	192884	44399	0	0	147597	35891	0	
2554	1117	0	157	42	0	4643	0	0	0	0	0	5668	37	1706	0	2657	0	2	1818	0	288	1847	522	0	950	944	0	0	4486	3925	0	0	0	0	1144	750	0	0	1144	750	0	
2732	36122	0	11016	86576	0	129464	0	0	0	0	0	315286	0	17746	18144	64126	54679	15580	48461	0	26980	31607	4662	877	72276	82770	3862	1451	118448	297540	0	0	5534	0	47699	112660	0	0	42138	109746	0	
2750	8566	0	1638	4177	0	10886	0	0	143	143	0	33818	0	8697	7456	13020	676	1940	8770	143	4125	5083	3051	761	3031	4635	3688	202	9248	24594	0	527	360	0	6861	4695	0	0	5207	2458	0	
3252	11989	0	339	14475	0	52072	0	0	226	11389	0	70910	0	7482	4768	16399	13598	6217	12018	226	3529	8490	2852	1528	12950	10447	3805	1722	51733	61277	0	2151	0	11163	14992	13932	9324	0	11137	12260	0	
3458	1581	0	2623	3526	0	9994	0	0	0	0	0	15734	0	1698	2789	7332	1902	634	5183	0	1618	3565	1822	327	1736	1959	1124	100	7371	14036	0	0	114	0	4919	0	0	0	3695	0	0	
3720	23433	0	18936	25794	0	79757	0	0	0	0	0	86980	0	1516	15108	31878	3434	7603	30834	0	12217	18617	1009	35	7798	19903	533	0	60821	85464	0	0	3017	0	16912	11322	0	0	16379	11322	0	
3953	1477	0	163	16039	0	18949	0	0	0	0	0	32063	0	837	0	5035	17811	0	4806	0	1881	2925	202	27	2555	5185	0	0	18786	30727	0	499	0	0	6003	1737	0	0	320	1737	499	
4156	13761	0	17804	28401	0	72028	0	0	2530	14084	0	94824	0	7254	15595	34906	18038	6768	23174	1016	6348	16826	7776	3956	9863	12325	3832	2099	54224	86337	0	1233	2616	11554	24082	4037	11385	0	18813	3375	0	
4231	11276	0	12743	17599	0	31846	0	0	0	0	0	81517	0	3505	12681	29424	7443	19474	20439	0	6081	14358	4771	4214	6484	16625	3766	6499	19103	78012	0	0	12816	0	24116	9258	0	0	17378	5731	3515	
4437	62376	0	5108	26576	0	68021	0	0	476	4489	0	163402	0	14827	13428	36596	19304	11856	16832	75	3428	13404	14164	5600	6894	16713	15686	5832	62913	148575	0	0	0	4013	35082	10043	2912	0	17187	6420	0	
4839	24235	0	44	34141	0	46898	0	0	28461	28461	0	218231	0	6897	2900	75884	47554	10665	44109	13985	15851	28258	30286	1489	19485	32005	13920	5148	46854	187423	0	23911	3289	0	47932	22626	0	0	29815	21675	33573	
5005	59810	7	3	32296	0	45189	0	0	0	0	0	212491	0	5	0	81632	17146	20674	60602	0	21297	39305	18959	2071	15488	26248	9737	2429	45179	212385	0	101	6959	0	41370	12532	0	0	31121	10615	0	
5069	77629	0	0	19767	0	22460	0	0	28944	82522	0	291657	4000	5915	0	56973	4561	1204	29787	10189	10487	19300	10842	16344	34738	62321	47518	7917	22460	243053	0	38689	806	53578	118740	33754	25965	0	72470	24589	3245	
5135	9966	0	21347	44638	0	82225	0	0	24488	24488	0	217958	0	3724	12427	64513	32629	17395	58598	24488	20642	37956	5915	0	28186	71746	10918	0	60878	169513	0	44721	7083	0	68902	41948	0	0	58432	41500	5000	
5210	292710	10	25969	53906	0	86365	0	0	179	1659	0	698645	0	37897	51971	208894	116059	61083	122440	82	54716	70297	78715	5166	23513	24070	32494	905	60386	660675	0	73	10699	1480	62221	18761	1480	0	32569	15013	0	
5331	18987	8	0	53570	0	65041	0	0	776	6383	0	170159	0	2265	0	35726	82831	8310	33630	776	13230	20400	1000	1096	12165	20048	202	200	65033	167780	0	114	1356	5607	27266	5349	5607	0	27825	4388	0	
5461	179629	0	3179	33955	0	41520	0	0	1436	17470	0	362111	0	18367	14720	13742	131444	5326	12824	1260	4937	7887	543	375	13707	21533	1755	301	38341	343744	0	0	2511	14731	18658	18638	16033	0	6935	6771	0	
5751	5779	0	1081	8173	0	22148	0	0	0	0	0	75076	0	28895	26306	10344	52172	5036	7984	0	2948	5036	2347	13	564	3968	2249	0	21067	46181	0	0	562	0	6781	0	0	0	4531	0	0	
6039	7126	0	10478	22108	0	29818	0	0	0	0	0	50597	0	1029	318	23673	6053	8283	23000	0	7402	15598	673	0	4083	9299	363	0	19339	49562	1	6	3165	0	10618	3127	0	0	10255	3127	0	
6141	2393	1	4345	24082	0	37311	0	0	0	0	0	20213	1	1787	6132	7273	713	1238	6696	0	2447	4249	576	1	2862	6972	0	0	32965	18425	0	0	228	0	4414	5420	0	0	4413	5420	0	
6329	17630	0	9015	81015	0	109670	0	0	10756	10756	0	284634	0	6014	8724	94471	33795	14469	82259	5721	36350	45909	10735	1477	44069	81053	9422	4194	100655	278620	0	0	4863	0	99967	38771	0	0	88367	36755	0	
6972	46664	0	5742	48650	0	87671	0	0	908	13294	0	592312	0	33776	20736	60829	435664	28284	46458	821	17325	29133	12709	1663	16095	21408	11091	561	81929	557637	0	899	6320	12386	36809	12346	10669	0	29124	8379	0	
7009	0	2	0	59381	0	59381	0	0	0	0	0	607213	0	0	0	0	607213	149	0	0	0	0	0	0	0	0	0	0	59379	607213	0	0	0	0	0	0	0	0	0	0	0	
7045	12519	0	14161	21182	0	68674	0	0	0	0	0	70148	0	7792	0	27056	12097	6682	12315	0	1711	10700	12094	2551	1470	8682	7261	1063	54513	62356	0	0	2434	0	9846	8630	0	0	471	999	0	
7157	1160	0	868	6586	0	10658	0	0	0	0	0	33493	12	2155	3023	13155	9291	3552	11385	0	3380	8005	1770	0	1694	6753	1440	0	9790	31326	0	0	1326	0	5005	4882	0	0	3829	4618	0	
7456	9308	0	4878	13889	0	22740	0	0	0	0	0	30607	0	1196	3324	15276	0	2706	11057	0	3540	7517	4190	29	982	4055	986	0	17862	29411	0	0	123	0	3810	2213	0	0	2824	2213	0	
7634	3401	0	2532	5871	0	11412	0	0	99	99	0	43226	0	285	1754	19023	552	4753	16665	0	4408	12257	1681	677	3891	12491	2788	1080	8880	37382	0	5559	2221	0	18295	1955	0	0	15408	973	5466	
8033	8736	0	1697	26237	0	41846	0	0	0	0	0	92721	0	9444	9182	42291	159	5571	34526	0	10733	23793	6011	1754	17173	18811	5001	550	40149	83277	0	0	2414	0	27334	14201	0	0	22608	13375	99	
8462	160	0	2463	45294	0	74462	0	0	0	0	0	62480	0	11891	11660	12165	11998	4406	10807	0	5912	5412	841	0	22170	15629	358	0	71748	50589	251	0	1666	0	18658	19499	0	0	17244	20254	0	
8631	11114	0	389	11453	0	17104	0	0	0	200	0	34417	0	1499	565	10729	3748	3156	7519	0	2402	5117	2112	1098	306	5272	2522	726	16715	32918	0	0	1145	200	7285	1541	200	0	3837	1541	0	
9357	73206	162	0	33461	0	37722	0	0	1161	1161	0	233303	9622	0	0	1232	158007	674	887	1161	865	354	13	0	100	758	0	0	37560	223681	0	0	0	0	858	0	0	0	858	0	0	
9553	13402	0	2074	15998	0	26161	0	0	0	0	0	54384	0	3139	5047	18508	9572	6891	16212	0	5567	10645	2294	2	4311	7675	916	0	24087	51245	0	0	0	0	9488	3414	0	0	8472	3414	0	
9807	359112	0	99830	45931	0	133893	0	0	182328	182328	0	1632333	0	269596	160577	364667	732387	69898	291755	175923	155387	136369	71053	1858	99009	68529	6529	2100	34063	1362737	0	0	21720	0	37589	138578	0	0	30960	136537	120600	
9955	8381	14	2455	18315	0	37428	0	0	0	0	0	55030	0	16696	16500	12285	25828	1923	9519	0	3051	6468	2316	450	3137	5277	0	122	34959	38334	0	0	105	0	2733	5803	0	0	2611	5803	0	
10250	76012	5	963	17072	0	32657	0	0	3171	24648	0	316610	0	10504	7658	88108	71743	51425	44043	2311	13698	31865	35512	7033	9212	22681	39907	8947	31689	301992	0	4114	21751	3293	47874	32873	2410	1265	21695	10198	3369	
10849	73241	17	3	9724	0	11676	0	0	0	4484	0	220388	0	30527	4471	70238	26716	8838	64559	0	17022	47537	5526	154	13738	29634	6821	0	11618	189861	38	0	1778	0	40578	9615	0	4183	35592	7780	0	
10858	48889	134	1734	4852	0	5696	0	0	545	12889	0	306693	0	39938	33262	48645	157244	6870	35299	545	10479	24820	12799	547	7238	24830	19847	0	3813	266032	15	723	984	12344	41871	10044	12344	0	27367	4701	0	
11145	16484	0	18546	19366	0	60161	0	0	0	0	0	81489	0	8662	2800	25685	17401	8786	17737	0	3264	14473	4715	3233	3211	9116	6872	2720	41470	72827	145	0	3813	0	12786	9133	0	0	7408	4919	0	
11640	122408	6	5465	13269	0	24820	0	0	0	0	0	241048	0	45256	38598	47002	13630	17129	29443	0	9676	19860	11414	6052	13424	21215	12351	11019	19291	195792	58	0	8899	0	33679	24330	0	0	16726	17913	0	
11837	4198	0	29193	5453	0	41084	0	0	0	0	0	43924	0	1479	28426	20896	3293	4013	12992	0	3274	9718	6211	1693	3920	7874	3261	483	11891	42445	0	0	1193	0	12894	2644	0	0	9450	2344	644	
12030	18994	0	18611	54661	0	76462	0	0	0	0	0	197661	0	2051	634	93899	14378	24282	74984	0	22251	52733	15861	3054	15902	40974	10904	2610	57851	194303	0	1307	9236	0	59539	10851	0	0	47628	9248	0	
12142	17383	0	3253	44184	0	71277	0	0	0	0	0	83808	0	7400	8099	24600	9671	8108	17939	0	12399	11097	1104	0	11947	19353	854	0	67829	76158	195	250	1985	0	18649	13505	0	0	17265	12555	0	
12245	14462	0	2224	14845	0	23724	0	0	389	6027	0	70496	0	6162	0	24328	12177	7217	17105	57	3976	13129	6819	404	3500	12842	2937	250	21500	63734	0	600	2510	3012	15881	3648	1978	2625	12694	3648	0	
12311	3369194	83	733954	2738978	0	3376353	0	0	654669	1320810	0	39818224	0	2930870	1246757	7375814	27300416	1258038	4274198	361884	1263562	3010636	2678021	423595	344600	831299	452291	144610	2637586	36887354	4730	0	344177	666141	1266743	506057	629841	0	776271	399628	0	
12647	5881	0	935	16078	0	21750	0	0	0	22489	0	70845	0	3547	0	15523	14432	5557	8323	0	2868	5456	7170	29	3523	9542	12811	9133	20815	67298	0	0	1731	500	9582	25427	250	3781	6349	6716	0	
12656	1659	0	245	2884	0	5138	0	0	0	0	0	10096	0	1073	210	3850	730	725	3073	0	974	2099	700	77	762	2411	584	100	4893	9023	0	0	144	0	3857	0	0	0	3173	0	0	
12937	8461	0	0	74265	0	91393	0	0	297	5600	0	90073	0	1122	0	12867	19948	6591	11125	297	4947	6178	1654	88	25686	14378	7010	1723	91393	88951	0	0	4070	3118	25403	23394	3118	0	22262	17802	2700	
12946	32612	93	28751	33498	0	77565	0	0	195	399	0	556524	0	125332	134401	127815	167667	31513	96832	195	36938	62287	24931	3659	70737	125163	28328	4202	48721	431192	0	0	11039	204	71380	157050	204	0	63828	127735	0	
12955	6193	7	960	24909	0	36079	0	0	0	0	0	67999	0	9347	9967	19354	31872	5464	11345	0	4205	7140	5874	2134	2045	3614	3020	1901	35112	58652	0	0	1306	0	6898	3682	0	0	3320	2339	0	
13103	230525	11	41493	41134	0	99031	0	0	9980	9980	0	928361	0	108555	0	163671	395408	62316	113245	0	44703	68542	25696	24730	36429	68020	21249	13059	57319	817743	208	2063	17740	0	63566	75191	0	0	42929	61520	0	
13251	1563	0	120	6037	0	8906	0	0	0	0	0	28270	0	910	905	11318	13533	2629	10008	0	3011	6997	1310	0	870	886	100	0	8786	27360	0	0	931	0	1303	553	0	0	1203	553	0	
13457	2769	0	657	2627	0	5481	0	0	0	0	0	9533	0	1010	579	3309	1020	1033	3066	0	1287	1779	243	0	542	1539	354	0	4824	8523	0	0	0	0	1510	925	0	0	1156	925	0	
14052	7139	0	2614	11734	0	18968	0	0	0	0	0	35358	0	1300	0	10051	9567	2905	8661	0	3494	5167	1390	0	2887	3630	2084	0	16354	34058	0	0	1252	0	5686	2915	0	0	4015	2501	0	
14155	6973	0	957	13367	0	30900	0	0	430	7191	0	66794	0	12805	7552	19750	19883	5034	13766	376	4796	8970	4510	1474	13336	4039	2292	521	29943	53989	0	0	1103	6761	14442	5746	6315	0	11974	5401	0	
14650	4792	0	2546	6205	0	10938	0	0	0	0	0	11897	0	242	2246	4451	957	1325	3217	0	2574	1298	544	35	615	1082	0	0	8392	11655	0	0	370	0	1337	360	0	0	1337	360	0	
14753	12668	1	289	10471	0	10471	0	0	0	0	0	28035	0	2053	727	10289	0	3972	9847	0	4172	5675	299	143	2753	1820	405	100	10181	25982	0	0	1236	0	4323	755	0	0	3818	755	0	
14865	95071	6	11519	20443	0	39052	0	0	1382	11525	0	191457	0	24210	16371	33344	38373	10504	22568	1367	14163	11238	6291	1652	10324	9801	3024	1520	27527	166772	0	475	2838	10143	23601	1068	9476	0	16909	818	0	
14977	3409	0	0	5276	0	9226	0	0	0	0	0	28904	0	0	0	11178	1887	2691	10197	0	3526	6672	874	106	5469	6349	312	300	9226	28904	0	0	104	0	8331	4099	0	0	7719	4099	0	
16458	72259	0	413	17872	0	26968	0	0	0	0	0	231822	0	9379	5671	29215	92096	11228	17177	0	5273	11904	10607	1431	4022	24528	8539	1163	26202	222443	353	0	4841	0	17888	20364	0	0	10306	18244	0	
16551	21902	0	5317	31540	0	61586	0	0	15806	15806	0	139418	0	10793	7510	67492	26774	25322	34432	4586	11706	25095	16484	14207	7075	7564	6580	2031	55610	128625	659	0	9695	0	20417	2833	0	0	9827	1934	0	
16748	9250	0	1404	13264	0	17828	0	0	0	0	0	32209	0	2054	0	14468	3765	4924	8137	0	3405	5107	3471	2486	156	1053	2053	1465	16424	30155	0	0	1947	0	4311	416	0	0	1209	0	0	
16944	9868	0	2447	6454	0	13026	0	0	0	0	0	23106	0	2285	0	7832	1034	1411	5326	0	1707	3619	1782	725	1238	2148	635	350	10579	20821	0	0	293	0	3866	505	0	0	2754	505	0	
16953	3612	0	1969	6886	0	11523	0	0	0	0	0	18070	0	804	1208	8489	3568	615	6267	0	1683	4584	2222	0	200	1451	750	0	9554	17266	0	0	0	0	2401	0	0	0	1651	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	86533	0	6344	0	15618	0	3785	15618	0	15618	0	0	0	69915	0	1000	0	0	80189	0	0	2805	0	28483	42432	0	0	27483	42432	0	
17147	1398001	0	109581	234236	0	350283	0	0	120744	122942	0	2804443	0	472319	2032	674141	467466	145798	326673	43982	99361	227312	247884	99584	36188	94933	94267	39447	237439	2332124	3263	0	37464	2198	204426	60409	998	0	103459	27662	39334	
17259	15559	0	0	6437	0	13811	0	0	0	0	0	40372	0	4351	2862	14196	1092	5061	9635	0	2191	7444	4371	190	2805	4188	1989	543	13811	36021	0	0	1415	0	9525	0	0	0	6993	0	0	
17464	33720	0	53365	158657	0	187287	0	0	0	0	0	900052	0	66483	69747	58943	705500	23114	40567	0	10934	29633	15412	2963	17145	41905	37004	5834	133922	833569	0	0	7284	0	64552	37336	0	0	40630	18420	0	
17950	38805	0	28516	43940	0	95991	0	0	0	20342	0	176104	1	18469	32609	27150	65342	9360	22213	0	7340	14873	4381	556	14305	24744	4987	771	67475	137292	0	20342	4160	20342	17164	27643	0	17842	15110	23939	0	
18050	46830	0	30893	125438	0	174555	0	0	0	0	0	190434	0	3207	29698	54491	39596	11310	46535	0	18460	30132	5898	0	12605	29300	7612	0	143662	187227	0	0	3202	0	34469	15048	0	0	29583	12084	0	
18135	19375	0	0	57548	0	77712	0	0	338	5043	0	96503	0	1733	0	25938	14054	4466	16428	268	6283	11968	4440	3247	12570	18520	3544	2502	77712	94770	0	0	1299	4705	18342	18794	4475	0	13218	17771	0	
18377	18283	0	0	0	0	0	0	0	92	92	0	44078	0	577	0	19134	0	5419	6925	0	2547	4378	8927	3282	335	1538	2646	2141	0	41881	0	1620	1573	0	5352	1308	0	0	1572	301	0	
18827	156313	4	8142	54352	0	106127	0	0	0	0	0	241534	0	26984	32900	52067	6085	14489	21718	0	9354	12590	14803	15320	8169	6889	6005	6006	97981	214550	0	0	0	0	16582	10487	0	0	7344	0	0	
18836	9486	2	1986	19349	0	28499	0	0	184	3392	0	108295	0	2511	2631	52835	10475	14953	32734	52	14658	20582	13450	4145	7261	13614	10814	3810	26511	105544	0	240	4699	3208	30889	4610	1199	0	16928	3159	0	
18854	12827	0	6683	40683	0	59623	0	0	585	14117	0	128090	0	6627	7065	33959	8350	1995	25827	585	8675	17152	7000	1132	8873	42143	19981	1957	52940	105244	0	16219	835	13532	55189	17765	13532	0	39709	11307	16005	
18957	3306	0	1426	2990	0	6960	0	0	0	0	0	16375	0	857	688	7970	994	2917	4355	0	1533	2822	2700	915	764	866	1239	1236	5534	15518	0	0	371	0	3112	993	0	0	1630	0	0	
19356	7361	0	2400	10715	0	22710	0	0	99	5712	0	40278	0	485	1271	18824	2804	2757	14176	99	5070	9162	4296	296	3727	3112	4120	330	20212	39445	98	348	121	5613	11289	0	3383	784	6839	0	0	
19730	287812	14	75750	255342	0	304963	0	0	162305	163877	0	1567787	0	70722	75568	427010	604888	61873	299387	110508	87531	213820	115860	9799	77479	113575	53450	3573	229199	1496458	0	607	13857	1572	151416	96661	1572	0	103364	87523	0	
19936	9823	0	24305	44093	0	83124	0	0	3096	3096	0	129544	0	11501	14425	33894	40851	11541	29278	3096	7800	21478	3401	1215	11622	27087	3745	2522	58819	118043	0	0	5467	0	36049	8927	0	0	27689	7915	0	
19972	74328	0	0	0	0	0	0	0	0	0	0	74328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74328	0	0	0	0	0	0	0	0	0	0	0	
20053	6863	0	986	13156	0	18401	0	0	4697	4697	0	41141	0	3129	0	25692	3659	8079	12385	1521	9129	7902	8592	69	924	1907	2096	0	17415	38012	0	0	933	0	4476	451	0	0	2831	0	0	
20512	15928	0	0	15588	0	25048	0	0	295	6504	0	57881	0	0	0	17754	7073	5968	7130	0	1614	5516	7746	2878	2241	6445	6006	2435	25048	57881	0	0	1927	6209	12483	4644	1690	496	5454	3232	0	
20633	62697	5	15304	30533	0	64752	0	0	0	6630	0	219321	0	1097	15517	58608	46674	17802	29301	0	9228	20109	16175	13096	12017	14417	13976	10932	49411	218224	32	0	5738	6630	42131	9211	0	0	21980	4454	0	
20857	4851	0	3907	93343	0	114723	0	0	0	0	0	48675	0	7094	9537	8185	23732	959	6950	0	2508	4442	1182	53	3651	5637	1819	800	110816	41581	0	0	0	0	6922	4985	0	0	4302	4985	0	
21256	914	0	1339	2308	0	3788	0	0	0	0	0	4501	0	449	806	2530	653	1959	703	0	139	564	484	1343	0	100	0	304	2449	4052	0	0	0	0	404	0	0	0	100	0	0	
21359	4008	0	419	2570	0	3810	0	0	0	0	0	16966	0	1361	231	3206	5448	2684	2895	0	1171	1724	208	103	639	2225	1338	102	3391	15605	0	0	0	0	4004	300	0	0	2864	0	0	
21630	7949	0	758	14070	0	21707	0	0	0	0	0	48899	0	5768	5297	14007	6173	2420	11992	0	3315	8677	1926	89	6849	13463	344	114	20949	43131	0	0	643	0	7942	12828	0	0	7484	12828	0	
21658	15376	3	0	10	0	107	0	0	0	0	0	131647	0	4557	1097	43488	57431	13695	28776	0	7122	21654	12003	2709	3599	6364	4646	743	104	127090	0	0	3444	0	13410	1942	0	0	8910	1053	0	
22048	14731	6	12081	22765	0	54783	0	0	45	1614	0	94353	0	15144	22038	35578	3083	7710	32176	45	9990	22186	3289	113	5543	29944	5474	0	42696	78847	0	362	3163	1569	25391	15570	1569	0	22713	12774	0	
22356	132789	0	2583	11296	0	22341	0	0	5951	30583	0	266141	0	64839	55161	47211	32278	7519	38856	5951	18905	20112	6438	1756	33541	14949	4671	702	19758	200556	0	746	1509	24632	32894	20969	24632	0	30618	17872	0	
22543	7220	0	8862	18470	0	37790	0	0	0	0	0	31224	0	3112	0	11134	5689	3794	8162	0	2844	5318	1672	1300	2190	3448	336	1207	28928	28112	0	0	1217	0	6163	1018	0	0	4618	1018	0	
22552	9291	0	1531	11482	0	25172	0	0	2970	2970	0	52216	0	3316	3036	24820	1340	2366	17211	750	4801	12410	7602	7	1838	6463	8464	0	23636	48528	5	372	1097	0	12906	3859	0	0	6662	1639	3216	
22730	101	0	4339	26606	0	38346	0	0	0	0	0	61441	0	2801	4352	20620	32228	3988	11919	0	5650	7290	5621	2059	2534	3197	2000	761	34007	58640	0	0	473	0	6638	1854	0	0	4039	1442	0	
22936	6656	0	2123	35926	0	52370	0	0	4408	4408	0	150563	0	2390	2514	54899	35023	12154	43103	4408	14250	28853	11796	0	19534	25053	9398	0	50247	148173	0	0	3955	0	44598	9387	0	0	35670	8917	0	
22954	5752	0	800	12497	0	31252	0	0	729	729	0	46604	0	4383	4329	14568	12497	3738	10105	729	3029	7076	4346	117	2841	7823	3123	0	30452	41922	0	299	1260	0	8783	5004	0	0	4931	5733	299	
23045	2328	0	421	2672	0	11064	0	0	0	0	0	22477	0	1179	0	1736	12930	1042	1382	0	1018	364	300	54	965	3393	1020	105	10643	21298	0	0	667	0	2603	2880	0	0	1728	2630	0	
23456	7336	0	1935	10271	0	32542	0	0	0	0	0	50710	0	5370	5415	26090	6321	7939	14297	0	3476	10821	8974	2819	808	4943	3949	1263	30551	45340	56	0	623	0	7890	3073	0	0	2428	3323	0	
23504	369411	0	20106	124869	0	138727	0	0	1287	31879	0	1062459	0	211955	192716	42248	510222	11629	30751	1000	9124	21667	9623	1835	27861	49075	58560	5082	118621	850504	0	0	5061	30592	71085	69493	29811	0	57967	18967	2237	
