"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
1557	8319	0	3311	20773	0	30803	0	0	0	0	0	29096	0	2104		11640	2657	1906	8032	0	2700	5332	2692	916	1419	3071	1990	0	27492	22531	0	4461	248	0	3787	2693	0	0	2398	1391	0	
1669	17642	12	14939	42602	0	90368	0	0	0	0	0	109013	0	356		44045	24239	11839	33453	0	12663	21893	6879	2610	4573	12915	4219	1380	75338	108470	79	187	2195	0	18979	4108	0	0	13981	0	0	
1829	44174	0	85	83429	0	102870	0	0	233	723	0	239583	0	3670		69652	87016	22734	27845	0	8167	19678	26253	15554	5032	10791	11419	11499	102785	235837	0	76	8079	490	26306	12435	490	0	8349	7474	0	
1856	943	0	872	4199	0	6334	0	0	45505	45505	0	59646	0	535		56923	1679	0	4019	15404	6258	13315	20880	16471	100	0	0	0	5462	52503	0	6608	0	0	100	0	0	0	100	0	6608	
2040	12120	14	3717	16695	0	38728	0	0	35292	47599	0	126613	0	6270		53051	51548	7648	17231	4263	4442	12789	15135	20685	2912	4587	1473	922	34997	120108	0	235	213	3307	8723	1171	11954	0	5378	876	0	
2161	19135	0	13151	20497	0	58131	0	0	0	0	0	62106	0	10939		13116	5518	7654	11355	0	3931	7424	1282	479	12336	11348	347	306	44980	51167	0	0	186	0	10303	14034	0	0	9650	14034	0	
2376	348494	0	15349	19664	0	39276	0	0	22888	22888	0	1342579	0	68765		340501	451498	76054	249996	0	90426	162472	62351	25252	62351	90646	41346	7743	23927	1273814	0	0	25148	0	163133	38953	0	0	121675	28619	0	
2554	2228	0	143	98	0	4634	0	0	0	0	0	6456	38	1073		2974	0	1	2496	0	798	1698	323	157	753	501	0	0	4491	5345	0	0	0	0	904	350	0	0	904	350	0	
2732	52086	0	11621	87889	0	138628	0	0	0	0	0	311696	0	17677		50640	52342	15518	41623	0	15153	26938	7711	838	86795	61020	8028	785	127007	294019	0	0	5321	0	44641	111987	0	0	35827	277	0	
2750	10534	0	2275	5123	0	13501	0	0	148	148	0	34007	0	8573		12178	906	1966	7817	148	3429	4808	3579	362	4050	4470	1768	100	11226	25094	0	340	261	0	6068	4320	0	0	4045	4320	0	
3177	518711	0	21000	33722	0	73079	0	0	0	0	0	753264	0	141572		142977	9422	54167	90329	0	26165	64164	45824	6824	10471	35189	30097	6397	52079	611436	0	256	21295	0	60288	21866	0	0	33222	12438	0	
3252	13955	0	305	17601	0	69255	0	0	266	11847	0	77142	0	9609		16671	13933	6361	11260	266	3674	7586	2994	2417	13376	12216	4156	2835	68950	65813	0	1720	0	11581	16237	16346	9852	0	10868	14724	0	
3458	1491	0	3101	3265	0	10319	0	0	0	0	0	15773	0	1991		7557	1794	682	5443	0	1271	4172	1665	449	1246	2951	634	100	7218	13782	0	0	115	0	4931	0	0	0	4197	0	0	
3720	26732	0	13958	22882	0	75051	0	0	0	0	0	86563	0	1453		27261	4662	7083	25479	0	10221	15494	1470	76	8493	18507	906	0	61093	85110	0	0	2971	0	15550	12356	0	0	14644	12356	0	
3971	83097	0	1143	16121	0	33862	0	0	0	0	0	499351	0	14272		145971	204204	34566	87266	0	23512	63754	47230	11475	9537	29529	20669	6344	32719	483934	0	1145	12432	0	53306	12773	0	0	31528	7538	896	
4156	15700	0	11123	27340	0	65313	0	0	2332	14683	0	94858	0	8493		31419	21542	6673	20362	988	6871	13491	7736	3321	8543	11730	3789	2135	54190	85775	0	590	2940	12351	23162	3035	11326	0	17896	2377	0	
4231	13157	0	4390	17022	0	24872	0	0	0	0	0	74413	0	3210		24383	8275	18679	16605	0	3901	12784	5008	2690	3698	13166	4905	6829	20482	71203	0	0	12471	0	20125	8473	0	0	13641	3223	1900	
4437	64378	0	5151	23559	0	63654	0	0	423	4055	0	158064	0	13707		34412	17282	11402	17703	21	7919	9784	11194	5515	9818	12744	13583	5846	58503	144357	0	0	0	3632	31128	10863	2079	0	18200	4362	0	
4839	24404	0	130	40934	0	52978	0	0	20498	20498	0	222473	0	10823		63591	66315	10450	42995	8991	14774	28221	19477	1118	17564	28001	18752	3847	52848	189614	0	22036	3468	0	51586	16578	0	0	29223	16342	31363	
5005	64033	0	3	39353	0	52106	0	0	0	0	0	194771	0	5		69729	18987	19218	44520	0	12018	32502	22658	2551	6362	20216	12768	2677	52103	194414	0	352	6119	0	34372	7651	0	0	21865	4713	0	
5069	71342	0	0	11176	0	12958	0	0	34574	72872	0	272842	4000	1216		58037	4566	1245	26141	5960	8899	17242	11380	20516	27352	67315	33977	10253	12958	228665	0	38961	538	38298	105582	33315	24757	0	71840	22827	3350	
5135	12611	0	14690	42730	0	76130	0	0	13453	22971	0	219444	0	4230		64408	43189	18116	59026	13453	15674	44456	4278	0	25226	67835	6175	0	61440	190354	0	24860	7464	7780	69732	29504	7034	1738	64784	28277	1539	
5210	330615	11	50794	57567	0	93270	0	0	169	1545	0	740619	0	50220		200468	126439	60154	147419	169	39169	111750	45739	3810	13176	49839	19294	788	42465	690325	0	74	10746	1376	64410	18687	1376	0	46833	16182	0	
5331	20379	5	0	57684	0	71648	0	0	1266	7311	0	172424	0	2597		33741	86066	8466	25261	1266	11926	13335	6967	1513	13138	12637	5959	504	71643	169583	0	244	1361	6045	24934	7304	6045	0	19632	6143	0	
5461	177382	0	3058	36089	0	43165	0	0	369	23062	0	353731	0	17054		13006	124449	4948	11877	188	4294	7584	896	232	10941	26052	1368	533	40107	336677	0	0	2428	21115	16994	21900	22693	0	11442	15552	0	
5751	2231	2	1006	8326	0	20466	0	0	0	0	0	70142	0	10882		12538	47534	4903	7107	0	4638	5255	2411	234	3019	3057	1764	0	19458	59260	0	0	1643	0	7840	0	0	0	4890	0	0	
6039	8199	0	5642	18265	0	26959	0	0	0	0	0	47815	0	1027		22900	4307	7960	22368	0	5824	16544	532	0	4278	7804	327	0	21304	46782	13	6	3065	0	10088	2321	0	0	9761	2321	0	
6141	2715	10	6645	30504	0	45235	0	0	0	0	0	18547	1	1903		6481	1028	1232	5841	0	1761	4080	631	10	3187	4805	331	0	38580	16643	0	0	229	0	3757	4566	0	0	3426	4566	0	
6329	19338	0	9852	85556	0	118126	0	0	10756	10756	0	287248	0	6372		92907	41096	14063	79729	5721	33990	45739	10742	2436	40559	75380	10357	7611	108274	280876	0	0	4203	0	96561	37346	0	0	81627	34312	0	
7009	0	53	10	62891	0	62891	0	0	0	0	0	525726	0	0		0	525726	92	0	0	0	0	0	0	0	0	0	0	62828	525726	0	0	0	0	0	0	0	0	0	0	0	
7045	14054	0	10600	17986	0	75541	0	0	0	0	0	66882	0	7536		26435	12053	6222	16678	0	2296	14382	6196	3561	892	7367	4919	1162	64941	59346	0	0	2197	0	10292	4048	0	0	6322	1937	0	
7072	19540	0	0	3866	0	11305	0	0	0	0	0	123828	0	0		49585	28824	19964	39689	0	12324	27480	7852	1929	6460	12464	4804	2151	11304	122882	1	946	6638	0	19029	6850	0	0	14122	4802	0	
7157	1769	0	809	5855	0	10460	0	0	0	0	0	34567	12	1874		12900	9318	3316	11019	0	3751	7268	1881	0	1688	7157	1735	0	9651	32681	0	0	1173	0	5660	4920	0	0	4464	4380	0	
7456	14152	0	6855	15286	0	27364	0	0	0	0	0	34101	0	2141		14411	0	2665	10774	0	2507	8267	3637	0	2630	2643	265	0	20509	31960	0	0	125	0	3843	1695	0	0	3578	1695	0	
7634	3930	0	2548	5838	0	11627	0	0	99	99	0	42359	0	304		17272	783	5231	15449	99	4598	10851	1286	537	6423	10833	2029	1089	9079	39282	0	2773	2760	0	18252	2122	0	0	15655	1601	2674	
8033	9339	0	1851	32481	0	50692	0	0	0	0	0	95069	0	9671		42350	139	5903	33905	0	10700	23205	7120	1325	8690	28828	5523	200	48841	85398	0	0	2752	0	28355	14886	0	0	22841	14560	99	
8462	385	0	1714	43965	0	100793	0	0	0	0	0	63941	0	9440		12042	15103	4503	10664	0	5218	6106	718	0	17233	18748	430	0	98829	54501	250	0	1701	0	17505	18906	0	0	16944	18906	0	
8631	12437	0	294	13061	0	19190	0	0	0	200	0	35657	0	1466		10349	4230	3099	6638	0	2576	4062	2227	1484	3052	2145	2619	825	18896	34191	0	0	1159	200	7201	1440	200	0	4056	1140	0	
9357	81647	398	0	29792	0	34040	0	0	0	8502	0	267113	7082	0		1116	182872	1105	791	0	817	290	9	0	0	1478	0	0	33642	260031	0	0	442	0	1227	251	0	0	1227	251	0	
9553	14517	1	2888	15576	0	28251	0	0	0	1749	0	59323	0	2955		19666	10232	7086	16274	0	3706	12568	3390	2	4299	8796	1813	0	25362	55874	0	494	0	250	10238	4670	250	1499	6576	4670	0	
9807	363109	0	83410	35932	0	89404	0	0	182328	182328	0	1621913	0	261441		341928	754615	66939	299300	182328	65887	233421	29075	13545	103281	46701	9884	2395	5994	1360472	0	0	4870	0	33779	128482	0	0	25232	124750	98856	
9955	10165	14	2423	21102	0	40738	0	0	149	2300	0	55186	0	13418		11894	24056	1882	9424	149	3239	6185	1886	584	4297	3274	1378	123	38301	41734	0	34	102	2151	4516	4556	2151	0	4015	3556	0	
10250	82972	0	1382	20470	0	36216	0	0	1018	20094	0	302128	0	9584		76148	70801	49101	39670	622	11039	28631	30552	5926	9656	24135	31607	6808	34834	291675	0	869	20600	1189	41122	31084	988	9711	17652	16139	572	
10849	63539	0	2252	10239	0	17645	0	0	0	306	0	210200	0	30142		65476	30378	8701	53435	0	18774	34661	12007	35	14069	29863	6875	0	15390	180058	3	0	1746	0	40991	9816	0	0	0	257	0	
10858	57164	1	400	4763	0	6883	0	0	4	1222	0	306570	0	38966		42624	169581	6692	32277	4	9203	23074	9698	649	4230	25126	7845	0	6472	267604	10	0	868	1218	25712	11489	1218	0	21311	8045	0	
11145	16905	0	21662	24542	0	67521	0	0	0	0	0	80822	0	9626		22673	20756	8788	11099	0	3833	7266	7836	3738	3075	7419	7164	2830	45761	71196	98	0	3971	0	11114	9374	0	0	5161	5333	0	
11275	43301	0	4684	45222	0	81137	0	0	5640	115248	0	1028209	0	54522		203988	539287	42741	126371	5219	31311	95060	75249	2368	71190	105000	61937	3506	76453	965355	0	8332	17160	109608	189673	51960	106754	0	140736	35454	0	
11640	128291	6	4521	11737	0	22906	0	0	0	0	0	242012	0	37580		46077	14794	18014	22780	0	6798	15991	15095	8193	9975	16123	13034	13720	18266	204432	113	0	9376	0	34436	18416	0	0	14095	12002	0	
11837	4560	0	13131	5986	0	26130	0	0	0	0	0	40782	0	1421		19333	4155	3929	12512	0	4335	8177	5276	1545	3129	6734	1955	916	12999	39361	0	0	1210	0	11084	1650	0	0	8513	1350	248	
12030	23410	0	12140	50448	0	72716	0	0	0	0	0	189577	0	1984		88315	15882	22374	73680	0	22930	50750	11749	2886	15187	32686	11104	2993	60576	186994	0	599	8222	0	51933	10037	0	0	40610	7263	0	
12142	19068	0	7945	43820	0	84411	0	0	0	0	0	85912	0	7114		24850	9773	8133	22046	0	13811	10222	817	0	20249	11316	656	0	76267	78798	199	0	1843	0	17625	14596	0	0	16505	13945	0	
12179	4570	0	0	3010	0	5617	0	0	0	0	0	24522	0	1504		11259	3298	2773	7067	0	1734	5333	3653	539	2465	655	1729	546	5617	23018	0	0	532	0	3594	1801	0	0	1615	1504	0	
12245	14519	0	2607	15719	0	25754	0	0	337	7340	0	75221	0	9926		24677	14586	7548	18044	62	5643	12602	4512	1920	4374	9601	4001	3463	23147	64555	0	740	2719	4128	17519	3920	2377	625	12305	1670	0	
12311	3856702	36	1034154	3186815	0	3626995	0	0	1086426	1794816	0	43819753	0	3452657		6821491	31186693	1018043	3987223	723994	769797	3217426	2361649	472619	277777	1109238	455510	112342	2590827	40367096	1978	0	323922	708390	1459568	495299	683643	0	993241	393523	0	
12647	6246	0	634	13779	0	18789	0	0	0	18458	0	75728	0	2814		15578	23367	5522	9459	0	2237	7222	6119	0	2828	9615	11042	7052	18155	72914	0	0	1733	250	9131	21406	0	4238	6016	6427	0	
12656	1777	0	453	2973	0	5217	0	0	0	0	0	11049	0	1074		4092	787	732	3155	0	968	2187	925	12	1362	1656	1173	202	4764	9975	0	0	145	0	4393	0	0	0	3018	0	0	
12937	9656	0	0	32409	0	48753	0	0	111	3282	0	127893	0	383		12185	52760	6843	10582	111	3737	6845	1516	87	25450	20077	7537	228	48753	127510	0	0	4343	1986	26994	26298	1986	0	22608	22919	2000	
12946	36785	20	25035	24316	0	61361	0	0	279	1529	0	594088	0	138028		124425	185021	31834	93386	279	30419	64787	25579	3640	82173	126052	34293	5339	36306	456060	0	0	11815	1250	71380	176477	1250	0	58008	136041	0	
12955	6556	0	4258	26322	0	40717	0	0	0	0	0	67098	0	7712		19827	26407	6390	13456	0	3789	9667	4216	2156	1983	6412	1963	3950	36459	59386	0	0	2095	0	8958	5350	0	0	4576	3819	1161	
13103	288772	0	65195	49918	0	114009	0	0	9980	9980	0	921934	0	106318		153966	335395	61620	107056	0	40741	66315	29058	17852	49577	65276	21319	7629	48137	814268	677	1348	18244	0	60831	82970	0	0	43356	71497	0	
13251	1880	0	296	5375	0	9262	0	0	0	0	0	30657	0	786		10583	17103	2065	9314	0	2455	6860	1268	0	451	539	100	0	8966	29871	0	0	371	0	1090	0	0	0	990	0	0	
13457	3242	0	773	2743	0	5773	0	0	0	0	0	11404	0	1457		3426	1787	1095	3044	0	883	2161	382	0	958	1665	327	0	5000	9947	0	0	0	0	2019	931	0	0	1692	931	0	
14052	7942	0	529	11611	0	17071	0	0	0	0	0	33421	0	795		9042	9707	2855	7811	0	2167	5644	1232	0	272	3944	2514	0	16542	32626	0	0	1006	0	4361	2369	0	0	3094	1122	0	
14155	8294	0	581	13651	0	32814	0	0	544	7846	0	69701	0	12858		19885	19987	4673	6030	544	4068	9787	4742	1288	13723	4924	2521	366	32233	56843	0	0	771	7302	15781	5753	7302	0	12774	5752	0	
14650	4973	0	2320	6975	0	10984	0	0	0	0	0	11884	0	165		4092	845	1360	3290	0	1876	1814	367	35	1003	971	0	0	8664	11719	0	0	342	0	1613	361	0	0	1485	361	0	
14753	13649	2	486	11443	0	11443	0	0	0	0	0	27861	0	2510		9844	0	4064	9138	0	2331	6807	493	213	1329	2739	200	100	10955	25351	0	0	1115	0	3868	500	0	0	3568	500	0	
14865	111710	1	7164	19391	0	31243	0	0	1437	11603	0	214582	0	26157		33092	45239	10585	22643	1328	13736	11305	6128	1923	10232	10002	2793	1514	24078	188236	0	189	2661	10166	23476	1065	9203	0	18828	1065	0	
14977	3381	0	0	3600	0	7421	0	0	0	0	0	28553	0	0		10968	1430	2768	9472	0	4053	5419	1291	205	3702	7927	845	300	7421	28553	0	0	105	0	8066	4708	0	0	6593	4004	0	
16458	66778	0	353	17841	0	28098	0	0	0	0	0	222087	0	12185		28235	89741	11336	18017	0	4067	13950	8675	1543	15337	11623	8066	2307	27650	209902	95	0	5284	0	16429	20904	0	0	10110	16850	0	
16551	22656	0	5143	30207	0	59828	0	0	8201	8201	0	134123	53	8914		57607	29112	26220	28933	1000	24985	12195	11293	9134	15232	3782	2817	2917	53941	125156	744	0	10548	0	18331	6417	0	0	9700	4438	0	
16748	10952	0	1522	15428	0	19985	0	0	0	0	0	32536	0	1991		12488	3813	4797	6163	0	2532	3984	4514	1458	199	1035	2996	1052	18463	30545	0	0	1945	0	4862	420	0	0	1234	0	0	
16944	9869	0	870	6847	0	13393	0	0	0	0	0	22499	0	2107		7125	1059	1624	4730	0	1611	3167	1745	602	883	2219	744	600	12523	20392	0	0	579	0	3658	788	0	0	2595	507	0	
16953	4407	0	2440	11653	0	16973	0	0	0	0	0	18344	0	839		8155	3481	629	5997	0	1282	4715	2158	0	115	1196	990	0	14533	17505	0	0	0	0	2301	0	0	0	1311	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	79510	0	6362		14126	0	3749	14126	0	14126	0	0	0	64384	1000	0	0	0	73148	0	0	2559	0	26133	39251	0	0	26133	39251	0	
17147	1499063	0	86855	220859	0	301966	0	0	117193	118393	0	2926250	0	469826		645685	525413	144349	374366	30301	98416	278130	155585	113555	60061	105392	64327	26309	212244	2456424	2867	0	37605	1200	195299	60790	500	0	122053	43400	18260	
17259	14868	0	1	7322	0	16642	0	0	0	0	0	38115	0	2580		13117	1432	5153	10155	0	3417	6738	2693	269	1160	4757	2678	103	16641	35535	0	0	1580	0	8698	0	0	0	5917	0	0	
17464	38574	0	41600	173789	0	214634	0	0	0	0	0	856044	0	43322		49630	682036	21797	34160	0	9408	24765	13338	2119	12294	46559	21635	5316	173034	812722	0	0	7096	0	49908	35896	0	0	34061	24792	0	
17950	38631	0	30036	59869	0	110791	0	0	0	22498	0	175180	0	21515		25325	63260	9654	20096	0	5811	14285	4576	653	20178	24581	2825	380	80755	131167	0	22498	4380	22498	16450	31514	0	22498	13900	30859	0	
17978	47949	0	0	1439	0	24633	0	0	0	0	0	195721	0	750		87197	3388	45517	62939	0	16957	45982	11590	12668	7537	33128	4194	12328	24633	194871	0	100	16471	0	41649	15538	0	0	26193	14472	0	
18050	45240	0	16641	104556	0	144215	0	0	0	0	0	191442	0	4970		51803	35981	11577	44552	0	16501	29455	5845	3	17549	30805	9210	854	127574	186472	0	0	3550	0	33628	24790	0	0	26416	21680	0	
18135	20527	0	0	58546	0	77651	0	0	642	5815	0	99440	0	1543		26332	16433	4908	18040	642	7256	10829	5309	2938	17714	10607	5722	2105	77651	97895	0	2	1310	5173	19782	16366	5173	0	13768	14553	0	
18377	18313	0	0	0	0	0	0	0	95	95	0	46001	0	698		19646	0	5525	7228	0	1380	5848	9752	2666	687	1919	4438	998	0	43688	0	1615	1692	0	6476	1566	0	0	1792	814	0	
18827	159559	0	9868	58478	0	113565	0	0	0	0	0	242205	0	32210		50820	9011	14462	17840	0	7446	10653	21121	11600	4020	3860	9307	5628	103697	209995	0	0	0	0	16350	6465	0	0	4900	0	0	
18836	10404	2	1643	20070	0	28764	0	0	118	2911	0	104152	0	3388		50190	11341	15573	28639	118	15539	16094	12842	5715	7470	12016	7472	5259	27119	100524	0	240	5427	2793	26792	5425	2167	0	15570	3246	0	
18854	29005	0	7353	58758	0	76603	0	0	484	15570	0	147950	0	11237		30521	5494	1914	21604	484	6054	15550	7316	1601	26572	33140	21302	1916	69250	117623	0	19090	771	15086	59381	23549	15086	0	44182	15530	18800	
19356	9166	0	2856	12083	0	23262	0	0	0	6330	0	40935	0	2203		17765	2793	2763	13196	0	3689	9522	3740	814	841	4347	5344	679	20317	35367	89	3365	122	5830	10711	500	1239	0	5188	0	0	
19730	322214	0	87679	244263	0	287582	0	0	110920	112444	0	1617869	0	87257		357355	687191	60403	264613	93651	74174	195822	73854	13505	105279	90443	48310	7077	199902	1530276	1	336	13945	1524	146585	104524	1523	0	102152	93296	0	
19936	9691	0	12958	35633	0	78251	0	0	0	0	0	119501	0	8524		28302	41391	11359	24008	0	7274	16757	3311	960	10694	25953	1440	2030	65293	110977	0	0	5292	0	29222	10895	0	0	27009	9638	0	
19972	76629	0	0	0	0	0	0	0	0	0	0	76629	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	76629	0	0	0	0	0	0	0	0	0	0	0	
20053	9450	0	769	11964	0	17137	0	0	3176	3176	0	43290	0	2918		23435	4308	8222	13714	1576	6848	10756	5654	177	993	2871	1430	803	16368	40372	0	0	1157	0	4588	1509	0	0	3157	706	0	
20512	16065	0	0	15619	0	25349	0	0	295	6505	0	56614	0	0		17095	7389	5943	8774	99	2494	6280	5692	2629	3543	4926	4937	2659	25349	56614	0	0	1498	6210	11684	4381	1442	496	1442	496	0	
20633	67092	0	21540	33801	0	72510	0	0	0	6659	0	210104	0	1089		52689	44359	17133	25378	0	9161	16227	12801	14500	5691	17429	11055	11789	50930	209015	40	0	5264	0	37431	8533	0	0	16836	6284	0	
20857	5736	0	7082	72186	0	93978	0	0	0	0	0	47630	0	4920		7770	25250	1301	5772	0	1457	4315	1893	105	1061	4980	2432	400	86896	42710	0	0	0	0	6005	2868	0	0	3427	2614	0	
21256	878	0	1575	2319	0	4004	0	0	0	0	0	4607	0	451		2519	803	1991	854	0	418	436	1498	167	0	100	308	0	2429	4156	0	0	0	0	408	0	0	0	100	0	0	
21359	3919	0	497	3037	0	4270	0	0	0	0	0	16922	0	1141		3158	6206	2583	2712	0	786	1926	365	81	455	2533	411	240	3773	15781	0	0	0	0	3339	300	0	0	2412	300	0	
21630	9344	0	1079	16960	0	24497	0	0	0	0	0	51362	0	5180		13782	7762	2468	11163	0	3209	7954	2493	126	5260	14971	128	115	23418	46182	0	0	788	0	9322	11152	0	0	9079	11152	0	
21658	15584	2	0	291	0	410	0	0	0	0	0	130757	0	3490		42007	57140	14680	25210	0	6131	19079	13824	2973	1806	6169	5963	2088	408	127267	0	0	4175	0	12873	3153	0	0	6120	1855	0	
22048	17649	1	12984	27608	0	61962	0	0	0	0	0	88483	0	10018		33914	3537	8095	27204	0	8117	19087	6353	357	8920	16313	8150	0	48977	78465	0	0	3368	0	22050	11333	0	0	15702	9530	0	
22543	10491	62	9607	22264	0	42615	0	0	0	0	0	33506	0	4078		10754	6205	3859	7363	0	2376	4987	2537	854	1377	2234	1045	1400	32946	29428	0	0	1218	0	5155	901	0	0	2709	901	0	
22552	9415	0	1981	12101	0	25718	0	0	2220	2220	0	47720	0	4113		23088	1786	4070	15869	970	5108	10761	7212	8	1110	6487	5833	0	23737	43185	0	422	690	0	10063	3367	0	0	5730	1867	2195	
22730	287	0	4490	30264	0	44623	0	0	0	0	0	68042	0	1625		19152	40603	4047	9074	0	4415	6033	6808	1896	2191	2165	2569	1075	40133	66417	0	0	480	0	6540	1460	0	0	2695	786	0	
22936	7879	0	1810	36080	0	52044	0	0	1024	1024	0	122782	0	1902		42891	37513	12497	34313	1024	8670	25643	8578	0	9055	20098	5346	0	50234	120880	0	0	4031	0	31659	2840	0	0	26603	2550	0	
23045	2577	0	426	2789	0	11665	0	0	0	0	0	21568	0	995		1740	12250	1001	989	0	269	720	409	342	2170	2207	469	154	11239	20573	0	0	575	0	2105	2895	0	0	1482	2895	0	
23456	7792	0	1730	11226	0	36913	0	0	0	0	0	50615	0	5083		25479	6277	7803	2708	0	4190	10147	7536	3606	2739	4120	2573	1635	35156	45532	27	0	2708	0	7233	3834	0	0	3525	3334	0	
23504	440849	0	10863	160795	0	178290	0	0	575	16765	0	1144257	0	198501		39329	538516	12271	28638	575	9805	18842	8564	2118	31047	71727	15499	7290	167427	945756	0	0	5527	16190	52532	73031	16190	0	39448	63326	200	
23540	29332	0	19386	6892	0	35901	0	0	0	0	0	149430	0	40449		29797	58089	12409	22756	0	6374	16382	5699	1342	4582	21761	4093	1776	16515	108981	0	0	4040	0	14170	18042	0	0	9097	17246	0	
23643	9693	0	5960	24229	0	57133	0	0	0	0	0	98470	0	9739		40005	2899	8465	31946	0	8059	23887	8028	29	8631	25818	9742	1680	51173	88631	0	100	3080	0	27641	18230	0	0	13705	10873	0	
