"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
8462		0	0																																	2877	0	5567								
8631		544	410																																	1069	0	78								
9357		4650	3395																																	137346	130941	2736								
9553		88	40																																	2205	0	17447								
9807	0	150555	217438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7050	0	3493	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955		0	2292																																	3525	0	10606								
10250		4286	20807																																	31011	0	8940								
10849		5029	10714																																	1905	0	1926								
11145	0	2509	9933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3623	0	960								
11640		2854	4029																																	4414	0	20951								
11837		160	539																																	49	0	130								
12030		1520	10459																																	8958	0	8437								
12142		1449	4230																																	10543	0	1323								
12311																																	0													
12647	0	1207	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3547	0	8877								
12656		57	0																																	356	0	374								
12946		8368	100472																																	80614	0	10630								
13103	0	20663	37292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																85004	0	71930								
13251		409	0																																	438	0	603								
13457		0	0																																	237	0	3282								
14155		8367	615																																	2292	0	5168								
14650		90	175																																	1105	0	442								
14753		0	0																																	101	0	4353								
14865		4724	10594																																	26979	0	54402								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2	0	5266								
16551		4066	3642																																	4652	0	722								
16748		300	0																																	1910	0	595								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10915	0	81306								
17147	0	44912	433756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1933718	80	253481								
17259		1315	28																																	0	0	810								
17950		2276	3706																																	7079	0	9727								
17978		7074	1135																																	0	0	167				Commit's to Originate Single-Family Mortgages	Commit's to Originate Multi-Family Mortgages	Commit's to Originate Other Mortgages	Commit's to Originate Consumer Loans	
18050		5463	17292																																	3684	0	8686								
18135		0	0																																	7416	0	2826								
18827	0	16229	101853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																86107	0	13439								
18836		0	808																																	2463	0	7720								
18854	1344	28858	49745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																97595	0	14273								
19356		72	1017																																	2499	0	100								
19936		487	3085																																	10030	0	5492								
19972		1627	0																																	0	0	0								
20053		1894	1272																																	2757	0	2201	Federal Home Loan Letters of Credit							
20633		651	2765																																	5062	0	1599								
20857		66	450																																	1854	0	16230								
21256		0	0																																	24	0	40								
21359		179	0																																	930	0	2414								
21658	0	1144	4185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2670	0	5673								
22048		365	6257																																	5176	0	5139								
22543		4843	208																																	11724	0	1333								
22552		435	73																																	6680	0	5471								
22730		4	1798																																	3750	0	3384								
23456		3426	64																																	4553	0	2034								
23504	271000	1647	154245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																464028	0	68160								
23643		48	3646																																	5435	0	1991								
23755		6062	487																																	4986	0	709								
24006		15611	44415																																	67115	0	0								
24378		495	0																																	476	0	484								
24453		10598	3071																																	6393	0	502								
24659		0	114																																	2131	0	1207								
24668	0	24178	18860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																270909	0	38891								
24949		1855	28766																																	27410	0	7623								
25357		4418	17468																																	2885	0	17447								
25647	0	1239	3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																856	0	387								
26176		0	10616																																	292	0	0								
26457		51	169																																	127	0	3132								
26765		23941	227820																																	93639	0	22827								
27070		2188	1360																																	0	0	10678								
27548	20025	4595	37339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																101596	0	12797								
27614		648	1750																																	3656	0	21987								
27847		4973	14531																																	6441	0	419								
28013	0	17311	86316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35803	0	13305								
28152	0	404	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11004	0	5336								
28675	0	2656	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3250	0	2457								
28732		2767	627																																	2716	0	4112								
29476		756	3723																																	2587	0	163								
29636		4402	44882																																	8157	0	3913								
29878	0	0	11152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	15302								
30052		2832	1067																																	61	0	0								
30502	0	4423	43017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25149	0	36720								
30650		4210	5458																																	4635	0	1320								
30810																																														
31134	0	1842	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3002	0	3694								
31255	0	18523	36601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25685	2831	756								
31657		1115	0																																	2110	0	3468								
31826	0	1032	9653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																474	0	9554								
31835		113	113																																	2831	0	16463								
32234		248	210																																	8750	0	555								
32766		0	625																																	0	0	0								
32971		6822	6653																																	7591	0	3448								
33147		42	5374																																	6079	0	14539								
33259		7757	39749																																	18533	0	6913								
33268	0	1691	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3796	0	6019								
33370		0	369																																	0	0	0								
33839		0	0																																	334	0	1624								
33857	0	24057	19107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34341	0	72928								
34425		17005	65586																																	48748	0	4942								
34434		4878	2691																																	8555	0	11225								
34537	0	146747	130808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																265149	0	472515								
34555	0	2625	8012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2342	0	4258								
34742	22750	29256	11539																																	8710	0	5710								
35057	0	1615	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2013	0	8050								
35301																																														
35570	3756000	166850	506270	0	0	21980	0	0	0	0	0	0	0	21980	0	0	0	0	0	0	0	6290	0	0	0	0	0	0	0	0	0	0				587246	0	363041								
35646		396	0																																	1716	0	1								
35879		1283	277																																	0	0	3709								
36456		0	0																																	833	0	8043								
36933		5931	3689																																	1076	0	1405								
37051		0	555																																	774	0	5182								
37341		0	0																																	233	0	1189								
37435		41905	55124																																	18651	0	11725								
37640	0	26374	114250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																223246	0	163026								
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																863	0	158								
37949		0	0																																	0	0	16819								
38740		1619	6634																																	3883	0	2097								
39327		8085	25700																																	12694	0	12668								
39756	15400	27065	16037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55788	0	26544								
40033		0	483																																	1069	0	239								
40499	125550	13357	279249	0	0	74351	29699	0	0	23694	50657	0	0	0	0	14550	15149	0	0	0																96548	0	33347								
40855		109	1115																																	0	0	2646								
41245		0	0																																	271	0	687								
41553		123	84																																	261	0	716								
41629		423	4841																																	3875	20	2166								
41825	0	3166	10397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76389	0	4874								
41937		0	0																																	1696	0	3682								
41955		0	0																																	20	0	7808								
42037		7	0																																	1692	0	52								
42354		477	3471																																	531	0	1538								
42372		7190	450																																	562	0	5407								
42420	0	63244	348171	0	0	178502	0	70016	0	0	7500	0	88101	82901	0	0	5500	4558	10403	49555																595308	0	138164								
42448	99475	27144	52347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																60879	0	7095								
42457		7	463																																	169	0	6492								
43052		610	0																																	8090	0	401								
43351		66	0																																	1136	0	669			0					
43856		2067	0																																	1396	0	54								
43959		6605	3169																																	2792	0	2579								
44040		545	179																																	3308	0	16485								
44433	0	7518	11477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4800	0	0								
44741		1925	11013																																	6399	0	4665								
44750		677	786																																	2177	0	14								
44929	0	0	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1166	0	1515								
45038	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5516	0	4405								
45047		1924	0																																	1071	0	6646		0						
45056		430	5																																	3367	0	9979								
45430		3869	0																																	6	0	335								
45458		1635	2142																																	5138	0	12929								
45551		0	18909																																	0	0	180270								
45560	0	42543	111376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																86796	0	37570								
45775		137	4375																																	1315	0	633								
46053		0	3921																																	3363	0	11556								
46941		905	1771																																	831	0	4051								
47247	0	9296	4054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11512	0	3193								
47256		615	11																																	61	0	5								
47452		550	534																																	1275	0	86								
47500		400	3481																																	6567	0	13373								
48057		274	1886																																	979	0	568								
48150		0	0																																	0	0	455								
48374	0	1435	55768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12402	0	4387								
48440		0	0																																	5048	0	0				FHLB Pool	FHLB New			
49054		123	4046																																	0	2376	0								
49148		0	0																																	1379	0	1117								
49241		12197	49778																																	42148	0	17161								
49652		0	6392																																	3671	0	9156								
49858		20538	148																																	3340	0	45								
49951		0	0																																	4812	938	5890	Federal Home Loan Bank							
50144		436	0																																	3696	0	476								
50461	0	9531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10917	0	157								
50872		1467	1221																																	338	0	1								
51253	0	1811	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6154	0	2529								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	967								
51459		140	1321																																	4001	0	28429								
51842	0	2935	39649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19280	0	17277								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
52951		527	563																																	2429	0	3840								
53051		330	2015																																	2410	0	725								
53752		99	963																																	162	0	45								
54058	0	1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	21522								
54656	0	2345	18987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20077	0	8535								
54973	0	50420	61431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																321863	0	109656								
55336		1350	6095																																	6815	0	4985								
55635		0	150																																	1462	0	274								
55653		120	2704																																	4412	0	10								
55970		16245	17402																																	3199	0	6372								
56258		502	4387																																	14819	0	6246								
56351	0	29708	34466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76061	0	60656								
56548		3327	8138																																	2268	0	6044								
56717		1482	13687																																	27794	0	11387								
57040	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	5689								
57451		1552	10148																																	41026	0	2541								
58225		1125	8710																																	5775	0	526								
58243	0	116995	108078	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0																578963	11376	240466								
58355		496	0																																	1948	0	1297								
58551		0	0																																	1811	0	3963								
58636		10186	9809																																	5133	0	1555	16 million LOC with FHLB for MS Public Deposits							
58757		5014	7029																																	9303	0	14313								
58971	0	94341	355580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1067159	0	333461								
59316		5282	44524																																	34584	0	4839								
59352	0	3208	12256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7533	0	4078								
59370		1964	3429																																	6409	0	3391								
59754		0	0																																	6	0	230								
60143																																														
60330	0	9096	8028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35338	0	16588								
60545		430	107																																	8233	0	12893								
60554		0	0																																	2674	0	4609								
60648		2511	576																																	3524	0	5337								
61122	0	8851	15841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																45279	0	3971								
61355		14413	39995																																	71779	0	21345								
61476		8777	10396																																	13848	0	12371								
61757	0	2508	11854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13961	0	7743								
61832		3320	4525																																	5869	0	1207								
61953		213	100																																	381	0	818								
62044		155	161																																	300	0	118								
62110		0	0																																	0	0	0								
62147		1741	5787																																	158	0	1843								
62772		28675	62340																																	20366	0	1691								
63050		2679	0																																	3126	0	5833								
63069																																														
63201		0	0																																	1948	0	362								
63573		3269	10063																																	0	0	1410								
63733	0	11351	5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12913	0	38504								
63742		4187	8562																																	42141	0	3428								
63751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	16								
64150		6684	8161																																	5146	0	8652								
64552	10850	2450	4568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5582	0	1917								
64730		1575	3825																																	2298	0	1629								
65205		3076	1222																																	1705	0	3363								
65513																																														
65559	0	8648	6698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29079	0	31530								
65746	10875	18055	45996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																43961	0	8717								
65858		26582	88467																																	134193	10000	103696								
66154		4924	7520																																	7054	0	4								
66275		1732	4074																																	24168	0	16519								
66677	0	1322	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	17767								
67142		1237	6438																																	2830	0	1768								
67151		72858	48575																																	41694	0	14176								
67209		21634	88289																																	28996	0	26481								
67254		0	0																																	0	0	0								
67656	0	6244	15465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6668	0	11636								
67870		6776	7720																																	2412	0	0								
68448		1505	6686																																	3947	0	1304								
68671		0	0																																	0	0	0								
68756	0	16382	9010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19271	0	26201								
68831		2215	1807																																	1118	0	2861								
69333	0	10367	11480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																151450	5248	3608								
69678		578	3580																																	43336	0	25018								
70058		0	3																																	3520	0	2215								
70218	0	0	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																457	0	1671								
70414		2549	13178																																	13695	0	29013								
70638		2034	15																																	5970	0	12071								
70955		0	0																																	0	0	241								
71073		169	4308																																	303	0	3232								
71318	50000	28066	51556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																49476	0	6124								
71457		0	15023																																	9951	0	53754								
71859		0	5																																	234	0	0								
72258		422	3074																																	10662	0	9911								
72351		250	0																																	560	0	771								
72454		575	138																																	4323	0	2891								
72678		0	0																																	5103	0	727								
73116		8158	23757																																	13355	0	67								
73152		349	157																																	129	0	3628								
73554		6	40																																	4101	0	19801								
73956		0	125																																	1031	0	1102								
74056	0	0	21854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4048	0	20793								
74140	0	5638	24917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																96378	0	36453								
74403	41350	12380	55043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																65370	0	21575								
74449		0	0																																	2	0	10								
75259		12371	12988																																	35420	10000	37104								
75446		487	582																																	11790	200	11984								
75455		0	0																																	21	0	256								
75558		7479	9113																																	20747	0	10790								
75633																																														
75651		0	0																																	0	0	3813								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																509	0	4936								
76443		5026	972																																	558	0	838								
76854		4101	7333																																	11666	0	2061								
77150	550	127	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1995	0	4637								
77253		1637	7214																																	7795	0	10953								
77422		1493	20848																																	10495	9800	1119								
77851	0	11048	44100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																150484	23929	103072								
78157		0	0																																	0	0	375								
78241		331	547																																	1918	0	1934								
78559		946	0																																	298	0	3029								
79042	0	18264	8686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																130	0	342								
79127	0	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																420	0	232								
79145		2323	7583																																	332	0	3487								
79257		0	0																																	407	0	397								
79855		4377	8136																																	3322	0	5713								
80150		0	0																																	0	0	777								
80374		897	0																																	702	0	370								
80431		79	0																																	844	0	361								
81175		4021	8049																																	9386	0	24329								
82033		3185	6525																																	1877	0	3113								
82257		0	0																																	4251	0	5178								
82350		0	616																																	792	0	431								
82659	0	1637	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1682	0	3891								
83151		3236	4038																																	11629	0	3652								
83236		0	1370																																	0	0	300								
83375		5986	68135																																	110528	0	4208								
83638	0	0	226046	0	0	0	30193	0	0	0	0	0	0	0	0	0	30193	0	0	0																314550	0	96757								
83834	0	1121	6590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6493	0	3311								
83852		0	0																																	668	0	19328								
83955		736	344																																	2848	0	2015								
84046		30	0																																	1151	0	1103								
84541		5915	1036																																	21911	0	40834								
84804		22	0																																	209	0	1000								
85052		0	2235																																	5649	0	397								
85454		0	0																																	124	0	4553								
85472	975361	76036	227935	0	0	16293	0	0	0	0	0	0	16293	0	0	0	0	0	0	0																298991	0	116422								
85931		1920	2374																																	2126	0	1201								
86349		417	210																																	3285	0	1298								
86675		8943	10994																																	0	0	0								
87047		1537	1783																																	65	0	551								
87159		54	533																																	2654	0	2212								
87234		14776	43453																																	16656	0	0								
87476		159	296																																	0	0	0								
87579	0	31418	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																58	0	10027								
88231	13000	58023	29468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13083	0	3443								
88259		208	11																																	642	0	3310								
88352	0	609	4358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5124	0	2858								
88455		2671	1804																																	17230	0	92360								
88950		409	2576																																	7546	0	1624								
89032		4104	4117																																	4037	0	701								
89135		376	796																																	1981	0	2528								
89854		1510	3015																																	5553	0	10601								
89957		2078	1379																																	1118	0	11992								
90047		131	0																																	629	0	1349								
90177		0	0																																	0	0	6124								
90328		4916	12508																																	11323	0	24098								
90337	28311	10424	25133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20878	0	10566								
90579		4733	5307																																	1450	0	0								
91615		0	0																																	0	0	10857								
91754	0	2523	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20041	0	13546								
91950		0	0																																	0	0	4090								
92144		0	0																																	0	0	3803								
92676	0	1883	22069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																42741	0	9138								
92706		935	5127																																	2930	0	7028								
92902		0	0																																	0	0	0								
93244		1321	7470																																	4664	0	6595								
93543		1958	13827																																	11108	0	12113								
93619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
94139		3273	17757																																	9884	0	15818								
94522		12644	5539																																	26855	0	6884								
94755		0	0																																	0	0	9051								
94858		978	562																																	2354	0	5578								
95051	0	325	1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3358	0	2349								
95677		0	0																																	1372	0	244								
96553		415	183																																	757	0	2250								
97055		0	0																																	6457	0	28091								
97279		944	0																																	248	0	1850	0							
97457		1540	813																																	3899	0	4022								
97804		2760	67461																																	61926	0	15078								
97943		1751	2238																																	10883	0	10531								
98351		5420	1349																																	184	0	1778								
98463		1970	23091																																	43987	0	29906								
98717	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		1408	3093																																	8148	1044	13692								
99255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1069	0	7336								
99376	4250	0	666470	0	0	24349	0	0	0	0	0	0	0	24349	0	0	0	0	0	0																205290	114307	37				Commitments to purchase loans	Recourse on loans			
99442		641	3864																																	5967	0	18577								
99536		11815	58287																																	9829	0	1209								
99853		0	709																																	81	0	219								
100236		12903	4614																																	6489	0	3190								
100357		12662	13395																																	21786	0	54243								
100562	0	33011	313306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																263030	0	175101								
100777		4568	1049																																	8847	0	3721								
100843		2056	6984																																	3780	0	26982								
101019																																														
101037		30117	23300																																	14410	0	55701								
101439	0	732	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1604	0	3452								
101671	0	1355	17978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29707	0	8238								
101738		1795	223																																	11765	0	3905								
101952		1309	0																																	7076	0	3239								
102333		130	698																																	127	0	0								
102342		324	0																																	11111	0	34442								
102539		0	0																																	434	0	345								
102557		1202	0																																	5751	0	83								
102874	0	6506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	3784								
103134	5000	1902	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1983	0	4382								
103255	312343	44456	121123	0	0	10726	0	0	0	0	0	0	4844	5882	0	0	0	0	0	0																108109	0	123247								
103563		0	0																																	562	0	545								
104234		190	1511																																	96	0	552								
104542		0	0																																	0	0	0								
104971		0	0																																	0	0	0								
105026		7061	2604																																	12953	0	2657								
105222		10338	4153																																	9849	0	6192								
105473	0	38768	37392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																74232	2500	116182								
105530		958	135																																	279	0	1427								
106359	0	22268	65046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40917	0	6394								
106452		27021	45669																																	22158	0	17969								
106676		1452	464																																	0	0	0								
107244	3289400	2779591	7286682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	136	0	0	0	0	0	0	0	0	0	0				223597	898150	192850								
107459		75	1																																	0	0	1011								
107570		931	5802																																	20091	0	1528								
107758		429	232																																	2020	0	3351								
108072		80	126																																	5593	0	1277								
108269		684	750																																	304	0	365								
108652		96	6																																	15	0	4								
108746		0	0																																	0	0	2625								
108951		3408	2407																																	22163	0	22599								
109136		18012	6549																																	6801	0	560								
109154		4513	717																																	1348	0	0								
109453		2492	1145																																	4460	0	10212								
109574		19616	6081																																	17241	0	10886								
109659		1461	4491																																	5556	0	4314								
110413	0	566	18794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																24373	0	12047								
110936		13724	3469																																	5492	0	3500								
110945		2230	4312																																	9124	0	11175								
110972		1006	570																																	926	0	1699								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1779	0	15989								
111205		5396	11493																																	32353	0	13718								
111942		4224	15812																																	25176	0	5578								
111979		2169	1512																																	16815	0	13934								
112163	0	41551	98903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																103865	0	134063								
112332		2088	241																																	432	0	1890								
112444		72	1527																																	360	0	3646								
