"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1020	5	2	0	1026	13	0				0	
242	183	0	1	0	184	2	0				0	
279	958	0	8	0	953	3	0			0	0	
354	147	0	1	0	155	9	0				0	
457	501	0	0	0	501	0	0				0	
505	4155	75	42	0	4040	2	0				0	
1155	2485	227	8	0	2263	13	0				0	
1351	1101	170	31	0	1200	300	0				0	
1454	3434	60	11	0	3440	77	0				0	
1557	1025	200	8	0	934	117	0				0	
1669	2916	22	10	0	2902	18	0				0	
1829	3886	100	0	0	3792	6	0			0	0	
1856	1042	0	63	0	979	0	0				0	
2040	3056	0	64	0	3010	18	0				0	
2161	1166	55	2	0	1150	41	0			0	0	
2376	29877	0	0	0	29877	0	0			0	0	
2554	136	6	0	0	130	0	0				0	
2732	3965	75	12	0	3878	0	0			0	0	
2750	650	0	4	0	646	0	0			0	0	
3252	3324	450	94	0	2936	156	0				0	
3458	395	15	11	0	384	15	0				0	
3720	1726	-2	2	0	1726	0	0			0	0	
3971	10236	622	284	0	9880	550	0				0	
4156	1996	0	4	0	2013	21	0			0	0	
4231	694	20	11	0	663	0	0				0	
4839	4981	300	1	0	5094	414	0				0	
5069	12665	-789	0	0	13454	0	0				0	
5135	4065	50	19	0	4144	148	0				0	
5210	14145	0	80	0	14194	129	0			0	0	
5461	5389	0	6	0	5385	2	0			0	0	
5751	1979	328	35	0	1645	29	0				0	
6039	2988	75	5	0	2934	26	0			0	0	
6141	338	15	11	0	318	6	0				0	
6329	8997	1800	537	0	8924	2264	0			0	0	
7009	0	0	0	0	0	0	0				0	
7045	832	90	13	0	860	131	0			0	0	
7072	1700	20	0	0	1735	55	0				0	
7157	252	0	1	0	254	3	0			0	0	
7456	740	30	0	0	749	39	0				0	
7634	935	30	5	0	923	23	0				0	
8033	1243	50	2	0	1244	53	0				0	
8462	952	25	10	0	946	29	0				0	
8631	429	0	0	0	429	0	0				0	
9357	3276	0	1	0	3275	0	0			0	0	
9553	1004	0	1	0	1003	0	0				0	
9807	29336	0	246	0	29257	167	0			0	0	
9955	1573	0	3	0	1572	2	0				0	
10250	3115	-250	401	0	2992	28	0				0	
10849	1542	30	0	0	1512	0	0				0	
11145	2032	153	7	0	2022	150	0			0	0	
11640	3769	15	19	0	3782	47	0				0	
11837	959	0	0	0	959	0	0				0	
12030	9715	0	2148	0	8072	505	0				0	
12142	1709	30	38	0	1661	20	0				0	
12179	189	-25	1	0	213	0	0				0	
12311	671481	74652	30655	74	636964	70716	0	0	32729	0	0	
12647	1049	0	2	0	1049	2	0			0	0	
12656	233	0	2	0	234	3	0				0	
12937	2059	30	4	0	2025	0	0				0	
12946	18140	896	311	0	17406	473	0			0	0	
12955	1576	30	1	0	1545	0	0			0	0	
13103	13881	464	33	0	13498	114	0			0	0	
