"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1669																																																																	50317	1943	1943	16.9829%	32.5552%	31.2981%	48374	154559	284840	-1116	0			24.5552%			1600	31.2981%	1	0	47258	0	0	0	-1116	0	0	0	0		0	0	48374	0	0	0	0	0	0	48374	0	0	0	0	0	0	0	0	0	1943	0	0	0	0	284840	46774										
1856																																																																	14971	574	574	13.4514%	28.3268%	27.2407%	14397	52851	107030	-1691	0			20.3268%			14232	27.2407%	1	0	12804	98	0	0	-1691	0	0	0	0		0	0	14397	0	0	0	0	0	0	14397	0	0	0	0	0	0	0	0	0	574	0	98	0	0	107128	263										
2040																																																																	24793	1794	1794	11.5760%	17.4180%	16.1577%	22999	142341	198678	-417	0			9.4180%			4750	16.1577%	1	0	22582	0	0	0	-417	0	0	0	0		0	0	22999	0	0	0	0	0	0	22999	0	0	0	0	0	0	0	0	0	1794	0	0	0	0	198678	18249										
2161																																																																	18001	1090	1090	10.6781%	17.0445%	16.0124%	16911	105612	158371	-92	0			9.0445%			2356	16.0124%	1	0	16819	0	0	0	-92	0	0	0	0		0	0	16911	0	0	0	0	0	0	16911	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	158371	14555										
2376																																																																	513486	28565	28565	11.7432%	14.0542%	13.2724%	484921	3653618	4129364	11328	0			6.0542%			45922	13.2724%	1	0	496249	0	0	0	-861		12498	-309	0		0	0	484921	0	0	0	0	0	0	484921	0	0	0	0	0	0	0	0	0	28565	0	0		0	4129364	438999										
2554																																																																	1555	150	150	9.5813%	11.7554%	10.6214%	1405	13228	14664	-33	0			3.7554%			1375	10.6214%	1	0	1661	289	0	0	-33	0	0	0	0		0	0	1405	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	0	150	0	289	0	0	14953	319										
2732																																																																	97586	4851	4851	15.7905%	21.0774%	20.0296%	92735	462989	587284	-415	0			13.0774%			5789	20.0296%	1	0	93432	0	1112	0	-415	0	0	0	0		0	0	92735	0	0	0	0	0	0	92735	0	0	0	0	0	0	0	0	0	4851	0	1112	0	0	588396	88058										
2750																																																																	7816	631	631	12.3943%	15.5443%	14.2894%	7185	50282	57970	-321	0			7.5443%			6816	14.2894%	1	0	7095	0	0	0	-321	231	0	0	0		0	0	7185	0	0	0	0	0	0	7185	0	0	0	0	0	0	0	0	0	631	0	0	0	0	57970	600										
3252																																																																	27732	1576	1576	13.3420%	22.4762%	21.1989%	26156	123384	196042	-1224	0			14.4762%			500	21.1989%	1	0	24932	0	0	0	-1224	0	0	0	0		0	0	26156	0	0	0	0	0	0	26156	0	0	0	0	0	0	0	0	0	1576	0	0	0	0	196042	25656										
3458																																																																	5231	399	399	9.2828%	12.3957%	11.4502%	4832	42200	52053	-57	0			4.3957%			1201	11.4502%	1	0	4775	0	0	0	-57	0	0	0	0		0	0	4832	0	0	0	0	0	0	4832	0	0	0	0	0	0	0	0	0	399	0	0	0	0	52053	3631										
3720																																																																	40162	1710	1710	14.7167%	23.4627%	22.4637%	38452	171174	261281	-1708	0			15.4627%			21000	22.4637%	1	0	36744	0	0	0	-1708	0	0	0	0		0	0	38452	0	0	0	0	0	0	38452	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	261281	17452										
3971																																																																	103599	9013	9013	12.2600%	14.3915%	13.1395%	94586	719862	771503	-1241	0			6.3915%			156278	13.1395%	1	0	103146	9798	0	3	-1270	29	0	0	0		0	0	94586	0	0	0	0	0	0	94586	0	0	0	0	0	0	0	0	0	9013	0	9801	0	0	781304	-51891										
4156																																																																	23533	1988	1988	9.8569%	14.6595%	13.4211%	21545	160531	218577	-1062	0			6.6595%			7857	13.4211%	1	0	22266	1783	0	0	-1062	0	0	0	0		0	0	21545	0	0	0	0	0	0	21545	0	0	0	0	0	0	0	0	0	1988	0	1783	0	0	220360	15471										
4231																																																																	18214	622	622	15.6789%	33.5457%	32.4002%	17592	54296	112202	-1541	0			25.5457%			12600	32.4002%	1	0	15827	0	0	186	-1951	0	0	0	0		0	0	17592	0	0	0	0	0	0	17592	0	0	0	0	0	0	0	0	0	622	0	186	0	0	112388	4768										
5069																																																																	193724	5092	5092	39.7931%	48.3582%	47.0871%	188632	400602	474032	2368	0			40.3582%			8629	47.0871%	1	0	191036	0	0	0	2368	36	0	0	0		0	0	188632	0	0	0	0	0	0	188632	0	0	0	0	0	0	0	0	0	5092	0	0	0	0	474032	180039										
5135																																																																	74326	4635	4635	13.4345%	19.2812%	18.0788%	69691	385485	518746	-1065	0			11.2812%			25042	18.0788%	1	0	69668	1042	0	0	-1065	0	0	0	0		0	0	69691	0	0	0	0	0	0	69691	0	0	0	0	0	0	0	0	0	4635	0	1042	0	0	519788	45691										
5210																																																																	163725	13495	13495	9.2933%	13.8963%	12.7509%	150230	1178189	1616536	-9035	-5836			5.8963%			48151	12.7509%	1	0	152925	10275	1455	0	-3199		0	-5836	0		0	0	150230	0	0	0	0	0	0	150230	0	0	0	0	0	0	0	0	0	13495	0	11730		0	1622430	113809										
5461																																																																	67158	6052	6052	9.3388%	13.8780%	12.6274%	61106	483916	654326	-4170	0			5.8780%			6300	12.6274%	1	0	57038	0	102	0	-4170	0	0	0	0		0	0	61106	0	0	0	0	0	0	61106	0	0	0	0	0	0	0	0	0	6052	0	102	0	0	654428	54908										
5751																																																																	35674	1945	1945	16.8854%	22.9462%	21.6951%	33729	155468	199753	-461	0			14.9462%			9352	21.6951%	1	0	34475	1089	118	0	-461	0	0	0	0		0	0	33729	0	0	0	0	0	0	33729	0	0	0	0	0	0	0	0	0	1945	0	1207	0	0	200960	25584										
6039																																																																	32334	2611	2611	10.8207%	15.5032%	14.2513%	29723	208563	274687	-286	0			7.5032%			31037	14.2513%	1	0	29437	0	0	0	-286	0	0	0	0		0	0	29723	0	0	0	0	0	0	29723	0	0	0	0	0	0	0	0	0	2611	0	0	0	0	274687	-1314										
6329																																																																	77292	7891	7891	9.3557%	12.3001%	11.0443%	69401	628385	741807	-241	0			4.3001%			25000	11.0443%	1	0	70209	0	0	1049	-241	0	0	0	0		0	0	69401	0	0	0	0	0	0	69401	0	0	0	0	0	0	0	0	0	7891	0	1049	0	0	742856	45450										
7009																																																																	77766	0	1469	10.7170%	23.0449%	22.6095%	76297	337455	711923	1342	0			15.0449%			1052	22.6095%	1	0	77639	0	0	0	1342	0	0	0	0		0	0	76297	0	0	0	0	0	0	76297	0	0	0	0	0	0	0	0	0	1469	0	0	1469	0	711923	75245										
7045																																																																	22671	1212	1212	10.1687%	23.1308%	21.8943%	21459	98012	211029	-3080	0			15.1308%			2425	21.8943%	1	0	18379	0	0	0	-3080	0	0	0	0		0	0	21459	0	0	0	0	0	0	21459	0	0	0	0	0	0	0	0	0	1212	0	0	0	0	211029	19034										
7072																																																																	29999	1901	1901	8.9527%	13.4103%	12.5605%	28098	223702	313851	-488	0			5.4103%			4060	12.5605%	1	0	34936	3707	995	2624	-547		0	59	0		0	0	28098	0	0	0	0	0	0	28098	0	0	0	0	0	0	0	0	0	1901	0	7326		0	321177	31364										
7456																																																																	9697	816	816	9.7116%	12.8115%	11.7334%	8881	75690	91447	-49	0			4.8115%			6000	11.7334%	1	0	8832	0	0	0	-49	0	0	0	0		0	0	8881	0	0	0	0	0	0	8881	0	0	0	0	0	0	0	0	0	816	0	0	0	0	91447	2881										
7634																																																																	10456	608	608	14.7469%	21.6691%	20.4091%	9848	48253	66780	-401	0			13.6691%			8260	20.4091%	1	0	9447	0	0	0	-401	0	0	0	0		0	0	9848	0	0	0	0	0	0	9848	0	0	0	0	0	0	0	0	0	608	0	0	0	0	66780	1588										
8033																																																																	38306	1421	1421	12.8676%	19.9836%	19.2423%	36885	191687	286650	-93	0			11.9836%			6000	19.2423%	1	0	36792	0	0	0	-93	0	0	0	0		0	0	36885	0	0	0	0	0	0	36885	0	0	0	0	0	0	0	0	0	1421	0	0	0	0	286650	30885										
8462																																																																	24004	973	973	13.2467%	30.8737%	29.6222%	23031	77749	173862	-1998	0			22.8737%			700	29.6222%	1	0	21033	0	0	0	-1998	0	0	0	0		0	0	23031	0	0	0	0	0	0	23031	0	0	0	0	0	0	0	0	0	973	0	0	0	0	173862	22331										
8631																																																																	7495	426	426	10.8404%	19.1038%	18.0180%	7069	39233	65210	-221	0			11.1038%			1300	18.0180%	1	0	6848	0	0	0	-221	0	0	0	0		0	0	7069	0	0	0	0	0	0	7069	0	0	0	0	0	0	0	0	0	426	0	0	0	0	65210	5769										
9357																																																																	63674	3564	3564	13.4488%	18.5863%	17.5460%	60110	342585	446956	-1832	0			10.5863%			55160	17.5460%	1	0	85048	26747	0	0	-1832	23	0	0	0		0	0	60110	0	0	0	0	0	0	60110	0	0	0	0	0	0	0	0	0	3564	0	26747	0	0	473703	31720										
9553																																																																	16970	1209	1209	9.4321%	13.6307%	12.6596%	15761	124498	167099	-954	0			5.6307%			2100	12.6596%	1	0	14807	0	0	0	-762	0	0	0	-192		0	0	15761	0	0	0	0	0	0	15761	0	0	0	0	0	0	0	0	0	1209	0	0	0	0	167099	13661										
9807																																																																	386668	23111	23111	15.5381%	18.5702%	17.4603%	363557	2082196	2339774	-2014	0			10.5702%			132272	17.4603%	1	0	361543	0	0	0	-2014		0	0	0		0	0	363557	0	0	0	0	0	0	363557	0	0	0	0	0	0	0	0	0	23111	0	0		0	2339774	231285										
9955																																																																	21072	1219	1219	13.1865%	21.6710%	20.4173%	19853	97236	150555	-601	0			13.6710%			3133	20.4173%	1	0	19252	0	0	0	-601	0	0	0	0		0	0	19853	0	0	0	0	0	0	19853	0	0	0	0	0	0	0	0	0	1219	0	0	0	0	150555	16720										
10250																																																																	44322	3591	3591	9.5757%	14.7620%	13.5660%	40731	300244	425358	-2584	0			6.7620%			32300	13.5660%	1	0	38147	0	0	0	-2584	0	0	0	0		0	0	40731	0	0	0	0	0	0	40731	0	0	0	0	0	0	0	0	0	3591	0	0	0	0	425358	8431										
10849																																																																	27659	1281	1281	9.7104%	18.2850%	17.4382%	26378	151266	271646	-3472	0			10.2850%			15391	17.4382%	1	0	24348	694	0	598	-3472		0	0	0		0	0	26528	0	0	0	0	150	150	26378	0	0	0	0	150	0	0	0	0	1281	0	1293		0	272939	12429										
11145																																																																	25946	2403	2403	9.0313%	12.7367%	11.5571%	23543	203710	260682	-288	0			4.7367%			12000	11.5571%	1	0	23705	450	0	0	-288	0	0	0	0		0	0	23543	0	0	0	0	0	0	23543	0	0	0	0	0	0	0	0	0	2403	0	450	0	0	261132	11993										
11640																																																																	50379	3411	3411	12.6991%	17.8630%	16.6535%	46968	282030	369852	-2056	0			9.8630%			39895	16.6535%	1	0	44912	0	0	0	-2056	0	0	0	0		0	0	46968	0	0	0	0	0	0	46968	0	0	0	0	0	0	0	0	0	3411	0	0	0	0	369852	7073										
11837																																																																	15073	698	698	15.6626%	27.0300%	25.7783%	14375	55764	91779	-1278	0			19.0300%			12000	25.7783%	1	0	13097	0	0	0	-1278	0	0	0	0		0	0	14375	0	0	0	0	0	0	14375	0	0	0	0	0	0	0	0	0	698	0	0	0	0	91779	2375										
12030																																																																	63486	3180	3180	16.2499%	25.4055%	24.1329%	60306	249891	371117	-48	0			17.4055%			600	24.1329%	1	0	60258	0	0	0	-48	0	0	0	0		0	0	60306	0	0	0	0	0	0	60306	0	0	0	0	0	0	0	0	0	3180	0	0	0	0	371117	59706										
12142																																																																	27507	1675	1675	11.6164%	19.3650%	18.1858%	25832	142045	222376	-4279	0			11.3650%			15900	18.1858%	1	0	21553	0	0	0	-2039		0	-2240	0		0	0	25832	0	0	0	0	0	0	25832	0	0	0	0	0	0	0	0	0	1675	0	0		0	222376	9932										
12179																																																																	7971	131	131	18.2038%	29.0055%	28.5288%	7840	27481	43068	-6	0			21.0055%			0	28.5288%	1	0	7834	0	0	0	-6	0	0	0	0		0	0	7840	0	0	0	0	0	0	7840	0	0	0	0	0	0	0	0	0	131	0	0	0	0	43068	7840										
12311	11374520	854679	1894737	9.1497%	13.5658%	11.3061%	9479783	83846742	103607891	-771355	0			5.3061%			9063443	10.2580%	0	10045322	1902365	275955	28552	-433666		-73	-227004	-110612		8805	0	8601000	0	0	0	0	0	0	8601000	780000	0	98783	878783	0	878783	1040058	0	0	1894737	0	2215677		0	105823568	1753234																												1																																															
12647																																																																	19260	1076	1076	11.5474%	18.7436%	17.6965%	18184	102755	157472	0	0			10.7436%			17306	17.6965%	1	0	19018	0	834	0	0	0	0	0	0		0	0	18184	0	0	0	0	0	0	18184	0	0	0	0	0	0	0	0	0	1076	0	834	0	0	158306	1712										
12656																																																																	1988	110	110	10.9812%	22.6579%	21.4041%	1878	8774	17102	0	0			14.6579%			460	21.4041%	1	0	1878	0	0	0	0	0	0	0	0		0	0	1878	0	0	0	0	0	0	1878	0	0	0	0	0	0	0	0	0	110	0	0	0	0	17102	1418										
12937																																																																	37051	2018	2018	16.9117%	22.9633%	21.7126%	35033	161349	207153	0	0			14.9633%			6000	21.7126%	1	0	35033	0	0	0	0		0	0	0		0	0	35033	0	0	0	0	0	0	35033	0	0	0	0	0	0	0	0	0	2018	0	0		0	207153	29033										
12946																																																																	156631	14618	14618	9.7705%	13.4441%	12.1894%	142013	1165057	1453486	-5321	0			5.4441%			59756	12.1894%	1	0	151924	14164	1068	0	-5321		0	0	0		0	0	142013	0	0	0	0	0	0	142013	0	0	0	0	0	0	0	0	0	14618	0	15232		0	1468718	97489										
13103																																																																	278874	15545	34612	11.7000%	13.6640%	11.9681%	244262	2040940	2087705	16016	11193			5.6640%			34519	11.9638%	1	0	273975	7407	6378	0	27209	0	0	-11193	0		0	0	244174	0	0	0	0	0	0	244174	0	0	88	88	0	88	0	0	22	34612	0	13785	19045	0	2112683	223440										
13251																																																																	5670	399	399	11.2903%	17.7905%	16.5385%	5271	31871	46686	-18	0			9.7905%			2000	16.5385%	1	0	5253	0	0	0	-18	0	0	0	0		0	0	5271	0	0	0	0	0	0	5271	0	0	0	0	0	0	0	0	0	399	0	0	0	0	46686	3271										
13457																																																																	6389	158	158	26.6453%	50.5899%	49.3388%	6231	12629	23385	-53	0			42.5899%			5902	49.3388%	1	0	6178	0	0	0	-53	0	0	0	0		0	0	6231	0	0	0	0	0	0	6231	0	0	0	0	0	0	0	0	0	158	0	0	0	0	23385	329										
14052																																																																	7213	511	511	11.0768%	17.6297%	16.3807%	6702	40914	60505	-110	0			9.6297%			2688	16.3807%	1	0	6592	0	0	0	-110	0	0	0	0		0	0	6702	0	0	0	0	0	0	6702	0	0	0	0	0	0	0	0	0	511	0	0	0	0	60505	4014										
14155																																																																	24383	2346	2346	10.0895%	13.0211%	11.7683%	22037	187258	218416	-202	0			5.0211%			336	11.7683%	1	0	21835	0	0	0	-202	0	0	0	0		0	0	22037	0	0	0	0	0	0	22037	0	0	0	0	0	0	0	0	0	2346	0	0	0	0	218416	21701										
14650																																																																	4672	313	313	13.3454%	18.7842%	17.5257%	4359	24872	32663	1	0			10.7842%			500	17.5257%	1	0	4450	90	0	0	1	0	0	0	0		0	0	4359	0	0	0	0	0	0	4359	0	0	0	0	0	0	0	0	0	313	0	90	0	0	32753	3949										
