"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							5005	1791	0	0	42868	0	401	23	1297	84878	67496	109	67605	0	940	0	0	0	17273	1200	84878	0	0	13292	0	0	3500	0	10844	56652		NA	0	34433	33493	-719	0	0	0	0	17273	
242																																							700	837	0	0	11309	0	274	0	528	38994	29107	17	34431	0	189	0	4747	0	4563	120	38994	0	0	4518	0	0	120	0	7229	21878		NA	0	25535	25346	-195	0	0	430	130	4563	
279																																							3939	2370	45	35902	8388	265	5820	0	6628	158425	115869	454	132397	0	700	0	16074	0	26028	1	158425	0	0	25768	0	0	0	0	8188	107681		NA	0	92892	92192	259	2876	0	0	0	26028	
354																																							150	24	0	0	5665	0	31	0	207	9707	8969	19	8988	0	184	0	0	0	720	25	9708	0	0	516	0	0	500	0	2869	6100		NA	0	3402	3218	-321	412	0	0	0	720	
457																																							2988	749	0	161	398	0	143	67	1081	41786	36533	43	37776	0	435	0	1200	0	4010	60	41786	0	0	512	0	0	3440	0	5338	31195			0	36468	36033	-2	166	0	0	0	4010	
505																																							43182	1286	178	0	75884	0	10410	349	16323	406809	336173	5082	372755	57	4275	1595	31500	0	33997	6480	406809	0	0	17528	0	0	10653	0	48284	287889			0	261877	257602	-664	0	0	0	0	34054	
1155																																							21367	6070	0	79	27450	0	4320	2135	6596	211822	183594	1784	193781	0	2469	0	0	0	18041	1600	211822	0	0	12042	0	0	4900	99	26671	156923			0	146175	143706	-501	0	0	0	8403	18041	
1351																																							0	3952	0	78908	2771	0	1001	519	1549	161500	139408	368	139776	0	1382	0	0	0	21724	240	161500	0	0	21096	0	0	530	0	15598	123810			0	73838	72456	-142	344	0	0	0	21724	
1454																																							70378	13068	0	0	317191	0	5324	0	9852	650112	596429	1433	597862	0	2934	0	0	0	52250	1000	650112	0	0	62594	0	0	1214	934	156928	439501			0	236299	233365	-12558	0	0	0	0	52250	
1557																																							2817	1553	373	0	29170	0	875	0	1251	78477	62965	1	69294	0	176	70	6328	0	9183	200	78477	0	0	348	0	0	9623	0	24597	38368			0	40636	40460	-988	1908	0	0	0	9183	
1669																																							17263	6573	337	50006	72174	0	2177	78	12017	246241	201918	371	202289	0	2842	0	0	0	43952	800	246241	0	0	42080	0	0	800	0	42555	159363			0	88458	85616	272	0	0	0	0	43952	
1829																																							2680	4472	194	0	92615	0	3330	29	12494	392082	331994	1215	349075	0	3321	8144	10182	0	43006	390	392081	0	0	39980	0	0	3100	52	97129	234866		NA	0	271393	268072	-464	0	0	0	5684	43006	
1856																																							30406	847	0	0	21530	0	382	0	2151	124374	80899	102	111001	0	1066	98	30000	0	13373	500	124374	0	0	821	0	0	14282	0	3323	77576		NA	0	70026	68960	-2230	0	0	0	0	13373	
2040																																							5820	3908	0	0	58666	0	2717	45	7709	203846	177207	494	184477	0	4256	0	0	0	19369	480	203846	0	0	16206	0	0	4270	0	19987	157220		NA	0	116898	112642	-1587	12339	0	0	6776	19369	
2161																																							7300	8248	0	1	27036	0	2271	43	4656	122893	106898	1953	108851	0	762	0	0	0	14042	1000	122893	0	0	12174	0	0	1356	0	23630	83268		NA	0	69206	68444	-488	4894	0	0	0	14042	
2376																																							4519	4501	0	30628	339338	0	14833	5051	171238	2911045	1483156	35652	2487869	64	30390	0	931826	0	423113	500	2911046	0	0	409480	1109	0	35952	1742	104369	1378786		NA	-24980	2368476	2338086	2161	0	0	37235	0	423177	
2554																																							4029	920	0	0	3157	0	114	0	140	14120	12832	15	12847	0	145	289	0	0	1274	50	14121	0	0	206	0	0	975	0	5141	7691		NA	0	5616	5471	43	0	0	0	0	1274	
2732																																							107125	15766	1112	0	85702	0	4380	4739	4436	527426	446300	799	447099	0	5195	0	0	0	80327	0	527426	0	0	74059	0	0	5789	0	87625	358675			0	309361	304166	479	0	0	0	0	80327	
2750																																							1851	696	0	0	13473	0	248	148	2661	58741	44676	263	53451	0	907	0	8100	0	5290	121	58741	0	0	960	0	0	4800	0	5796	38880			0	40571	39664	-591	0	0	412	0	5290	
3177																																							78626	8993	629	2778	121859	0	13143	498	37294	1013252	788154	8570	910020	0	3781	4630	113296	0	103232	0	1013252	0	0	47322	0	0	62811	0	100572	687582			-4482	748583	744802	-2419	0	0	0	0	103232	
3252																																							0	4290	0	692	69120	0	607	100	3681	163605	137467	247	143214	0	1890	0	3500	0	20391	200	163605	0	0	19990	0	0	300	0	19862	117605		NA	0	87005	85115	-99	0	0	2000	0	20391	
3458																																							4079	2636	0	2898	12714	0	321	0	513	37355	26828	60	34038	0	390	0	0	0	3317	100	37355	0	0	2306	0	0	1101	0	3535	23293			0	14389	13999	-190	195	0	0	7150	3317	
