"IDRSSD"	RCFD2221	RCFD3210	RCFD3792	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFDA221	RCFDB503	RCFDB504	RCFDB505	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDC227	RCFDC228	RCFDF264	RCFDL136	RCFDL137	RCFDL138	RCON2221	RCON3210	RCON3792	RCON4336	RCON5306	RCON5310	RCON5311	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCONA221	RCONB503	RCONB504	RCONB505	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONC227	RCONC228	RCONF264	RCONL136	RCONL137	RCONL138	
	UNREALIZED GAINS ON A-F-S EQUITY SEC	TOTAL EQUITY CAPITAL	TOTAL RISK-BASED CAPITAL	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET UNREAL LOSS ON AFS EQTY SEC	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	SUBTOTAL	ADJMNT TO TIER 1 CPTL	CUMULATIVE CHANGE IN FAIR VALUE	TOTAL ASSETS FOR LEVERAGE RATIO	OTHR ADD DED FOR LEVERAGE CAP PURP	TOTAL ASSETS LEVERAGE CAPITAL PURPOS	UNREALIZED GAINS ON A-F-S EQUITY SEC	TOTAL EQUITY CAPITAL	TOTAL RISK-BASED CAPITAL	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET UNREAL LOSS ON AFS EQTY SEC	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	SUBTOTAL	ADJMNT TO TIER 1 CPTL	CUMULATIVE CHANGE IN FAIR VALUE	TOTAL ASSETS FOR LEVERAGE RATIO	OTHR ADD DED FOR LEVERAGE CAP PURP	TOTAL ASSETS LEVERAGE CAPITAL PURPOS	
37																																				0	18064	18745	0	0	544	544	0	0.2127	0.4346	0.4219	0.0000	0.0000	0.0000	18201	544	-137	0	0	0	0	0	0	0	0	0	0	0	0	18201	0	0	85584	0	85584	
242																																				0	4743	4962	0	0	190	190	0	0.1156	0.1201	0.1155	0.0000	0.0000	0.0000	4772	190	-29	0	0	0	0	0	0	0	0	0	0	0	0	4772	0	0	41290	0	41290	
279																																				0	26243	26714	0	0	719	719	0	0.1671	0.2844	0.2767	0.0000	0.0000	0.0000	25995	719	244	0	0	0	0	0	0	0	4	0	0	0	0	25999	0	0	155554	0	155550	
354																																				0	773	972	0	0	57	57	107	0.0886	0.2193	0.2065	0.0000	0.0000	0.0000	915	57	-249	0	0	0	0	0	0	0	0	0	0	0	0	1022	0	0	10432	0	10325	
457																																				0	4133	4583	0	0	448	448	0	0.094913	0.127795	0.115303	0	0	0	4135	448	-2	0	0	0	0	0	0	0	0	0	0	0	0	4135	0	0	43566	0	43566	
505																																				0	34612	37529	-1395	0	3411	3411	0	0.082783	0.143724	0.130661	0.000000	0.000000	0.000000	34118	3411	894	0	0	0	0	0	0	978	17	0	0	0	0	34135	0	0	413132	0	412137	
1155																																				0	18660	20720	0	0	1964	1964	0	0.084975	0.132271	0.119733	0.000000	0.000000	0.000000	18756	1964	-96	0	0	0	0	0	0	0	0	0	0	0	0	18756	0	0	220724	0	220724	
1351																																				0	22244	23643	0	0	1318	1318	0	0.1382	0.2243	0.2118	0.0000	0.0000	0.0000	22325	1318	-81	0	0	0	0	0	0	0	0	0	0	0	0	22325	0	0	161483	0	161483	
1454																																				12	57824	68560	0	0	2959	2971	0	0.097263	0.230465	0.220478	0.000000	0.000000	0.000000	65589	2971	-7765	0	0	0	0	0	0	0	0	0	0	0	0	65589	0	0	674345	0	674345	
1557																																				0	9760	10217	0	0	264	264	0	0.119560	0.213232	0.207722	0	0	0	9953	264	-626	0	0	0	0	0	0	433	0	0	0	0	0	9953	0	0	83680	0	83247	
1669																																				0	44555	45539	0	0	1522	1522	0	0.173271	0.377948	0.365317	0.000000	0.000000	0.000000	44017	1522	245	0	0	0	0	0	0	293	0	0	0	0	0	44017	0	0	254328	0	254035	
1829																																				163	44014	39065	0	0	3348	3511	0	0.0916	0.1392	0.1267	0.0000	0.0000	0.0000	35554	3511	269	0	0	0	0	0	0	8175	16	0	0	0	0	35570	0	0	396508	0	388317	
1856																																				0	15128	16894	0	0	830	830	0	0.1280	0.2553	0.2427	0.0000	0.0000	0.0000	16064	830	-1034	0	0	0	0	0	0	98	0	0	0	0	0	16064	0	0	125584	0	125486	
2040																																				0	20864	21766	0	0	1648	1648	1111	0.0992	0.1685	0.1558	0.0000	0.0000	0.0000	20118	1648	-365	0	0	0	0	0	0	0	0	0	0	0	0	21229	0	0	204010	0	202899	
2161																																				0	14749	15661	0	0	765	765	0	0.1223	0.2302	0.2190	0.0000	0.0000	0.0000	14896	765	-147	0	0	0	0	0	0	0	0	0	0	0	0	14896	0	0	121797	0	121797	
2376																																				0	436085	464581	846	0	31219	31219	0	0.1457	0.1817	0.1695	0.0000	0.0000	0.0000	433362	31219	1877	0	0	0	0	0	0	0	0	0	0	0	0	433362	0	0	2975156	-846	2974310	
2554																																				0	1288	1054	0	0	101	101	0	0.070379	0.131454	0.118858	0	0	0	953	101	46	0	0	0	0	0	0	289	0	0	0	0	0	953	0	0	13830	0	13541	
2732																																				0	80207	82720	0	0	4011	4011	0	0.1482	0.2579	0.2454	0	0	0	78709	4011	386	0	0	0	0	0	0	1112	0	0	0	0	0	78709	0	0	532388	0	531276	
2750																																				0	5610	6454	0	0	539	539	0	0.1017	0.1508	0.1382	0	0	0	5915	539	-370	65	0	0	0	0	0	0	0	0	0	0	0	5915	0	0	58155	0	58155	
3177																																				10	104759	105009	-9	0	3643	3653	0	0.100231	0.196562	0.189724	0	0	0	101356	3653	-1835	8	0	0	0	0	0	5239	0	0	0	0	0	101356	0	0	1016465	0	1011226	
3252																																				0	20990	22192	0	0	1265	1265	0	0.1282	0.2211	0.2085	0.0000	0.0000	0.0000	20927	1265	63	0	0	0	0	0	0	0	0	0	0	0	0	20927	0	0	163212	0	163212	
3458																																				0	3430	3892	0	0	346	346	0	0.092197	0.140668	0.128162	0.000000	0.000000	0.000000	3546	346	-116	0	0	0	0	0	0	0	0	0	0	0	0	3546	0	0	38461	0	38461	
3720																																				0	30365	32355	0	0	1626	1626	0	0.139097	0.241036	0.228923	0.000000	0.000000	0.000000	30729	1626	-364	0	0	0	0	0	0	0	0	0	0	0	0	30729	0	0	220917	0	220917	
3971																																				0	106905	94951	0	0	6645	6645	7913	0.134215	0.181355	0.168663	0	0	0	88306	6645	-112	1	0	0	0	0	0	10791	6	0	0	0	0	96225	0	0	676540	112	657942	
4156																																				0	21566	21525	0	0	1837	1837	0	0.094054	0.143788	0.131516	0	0	0	19688	1837	95	0	0	0	0	0	0	1783	0	0	0	0	0	19688	0	0	211110	0	209327	
4231																																				0	13503	15798	0	0	746	746	0	0.1330	0.2440	0.2325	0.0000	0.0000	0.0000	15052	746	-1549	0	0	0	0	0	0	0	0	0	0	0	0	15052	0	0	113208	0	113208	
4437																																				0	26626	26913	50	0	1827	1827	1628	0.1059	0.1844	0.1718	0	0	0	25086	1827	-138	0	0	0	0	0	0	0	0	0	0	0	0	26714	0	0	238566	0	236938	
4839																																				0	33938	38204	0	0	3132	3132	0	0.107047	0.153824	0.141214	0	0	0	35072	3132	-1134	0	0	0	0	0	0	0	0	0	0	0	0	35072	0	0	327632	0	327632	
5069																																				185	158626	160392	0	0	4197	4382	0	0.402737	0.491153	0.477735	0.000000	0.000000	0.000000	156010	4382	2616	0	0	0	0	0	0	0	0	0	0	0	0	156010	0	0	387374	0	387374	
5135																																				0	47637	50547	0	0	3529	3529	0	0.1241	0.1793	0.1668	0.0000	0.0000	0.0000	47018	3529	-423	0	0	0	0	0	0	1042	0	0	0	0	0	47018	0	0	379963	0	378921	
5210																																				0	91439	100160	-2463	0	8847	8847	0	0.0887	0.1430	0.1304	0.0000	0.0000	0.0000	91313	8847	2585	4	0	0	0	0	0	0	0	0	0	0	0	91313	0	0	1027206	2463	1029669	
5461																																				0	44479	52706	0	0	4380	4380	0	0.097361	0.151090	0.138534	0.000000	0.000000	0.000000	48326	4380	-3847	0	0	0	0	0	0	0	0	0	0	0	0	48326	0	0	496357	0	496357	
5751																																				0	28979	27399	0	0	1120	1120	0	0.142507	0.214537	0.205768	0	0	0	26279	1120	1120	0	0	0	0	0	0	1580	0	0	0	0	0	26279	0	0	185985	0	184405	
6039																																				0	7708	8223	0	0	742	742	364	0.0889	0.1400	0.1273	0.0000	0.0000	0.0000	7481	742	-137	0	0	0	0	0	0	0	0	0	0	0	0	7845	0	0	84517	0	84153	
6141																																				0	5592	5921	0	0	367	367	38	0.0937	0.2022	0.1896	0.0000	0.0000	0.0000	5554	367	0	0	0	0	0	0	0	0	0	0	0	0	0	5592	0	0	59300	0	59262	
6329																																				0	39577	44004	0	0	4554	4554	0	0.084478	0.121648	0.109058	0.000000	0.000000	0.000000	39450	4554	127	0	0	0	0	0	0	0	0	0	0	0	0	39450	0	0	466987	0	466987	
7009																																				717	56823	55492	0	0	0	717	0	0.0791	0.1682	0.1660	0.0000	0.0000	0.0000	54775	717	2048	0	0	0	0	0	0	0	0	0	0	0	0	54775	0	0	692302	0	692302	
7045																																				0	17288	18588	0	0	1074	1074	0	0.0975	0.2164	0.2039	0.0000	0.0000	0.0000	17514	1074	-226	0	0	0	0	0	0	0	0	0	0	0	0	17514	0	0	179663	0	179663	
7072																																				0	31337	29696	0	0	1356	1356	1258	0.170161	0.253756	0.242168	0	0	0	28340	1356	-63	18	0	0	0	0	0	1486	0	-298	0	0	0	29896	0	0	169590	-298	166548	
7157																																				0	4567	4791	0	0	188	188	0	0.095500	0.188890	0.181478	0.000000	0.000000	0.000000	4603	188	-36	0	0	0	0	0	0	0	0	0	0	0	0	4603	0	0	48199	0	48199	
7456																																				0	5270	5732	0	0	521	521	0	0.0794	0.1147	0.1042	0.0000	0.0000	0.0000	5211	521	59	0	0	0	0	0	0	0	0	0	0	0	0	5211	0	0	65634	0	65634	
7634																																				0	6361	7059	0	0	538	538	0	0.106378	0.165891	0.153248	0.000000	0.000000	0.000000	6521	538	-160	0	0	0	0	0	0	0	0	0	0	0	0	6521	0	0	61300	0	61300	
8033																																				0	19999	21095	0	0	1034	1034	0	0.102506	0.153848	0.146307	0.000000	0.000000	0.000000	20061	1034	-62	0	0	0	0	0	0	0	0	0	0	0	0	20061	0	0	195706	0	195706	
8462																																				0	16913	17654	0	0	559	559	0	0.1006	0.2674	0.2589	0.0000	0.0000	0.0000	17095	559	-182	0	0	0	0	0	0	0	0	0	0	0	0	17095	0	0	169853	0	169853	
8631																																				0	6619	7193	0	0	447	447	0	0.110386	0.199412	0.187020	0.000000	0.000000	0.000000	6746	447	-127	0	0	0	0	0	0	0	0	0	0	0	0	6746	0	0	61113	0	61113	
9357																																				0	75041	51230	0	0	2855	2855	0	0.1338	0.2257	0.2131	0	0	0	48375	2855	-251	0	0	0	0	0	0	26917	0	0	0	0	0	48375	0	0	388444	0	361527	
9553																																				0	10693	12214	0	0	850	850	0	0.0719	0.1210	0.1126	0.0000	0.0000	0.0000	11364	850	-801	130	0	0	0	0	0	0	0	0	0	0	0	11364	0	0	158128	0	158128	
9807																																				0	238499	323439	0	0	24717	24717	0	0.138347	0.166576	0.153846	0.000000	0.000000	0.000000	298722	24717	-60223	0	0	0	0	0	0	0	0	0	0	0	0	298722	0	0	2159218	0	2159218	
9955																																				0	14990	16027	0	0	946	946	0	0.124782	0.212964	0.200393	0	0	0	15081	946	-91	0	0	0	0	0	0	0	0	0	0	0	0	15081	0	0	120859	0	120859	
10250																																				0	31875	28175	0	0	3112	3112	6864	0.073081	0.114754	0.102079	0	0	0	25063	3112	-52	0	0	0	0	0	0	0	0	0	0	0	0	31927	0	0	349811	0	342947	
10849																																				0	26289	28994	0	0	1934	1934	0	0.1063	0.1870	0.1746	0.0000	0.0000	0.0000	27060	1934	-1465	0	0	0	0	0	0	694	0	0	0	0	0	27060	0	0	255250	0	254556	
11145																																				0	18905	19924	0	0	1628	1628	0	0.0956	0.1531	0.1406	0.0000	0.0000	0.0000	18296	1628	159	0	0	0	0	0	0	450	0	0	0	0	0	18296	0	0	191887	0	191437	
11275																																				0	133675	142674	0	0	12919	12919	0	0.097336	0.138627	0.126074	0	0	0	129755	12919	-34	0	0	0	0	0	0	3949	5	0	0	0	0	129760	0	0	1336980	34	1333060	
11640																																				0	37099	40318	0	0	2700	2700	0	0.0986	0.1580	0.1475	0.0000	0.0000	0.0000	37618	2700	-519	0	0	0	0	0	0	0	0	0	0	0	0	37618	0	0	381539	0	381539	
11837																																				0	11016	11871	0	0	603	603	1931	0.1070	0.2490	0.2364	0.0000	0.0000	0.0000	11268	603	-2183	0	0	0	0	0	0	0	0	0	0	0	0	13199	0	0	107271	0	105340	
12030																																				0	44876	47762	0	0	2816	2816	0	0.1417	0.2181	0.2053	0.0000	0.0000	0.0000	44946	2816	-70	0	0	0	0	0	0	0	0	0	0	0	0	44946	0	0	317082	0	317082	
12142																																				0	19357	22687	-1365	0	1451	1451	0	0.097864	0.180267	0.168738	0.000000	0.000000	0.000000	21236	1451	-514	0	0	0	0	0	0	0	0	0	0	0	0	21236	0	0	216994	0	216994	
12179																																				0	7038	7176	0	0	288	288	145	0.181550	0.311377	0.298880	0	0	0	6888	288	5	0	0	0	0	0	0	0	0	0	0	0	0	7033	0	0	38085	0	37940	
12245																																				0	13822	14733	0	0	923	923	0	0.109004	0.200900	0.188314	0	0	0	13810	923	12	0	0	0	0	0	0	0	0	0	0	0	0	13810	0	0	126693	0	126693	
12311	0	5803570	6689618	-167871	181100	636062	817162	0	0.099554	0.131114	0.115098	0.000000	0.000000	0.000000	5872456	817162	-28016	4	0	0	0	0	383065	500708	8629	-725	0	0	0	5881810	0	0	59497765	-725	58987703																																				
12647																																				0	11341	12187	0	0	846	846	0	0.1187	0.1793	0.1668	0.0000	0.0000	0.0000	11341	846	0	0	0	0	0	0	0	0	0	0	0	0	0	11341	0	0	95517	0	95517	
12656																																				0	1620	1751	0	0	131	131	0	0.0880	0.1697	0.1570	0.0000	0.0000	0.0000	1620	131	0	0	0	0	0	0	0	0	0	0	0	0	0	1620	0	0	18400	0	18400	
12937																																				0	30926	32731	0	0	1805	1805	0	0.156585	0.212243	0.200538	0.000000	0.000000	0.000000	30926	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	30926	0	0	197503	0	197503	
12946																																				130	95692	94083	0	0	7713	7843	0	0.105829	0.153641	0.140833	0.000000	0.000000	0.000000	86240	7843	-507	0	0	0	0	0	0	9959	0	0	0	0	0	86240	0	0	824860	0	814901	
12955																																				0	13025	14229	0	0	1204	1204	0	0.0991	0.1364	0.1248	0.0000	0.0000	0.0000	13025	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	13025	0	0	131424	0	131424	
13103																																				13976	217503	211879	-2043	0	11283	25259	0	0.127615	0.185380	0.163280	0.000000	0.000000	0.000000	186620	25259	21353	0	0	0	0	0	0	11573	0	0	0	0	0	186620	0	0	1473945	0	1462372	
13251																																				0	4208	4497	0	0	307	307	0	0.103610	0.184243	0.171665	0	0	0	4190	307	18	0	0	0	0	0	0	0	0	0	0	0	0	4190	0	0	40440	0	40440	
13457																																				0	6032	6183	0	0	146	146	0	0.2458	0.5300	0.5175	0.0000	0.0000	0.0000	6037	146	-5	0	0	0	0	0	0	0	0	0	0	0	0	6037	0	0	24557	0	24557	
14052																																				0	7052	7491	0	0	485	485	0	0.1187	0.1947	0.1821	0.0000	0.0000	0.0000	7006	485	46	0	0	0	0	0	0	0	0	0	0	0	0	7006	0	0	59025	0	59025	
14155																																				0	15861	17286	0	0	1446	1446	0	0.1134	0.1487	0.1362	0.0000	0.0000	0.0000	15840	1446	21	0	0	0	0	0	0	0	0	0	0	0	0	15840	0	0	139691	0	139691	
14650																																				0	3131	3284	0	0	243	243	0	0.097687	0.170059	0.157475	0.000000	0.000000	0.000000	3041	243	0	0	0	0	0	0	0	90	0	0	0	0	0	3041	0	0	31220	0	31130	
14753																																				0	4058	4305	0	0	355	1332	0	0.064480	0.152083	0.105027	0	0	0	2973	1332	108	0	0	0	0	977	0	0	0	0	977	0	0	2973	0	0	46107	0	46107	
14865																																				0	30538	33565	0	0	3088	3088	0	0.100324	0.136289	0.123750	0	0	0	30477	3088	61	0	0	0	0	0	0	0	0	0	0	0	0	30477	0	0	303787	0	303787	
14977																																				0	8082	8291	0	0	325	325	0	0.1681	0.2682	0.2577	0.0000	0.0000	0.0000	7966	325	116	0	0	0	0	0	0	0	0	0	0	0	0	7966	0	0	47388	0	47388	
16458																																				0	34664	36272	0	0	2054	2054	0	0.118305	0.221325	0.208791	0.000000	0.000000	0.000000	34218	2054	446	0	0	0	0	0	0	0	0	0	0	0	0	34218	0	0	289235	0	289235	
16551																																				0	22749	23457	0	0	2176	2176	0	0.088299	0.126822	0.115057	0	0	0	21281	2176	221	0	0	0	0	0	0	1117	130	0	0	0	0	21411	0	0	242257	0	241010	
16748																																				0	7376	7679	0	0	469	469	0	0.1112	0.2051	0.1926	0.0000	0.0000	0.0000	7210	469	129	0	0	0	0	0	0	0	37	0	0	0	0	7247	0	0	64871	0	64834	
16944																																				0	3796	3778	0	0	202	202	133	0.090495	0.229889	0.217598	0	0	0	3576	202	87	0	0	0	0	0	0	0	0	0	0	0	0	3709	0	0	39649	0	39516	
16953																																				0	4627	5209	0	0	72	72	0	0.1398	0.2823	0.2784	0.0000	0.0000	0.0000	5137	72	-510	0	0	0	0	0	0	0	0	0	0	0	0	5137	0	0	36751	0	36751	
17110																																				0	19497	19807	0	0	310	310	0	0.1843	0.1808	0.1780	0.0000	0.0000	0.0000	19497	310	0	0	0	0	0	0	0	0	0	0	0	0	0	19497	0	0	105777	0	105777	
17147																																				0	745007	606534	-8412	0	51381	51381	0	0.1072	0.1481	0.1355	0.0000	0.0000	0.0000	555153	51381	5731	0	0	0	0	125	0	192233	177	0	0	0	0	555330	0	0	5369162	0	5176752	
17259																																				0	5648	5613	0	0	255	255	0	0.080965	0.137254	0.131018	0	0	0	5358	255	290	0	0	0	0	0	0	0	0	0	0	0	0	5358	0	0	66177	0	66177	
17464																																				2	188139	159852	0	0	13914	13916	41058	0.1089	0.1447	0.1321	0.0000	0.0000	0.0000	145936	13916	420	0	0	0	0	0	0	502	223	0	0	0	0	187217	0	0	1382459	0	1340676	
17950																																				0	32340	33141	0	0	2503	2503	0	0.0877	0.1660	0.1535	0	0	0	30638	2503	500	0	0	0	0	0	0	1202	0	0	0	0	0	30638	0	0	350376	0	349174	
17978																																				0	104103	105577	0	0	1474	1474	0	0.312366	0.903170	0.890561	0	0	0	104103	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	104103	0	0	333272	0	333272	
18050																																				0	44600	47017	0	0	2808	2808	0	0.106188	0.210077	0.197531	0.000000	0.000000	0.000000	44209	2808	66	0	0	0	0	0	0	325	0	0	0	0	0	44209	0	0	416654	0	416329	
18135																																				0	19473	21561	0	0	1140	1140	0	0.0852	0.1565	0.1483	0.0000	0.0000	0.0000	20421	1140	-948	0	0	0	0	0	0	0	0	0	0	0	0	20421	0	0	239798	0	239798	
18377																																				0	4065	4081	0	0	182	182	0	0.075995	0.254474	0.243125	0	0	0	3899	182	166	0	0	0	0	0	0	0	0	0	0	0	0	3899	0	0	51306	0	51306	
18827																																				0	45997	48699	-64	0	3247	3247	0	0.106858	0.181547	0.169442	0.000000	0.000000	0.000000	45452	3247	-967	1194	0	0	0	0	0	382	0	0	0	0	0	45452	0	0	425730	0	425348	
18836																																				0	14844	16215	0	0	1308	1308	0	0.1010	0.1561	0.1435	0.0000	0.0000	0.0000	14907	1308	-63	0	0	0	0	0	0	0	0	0	0	0	0	14907	0	0	147529	0	147529	
18854																																				0	40062	42088	0	0	4023	4023	0	0.091204	0.125335	0.113354	0	0	0	38065	4023	35	0	0	0	0	0	0	1962	0	0	0	0	0	38065	0	0	419325	0	417363	
19356																																				0	7449	9221	0	0	553	553	0	0.1135	0.2101	0.1975	0.0000	0.0000	0.0000	8668	553	-1219	0	0	0	0	0	0	0	0	0	0	0	0	8668	0	0	76366	0	76366	
19730																																				420	251654	251426	0	0	22427	22847	19958	0.105005	0.141672	0.128798	0.000000	0.000000	0.000000	228579	22847	1196	0	0	0	0	0	0	1659	262	0	0	0	0	248799	0	0	2198714	0	2176835	
19936																																				0	22507	24281	0	0	1944	1944	0	0.091473	0.157191	0.144606	0.000000	0.000000	0.000000	22337	1944	170	0	0	0	0	0	0	0	0	0	0	0	0	22337	0	0	244191	0	244191	
19972																																				0	15434	15761	0	0	327	327	0	0.1598	0.4419	0.4327	0.0000	0.0000	0.0000	15434	327	0	0	0	0	0	0	0	0	0	0	0	0	0	15434	0	0	96610	0	96610	
20053																																				0	9321	9748	0	0	705	705	572	0.122752	0.157528	0.146135	0	0	0	9043	705	-294	0	0	0	0	0	0	0	0	0	0	0	0	9615	0	0	74241	0	73669	
20512																																				0	10116	11322	0	0	564	564	0	0.1141	0.2514	0.2389	0.0000	0.0000	0.0000	10758	564	-642	0	0	0	0	0	0	0	0	0	0	0	0	10758	0	0	94289	0	94289	
20633																																				0	30322	33343	0	0	2578	2578	0	0.101850	0.161435	0.148953	0	0	0	30765	2578	-583	140	0	0	0	0	0	0	0	0	0	0	0	30765	0	0	302061	0	302061	
20857																																				0	18250	15970	0	0	443	443	0	0.072012	0.183677	0.178582	0	0	0	15527	443	2581	0	0	0	0	0	0	142	0	0	0	0	0	15527	0	0	215758	0	215616	
21256																																				0	1113	1160	0	0	63	63	0	0.1039	0.2356	0.2228	0.0000	0.0000	0.0000	1097	63	16	0	0	0	0	0	0	0	0	0	0	0	0	1097	0	0	10555	0	10555	
21359																																				0	2592	2670	0	0	174	174	0	0.0939	0.1921	0.1795	0.0000	0.0000	0.0000	2496	174	96	0	0	0	0	0	0	0	0	0	0	0	0	2496	0	0	26590	0	26590	
21630																																				0	10994	10241	0	0	601	601	0	0.0924	0.1879	0.1768	0.0000	0.0000	0.0000	9640	601	1354	0	0	0	0	0	0	0	0	0	0	0	0	9640	0	0	104355	0	104355	
21658																																				0	13288	16299	0	0	1207	1207	0	0.096857	0.169712	0.157144	0.000000	0.000000	0.000000	15092	1207	-1804	0	0	0	0	0	0	0	0	0	0	0	0	15092	0	0	155818	0	155818	
22048																																				0	16874	19074	0	0	1871	1871	0	0.090881	0.127925	0.115377	0.000000	0.000000	0.000000	17203	1871	-329	0	0	0	0	0	0	0	0	0	0	0	0	17203	0	0	189292	0	189292	
22543																																				0	14551	15017	0	0	558	558	0	0.147189	0.335403	0.322940	0.000000	0.000000	0.000000	14459	558	-118	210	0	0	0	0	0	0	0	0	0	0	0	14459	0	0	98234	0	98234	
22552																																				0	7621	8580	0	0	932	932	0	0.0884	0.1152	0.1027	0.0000	0.0000	0.0000	7648	932	-27	0	0	0	0	0	0	0	0	0	0	0	0	7648	0	0	86558	0	86558	
22730																																				0	12556	13761	0	0	763	763	0	0.0941	0.1579	0.1491	0.0000	0.0000	0.0000	12998	763	-442	0	0	0	0	0	0	0	0	0	0	0	0	12998	0	0	138102	0	138102	
22936																																				0	8262	9518	0	0	1223	1223	0	0.0509	0.0990	0.0862	0.0000	0.0000	0.0000	8295	1223	-33	0	0	0	0	0	0	0	0	0	0	0	0	8295	0	0	162983	0	162983	
23045																																				0	6763	8062	0	0	177	177	0	0.182735	0.508419	0.497257	0	0	0	7885	177	-1122	0	0	0	0	0	0	0	0	0	0	0	0	7885	0	0	43150	0	43150	
23456																																				0	12321	12846	0	0	900	900	0	0.116300	0.164866	0.153315	0.000000	0.000000	0.000000	11946	900	375	0	0	0	0	0	0	0	0	0	0	0	0	11946	0	0	102717	0	102717	
23504																																				0	163727	178370	-1337	0	16544	16544	0	0.0830	0.1262	0.1145	0.0000	0.0000	0.0000	161826	16544	-8583	0	0	0	0	0	119	11940	0	0	0	0	0	161826	0	0	1962151	0	1950211	
23643																																				0	14675	19164	0	0	1496	1496	0	0.0942	0.1604	0.1479	0.0000	0.0000	0.0000	17668	1496	-2993	0	0	0	0	0	0	0	0	0	0	0	0	17668	0	0	187540	0	187540	
23755																																				0	15455	16884	0	0	1509	1509	0	0.092983	0.140077	0.127557	0.000000	0.000000	0.000000	15375	1509	-58	0	0	0	0	0	0	0	138	0	0	0	0	15513	0	0	165490	0	165352	
24006																																				0	110550	118822	0	0	4741	4741	0	0.117700	0.228975	0.219838	0.000000	0.000000	0.000000	114081	4741	-3510	0	0	0	0	0	21	0	0	0	0	0	0	114081	0	0	969254	0	969254	
24378																																				0	6653	7005	0	0	239	239	0	0.1023	0.2352	0.2272	0.0000	0.0000	0.0000	6766	239	-113	0	0	0	0	0	0	0	0	0	0	0	0	6766	0	0	66117	0	66117	
24453																																				0	25136	23481	0	0	1577	1577	0	0.1083	0.1796	0.1675	0.0000	0.0000	0.0000	21904	1577	-72	41	0	0	0	0	0	3263	0	0	0	0	0	21904	0	0	205428	0	202165	
24659																																				0	5035	5376	0	0	341	341	0	0.1104	0.1507	0.1412	0.0000	0.0000	0.0000	5035	341	0	0	0	0	0	0	0	0	0	0	0	0	0	5035	0	0	45603	0	45603	
