"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								46193	0		0	0	1237		0	178	44778	
1155																		
1351																		
1454								282077	3331		0	0	7238		0	1044	270464	
1557																		
1669																		
1829								8975	2030		0	0	2003		0	2023	2919	
1856																		
2040																		
2161																		
2376								9863	0		0	0	2824		0	7039	0	
2554																		
2732								107911	0		0	0	2843		0	13980	91088	
2750																		
3177								87709	179		0	0	7133		0	1275	79122	
3252																		
3458																		
3720																		
3971								69100	3123		0	0	4618		0	18432	42927	
4156																		
4231																		
4437																		
4839								12488	718		0	0	1622		0	7315	2833	
5069								38243	1684		0	0	208		0	1626	34725	
5135								68577	0		0	0	4248		0	554	63775	
5210								18757	6708		0	0	6746		0	2960	2343	
5461								50023	4404		0	0	8888		0	4804	31927	
5751																		
6039																		
6141																		
6329								31290	31		0	0	6961		0	13969	10329	
7009								11027	280		2000	0	15		0	8707	25	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								8191	6049		0	0	319		0	760	1063	
9553																		
9807								49201	8119		0	0	5191		0	9034	26857	
9955																		
10250								29524	4444		0	0	1594		10986	0	12500	
10849								20294	56		0	0	1472		0	9856	8910	
11145																		
11275								85752	7956		0	0	5727		0	2506	69563	
11640								9353	584		0	0	3123		0	4686	960	
11837																		
12030								39634	0		0	0	4952		0	16278	18404	
12142																		
12179																		
12311	850017	617660	0	2713	0	84265	145379	850017	264534	2713			353126	84265			145379	
12647																		
12656								590	106		0	0	216		0	263	5	
12937																		
12946								19158	11449		0	0	5712		0	1991	6	
12955																		
13103								30692	0		0	0	3243		0	16490	10959	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								31220	3571		0	0	2273		0	8642	16734	
14977																		
16551								11754	0		0	0	2849		0	8905	0	
16748																		
17110																		
17147								131167	0		0	0	51953		0	65066	14148	
17259								7535	0		0	0	702		0	6833	0	
17464								77532	21350		0	0	20083		0	4993	31106	
17950								12211	0		0	0	2391		0	6753	3067	
17978								13662	1147		0	0	2393		0	10122	0	
18050								26312	7104		0	0	4297		0	2363	12548	
18135																		
18377																		
18827								101738	9083		0	0	9160		0	39165	44330	
18836																		
18854								95406	4830		0	0	2170		0	29231	59175	
19356																		
19730								218958	15236		0	0	17726		0	3617	182379	
19936																		
19972																		
20053																		
20633								6115	1422		0	0	3144		0	1518	31	
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936								27375	1		0	0	2005		0	591	24778	
23045																		
23456																		
23504								104558	53700		0	0	21548		0	7904	21406	
23643																		
23755																		
24006								58667	5528		0	0	4155		0	2829	46155	
24378																		
24453								38504	598		0	0	783		0	1756	35367	
24659																		
24668								36076	3758		0	0	4061		0	10080	18177	
24855																		
24949								97846	0		0	0	4094		0	7679	86073	
25357								9388	2025		0	0	2988		0	911	3464	
25647																		
26176								5104	336		0	0	855		0	1849	2064	
26242								17122	0		0	0	2813		0	5006	9303	
26457																		
26765								29961	2719		0	0	1739		0	19823	5680	
27070								24323	0		0	0	1650		0	18397	4276	
27548								12797	19		0	0	5764		0	5632	1382	
27614								11849	1774		0	0	3154		0	1634	5287	
27847								22441	211		0	0	3224		0	4228	14778	
28013								51832	0		0	0	11398		0	17507	22927	
28152																		
28255								18222	2138		0	0	1716		0	4318	10050	
28349																		
28406								28972	5912		0	0	4085		0	1114	17861	
28675																		
28732																		
29476								587	0		0	0	467		0	120	0	
29636								57215	5208		0	0	6218		0	45789	0	
29878								52805	0		0	0	2955		0	35041	14809	
30052																		
30502								90727	4917		0	77	4357		0	881	80495	
30650																		
30810								9452103	385812		26350	0	409		50318	481501	8507713	
30874								7798	2212		0	0	3287		0	299	2000	
31134																		
31255								12802	2854		0	0	1481		0	308	8159	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								23313	825		0	0	2190		0	668	19630	
33259								93708	6		0	0	1697		0	5132	86873	
33268								2812	818		0	0	1228		0	394	372	
33370																		
33839								9341	0		0	0	245		0	9096	0	
33857								28401	120		0	0	1659		0	12056	14566	
34425								22199	0		0	0	2177		0	7094	12928	
34434								10932	3403		0	0	2178		0	5029	322	
34452																		
34537								136067	26296		0	0	46990		0	7930	54851	
34555																		
34742								15823	0		0	0	1713		0	9614	4496	
34836																		
35057								12627	0		0	0	886		3082	0	8659	
35301	75695786	42478	100019	43211136	0	355536	31986617	32384631	42478	0			0	355536			31986617	
35570								149444	53991		0	294	31345		0	13520	50294	
35646																		
35842																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								114794	1		0	0	16099		0	31136	67558	
37640								49654	0		0	0	7342		0	41530	782	
37659																		
37743																		
37949																		
38740																		
39327								63373	2760		0	0	4270		0	24203	32140	
39756								28362	7427		0	0	2439		0	3167	15329	
40033																		
40350																		
40499								41035	6265		0	0	8787		0	2960	23023	
40855																		
41245																		
41553																		
41629																		
41825																		
41937																		
41955																		
42037																		
42354																		
42372								13441	0		0	0	1136		0	6123	6182	
42420								68866	19627		0	0	44920		0	1823	2496	
42448								22436	674		0	0	5754		0	423	15585	
42457																		
43052																		
43351								3839	0		0	0	402		0	3437	0	
43856																		
43959																		
44040								12389	0		0	0	1711		0	4263	6415	
44433								14775	0		0	0	587		0	2297	11891	
44741								9710	2		0	0	2940		0	749	6019	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								18242	23		0	0	3123		0	15096	0	
45560								42592	14251		0	0	3726		0	4622	19993	
45775																		
46053																		
46941																		
47247																		
47256																		
47452																		
47500								10606	774		0	0	702		0	6671	2459	
48057																		
48150																		
48374								15502	3498		0	0	7215		0	708	4081	
48440																		
49054																		
49148																		
49241								13224	681		0	0	3796		0	416	8331	
49344																		
49643																		
49652																		
49821								112754	9307		0	0	6005		0	1954	95488	
49858																		
49951																		
50144																		
50461																		
50546																		
50854																		
50872																		
50957																		
51253								15005	45		0	0	1732		0	13228	0	
51356																		
51459																		
51842																		
52719								2547098	0		0	24	0		410645	0	2136429	
52951																		
53033								444728	10572		0	725	5148		41595	20521	366167	
53051																		
53752																		
54049																		
54058								2192	1174		0	0	979		0	39	0	
54375								34822	0		0	0	9403		0	25233	186	
54441																		
54656								12650	0		0	0	2893		0	7284	2473	
54973								220881	37046		0	0	67415		0	24237	92183	
55336								20609	2005		0	0	4523		0	474	13607	
55635																		
55653																		
55970								48294	1817		0	0	2244		0	3248	40985	
56258																		
56351								87677	11073		0	0	25856		0	2155	48593	
56427																		
56548								11704	2715		0	0	774		0	6401	1814	
56557								66155	29526		0	4971	4687		0	10334	16637	
56717								8132	3084		0	0	1520		0	1549	1979	
57040																		
57228																		
57451								15830	0		0	0	2181		245	10221	3183	
58177																		
58207																		
58225																		
58243								97590	38284		0	2297	14222		0	6008	36779	
58355																		
58551																		
58636																		
58757																		
58971								518398	62273		0	0	16796		0	746	438583	
59316								10010	4634		0	0	4477		0	821	78	
59352								15016	2019		0	0	2320		0	10594	83	
59370								22825	1015		0	0	1493		0	5261	15056	
59754																		
60143	6202538	1128746	0	198860	0	50702	4824230	6042513	780305	38835			348441	50702			4824230	
60330								44704	1		0	0	6461		0	3287	34955	
60545																		
60554																		
60648																		
61122								51940	7661		0	0	5578		0	11273	27428	
61177																		
61355								14301	9907		0	0	3054		0	1340	0	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								9215	2		0	0	2973		0	4337	1903	
63050																		
63069	562881	308445	879	3197	175063	58116	17181	562881	176039	4076			132406	233179			17181	
63201																		
63573								9483	2372		0	0	605		0	4601	1905	
63733								35672	724		0	0	7135		0	20376	7437	
63742																		
63751																		
64150																		
64543								13510	0		0	0	3654		0	9511	345	
64552																		
64730																		
65205								87855	1543		0	0	1963		0	25154	59195	
65241																		
65513	241680	698	0	5215	449	4690	230628	241680	0	5215			698	5139			230628	
65559								46941	9160		0	0	2353		0	453	34975	
65746								35966	0		0	0	3744		0	14671	17551	
65858								35059	18301		0	0	15910		0	453	395	
66154																		
66275																		
66677																		
67142																		
67151								26969	2971		0	0	1920		245	20845	988	
67209								24834	2599		0	0	2057		496	11546	8136	
67254																		
67311								458920	174624		0	1371	138608		928	60371	83018	
67656								46687	3644		0	0	2691		0	4126	36226	
67870																		
68448																		
68671																		
68756								23175	6288		0	0	3348		0	2339	11200	
68831																		
68840																		
68859								42936	1998		0	0	3020		0	5387	32531	
68943																		
69333								31037	7905		0	0	7378		0	5278	10476	
69678								77401	169		0	0	3541		0	23081	50610	
70058																		
70218																		
70414								11693	0		0	0	2544		0	8646	503	
70638																		
70955																		
71073																		
71318								21119	5671		0	0	2309		0	11328	1811	
71457								11766	0		0	0	1207		0	3677	6882	
71859																		
72258								49609	0		0	0	1294		0	375	47940	
72351																		
72454																		
72678								8657	26		0	0	1738		0	6893	0	
73116								12300	2527		0	0	1744		0	756	7273	
73152																		
73554																		
73956																		
74056																		
74140								21533	8817		0	0	6921		0	3687	2108	
74159																		
74403								28189	9882		0	0	3123		0	1539	13645	
74449																		
75053								34275	0		0	0	1749		0	2422	30104	
75259								29486	0		0	0	474		0	29012	0	
75446								13149	22		0	0	3043		0	8243	1841	
75455																		
75558								22647	419		0	0	4516		0	14805	2907	
75633	12934842	1353819	0	1609613	0	34750	9936660	12934842	1033993	1609613			319826	34750			9936660	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								42367	16795		0	0	4046		0	12817	8709	
78157																		
78241																		
78559																		
79042																		
79127																		
79145																		
79257																		
79855																		
80020																		
80150								24160	0		0	0	1363		14959	0	7838	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								14905	5694		0	0	2951		0	268	5992	
83638	138931	9473	0	943	0	34409	94106	138931	4131	943			5342	34409			94106	
83834																		
83852																		
83955																		
84046																		
84251																		
84541								24978	0		0	0	7695		0	12482	4801	
84804																		
85052																		
85258																		
85454																		
85472								45612	16478		0	0	9147		0	4792	15195	
85931																		
86349																		
86358																		
86554																		
86675								57495	43		0	0	2402		0	8507	46543	
87047																		
87159																		
87177																		
87234								22885	2		0	0	2262		0	2010	18611	
87476																		
87579								22039	0		0	0	2400		0	10119	9520	
88231								30514	0		0	0	2485		0	5286	22743	
88240								4109	0		0	0	280		0	3829	0	
88259																		
88352																		
88455								15219	4143		0	0	2822		0	1679	6575	
88530																		
88772								21882	0		0	0	1664		0	15381	4837	
88950																		
89032																		
89135																		
89751								15067	7364		0	0	3259		0	1482	2962	
89854																		
89957																		
90047																		
90177																		
90328								5725	0		0	0	3152		804	0	1769	
90337								45932	44		0	0	7077		0	2861	35950	
90579								22617	1976		0	0	2387		0	3416	14838	
90645																		
91101								42239	13796		0	0	5775		0	10326	12342	
91156																		
91615																		
91651																		
91754								24947	0		0	0	943		0	17626	6378	
91950																		
92144																		
92676								13913	1832		0	0	1619		0	2186	8276	
92706																		
92902																		
93244																		
93543																		
93619																		
93758																		
94139								47072	3530		0	0	11825		0	3493	28224	
94522								54631	6966		0	0	3783		0	6904	36978	
94755																		
94858																		
95051																		
95659																		
95677																		
96553																		
97055																		
97279																		
97457																		
