"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
372538																																																																																																		558053	90376									
372556																																																																																																		161030	5876									
372640																																																																																																		120378	6942									
372855																																																																																																		76598	4200									
373058																																																																																																		60432	3677									
373115																																																																																																		789320	64243									
373272																																																																																																		43067	4409									
373553																																																																																																		62932	1539									
373601																																																																																																		1673066	8596									
374130																																																																																																		104617	10177									
374354																																																																																																		60718	4928									
374653																																																																																																		1404483	131891									
374774																																																																																																		96325	3607									
375034																																																																																																		2096437	108364									
375043																																																																																																		937429	64018									
375379																																																																																																		45190	5032									
375502																																																																																																		643350	0									
375566																																																																																																		351174	18506									
375650																																																																																																		33348	4142									
376068																																																																																																		50946	5902									
376237																																																																																																		57873	4780									
376273																																																																																																		1773419	225298									
376433																																																																																																		96847	-6304									
376442																																																																																																		323187	31899									
376657																																																																																																		58360	7481									
376947																																																																																																		123768	17966									
377663																																																																																																		80640	2872									
377850																																																																																																		48921	1641									
377908																																																																																																		3609253	160804									
378044																																																																																																		21004	1116									
378110																																																																																																		53849	4698									
378558																																																																																																		80304	7508									
378642																																																																																																		62289	11142									
378651																																																																																																		322421	29775									
378950																																																																																																		176721	24297									
379050																																																																																																		20553	935									
379153																																																																																																		70478	2755									
379171																																																																																																		476049	24604									
379470																																																																																																		101707	16394									
379649																																																																																																		158055	49502									
379920																																																																																																		15034525	269175									
380346																																																																																																		117762	10459									
380458																																																																																																		428329	-1082									
380533																																																																																																		169233	10747									
380654																																																																																																		169482	8798									
380841																																																																																																		32576	2061									
380878																																																																																																		123361	22885									
380944																																																																																																		87502	183									
381026																																																																																																		50300	5709									
381343																																																																																																		909843	10289									
381754																																																																																																		25026	-1									
381839																																																																																																		171938	15301									
381932																																																																																																		211753	10251									
381950																																																																																																		236058	22738									
382050																																																																																																		246374	19091									
382069																																																																																																		551334	32679									
382256																																																																																																		46117	3477									
382274																																																																																																		4848	643									
382443																																																																																																		137772	25295									
382537																																																																																																		141067	10774									
382649																																																																																																		593239	21800									
382658																																																																																																		160762	18220									
382667																																																																																																		3750169	110544									
382742																																																																																																		77469	-1646									
382854																																																																																																		97016	2564									
384018																																																																																																		1188220	14025									
384278																																																																																																		1012920	127307									
384335																																																																																																		89810	13317									
384353																																																																																																		12236	150									
384652																																																																																																		612711	-12524									
384830																																																																																																		113615	2899									
385350																																																																																																		102667	5602									
385471																																																																																																		291807	29969									
385547																																																																																																		113513	12929									
385686																																																																																																		276655	38473									
386049																																																																																																		69002	9679									
386142																																																																																																		87632	6709									
386432																																																																																																		107466	14299									
386450																																																																																																		247807	5443									
386731																																																																																																		218288	25713									
386825																																																																																																		105076	2508									
386852																																																																																																		205156	672									
387055																																																																																																		98060	7543									
387671																																																																																																		220318	40304									
388155																																																																																																		155972	9114									
388258																																																																																																		34399	3958									
388557																																																																																																		33611	349									
388744																																																																																																		176142	3875									
388753																																																																																																		36082	717									
388874																																																																																																		109276	10233									
388940																																																																																																		71259	1800									
389059																																																																																																		82933	2284									
389358																																																																																																		112636	12460									
389376																																																																																																		57871	8947									
389826																																																																																																		29876	850									
390336																																																																																																		361356	51555									
390372																																																																																																		467693	60521									
390840																																																																																																		173692	7733									
391418																																																																																																		198202	30544									
391557																																																																																																		33373	2442									
391575																																																																																																		233424	839									
391959																																																																																																		65490	479									
391977																																																																																																		573434	70145									
392152																																																																																																		26188	1748									
392255																																																																																																		80430	6154									
392778																																																																																																		436956	58003									
393252																																																																																																		102872	11900									
393355																																																																																																		112842	7302									
393850																																																																																																		107074	899									
393953																																																																																																		502866	47363									
394156																																																																																																		87851	4429									
394259																																																																																																		308697	25328									
395238																																																																																																		26225412	70626									
395274																																																																																																		109880	6187									
395836																																																																																																		572735	42348									
396057																																																																																																		64425	55									
396244																																																																																																		275714	48195									
396253																																																																																																		238920	8500									
396356																																																																																																		36352	5242									
396954																																																																																																		199445	13984									
397456																																																																																																		74681	6381									
397531																																																																																																		733008	38617									
397540																																																																																																		1184605	108632									
397559																																																																																																		145104	1620									
397755																																																																																																		119761	2664									
397858																																																																																																		50573	4724									
398051																																																																																																		69393	6990									
398248																																																																																																		307324	23726									
398350																																																																																																		1854721	88840									
398631																																																																																																		228244	6645									
398668																																																																																																		1937858	549211									
398837																																																																																																		168381	7081									
399357																																																																																																		25569	1578									
399517																																																																																																		2136155	96581									
399731																																																																																																		97513	8703									
399973																																																																																																		100713	10602									
400057																																																																																																		176609	9245									
400141																																																																																																		414017	3542									
400365																																																																																																		150201	6996									
400552																																																																																																		23433	3871									
400767																																																																																																		105119	7207									
400945																																																																																																		119862	17717									
401072																																																																																																		100066	12554									
401447																																																																																																		41917	-1569									
401559																																																																																																		62402	4836									
401755																																																																																																		141550	9410									
401906																																																																																																		530330	53509									
401951																																																																																																		12972	253									
402275																																																																																																		56227	7246									
402462																																																																																																		49571	2985									
402846																																																																																																		100251	12852									
402873																																																																																																		51768	8986									
403067																																																																																																		118159	-3236									
403106																																																																									0																									564016	27171									
403151																																																																																																		1324528	25746									
403179																																																																																																		787600	80512									
403254																																																																																																		69386	-9015									
403357																																																																																																		42289	1300									
403656																																																																																																		50527	1799									
403870																																																																																																		541018	48668									
403937																																																																																																		71655	8927									
403946																																																																																																		714872	33980									
404653																																																																																																		31189	1147									
404943																																																																																																		76363	6502									
406022																																																																																																		234691	10685									
406059																																																																																																		198670	14656									
406666																																																																																																		140339	9345									
406778																																																																																																		56759	8909									
406974																																																																																																		186861	17937									
407168																																																																																																		122529	6226									
407506																																																																																																		1036759	101753									
407645																																																																																																		406928	34139									
407850																																																																																																		20510	535									
408147																																																																																																		55053	4958									
408307																																																																																																		335049	1162									
408642																																																																																																		411451	51118									
408875																																																																																																		677533	6668									
409265																																																																																																		44262	3462									
410159																																																																																																		22671	1077									
410560																																																																																																		227337	11663									
410748																																																																																																		299714	27576									
410917																																																																																																		339751	37478									
410944																																																																																																		49620	2519									
411053																																																																																																		30707	285									
411062																																																																																																		161400	9453									
411174																																																																																																		34557	9287									
411231																																																																																																		66386	9331									
411240																																																																																																		61629	3524									
411473																																																																																																		783432	55619									
411512																																																																																																		316928	1402									
411549																																																																																																		48129	4101									
411576																																																																																																		56640	5634									
411624																																																																									0																									168654	17710									
411651																																																																																																		123160	9409									
412153																																																																									0																									193591	4921									
412452																																																																																																		37096	3735									
412555																																																																																																		88316	9779									
412667																																																																																																		206872	6708									
412751																																																																																																		4182639	319359									
412845																																																																																																		307314	25181									
412872																																																																																																		70137	12154									
413141																																																																																																		641554	69328									
413208	22578428	703704	5499896	0.1005	0.1795	0.1358	17078532	125756280	169922443	-93644	-145011	16049299	0.1358	0	18739441	1611655	9941	732	-123438	33562	0	17181883	0	0	0	0	103351	103351	17078532	0	0	0	0	0	0	4796027	0	0	5499896	0	1759242	165	25106	171536674	2783786																						0																																									
413347																																																																																																		47291	3667									
413543																																																																																																		114821	8839									
413646																																																																																																		295020	28724									
413673																																																																																																		124612	4772									
413730																																																																																																		23871	1120									
413758																																																																																																		92421	2822									
413851																																																																																																		35944	2113									
414102																																																																																																		260988	31839									
414652																																																																																																		117714	8256									
414764																																																																																																		342127	20990									
414858																																																																																																		105225	6633									
415677																																																																																																		427663	24880									
415770																																																																																																		92117	7283									
415855																																																																																																		23322	299									
416245																																																																																																		3458163	-187092									
416272																																																																																																		69055	6930									
416339																																																																																																		78245	4194									
416348																																																																																																		298921	1213									
416357																																																																																																		40024	9300									
416656																																																																																																		220716	27060									
416674																																																																																																		309691	19812									
416973																																																																																																		64724	5438									
417149																																																																																																		270278	319									
417626																																																																																																		624850	81080									
417710																																																																																																		45151	1490									
418100																																																																																																		343848	37315									
418249																																																																																																		856697	72672									
418436																																																																																																		20459	2114									
418856																																																																																																		38152	3505									
419255																																																																																																		127865	13259									
419406																																																																																																		3035512	326660									
419460																																																																																																		158137	9541									
419675																																																																																																		503020	47580									
419947																																																																																																		37915	3420									
420457																																																																																																		515692	55503									
420578																																																																																																		233449	42713									
420644																																																																																																		249212	18706									
420653																																																																																																		99551	6852									
420877																																																																																																		90276	6028									
421445																																																																																																		146325	10603									
421539																																																																																																		142301	998									
422059																																																																																																		53610	972									
422116																																																																																																		66156	5648									
422433																																																																																																		1466967	42300									
422657																																																																																																		104078	5946									
423159																																																																																																		200360	17883									
423449																																																																																																		453057	27939									
423458																																																																																																		1475141	24011									
423636																																																																																																		66834	7196									
423739																																																																																																		459268	37616									
423841																																																																																																		32707	3056									
424156																																																																																																		120881	13519									
424240																																																																																																		207308	18328									
424352																																																																																																		97215	5485									
424437																																																																																																		24819	1593									
424633																																																																																																		77812	6044									
425050																																																																																																		26634	1549									
425108																																																																																																		302279	32128									
425818																																																																																																		280421	24762									
425845																																																																																																		104596	6975									
425911																																																																																																		851161	84745									
425957																																																																																																		154944	10589									
426057																																																																																																		44796	784									
426141																																																																																																		28977	3366									
426534																																																																																																		2481974	197866									
426758																																																																																																		88594	8487									
426945																																																																																																		97822	5090									
427241																																																																																																		326927	14183									
427353																																																																																																		478002	15084									
427858																																																																																																		99340	1337									
427960																																																																																																		82977	4806									
428060																																																																																																		712885	50777									
428462																																																																																																		213654	13620									
428471																																																																																																		68887	8044									
428547																																																																																																		707030	7588									
428631																																																																																																		244223	2683									
428855																																																																																																		137801	17546									
429021																																																																																																		450994	40638									
429487																																																																																																		457709	29462									
430036																																																																																																		257560	25474									
430054																																																																																																		105373	3758									
430344																																																																																																		171335	20223									
430670																																																																																																		342658	-12390									
431172																																																																																																		1909496	61966									
431323																																																																																																		114630	10421									
431350																																																																																																		57181	3445									
431846																																																																																																		38505	4879									
431958																																																																																																		28256	726									
432012																																																																																																		22335	2334									
432058																																																																																																		45241	1434									
432432																																																																																																		174932	23826									
432478																																																																																																		221717	26360									
433158																																																																																																		58749	7398									
433505																																																																																																		736881	75302									
433550																																																																																																		200114	27286									
433608																																																																																																		1618890	80354									
433859																																																																																																		69779	9392									
433943																																																																																																		235946	31385									
434203																																																																																																		471568	36400									
434539																																																																																																		190800	24849									
435059																																																																																																		142620	7933									
435077																																																																																																		1997742	85629									
435255																																																																																																		130996	1733									
435349																																																																																																		958064	51807									
435358																																																																																																		105676	5527									
435666																																																																																																		23283	-796									
435750																																																																																																		748776	31058									
436159																																																																																																		2310143	41785									
436542																																																																																																		245572	26160									
436711																																																																																																		3192692	192262									
436739																																																																																																		194944	5767									
436953																																																																																																		370477	26665									
437044																																																																																																		70485	8723									
437138																																																																																																		83045	5687									
437914																																																																																																		4625420	318383									
438050																																																																																																		59867	6167									
438434																																																																																																		195996	34117									
439132																																																																																																		209122	15272									
439338																																																																																																		1046137	62280									
439356																																																																																																		656236	52335									
439404																																																																																																		1464389	94523									
439730																																																																																																		83560	9747									
440110																																																																																																		43589	8195									
440259																																																																																																		176458	3505									
440857																																																																																																		26334	1923									
440978																																																																																																		34685	4852									
441050																																																																																																		310872	24686									
441078																																																																																																		159303	13725									
441135																																																																																																		37028	1307									
441256																																																																																																		1061230	83506									
441359																																																																																																		354850	43525									
441434																																																																																																		361094	42069									
441470																																																																																																		14944	1528									
441630																																																																																																		92895	7016									
442011																																																																																																		276589	18641									
442057																																																																																																		16228	-938									
442244																																																																																																		125310	8741									
442655																																																																																																		70363	7341									
442758																																																																																																		64745	4820									
442806																																																																																																		320765	3749									
443148																																																																																																		122647	8847									
443205																																																																																																		2304062	215705									
443353																																																																																																		93218	6662									
443625																																																																																																		83650	14727									
443634																																																																																																		107378	10843									
444350																																																																																																		538348	20950									
444471																																																																																																		196475	24077									
444556																																																																																																		215751	9816									
444677																																																																																																		37483	4626									
444958																																																																																																		82704	562									
445674																																																																																																		94910	14645									
445777																																																																																																		88012	8920									
445852																																																																																																		86216	5390									
