"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
107244																																																											1205359	56749	56749	14.13%	12.81%	12.20%	1148610	9412146	8127785	8068	0	794734	12.20%	1	0	1302757	121791	11306	5192	8068	0	0	0	0		0	0	1156400	0	0	0	0	7790	7790	1148610	0	0	0	0	7790	0	0	0	0	56749	0	146079	0	0	8273864	499955									
107459																																																											1924	140	140	9.57%	17.28%	16.03%	1784	11132	18650	20	0	260	16.03%	1	0	1804	0	0	0	20	0	0	0	0		0	0	1784	0	0	0	0	0	0	1784	0	0	0	0	0	0	0	0	0	140	0	0	0	0	18650	1524									
107570																																																											32499	2307	2307	10.86%	17.70%	16.44%	30192	183632	278001	176	0	12182	16.44%	1	0	30499	131	0	0	176	0	0	0	0		0	0	30192	0	0	0	0	0	0	30192	0	0	0	0	0	0	0	0	0	2307	0	131	0	0	278132	18141									
107758																																																											5352	446	446	8.37%	11.29%	10.35%	4906	47421	58623	-113	0	4600	10.35%	1	0	4793	0	0	0	-113	0	0	0	0		0	0	4906	0	0	0	0	0	0	4906	0	0	0	0	0	0	0	0	0	446	0	0	0	0	58623	306									
108072																																																											11692	903	903	10.06%	16.24%	14.99%	10789	71991	107222	88	0	6516	14.99%	1	0	11009	132	0	0	88	0	0	0	0		0	0	10789	0	0	0	0	0	0	10789	0	0	0	0	0	0	0	0	0	903	0	132	0	0	107354	4405									
108269																																																											9196	335	335	18.92%	34.74%	33.47%	8861	26473	46840	219	0	100	33.47%	1	0	9080	0	0	0	219	0	0	0	0		0	0	8861	0	0	0	0	0	0	8861	0	0	0	0	0	0	0	0	0	335	0	0	0	0	46840	8761									
108474																																																											52142	2492	2492	14.88%	24.47%	23.30%	49650	213058	333700	83	0	31063	23.30%	1	0	49733	0	0	0	83	0	0	0	0		0	0	49650	0	0	0	0	0	0	49650	0	0	0	0	0	0	0	0	0	2492	0	0	0	0	333700	18587									
108652																																																											2051	182	182	8.20%	13.54%	12.34%	1869	15144	22789	0	0	4632	12.34%	1	0	2268	399	0	0	0	0	0	0	0		0	0	1869	0	0	0	0	0	0	1869	0	0	0	0	0	0	0	0	0	182	0	399	0	0	23188	-2364									
108746																																																											11384	114	114	15.35%	38.96%	38.57%	11270	29219	73438	235	0	1200	38.57%	1	0	11505	0	0	0	235	0	0	0	0		0	0	11270	0	0	0	0	0	0	11270	0	0	0	0	0	0	0	0	0	114	0	0	0	0	73438	10070									
108951																																																											27423	1606	1606	9.07%	11.66%	10.98%	25817	235126	284546	645	0	16451	10.98%	1	0	26825	363	0	0	645	0	0	0	0		0	0	25817	0	0	0	0	0	0	25817	0	0	0	0	0	0	0	0	0	1606	0	363	0	0	284909	9729									
109136																																																											24035	1888	1888	8.08%	13.32%	12.27%	22147	180466	274120	-60	0	27064	12.27%	1	0	22390	0	0	121	-60	0	0	0	0		0	0	22329	0	0	0	0	182	182	22147	0	0	0	0	182	0	0	0	0	1888	0	303	0	0	274423	-4614									
109154																																																											5348	456	456	8.20%	11.95%	10.93%	4892	44738	59691	-24	0	4250	10.93%	1	0	4868	0	0	0	-24	0	0	0	0		0	0	4892	0	0	0	0	0	0	4892	0	0	0	0	0	0	0	0	0	456	0	0	0	0	59691	642									
109453																																																											12660	634	634	9.71%	13.01%	12.36%	12026	97277	123864	134	0	9587	12.36%	1	0	14511	2163	188	0	134	0	0	0	0		0	0	12026	0	0	0	0	0	0	12026	0	0	0	0	0	0	0	0	0	634	0	2351	0	0	126215	4790									
109574																																																											38636	2547	2547	10.54%	18.98%	17.73%	36089	203559	342424	-217	0	35797	17.73%	1	0	36092	218	0	0	-217	2	0	0	0		0	0	36089	0	0	0	0	0	0	36089	0	0	0	0	0	0	0	0	0	2547	0	218	0	0	342642	512									
109659																																																											20349	2259	2259	8.48%	10.68%	9.49%	18090	190618	213232	109	0	9515	9.49%	1	0	18338	138	0	0	110	0	0	0	0		0	0	18090	0	0	0	0	0	0	18090	0	0	0	0	0	0	0	0	0	2259	0	138	0	0	213370	8714									
110413																																																											41133	3481	3481	8.98%	14.30%	13.09%	37652	287649	419482	3022	0	5585	13.09%	1	0	40674	0	0	0	3022	0	0	0	0		0	0	37652	0	0	0	0	0	0	37652	0	0	0	0	0	0	0	0	0	3481	0	0	0	0	419482	32067									
110936																																																											44025	1733	1733	14.61%	32.01%	30.75%	42292	137518	289534	-33	0	67500	30.75%	1	0	52807	10488	8	0	-33	52	0	0	0		0	0	42292	0	0	0	0	0	0	42292	0	0	0	0	0	0	0	0	0	1733	0	10496	0	0	300030	-14660									
110945																																																											26393	2669	2669	8.78%	12.37%	11.12%	23724	213414	270303	-153	0	13360	11.12%	1	0	23614	0	0	0	-153	43	0	0	0		0	0	23724	0	0	0	0	0	0	23724	0	0	0	0	0	0	0	0	0	2669	0	0	0	0	270303	10407									
110972																																																											9428	101	101	13.04%	29.60%	29.29%	9327	31848	71523	0	0	0	29.29%	1	0	9327	0	0	0	0	0	0	0	0		0	0	9327	0	0	0	0	0	0	9327	0	0	0	0	0	0	0	0	0	101	0	0	0	0	71523	9327									
111157																																																											5231	140	140	9.72%	11.10%	10.81%	5091	47115	52393	4	0	4360	10.81%	1	0	5095	0	0	0	4	0	0	0	0		0	0	5091	0	0	0	0	0	0	5091	0	0	0	0	0	0	0	0	0	140	0	0	0	0	52393	731									
111205																																																											60476	4518	5723	11.76%	14.06%	12.73%	54753	429994	465542	-623	0	0	12.73%	1	0	54130	0	0	0	1848	0	0	-2471	0		0	0	54753	0	0	0	0	0	0	54753	0	0	0	0	0	0	0	0	0	5723	0	0	1205	0	465542	54753									
111661																																																											21219	687	687	10.01%	31.32%	30.30%	20532	67752	205214	516	0	680	30.30%	1	0	21084	26	10	0	516	0	0	0	0		0	0	20532	0	0	0	0	0	0	20532	0	0	0	0	0	0	0	0	0	687	0	36	0	0	205250	19888									
111942																																																											38438	2601	2601	9.95%	14.01%	13.06%	35837	274350	360058	-420	0	6549	13.06%	1	0	35533	0	116	0	-420	0	0	0	0		0	0	35837	0	0	0	0	0	0	35837	0	0	0	0	0	0	0	0	0	2601	0	116	0	0	360174	29404									
111979																																																											46783	2723	2723	11.68%	22.14%	20.85%	44060	211296	377280	15	0	11875	20.85%	1	0	45464	1389	0	0	15	0	0	0	0		0	0	44060	0	0	0	0	0	0	44060	0	0	0	0	0	0	0	0	0	2723	0	1389	0	0	378669	33574									
112163																																																											148638	8823	8823	9.52%	13.40%	12.61%	139815	1109012	1469082	-5416	0	67559	12.61%	1	0	150807	14964	1444	0	-5416	0	0	0	0		0	0	139815	0	0	0	0	0	0	139815	0	0	0	0	0	0	0	0	0	8823	0	16408	0	0	1485490	88664									
112332																																																											16465	781	781	13.06%	26.57%	25.31%	15684	61973	120094	103	0	1276	25.31%	1	0	15800	0	6	0	110	0	0	0	0		0	0	15684	0	0	0	0	0	0	15684	0	0	0	0	0	0	0	0	0	781	0	6	0	0	120100	14421									
112444																																																											25323	1886	1886	11.34%	16.92%	15.66%	23437	149706	206613	322	0	5000	15.66%	1	0	23759	0	0	0	322	0	0	0	0		0	0	23437	0	0	0	0	0	0	23437	0	0	0	0	0	0	0	0	0	1886	0	0	0	0	206613	18437									
112510																																																											5268	324	324	10.67%	14.29%	13.41%	4944	36872	46330	163	0	633	13.41%	1	0	5107	0	0	0	163	0	0	0	0		0	0	4944	0	0	0	0	0	0	4944	0	0	0	0	0	0	0	0	0	324	0	0	0	0	46330	4311									
112556																																																											5275	436	436	11.09%	15.17%	13.91%	4839	34782	43639	101	0	3500	13.91%	1	0	4940	0	0	0	101	0	0	0	0		0	0	4839	0	0	0	0	0	0	4839	0	0	0	0	0	0	0	0	0	436	0	0	0	0	43639	1339									
112837	23587211	1894669	1894669	9.08%	13.69%	12.59%	21692542	172317252	238928450	-22835	60837	34076391	12.59%	0	35508799	13497029	195988	4235						111957	0	0	21699312	0	0	0	0	6770	6770	21692542	0	0	0	0	6770	0	0	0	0	1894669	0	13704022	0	278	252693309	1455243																						0																																														
113003																																																											65029	1445	1445	27.76%	27.55%	26.94%	63584	236009	229033	18599	-3665	0	26.94%	1	0	82336	0	0	61	22264	0	0	-3665	0		0	0	63676	0	0	0	0	92	92	63584	0	0	0	0	92	0	0	0	0	1445	0	153	0	0	225521	63737									
113030																																																											17221	1040	1040	13.94%	20.94%	19.67%	16181	82249	116068	-289	0	8000	19.67%	1	0	15892	0	0	0	-289	0	0	0	0		0	0	16181	0	0	0	0	0	0	16181	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	116068	8181									
113441																																																											56910	4607	4607	9.24%	15.46%	14.21%	52303	368108	566302	217	0	26418	14.21%	1	0	54827	2063	244	0	217	0	0	0	0		0	0	52303	0	0	0	0	0	0	52303	0	0	0	0	0	0	0	0	0	4607	0	2307	0	0	568609	28192									
113601																																																											91914	7221	7221	13.01%	14.31%	13.19%	84693	642281	650756	-15	0	7616	11.63%	1	0	74693	0	0	0	-15	15	0	0	0		0	0	74693	0	0	0	0	0	0	74693	10000	0	0	10000	0	10000	0	0	0	7221	0	0	0	0	650756	67092									
113740																																																											70635	5959	5959	10.01%	14.82%	13.57%	64676	476526	646044	3520	0	26235	13.57%	1	0	68196	0	0	0	3520	0	0	0	0		0	0	64676	0	0	0	0	0	0	64676	0	0	0	0	0	0	0	0	0	5959	0	0	0	0	646044	38441									
113937																																																											26372	2028	2028	9.46%	16.26%	15.01%	24344	162163	257408	-45	0	4460	15.01%	1	0	24299	0	0	0	-45	0	0	0	0		0	0	24344	0	0	0	0	0	0	24344	0	0	0	0	0	0	0	0	0	2028	0	0	0	0	257408	19884									
114149																																																											12757	908	908	11.50%	17.66%	16.40%	11849	72239	103020	44	0	1900	16.40%	1	0	11893	0	0	0	44	0	0	0	0		0	0	11849	0	0	0	0	0	0	11849	0	0	0	0	0	0	0	0	0	908	0	0	0	0	103020	9949									
114158																																																											28603	2185	2185	8.41%	14.58%	13.46%	26418	196239	314047	275	0	3500	13.46%	1	0	26693	0	0	0	275	0	0	0	0		0	0	26418	0	0	0	0	0	0	26418	0	0	0	0	0	0	0	0	0	2185	0	0	0	0	314047	22918									
114251																																																											10804	866	866	8.42%	11.09%	10.20%	9938	97409	118052	548	0	9313	10.20%	1	0	10948	301	161	0	548	0	0	0	0		0	0	9938	0	0	0	0	0	0	9938	0	0	0	0	0	0	0	0	0	866	0	462	0	0	118514	1087									
114260																																																											492263	15100	15100	14.30%	21.27%	20.62%	477163	2313845	3336756	4736	0	71980	20.62%	1	0	481899	0	0	0	4736	0	0	0	0		0	0	477163	0	0	0	0	0	0	477163	0	0	0	0	0	0	0	0	0	15100	0	0	0	0	3336756	405183									
114457																																																											34630	2413	2413	10.05%	17.99%	16.73%	32217	192535	320449	2198	0	700	16.73%	1	0	34415	0	0	0	2198	0	0	0	0		0	0	32217	0	0	0	0	0	0	32217	0	0	0	0	0	0	0	0	0	2413	0	0	0	0	320449	31517									
114774																																																											14165	567	567	21.66%	30.15%	28.94%	13598	46983	62776	0	0	0	28.94%	1	0	14094	0	1	0	0	0	0	0	0		0	0	14093	0	495	0	0	0	495	13598	0	0	0	0	0	0	0	0	0	567	0	496	0	0	63272	14094									
114840																																																											26354	2270	2270	11.18%	14.55%	13.30%	24084	181113	215391	-5	0	17430	13.30%	1	0	24079	0	0	0	-5	0	0	0	0		0	0	24084	0	0	0	0	0	0	24084	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	215391	6654									
114859																																																											7333	432	432	9.35%	18.17%	17.10%	6901	40358	73795	203	0	5500	17.10%	1	0	7200	0	0	0	203	96	0	0	0		0	0	6901	0	0	0	0	0	0	6901	0	0	0	0	0	0	0	0	0	432	0	0	0	0	73795	1497									
115100																																																											27138	1598	1598	10.48%	18.27%	17.20%	25540	148506	243755	-496	0	1125	17.20%	1	0	25044	0	0	0	72	0	0	-568	0		0	0	25540	0	0	0	0	0	0	25540	0	0	0	0	0	0	0	0	0	1598	0	0	0	0	243755	24415									
115146																																																											14034	766	766	13.33%	17.81%	16.84%	13268	78794	99538	0	0	4000	16.84%	1	0	13268	0	0	0	0	0	0	0	0		0	0	13268	0	0	0	0	0	0	13268	0	0	0	0	0	0	0	0	0	766	0	0	0	0	99538	9268									
115575																																																											19697	1205	1205	8.57%	16.12%	15.13%	18492	122186	215664	-85	0	18325	15.13%	1	0	18407	0	0	0	-85	0	0	0	0		0	0	18492	0	0	0	0	0	0	18492	0	0	0	0	0	0	0	0	0	1205	0	0	0	0	215664	167									
116077																																																											19509	1004	1031	9.40%	13.75%	13.02%	18478	141923	196665	94	202	3450	13.02%	1	0	18572	0	0	0	-117	0	0	202	9		0	0	18478	0	0	0	0	0	0	18478	0	0	0	0	0	0	0	0	0	1031	0	0	27	0	196867	15028									
116358																																																											5281	328	328	9.44%	19.42%	18.21%	4953	27198	52474	10	0	4500	18.21%	1	0	4963	0	0	0	10	0	0	0	0		0	0	4953	0	0	0	0	0	0	4953	0	0	0	0	0	0	0	0	0	328	0	0	0	0	52474	453									
116554																																																											1084	54	54	9.14%	14.30%	13.59%	1030	7580	11275	0	0	1204	13.59%	1	0	1055	25	0	0	0	0	0	0	0		0	0	1030	0	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	54	0	25	0	0	11300	-149									
116639																																																											8505	356	356	14.52%	30.19%	28.92%	8149	28175	56134	0	0	7090	28.92%	1	0	8149	0	0	0	0	0	0	0	0		0	0	8149	0	0	0	0	0	0	8149	0	0	0	0	0	0	0	0	0	356	0	0	0	0	56134	1059									
116732																																																											4813	248	248	12.29%	24.51%	23.25%	4565	19636	37144	-8	0	4100	23.25%	1	0	4557	0	0	5	-20	0	0	0	0		0	0	4572	0	0	0	0	7	7	4565	0	0	0	0	7	0	0	0	0	248	0	12	0	0	37156	465									
116741																																																											20504	1011	1011	13.14%	21.40%	20.35%	19493	95793	148342	145	0	3121	20.35%	1	0	19638	0	0	0	145	0	0	0	0		0	0	19493	0	0	0	0	0	0	19493	0	0	0	0	0	0	0	0	0	1011	0	0	0	0	148342	16372									
116871																																																											74411	5361	4282	11.84%	17.42%	16.41%	70129	427282	592200	21	0	55890	16.41%	1	0	81571	11385	36	0	21	0	0	0	0		0	0	70129	0	0	0	0	0	0	70129	0	0	0	0	0	0	0	0	0	5361	1079	11421	0	0	603621	25660									
117038																																																											13614	946	946	12.09%	17.33%	16.12%	12668	78563	104741	0	0	3150	16.12%	1	0	12668	0	0	0	0	0	0	0	0		0	0	12668	0	0	0	0	0	0	12668	0	0	0	0	0	0	0	0	0	946	0	0	0	0	104741	9518									
117074																																																											38440	1193	1193	13.18%	31.58%	30.60%	37247	121713	282608	66	0	0	30.60%	1	0	37396	0	0	33	66	0	0	0	0		0	0	37297	0	0	0	0	50	50	37247	0	0	0	0	50	0	0	0	0	1193	0	83	0	0	282691	37330									
117458																																																											45155	3162	3162	13.57%	17.87%	16.62%	41993	252681	309393	321	0	16008	16.62%	1	0	47568	5254	0	0	321	0	0	0	0		0	0	41993	0	0	0	0	0	0	41993	0	0	0	0	0	0	0	0	0	3162	0	5254	0	0	314647	31239									
117672																																																											11889	908	908	8.68%	13.60%	12.56%	10981	87408	126487	-258	0	0	12.56%	1	0	10724	0	0	0	-257	0	0	0	0		0	0	10981	0	0	0	0	0	0	10981	0	0	0	0	0	0	0	0	0	908	0	0	0	0	126487	10982									
117775																																																											13982	551	551	13.69%	27.47%	26.39%	13431	50895	98122	271	0	7885	26.39%	1	0	13702	0	0	0	271	0	0	0	0		0	0	13431	0	0	0	0	0	0	13431	0	0	0	0	0	0	0	0	0	551	0	0	0	0	98122	5546									
118156																																																											18407	612	612	10.09%	12.12%	11.71%	17795	151916	176303	29	0	2300	11.71%	1	0	17824	0	0	0	29	0	0	0	0		0	0	17795	0	0	0	0	0	0	17795	0	0	0	0	0	0	0	0	0	612	0	0	0	0	176303	15495									
118660																																																											23352	1082	1082	18.44%	26.33%	25.11%	22270	88680	120765	0	0	1350	25.11%	1	0	22270	0	0	0	0	0	0	0	0		0	0	22270	0	0	0	0	0	0	22270	0	0	0	0	0	0	0	0	0	1082	0	0	0	0	120765	20920									
118736																																																											26742	1803	1803	10.51%	18.61%	17.36%	24939	143665	237248	-1214	345	17460	17.36%	1	0	23725	0	0	0	156	0	0	-1370	0		0	0	24939	0	0	0	0	0	0	24939	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	237593	7479									
119153																																																											31685	2762	2762	8.46%	12.58%	11.48%	28923	251951	341738	1832	0	8000	11.48%	1	0	30755	0	0	0	1832	0	0	0	0		0	0	28923	0	0	0	0	0	0	28923	0	0	0	0	0	0	0	0	0	2762	0	0	0	0	341738	20923									
119528																																																											55251	4679	4684	8.56%	14.79%	13.53%	50567	373668	590456	-3356	0	34656	13.53%	1	0	51136	3664	261	0	-160	0	0	-3196	0		0	0	50567	0	0	0	0	0	0	50567	0	0	0	0	0	0	0	0	0	4684	0	3925	5	0	594381	19836									
119779																																																											82547	7352	7962	9.15%	14.04%	12.68%	74585	588026	815347	1182	0	0	12.68%	1	0	75767	0	0	0	1182	0	0	0	0		0	0	74585	0	0	0	0	0	0	74585	0	0	0	0	0	0	0	0	0	7962	0	0	610	0	815347	74585									
119872																																																											32085	2485	2485	9.93%	16.17%	14.91%	29600	198466	298129	-6	0	0	14.91%	1	0	29594	0	0	0	-6	0	0	0	0		0	0	29600	0	0	0	0	0	0	29600	0	0	0	0	0	0	0	0	0	2485	0	0	0	0	298129	29600									
120476																																																											7259	295	295	13.70%	29.90%	28.68%	6964	24278	50827	0	0	0	28.68%	1	0	6964	0	0	0	0	0	0	0	0		0	0	6964	0	0	0	0	0	0	6964	0	0	0	0	0	0	0	0	0	295	0	0	0	0	50827	6964									
120542																																																											27648	1731	1731	15.90%	20.01%	18.76%	25917	138184	163015	28	0	8500	18.76%	1	0	25945	0	0	0	28	0	0	0	0		0	0	25917	0	0	0	0	0	0	25917	0	0	0	0	0	0	0	0	0	1731	0	0	0	0	163015	17417									
120609																																																											112923	5332	7308	12.57%	19.76%	18.48%	105615	571382	839915	-1383	0	1500	18.48%	1	0	104233	0	0	0	4332	0	-5714	0	0		0	0	105615	0	0	0	0	0	0	105615	0	0	0	0	0	0	0	0	0	7308	0	0	1976	0	839915	104116									
120953																																																											18106	1121	1121	12.48%	20.22%	18.97%	16985	89551	136149	-332	0	2300	18.97%	1	0	16780	127	0	0	-332	0	0	0	0		0	0	16985	0	0	0	0	0	0	16985	0	0	0	0	0	0	0	0	0	1121	0	127	0	0	136276	14812									
121642																																																											255835	16886	16886	9.28%	13.51%	12.61%	238949	1894178	2574414	-128	0	200000	12.61%	1	0	241723	2350	552	0	-128	0	0	0	0		0	0	238949	0	0	0	0	0	0	238949	0	0	0	0	0	0	0	0	0	16886	0	2902	0	0	2577316	41851									
121651																																																											23909	790	790	12.77%	31.03%	30.00%	23119	77062	181084	1777	0	10480	30.00%	1	0	24896	0	0	0	1777	0	0	0	0		0	0	23119	0	0	0	0	0	0	23119	0	0	0	0	0	0	0	0	0	790	0	0	0	0	181084	12639									
121679																																																											41974	2646	2646	8.79%	15.24%	14.28%	39328	275477	447294	64	0	0	14.28%	1	0	39392	0	0	0	429	0	0	-365	0		0	0	39328	0	0	0	0	0	0	39328	0	0	0	0	0	0	0	0	0	2646	0	0	0	0	447294	39328									
121914																																																											34514	2543	2543	10.09%	17.04%	15.78%	31971	202562	316721	30	0	2200	15.78%	1	0	32001	0	0	0	30	0	0	0	0		0	0	31971	0	0	0	0	0	0	31971	0	0	0	0	0	0	0	0	0	2543	0	0	0	0	316721	29771									
122153																																																											8454	267	267	11.90%	33.37%	32.32%	8187	25331	68804	463	0	2000	32.32%	1	0	8650	0	0	0	463	0	0	0	0		0	0	8187	0	0	0	0	0	0	8187	0	0	0	0	0	0	0	0	0	267	0	0	0	0	68804	6187									
122546																																																											5242	301	301	10.68%	21.72%	20.48%	4941	24130	46276	189	0	250	20.48%	1	0	5130	0	0	0	189	0	0	0	0		0	0	4941	0	0	0	0	0	0	4941	0	0	0	0	0	0	0	0	0	301	0	0	0	0	46276	4691									
122573																																																											11819	872	872	8.75%	17.29%	16.02%	10947	68347	125176	-205	0	9046	16.02%	1	0	12713	0	0	788	-205	0	0	0	0		0	0	12130	0	0	0	0	1183	1183	10947	0	0	0	0	1183	0	0	0	0	872	0	1971	0	0	127147	3872									
122854																																																											427593	21764	21764	10.09%	12.00%	11.39%	405829	3563579	4022753	1945	0	583773	11.39%	1	0	640638	229818	3046	0	1945	0	0	0	0		0	0	405829	0	0	0	0	0	0	405829	0	0	0	0	0	0	0	0	0	21764	0	232864	0	0	4255617	54920									
123075																																																											13886	331	331	20.32%	53.15%	51.89%	13555	26125	66721	7	0	0	51.89%	1	0	13562	0	0	0	7	0	0	0	0		0	0	13555	0	0	0	0	0	0	13555	0	0	0	0	0	0	0	0	0	331	0	0	0	0	66721	13555									
123374																																																											10660	371	371	17.77%	36.30%	35.04%	10289	29367	57887	0	0	166	35.04%	1	0	10289	0	0	0	0	0	0	0	0		0	0	10289	0	0	0	0	0	0	10289	0	0	0	0	0	0	0	0	0	371	0	0	0	0	57887	10123									
123646																																																											93756	7483	7483	11.42%	15.69%	14.44%	86273	597437	755220	2608	0	23000	14.44%	1	0	88990	0	109	0	2608	0	0	0	0		0	0	86273	0	0	0	0	0	0	86273	0	0	0	0	0	0	0	0	0	7483	0	109	0	0	755329	63382									
124344																																																											47781	3304	3304	14.62%	18.23%	16.97%	44477	262108	304320	173	0	24005	16.97%	1	0	44650	0	0	0	173	0	0	0	0		0	0	44477	0	0	0	0	0	0	44477	0	0	0	0	0	0	0	0	0	3304	0	0	0	0	304320	20472									
124830																																																											15776	762	762	14.96%	26.01%	24.75%	15014	60662	100344	226	0	5400	24.75%	1	0	15247	1	6	0	226	0	0	0	0		0	0	15014	0	0	0	0	0	0	15014	0	0	0	0	0	0	0	0	0	762	0	7	0	0	100351	9621									
125154																																																											48819	2225	2225	12.64%	27.44%	26.19%	46594	177903	368487	3305	0	4113	26.19%	1	0	49922	0	0	0	4966	23	0	-4051	2390		0	0	46594	0	0	0	0	0	0	46594	0	0	0	0	0	0	0	0	0	2225	0	0	0	0	368487	42504									
125471																																																											1060332	44862	44862	13.81%	12.62%	12.08%	1015470	8403669	7352431	-13230	-6396	1514308	12.08%	1	0	1668460	651005	15215	0	-2341	0	0	-6396	-4493		0	0	1015470	0	0	0	0	0	0	1015470	0	0	0	0	0	0	0	0	0	44862	0	666220	0	0	8012255	167382									
125855																																																											86601	6515	6515	10.09%	12.90%	11.93%	80086	671437	793475	-603	0	60372	11.93%	1	0	80257	0	774	0	-603	0	0	0	0		0	0	80086	0	0	0	0	0	0	80086	0	0	0	0	0	0	0	0	0	6515	0	774	0	0	794249	20488									
125873																																																											10835	692	692	11.37%	19.86%	18.59%	10143	54551	89200	-16	-16	5365	18.59%	1	0	10131	0	0	1	-16	0	0	0	0		0	0	10146	0	0	0	0	3	3	10143	0	0	0	0	3	0	0	0	0	692	0	4	0	0	89188	4782									
125958																																																											3238	220	220	12.36%	16.82%	15.67%	3018	19256	24413	37	0	150	15.67%	1	0	3055	0	0	0	37	0	0	0	0		0	0	3018	0	0	0	0	0	0	3018	0	0	0	0	0	0	0	0	0	220	0	0	0	0	24413	2868									
126012																																																											25498	2188	2188	8.65%	14.62%	13.37%	23310	174356	269460	-2752	0	2000	13.37%	1	0	20611	0	0	22	176	0	-84	-2845	0		0	0	23342	0	0	0	0	32	32	23310	0	0	0	0	32	0	0	0	0	2188	0	54	0	0	269514	21363									
126049																																																											14424	924	924	14.41%	19.77%	18.50%	13500	72977	93693	-151	0	750	18.50%	1	0	13349	0	0	0	-151	0	0	0	0		0	0	13500	0	0	0	0	0	0	13500	0	0	0	0	0	0	0	0	0	924	0	0	0	0	93693	12750									
126254																																																											183528	1912	1912	10.10%	15.92%	15.76%	181616	1152701	1798819	-144	0	283682	15.74%	1	0	296285	110440	4498	0	-144	0	0	0	0		0	0	181491	0	0	0	0	0	0	181491	125	0	0	125	0	125	0	0	0	1912	0	114938	0	0	1913757	12747									
126375																																																											29296	555	555	12.54%	49.35%	48.41%	28741	59369	229268	0	0	0	48.41%	1	0	28741	0	0	0	0	0	0	0	0		0	0	28741	0	0	0	0	0	0	28741	0	0	0	0	0	0	0	0	0	555	0	0	0	0	229268	28741									
126553																																																											16724	1424	1424	6.37%	11.35%	10.38%	15300	147329	240153	18	0	12500	10.38%	1	0	15318	0	0	0	18	0	0	0	0		0	0	15300	0	0	0	0	0	0	15300	0	0	0	0	0	0	0	0	0	1424	0	0	0	0	240153	2800									
126740																																																											60476	4222	4222	11.67%	18.12%	16.86%	56254	333666	481951	1015	0	4402	16.86%	1	0	60031	2368	394	0	1015	0	0	0	0		0	0	56254	0	0	0	0	0	0	56254	0	0	0	0	0	0	0	0	0	4222	0	2762	0	0	484713	54614									
126834																																																											91866	1994	1994	16.65%	28.84%	28.22%	89872	318519	539823	-760	0	20000	28.22%	1	0	89112	0	0	0	-760	0	0	0	0		0	0	89872	0	0	0	0	0	0	89872	0	0	0	0	0	0	0	0	0	1994	0	0	0	0	539823	69872									
127055																																																											11279	669	669	9.22%	15.99%	15.04%	10610	70535	115084	26	0	12058	15.04%	1	0	13552	2916	0	0	26	0	0	0	0		0	0	10610	0	0	0	0	0	0	10610	0	0	0	0	0	0	0	0	0	669	0	2916	0	0	118000	1468									
127224																																																											23717	1658	1658	8.42%	17.89%	16.64%	22059	132539	262005	-70	0	2701	16.64%	1	0	22214	225	0	0	-70	0	0	0	0		0	0	22059	0	0	0	0	0	0	22059	0	0	0	0	0	0	0	0	0	1658	0	225	0	0	262230	19583									
127701																																																											15691	1328	1544	9.26%	14.85%	13.39%	14147	105629	152798	273	0	14252	13.39%	1	0	14800	0	0	152	273	0	0	0	0		0	0	14375	0	0	0	0	228	228	14147	0	0	0	0	228	0	0	0	0	1544	0	380	216	0	153178	275									
128258																																																											2705	77	77	7.57%	23.58%	22.91%	2628	11473	34734	-44	0	3014	22.91%	1	0	2584	0	0	0	-44	0	0	0	0		0	0	2628	0	0	0	0	0	0	2628	0	0	0	0	0	0	0	0	0	77	0	0	0	0	34734	-386									
