"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAKW00	RCFAKW03	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAKW00	RCOAKW03	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
108746																																																																	12577	141	141	17.8317%	39.1112%	38.6728%	12436	32157	69741	389	0			31.1112%				11236	69741	1200	38.6728%	1	0	12825	0	0	0	389	0	0	0	0		0	0	12436	0	0	0	0	0	0	12436	0	0	0	0	0	0	0	0	0	141	0	0	0	0										
108951																																																																	45142	3377	3377	8.9869%	11.6758%	10.8023%	41765	386630	464730	1183	0			3.6758%				15689	465105	26451	10.8023%	1	0	43323	363	12	0	1183	0	0	0	0		0	0	41765	0	0	0	0	0	0	41765	0	0	0	0	0	0	0	0	0	3377	0	375	0	0										
109136																																																																	36599	1509	1509	10.3837%	19.0287%	18.2441%	35090	192336	337935	865	0			11.0287%				2191	338240	33204	18.2441%	1	0	36260	0	0	305	865	0	0	0	0		0	0	35090	0	0	0	0	0	0	35090	0	0	0	0	0	0	0	0	0	1509	0	305	0	0										
109154																																																																	6768	576	576	8.6702%	13.8165%	12.6406%	6192	48985	71417	28	0			5.8165%				1192	71417	5000	12.6406%	1	0	6220	0	0	0	28	0	0	0	0		0	0	6192	0	0	0	0	0	0	6192	0	0	0	0	0	0	0	0	0	576	0	0	0	0										
109453																																																																	17307	1250	1250	8.0630%	12.8751%	11.9452%	16057	134422	199144	420	0			4.8751%				8821	201496	9588	11.9452%	1	0	18829	2163	189	0	420	0	0	0	0		0	0	16057	0	0	0	0	0	0	16057	0	0	0	0	0	0	0	0	0	1250	0	2352	0	0										
109574																																																																	48017	2856	3967	10.6987%	16.8517%	15.4594%	44050	284939	411731	2233	0			8.8517%				2322	411949	41946	15.4594%	1	0	46501	218	0	0	2233	0	0	0	0		0	0	44050	0	0	0	0	0	0	44050	0	0	0	0	0	0	0	0	0	3967	0	218	1111	0										
109659																																																																	27289	2516	2516	9.9630%	12.0257%	10.9170%	24773	226922	248650	52	0			4.0257%				14896	248788	10015	10.9170%	1	0	24963	138	0	0	52	0	0	0	0		0	0	24773	0	0	0	0	0	0	24773	0	0	0	0	0	0	0	0	0	2516	0	138	0	0										
110413																																																																	67821	4241	4241	10.1781%	19.0381%	17.8476%	63580	356239	624673	1202	0			11.0381%				57995	624673	5585	17.8476%	1	0	64782	0	0	0	1202	0	0	0	0		0	0	63580	0	0	0	0	0	0	63580	0	0	0	0	0	0	0	0	0	4241	0	0	0	0										
110936																																																																	67730	4382	4382	9.7949%	19.3680%	18.1150%	63348	349700	646743	-418	0			11.3680%				6668	657697	67500	18.1150%	1	0	73750	10488	0	466	-552		0	0	0		0	0	63348	0	0	0	0	0	0	63348	0	0	0	0	0	0	0	0	0	4382	0	10954		0										
110945																																																																	29733	2150	2150	12.5809%	17.2938%	16.0433%	27583	171929	219245	78	0			9.2938%				13776	219245	13856	16.0433%	1	0	27710	0	0	0	78	49	0	0	0		0	0	27583	0	0	0	0	0	0	27583	0	0	0	0	0	0	0	0	0	2150	0	0	0	0										
110972																																																																	9446	132	132	11.6984%	22.5997%	22.2839%	9314	41797	79618	0	0			14.5997%				9434	79738	0	22.2839%	1	0	9434	120	0	0	0	0	0	0	0		0	0	9314	0	0	0	0	0	0	9314	0	0	0	0	0	0	0	0	0	132	0	120	0	0										
111157																																																																	9079	525	525	11.5182%	13.1486%	12.3883%	8554	69049	74265	35	0			5.1486%				2304	74265	6250	12.3883%	1	0	8589	0	0	0	35	0	0	0	0		0	0	8554	0	0	0	0	0	0	8554	0	0	0	0	0	0	0	0	0	525	0	0	0	0										
111205																																																																	81951	6293	6293	12.5612%	16.2791%	15.0290%	75658	503413	602313	-2434	0			8.2791%				75658	602313	0	15.0290%	1	0	73224	0	0	0	199		0	-2633	0		0	0	75658	0	0	0	0	0	0	75658	0	0	0	0	0	0	0	0	0	6293	0	0		0										
111942																																																																	46480	3628	3628	9.6925%	11.4417%	10.5487%	42852	406232	442114	507	0			3.4417%				32759	442183	10162	10.5487%	1	0	43428	0	69	0	507		0	0	0		0	0	42852	0	0	0	0	0	0	42852	0	0	0	0	0	0	0	0	0	3628	0	69		0										
111979																																																																	67884	2938	2938	13.3669%	29.3588%	28.0882%	64946	231222	485873	39	0			21.3588%				54460	487262	11875	28.0882%	1	0	66374	1389	0	0	39	0	0	0	0		0	0	64946	0	0	0	0	0	0	64946	0	0	0	0	0	0	0	0	0	2938	0	1389	0	0										
112163																																																																	249642	16202	16202	10.1143%	13.0725%	12.2241%	233440	1909676	2308025	-1268	0			5.0725%				114596	2344088	154907	12.2241%	1	0	268235	32160	3903	0	-1268		0	0	0		0	0	233440	0	0	0	0	0	0	233440	0	0	0	0	0	0	0	0	0	16202	0	36063		0										
112332																																																																	18980	969	969	14.8855%	24.4827%	23.2328%	18011	77524	120997	109	0			16.4827%				16913	121167	1276	23.2328%	1	0	18298	0	170	0	117	0	0	0	0		0	0	18011	0	0	0	0	0	0	18011	0	0	0	0	0	0	0	0	0	969	0	170	0	0										
112444																																																																	20731	1444	1444	9.7117%	18.2723%	16.9995%	19287	113456	198595	587	0			10.2723%				6242	199550	14000	16.9995%	1	0	20829	0	0	0	587		0	0	0		0	955	19287	0	0	0	0	0	0	19287	0	0	0	0	0	0	0	0	0	1444	0	955		0										
112510																																																																	6493	405	405	8.2820%	11.1858%	10.4881%	6088	58047	73509	16	0			3.1858%				5448	73509	640	10.4881%	1	0	6104	0	0	0	16		0	0	0		0	0	6088	0	0	0	0	0	0	6088	0	0	0	0	0	0	0	0	0	405	0	0		0										
112556																																																																	6376	421	421	12.8640%	18.9751%	17.7222%	5955	33602	46292	50	0			10.9751%				1955	46292	4000	17.7222%	1	0	6005	0	0	0	50		0	0	0		0	0	5955	0	0	0	0	0	0	5955	0	0	0	0	0	0	0	0	0	421	0	0		0										
112837	30852269	2407181	2407181	9.2356%	14.4816%	13.3517%	28445088	213044456	307993466	1002217	24826	347456998	8.1866%	6.4816%			5974982	322331475	36077619	13.3517%	0	43054818	14160615	141862	10706						296474	0	0	28445088	0	0	0	0	0	0	28445088	0	0	0	0	0	0	0	0	0	2407181	0	14313183		73																															0																																													
113003																																																																	131144	1292	1292	43.5719%	32.9406%	32.6161%	129852	398123	298018	-1485	-1847			24.9406%				129918	296237	0	32.6161%	1	0	128433	0	0	66	362		0	-1847	0		0	0	129852	0	0	0	0	0	0	129852	0	0	0	0	0	0	0	0	0	1292	0	66		0										
113030																																																																	20453	1240	1240	15.3800%	20.9225%	19.6540%	19213	97756	124922	26	0			12.9225%				10813	124922	8400	19.6540%	1	0	19239	0	0	0	26		0	0	0		0	0	19213	0	0	0	0	0	0	19213	0	0	0	0	0	0	0	0	0	1240	0	0		0										
113441																																																																	81125	6177	6177	9.2736%	14.7869%	13.6610%	74948	548629	808185	2045	0			6.7869%				50220	810303	26845	13.6610%	1	0	79110	2088	30	0	2044		0	0	0		0	0	74948	0	0	0	0	0	0	74948	0	0	0	0	0	0	0	0	0	6177	0	2118		0										
113601																																																																	158936	10194	10194	14.9686%	16.3657%	15.3160%	148742	971156	993695	49	0			8.3657%				121109	993695	7633	13.2566%	1	0	128791	0	0	0	49		0	0	0		0	0	128742	0	0	0	0	0	0	128742	20000	0	0	20000	0	20000	0	0	0	10194	0	0		0										
113740																																																																	88600	7423	7423	10.3854%	14.9643%	13.7106%	81177	592076	781644	2342	0			6.9643%				54505	781644	26672	13.7106%	1	0	83519	0	0	0	2342	0	0	0	0		0	0	81177	0	0	0	0	0	0	81177	0	0	0	0	0	0	0	0	0	7423	0	0	0	0										
113937																																																																	33198	2003	2003	10.4033%	17.9099%	16.8293%	31195	185361	299857	323	0			9.9099%				26735	299857	4460	16.8293%	1	0	31518	0	0	0	323		0	0	0		0	0	31195	0	0	0	0	0	0	31195	0	0	0	0	0	0	0	0	0	2003	0	0		0										
114149																																																																	30800	1935	1935	13.8034%	19.9257%	18.6739%	28865	154574	209115	361	0			11.9257%				13565	212191	18376	18.6739%	1	0	32302	1151	1006	0	361		0	0	0		919	0	28865	0	0	0	0	0	0	28865	0	0	0	0	0	0	0	0	0	1935	0	3076		0										
114251																																																																	11933	1034	1034	8.6176%	11.7474%	10.7295%	10899	101580	126473	1478	0			3.7474%				737	126811	10500	10.7295%	1	0	12715	301	37	0	1478	0	0	0	0		0	0	10899	0	0	0	0	0	0	10899	0	0	0	0	0	0	0	0	0	1034	0	338	0	0										
114260																																																																	552207	20400	20400	13.7621%	21.1103%	20.3304%	531807	2615817	3864297	15875	0			13.1103%				460132	3864297	71675	20.3304%	1	0	547682	0	0	0	15875	0	0	0	0		0	0	531807	0	0	0	0	0	0	531807	0	0	0	0	0	0	0	0	0	20400	0	0	0	0										
114457																																																																	36914	2210	2210	11.3334%	21.0242%	19.7655%	34704	175579	306211	3034	0			13.0242%				34004	306211	700	19.7655%	1	0	37738	0	0	0	3034	0	0	0	0		0	0	34704	0	0	0	0	0	0	34704	0	0	0	0	0	0	0	0	0	2210	0	0	0	0										
114774																																																																	15296	492	492	27.4021%	38.4119%	37.1764%	14804	39821	54025	0	0			30.4119%				16135	55356	0	37.1764%	1	0	16135	0	0	0	0		0	0	0		0	0	16135	0	1331	0	0	0	1331	14804	0	0	0	0	0	0	0	0	0	492	0	1331		0										
114840																																																																	35600	2839	2839	10.9404%	15.6970%	14.4452%	32761	226795	299451	157	0			7.6970%				15331	299451	17430	14.4452%	1	0	32918	0	0	0	157	0	0	0	0		0	0	32761	0	0	0	0	0	0	32761	0	0	0	0	0	0	0	0	0	2839	0	0	0	0										
114859																																																																	7956	543	543	10.7072%	18.3669%	17.1134%	7413	43317	69234	224	0			10.3669%				1413	69234	6000	17.1134%	1	0	7637	0	0	0	224		0	0	0		0	0	7413	0	0	0	0	0	0	7413	0	0	0	0	0	0	0	0	0	543	0	0		0										
115146																																																																	14971	769	769	11.8677%	16.6186%	15.7649%	14202	90086	119669	4	0			8.6186%				10202	119669	4000	15.7649%	1	0	14206	0	0	0	4	0	0	0	0		0	0	14202	0	0	0	0	0	0	14202	0	0	0	0	0	0	0	0	0	769	0	0	0	0										
115575																																																																	86714	4193	4193	9.7938%	14.5988%	13.8928%	82521	593982	842581	497	-8			6.5988%				84280	847917	3585	13.8928%	1	0	88362	2495	2767	82	505		0	-8	0		0	0	82521	0	0	0	0	0	0	82521	0	0	0	0	0	0	0	0	0	4193	0	5344		0										
116358																																																																	6552	333	333	9.5345%	18.2132%	17.2875%	6219	35974	65226	-4	0			10.2132%				719	65226	5500	17.2875%	1	0	6215	0	0	0	-4	0	0	0	0		0	0	6219	0	0	0	0	0	0	6219	0	0	0	0	0	0	0	0	0	333	0	0	0	0										
116554																																																																	2123	70	70	14.3999%	25.8997%	25.0457%	2053	8197	14257	2	0			17.8997%				647	14282	1431	25.0457%	1	0	2080	25	0	0	2	0	0	0	0		0	0	2053	0	0	0	0	0	0	2053	0	0	0	0	0	0	0	0	0	70	0	25	0	0										
116741																																																																	26669	1325	1325	15.0585%	24.7575%	23.5274%	25344	107721	168304	439	0			16.7575%				22223	168304	3121	23.5274%	1	0	25783	0	0	0	439	0	0	0	0		0	0	25344	0	0	0	0	0	0	25344	0	0	0	0	0	0	0	0	0	1325	0	0	0	0										
117038																																																																	17404	1439	1439	9.9112%	14.2584%	13.0795%	15965	122061	161081	7	0			6.2584%				12815	161081	3150	13.0795%	1	0	15972	0	0	0	7	0	0	0	0		0	0	15965	0	0	0	0	0	0	15965	0	0	0	0	0	0	0	0	0	1439	0	0	0	0										
117074																																																																	47901	1610	1610	14.7854%	29.6133%	28.6180%	46291	161755	313086	10	0			21.6133%				46291	313086	0	28.6180%	1	0	46301	0	0	0	10		0	0	0		0	0	46291	0	0	0	0	0	0	46291	0	0	0	0	0	0	0	0	0	1610	0	0		0										
117458																																																																	80282	6392	6392	9.9892%	11.7311%	10.7971%	73890	684351	739697	1304	0			3.7311%				34725	755758	55226	10.7971%	1	0	91255	12812	2676	573	220	0	542	0	542		0	0	73890	0	0	0	0	0	0	73890	0	0	0	0	0	0	0	0	0	6392	0	16061	0	0										
117775																																																																	11143	771	771	10.8463%	18.0984%	16.8461%	10372	61569	95627	97	0			10.0984%				3528	96566	7783	16.8461%	1	0	11408	0	0	939	97	0	0	0	0		0	0	10372	0	0	0	0	0	0	10372	0	0	0	0	0	0	0	0	0	771	0	939	0	0										
118156																																																																	45443	1152	1152	9.4308%	11.8637%	11.5629%	44291	383043	469641	2425	0			3.8637%				25936	469641	18355	11.5629%	1	0	46716	0	0	0	2425	0	0	0	0		0	0	44291	0	0	0	0	0	0	44291	0	0	0	0	0	0	0	0	0	1152	0	0	0	0										
118660																																																																	25761	1410	1410	13.8842%	18.5368%	17.5222%	24351	138972	175386	-1	0			10.5368%				23001	175386	1350	17.5222%	1	0	24350	0	0	0	-1	0	0	0	0		0	0	24351	0	0	0	0	0	0	24351	0	0	0	0	0	0	0	0	0	1410	0	0	0	0										
118736																																																																	30515	1248	1248	12.1794%	19.8207%	19.0101%	29267	153955	240300	-1112	478			11.8207%				11807	240778	17460	19.0101%	1	0	28155	0	0	0	325		0	-1437	0		0	0	29267	0	0	0	0	0	0	29267	0	0	0	0	0	0	0	0	0	1248	0	0		0										
119153																																																																	30283	2467	2467	8.7564%	14.8830%	13.6705%	27816	203474	317665	974	0			6.8830%				22174	320023	8000	13.6705%	1	0	31148	0	0	0	974		0	0	0		0	0	30174	0	0	0	0	2358	2358	27816	0	0	0	0	2358	0	0	0	0	2467	0	2358		0										
119528																																																																	80418	6556	6556	8.1738%	13.7362%	12.6164%	73862	585444	903646	-5335	0			5.7362%				28935	919184	60465	12.6164%	1	0	84065	14271	1246	0	-108		0	-5227	0		21	0	73862	0	0	0	0	0	0	73862	0	0	0	0	0	0	0	0	0	6556	0	15538		0										
119779																																																																	105095	7522	7522	10.2499%	16.2148%	15.0542%	97573	648143	951942	33	0			8.2148%				97573	951942	0	15.0542%	1	0	97606	0	0	0	33		0	0	0		0	0	97573	0	0	0	0	0	0	97573	0	0	0	0	0	0	0	0	0	7522	0	0		0										
119872																																																																	49259	2938	2938	11.4119%	18.5175%	17.4131%	46321	266013	405900	521	0			10.5175%				33768	406056	12709	17.4131%	1	0	46998	0	0	156	521	0	0	0	0		0	0	46321	0	0	0	0	0	0	46321	0	0	0	0	0	0	0	0	0	2938	0	156	0	0										
120476																																																																	7837	282	282	13.6424%	30.1076%	29.0242%	7555	26030	55379	0	0			22.1076%				7555	55379	0	29.0242%	1	0	7555	0	0	0	0	0	0	0	0		0	0	7555	0	0	0	0	0	0	7555	0	0	0	0	0	0	0	0	0	282	0	0	0	0										
120542																																																																	37048	2892	2892	11.5274%	16.0900%	14.8340%	34156	230255	296304	-11	0			8.0900%				16807	297497	18542	14.8340%	1	0	35338	0	1193	0	-11		0	0	0		0	0	34156	0	0	0	0	0	0	34156	0	0	0	0	0	0	0	0	0	2892	0	1193		0										
120609																																																																	135123	7536	7536	11.4974%	16.7384%	15.8048%	127587	807265	1109706	-14021	0			8.7384%				126087	1109706	1500	15.8048%	1	0	113566	0	0	0	3119	0	-17140	0	0		0	0	127587	0	0	0	0	0	0	127587	0	0	0	0	0	0	0	0	0	7536	0	0	0	0										
120953																																																																	21750	1349	1349	9.1447%	15.5209%	14.5582%	20401	140134	223091	154	0			7.5209%				16285	223775	4800	14.5582%	1	0	21239	296	388	0	154	0	0	0	0		0	0	20401	0	0	0	0	0	0	20401	0	0	0	0	0	0	0	0	0	1349	0	684	0	0										
121642																																																																	306013	21500	21500	9.6335%	13.4327%	12.4889%	284513	2278127	2953361	282	0			5.4327%				86403	2956077	200826	12.4889%	1	0	287511	2350	366	0	282		0	0	0		0	0	284513	0	0	0	0	0	0	284513	0	0	0	0	0	0	0	0	0	21500	0	2716		0										
121651																																																																	37654	597	597	11.9118%	40.8758%	40.2278%	37057	92118	311094	4559	0			32.8758%				26577	311094	10480	40.2278%	1	0	41616	0	0	0	4559	0	0	0	0		0	0	37057	0	0	0	0	0	0	37057	0	0	0	0	0	0	0	0	0	597	0	0	0	0										
121914																																																																	41256	2722	2722	11.6657%	18.9825%	17.7301%	38534	217337	330318	17	0			10.9825%				36339	330318	2200	17.7301%	1	0	38556	0	0	0	22	0	0	0	0		0	0	38534	0	0	0	0	0	0	38534	0	0	0	0	0	0	0	0	0	2722	0	0	0	0										
122153																																																																	10521	203	203	15.3743%	42.8746%	42.0474%	10318	24539	67112	151	0			34.8746%				8318	67112	2000	42.0474%	1	0	10469	0	0	0	151	0	0	0	0		0	0	10318	0	0	0	0	0	0	10318	0	0	0	0	0	0	0	0	0	203	0	0	0	0										
122546																																																																	6915	467	467	11.6021%	18.5503%	17.2975%	6448	37277	55576	129	0			10.5503%				6198	55576	250	17.2975%	1	0	6577	0	0	0	129	0	0	0	0		0	0	6448	0	0	0	0	0	0	6448	0	0	0	0	0	0	0	0	0	467	0	0	0	0										
122854																																																																	1548103	51461	51461	10.6982%	12.1072%	11.7047%	1496642	12786622	13989609	19310	0			4.1072%				393915	15061924	2175042	11.7047%	1	0	2588267	994021	78294	0	19310		0	0	0		0	0	1496642	0	0	0	0	0	0	1496642	0	0	0	0	0	0	0	0	0	51461	0	1072315		0										
123075																																																																	16105	309	309	24.9956%	66.2948%	65.0228%	15796	24293	63195	59	0			58.2948%				15796	63195	0	65.0228%	1	0	15855	0	0	0	59	0	0	0	0		0	0	15796	0	0	0	0	0	0	15796	0	0	0	0	0	0	0	0	0	309	0	0	0	0										
123374																																																																	11815	448	448	17.0165%	33.4229%	32.1556%	11367	35350	66800	0	0			25.4229%				11201	66800	166	32.1556%	1	0	11367	0	0	0	0		0	0	0		0	0	11367	0	0	0	0	0	0	11367	0	0	0	0	0	0	0	0	0	448	0	0		0										
124344																																																																	59245	4815	4815	12.5176%	14.7282%	13.5312%	54430	402256	434828	-712	0			6.7282%				30425	434828	24005	13.5312%	1	0	53718	0	0	0	-139	0	-573	0	0		0	0	54430	0	0	0	0	0	0	54430	0	0	0	0	0	0	0	0	0	4815	0	0	0	0										
124830																																																																	18077	954	954	16.1058%	23.6709%	22.4217%	17123	76368	106316	474	0			15.6709%				11723	106316	5400	22.4217%	1	0	17597	0	0	0	474	0	0	0	0		0	0	17123	0	0	0	0	0	0	17123	0	0	0	0	0	0	0	0	0	954	0	0	0	0										
125154																																																																	62315	2216	2216	15.6708%	35.3370%	34.0804%	60099	176345	383510	3621	0			27.3370%				55986	383510	4113	34.0804%	1	0	63720	0	0	0	4776		0	-2536	1381		0	0	60099	0	0	0	0	0	0	60099	0	0	0	0	0	0	0	0	0	2216	0	0		0										
125471																																																																	3162282	106892	280074	10.1080%	13.5223%	12.3246%	2882208	23385735	28514256	40216	2698			5.5223%				490871	30237552	4111935	12.3246%	1	0	4643022	1655572	65026	0	38056	0	0	2698	-538		0	0	2882208	0	0	0	0	0	0	2882208	0	0	0	0	0	0	173182	0	0	280074	0	1720598	0	0										
125855																																																																	101331	6169	6169	9.9980%	11.9716%	11.2428%	95162	846426	951807	625	0			3.9716%				35797	952814	60372	11.2428%	1	0	96794	0	1007	0	625	0	0	0	0		0	0	95162	0	0	0	0	0	0	95162	0	0	0	0	0	0	0	0	0	6169	0	1007	0	0										
125873																																																																	12174	925	925	10.5052%	16.5154%	15.2605%	11249	73713	107080	26	26			8.5154%				6150	107454	5447	15.2605%	1	0	11623	0	0	348	26	0	0	0	0		0	0	11249	0	0	0	0	0	0	11249	0	0	0	0	0	0	0	0	0	925	0	348	0	0										
125958																																																																	4150	229	229	17.6011%	21.5786%	20.3879%	3921	19232	22277	13	0			13.5786%				3771	22277	150	20.3879%	1	0	3934	0	0	0	13		0	0	0		0	0	3921	0	0	0	0	0	0	3921	0	0	0	0	0	0	0	0	0	229	0	0		0										
126012																																																																	36312	3071	3071	9.0110%	14.8441%	13.5887%	33241	244623	368893	-1979	-2589			6.8441%				31241	366304	2000	13.5887%	1	0	31262	0	0	0	610	0	0	-2589	0		0	0	33241	0	0	0	0	0	0	33241	0	0	0	0	0	0	0	0	0	3071	0	0	0	0										
126049																																																																	15697	867	867	14.9701%	22.9525%	21.6848%	14830	68389	99064	6	0			14.9525%				14080	99064	750	21.6848%	1	0	14836	0	0	0	6	0	0	0	0		0	0	14830	0	0	0	0	0	0	14830	0	0	0	0	0	0	0	0	0	867	0	0	0	0										
126375																																																																	32837	593	593	16.0571%	56.3851%	55.3669%	32244	58237	200808	0	0			48.3851%				32244	200808	0	55.3669%	1	0	32244	0	0	0	0	0	0	0	0		0	0	32244	0	0	0	0	0	0	32244	0	0	0	0	0	0	0	0	0	593	0	0	0	0										
126553																																																																	27305	2159	2159	8.8591%	15.4659%	14.2430%	25146	176550	283845	343	0			7.4659%				7646	283845	17500	14.2430%	1	0	25489	0	0	0	343	0	0	0	0		0	0	25146	0	0	0	0	0	0	25146	0	0	0	0	0	0	0	0	0	2159	0	0	0	0										
126740																																																																	69669	5155	5155	11.9757%	16.9083%	15.6572%	64514	412040	538709	1022	0			8.9083%				62524	541121	4402	15.6572%	1	0	67948	2368	44	0	1022		0	0	0		0	0	64514	0	0	0	0	0	0	64514	0	0	0	0	0	0	0	0	0	5155	0	2412		0										
126834																																																																	115234	2090	2090	18.2298%	28.5292%	28.0118%	113144	403916	620653	5242	0			20.5292%				93144	620653	20000	28.0118%	1	0	118386	0	0	0	5242	0	0	0	0		0	0	113144	0	0	0	0	0	0	113144	0	0	0	0	0	0	0	0	0	2090	0	0	0	0										
127055																																																																	11671	723	723	10.4241%	15.7141%	14.7406%	10948	74271	105026	4	0			7.7141%				1806	107942	12058	14.7406%	1	0	13868	2916	0	0	4	0	0	0	0		0	0	10948	0	0	0	0	0	0	10948	0	0	0	0	0	0	0	0	0	723	0	2916	0	0										
127224																																																																	27114	1810	1810	9.5363%	18.7383%	17.4875%	25304	144698	265343	131	0			10.7383%				22828	265568	2701	17.4875%	1	0	25660	225	0	0	131		0	0	0		0	0	25304	0	0	0	0	0	0	25304	0	0	0	0	0	0	0	0	0	1810	0	225		0										
128258																																																																	3527	203	203	8.4043%	18.4815%	17.4177%	3324	19084	39551	10	0			10.4815%				310	39551	3014	17.4177%	1	0	3334	0	0	0	10	0	0	0	0		0	0	3324	0	0	0	0	0	0	3324	0	0	0	0	0	0	0	0	0	203	0	0	0	0										
128904																																																																	1360008	91217	91217	11.4238%	13.5109%	12.6047%	1268791	10066026	11106600	-43847	0			5.5109%				1084567	11475681	553305	12.6047%	1	0	1594025	360378	8703	0	21798		15624	-81269	0		0	0	1268791	0	0	0	0	0	0	1268791	0	0	0	0	0	0	0	0	0	91217	0	369081		0										
129349																																																																	31449	1168	1168	14.6839%	28.0507%	27.0089%	30281	112115	206219	472	0			20.0507%				27613	206219	2640	27.0089%	1	0	30725	0	0	0	444	0	0	0	0		0	0	30281	0	0	0	0	0	0	30281	0	0	0	0	0	0	0	0	0	1168	0	0	0	0										
129358																																																																	9083	634	634	8.6239%	12.8354%	11.9395%	8449	70765	97972	0	0			4.8354%				2843	97972	5606	11.9395%	1	0	8449	0	0	0	0		0	0	0		0	0	8449	0	0	0	0	0	0	8449	0	0	0	0	0	0	0	0	0	634	0	0		0										
129479																																																																	52043	4127	4127	10.5632%	13.1018%	12.0628%	47916	397221	453611	444	0			5.1018%				32593	453611	15323	12.0628%	1	0	48360	0	0	0	444		0	0	0		0	0	47916	0	0	0	0	0	0	47916	0	0	0	0	0	0	0	0	0	4127	0	0		0										
129732																																																																	602685	33096	33096	10.9197%	13.8722%	13.1104%	569589	4344546	5216180	-700	0			5.8722%				174187	5417089	596310	13.1104%	1	0	769797	147920	28833	24156	-335		-366	0	0		0	0	569589	0	0	0	0	0	0	569589	0	0	0	0	0	0	0	0	0	33096	0	200909		0										
129853																																																																	20703	1659	1659	10.4073%	15.6709%	14.4152%	19044	132111	182987	884	0			7.6709%				16094	182987	2950	14.4152%	1	0	19928	0	0	0	884	0	0	0	0		0	0	19044	0	0	0	0	0	0	19044	0	0	0	0	0	0	0	0	0	1659	0	0	0	0										
129910																																																																	42907	3776	3776	9.3487%	14.2178%	12.9666%	39131	301783	418571	-130	0			6.2178%				28073	418787	11239	12.9666%	1	0	39182	128	88	0	-165		0	0	0		0	0	39131	0	0	0	0	0	0	39131	0	0	0	0	0	0	0	0	0	3776	0	216		0										
130345																																																																	42304	4202	4202	9.8200%	12.6793%	11.4199%	38102	333647	388006	600	0			4.6793%				30602	388006	7500	11.4199%	1	0	38702	0	0	0	600		0	0	0		0	0	38102	0	0	0	0	0	0	38102	0	0	0	0	0	0	0	0	0	4202	0	0		0										
130541																																																																	497227	17667	17721	9.4899%	12.6526%	12.2017%	479506	3929831	5052790	6925	0			4.6526%				126889	5228775	528602	12.2017%	1	0	662416	151238	24526	184	10425	0	-3500	0	0		0	0	479543	0	0	0	0	37	37	479506	0	0	0	0	37	0	0	0	0	17721	0	175985	54	0										
130813																																																																	48467	2625	2625	13.2872%	18.0593%	17.0812%	45842	268377	345010	257	0			10.0593%				40498	346466	6800	17.0812%	1	0	47555	1456	0	0	257	0	0	0	0		0	0	45842	0	0	0	0	0	0	45842	0	0	0	0	0	0	0	0	0	2625	0	1456	0	0										
131034																																																																	33159	2945	2945	8.4405%	12.9568%	11.8061%	30214	255919	357963	262	0			4.9568%				18812	357963	11402	11.8061%	1	0	30476	0	0	0	262	0	0	0	0		0	0	30214	0	0	0	0	0	0	30214	0	0	0	0	0	0	0	0	0	2945	0	0	0	0										
131173																																																																	112088	7608	7608	10.4687%	13.2577%	12.3579%	104480	845453	998026	-13	0			5.2577%				33177	1002064	75341	12.3579%	1	0	108505	1259	2504	275	717		-730	0	0		0	0	104480	0	0	0	0	0	0	104480	0	0	0	0	0	0	0	0	0	7608	0	4038		0										
131436																																																																	41642	3691	3691	9.6938%	14.1372%	12.8841%	37951	294556	391499	-2	0			6.1372%				25350	391499	12601	12.8841%	1	0	37949	0	0	0	-2	0	0	0	0		0	0	37951	0	0	0	0	0	0	37951	0	0	0	0	0	0	0	0	0	3691	0	0	0	0										
