"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAKW00	RCFAKW03	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAKW00	RCOAKW03	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1669																																																																	49854	2215	2215	16.4011%	28.2661%	27.0102%	47639	176374	290463	264	0			20.2661%				46039	290463	1600	27.0102%	1	0	47903	0	0	0	264	0	0	0	0		0	0	47639	0	0	0	0	0	0	47639	0	0	0	0	0	0	0	0	0	2215	0	0	0	0										
1856																																																																	10958	235	235	11.0311%	23.8575%	23.3459%	10723	45931	97207	110	0			15.8575%				-411	97305	11232	23.3459%	1	0	10931	98	0	0	110	0	0	0	0		0	0	10723	0	0	0	0	0	0	10723	0	0	0	0	0	0	0	0	0	235	0	98	0	0										
2161																																																																	23038	1440	1440	11.9964%	19.2700%	18.0655%	21598	119554	180037	237	0			11.2700%				14743	180037	6855	18.0655%	1	0	21835	0	0	0	237	0	0	0	0		0	0	21598	0	0	0	0	0	0	21598	0	0	0	0	0	0	0	0	0	1440	0	0	0	0										
2732																																																																	103719	5028	5028	15.9573%	23.2630%	22.1353%	98691	445853	618470	406	0			15.2630%				94014	619582	5789	22.1353%	1	0	100209	0	1112	0	406	0	0	0	0		0	0	98691	0	0	0	0	0	0	98691	0	0	0	0	0	0	0	0	0	5028	0	1112	0	0										
2750																																																																	7965	563	563	11.5919%	17.0243%	15.8210%	7402	46786	63855	53	0			9.0243%				387	63855	7015	15.8210%	1	0	7455	0	0	0	53		0	0	0		0	0	7402	0	0	0	0	0	0	7402	0	0	0	0	0	0	0	0	0	563	0	0		0										
3252																																																																	29108	1598	1598	13.8680%	23.2038%	21.9299%	27510	125445	198371	391	0			15.2038%				27010	198371	500	21.9299%	1	0	27901	0	0	0	391	0	0	0	0		0	0	27510	0	0	0	0	0	0	27510	0	0	0	0	0	0	0	0	0	1598	0	0	0	0										
3458																																																																	5710	548	548	9.3947%	13.0051%	11.7569%	5162	43906	54946	39	0			5.0051%				3961	54946	1201	11.7569%	1	0	5201	0	0	0	39		0	0	0		0	0	5162	0	0	0	0	0	0	5162	0	0	0	0	0	0	0	0	0	548	0	0		0										
3720																																																																	39570	1715	1715	13.7450%	21.8104%	20.8651%	37855	181427	275409	340	0			13.8104%				20055	275409	17800	20.8651%	1	0	38195	0	0	0	340	0	0	0	0		0	0	37855	0	0	0	0	0	0	37855	0	0	0	0	0	0	0	0	0	1715	0	0	0	0										
3971																																																																	101825	3134	3134	12.9031%	15.6125%	15.1319%	98691	652203	764865	808	0			7.6125%				4523	771622	100925	15.1319%	1	0	106256	363	6394	0	808		0	0	0		0	0	98691	0	0	0	0	0	0	98691	0	0	0	0	0	0	0	0	0	3134	0	6757		0										
4156																																																																	24283	1955	1955	9.9288%	14.7297%	13.5439%	22328	164857	224882	161	0			6.7297%				16254	226665	7857	13.5439%	1	0	24272	1783	0	0	161		0	0	0		0	0	22328	0	0	0	0	0	0	22328	0	0	0	0	0	0	0	0	0	1955	0	1783		0										
4231																																																																	18579	610	610	15.3926%	38.1718%	36.9186%	17969	48672	116738	202	0			30.1718%				5380	116749	12600	36.9186%	1	0	18182	0	0	11	202	0	0	0	0		0	0	17969	0	0	0	0	0	0	17969	0	0	0	0	0	0	0	0	0	610	0	11	0	0										
5069																																																																	190150	4445	4445	41.7264%	53.9978%	52.7355%	185705	352144	445054	2824	0			45.9978%				177076	445054	8629	52.7355%	1	0	188529	0	0	0	2824		0	0	0		0	0	185705	0	0	0	0	0	0	185705	0	0	0	0	0	0	0	0	0	4445	0	0		0										
5135																																																																	81716	4503	4503	14.5318%	22.7070%	21.4557%	77213	359871	531339	-54	0			14.7070%				53213	532381	25042	21.4557%	1	0	78201	1042	0	0	-54	0	0	0	0		0	0	77213	0	0	0	0	0	0	77213	0	0	0	0	0	0	0	0	0	4503	0	1042	0	0										
5210																																																																	185095	13916	13916	9.9260%	15.2792%	14.1305%	171179	1211417	1724556	-5853	-7114			7.2792%				134391	1728805	48151	14.1305%	1	0	176689	10275	1088	0	1261		0	-7114	0		0	0	171179	0	0	0	0	0	0	171179	0	0	0	0	0	0	0	0	0	13916	0	11363		0										
5461																																																																	73675	6152	6152	10.5370%	14.9698%	13.7198%	67523	492157	640820	2121	0			6.9698%				61316	640913	6300	13.7198%	1	0	69737	0	93	0	2121		0	0	0		0	0	67523	0	0	0	0	0	0	67523	0	0	0	0	0	0	0	0	0	6152	0	93		0										
5751																																																																	36962	2009	2009	16.8689%	23.0317%	21.7799%	34953	160483	207204	586	0			15.0317%				26779	208382	9352	21.7799%	1	0	36717	1089	89	0	586	0	0	0	0		0	0	34953	0	0	0	0	0	0	34953	0	0	0	0	0	0	0	0	0	2009	0	1178	0	0										
6039																																																																	34122	2641	2641	10.9544%	16.1884%	14.9354%	31481	210781	287382	136	0			8.1884%				444	287382	31037	14.9354%	1	0	31617	0	0	0	136	0	0	0	0		0	0	31481	0	0	0	0	0	0	31481	0	0	0	0	0	0	0	0	0	2641	0	0	0	0										
6329																																																																	91558	9175	9175	9.6381%	12.5449%	11.2878%	82383	729842	854767	251	0			4.5449%				43344	855728	40000	11.2878%	1	0	83595	0	0	961	251	0	0	0	0		0	0	82383	0	0	0	0	0	0	82383	0	0	0	0	0	0	0	0	0	9175	0	961	0	0										
7009																																																																	81451	0	0	9.3390%	21.0711%	21.0711%	81451	386554	872164	491	0			13.0711%				80399	872164	1052	21.0711%	1	0	81942	0	0	0	491		0	0	0		0	0	81451	0	0	0	0	0	0	81451	0	0	0	0	0	0	0	0	0	0	0	0		0										
7045																																																																	23690	1211	1211	10.5140%	23.4706%	22.2708%	22479	100935	213800	1195	0			15.4706%				20054	213800	2425	22.2708%	1	0	23674	0	0	0	1195	0	0	0	0		0	0	22479	0	0	0	0	0	0	22479	0	0	0	0	0	0	0	0	0	1211	0	0	0	0										
7072																																																																	34271	2326	2326	9.9795%	15.5996%	14.5409%	31945	219691	320106	6	0			7.5996%				34342	326563	4060	14.5409%	1	0	38408	3707	853	1897	17		0	-11	0		0	0	31945	0	0	0	0	0	0	31945	0	0	0	0	0	0	0	0	0	2326	0	6457		0										
7456																																																																	10046	873	873	9.6265%	12.5412%	11.4514%	9173	80104	95289	103	0			4.5412%				2173	95289	7000	11.4514%	1	0	9276	0	0	0	103	0	0	0	0		0	0	9173	0	0	0	0	0	0	9173	0	0	0	0	0	0	0	0	0	873	0	0	0	0										
7634																																																																	11409	661	661	15.0036%	21.7958%	20.5330%	10748	52345	71636	97	0			13.7958%				2488	71636	8260	20.5330%	1	0	10845	0	0	0	97	0	0	0	0		0	0	10748	0	0	0	0	0	0	10748	0	0	0	0	0	0	0	0	0	661	0	0	0	0										
8033																																																																	44618	1410	1410	13.3541%	20.2573%	19.6172%	43208	220256	323555	27	0			12.2573%				35208	323555	8000	19.6172%	1	0	43235	0	0	0	27		0	0	0		0	0	43208	0	0	0	0	0	0	43208	0	0	0	0	0	0	0	0	0	1410	0	0		0										
8462																																																																	25979	963	963	13.9932%	33.8268%	32.5729%	25016	76800	178773	700	0			25.8268%				24316	178773	700	32.5729%	1	0	25716	0	0	0	700	0	0	0	0		0	0	25016	0	0	0	0	0	0	25016	0	0	0	0	0	0	0	0	0	963	0	0	0	0										
8631																																																																	7468	417	417	11.0218%	19.3617%	18.2806%	7051	38571	63973	-16	0			11.3617%				5751	63973	1300	18.2806%	1	0	7035	0	0	0	-16		0	0	0		0	0	7051	0	0	0	0	0	0	7051	0	0	0	0	0	0	0	0	0	417	0	0		0										
9357																																																																	60669	4169	4169	11.0429%	13.9236%	12.9668%	56500	435728	511639	206	0			5.9236%				35202	545502	55161	12.9668%	1	0	90569	28667	5196	0	206	0	0	0	0		0	0	56500	0	0	0	0	0	0	56500	0	0	0	0	0	0	0	0	0	4169	0	33863	0	0										
9553																																																																	19184	1211	1211	9.8656%	14.5077%	13.5919%	17973	132233	182178	-56	0			6.5077%				15873	182178	2100	13.5919%	1	0	17917	0	0	0	14	0	0	0	-70		0	0	17973	0	0	0	0	0	0	17973	0	0	0	0	0	0	0	0	0	1211	0	0	0	0										
9807																																																																	389809	25547	25547	15.4679%	19.1345%	17.8805%	364262	2037202	2354957	3034	0			11.1345%				231990	2354957	132272	17.8805%	1	0	367296	0	0	0	3034		0	0	0		0	0	364262	0	0	0	0	0	0	364262	0	0	0	0	0	0	0	0	0	25547	0	0		0										
9955																																																																	23355	1315	1315	13.9390%	22.2743%	21.0201%	22040	104852	158118	196	0			14.2743%				18907	158118	3133	21.0201%	1	0	22236	0	0	0	196		0	0	0		0	0	22040	0	0	0	0	0	0	22040	0	0	0	0	0	0	0	0	0	1315	0	0		0										
10250																																																																	45525	3184	3184	9.3474%	14.9069%	13.8643%	42341	305396	452970	1934	0			6.9069%				9841	452970	32500	13.8643%	1	0	44275	0	0	0	1934	0	0	0	0		0	0	42341	0	0	0	0	0	0	42341	0	0	0	0	0	0	0	0	0	3184	0	0	0	0										
10849																																																																	26509	1612	1612	9.8377%	17.5370%	16.4706%	24897	151160	253078	122	0			9.5370%				11435	255008	15391	16.4706%	1	0	26948	694	0	1235	122		0	0	0		0	0	24897	0	0	0	0	0	0	24897	0	0	0	0	0	0	0	0	0	1612	0	1930		0										
11145																																																																	28301	2362	2362	9.2786%	13.5850%	12.4512%	25939	208325	279557	-146	0			5.5850%				12389	280007	14000	12.4512%	1	0	26243	450	0	0	-146	0	0	0	0		0	0	25939	0	0	0	0	0	0	25939	0	0	0	0	0	0	0	0	0	2362	0	450	0	0										
11640																																																																	47928	3006	3006	12.8947%	19.0028%	17.8109%	44922	252216	348377	785	0			11.0028%				2427	348377	42495	17.8109%	1	0	45707	0	0	0	785	0	0	0	0		0	0	44922	0	0	0	0	0	0	44922	0	0	0	0	0	0	0	0	0	3006	0	0	0	0										
11837																																																																	15516	703	703	14.6975%	27.6277%	26.3760%	14813	56161	100786	206	0			19.6277%				2813	100786	12000	26.3760%	1	0	15019	0	0	0	206	0	0	0	0		0	0	14813	0	0	0	0	0	0	14813	0	0	0	0	0	0	0	0	0	703	0	0	0	0										
12030																																																																	67145	3616	3616	16.1835%	23.5663%	22.2972%	63529	284919	392553	4	0			15.5663%				62929	392553	600	22.2972%	1	0	63533	0	0	0	4	0	0	0	0		0	0	63529	0	0	0	0	0	0	63529	0	0	0	0	0	0	0	0	0	3616	0	0	0	0										
12142																																																																	27770	1635	1635	11.3470%	19.3961%	18.2541%	26135	143173	230326	-1907	0			11.3961%				9235	230326	16900	18.2541%	1	0	24228	0	0	0	449		0	-2356	0		0	0	26135	0	0	0	0	0	0	26135	0	0	0	0	0	0	0	0	0	1635	0	0		0										
12311	11863984	886561	1242675	10.0059%	13.5902%	12.1667%	10621309	87298303	106150982	-235071	0			5.5902%			2753061	108308181	9151188	11.1652%	0	11669178	1887462	217775	43157	66498		22514	-229651	-94432		8805	0	9747050	0	0	0	0	0	0	9747050	780000	0	94259	874259	0	874259	356114	0	0	1242675	0	2157199		0																															1																																													
12647																																																																	18862	1077	1077	10.6754%	17.1306%	16.1525%	17785	110107	166598	0	0			9.1306%				1167	167286	17306	16.1525%	1	0	18473	0	688	0	0	0	0	0	0		0	0	17785	0	0	0	0	0	0	17785	0	0	0	0	0	0	0	0	0	1077	0	688	0	0										
12656																																																																	1993	122	122	10.3950%	20.6080%	19.3465%	1871	9671	17999	0	0			12.6080%				1453	18041	460	19.3465%	1	0	1913	0	0	42	0	0	0	0	0		0	0	1871	0	0	0	0	0	0	1871	0	0	0	0	0	0	0	0	0	122	0	42	0	0										
12946																																																																	168079	17041	17041	9.0527%	12.3439%	11.0924%	151038	1361639	1668423	1867	0			4.3439%				99486	1684974	68103	11.0924%	1	0	169456	14516	2035	0	1867		0	0	0		0	0	151038	0	0	0	0	0	0	151038	0	0	0	0	0	0	0	0	0	17041	0	16551		0										
13103																																																																	306827	16539	16539	12.9644%	13.3724%	12.6516%	290288	2294478	2239117	-10119	7129			5.3724%				278578	2269055	34519	12.6516%	1	0	302978	10258	12444	0	-2990		0	-7129	0		0	107	290288	0	0	0	0	0	0	290288	0	0	0	0	0	0	0	0	0	16539	0	22809		0										
13251																																																																	6107	437	437	11.2536%	17.4805%	16.2297%	5670	34936	50384	12	0			9.4805%				3170	50384	2500	16.2297%	1	0	5682	0	0	0	12	0	0	0	0		0	0	5670	0	0	0	0	0	0	5670	0	0	0	0	0	0	0	0	0	437	0	0	0	0										
13457																																																																	6326	93	93	27.0342%	55.9180%	55.0959%	6233	11313	23056	14	0			47.9180%				331	23056	5902	55.0959%	1	0	6247	0	0	0	14	0	0	0	0		0	0	6233	0	0	0	0	0	0	6233	0	0	0	0	0	0	0	0	0	93	0	0	0	0										
14155																																																																	26802	2529	2529	10.5047%	13.2817%	12.0285%	24273	201796	231068	257	0			5.2817%				23937	231068	336	12.0285%	1	0	24530	0	0	0	257	0	0	0	0		0	0	24273	0	0	0	0	0	0	24273	0	0	0	0	0	0	0	0	0	2529	0	0	0	0										
14650																																																																	5544	425	425	12.6171%	16.4116%	15.1535%	5119	33781	40572	0	0			8.4116%				4709	40662	500	15.1535%	1	0	5209	90	0	0	0	0	0	0	0		0	0	5119	0	0	0	0	0	0	5119	0	0	0	0	0	0	0	0	0	425	0	90	0	0										
14753																																																																	5668	349	1326	9.5605%	20.3980%	15.6260%	4342	27787	45416	32	0			9.6260%				2765	45416	1577	15.6260%	1	0	4374	0	0	0	32	0	0	0	0		0	0	4342	0	0	0	0	0	0	4342	0	0	0	0	0	0	977	0	0	1326	0	0	0	0										
14865																																																																	49835	4323	4323	9.4524%	10.2890%	9.3965%	45512	484351	481487	203	0			2.2890%	3177	1483		33124	483385	14286	9.3965%	1	0	47613	0	1592	306	203	0	0	0	0		0	0	45512	0	0	0	0	0	0	45512	0	0	0	0	0	0	0	0	0	4323	0	1898	0	0										
14977																																																																	10285	374	374	19.1999%	24.8791%	23.9744%	9911	41340	51620	0	0			16.8791%				9911	51620	0	23.9744%	1	0	9911	0	0	0	0	0	0	0	0		0	0	9911	0	0	0	0	0	0	9911	0	0	0	0	0	0	0	0	0	374	0	0	0	0										
16551																																																																	42873	3027	3027	12.3000%	16.9675%	15.7695%	39846	252677	323951	774	0			8.9675%				22421	326526	20000	15.7695%	1	0	43195	2433	142	0	774		0	0	0		0	0	39846	0	0	0	0	0	0	39846	0	0	0	0	0	0	0	0	0	3027	0	2575		0										
16748																																																																	10359	620	620	12.2024%	20.8956%	19.6450%	9739	49575	79812	76	0			12.8956%				6739	79812	3000	19.6450%	1	0	9815	0	0	0	76	0	0	0	0		0	0	9739	0	0	0	0	0	0	9739	0	0	0	0	0	0	0	0	0	620	0	0	0	0										
17110																																																																	25651	329	329	15.4469%	13.8085%	13.6313%	25322	185763	163929	0	0			5.8085%				18036	163929	7286	13.6313%	1	0	25322	0	0	0	0	0	0	0	0		0	0	25322	0	0	0	0	0	0	25322	0	0	0	0	0	0	0	0	0	329	0	0	0	0										
17147																																																																	1267649	80284	80284	9.9870%	12.8736%	12.0582%	1187365	9846913	11889092	30495	0			4.8736%				448991	12458112	1307394	12.0582%	1	0	1786880	542612	26408	0	38843		-343	-8005	0		0	0	1187365	0	0	0	0	0	0	1187365	0	0	0	0	0	0	0	0	0	80284	0	569020		0										
