"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							0	11644	0	0	30760	0	489	100	906	84857	66362	497	66859	0	1087	0	0	0	17998	1200	84857	0	0	12544	0	0	3500	0	6762	59600			0	42045	40958	754	0	0	0	0	17998	
242																																							350	810	0	0	9384	0	288	0	522	34645	25891	31	30019	0	169	0	4097	0	4626	120	34645	0	0	4058	0	0	120	0	5844	20047			0	22058	21889	328	1402	0	0	0	4626	
279																																							3725	2408	35	43299	13142	264	6258	33	2744	147024	106500	618	122936	0	477	0	15818	0	24088	1	147024	0	0	23503	0	0	0	0	7397	99103			0	74508	74031	584	1085	0	0	0	24088	
354																																							99	356	0	0	5407	0	32	0	152	9967	8894	11	8905	0	194	0	0	0	1062	25	9967	0	0	470	0	0	500	0	2276	6618			0	4043	3849	67	72	0	0	0	1062	
457																																							1192	739	0	175	0	0	83	195	1337	37575	31336	128	33964	0	464	0	2500	0	3611	60	37575	0	0	1111	0	0	2440	0	3820	27516			0	31498	31034	0	2820	0	0	0	3611	
505																																							71876	3294	124	0	71353	0	9664	672	11976	405844	326079	3414	374993	54	4393	1595	45500	0	30797	6480	405844	0	0	14425	0	0	10653	0	51417	274662			0	239683	235290	-761	0	0	0	0	30851	
1155																																							35763	5854	0	119	22467	0	4203	5240	6987	210432	177165	1889	190857	0	2747	0	0	0	19575	1600	210432	0	0	12306	0	0	4900	757	15964	161201			0	131789	129042	769	0	0	0	11803	19575	
1351																																							0	5648	0	71760	4621	0	1039	320	1754	159849	137660	666	138326	0	1435	0	0	0	21523	240	159849	0	0	20633	0	0	530	0	13433	124227			0	71229	69794	120	4913	0	0	0	21523	
1454																																							87086	17965	0	0	221492	0	4422	0	10358	561183	503423	1404	504827	0	3561	0	0	0	56356	1000	561183	0	0	48834	0	0	1214	1329	130194	373229			0	222092	218531	5308	0	0	0	0	56356	
1557																																							1745	1066	0	12844	3555	0	255	0	1345	58304	49741	552	52660	0	531	0	2367	0	5644	200	58304	0	0	4386	0	0	1000	0	13122	36619			0	31890	31359	58	6135	0	0	0	5644	
1669																																							19580	7931	733	63926	60620	0	2178	180	9971	245598	199148	690	200098	0	3134	0	260	0	45500	800	245598	0	0	42138	0	0	800	0	41978	157170			0	83613	80479	1762	0	0	0	0	45500	
1829																																							43245	4586	379	0	77835	0	3756	66	6607	405774	334756	1684	362745	0	3983	8144	23742	0	43029	390	405774	0	0	38013	0	0	3100	0	72345	262411			0	265139	261156	1526	0	0	0	2563	43029	
1856																																							69664	3995	0	2285	29265	0	446	32	3462	150582	73132	268	127400	0	676	98	54000	0	23182	500	150582	0	0	4123	0	0	17782	0	2059	71074			0	42011	41335	777	0	0	0	0	23182	
2040																																							4673	3722	0	0	43307	0	3207	820	6706	195865	149338	1158	174932	0	3310	0	20000	0	20933	480	195865	0	0	15717	0	0	4270	250	16933	132405			0	132929	129619	466	3561	0	0	4436	20933	
2161																																							7749	8005	0	1	40449	0	2372	22	4510	126535	109969	2174	112143	0	595	0	0	0	14392	1000	126535	0	0	11206	0	0	1356	0	19423	90546			0	59397	58802	830	4625	0	0	0	14392	
2376																																							1889	6521	0	35934	697822	0	15228	5571	117123	2584231	1404307	32477	2154890	65	27540	0	686889	0	429277	500	2584232	0	0	433332	1499	0	18273	0	86202	1318105			-28501	1730184	1702644	5673	0	0	31217	0	429342	
2554																																							3374	222	0	0	1670	0	100	0	187	11563	10390	32	10422	0	94	289	0	0	1141	50	11563	0	0	120	0	0	975	0	2947	7443			0	5331	5237	-4	484	0	0	0	1141	
2732																																							47484	19721	1112	0	85326	0	4867	2096	5169	525891	447144	2523	449945	0	6055	0	278	0	75946	0	525891	0	0	68800	0	0	5789	0	90960	356184			0	366171	360116	1357	0	0	0	0	75946	
2750																																							1348	1242	0	0	17009	0	303	175	2618	60579	46735	229	55013	0	563	0	7600	0	5566	121	60579	0	0	5135	0	0	150	0	4520	42215			0	38447	37884	160	0	0	449	0	5566	
3252																																							1079	4165	0	653	66872	0	789	0	3649	153216	128889	336	133225	0	1585	0	3500	0	19990	200	153215	0	0	18468	0	0	300	0	14430	114459			0	77594	76009	1022	0	0	500	0	19990	
3458																																							2393	2122	0	2595	8018	0	320	180	685	32601	24133	153	29251	0	358	0	700	0	3350	100	32601	0	0	2068	0	0	1101	0	2751	21382			0	16602	16244	81	44	0	0	4265	3350	
3720																																							20915	4067	0	3937	43441	0	4580	349	5813	195881	156396	1343	166787	0	1521	0	5456	0	29094	2400	195881	0	0	14790	0	0	10800	267	18961	137435			0	114033	112512	1104	0	0	0	3592	29094	
3953																																							3167	759	0	0	4	0	2264	4059	1978	54582	51983	737	52986	0	1401	0	266	0	1597	500	54583	0	0	-2583	0	0	3680	1630	13139	38844			0	35892	34491	0	6230	0	0	0	1597	
4156																																							1193	3872	0	0	38159	0	7315	1072	7794	193866	157110	719	173376	0	2018	1783	15000	0	20490	1200	193866	0	0	11691	0	0	6657	267	24710	132400			0	119054	117036	942	15375	0	0	547	20490	
4231																																							0	8527	0	0	34374	0	947	2282	1381	123241	107509	830	108339	0	900	0	0	0	14902	500	123241	0	0	2067	0	0	12100	0	16314	91195			0	76630	75730	235	0	0	0	0	14902	
4437																																							12017	4505	0	380	86287	0	5464	1540	7553	261456	226663	1108	234016	0	3154	0	3462	0	27440	963	261456	0	0	21092	0	0	3750	0	22429	204234			0	146864	143710	1635	0	0	0	2783	27440	
4839																																							367	5452	0	0	52774	102	6005	8286	5104	324309	266508	1039	292337	0	4876	0	19000	0	31972	1875	324309	0	0	16553	0	0	12929	0	39660	226848			0	245795	240919	615	5300	0	0	5790	31972	
5005																																							14629	3652	589	0	72066	0	6733	4011	15846	336594	257745	4167	316642	0	2453	2646	54730	0	19952	0	336594	0	0	-1481	0	0	19922	0	30855	226890			0	214758	212305	1511	4117	0	0	0	19952	
5069																																							68800	2227	0	0	34842	0	17835	5994	7241	459860	319335	7869	327204	0	20468	0	0	0	132656	4500	459860	0	0	123216	0	0	4128	0	13540	305795			0	343389	322921	812	0	0	0	0	132656	
5135																																							35261	2910	0	0	24844	0	4965	381	12050	350298	286132	1245	311166	0	3717	1042	23789	0	39132	651	350298	0	0	18988	0	0	19349	0	32985	253147			0	272562	268845	144	0	0	0	0	39132	
5210																																							41725	13270	0	10035	208702	0	14544	4076	49796	1008825	803609	6481	923285	0	15412	0	70234	0	85540	4798	1008825	0	0	71956	0	0	5455	80	64422	739187			0	682009	666597	3331	0	0	0	42961	85540	
5331																																							5566	11825	0	0	213085	0	12558	3271	8653	394832	234101	2038	360721	0	1898	0	50082	0	34111	2580	394832	0	0	17619	0	0	16610	0	48133	185968			0	141772	139874	-2698	0	0	0	74500	34111	
5461																																							9086	17280	103	0	73891	659	11617	789	12392	463428	397975	3128	416703	0	3818	0	15600	0	46725	2059	463428	0	0	38058	0	0	4241	0	128845	269130			0	341429	337611	2367	0	0	0	0	46725	
5751																																							0	1222	0	0	50843	0	219	0	3941	110965	83573	750	84323	0	1044	0	0	0	26642	600	110965	0	0	23032	0	0	700	0	6973	76600			0	54377	53333	2310	1407	0	0	0	26642	
6039																																							17396	3712	0	0	3505	0	1409	3047	2726	85186	76001	250	76251	0	1044	0	0	0	8935	469	85186	0	0	2838	0	0	5600	0	17834	58167			0	53835	52791	28	600	0	0	0	8935	
6141																																							0	5743	0	16470	0	0	166	170	609	58941	53827	122	53949	0	394	0	0	0	4992	400	58941	0	0	692	0	0	3900	0	19685	34142			0	23627	23233	0	12550	0	0	0	4992	
6329																																							27884	20207	0	0	33158	0	15613	9596	14340	449903	414743	2436	417179	0	7693	0	0	0	32724	2600	449903	0	0	9583	0	0	20000	0	112847	301896			0	332556	324863	541	4242	0	0	0	32724	
6972																																							42514	9190	240	121041	106112	0	32160	714	20665	791945	690910	9454	700364	0	14500	0	0	0	91581	2600	791945	0	0	7978	0	0	85600	0	179935	510975			0	473809	459309	-4597	0	0	0	0	91581	
7009																																							7525	329	0	0	441305	0	732	0	13303	751296	693516	6360	699876	0	0	0	0	0	51420	500	751296	4	0	48573	0	0	552	0	37023	656493			0	288098	288098	1795	0	0	0	0	51420	
