"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	9067	0	5110	15118	0	25728	0	0	0	0	33539	0	435		16303	1626		20618	33104	0	0	225	0	0	4199	7854	6812	2842	12052	0	513	257	370	5403	1139	0	0	513	0								
242	6341	0	720	8572	0	14765	0	0	0	0	18796	0	1172		4726	4678		14045	17624	0	0	137	0	0	1520	1816	2243	1172	3336	0	257	252	517	2024	1027	0	0	257	0								
279	47047	0	590	25719	0	70210	0	0	0	0	131629	0	1055		30408	11387		69620	130574	0	0	5070	0	0	10570	26485	24239	2985	37055	2016	5007	1894	0	33870	8917	0	0	7023	0								
354	2438	0	107	5233	0	5233	0	0	0	0	6947	0	1007		1649	1781		5126	5940	0	0	0	0	0	640	1782	50	0	2421	256	0	0	0	822	256	0	0	256	0								
457	6571	0	266	7300	0	10221	0	0	0	0	30592	0	4836		6436	11167		9955	25509	0	247	820	0	0	1583	4896	2837	1231	6240	0	2030	277	0	4111	2307	0	0	2030	247								
505	214866	0	7288	97589	0	102327	0	0	0	0	447127	0	103127		19475	164160		95039	344000	0	0	957	0	0	6877	17594	6665	718	24471	31590	4378	278	0	12380	36247	0	0	15973	0								
1155	1057	14	9802	32908	0	152164	0	0	0	0	78308	0	3040		27638	23556		142084	75268	264	0	2528	0	0	9862	17244	15268	1037	24272	928	6725	2631	0	15773	10284	1102	0	6984	0								
1351	7589	0	10320	20215	0	37935	0	0	0	0	109816	0	13362		38168	23343		27615	96454	0	0	4723	0	0	9139	30129	24743	0	39268	8726	4080	2067	0	25844	14872	0	0	12806	0								
1454	711	0	35132	385500	0	531916	0	0	0	0	298229	595	42630		35433	210381		496784	255004	0	0	9498	0	0	20686	18585	9189	5071	33812	26500	4736	665	1705	18098	33606	0	0	8839	0								
1669	33796	2	29121	70264	0	149749	0	0	0	0	110660	0	357		27063	19250		120574	110263	52	40	2391	0	0	11674	24095	5785	3435	35148	1907	9750	0	970	17926	12627	0	0	11656	0								
1856	1323	0	1438	3025	0	6425	0	0	0	0	40134	0	4072		4745	14602		4987	23212	0	12850	0	0	0	2627	10881	4221	398	13507	1049	3033	2000	0	13381	6082	0	0	4081	7447								
2161	31018	0	2065	43679	0	83205	0	0	6000	0	88300	0	8772		8799	24852	7016	80528	78792	612	736	0	6000	6000	9753	12716	2190	884	22469	2553	3646	688	0	16744	6887	15795	0	6199	0	true							
2732	54858	0	9876	114425	0	160629	0	0	0	0	361618	0	11208		33395	124832		150753	350410	0	0	4526	0	0	13689	38738	17191	3530	52161	35850	44139	26271	2520	39753	108780	0	0	79989	0								
2750	13529	0	2709	4637	0	13076	0	0	0	0	35957	0	5777		8197	575		10367	25278	0	4902	498	0	0	4257	8177	8053	63	11906	512	511	280	0	12353	1303	0	0	1023	4902								
3252	15217	0	80145	31795	0	108935	0	0	2383	0	69668	0	18403		11069	13976		28790	47829	0	3436	0	1872	1271	3993	12588	8419	2182	16581	8257	3374	1662	0	16114	13292	1933	511	11631	2677								
3458	2480	0	3404	5471	0	13074	0	0	4000	0	37067	0	6145		10421	2914		9670	30922	0	0	269	4000	2000	4767	11178	8926	1536	14020	560	2328	2089	288	15986	5265	0	0	2888	0								
3720	51946	0	30183	52087	0	142309	0	0	0	0	97019	0	5840		20152	2818		112126	91179	0	0	1429	0	0	9821	16745	4392	250	26414	5703	4591	753	0	11055	11047	0	0	10294	0								
3971	101777	0	35	21983	0	37430	0	0	5061	0	502844	0	4333		77861	245516		37395	490741	0	7770	4549	5061	487	26719	49959	38302	18738	76678	5538	6163	5339	4793	55857	21833	0	0	11701	2709								
4156	23368	0	10572	46553	0	95933	0	0	0	0	106903	0	20164		17022	32457		85361	83270	0	3469	1783	0	0	15435	15433	8127	4824	30868	1088	4582	737	851	26797	7258	14250	0	5669	3469								
4231	17841	0	14622	27894	0	47794	0	0	0	0	55623	0	638		13369	6287		33172	54985	0	0	6910	0	0	2966	14022	7829	3124	16988	500	1093	1444	517	14572	3554	0	0	1593	0								
5069	54938	0	0	29507	0	30946	0	0	41042	0	192628	0	742		25450	8165		30946	165842	0	26044	1058	41042	19229	13826	44592	31265	2083	58418	11177	18914	2970	4698	66317	37759	0	0	30091	8219								
5135	23068	0	38790	75911	0	144579	0	0	7249	0	236451	0	14593		53724	45092		105774	213367	15	8491	8768	6057	6057	33394	83242	9586	0	116636	13854	26156	2059	0	72498	42069	0	1192	40010	992								
5210	908692	13	15382	100481	0	156175	0	0	7000	0	1662743	0	134729		251510	248097		138574	1528014	2206	0	25462	7000	7000	78046	215409	90577	16028	256485	21840	60082	16783	7188	148551	105893	23391	0	80885	9069								
5461	339146	0	11322	58287	0	58288	0	0	0	0	499726	0	13443		5319	137100		46966	486283	0	0	820	0	0	3574	6902	1368	389	10476	5278	5970	0	0	6913	11248	45774	0	11248	0								
5751	12248	0	3917	28440	0	54542	0	0	3229	0	121497	0	22317		17227	65121		50625	95180	0	4000	3675	3229	1244	11020	16686	8989	1760	27706	606	3713	640	714	21228	5673	0	0	4319	1491								
6039	36841	0	12842	104904	0	127031	0	0	0	0	128870	0	1593		38295	22243	10806	114189	127277	0	0	2366	0	0	14409	40387	6784	430	54796	1367	5461	948	0	23716	7776	0	0	6828	99	true							
6329	64952	0	14621	256544	0	324994	0	0	20955	0	488709	0	41124		93218	138583	11560	309148	442683	1225	4902	2895	20955	10854	53362	133672	38955	2630	187034	8949	37041	9671	895	135401	56556	90678	0	45990	18929	false							
7009	0	0	0	154361	0	154361	0	0	0	0	748035	0	0		0	748035		154361	748035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
7045	29673	0	12046	34043	0	110625	0	0	0	0	82733	0	7471		20168	18125	6314	98579	75262	0	0	284	0	0	3323	11038	16100	1027	14361	263	0	3184	0	11320	3447	0	0	263	0	true							
7072	70572	0	1106	43458	0	68050	0	0	7187	0	198317	0	15103		36406	47144		66944	182976	0	238	4462	7187	5955	8483	33641	17927	4549	42124	0	11304	3389	1308	28194	16001	0	0	11303	0								
7456	25422	0	15482	21895	0	47150	0	0	0	0	48428	0	3674		12331	0		31668	43020	0	1734	0	0	0	4863	8653	6109	124	13516	873	1516	519	349	7418	3257	0	0	2389	1734								
7634	8251	0	1482	12545	0	17657	0	0	0	0	44722	0	96		12461	1189		16175	44626	0	0	4399	0	0	6651	18112	2462	726	24763	0	7331	0	0	15490	7331	0	0	7331	0								
8033	26938	0	2330	60397	0	88909	0	0	0	0	166768	0	939		44621	64		86579	150220	0	15609	3890	0	0	13965	42817	45901	4918	56682	3491	8004	19350	1320	62980	32165	0	0	11495	15261								
8462	1165	0	11262	63512	0	116325	0	0	0	0	41812	0	13227		7443	3866		104813	28585	250	0	1317	0	0	7994	9732	1074	0	16998	8750	9231	0	0	11357	17981	0	0	17981	0								
8631	15738	0	326	18737	0	23591	0	0	0	0	32309	0	977		7636	2292		23265	31332	0	0	1062	0	0	2881	4888	2658	2155	7769	517	1181	0	0	4946	1698	0	0	1698	0								
9357	108150	106	923	36303	0	44144	0	0	50006	0	354320	6783	0		1071	241604		43115	347537	0	0	438	50006	50006	439	1578	85	209	2017	815	1440	0	0	1240	2255	8686	0	2255	490								
9553	19272	0	12823	20289	0	44639	0	0	6489	0	73190	0	3544		17497	8173		31816	67416	0	2230	0	6489	6240	3628	22748	11898	1436	26376	2126	2316	1339	252	22213	6033	0	0	4442	1238								
9807	556380	0	54450	109111	0	205808	0	0	0	0	1717884	0	318019		74212	806069	79516	151358	1399865	0	0	1635	0	0	49712	116659	53774	915	166371	88559	41609	4207	0	146848	134375	10600	0	130168	104831	true	8966	30140	501898	298054	277980	185559	
9955	10866	30	3916	30392	0	47623	0	0	2753	0	76777	0	18296		6659	46229		43677	58481	0	0	0	2753	241	2589	7088	6642	540	9436	1013	1810	0	0	10200	2823	0	0	2822	0								
10250	173525	0	690	27702	0	54490	0	0	0	0	369180	0	5922		45242	110821		53800	363154	0	104	10014	0	0	8320	32340	25127	3099	40660	1582	6353	7159	854	23644	15948	1466	0	7935	249								
10849	56439	0	2348	12031	0	26824	0	0	0	0	190478	0	30526		39903	25321		24475	159952	1	0	2404	0	0	18333	52858	13130	502	65593	11293	11538	658	406	44920	23895	0	0	22831	2476								
11145	35844	0	45548	42214	0	108245	0	0	6112	0	123432	0	15265		26836	29241	8248	62559	108167	138	0	4677	6112	1059	6971	10906	17775	3565	17877	1475	8648	7948	1058	12381	19129	0	0	10123	0	true							
11640	174954	0	7559	14369	0	28398	0	0	0	0	291377	0	52022		34054	27026		20839	239355	0	0	9853	0	0	12368	26144	17451	9653	38481	7362	10162	3423	2831	31562	23779	0	0	17524	0								
11837	5995	0	35765	9962	0	56273	0	0	0	0	38694	0	80		13040	8486		20508	38614	0	0	634	0	0	2756	9132	7010	2257	11888	0	1805	837	416	8115	3058	0	0	1805	0								
12030	39158	0	27324	106572	0	140340	0	0	0	0	188944	0	1769		52559	49955		113016	186975	0	200	5897	0	0	15346	48260	13342	7290	63606	2313	5823	7007	450	31679	15593	0	0	8136	0								
12142	29843	0	19873	72526	0	133820	0	0	0	0	75527	0	1783		18227	11962		113947	73744	0	0	1687	0	0	12811	14189	1373	1	22076	2511	2525	312	0	10147	5348	0	0	4728	0								
12311	9278953	22	1251468	10679875	0	11589198	0	0	3886317	0	79098291	0	4392901		2544551	65371080	538794	10323939	74692988	13769	12402	102248	3886317	3886317	1469063	1553065	617442	47168	3022128	392094	328520	39167	1739	1142187	761520	1596864	0	720614	0	true	837157	591191	25798409	37800373	312111	8952251	
12647	27451	0	1745	40745	0	50434	0	0	16846	0	92094	0	7689		11443	26496		48689	84405	0	0	247	16846	11159	4426	8585	5267	0	13010	948	13234	5687	0	6835	19869	0	0	14181	0								
12656	2752	0	854	4998	0	7672	0	0	0	0	8730	0	1472		2582	1247		6818	7258	0	0	220	0	0	571	2513	1155	239	3084	0	253	0	0	1896	253	0	0	253	0								
12946	74192	0	224756	210540	0	448916	0	0	67848	0	972523	0	262634		144572	329540		224160	709889	0	0	22292	0	0	68400	164229	65025	12052	231664	65719	122546	69207	1613	165134	259085	87059	44237	188265	0								
13103	495524	0	29075	95757	0	218318	0	0	42166	0	1734851	0	424165		178503	823774	67264	188712	1309506	531	1180	27416	42166	15025	36119	147193	74227	16810	183312	47069	69523	19431	5181	95847	141204	0	0	116592	0	true	9535	82039	368726	170191	188372	166966	
13251	3787	0	657	9649	0	14339	0	0	0	0	30580	0	2312		5580	20697		13682	28268	0	0	0	0	0	1455	3425	1216	0	4880	0	0	0	0	516	0	0	0	0	0								
13457	3217	0	1159	5433	0	9102	0	0	0	0	9231	0	822		1885	2214		7943	8409	0	0	0	0	0	667	1885	844	0	2552	0	403	0	0	1511	403	0	0	403	0								
14155	22873	0	10064	58467	0	103287	0	0	2171	0	102910	0	14121		17106	38199		90025	87587	3198	1202	2993	0	0	6327	19451	7902	1136	25778	1070	2581	3370	0	17710	7021	44321	0	3651	0								
14650	7679	0	4069	10015	0	16288	0	0	0	0	20783	0	772		3573	897		12219	15064	0	4947	744	0	0	2993	2681	2092	3294	5342	257	254	635	0	7489	1146	0	0	511	0								
14753	15335	0	1033	13110	0	13110	0	0	0	0	25828	0	1088		6446	0		12077	24740	0	0	817	0	0	2202	6936	452	137	9138	500	268	0	0	3281	768	0	0	768	0								
14865	258820	0	7706	68837	0	68837	0	0	0	0	364388	0	29108		23467	62432		61131	335280	0	0	3735	0	0	20662	10464	6822	2293	26756	866	381	1363	285	16774	2895	21263	0	1247	0								
14977	4963	0	0	7221	0	11217	0	0	0	0	28502	0	0		7498	874	3425	11217	28502	0	0	1464	0	0	5871	11646	1461	295	17517	700	2693	0	0	11775	3393	0	0	3393	0	false							
16551	47401	0	7978	69686	0	114612	0	0	5764	0	170123	0	8904		47915	41764		106323	161219	311	0	6926	5764	4765	9977	26593	23371	10889	36570	1045	2486	4457	2141	22914	10129	0	0	3531	0								
16748	17648	0	2333	21410	0	26488	0	0	0	0	44839	0	1426		9761	9304		24155	43413	0	0	1063	0	0	2861	6469	5915	969	9328	563	537	574	0	6452	1674	0	0	1100	0								
17110	0	0	0	0	0	0	0	0	0	0	133038	0	6755		23009	0	8095	0	126283	0	0	4437	0	0	66803	0	0	0	66803	66235	0	0	0	43794	66235	0	0	66235	0	false							
17147	5852655	0	448293	404793	0	924198	0	0	560317	0	8992448	0	1135837		920442	1525331	178445	474866	7856611	1039	0	40759	560317	138925	317023	858337	132851	34395	1175360	96772	157059	16110	1915	422164	271856	1556	0	155503	0	true	11595	75941	910196	416359	2333967	3518503	
17259	13448	0	2954	9977	0	17101	0	0	0	0	33714	0	3193		9518	1400		14147	30521	0	0	2155	0	0	2814	7888	5147	333	10702	272	796	1617	0	6664	2685	0	0	1068	0								
17950	91947	297	37106	96556	0	196635	0	0	14047	0	345300	269	58342		37985	152321		159232	270191	0	16498	9476	0	0	14042	29935	16301	4141	43796	8938	26064	1351	260	26434	36613	44076	14047	34562	0								
17978	53976	0	0	4126	0	32477	0	0	0	0	139798	0	962		44977	2812		32477	136210	0	2626	13216	0	0	10284	31507	17179	11175	41791	3376	6313	670	2506	25168	12865	0	0	9689	0								
18050	82298	0	75009	198035	0	295527	0	0	0	0	269393	0	4558		41771	47909		220518	264835	0	0	4064	0	0	30135	47161	17150	371	75718	10479	29723	4168	0	53046	44370	19633	0	39415	0								
18827	741755	0	14572	56002	0	93185	0	0	25000	0	1095705	0	190950		67605	159325		76800	903974	1813	781	7494	25000	0	21125	49054	28225	9844	70179	33575	20546	31492	764	40644	86376	1780	0	54120	0								
18836	19561	0	1746	33103	0	42711	0	0	0	0	96835	0	1995		36401	13527		40965	94840	0	0	4832	0	0	16480	16557	21079	5524	29504	1072	1009	1166	861	23239	4108	2898	0	2081	0								
18854	74908	0	47317	428459	0	431404	0	0	85574	0	439918	0	29779		25474	124370	1875	384087	356705	0	53434	358	85574	85574	46703	84152	31953	1370	130855	12222	32074	31660	507	138703	76463	240941	0	44296	53434	true							
19356	10065	0	4996	19285	0	35471	0	0	11074	0	46690	0	780		8435	4498		30455	33132	20	12778	0	2977	0	2505	5443	5096	2829	7933	5000	8994	1264	996	7438	16254	0	8097	13994	0								
19936	17523	0	36726	59113	0	148423	0	0	0	0	148272	0	14578		18292	84661		111697	133694	0	0	3735	0	0	7601	18308	7623	3298	25909	1350	4826	791	2290	18539	9257	0	0	6176	0								
19972	81797	0	0	0	0	0	0	0	0	0	81797	0	0		0	0		0	81797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
20053	12939	0	2373	21051	0	29148	0	0	13837	0	71086	0	2341		27500	10765		26775	68745	0	0	1765	10389	3441	6578	10889	11265	6361	17467	1979	5591	4719	0	7593	12289	3449	0	7570	748								
20633	54162	0	11983	26903	0	118599	0	0	0	0	140903	0	11639		29983	22742		106611	128528	5	736	3324	0	0	6993	31714	15402	4013	38707	625	3429	1556	267	28139	5877	16272	0	4054	2671								
20857	9129	0	10605	14520	0	50671	0	0	0	0	59146	0	4560		4778	37338		40066	54586	0	0	0	0	0	2144	4943	1665	181	7087	0	3746	0	0	4155	3746	0	0	3746	0								
21256	1024	0	3136	2654	0	6220	0	0	0	0	3208	0	315		574	529		3084	2893	0	0	849	0	0	399	231	137	39	630	0	0	849	0	232	849	0	0	0	0								
21359	14028	0	2135	11054	0	18344	0	0	0	0	32512	0	1945		4033	12345		16209	30567	0	0	0	0	0	1603	3272	828	436	4875	0	0	0	0	2106	0	0	0	0	0								
21658	24472	5	4589	21896	0	67524	0	0	3	0	88172	0	3591		33278	8600	15942	62930	84581	0	0	6143	3	3	9470	21344	11656	4814	30814	563	4772	2119	362	14006	7816	0	0	5335	0	true							
22048	24409	0	8729	95449	0	95449	0	0	6754	0	94160	0	8662		22013	0		86720	85498	0	0	2748	6754	4295	7180	26355	13723	4384	11275	6701	4574	6281	553	29629	18109	0	0	11275	0								
22543	51439	0	17951	60521	0	98517	0	0	0	0	105403	0	5300		13750	26963		80566	99154	0	949	1794	0	0	3505	10834	5762	1086	14321	0	5367	0	447	7437	5814	7812	0	5367	0								
22552	13534	0	2039	16355	0	31017	0	0	5149	0	48388	0	3071		17207	3671		28978	45317	0	0	435	5149	249	5046	9698	14099	12	14744	510	1569	250	0	11647	2329	0	0	2079	0								
22730	82	0	20395	74449	0	104608	0	0	0	0	71176	0	8800		9201	56889		84213	62376	0	0	528	0	0	2507	3556	4906	1538	5433	850	0	849	0	3306	1698	0	0	850	0								
23456	21282	0	8808	23844	0	88657	0	0	0	0	102218	0	13796		35694	12025		79849	88422	0	0	4083	0	0	8180	21670	17732	6633	29850	1102	10133	2545	916	18521	14696	0	0	11235	0								
23504	1516209	0	75092	558426	0	635617	0	0	197822	0	3426479	0	663331		94391	1600194	14643	560525	2763148	0	0	3328	155312	155312	61328	96856	13666	7975	158184	22288	25366	80461	2138	85434	130252	3743	0	47654	17574	true	58208	5485	458574	731043	441097	89960	
23643	15770	0	18854	37517	0	77410	0	0	0	0	111892	0	10949		28727	1962		58556	100843	0	100	2756	0	0	13066	24286	20970	10	37352	8202	16794	10832	0	29605	35828	0	0	24996	0								
23755	63669	26	7369	51322	0	93669	0	0	0	0	99070	33	10059		10012	15260		86274	88978	0	0	1174	0	0	3302	7595	4086	1412	10897	0	1672	2075	0	6382	3747	0	0	1672	0								
24006	337926	3	11354	146826	0	316069	0	0	87500	0	1013990	0	30119		184186	192779		304712	983871	0	0	18668	87500	37500	87893	140880	106911	66915	228773	17272	32543	14430	16440	218413	80685	0	0	49815	0								
24378	19968	0	0	7761	0	13462	0	0	0	0	42155	0	504		14278	936		13462	41651	0	0	1522	0	0	3273	5357	6526	5786	7572	309	0	0	0	6664	309	0	0	309	0								
24453	21259	0	5554	82864	0	109730	0	0	8871	0	168787	0	10301		15186	114490		104176	155594	0	2892	2585	8871	5971	4190	11383	9836	1390	15573	961	4611	666	0	11614	6238	1286	0	5572	2775								
24659	32863	0	1581	21836	0	41748	0	0	0	0	45017	0	1979		7850	508		40167	43038	0	0	1046	0	0	3837	4101	2432	576	4901	438	263	0	0	3096	701	0	0	701	0								
24668	322281	0	34626	70165	0	90744	0	0	0	0	1485427	0	178148		111887	426128		54648	1301472	1470	5807	28357	0	0	131158	263419	30367	1843	367674	129138	165605	15185	303	314900	310231	208850	0	267101	0								
24949	44963	0	8951	89688	0	129916	0	0	1000	0	193406	0	4538		63333	50798		120475	188868	490	0	3373	1000	1000	9882	40244	40988	432	50029	621	2350	2857	271	28213	6099	4820	0	2971	0								
25357	214603	0	14393	10156	0	46862	0	0	0	0	360848	586	5900		35505	58431		32469	354362	0	0	4082	0	0	21179	42833	10129	3956	64012	2259	5497	1961	0	42592	9717	0	0	7756	0								
25647	23398	3	0	29863	0	31361	0	0	0	0	144459	0	0		36857	9304	7049	31358	134491	0	9968	3023	0	0	13746	46328	30347	477	60073	2238	10870	7752	0	54040	20860	0	0	13108	9968	false							
26176	51028	0	247	35485	0	54970	0	0	61050	0	280957	0	23804		24592	46956		54649	254036	74	3117	1716	53667	49113	50201	88887	16806	835	139088	4671	20032	1542	0	132137	26245	15046	7383	24703	12178								
26457	2289	0	2766	5478	0	9117	0	0	0	0	19356	0	3939		3033	11018		6351	15172	0	245	259	0	0	875	3291	1082	40	4166	502	0	259	0	2255	761	0	0	502	0								
26765	51529	0	11309	70169	0	163871	0	0	0	0	1578851	0	87606		66198	1025633		152302	1490747	260	498	1735	0	0	40864	142691	10847	2947	183555	43591	235920	24296	533	131151	304340	10575	0	279511	498								
27070	180119	0	13844	120555	0	120555	0	0	0	0	513238	0	15364		150523	48357		105836	495546	875	2328	23906	0	0	67644	123297	44177	7521	179895	11696	21150	7554	1723	92116	42123	8964	0	32223	0								
27548	360925	0	60817	36899	0	223139	0	0	0	0	624086	0	39753		52078	153437	24207	147976	580112	14346	4221	1200	0	0	21755	35300	22229	6655	57055	9266	13721	798	0	33860	23785	77256	0	22987	4221	true							
27614	95032	0	4417	85617	0	168014	0	0	0	0	204924	0	34363		37361	36869		163597	170561	0	0	544	0	0	8500	32754	12101	2401	40657	5122	11085	1060	0	18395	17267	0	0	16207	0								
27847	56050	0	35995	109583	0	188289	0	0	4149	0	377482	0	38131		111778	46995		152294	331423	0	7928	17120	0	0	32152	94069	89248	3532	126221	14600	24209	16083	543	107223	55435	18182	4149	38809	7079								
28013	788774	0	195335	149484	0	310696	0	0	226139	0	3225053	0	199399		547108	1336814	89211	115361	3025654	0	0	34426	226139	188313	321161	501407	91683	23579	822568	47065	104217	6958	3395	390722	161635	0	0	151282	0	true	55503	59858	1158140	178674	787445	1329	
28152	28552	0	5075	32778	0	50533	0	0	12	0	88489	0	8215		17230	35520	7764	45458	80274	0	0	2136	12	12	3972	9376	8286	1754	13348	0	524	504	0	6158	1028	2347	0	524	0	true							
28675	14509	0	17220	38454	0	39381	0	0	34940	0	86733	0	7683		43899	16943	3749	22161	79050	0	0	906	31815	14482	7947	18677	22620	1095	22624	625	3311	0	1006	6440	4942	0	3125	3936	0	false							
28732	20041	0	2225	32784	0	39442	0	0	0	0	50471	0	5364		7400	9237		37217	45107	0	0	1644	0	0	2875	9717	2184	62	12592	1159	4270	927	0	7437	6356	0	0	5429	0								
29476	2710	0	921	8304	0	23442	0	0	2191	0	62676	0	3336		12462	2495		22521	44545	0	14795	2853	0	0	3481	21470	20786	4386	24951	0	5792	1556	0	37661	7348	3497	10	5792	20473								
29636	87422	0	50084	95831	0	181620	0	0	0	0	746024	0	114136		92270	426464		131536	631888	0	0	17344	0	0	20470	64583	66195	19606	85053	11145	22062	18367	9710	78584	61284	0	0	33207	0								
29878	657217	0	0	36944	0	135062	0	0	0	0	1165855	0	0		221554	16364	86691	135062	1165855	0	0	29322	0	0	63395	221018	91302	29944	284413	16799	39394	19273	11150	184104	86616	0	0	56193	0	true	19393	94067	15697	667	645174	12043	
30052	2859	0	0	13755	0	16441	0	0	0	0	12581	0	0		1225	6621		16441	12581	0	0	0	0	0	586	2191	73	0	2777	0	0	251	0	1625	251	0	0	0	0								
30502	415649	1	9923	33277	0	72754	0	0	0	0	644473	0	83823		52340	123953		62830	560643	0	7	5885	0	0	21809	42333	13781	13455	63965	2996	6690	1434	2373	39038	13493	0	0	9686	0								
30650	9628	0	831	24763	0	41961	0	0	5	0	60191	0	490		9881	27517		41130	59701	0	0	596	5	5	4318	7137	4231	0	11455	915	4479	1682	283	5805	7359	0	0	5394	0								
30810	31128158	0	0	957908	0	1106589	0	0	20144374	0	74779197	0	0		23682878	9789106	2486301	1106289	74779197	300	0	1067432	19488636	10094558	3917695	13078493	9432575	4718077	16996188	425268	1592721	549166	147938	7463962	2715093	0	574631	2017989	7013410	true	737827	0	4271821	5517285	31128158	0	
31134	14634	7006	12282	58928	0	74101	0	0	0	0	50068	200	455		13039	5397	5726	54813	49413	0	0	2435	0	0	5817	15207	3006	376	20910	267	4175	1189	0	11367	5631	0	0	4442	0	true							
31255	10843	0	60843	56749	0	127910	0	0	24001	0	572137	0	221533		24185	335693	6445	61968	350512	5099	92	2785	24001	24001	21280	74565	12047	2172	41099	21409	86978	3857	3292	85879	115536	71566	0	108382	0	false							
31657	12100	0	6524	32977	0	64837	0	0	0	0	71376	0	4193		14324	3539		58313	67183	0	0	2711	0	0	8043	23042	4500	23	31085	6764	11807	1558	0	21284	20129	0	0	18571	0								
31826	35332	0	21810	83265	0	113935	0	0	10000	0	150565	0	29549		33579	16630	16037	92125	121016	0	0	7661	0	0	12373	37595	19960	2033	34818	1793	10370	9326	5153	38382	26642	0	0	12163	0	false							
31835	8164	0	13488	31392	0	54011	0	0	0	0	64382	0	14403		14869	5081		40523	49979	0	0	2802	0	0	11911	25899	2689	6	37792	1434	5857	3341	0	25636	10632	0	0	7291	0								
32234	12456	0	20005	20001	0	63761	0	0	36504	0	98481	0	21963		20542	9768		42531	57956	1225	18562	1019	36504	36269	32937	27082	2798	431	59511	3229	5100	4679	0	42707	13008	0	0	8329	19606								
32766	11474	0	96	53220	0	59371	0	0	0	0	25482	0	0		2323	7229		59275	25482	0	0	1228	0	0	1942	2116	340	0	3982	607	1774	0	0	2074	2381	0	0	2381	0								
32971	43058	0	5198	44810	0	71999	0	0	0	0	164565	0	8747		28262	62954		66801	154992	0	826	1385	0	0	9378	21393	12862	1912	30771	2317	10140	552	0	17283	13009	10645	0	12457	0								
33147	92628	0	4284	10949	0	17519	0	0	12736	0	242055	0	55799		25740	23752		13081	185776	154	480	7108	12736	12736	10314	38572	14804	10491	48881	12604	22057	11022	5812	48440	51495	12736	0	34661	0								
33259	258888	15	5192	35089	0	59881	0	0	0	0	682084	0	25177		106136	219858		50218	649072	4456	7835	5908	0	0	28685	80549	54423	11847	109234	7481	9547	9240	1566	69369	27834	0	0	17028	7835								
33268	12273	0	8379	56973	0	74260	0	0	0	0	80329	0	5013		9545	28587		65881	75316	0	0	2613	0	0	6149	13886	356	260	20035	9931	8182	707	0	11106	18820	0	0	18113	0								
