"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
	LN RSTR CMRL IND LN NUS ADR PD 30 - 	LN RSTR CMRL IND LN NUS ADR PD 90	LN RSTR CMRL IND LN NUS ADR NACRL	LN RSTR ALL OTHR LN LEASE PD 30 - 89	LN RSTR ALL OTHR LN LEASE PD 90	LN RSTR ALL OTHR LN LEASE NACRL	ITEMIZE LN FARM PD 30 - 89	ITEMIZE LN FARM PD 90	ITEMIZE LN FARM NACRL	ITEMIZE LN FINANCE AGRI FARM PD 30 -	ITEMIZE LN FINANCE AGRI FARM PD 90	ITEMIZE LN FINANCE AGRI FARM NACRL	AUTO LN TO IND HH FAM PD 30 - 89	AUTO LN TO IND HH FAM PD 90	AUTO LN TO IND HH FAM NONACCRUAL	OTHR LN TO IND HH FAM PD 30 - 89	OTHR LN TO IND HH FAM PD 90	OTHR LN TO IND HH FAM NONACCRUAL	LN RSTR CMRL IND LN PD 30 - 89	LN RSTR CMRL IND LN PD 90	LN RSTR CMRL IND LN NACRL	CREDIT CARD LN HOUSE FAMILY PD 30 - 	CREDIT CARD LN HOUSE FAMILY PD 90	CREDIT CARD LN HOUSE FAMILY NACRL	ITEMIZE AUTO LN HOUSE FAMILY PD 30 -	ITEMIZE AUTO LN HOUSE FAMILY PD 90	ITEMIZE AUTO LN HOUSE FAMILY NACRL	OTHR CNSMR LN HOUSE FAMILY PD 30 - 8	OTHR CNSMR LN HOUSE FAMILY PD 90	OTHR CNSMR LN HOUSE FAMILY NACRL	PURCH CREDIT IMPR LN BAL PD 30 - 89	PURCH CREDIT IMPR LN BAL PD 90	PURCH CREDIT IMPR LN BAL NACRL	PURCH CREDIT IMPR LN CARRY PD 30 - 8	PURCH CREDIT IMPR LN CARRY 90	PURCH CREDIT IMPR LN CARRY NACRL	
37													73	0	22	12	16	1																			
242													49	0	0	12	6	0																			
279													9	0	0	14	0	12																			
354													39	0	33	0	0	0																			
457													16	10	2	16	40	2																			
505													17	14	0	220	18	0																			
1155													5	0	0	0	0	0																			
1351													250	36	205	103	39	60													0	0	0	0	0	0	
1454													11	0	0	11	0	0																			
1669													235	67	82	288	27	26																			
1856													0	0	0	7	0	0																			
2161				0	0	2044	0	0	2044	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0							
2732													0	0	0	0	0	0																			
2750													0	0	0	0	0	0																			
3252													39	0	10	123	1	41																			
3458													64	0	0	13	0	0																			
3720													20	0	0	14	0	5																			
3971													0	0	0	53	0	0																			
4156													0	0	0	0	0	1																			
4231													10	0	0	24	0	5																			
5069													0	0	0	0	0	0																			
5135													28	0	0	18	21	42																			
5210													52	0	0	53	0	0																			
5461													0	0	0	141	0	0																			
5751													50	0	30	29	0	0																			
6039				0	0	0	0	0	0	0	0	0	40	0	1	19	8	8	0	0	0	0	0	0	0	0	0	0	0	0							
6329	0	0	0	0	0	0	0	0	0	0	0	0	6786	40	788	1530	10	179	0	0	34	0	0	0	0	0	0	0	0	0							
7009													0	0	0	0	0	0																			
7045				0	0	0	0	0	0	0	0	0	49	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7072													0	0	0	0	0	0																			
7456													0	0	0	0	0	0													0	0	0	0	0	0	
7634													0	0	0	171	0	50																			
8033													35	1	9	19	0	0																			
8462													72	4	0	64	0	0																			
8631													11	0	0	5	0	0																			
9357													0	0	0	0	0	0																			
9553													0	0	0	0	0	0																			
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
9955													0	0	0	0	0	0																			
10250													0	0	0	7	0	0																			
10849													0	0	0	1	0	0																			
11145				0	0	0	0	0	0				14	0	1	42	0	21	0	0	0	0	0	0	0	0	0	0	0	0							
11640													17	0	8	0	0	1																			
11837													0	0	0	0	0	0																			
12030													209	0	9	265	2	7																			
12142													51	0	0	106	0	0																			
12311							0	2966	0																												
12647													0	0	0	1	0	0																			
12656													1	2	0	0	0	0																			
12946													174	9	47	160	23	50																			
13103	0	0	0	0	0	0	0	0	0	0	0	0	547	0	194	7	0	7	0	0	44	0	0	0	0	0	0	0	0	0							
13251													0	0	0	0	0	0																			
13457													0	0	0	0	0	0																			
14155													2	0	3	87	5	41																			
14650													56	0	22	71	53	64																			
14753													0	0	0	0	0	0																			
14865													0	0	0	0	0	0																			
14977				0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
16551													26	4	19	5	0	14																			
16748													0	0	0	0	0	0																			
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
17147	0	0	0	0	0	0	0	0	0	0	0	0	215	0	7	222	0	41	0	0	774	0	0	0	0	0	0	0	0	0							
17259													12	0	0	43	0	0																			
17950													0	0	31	47	0	2																			
17978													0	0	0	0	3	0																			
18050													25	8	0	143	20	17																			
18827													0	0	0	25	1065	0																			
18836													52	0	0	247	49	64																			
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
19356													27	0	6	6	2	16																			
19936													35	0	51	48	1	45																			
19972													0	0	0	0	0	0													0	0	0	0	0	0	
20053													0	0	0	0	0	0																			
20633													5	0	0	2	0	0																			
20857													0	0	0	0	0	0																			
21256													0	0	0	0	0	0																			
21359													4	0	0	5	4	0																			
21658				0	0	0	0	0	0	0	0	0	0	0	0	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0							
22048													87	0	1	12	0	22																			
22543													0	0	0	0	0	0																			
22552													0	0	0	4	0	0																			
22730													0	0	0	83	0	0																			
23456													11	7	0	60	36	0																			
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	10	644	0	581	0	0	0	0	0	0	0	0	0							
23643													190	0	57	121	0	57																			
23755													14	0	20	29	0	0																			
24006													0	0	0	0	0	0																			
24378													0	0	0	0	0	0													0	0	0	0	0	0	
24453													0	0	0	316	130	15																			
24659													10	0	0	23	0	0																			
24668													6	0	0	13	0	0																			
24949													0	0	0	0	0	0																			
25357													90	0	69	92	3	26																			
25647				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26176													0	0	0	0	0	0																			
26457													0	0	0	1	0	0																			
26765													0	0	0	1	0	0																			
27070													0	0	3	0	0	0																			
27548	0	0	0	0	0	0	0	0	0	0	0	0	13	5	14	29	0	0	0	0	357	0	0	0	0	0	0	0	0	0							
27614													0	0	0	0	0	1																			
27847													58	0	36	104	0	15																			
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	37	328	0	0	0	0	0	0	0	0	0	0							
28152				0	0	0	0	0	0	0	0	0	17	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0							
28675				0	0	0	0	0	0				0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
28732													11	0	0	0	6	13																			
29476													0	0	0	0	0	0																			
29636													2	0	40	32	0	0																			
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
30052													0	0	0	0	0	0																			
30502													0	0	0	6	0	28																			
30650													0	0	0	0	0	0																			
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	83	1	21	15	83	122	0	0	0	0	0	0	0	0	0	0	0	0							
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31657													16	0	0	0	0	0																			
31826	0	0	0	0	0	0	0	0	0	0	0	0	63	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31835													60	17	62	30	0	57																			
32234													0	0	0	0	0	0																			
32766													0	0	0	8	0	0																			
32971													0	0	0	0	0	0																			
33147													94	0	112	12	0	13																			
33259													0	0	0	0	0	0																			
33268													1	0	0	0	0	0																			
33370													0	0	0	0	0	0																			
33839													18	0	0	0	0	0																			
33857	0	0	0	20	0	4446	20	0	20	0	0	4426	4	0	11	422	0	0	60	0	60	0	0	0	0	0	0	0	0	0							
34425													0	0	23	23	0	163																			
34434													54	1	60	27	4	11																			
34537	0	0	0	0	0	1981	0	0	1803	0	0	178	35	0	16	301	0	353	0	0	394	0	0	0	0	0	0	0	0	0							
34555				0	0	0	0	0	0	0	0	0	116	25	14	15	4	8	0	0	0	0	0	0	0	0	0	0	0	0							
34742													1	0	0	0	0	0																			
35057				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
35301							0	0	0																												
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6835	0	150	0	0	3379	0	0	0	0	0	0	0	0	0							
35646													18	0	12	57	0	4																			
35879													0	0	0	202	0	118																			
36456													3	0	0	2	0	0																			
36933													28	0	30	37	0	14																			
37051													0	0	0	0	0	0																			
37341													7	0	2	26	0	29																			
37435													213	0	60	217	0	99																			
37640	0	0	0	0	0	0	0	0	0	0	0	0	89	0	4	84	0	11	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	11	0	0	6	0	29	0	0	0	0	0	0	0	0	0	0	0	0							
37949													0	0	0	0	0	0																			
38740													0	29	19	51	6	13																			
39327													0	0	0	3	0	0																			
39756	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	22	0	3	0	0	55	0	0	0	0	0	0	0	0	0							
40033													30	0	0	0	0	0																			
40499	0	0	0	0	0	0	0	0	0	0	0	0	1055	0	1148	50	0	43	0	0	2315	0	0	0	0	0	0	0	0	0							
40855													23	0	0	0	0	0																			
41553													0	0	0	7	0	0																			
41629													625	23	0	79	3	0																			
41825													0	0	0	0	0	0																			
41955				0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037													0	0	0	135	1	61																			
42354													15	0	0	5	0	0																			
42372													5	0	0	47	0	1																			
42420	0	0	0	0	87	146	0	0	0	0	0	0	1957	265	245	862	452	13	0	0	1520	0	0	0	0	87	146	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	234	8	81	78	8	4	0	0	0	0	0	0	0	0	0	0	0	0							
42457													0	0	0	0	0	0																			
43052													0	0	7	0	0	1																			
43351													12	0	0	1	7	0																			
43856													0	0	0	0	0	0																			
43959													0	0	0	0	0	0																			
44040													19	0	0	53	22	0																			
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0							
44741													84	33	12	31	13	121																			
44750													7	39	40	0	0	0																			
44929				0	0	0	0	0	0				0	5	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45047													58	10	83	60	0	11																			
45056													0	0	0	1	0	0																			
45430													59	0	36	8	0	4																			
45458													9	0	0	8	0	20																			
45551													2	0	0	1	0	0																			
45560	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	33	0	142	0	0	983	0	0	0	0	0	0	0	0	0							
45775													0	0	0	0	0	0																			
46053													10	0	0	0	0	0																			
46941													0	0	0	4	0	0																			
47247	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
47256													0	0	0	20	0	0																			
47452													0	0	0	13	5	16																			
47500													6	0	0	45	0	17																			
48057													21	0	0	18	0	0													0	0	0	0	0	0	
48150													9	0	0	0	0	2																			
48374													276	0	81	557	0	104																			
48440													18	0	11	46	200	0																			
49054													0	0	0	0	0	0																			
49148													0	4	0	19	0	0																			
49241													0	0	0	69	0	2																			
49652													0	0	0	0	0	2																			
