"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
294779																																		19850	1050	0	15131	2980	10000		1050	0	0	0	0	249	0	3120	true	1938	0	0	0	5000	5000	0	0	0	0	0	0	0	true	false	0	0	1000	1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1055	126820	0	0	0	0	0	0																										http://www.timberlandbank.com	
294827																																		0	1017	0	0	0	0		0	0	302	0	715	597	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					118	5899	0	0	0	0	0	0																											
295011																																		799	0	0	0	799	19304		0	0	0	0	0	3106	1	799	false	0	0	0	8749	4049	6506	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					276	17654	0	0	0	0	0	0										www.greenvillenationalbank.com																www.bankgnb.bank	
295057																																		360	809	0	345	0	0		0	0	0	0	809	123	0	0			0	0	0	0	0	0	0	0	0	0	0	0						15																					47	3358	0	0	0	0	0	0																										http://www.securitybankmn.com	
295646																																		0	0	0	0	0	0		0	0	0	0	0	64	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																											
296456																																		8772	206	0	7841	0	0		0	0	206	0	0	863	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	931																					318	15180	0	0	0	0	0	0																											
296474																																		1	0	0	0	0	7520		0	0	0	0	0	193	0	0			0	918	2280	1978	2344	0	0	0	0	0	0	0					11	1																					0	0	0	0	0	0	0	0																											
296559																																		98	59	0	0	0	0		0	0	59	0	0	15930	7	0			0	0	0	0	0	0	0	0	0	0	0	0					4486	98																					197	21289	0	0	0	0	0	0																											
296755																																		0	0	0	0	0	0		0	0	0	0	0	488	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					128	7776	0	0	0	0	0	0																											
296858																																		0	57	0	0	0	0		0	0	57	0	0	475	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					60	5858	0	0	0	0	0	0																										http://www.fnblindsay.com	
297051																																		0	0	1200	0	0	8200		0	0	0	0	0	570	0	0			0	1200	3000	4000	0	0	0	0	0	0	0	0						0																					30	1433	0	0	0	0	0	0																										http://www.patriotsbank.com	
297257																																		4292	251	0	0	4292	10000		0	0	251	0	0	0	0	4292			0	0	0	0	10000	0	0	0	0	0	0	0					0	0																					70	5753	0	0	0	0	0	0																											
297547																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																											
297631																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					51	7466	0	0	0	0	0	0										www.fsbarcadia.com		www.firststaebankarcadia.com														www.crews.bank	
297761																																		130	13497	5000	0	6	21010		13497	0	0	0	0	555	1	24			10	5000	10000	5000	1000	0	10	0	0	0	0	10					36551	124																					151	16233	0	0	0	0	0	0																											
298049																																		1100	0	0	1100	0	1000		0	0	0	0	0	3547	1	0			0	0	0	1000	0	0	0	0	0	0	0	0						0																					147	4616	0	0	0	0	0	0																										https://www.myisb.bank	
298218																																		12572	0	0	12572	0	0		0	0	0	0	0	441	0	0			0	0	0	0	0	0	0	0	0	0	0	0					3184	0																					652	60808	0	0	0	0	0	0																											
298245																																		0	336	29000	0	0	43000		0	0	336	0	0	2971	1	0	false	0	0	29000	0	14000	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					295	33164	0	0	0	0	0	0																										https://www.cnb-metropolis.com	
299046																																		7196	0	0	4277	2919	64000		0	0	0	0	0	85554	9	2925	true	0	0	0	0	0	0	0	64000	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1079	99479	0	0	0	0	0	0										edeposit.centralbancompany.com																www.centralbank.net	
299868																																		0	0	25000	0	0	70059		0	0	0	0	0	0	0	0	false	0	0	25000	15000	10000	0	0	0	17888	2171	0	0	20059	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					502	33612	20059	18494	0	0	20059	0																										https://www.ccombank.com	
300009																																		14978	262	15000	14186	792	39455		0	0	0	262	0	2289	1	1019			0	20000	18825	0	630	0	0	0	0	0	0	0					19225	0																					409	45250	0	0	0	0	0	0																											
300063																																		596	0	10000	0	0	52000		0	0	0	0	0	0	0	0			0	10000	2000	40000	0	0	0	0	0	0	0	0						596																					225	13742	0	0	0	0	0	0																										http://www.newomnibank.com	
300157																																		0	20	0	0	0	0		0	0	0	0	20	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					20	327	0	0	0	0	0	0																											
300353																																		0	25	0	0	0	0		0	0	25	0	0	94	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					175	6146	0	0	0	0	0	0																											
300456																																		0	0	0	0	0	0		0	0	0	0	0	68	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					24	739	0	0	0	0	0	0																											
300933																																		0	1381	0	0	0	0		0	0	0	0	1381	1467	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					276	33703	0	0	0	0	0	0																										www.bankpfb.com	
300942																																		0	0	0	0	0	10779		0	0	0	0	0	5486	4	0	true	0	0	0	8000	0	0	0	0	0	0	2779	0	2779	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					144	17083	0	0	0	0	0	0																										https://www.pioneerbanks.com	
300960																																		0	0	30000	0	0	37682		0	0	0	0	0	7736	1	0			285	30000	0	0	0	0	285	4814	619	1964	0	7682					0	0																					1124	94766	4224	4271	0	0	4224	0																											
301574																																		0	197	9400	0	0	34289		0	0	62	0	135	197	0	0			254	9400	5750	16200	0	0	254	551	603	1531	0	2939						0																			1	true	56	18443	0	0	0	0	0	0																										www.lakeshoresavings.com	
301800																																		8327	0	0	2360	5922	0		0	0	0	0	0	42	0	6097	true	140742	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					17	10685	0	0	0	0	0	0																										www.ulstersavings.com	
302030																																		0	0	0	0	0	0		0	0	0	0	0	5822	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					49	8700	0	0	0	0	0	0																										http://www.bankofbelleglade.com	
302133																																		0	0	0	0	0	0		0	0	0	0	0	297	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																											
302553																																		1787	70	13583	1470	0	31480		0	0	0	0	70	2692	1	0			0	13583	1169	636	4979	0	0	11113	0	0	0	11113					106	317																					265	33204	11113	11113	0	0	11113	0																											
302656																																		9124	9743	1303	6917	0	37017		1590	615	25	0	7513	10526	1	0	false	0	286	1303	15584	6241	10997	0	286	1335	921	350	0	0	true	false	0	0		2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1978	134943	0	4071	0	0	0	0																										http://www.minnwestbank.com	
303653																																		0	0	0	0	0	0		0	0	0	0	0	866	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					130	11906	0	0	0	0	0	0																										https://www.fsbburnet.com	
303701																																		0	0	8000	0	0	9319		0	0	0	0	0	47	0	0			0	8000	28	0	1291	0	0	0	0	0	0	0					0	0																					172	6749	0	0	0	0	0	0																											
303747																																		0	1461	0	0	0	0		0	0	413	870	178	903	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					50	1042	0	0	0	0	0	0																											
303952																																		3852	30	0	3738	0	0		0	0	30	0	0	1016	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	9	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					256	11556	0	0	0	0	0	0																										www.onlinefarmersbank.com	
304155																																		0	0	0	0	0	0		0	0	0	0	0	500	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																										http://www.burtonbank.com	
304173																																		3196	200	0	2569	627	0		0	0	200	0	0	3350	2	627			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					487	45256	0	0	0	0	0	0																										www.marquettesavings.bank	
304520																																		0	75	0	0	0	4000		75	0	0	0	0	4462	4	0			0	0	0	4000	0	0	0	0	0	0	0	0					0	0																					104	6423	0	0	0	0	0	0																											
304575																																		0	0	700	0	0	2700		0	0	0	0	0	0	0	0			0	2700	0	0	0	2000	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																											
304762																																		0	0	0	0	0	0		0	0	0	0	0	174	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					46	1452	0	0	0	0	0	0																											
304913																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																										http://www.db.com	
305059																																		620	0	4000	604	0	5168		0	0	0	0	0	176	0	0			430	4000	0	0	0	0	430	0	0	738	0	1168					0	16																					48	2264	0	0	0	0	0	0																										www.fsbabernathy.com	
305077																																		259	0	4000	0	259	4000		0	0	0	0	0	1441	1	259			0	4000	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	69	4036	0	0	0	0	0	0																										www.perufederalsavings.com	
305237																																		0	1741	0	0	0	0		96	0	0	0	1645	1051	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					94	15157	0	0	0	0	0	0																											
305433																																		0	0	0	0	0	0		0	0	0	0	0	571	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																										https://www.escambiacountybank.com	
305442																																		0	0	0	0	0	0		0	0	0	0	0	3609	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					174	12337	0	0	0	0	0	0																										https://www.newwashbank.com	
305750																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																											
306056																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					12	228	0	0	0	0	0	0																											
306140																																		0	0	2500	0	0	8500		0	0	0	0	0	28	0	0	false	0	0	2500	6000	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					62	982	0	0	0	0	0	0										https://internetbanking.securitystateonline.com																https://www.securitystateonline.com	
306159																																		0	2349	19000	0	0	32000		945	0	61	0	1343	426	0	0	false	0	0	19000	3000	0	10000	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					218	26944	0	0	0	0	0	0																										http://www.anbmn.com	
306337																																		0	245	0	0	0	0		0	0	245	0	0	4071	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																										WWW.CASEYSTATEBANK.COM	
306908																																		0	754	0	0	0	335		0	0	0	0	754	1584	1	0			0	0	0	0	0	0	0	0	0	335	0	0					0	0																					175	7697	0	0	0	0	0	0																											
307062																																		0	0	0	0	0	0		0	0	0	0	0	1281	1	0			0	0	0	0	0	0	0	0	0	0	0	0					10	0																					413	36476	0	0	0	0	0	0																											
307334																																		0	846	0	0	0	0		184	0	165	0	497	542	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					35	1017	0	0	0	0	0	0																											
307361																																		0	0	0	0	0	21817		0	0	0	0	0	223	0	0			1462	0	10526	0	0	0	1462	9829	0	0	0	11291					0	0																					449	40213	9829	9829	0	0	9829	0																											
307679																																		13458	0	0	12168	0	2239		0	0	0	0	0	9537	3	0	true	0	192	0	0	591	0	0	192	38	782	636	0	1648	true	false	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					747	130700	0	0	0	0	0	0																										www.bankofthepacific.com	
307932																																		218	136	0	0	218	0		0	0	12	0	124	650	1	417			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					120	4831	0	0	0	0	0	0																											
308256																																		0	0	0	0	0	0		0	0	0	0	0	962	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					118	4606	0	0	0	0	0	0																											
308340																																		1249	0	0	0	1249	7000		0	0	0	0	0	1316	0	1875			0	0	5000	2000	0	0	0	0	0	0	0	0						0																					64	1677	0	0	0	0	0	0																										http://www.BathStateBank.com	
308836																																		0	0	2500	0	0	7500		0	0	0	0	0	500	1	0			0	2500	0	5000	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																										http://www.bankofbourbonnais.com	
309150																																		0	789	0	0	0	2141		0	0	720	0	69	8021	4	0			0	0	841	0	1300	0	0	0	0	0	0	0						0																					246	16914	0	0	0	0	0	0																										http://www.themissouribank.com	
309655																																		3921	281	10000	3921	0	117719		0	0	0	0	281	2809	1	0			0	10000	15000	5000	1047	0	0	86672	0	0	0	86672					0	0																					2108	91254	86672	86914	0	0	86672	0																											
309851																																		0	0	0	0	0	0		0	0	0	0	0	270	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					46	2092	0	0	0	0	0	0																										http://www.rrsbchatfield.com	
310754																																		565	0	0	487	0	0		0	0	0	0	0	960	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	78																					206	16224	0	0	0	0	0	0																											
310950																																		0	1818	0	0	0	0		0	0	0	0	1818	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					2	65	0	0	0	0	0	0																											
310978																																		9075	772	34000	620	8422	552126		702	0	70	0	0	0	0	9927	false	0	48126	34000	0	0	470000	0	48126	0	0	0	0	48126	true	false	0	0		33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					279	30083	0	0	0	0	0	0																										www.wsbonline.com	
311050																																		13685	108	0	12030	82	0		0	0	0	0	108	4128	1	365			0	0	0	0	0	0	0	0	0	0	0	0						1573																					407	41566	0	0	0	0	0	0																										http://www.ahb.bank	
311144																																		0	0	0	0	0	0		0	0	0	0	0	1709	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																											
311256																																		64	416	0	0	0	10096		0	0	61	0	355	4227	3	0			0	0	0	0	0	0	0	10096	0	0	0	10096					0	64																					241	26589	10096	10096	0	0	10096	0																											
311265																																		0	0	11000	0	0	11000		0	0	0	0	0	1650	1	0	true	0	0	11000	0	0	0	11000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					51	2434	0	0	0	0	0	0																										http://www.yoakumnationalbank.com	
311603																																		441	0	9253	0	441	64264		0	0	0	0	0	1120	1	1321			0	9253	42304	12707	0	16264	0	0	0	0	0	0					4169	0																					531	50637	0	0	0	0	0	0																										http://www.dime-bank.com	
311658																																		0	0	0	0	0	0		0	0	0	0	0	246	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					24	733	0	0	0	0	0	0																										http://www.ColeraineBank.com	
311845																																		818886	9456	5348	458199	319056	318811		1361	151	1603	0	6341	76911	17	319337	true	0	35314	5348	16626	20903	162921	111378	90008	7978	8739	6288	0	113013	true	true	0	0	72	41631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					15308	1166931	0	0	0	0	0	0										www.arvestbiz.com		www.arvestmobile.com														www.arvest.com	
311939																																		0	326	0	0	0	0		0	326	0	0	0	1336	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					27	3616	0	0	0	0	0	0																											
312244																																		605	0	0	32	433	35000		0	0	0	0	0	6275	2	433			0	0	0	25000	10000	35000	0	0	0	0	0	0						140																					0	0	0	0	0	0	0	0																											
312356																																		0	344	0	0	0	0		0	0	344	0	0	354	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					76	3753	0	0	0	0	0	0																											
313009																																		0	0	11800	0	0	22800		0	0	0	0	0	0	0	0			0	11800	6000	5000	0	0	0	0	0	0	0	0					0	0																					67	8150	0	0	0	0	0	0																											
313157																																		0	75	0	0	0	0		0	0	75	0	0	98	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					60	3128	0	0	0	0	0	0																											
313223																																		1984	0	9690	768	1188	32380		0	0	0	0	0	2014	1	1188			0	9690	80	218	22392	20000	0	0	0	0	0	0						28																					324	34693	0	5085	0	0	0	0																										http://www.osgoodbank.com	
313577																																		14361	662	2000	10790	1044	36000		0	331	0	0	331	4065	1	1044			0	2000	29000	5000	0	5000	0	0	0	0	0	0						2527																			1	true	706	50083	0	0	0	0	0	0																											
314257																																		16788	588	4000	10451	2335	4000		461	0	127	0	0	25709	8	2335			0	4000	0	0	0	0	0	0	0	0	0	0					0	4002																					813	100927	0	0	0	0	0	0																											
314444																																		0	0	1500	0	0	20000		0	0	0	0	0	790	0	0			0	1500	500	13000	5000	0	0	0	0	0	0	0					0	0																					109	5260	0	0	0	0	0	0																											
315656																																		0	3364	3000	0	0	3000		0	0	1964	0	1400	4900	1	0			0	3000	0	0	0	0	0	0	0	0	0	0						0																					190	10065	0	0	0	0	0	0																										http://www.febokc.com	
316840																																		23257	2056	82500	16300	6674	177210		0	0	0	0	2056	3475	2	7522	false	0	7037	82500	40000	10000	0	0	7037	12820	10391	14462	0	44710	true	false	0	0	2500	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3725	527936	0	0	0	0	0	0										http://MyMemoryBank.com	Republic Bank		MemoryBank													http://www.republicbank.com	
316859																																		0	26	3000	0	0	3000		0	0	26	0	0	306	0	0			0	3000	0	0	0	0	0	0	0	0	0	0					0	0																					190	16931	0	0	0	0	0	0																											
316934																																		0	0	0	0	0	0		0	0	0	0	0	1410	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																										www.buckleystatebank.com	
317258																																		724	0	0	0	724	0		0	0	0	0	0	7598	3	724			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					226	12025	0	0	0	0	0	0																											
317342																																		16974	612	35480	12512	2420	63597		0	0	119	0	493	54420	3	2906	true	0	497	35480	487	4375	16194	0	497	5628	936	0	0	7061	false	false	0	0	0	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3364	642056	0	0	0	0	0	0																										www.syb.com	
317379																																		963	0	0	0	846	0		0	0	0	0	0	1047	1	846			0	0	0	0	0	0	0	0	0	0	0	0					0	117																			1	true	246	18029	0	0	0	0	0	0																											
317650																																		0	0	0	0	0	0		0	0	0	0	0	1000	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					13	526	0	0	0	0	0	0																										http://www.csbjc.com	
318639																																		0	111	0	0	0	0		0	0	111	0	0	620	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																										http://www.bankofchestnut.com	
318835																																		0	0	14000	0	0	98045		0	0	0	0	0	79	0	0			0	14000	0	0	0	0	0	84045	0	0	0	84045					0	0																					845	114770	84045	84045	0	0	84045	0																											
318947																																		217	325	0	0	217	0		60	0	0	0	265	5541	3	217	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					176	10764	0	0	0	0	0	0																										http://www.heritagefirstbank.com	
318974																																		17613	0	97500	2746	14867	267500		0	0	0	0	0	1078	0	14867			0	97500	130000	15000	25000	0	0	0	0	0	0	0						0																			1	true	1281	102789	0	0	0	0	0	0																											
319047																																		1038	264	5000	0	1038	13700		0	0	113	0	151	1665	1	1038			0	5000	5000	3700	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																											
319458																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					60	4684	0	0	0	0	0	0																										www.fnbstigler.com	
319551																																		0	0	7182	0	0	66475		0	0	0	0	0	15007	3	0			4143	7182	10150	15000	30000	0	4143	0	0	0	0	0					19110	0																					243	12945	0	0	0	0	0	0																											
320034																																		0	33	0	0	0	0		0	0	31	0	2	1950	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					80	2604	0	0	0	0	0	0																										http://www.peoplesbankofgreensboro.com	
320052																																		0	4773	0	0	0	291270		3871	0	877	0	25	14	0	0	false	0	0	0	0	0	0	0	0	291270	0	0	0	291270	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1823	311537	287982	287983	0	0	287982	0										WWW.switchtolegacy.com		www.legacysquareone.com														http://www.legacybank.com	
320070																																		434	0	3000	88	346	3000		0	0	0	0	0	1291	0	346			0	3000	0	0	0	0	0	0	0	0	0	0					5	0																			1	true	0	0	0	0	0	0	0	0																											
320119																																		0	0	0	0	0	394814		0	0	0	0	0	65	0	0	true	0	390000	0	0	0	0	0	390000	4814	0	0	0	4814	true	true	0	0	5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					242	125773	4814	4814	0	0	4814	0																										www.idbny.com	
321152																																		0	0	0	0	0	0		0	0	0	0	0	260	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																										http://www.citizensbankatwood.com	
321255																																		0	104	0	0	0	0		0	0	104	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																										http://www.fabstonewall.com	
321273																																		18988	1294	10070	17218	0	166838		1073	0	221	0	0	1095	1	0			0	10070	19149	5039	0	0	0	129964	0	2616	0	129964					0	1770																			1	true	1171	130348	129964	130386	0	0	129964	0																											
321330																																		0	0	0	0	0	0		0	0	0	0	0	1665	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					49	2079	0	0	0	0	0	0																											
321947																																		7300	117	5000	5781	1519	11000		0	117	0	0	0	4607	2	1519	false	0	0	5000	0	3000	3000	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					302	23133	0	0	0	0	0	0																										http://www.fcnbank.com	
322056																																		0	168	0	0	0	0		168	0	0	0	0	145	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					392	24753	0	0	0	0	0	0																											
322449																																		0	0	0	0	0	4000		0	0	0	0	0	2094	2	0			0	0	1000	0	3000	0	0	0	0	0	0	0					0	0																					80	3107	0	0	0	0	0	0																											
322476																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																											
322551																																		0	0	0	0	0	0		0	0	0	0	0	862	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					37	814	0	0	0	0	0	0																											
323204																																		3012	0	0	0	3012	0		0	0	0	0	0	22241	7	3012			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					1177	116329	0	0	0	0	0	0																											
323651																																		0	363	0	0	0	0		0	59	125	0	179	4353	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																											
324153																																		0	0	0	0	0	0		0	0	0	0	0	477	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					77	5644	0	0	0	0	0	0																											
324229																																		0	0	0	0	0	0		0	0	0	0	0	987	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					11	242	0	0	0	0	0	0																											
324256																																		0	0	0	0	0	0		0	0	0	0	0	48	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					66	1811	0	0	0	0	0	0																											
324340																																		60653	65	0	52593	3114	170		0	0	65	0	0	28112	6	3113	true	0	0	0	0	170	0	0	0	0	0	0	0	0	true	true	0	0	1000	4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1055	126140	0	0	0	0	0	0																										www.choiceone.com	
324854																																		381	0	0	381	0	0		0	0	0	0	0	1536	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					93	2319	0	0	0	0	0	0																											
324863																																		0	16	0	0	0	0		16	0	0	0	0	49344	5	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1254	93421	0	13547	0	0	0	0																										http://www.bankofcommerce.org	
324975																																		128	32	7500	0	128	7500		0	0	32	0	0	1792	1	128			0	7500	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																											
325141																																		1637	140	0	1637	0	0		0	0	140	0	0	1757	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					144	4393	0	0	0	0	0	0																										http://www.gofarmersbank.com	
325459																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																										http://www.fstbank.com	
325534																																		631	475	4000	0	631	5241		146	0	8	0	321	101	0	1617			0	4000	800	0	0	0	0	0	441	0	0	441					0	0																					221	16450	0	0	0	0	0	0																										http://www.byronbank.com	
326054																																		0	505	4500	0	0	11000		505	0	0	0	0	9723	2	0			0	9500	1500	0	0	5000	0	0	0	0	0	0					0	0																					364	41850	0	0	0	0	0	0																											
326344																																		3942	14	4000	1028	0	9000		0	0	14	0	0	1551	1	0			0	4000	5000	0	0	0	0	0	0	0	0	0						2914																					357	13237	0	0	0	0	0	0																											
326858																																		0	0	39913	0	0	39913		0	0	0	0	0	11197	2	0			0	39913	0	0	0	0	0	0	0	0	0	0						0																					923	101420	0	0	0	0	0	0																											
326979																																		527	0	6397	0	339	17478		0	0	0	0	0	1932	2	339			0	7397	8075	1918	88	1000	0	0	0	0	0	0					0	188																					252	19404	0	0	0	0	0	0																											
