"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							8671	2257	0	0	41975	0	429	48	710	87258	68248	564	68812	0	916	0	0	0	18446	1200	87258	0	0	12813	0	0	3500	0	9688	58560	1	1231	0	34084	33168	933	0	0	0	0	18446	
242																																							3063	968	0	0	11746	0	288	0	512	39615	30377	20	34694	0	169	0	4297	0	4922	120	39616	0	0	4352	0	0	120	0	6749	23628	1	1231	0	21336	21167	330	1871	0	0	0	4922	
279																																							4128	2453	51	44403	8567	265	5965	0	2264	148371	113734	599	123015	0	628	0	8682	0	25356	1	148371	0	0	24954	0	0	0	0	7938	105796	1	1231	0	77878	77250	401	3025	0	0	0	25356	
354																																							413	484	0	0	6433	0	28	0	129	10966	9924	3	9927	0	176	0	0	0	1039	25	10966	0	0	493	0	0	500	0	3361	6563	5	1231	0	3642	3466	21	13	0	0	0	1039	
457																																							1359	452	0	167	402	0	133	0	1192	41928	35582	62	38144	0	475	0	2500	0	3784	60	41928	0	0	782	0	0	2940	0	4929	30653	4	1231	0	35175	34700	2	3523	0	0	0	3784	
505																																							48761	1313	196	0	78856	0	10452	359	14571	405999	334966	3339	373805	59	4497	1595	35500	0	32135	6480	405999	0	0	16581	0	0	10653	671	46386	288580	2	1231	0	253722	249225	-1579	0	0	0	0	32194	
1155																																							44073	3834	0	92	27119	0	3985	4280	6665	218737	188163	1785	200137	0	2615	0	0	0	18600	1600	218737	0	0	11594	0	0	4900	273	20721	167442	5	1231	0	131031	128416	506	0	0	0	10189	18600	
1351																																							0	5610	0	82861	5055	0	1064	436	1480	166543	145764	495	146259	0	1664	0	0	0	20284	240	166543	0	0	19456	0	0	530	0	15431	130333	4	12/31	0	71635	69971	58	66	0	0	0	20284	
1454																																							71102	15363	0	0	294194	0	5436	0	10610	634602	567692	1115	568807	0	2812	0	0	0	65795	1000	634602	0	0	58435	0	0	1214	675	159329	408363	2	1230	0	240034	237222	5146	0	0	0	0	65795	
