"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								13927										
242								1671										
279								6338										
354								377										
457								1736										
505								52461	0	0	0	0	1305	360	0	360	50796	
1155								47375										
1351								6075										
1454								83199	10260	0	0	0	6372	3699	0	3699	62868	
1557								3951										
1669								20935										
1829								56542	3254	0	0	0	2118	8048	0	8048	43122	
1856								53717										
2040								8541										
2161								15987										
2376								8793	0	0	0	0	2883	4301	0	4301	1609	
2554								4149										
2732								71453	2424	0	0	0	2825	10042	0	10042	56162	
2750								2045										
3252								5508										
3458								6194										
3720								29645										
3953								6041										
4156								4773										
4231								13622										
4437								16194										
4839								6870	1400	0	0	0	2163	1951	0	1951	1356	
5005								29047	1211	0	0	0	1399	1915	0	1915	24522	
5069								39524	0	0	0	0	192	2366	0	2366	36966	
5135								76662	0	0	0	0	2606	232	232	0	73824	
5210								22622	8211	0	0	0	5858	1667	0	1667	6886	
5331								34552	1160	0	0	0	1438	20103	0	20103	11851	
5461								34892	10213	0	0	0	7274	471	0	471	16934	
5751								2943										
6039								27253										
6141								7563										
6329								34984	622	0	0	0	5696	12487	0	12487	16179	
6972								78988	6000	0	0	0	4779	329	0	329	67880	
7009								5719	285	2000	2000	0	13	3396	0	3396	25	
7045								10444										
7157								672										
7456								3233										
7634								9435										
8033								14346										
8462								28262										
8631								5707										
9357								11588	9831	0	0	0	506	1025	0	1025	226	
9553								9461										
9807								170559	9519	0	0	0	5232	13058	0	13058	142750	
9955								14871										
10250								29875	4037	0	0	0	1671	7667	7667	0	16500	
10849								35152	150	0	0	0	1147	2205	0	2205	31650	
10858								37188	7827	0	0	0	1932	8061	0	8061	19368	
11145								6155										
11640								20934	1240	0	0	0	4023	5446	0	5446	10225	
11837								10035										
12030								39587	12	0	0	0	3175	3378	0	3378	33022	
12142								14953										
12245								2137										
12311	1246847	686688	0	2309	0	145427	412423	1246847	338960	2309			347728	145427			412423	
12647								23495										
12656								505	20	0	0	0	201	275	0	275	9	
12937								48031										
12946								12849	6205	0	0	0	4166	2362	0	2362	116	
12955								15441										
13103								60109	0	0	0	0	2771	10748	0	10748	46590	
13251								13660										
13457								1397										
14052								10031										
14155								3057										
14650								4674										
14753								3728										
14865								11574										
14977								13812										
16458								29650										
16551								18850										
16748								7108										
16944								8004										
16953								9220										
17110								16930										
17147								124241	0	0	0	0	23170	101071	0	101071	0	
17259								4061										
17464								128416	14930	0	0	0	10796	9306	0	9306	93384	
17950								8358										
18050								21329	291	0	0	0	4052	11792	0	11792	5194	
18135								4000										
18377								17516										
18827								19232	2812	0	0	0	2309	5366	0	5366	8745	
18836								7656										
18854								30595										
18957								5154										
19356								2311										
19730								252268	4473	0	0	0	18036	15732	0	15732	214027	
19936								64469										
19972								29582										
20053								6388										
20512								2301										
20633								8104	3149	0	0	0	3456	1475	0	1475	24	
20857								12668										
21256								2030										
21359								1981										
21630								2492										
21658								7905										
22048								7842										
22356								12109										
22543								12432										
22552								2366										
22730								10386										
22936								28453	0	0	0	0	1570	378	0	378	26505	
22954								14545										
23045								5289										
23456								1877										
23504								79546	15998	0	0	0	5747	5159	0	5159	52642	
23540								13812										
23643								7127										
23755								12937										
24006								126564	6695	0	0	0	3857	3172	0	3172	112840	
24453								35524	992	0	0	0	641	245	0	245	33646	
24659								5790										
24668								12449										
24855								6479										
24949								136622	0	0	0	0	5960	12707	0	12707	117955	
25357								3570										
25647								12192										
26176								12127	520	0	0	0	562	5260	0	5260	5785	
26242								10405	0	0	0	0	2222	4765	0	4765	3418	
26457								1362										
26765								43870										
26859								97036	44	0	0	0	2673	92890	0	92890	1429	
27548								14154	224	0	0	0	6895	6307	0	6307	728	
27614								12821										
27847								16885	0	0	0	0	3323	4400	0	4400	9162	
28152								9269										
28255								137147										
28349								3619										
28406								64872	786	0	0	0	2322	31957	0	31957	29807	
28572								6327										
28732								4032										
29104								111101	0	0	0	0	2940	742	0	742	107419	
29636								39398	4944	0	0	0	8430	26024	0	26024	0	
29953								6100										
30052								5606										
30418								534	0	0	0	0	0	524	0	524	10	
30502								32381	15502	389	0	389	3712	6326	0	6326	6452	
30650								9324										
30810	2224417	352710	17405	0	0	297378	1556924	2224417	352294	17405			416	297378			1556924	
31134								27117										
31255								12676	3236	0	0	0	1382	1865	0	1865	6193	
31657								2403										
31826								27197										
31835								4467										
32234								18479										
32766								16775										
33147								50267	920	0	0	0	2442	283	0	283	46622	
33259								39446	1	0	0	0	1388	4815	0	4815	33242	
33268								2560	945	0	0	0	704	530	0	530	381	
33754								3699										
33839								7928	0	0	0	0	192	7736	0	7736	0	
33857								5470										
34153								63408	3332	0	0	0	3763	1800	0	1800	54513	
34359								1298										
34425								15262	0	0	0	0	2139	2854	0	2854	10269	
34434								9849										
34452								4679										
34537								167081	1	0	0	0	8965	7836	0	7836	150279	
34555								15282										
34742								13436	6	0	0	0	1546	6956	0	6956	4928	
34836								1235										
35057								4644	0	0	0	0	1039	3605	3605	0	0	
35301	60496516	535904	275676	12444433	0	41987	47198516	47417044	169103	0			7438	41987			47198516	
35570								71254	41115	86	0	86	16117	5695	0	5695	8241	
35646								8634										
35842								6475										
36054								296776	11964	0	0	0	3140	41434	0	41434	240238	
36456								13464										
36858								36006										
36933								16191										
37051								12043										
