"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
1669			74	2220	21	2610	12	4335	174	3134	9	936	9	1749			1	12	1	34	0	0	140	2370	0	0	1	350	false	false	
1829			69	3042	62	8946	82	31812	94	3315	26	2690	19	6050															false	false	
1856			12	350	1	150	2	437	23	614	63	6685	8	1939			5	277	3	176	3	1088	27	517	2	180	1	226	false	false	
2040			32	2139	331	3864	39	15612	75	2235	22	2697	31	10100			6	226	4	762	3	618	10	232	1	0	0	0	false	false	
2161			35	1045	8	839	1	77	211	3899	43	5000	14	4195			2	30	0	0	0	0	67	1382	6	488	3	791	false	false	
2376			8	419	31	4302	198	83657	15	610	1	142	3	871															false	false	
2554	3	44													19	31													true	true	
2732			17	732	52	7721	130	59583	41	1405	23	2774	19	5907			0	0	1	136	0	0	0	0	0	0	0	0	false	false	
2750			12	474	4	608	0	0	28	687	5	543	6	1891			8	342	5	553	5	1287	32	789	13	1437	18	3130	false	false	
3177			70	2586	89	11138	117	46759	79	1801	29	3128	21	4477															false	false	
3252			22	983	15	2010	9	2809	227	6298	24	2977	7	1805			39	1222	36	5202	27	7675	734	25585	54	6333	26	6622	false	false	
3458			7	131	4	640	3	1336	41	1008	9	888	5	786			30	1796	13	1475	3	884	67	1044	1	162	1	109	false	false	
3720			73	2790	52	6560	36	22090	222	4675	30	3235	19	4475			58	2120	27	3001	12	3071	41	860	22	2190	9	1805	false	false	
3971			23	757	24	2386	52	24379	55	713	19	1610	17	5014			20	955	37	4723	27	6507	59	1255	19	1846	21	3175	false	false	
4156			43	1643	28	3066	26	10260	185	3520	19	2309	13	5158			84	3185	53	6736	15	3956	252	4921	29	3229	9	1368	false	false	
4231			133	4284	29	3912	17	5905	60	1141	7	749	2	393			145	3763	30	2970	6	1370	24	379	0	0	0	0	false	false	
4437			53	1990	32	3913	56	20356	97	2071	30	3222	17	5198			4	224	4	440	4	1383	2	95	1	200	2	600	false	false	
4839			69	3551	92	14011	96	44718	117	1077	13	1740	14	2805															false	false	
5069			2	79	5	810	28	16434	2	72	2	150	2	1166															false	false	
5135			112	4378	54	6827	49	15723	322	5645	29	2266	14	3878			185	6739	93	10934	52	12848	275	6516	60	5403	48	8127	false	false	
5210			103	4195	163	20625	172	68048	223	5259	51	5239	44	13020			30	1124	24	2796	19	6346	31	547	2	252	1	208	false	false	
5461			23	1371	49	7542	104	44836	160	5086	87	6967	65	18101			0	0	3	423	5	1556	11	460	7	605	3	1014	false	false	
5751			46	1864	34	4452	19	7967	274	6981	45	4653	30	10449			20	913	15	2125	16	4649	102	3252	54	5707	28	6686	false	false	
6039			62	1989	13	1248	21	7602	80	1376	6	602	9	2926			47	1456	14	1403	12	2862	82	1605	4	399	2	251	false	false	
6141			43	1447	17	2064	7	2164	37	661	3	223	0	0			36	888	6	790	2	575	46	941	6	740	1	130	false	false	
6329			123	8560	97	13131	77	29347	746	16952	47	4613	9	2169			43	1839	15	1931	9	2168	106	2324	8	1519	1	475	false	false	
7009			0	0	0	0	0	0	0	0	1	50	8	3821															false	false	
7045			53	2108	33	4534	17	6968	34	793	7	659	7	2866			21	768	11	1470	4	1469	47	1166	8	1032	5	757	false	false	
7072			15	680	28	3829	34	13911	29	966	4	324	2	771			0	0	0	0	1	448	0	0	2	168	0	0	false	false	
7157			16	460	1	177	0	0	72	1655	13	1647	1	315			15	684	9	1122	1	393	109	1454	3	498	1	346	false	false	
7456			16	607	10	1336	12	4839	40	959	14	1362	16	6083			15	677	17	1783	12	2560	46	949	28	2011	12	1928	false	false	
7634			63	2573	25	3272	13	5851	87	1331	13	1387	4	1552			17	683	6	1035	0	0	36	1031	6	822	2	149	false	false	
8033			12	715	23	2648	37	13493	113	1953	24	1817	12	2556			2	11	8	864	2	455	22	585	7	529	5	578	false	false	
8462			12	349	6	802	2	603	134	3198	26	1577	24	7634			10	337	12	1625	3	818	29	672	16	1335	11	1954	false	false	
8631			12	452	8	966	7	2837	62	2085	16	1978	13	4261			0	0	2	220	2	752	5	135	0	0	0	0	false	false	
9357			4	188	8	1196	51	24444	245	5939	90	7253	142	29935															false	false	
9553			13	556	10	1225	2	869	35	784	14	1452	8	2809			26	1070	36	4374	44	11869	67	1215	45	2667	36	5521	false	false	
9807			13	521	29	3599	106	46618	46	1586	27	3222	25	7451															false	false	
9955			14	409	5	872	9	4430	110	1632	17	1967	14	5110			58	1995	32	3539	19	4110	89	2504	15	1009	7	1826	false	false	
10250			25	1092	71	9715	94	43174	326	8896	107	11711	57	20587			0	0	1	225	2	878	0	0	0	0	0	0	false	false	
10849			24	824	19	2588	18	7771	52	1132	9	1195	6	1936			16	626	7	885	8	1903	18	286	5	451	6	558	false	false	
11145			228	15718	91	11525	68	28366	118	1491	12	1154	7	2468			0	0	1	172	0	0	1	43	0	0	0	0	false	false	
11275			42	1822	78	11291	156	71530	254	6717	125	12321	127	34093			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
11640			40	1451	32	4008	37	12743	316	6121	45	3926	24	8147			28	903	21	2019	13	3835	67	1708	35	2201	34	3862	false	false	
11837			14	577	7	1003	11	3548	8	88	2	234	1	507			6	169	2	267	2	730	6	90	0	0	0	0	false	false	
12030			265	9334	140	16848	96	34433	595	8671	35	3698	27	8831			95	3181	40	6033	27	7921	98	1674	5	529	2	312	false	false	
12142			49	1910	35	4016	36	14186	166	3125	22	2700	13	4119			14	417	8	984	4	913	15	300	4	295	4	509	false	false	
12179			9	364	12	1589	6	2315	24	539	7	989	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
12245			76	4793	64	8013	33	11314	106	2168	17	1911	2	395			6	161	2	244	1	315	5	148	0	0	1	400	false	false	
12311			2197	100677	3135	402225	3944	1406155	20517	583655	3462	357416	3059	869472			190	9380	185	23149	72	18285	531	13144	134	10900	75	15204	false	false	
12647			36	1718	34	4503	26	9016	132	2652	24	2402	9	1826			20	842	10	1080	8	1913	28	585	17	1145	6	1103	false	false	
12656	17	39													19	38													true	true	
12937			9	516	17	2318	41	18982	17	451	8	1845	15	7367			0	0	1	148	0	0	0	0	0	0	0	0	false	false	
12946			103	4271	103	13778	98	32088	678	13045	101	9473	63	18014			36	1281	18	1695	16	3345	31	619	2	313	2	232	false	false	
12955			30	1362	28	4373	48	20999	79	2269	16	1890	26	7772			3	163	2	310	2	742	3	99	1	135	1	61	false	false	
13103			72	3326	153	21025	266	102375	393	9056	140	12346	142	33841															false	false	
13251	52	77															6	309	6	808	1	205	26	741	6	770	3	690	false	true	
13457			5	34	2	152	0	0	26	305	3	272	1	291			5	196	6	875	4	1374	63	928	17	1241	4	783	false	false	
14052			51	2092	26	4256	21	7786	58	1218	5	628	0	0			3	224	1	89	1	396	4	37	0	0	0	0	false	false	
14155			51	2349	36	4284	19	6707	191	4146	7	1008	3	879			109	4052	78	10167	19	5227	329	5639	33	3162	8	2247	false	false	
14650	37	93													6	51													true	true	
14753	10	92													31	263													true	true	
14865			64	2657	74	9826	46	19965	220	4334	49	4635	35	9532			51	2760	93	12102	35	10274	249	5042	111	8985	47	7451	false	false	
14977			5	122	1	97	0	0	50	1102	7	902	1	252			27	1001	18	1819	3	795	76	2554	21	1952	5	565	false	false	
16458			16	517	35	4372	45	15511	192	4582	30	2448	18	4738			5	133	3	280	2	617	5	64	2	141	2	315	false	false	
16551			114	4360	67	7971	46	15053	215	4153	52	5848	18	3694			29	1183	16	2073	6	1129	52	1334	8	735	8	1856	false	false	
16748			16	515	9	1015	7	1898	35	862	10	870	5	986			11	580	16	2099	8	2287	30	889	8	1151	2	764	false	false	
16944	1401	938													75	77													true	true	
16953	17	110													18	245													true	true	
17110			0	0	0	0	0	0	2	38	3	265	3	968															false	false	
17147			225	9494	210	27157	509	205597	2520	50105	638	59407	710	197135			299	12028	221	28972	127	37039	365	8430	138	10789	88	15460	false	false	
17259			5	243	12	1388	3	1197	12	1041	7	1453	6	3784	91	31													true	false	
17464			77	2677	190	23980	289	115369	952	19939	189	15080	129	25389			5	251	3	162	1	124	21	240	8	194	0	0	false	false	
17950			87	3805	96	12262	62	20657	263	5687	39	4137	22	6309			55	2260	55	7465	39	10285	284	6678	34	3443	11	2927	false	false	
17978			43	1716	36	4732	20	7982	0	0	0	0	0	0			2	78	4	558	1	345	2	8	0	0	0	0	false	false	
18050			53	2180	62	8072	57	22379	298	5174	29	2780	11	3841			99	3925	38	4692	6	1602	140	1744	6	583	0	0	false	false	
18135			4	155	5	208	11	2647	69	2592	56	5693	50	12881															false	false	
18377			1	88	1	199	1	543	1	61	0	0	0	0			0	0	3	303	2	481	0	0	0	0	0	0	false	false	
18827			44	1790	40	4038	37	10742	116	2177	18	1813	20	4953			0	0	1	57	0	0	0	0	0	0	0	0	false	false	
18836			38	1332	29	3602	26	7627	39	997	4	542	2	1195			12	305	10	988	3	553	29	689	6	641	0	0	false	false	
18854			14	705	9	1117	8	3810	219	5862	43	5925	43	16862			21	804	18	2225	10	2916	96	2027	10	1321	4	1085	false	false	
19356			3	96	2	73	4	2037	4	85	10	902	11	4279			1	56	1	42	0	0	2	42	0	0	1	291	false	false	
19730			99	4916	223	29596	362	145849	232	8436	176	21721	232	82590			8	248	15	2439	8	2373	16	379	6	525	3	571	false	false	
19936			51	2236	64	7768	34	12314	53	2554	5	621	9	4957			45	2907	30	4397	24	8166	110	3140	28	3521	6	1967	false	false	
19972			0	0	0	0	0	0	0	0	1	116	0	0			0	0	1	86	0	0	0	0	0	0	0	0	false	false	
20053			48	1863	21	2696	11	2651	88	2171	17	1673	5	715			20	1300	19	3008	9	2234	110	3007	17	1972	1	447	false	false	
20512	78	28																											false	true	
20633			28	1020	35	3939	45	15638	38	1067	12	1853	4	1015			0	0	1	148	0	0	0	0	0	0	1	390	false	false	
20857			11	302	5	454	4	1005	119	1506	11	998	8	4091			6	293	21	2277	14	2949	228	1003	3	149	12	2314	false	false	
21256			1	19	2	203	0	0	9	115	1	116	0	0	1	1													true	false	
21359			5	142	7	1389	0	0	25	580	5	936	0	0	37	91													true	false	
21630			38	1349	32	4433	15	6022	137	2997	21	1994	6	2617			6	285	1	62	0	0	2	60	0	0	0	0	false	false	
21658			84	3252	37	3956	29	6141	151	2492	42	1698	14	2830			78	2919	72	7623	25	5385	186	2720	43	1557	20	965	false	false	
22048			45	1506	36	4252	32	13685	286	5271	28	2706	20	7098			2	75	3	249	1	197	15	297	2	106	6	455	false	false	
22543			28	1093	31	3976	26	9974	50	1034	3	394	1	300			4	125	2	276	0	0	0	0	0	0	0	0	false	false	
22552	73	238															48	2377	61	7679	26	7686	346	6979	49	4618	18	3583	false	true	
22730			48	1655	21	2161	18	7106	44	1615	18	1884	5	1832															false	false	
22936			12	607	18	2981	26	12060	139	2913	26	3030	18	4211			23	749	11	1588	6	2139	25	591	10	1051	6	971	false	false	
23045			16	622	7	1410	6	2241	8	131	1	64	1	318			3	248	2	340	2	526	0	0	1	210	0	0	false	false	
23456			92	3819	37	4293	17	5062	86	1805	19	2044	14	4096			38	1597	29	3241	6	1400	51	1100	16	1446	6	1526	false	false	
23504			26	1047	73	9714	254	121205	998	35187	155	18114	159	56769			0	0	1	215	0	0	0	0	0	0	0	0	false	false	
23643			51	1839	54	6432	25	843	156	3557	42	4441	24	5518			11	582	9	1216	3	1122	17	423	4	413	0	0	false	false	
23755			20	911	25	3498	63	29629	115	2812	23	3147	10	3695			2	130	0	0	2	492	4	90	0	0	0	0	false	false	
24006			18	997	56	7670	126	53495	161	4290	50	6081	50	22510															false	false	
24378			14	599	8	723	2	362	25	441	3	149	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24453			7	390	15	2032	18	8154	35	1067	10	1009	7	2319			0	0	0	0	1	245	0	0	0	0	0	0	false	false	
24659			21	1144	11	1212	10	2120	98	3476	15	1582	10	2009			14	761	8	1172	1	261	38	1597	7	1417	6	1999	false	false	
24668			29	1323	36	4908	47	21328	145	3934	45	4728	44	16992			44	1691	16	1879	1	398	24	376	6	811	2	729	false	false	
24855			0	0	0	0	0	0	35	522	6	772	0	0			7	276	1	167	3	932	52	872	9	786	2	586	false	false	
24949			104	4443	105	13837	107	39063	123	2312	28	3263	26	7179			23	1130	11	1387	3	618	44	834	5	624	1	99	false	false	
25357			34	2901	8	1340	32	25782	44	890	2	235	3	1709			4	127	0	0	2	826	0	0	0	0	0	0	false	false	
25647			5	132	13	1640	8	2477	1	7	1	98	1	300			0	0	0	0	2	420	0	0	0	0	0	0	false	false	
26176			3	163	27	3951	101	44414	4	162	0	0	2	455			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
26242			91	3335	66	7403	74	28172	342	6991	28	1843	17	3549			42	1006	32	4030	14	3492	22	268	5	422	14	757	false	false	
26457			14	270	0	0	0	0	9	257	3	227	1	26			54	1943	28	2418	16	4074	59	1025	2	132	0	0	false	false	
26765			9	504	43	6081	64	27797	147	4330	47	5493	54	16554			2	89	0	0	3	1272	1	4	0	0	0	0	false	false	
27070			3	230	1	88	1	285	0	0	0	0	0	0															false	false	
27548			92	3283	103	13667	76	21162	420	9671	190	17276	69	13083			2	123	5	541	2	449	3	52	1	94	0	0	false	false	
27614			29	1368	20	2027	13	3638	76	2266	17	2292	14	5908			8	372	9	1148	0	0	2	51	1	170	0	0	false	false	
27847			202	7110	83	10763	63	22856	401	6978	22	2032	7	2339			378	9625	84	11243	78	20649	325	4519	13	1278	1	435	false	false	
28013			8	264	39	4892	176	71828	116	2973	50	5361	78	24021															false	false	
28152			46	1931	28	4184	22	6899	187	3976	37	4032	14	2304			41	1560	75	9391	11	3231	107	2308	25	1720	15	3352	false	false	
28255			17	609	24	3224	19	7962	81	1462	11	912	9	3730			9	367	6	726	1	197	27	402	2	233	1	65	false	false	
28349			20	749	15	2405	11	4833	73	1617	19	1820	18	6003			9	235	4	552	4	1131	7	132	0	0	1	294	false	false	
28406			0	0	12	1218	49	22641	104	2653	27	2167	21	3946															false	false	
28572	13	0													1	0													true	true	
28675			35	1212	18	2009	5	1099	35	694	7	369	4	1403			27	844	12	1458	6	1634	18	352	4	488	3	674	false	false	
28732			58	2328	29	3555	20	7690	27	526	8	744	10	2537			1	57	2	123	1	207	3	113	1	161	1	355	false	false	
29104			9	367	44	5283	127	57986	128	3466	37	3407	24	10778															false	false	
29476			26	502	11	911	8	2365	69	1155	13	510	1	475			16	542	20	1953	8	1927	37	932	23	1782	17	1328	false	false	
29636			142	5199	100	12723	76	28897	466	6136	35	2405	14	4719	473	142													true	false	
29878			15	986	115	14588	400	142385	0	0	0	0	0	0															false	false	
29953			11	358	10	1347	15	5260	24	620	16	1454	12	3688			8	426	12	1369	11	3017	5	71	2	125	4	381	false	false	
30052			16	572	20	2407	8	2694	18	383	2	213	0	0			1	16	2	139	0	0	0	0	0	0	0	0	false	false	
30418																													false	false	
30502			58	2722	89	10292	152	58074	595	13813	50	3876	57	16391															false	false	
30650			7	256	14	2160	26	11120	155	1789	28	2350	20	3121			1	6	1	103	0	0	0	0	0	0	0	0	false	false	
30810	0	100722																											false	true	
30874			25	1394	44	6084	105	47765	40	1133	32	3367	42	10910			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
31134			25	1137	17	1990	12	3660	174	2982	12	1237	1	200			18	505	9	1255	2	689	26	482	9	849	4	482	false	false	
31255			12	434	18	2684	35	14776	138	2414	24	2476	34	5987	1	0													true	false	
31657	188	210													22	112													true	true	
31826			110	10802	47	6007	32	12950	153	4416	14	1168	6	1978	57	102													true	false	
31835			36	943	6	524	8	2850	144	3336	8	1093	7	1330			13	320	5	633	10	2999	95	2629	17	1509	20	3796	false	false	
32234			52	2310	15	2002	11	3866	20	287	1	1	5	1427			10	435	9	1320	6	1597	28	379	9	768	4	552	false	false	
32766			5	205	10	1419	11	2817	93	1850	5	638	1	338			0	0	2	211	0	0	4	61	0	0	0	0	false	false	
32971			51	2122	29	3439	18	6963	49	1257	17	1687	14	3510			6	178	1	143	0	0	2	83	0	0	1	264	false	false	
33147			75	2651	48	7061	60	30931	255	6656	45	7403	48	16638			26	999	24	3307	13	5057	25	1107	23	2773	20	4963	false	false	
33259			45	3454	80	11198	152	65339	206	5804	79	8420	75	22378			1	27	4	672	2	622	0	0	0	0	0	0	false	false	
33268			26	881	10	1684	7	2480	80	1295	14	1045	12	3970			27	1197	9	1114	5	970	94	1992	29	2512	16	2029	false	false	
33370			1	71	1	173	2	753	0	0	0	0	0	0															false	false	
33839			12	374	4	446	0	0	34	1274	1	212	0	0			4	66	3	239	4	678	34	2092	4	480	0	0	false	false	
33857			16	593	25	3136	39	16420	338	6807	47	5277	39	11954			26	1225	36	4400	12	3197	47	3585	16	1862	18	5711	false	false	
34153			17	771	25	3745	41	17784	53	1206	11	1238	17	6973			7	375	5	551	0	0	13	436	8	760	2	65	false	false	
34359			9	227	0	0	1	500	34	702	2	244	0	0			18	1305	5	837	3	895	25	789	6	879	0	0	false	false	
34425			42	2564	72	10426	63	23723	246	4916	47	5584	22	4987			0	0	1	157	0	0	1	20	0	0	0	0	false	false	
34434			79	2950	60	7887	66	27297	133	3305	32	3383	18	6560			27	1002	12	1384	1	157	27	809	11	1085	0	0	false	false	
34452			69	2418	26	3503	20	8099	131	3300	29	3406	16	4541			1	21	1	216	0	0	1	4	0	0	0	0	false	false	
34537			59	3058	132	18095	270	116869	306	8803	90	10840	56	20914			3	102	2	115	1	63	17	189	2	223	0	0	false	false	
34555			150	5290	23	3534	17	15822	186	3239	12	2019	6	4046			242	9505	73	11356	30	9438	402	6882	22	3399	4	1324	false	false	
34742			60	2501	45	6528	44	17850	171	3284	23	2204	9	2880			31	920	11	1062	5	1573	88	1436	5	686	0	0	false	false	
34836			10	474	6	870	7	2540	9	318	4	345	0	0			11	299	5	859	2	665	2	163	2	293	1	265	false	false	
35057			73	2920	30	4394	20	6383	196	3609	15	1594	9	1207			102	3980	54	5982	21	5892	202	3555	17	1686	5	1222	false	false	
35301			0	0	0	0	0	0	0	0	0	0	0	0															false	false	
35570			114	5155	264	38222	692	312319	411	11125	173	15434	212	53018			0	0	1	70	1	271	2	60	0	0	0	0	false	false	
35646			25	1062	7	1247	1	319	117	2817	6	1005	5	2605	7	35													true	false	
35842			44	1750	16	2286	17	6987	123	2762	11	1525	9	2504			12	590	5	661	5	1511	13	228	8	523	1	67	false	false	
35879			14	575	7	785	9	4142	5	97	4	529	2	761	2	0													true	false	
36456			13	252	6	780	1	359	93	2288	17	1901	4	1523			29	1343	35	4427	24	4946	228	4860	65	6489	39	8093	false	false	
36933			33	1441	20	2995	9	3560	155	2705	8	925	1	254			54	1596	6	623	2	587	39	710	7	867	1	255	false	false	
37051			33	1076	12	1522	14	4633	52	854	6	691	4	1028			48	2161	34	4746	19	4761	79	2019	22	2387	10	2694	false	false	
37341	23	67													20	32													true	true	
37435			170	6684	205	25599	198	73783	822	11321	64	6653	35	8241			20	756	14	2060	8	2077	19	394	1	132	0	0	false	false	
37640			512	23661	414	52170	470	202987	585	17772	245	28994	250	102951			180	6885	157	18937	134	42865	167	5273	64	7034	44	12836	false	false	
37659			23	668	4	467	3	914	94	2055	24	2286	5	2202			30	817	10	1390	4	997	136	2100	5	563	2	506	false	false	
37743			22	1523	17	2207	26	11848	103	2269	21	2406	16	7232			8	290	9	1411	7	2885	30	521	3	225	2	356	false	false	
37949			38	1426	18	2211	13	5574	122	2762	21	2130	24	8687			17	558	13	1815	7	2372	64	1397	25	2217	20	3903	false	false	
38740			45	1665	31	3851	35	12205	123	2680	22	2236	9	2010			11	428	4	336	3	619	0	0	0	0	0	0	false	false	
39327			53	1659	57	6283	85	29188	117	2219	21	1805	21	4175			2	32	5	622	3	740	0	0	0	0	1	178	false	false	
39420			241	7593	225	23535	276	92074	206	4448	106	8084	75	21602															false	false	
39475			167	7565	456	57851	806	322129	1056	21320	478	36153	486	115062			44	1579	65	6336	38	8891	111	2782	107	8969	72	12997	false	false	
39756			47	2775	77	10551	97	39034	530	12323	128	13086	112	31584			34	1600	34	4031	9	2439	211	5312	45	4181	26	6020	false	false	
40033			19	525	4	450	3	1671	37	686	9	1101	6	1426			81	1667	4	248	2	446	3	28	0	0	0	0	false	false	
40350			1	67	4	514	0	0	47	633	8	877	5	1936			2	73	5	579	4	1512	33	1079	14	1084	6	1050	false	false	
40499			11	593	32	4948	39	15437	196	4408	17	1748	10	3102			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
40707			77	2840	98	12161	85	28467	319	7984	94	9004	52	11988	2	0													true	false	
40855			13	438	12	1506	4	1222	69	1581	15	1987	3	830			10	357	29	3613	10	3281	46	982	15	1855	7	1424	false	false	
41245	31	59															17	787	21	2473	7	1995	69	1167	8	579	3	599	false	true	
41553			18	535	5	388	4	933	24	311	4	262	2	487			12	517	4	338	0	0	116	2033	17	1488	7	1819	false	false	
41629			22	1022	24	3028	39	16436	98	1661	24	1977	9	3223			2	18	2	248	4	719	8	158	0	0	0	0	false	false	
41825			0	0	12	1740	18	8708	28	1009	5	775	9	3685			1	84	1	235	2	738	2	81	0	0	0	0	false	false	
41937			7	212	6	848	4	1960	27	650	7	856	5	1354			7	420	5	610	10	4119	16	258	7	777	21	6695	false	false	
41955			5	163	2	228	0	0	8	86	0	0	0	0			6	228	23	2426	4	667	294	6646	20	2083	6	2267	false	false	
42037			102	3222	16	2321	6	2522	117	2945	20	3444	6	1760			95	2620	19	2776	2	723	25	434	1	121	1	351	false	false	
42055			14	474	12	1685	6	2009	34	550	10	1151	8	2993			20	642	14	1420	5	241	53	1345	11	1009	11	1574	false	false	
42354			43	1687	17	2314	7	4808	194	2723	6	730	8	2539			27	1217	10	1579	3	1033	106	1706	15	1825	0	0	false	false	
42372			15	1463	26	3021	34	12174	47	844	7	1148	4	1905	1	0													true	false	
42420			787	27008	748	79660	528	169918	4958	60138	468	39317	283	65973			14	465	9	806	3	590	6	215	1	89	1	269	false	false	
42448			120	4415	77	10109	63	23550	494	9013	55	5950	44	12933			159	6500	100	11879	51	15915	407	9024	95	10520	73	11356	false	false	
42457			2	62	0	0	0	0	12	389	7	970	9	3761			9	395	5	353	6	1681	62	1399	19	1615	7	3478	false	false	
42671			19	553	32	3470	121	39595	45	975	44	2978	48	8042			3	114	3	322	1	332	4	17	0	0	0	0	false	false	
43052			40	1051	36	3524	26	7769	61	917	19	1363	18	2458			1	50	0	0	0	0	3	10	2	166	0	0	false	false	
43351			12	591	1	39	1	347	46	933	6	592	1	406			4	153	3	380	5	1793	11	260	3	299	1	183	false	false	
43454			13	436	16	2246	1	357	41	529	1	46	4	872	23	33													true	false	
43744			17	768	27	3808	18	8389	22	536	8	776	4	1200			7	268	1	127	3	872	0	0	2	250	1	193	false	false	
43856			18	755	9	873	3	623	32	607	3	288	2	376	1	0													true	false	
43959			28	1135	28	3472	29	8974	111	2981	15	1509	9	3834			0	0	0	0	0	0	2	63	2	318	0	0	false	false	
44040			92	3153	43	4769	36	11725	147	2845	13	1074	7	2250			171	7600	106	13338	44	11604	234	5967	84	9522	28	6282	false	false	
44433			2	113	11	1417	49	21735	7	197	6	918	11	2721															false	false	
44741			94	3485	81	9735	89	27967	155	3698	32	3645	13	3824			3	75	5	826	1	183	1	30	1	142	0	0	false	false	
44750			71	2447	47	5897	46	18511	81	1843	15	1606	13	5609			10	277	10	1489	8	2821	9	279	1	161	0	0	false	false	
44929			29	1055	24	2761	24	5966	37	717	3	198	2	289			4	154	1	52	1	165	1	20	1	15	0	0	false	false	
45038			7	304	11	1043	14	4846	60	1631	19	1993	28	5615			18	804	20	2107	10	2394	21	463	12	349	5	1129	false	false	
45047			57	2119	32	3878	6	1562	178	2549	10	788	2	229			93	3659	44	5739	20	4857	159	2138	7	843	2	557	false	false	
45056			12	344	6	603	5	1391	98	1995	13	1800	16	4456			22	723	10	1120	2	604	112	3458	33	3404	18	3005	false	false	
45430			42	1317	14	1736	9	3862	63	692	1	148	0	0			4	186	3	317	2	600	18	205	0	0	0	0	false	false	
45458			20	992	7	850	5	1682	49	899	7	847	4	1222			21	1203	22	2614	6	1962	102	2115	9	1005	3	629	false	false	
45551			115	4245	80	9562	60	17216	1542	41577	212	20345	60	12968			169	5944	253	26159	171	61496	932	23192	282	27142	198	43794	false	false	
45560			30	1199	89	11883	150	59398	346	9701	121	12716	126	36671			3	218	4	678	5	1274	4	35	2	303	2	639	false	false	
45775			35	1382	50	6395	57	21356	13	297	2	88	1	368															false	false	
46053			45	2145	47	6075	54	22306	186	4062	22	2041	19	4697			14	587	13	1468	9	1746	95	2117	10	1185	0	0	false	false	
