"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
7456	21064	0	14533	17683	0	36851	0	0	0	0	37382	0	1504		10629	0	2239	22318	35878	0	0	237	0	0	3938	6754	3288	357	10692	302	843	836	0	3708	1981	0	1145	0	true							
7634	7601	0	2204	12270	0	18652	0	0	0	0	38256	0	179		12572	1105	4751	16448	37977	0	100	2460	0	0	3396	17588	2719	975	20984	2037	2552	0	284	12106	4872	0	4589	0	true							
8033	21211	0	2385	62076	0	92356	0	0	0	0	113465	0	902		40918	92	6641	89971	103796	0	8767	3241	0	0	13932	38352	18448	8085	52284	1758	5758	3595	2234	37899	13345	0	7516	8767	true							
8462	1300	0	6101	68840	0	107386	0	0	0	0	42784	0	9892		7851	6704	3538	101035	32892	250	0	1257	0	0	7565	11339	1507	0	18292	9123	4762	484	0	12560	14369	0	13885	0	true							
8631	17530	0	332	16115	0	22064	0	0	0	0	34119	0	760		8503	1790	2851	21732	33359	0	0	1000	0	0	3516	4246	4460	1478	7762	837	0	262	0	5197	1099	0	837	0	true							
9357	142916	179	249	49688	0	56898	0	0	9594	0	381204	7366	0		1103	234458	1155	56470	373838	0	0	472	9594	9594	600	776	551	0	1376	1903	0	0	0	824	1903	0	1903	0	true							
9553	16997	0	9821	16414	0	38814	0	0	7098	0	65152	0	1874		15597	8705	6312	28993	54104	0	9174	0	7098	5210	4791	21926	8867	249	26717	360	2660	596	0	20236	3616	0	3020	4113	true							
9807	518705	0	31722	74462	0	127780	0	0	60000	0	1829278	0	384178		143196	796450	67801	96058	1445100	0	0	4548	60000	60000	30504	123615	205183	8188	154119	100134	43149	1744	1607	224294	146633	0	143283	198158	true	6632	11018	466002	330448	331032	187673	
9955	11725	14	3492	21373	0	40176	0	0	5095	0	69661	0	16646		7546	39740	1289	36670	53015	0	0	0	5095	5095	7412	7573	1812	391	14985	700	308	0	0	9642	1008	0	1008	0	true							
10250	141312	0	1394	24623	0	48443	0	0	1919	0	325050	0	8926		46133	98944	29032	47049	315875	0	249	10062	1919	1725	10889	16627	34169	8305	27516	2380	255	10464	1705	23857	14804	0	2635	498	true							
10849	66529	0	3743	10915	0	28131	0	0	0	0	215391	0	45408		45214	21741	8461	24387	169983	1	0	2079	0	0	18482	65875	19250	686	79181	3580	16622	2626	0	59079	22828	0	20202	11469	false							
11145	30153	0	43474	49969	0	111142	0	0	0	0	98777	0	12510		16544	31541	7568	67467	86267	201	0	3758	0	0	2997	12240	5133	6518	15237	1004	4496	1694	3001	10344	10195	0	5500	0	true							
11640	151526	4	5722	14523	0	27761	0	0	0	0	261463	0	39758		36327	26496	18435	22035	221705	0	0	9755	0	0	8387	24590	17583	13990	32915	5991	5107	3879	3916	28222	18893	0	11098	0	true							
11837	5035	0	13320	7132	0	30298	0	0	0	0	33586	0	445		14265	5480	2864	16978	33141	0	0	765	0	0	4902	8668	5636	3299	13570	305	260	0	0	8240	565	0	565	0	true							
12030	38018	0	14732	84277	0	115902	0	0	0	0	182334	0	2028		60581	40563	20185	101170	180106	0	200	1771	0	0	20429	54282	19229	4269	74711	478	4476	293	297	37628	5544	0	4954	0	false							
12142	30252	0	13813	61299	0	117325	0	0	0	0	85209	0	7582		21960	13814	7850	103512	77627	0	0	1543	0	0	15639	14298	871	0	23962	6037	3992	306	0	8848	10335	0	9655	0	false							
12179	6246	0	0	7203	0	10492	0	0	0	0	22817	0	755		7420	6243	1459	10492	22062	0	0	107	0	0	1299	2955	3774	1545	4254	755	0	0	0	2153	755	0	755	0	true							
12311	10764051	48	2641054	5484629	0	6605837	0	0	3455915	0	73942530	0	3040532		2162077	60013829	646288	3963040	70901998	1695	0	87611	3455915	3445667	525696	1076106	849709	177983	1601801	338818	121557	64990	9791	467417	535156	0	460375	0	true	535233	484730	21885161	35289419	640830	10094903	
12647	25663	0	1439	39059	0	48083	0	0	12720	0	95435	0	5559		18651	26949	6358	46644	89876	0	0	1434	12720	2952	6402	14031	6827	261	20433	1433	3756	4426	5687	8870	15302	0	5189	0	false							
12656	2158	0	767	3659	0	5902	0	0	0	0	9321	0	1917		2785	1536	872	5135	7404	0	0	228	0	0	985	2660	1848	134	3645	0	0	0	0	2842	0	0	0	0	true							
12937	11610	0	0	53123	0	68190	0	0	12488	0	92153	0	0		7738	34378	4857	68190	92153	0	0	3239	12488	12488	8224	11191	2255	286	19415	12912	10680	617	0	14218	24209	0	23592	0	true							
12946	62117	26	98806	84996	0	235305	0	0	2020	0	917910	0	276434		138660	324278	50261	136473	641476	0	0	22823	2020	2020	60396	132772	73587	23363	191734	85259	107799	44159	4180	151458	241397	0	192741	0	true	31403	36912	149346	82216	55085	7032	
13103	480437	0	26304	83561	0	197830	0	0	25025	0	1421571	0	360158		157686	598902	65890	171278	1060065	248	1348	23024	25025	0	28964	56078	93287	54256	85042	34425	39128	23498	12596	74899	109647	0	73553	0	true	7980	71112	92186	106102	177508	142845	
13251	3325	0	772	6869	0	11197	0	0	0	0	28159	0	1097		6750	17114	1325	10425	27062	0	0	0	0	0	1968	4810	692	0	6778	0	250	0	0	720	250	0	250	0	true							
13457	2934	0	1045	4043	0	8436	0	0	0	0	10100	0	1045		2515	2039	1303	7391	9055	0	0	249	0	0	932	2783	457	0	2365	395	560	0	0	1657	955	0	955	0	false							
14052	10023	0	1760	14155	0	21571	0	0	0	0	29070	0	320		5308	10777	2461	19811	28750	0	0	851	0	0	1291	4193	1733	0	5484	790	262	0	0	1909	1052	0	1052	0	true							
14155	17890	0	1368	48072	0	88195	0	0	34591	0	86705	0	9709		15421	35477	6656	86827	76996	0	0	2522	34591	34221	5024	14428	7025	2100	19451	2255	1662	844	0	13155	4762	0	3917	0	true							
14650	7209	0	2478	9111	0	14144	0	0	0	0	12593	0	72		3343	819	1269	11666	12521	0	0	257	0	0	1885	2147	162	0	3773	0	0	370	0	851	370	0	0	0	false							
14753	14805	0	679	12744	0	12744	0	0	0	0	25862	0	2151		7456	0	3390	12065	23711	0	0	775	0	0	1976	7359	827	136	9335	500	0	259	0	2842	759	0	500	0	false							
14865	73927	7	20992	193691	0	193691	0	0	35885	0	165659	0	13920		23630	45862	11150	172692	151739	0	0	3032	35885	35440	19588	12819	7319	3573	28963	500	1318	752	0	19669	2570	0	1818	1981	true							
14977	5242	0	0	6240	0	10109	0	0	0	0	29083	0	0		8441	1179	3402	10109	29083	0	0	1140	0	0	3997	10305	2046	326	14296	1200	4098	689	0	8234	5987	0	5298	0	false							
16551	44511	0	7121	61549	0	104958	0	0	7518	0	179419	0	14001		60324	46124	25124	96821	165418	1016	0	7472	7518	2487	11773	27780	36571	1460	39534	1109	4750	5341	0	17260	11200	0	5859	0	true							
16748	17421	0	2306	21607	0	26348	0	0	0	0	47380	0	1449		11010	10121	4311	24042	45931	0	0	1743	0	0	2551	5220	7133	2727	7496	506	622	561	517	6621	2206	0	1127	0	false							
17110	0	0	0	0	0	0	0	0	0	0	116973	0	6466		13671	0	5171	0	110507	0	0	3080	0	0	50347	0	0	0	50347	66626	0	0	0	36676	66626	0	66626	0	false							
17147	4066150	0	75172	245527	0	429325	0	0	374886	0	6512376	0	897622		959744	982630	162819	353193	5614754	960	0	27593	374886	116047	144781	422559	553087	138344	548649	88928	50676	61090	4132	299027	204825	0	139604	0	true	1193	71805	616917	247769	1726013	1909457	
17259	12116	0	1362	9711	0	15484	0	0	0	0	32023	0	2986		9851	1659	4989	14122	29037	0	0	2092	0	0	4265	5552	5883	446	9817	0	300	1545	257	6295	2102	0	300	0	false							
17950	55042	324	32593	77963	0	158660	0	0	44176	0	259707	287	30450		32394	123267	11002	125743	216970	0	12000	4632	32176	32176	14487	25664	10404	2589	40151	11791	13290	2843	330	20750	28254	12000	24580	0	true							
17978	57324	0	0	3924	0	30429	0	0	0	0	159812	0	910		53548	3674	35843	30429	147022	0	11880	14819	0	0	14618	35971	10569	17562	50589	925	16070	562	2538	25172	20095	0	16995	0	true							
18050	72489	0	36142	167664	0	226349	0	0	0	0	245402	0	10925		46409	55211	11087	190207	234477	0	0	3057	0	0	18076	41773	17357	1934	59269	8716	20635	8704	506	32731	38562	0	29351	0	true							
18135	35023	0	0	83366	0	109354	0	0	25607	0	125700	0	0		12943	53110	3484	109354	125700	0	0	311	25607	25607	4296	7917	4888	1683	12075	6423	7454	4906	0	5841	18783	0	13877	0	true							
18827	258208	0	137742	328799	0	553627	0	0	7824	0	522004	0	84356		77906	115792	24289	414239	437383	1646	265	5528	7824	7672	15954	48412	31420	17713	64366	7815	21044	3978	1667	35593	34505	0	28859	0	true	33192	50879	25005	56229	4674	232181	
18836	16559	0	1743	29658	0	38587	0	0	2872	0	89762	0	2600		36902	12885	13103	36844	87162	0	0	4045	2872	2414	19302	18773	12626	6920	34644	304	1116	1278	0	20718	2697	0	1420	0	true							
18854	65237	0	58374	217799	0	244962	0	0	184613	0	344897	0	42604		32284	35298	3380	186588	260957	0	41336	1217	184613	170600	27447	118172	39002	1529	145619	12752	35574	9610	275	153866	58211	0	48326	41336	true							
19356	8044	0	4741	19040	0	38320	0	0	6001	0	33592	0	730	0	10333	4550	1460	33508	26861	71	6001	0	0	0	2510	6163	4276	478	8650	0	4571	3000	0	3094	7571	4001	4571	0	true							
19936	14231	0	26196	52339	0	134131	0	0	0	0	121608	0	9882		20175	57722	9589	107935	111726	0	0	4495	0	0	7498	19324	7952	7608	26822	0	2791	1679	2803	22207	7273	0	2791	0	true							
19972	73034	0	0	0	0	0	0	0	0	0	73034	0	0		0	0	0	0	73034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	12299	0	1460	18046	0	25374	0	0	9205	0	57187	0	8031		25709	4088	7892	23914	49156	0	0	1358	9205	3089	5326	7025	18951	3074	12351	253	3377	2794	0	8667	6424	0	3630	1986	true							
20633	65076	0	23929	25875	0	105217	0	0	5860	0	145259	0	853		30947	18061	12643	81283	144406	5	0	3915	5860	5859	6565	17847	21189	11900	24412	0	864	3237	520	26554	4621	0	864	0	true							
20857	8104	0	12187	30768	0	70268	0	0	248	0	36914	0	8608		4864	18176	2253	58081	28306	0	0	0	248	248	1401	5447	1735	210	6848	786	1055	0	0	3929	1841	0	1841	0	true							
21256	1111	0	2271	2508	0	5207	0	0	0	0	3914	0	354		1050	599	1615	2936	3560	0	0	818	0	0	214	71	900	201	285	0	0	0	818	336	818	0	0	0	true							
21359	11934	0	1846	11721	0	18709	0	0	0	0	27026	0	1458		4267	6785	3750	16863	25568	0	0	0	0	0	2154	4359	789	133	6513	872	0	0	0	3168	872	0	872	0	true							
21630	15508	0	2047	19241	0	30544	0	0	0	0	53988	0	7706		8884	11112	1896	28497	46282	0	0	379	0	0	4464	10320	2020	147	14784	4033	6382	0	0	8068	10415	0	10415	0	true							
21658	24600	2	3754	19204	0	65594	0	0	1	0	81490	0	1237		31855	8969	16256	61838	80253	0	0	5356	1	1	8302	14731	14454	5871	23033	1598	1552	715	698	11503	4563	0	3149	0	true							
22048	20407	0	21339	92385	0	92385	0	0	9042	0	91027	0	17227		23739	0	7317	71046	73800	0	0	3188	9042	9042	15087	27092	9598	153	42179	12730	4859	1101	0	28191	18690	0	17589	0	true							
22543	18908	13	10254	32353	0	67150	0	0	0	0	42746	0	3927		6768	13639	3245	56883	38819	0	0	1183	0	0	1346	4666	1665	1867	6012	0	254	0	400	2777	654	0	254	0	true							
22552	13437	0	3317	15163	0	30659	0	0	1498	0	42107	0	3746		15169	4134	3412	27342	38361	0	0	723	1498	249	2749	8591	8157	2712	11340	761	567	1000	0	7039	2328	0	1328	1618	true							
22730	187	0	11843	58459	0	86997	0	0	0	0	73161	0	6121		12338	54901	3158	75154	67040	0	0	459	0	0	3538	5493	5180	2222	7477	1640	0	0	0	4095	1640	0	1640	0	true							
22936	13728	0	3355	59083	0	79196	0	0	0	0	85704	0	570		22316	34465	6484	75841	85134	0	0	1495	0	0	5560	16481	12109	30	22041	277	2350	704	0	11864	3331	0	2627	0	true							
23456	11265	0	2267	16095	0	48866	0	0	0	0	52899	0	7183		20579	6287	5963	46573	45716	26	0	3007	0	0	2644	7862	11667	7550	10506	1575	2325	830	894	9144	5624	0	3900	0	true							
23504	1254027	0	37237	450126	0	487827	0	0	160419	0	2727329	0	411017		63794	1249997	20054	450590	2316312	0	0	6136	160419	155171	18638	63611	42725	5045	82249	13528	23834	14792	41132	66225	93286	0	37362	0	true	50144	6048	346413	580421	432373	628831	
23643	13533	0	14466	34319	0	77940	0	0	0	0	94108	0	9564		30681	2253	7646	63474	84444	0	100	2891	0	0	8509	30681	15460	0	39190	5539	9290	6841	2000	23969	23670	0	14829	0	false							
23755	56940	44	6257	47918	0	92658	0	0	0	0	93605	32	9713		13410	13846	6286	86357	83860	0	0	1143	0	0	4645	7754	4909	2724	12321	0	1287	1000	500	6622	2787	0	1287	0	false							
24006	508819	0	14566	134175	0	316206	0	0	0	0	842983	0	21203		163830	28590	61942	301640	821780	0	0	15818	0	0	27784	74332	75256	77764	102116	1901	9683	14776	24077	91306	50438	0	11584	0	true	48994	80430	21796	6794	426910	53668	
24378	18587	0	0	7851	0	13343	0	0	0	0	43849	0	500		18375	138	7378	13343	43349	0	0	1794	0	0	3154	5741	7890	8044	7915	296	0	0	0	6454	296	0	296	0	false							
24453	9795	0	2196	71255	0	92341	0	0	20169	0	170103	0	12654		25025	114886	4411	90145	155710	0	1739	3193	20169	7586	3759	13806	13142	4426	17565	7706	1004	1578	0	10109	10288	0	8710	1984	true							
24659	21702	0	1151	14083	0	25185	0	0	0	0	33018	0	1450		6660	978	3197	24034	31568	0	0	870	0	0	3799	3902	1673	385	4840	325	255	0	0	3099	580	0	580	0	true							
24668	215072	0	12576	58851	0	78745	0	0	197943	0	1324612	0	84595		70435	747425	33180	66169	1236873	0	3144	18952	197943	197042	145272	57392	18594	7196	134940	73155	47068	12624	814	158019	133661	0	76778	0	false							
24949	46033	0	7689	98282	0	138928	0	0	3853	0	205396	0	5457		73953	54704	14566	131239	199939	0	0	3257	3853	3853	21922	44250	32681	266	64056	452	2187	2901	0	25166	5540	0	2639	0	true							
25357	12912	0	10859	46988	0	177825	0	0	21558	0	170522	672	6390		56242	54491	9200	166966	163460	0	0	3958	21558	21558	28220	52421	6844	8377	80641	257	2896	1129	2976	39620	7258	0	3153	0	true							
25647	11330	1	0	13208	0	14135	0	0	0	0	81951	0	0		14724	6673	4842	14134	55751	0	26200	2662	0	0	8610	16960	23742	8589	25570	587	3893	1567	0	43177	6047	0	4480	26200	false							
26176	37926	0	245	24345	0	37396	0	0	57311	0	261666	0	23383		29351	37438	4490	37151	227404	0	10879	1645	57311	57085	18252	101695	21240	1795	119946	31720	9973	1120	507	113631	43320	0	41693	9930	true							
26242	152441	0	35908	68921	0	150348	0	0	0	0	244644	0	9631		36479	26469	14044	114440	235013	0	0	3910	0	0	15562	36926	7259	343	52488	642	2667	2334	0	23612	5643	0	3309	0	true							
26457	2457	0	1842	4486	0	7769	0	0	0	0	16188	0	1204		3938	6938	286	5927	14739	0	245	0	0	0	1553	3400	1119	221	4953	500	0	0	0	2355	500	0	500	0	true							
26765	12911	0	10301	131717	0	188562	0	0	0	0	283562	0	12380		9489	185904	2738	176882	271182	1379	0	1447	0	0	5541	22012	8325	2125	27553	7133	29649	7901	2061	28514	46744	0	36782	0	true							
27070	186264	0	814	34686	0	34686	0	0	0	0	433889	0	6427		139965	0	60595	33872	426711	0	751	18791	0	0	70241	106671	38246	5233	163163	8121	15384	3729	0	80426	27234	0	21865	0	false							
27548	229523	0	28296	72812	0	159295	0	0	56766	0	452798	0	35090		35995	124345	18381	123159	417708	7840	0	744	56766	56766	17415	23216	20631	11328	40631	8285	15410	2277	367	36594	26339	0	23695	0	true							
27614	66972	0	2074	93504	0	163896	0	0	0	0	174040	0	28421		37824	40845	23932	161822	145619	0	0	8327	0	0	9758	16241	15846	10542	23313	5727	4369	2939	803	14563	13836	0	10095	0	true							
27847	49088	0	30192	91376	0	151444	0	0	18242	0	347210	0	43320		103876	35728	30726	121252	291647	0	12243	14201	14236	14236	25744	99845	80624	6161	125589	6929	25405	17039	648	108498	50021	4006	32334	12243	true							
28013	447002	0	107595	129970	0	292853	0	0	139430	0	2482186	0	185576		382451	1347611	79971	185258	2296610	0	0	29312	139430	91697	111073	205829	243155	32351	316902	6400	34309	49833	4623	209957	95165	0	40709	0	true	82219	103039	1180403	167208	445103	1899	
28152	24474	0	3166	26287	0	40421	0	0	6	0	76050	0	10541		19103	27348	7651	37255	65509	0	0	1655	6	6	3915	8481	10016	1562	9417	0	254	0	0	4871	254	0	254	0	true							
28255	34693	0	37249	70184	0	218728	0	0	0	0	110670	0	203		12760	26980	2740	181259	110363	220	104	822	0	0	8813	17894	4812	1570	26707	7072	3059	5115	662	20329	15907	0	10130	0	false							
28406	244650	0	3126	88538	0	144576	0	0	276874	0	1900426	0	151786		381870	999905	43478	141450	1697818	0	50822	17866	276874	276874	172596	168453	168726	37022	341049	5928	32864	57238	13044	164927	109073	0	38791	50822	true	18709	39344	479569	520325	201122	43528	
