"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
142049	9103	0	11897	16290	0	51591	0	0	1074	0	56874	0	1831	12981	17389	19256	8565	39694	55043	0	0	2012	0	0	6840	7641	6844	3282	3746	2129	1780	0	0	7219	3909	0	1074	2129	0	false							
142179	35185	0	469	103	0	12516	0	0	0	300	104625	0	6205	2681	43136	343	9884	12047	98120	0	0	2451	0	0	15134	32060	14404	422	47194	2466	3462	1150	0	18884	7077	0	0	5928	0	false							
142955	201204	0	415	34330	0	59061	0	0	75462	0	482333	0	38590	10135	36885	29975	3588	58646	381576	0	62167	1211	75462	62882	52082	115457	40381	859	167539	6407	20086	10881	5000	171894	42374	111392	0	26493	61691	true							
143372	13651	0	19782	61591	0	69855	0	0	0	0	32261	0	1493	17357	6706	9098	2139	50073	30765	0	3	258	0	0	1862	4723	2121	550	6584	0	254	0	0	2552	254	0	0	254	0	true							
143662	9066537	0	136217	1974363	0	1974363	0	0	1212009	0	20638610	0	1783145	1752512	2050812	6930815	409194	1838146	18854714	0	751	110862	1101358	1093592	901152	1573981	897409	36744	2474920	133787	578278	448658	71250	1358474	1231973	35505	110651	712065	250	true	322592	346769	3266058	2569146	3964263	4596483	
143859	11264	0	7894	41013	0	53595	0	0	9569	0	184094	0	17449	18398	44830	42096	7000	45701	166645	0	0	3100	7569	944	22505	40402	36582	4254	61290	4869	13153	7978	990	58913	26989	5564	2000	18022	2983	true							
143952	38378	0	7989	38431	0	62111	0	0	0	0	73812	0	5813	12101	12813	17754	5498	54122	67999	0	0	411	0	0	3691	7916	4132	1081	11607	609	251	0	0	4008	860	0	0	860	0	true							
144034	139965	0	7672	12070	0	26927	0	0	0	0	209597	0	39590	45295	16323	29061	6393	19255	169951	0	56	2043	0	0	5090	23106	2328	47	28196	1000	8999	0	0	14249	9999	0	0	9999	0	true							
144052	260618	0	5118	37456	0	37456	0	0	0	0	350917	0	48338	35672	46877	18474	14645	31822	302579	516	0	4206	0	0	11026	20428	22401	10943	31454	513	1671	3614	1229	17921	7027	0	0	2184	0	true							
144155	6928	0	1205	67299	0	148455	0	0	0	0	110442	0	685	1139	9200	76631	1458	147122	109757	128	0	278	0	0	2067	9490	2835	897	11557	8003	1580	2011	0	6089	11594	0	0	9583	0	true							
144678	117581	3	167	33895	0	73560	0	0	0	0	265625	0	9062	8477	83873	6553	27940	73390	256563	0	0	8576	0	0	28061	60880	29612	3551	88941	4830	7674	6570	312	38231	19386	0	0	12504	0	true							
144856	32685	0	6118	57792	0	108601	0	0	0	0	139556	0	1455	7573	15645	66732	6834	102483	138101	0	0	3036	0	0	3209	10365	11290	1161	13574	1934	7934	4246	0	10380	14114	0	0	9868	0	true							
144913	69029	0	6029	57971	0	68671	0	0	0	0	225776	0	3447	5407	84020	16916	45429	62642	222329	0	0	24339	0	0	17673	40936	41406	23178	58609	4248	4038	6441	1911	39173	16638	0	0	8286	0	false							
145059	13445	0	3124	17563	0	40787	0	0	0	0	39436	0	10014	8795	6764	0	4164	37663	29422	0	0	1707	0	0	5221	11979	2581	669	17155	4200	1049	292	0	13686	5541	0	0	5249	2799	false							
145545	100192	0	21315	68395	0	161055	0	0	0	0	233759	0	16192	30560	63642	41160	29517	139740	217567	0	0	11341	0	0	32595	24553	25210	3565	38049	2891	1058	2262	273	22282	6484	0	0	3949	0	true							
145554	18339	0	1131	92782	0	92782	0	0	0	0	69398	0	0	632	10075	28791	6169	91489	69398	162	0	2434	0	0	4128	7442	3666	1130	11540	373	4891	258	380	6292	5902	0	0	5264	0	true							
145741	24258	0	16681	39871	0	74428	0	0	0	0	98333	0	12522	24457	24273	28697	6624	57747	85811	0	0	1788	0	0	6013	7969	15634	4526	13982	6237	3181	1379	439	9869	11236	0	0	9418	0	true							
145750	10657	0	7740	16097	0	38096	0	0	0	0	74646	0	16006	22737	11515	43717	3997	30356	58640	0	0	1136	0	0	3755	6790	7053	978	10545	254	0	780	662	7061	1696	0	0	254	0	true							
145844	69361	0	39740	82818	0	174612	0	0	0	0	180575	0	8407	0	48572	34056	13394	134872	172168	0	0	3456	0	0	8791	22781	36719	2402	31165	0	3645	2515	304	22122	6464	0	0	3645	0	false							
145956	6401	1	882	6681	0	9550	0	0	3951	0	85609	3500	11997	858	17037	352	3614	8667	35096	0	35016	2882	3951	3121	15423	24192	27008	5537	39615	2732	2617	848	498	55124	6695	0	0	5349	35800	false							
146056	2545	0	7375	5438	0	30122	0	0	0	0	8211	0	259	6847	1990	3024	664	22747	7952	0	0	0	0	0	1189	1320	130	3	2509	0	0	0	0	652	0	0	0	0	0	false							
146663	576735	4	1740	62620	0	62674	0	0	0	0	847063	0	16998	6797	75243	150989	57406	60863	830065	67	0	15636	0	0	18378	34416	38725	17371	52794	1711	1157	6746	835	33647	10449	0	0	2868	0	true	24703	6993	117940	30915	357975	203896	
146672	10770890	0	39139	1147289	0	1147289	0	0	634942	0	14795294	0	1171239	98023	1483163	682583	205168	1063789	13572475	44361	51580	76190	634942	85253	429411	1151844	865047	31077	1581254	219996	508593	106678	29175	994216	864442	188935	0	728589	0	true	40077	344732	493940	188643	3923179	5979406	
147651	10301	0	7863	7992	0	20496	0	0	0	0	24035	0	1695	7964	5192	1664	1681	12633	22340	0	0	708	0	0	2544	4249	2860	18	6793	1509	300	590	0	4479	2399	0	0	1809	0	false							
147679	57440	0	266	44618	0	48725	0	0	0	0	159892	0	545	109	51993	4769	14530	48459	159347	0	0	5957	0	0	19470	36424	26534	2718	54781	4437	4618	3482	0	33153	12537	0	0	8116	0	true							
147857	39763	0	38284	37519	0	104496	0	0	0	0	116078	0	2377	39797	24820	15756	6729	66212	113701	0	0	2206	0	0	10636	22314	14023	10345	32950	260	1872	827	282	32498	3241	21483	0	2132	8711	true							
147923	53445	0	2977	109641	0	125001	0	0	0	0	196020	0	14836	0	21349	86634	7245	122024	179556	0	1628	2155	0	0	5938	20500	11558	5410	26437	1054	10347	1134	0	22057	12535	25469	0	11401	0	true							
148171	55193	1	1799	37863	0	72806	0	0	0	0	123598	0	18938	17976	22942	26017	8854	71006	104660	0	0	2931	0	0	8771	14744	10609	831	23515	561	3218	3654	0	12013	7433	0	0	3779	0	true							
148238	13232	0	4635	22506	0	46902	0	0	30338	0	125477	0	18481	5416	28262	22079	13110	42267	106996	0	0	7178	30338	30338	17089	33240	18990	1725	50329	6796	8365	3371	590	42782	19122	16782	0	15161	13716	true							
148340	10502	0	6534	18652	0	38436	0	0	0	0	45757	0	10087	14032	7516	14030	996	31902	35670	0	0	277	0	0	1664	6231	4229	498	7895	5022	2870	712	0	5106	8604	0	0	7892	0	true							
148470	103225	0	3707	47697	0	78177	0	0	0	0	130857	0	40050	40716	11545	766	6061	74470	90790	0	17	1657	0	0	5271	6868	4649	1613	12139	8465	0	0	0	6856	8465	0	0	8465	0	true							
148715	22059	0	4331	22003	0	54919	0	0	0	0	46836	0	832	3570	14016	2038	4735	50588	46004	0	0	587	0	0	4759	10245	4543	1972	14798	0	820	400	0	7502	1220	0	0	820	0	true							
148809	101096	0	54519	53088	0	142445	0	0	0	0	294356	0	1934	53703	99926	30269	26038	87926	292422	0	0	6899	0	0	23261	102184	27269	2474	125445	0	6220	1315	268	55262	7803	0	0	6220	0	true							
148920	10934	0	1882	7639	0	17760	0	0	0	0	22669	0	1249	3131	4981	0	560	15878	21420	0	0	0	0	0	1087	2832	2872	1001	3919	0	1656	0	2286	2812	3942	0	0	1656	0	false							
149150	23932	0	12344	21045	0	46111	0	0	0	0	60478	0	3797	0	19562	8892	5722	33767	56681	0	0	756	0	0	3094	11342	9923	324	14436	0	2315	655	0	5122	2970	0	0	2315	0	true							
150035	132320	0	169885	199102	0	369034	0	0	38420	0	851761	0	56513	189204	96086	521493	36045	199149	793767	0	1481	12265	38420	9116	50974	75819	27413	16652	126793	6983	13197	3831	3079	74772	27090	29712	0	20180	0	true	49486	78741	313300	208193	126392	5928	
150044	316351	3	4660	41491	0	127313	0	0	6865	0	411212	0	36055	0	45775	7056	17319	122650	375157	0	0	5786	6865	6865	17639	19770	24730	6530	37409	2320	10091	5254	1471	22894	19136	28637	0	12411	0	true							
150156	5657	0	1579	5203	0	8531	0	0	0	0	12674	0	544	1873	4984	0	1060	6952	12130	0	0	0	0	0	1083	2814	2216	132	3897	0	772	0	0	1261	772	0	0	772	0	true							
150727	340966	0	7613	40047	0	60425	0	0	0	0	574557	0	107715	104345	57326	54999	21232	52567	450495	245	16347	7222	0	0	16526	49589	47645	11511	66114	12904	27604	11940	876	67943	53324	4724	0	40508	0	true							
151546	11794	0	5082	11113	0	26323	0	0	0	0	41617	0	632	2733	11492	7834	2729	21241	40985	0	0	0	0	0	3426	5804	5740	3916	9230	0	2031	0	1072	7394	3103	0	0	2031	245	true							
151957	24963	0	12178	69529	0	99567	0	0	50707	0	268106	0	25590	22964	69952	108789	10835	87389	242516	0	0	1621	14765	8055	47780	53856	5324	7389	101636	9921	10084	0	0	44396	20006	3990	35942	20005	8126	true							
152057	13309	0	18874	41679	0	73821	0	0	0	0	50058	0	5945	24817	9203	8365	5957	54942	44113	5	0	3008	0	0	4109	6711	3292	2075	10279	4586	4545	3066	0	6985	12197	0	0	7380	0	true							
152253	49821	0	571	34581	0	41523	0	0	0	0	125807	0	12659	10076	26682	15207	10474	40952	110210	0	2938	3384	0	0	3268	12345	18665	9555	15613	765	3233	7782	5166	17151	16946	0	0	3998	0	true							
152431	19787	0	17728	26052	0	64836	0	0	0	0	98408	0	20597	36337	23459	23301	3928	47108	76472	0	1339	1023	0	0	14277	20242	5440	839	34519	6286	6583	1203	450	17339	14522	0	0	12869	1339	false							
152440	12111	0	2342	16366	0	28007	0	0	0	0	86895	0	2700	4091	37387	5945	7163	25665	84195	0	0	3355	0	0	6615	25452	27646	3791	32067	905	3037	1395	0	26117	5336	0	0	3942	0	true							
153054	58414	0	14323	109010	0	182752	0	0	0	0	218768	0	12005	0	57109	81269	13270	168429	206763	0	0	2295	0	0	11825	50812	9695	0	62637	1357	5120	276	0	15223	6753	0	0	6477	0	true							
153353	47929	0	34334	106293	0	220162	0	0	1172	0	269333	30	56323	81115	50558	101805	15803	185787	211967	41	1013	3832	1172	1012	14238	29556	29448	4456	43794	12862	25029	3635	375	27140	41901	19582	0	37891	0	true							
154154	80918	0	36934	192726	0	283436	0	0	20000	0	271604	0	15541	39792	64364	68564	12923	246394	255589	108	474	4584	20000	20000	28275	57815	10715	1781	86090	8414	14869	253	0	34222	23536	7347	0	23283	474	false							
154770	192042	24	0	20386	0	32636	0	0	20007	0	716586	0	0	0	160861	70884	50773	32612	716586	0	0	21385	0	0	59249	159395	69146	18835	218565	24657	76698	39595	6087	145763	147037	0	5000	101354	0	true							
155759	18716	0	4727	22904	0	29908	0	0	0	0	40109	0	3526	3920	9074	1498	1217	25181	36583	0	0	540	0	0	3414	9269	1371	650	7068	1250	3584	357	0	5630	5191	0	0	4834	0	false							
156457	9422	0	1919	12713	0	20174	0	0	0	0	36234	0	4208	3277	8780	5675	1444	18255	32026	0	0	357	0	0	2758	6092	5806	3176	8850	0	2305	750	250	9052	3305	0	0	2305	0	true							
156635	5133	0	9566	10453	0	27677	0	0	0	0	29722	0	4240	11009	10655	3210	4682	18111	25482	0	0	2275	0	0	5924	6598	5342	666	12522	1199	725	925	0	7875	2849	0	0	1924	0	true							
156970	25006	0	1974	8259	0	24025	0	0	0	0	67726	0	723	1589	16967	1818	9199	22051	67003	0	0	4262	0	0	6293	23340	4331	1826	29633	422	3265	1425	0	18822	5112	0	0	3686	5957	true							
157155	6200	0	2799	13345	0	21630	0	0	0	0	29475	0	4814	4451	8492	4215	2820	18831	24416	0	245	794	0	0	3441	6594	4056	873	10035	0	3840	0	257	6471	4098	2675	0	3840	245	true							
157379	18809	0	133	10103	0	25850	0	0	0	0	53451	0	439	0	13722	10004	7293	25717	52878	0	134	2102	0	0	3613	9044	6728	993	12657	704	2199	706	651	6656	4260	0	0	2902	0	true							
157650	16030	0	11491	33411	0	52762	0	0	0	0	36350	0	36	10462	6529	11093	2181	41271	36314	0	0	558	0	0	2314	3319	3034	305	2442	255	0	0	0	2442	255	0	0	255	0	false							
157744	26945	0	51053	31673	0	74570	0	0	0	0	105444	0	1679	47879	13849	52430	4857	23517	103765	0	0	2129	0	0	2581	7592	6429	4670	10173	511	2410	1068	810	7422	4799	0	0	2921	0	true							
157856	6412	0	4300	14461	0	21282	0	0	0	0	17962	0	3237	5668	4106	1207	2435	16982	14725	0	0	1711	0	0	2028	4585	764	7	6613	300	2288	371	0	3278	2959	0	0	2588	0	true							
158376	26340	0	951	17200	0	36803	0	0	0	0	59339	0	2372	2247	17444	2273	7889	35852	56967	0	0	3366	0	0	4552	6319	8842	7385	10862	251	3378	0	0	9654	3629	0	0	3628	0	true							
158741	19643	0	2835	20668	0	60057	0	0	0	0	89600	0	1580	2472	35460	9134	10691	57222	87775	0	245	4794	0	0	9711	17129	17620	7102	26839	3332	2963	1595	1372	16101	9262	0	0	6295	0	true							
159636	803238	0	9124	67151	0	167969	0	0	0	0	2240269	0	233424	229288	257263	802131	74837	158845	2006845	0	0	23255	0	0	100657	161745	191396	55555	259239	32076	34734	41458	17279	252090	125547	17101	0	66809	0	true	17500	70704	565532	235134	528145	41670	
159645	15076	0	501	15042	0	16683	0	0	22516	0	56854	0	1349	0	30732	2737	3147	16182	55505	0	0	1107	21500	2737	4612	8655	11671	9075	9074	4062	258	708	0	3281	5028	0	0	4213	0	true							
159953	14387	0	12833	27691	0	60205	0	0	0	0	78446	0	24564	35683	14687	19642	2809	47372	53882	0	0	1404	0	0	7986	14514	2238	192	22499	6536	11175	1778	0	10241	19489	0	0	17711	0	true							
159971	145987	0	0	28515	0	125537	0	0	0	0	339798	0	0	0	113133	17706	45795	125537	339798	0	0	12724	0	0	26893	66562	60614	10534	93455	2737	4355	3133	1276	51470	11501	0	0	7092	0	true							
160360	172370	0	5867	51487	0	55157	0	0	0	0	263230	0	11044	9668	9076	71027	5756	46838	252186	2452	0	2321	0	0	3644	7841	2935	3448	11485	635	1077	252	0	8793	1964	23306	0	1712	0	true							
160454	15729	0	13016	55032	0	82158	0	0	0	0	85230	0	9615	22592	10611	20386	1821	69142	75615	0	0	300	0	0	7624	17474	2050	526	24945	11304	10137	0	0	17063	21441	0	0	21441	1	true							
160650	58981	1	7423	133631	0	193391	0	0	25199	0	490148	0	29083	32476	91029	237679	7078	185967	460849	0	216	1367	25199	15304	41517	78478	25637	1962	119995	21593	12202	12099	0	56565	45894	0	0	33795	0	true							
160959	402597	0	14512	98344	0	115369	0	0	192671	0	1718239	0	191271	94961	304675	303689	24858	100360	1235111	497	291857	14872	192671	18109	83169	277631	375860	156186	360800	18391	58537	27043	15135	588171	119107	164776	0	76928	231312	true	3163	28117	101446	202243	147806	254791	
161273	448379	0	2978	54628	0	76651	0	0	9453	0	1084135	0	63691	0	149127	260882	47769	73673	1020444	0	0	17699	0	0	56376	144398	59864	10334	200774	16066	49175	34799	3863	121844	103903	0	3455	65241	1234	true	5460	13726	192077	68805	297471	150908	
161602	1113666	6	6034	136512	0	243545	0	0	0	0	2152211	0	336797	325498	180784	501024	62454	234862	1815414	2643	0	22961	0	0	45873	131127	112403	0	177000	173530	49628	24960	0	108619	248118	0	0	223158	0	true	132307	102555	279175	92677	628994	323685	
162337	137124	10	70294	170302	0	327307	0	0	0	0	501384	0	57275	109666	116567	56616	54734	257003	444109	0	0	24723	0	0	38703	90047	56575	45344	123192	15466	33403	21658	6448	114102	76975	3487	0	48869	0	true							
163343	8256	6	9228	18431	0	31979	0	0	0	0	35855	0	3411	0	7111	13476	3519	22745	32444	0	0	904	0	0	8032	1745	518	519	5534	1309	2000	0	0	3703	3309	0	0	3000	0	true							
163370	45846	0	111	105842	0	105842	0	0	0	0	318291	0	49454	0	59837	125940	20312	105731	261930	0	6907	8975	0	0	14963	52732	27193	7576	67121	3484	24123	12899	3536	42626	44042	0	0	27239	6907	true							
163549	607191	0	21442	58807	0	100610	0	0	141738	0	1050712	0	156828	157356	86175	258522	28906	79026	893884	142	0	9815	141738	141738	24374	61919	43758	17668	83254	4428	21567	8133	3152	61544	37280	140418	0	25994	0	true	8374	21689	170156	65255	324389	154587	
163857	35504	0	46210	227719	0	239475	0	0	0	0	172347	0	25506	71355	22512	43114	8029	193265	146616	0	225	4084	0	0	8717	40707	13115	1637	49424	2175	17342	9777	260	41665	29553	0	0	19517	0	false							
164153	22137	0	888	29422	0	52483	0	0	0	0	53282	0	3839	2461	6357	22021	2007	51595	49443	0	0	404	0	0	1644	3526	2933	761	4987	0	0	258	0	2508	258	0	0	0	0	true							
164331	67922	0	4273	66496	0	93041	0	0	0	0	143416	0	6770	9271	28199	10653	13622	88768	136646	0	0	0	0	0	5087	16638	12791	13198	21725	691	7550	7714	1171	19515	17126	0	0	8241	0	true							
164377	34103	0	2520	8532	0	29449	0	0	0	0	108245	0	1369	2321	36603	3686	10905	26929	106876	0	0	2463	0	0	7002	21684	28351	6072	28686	815	1729	3739	1064	26506	7347	0	0	2544	0	false							
164957	7962	0	4275	10803	0	39487	0	0	0	0	21568	0	994	3467	6655	3275	1033	34721	20574	491	0	138	0	0	2475	5344	1671	0	7819	359	482	0	0	2835	841	5272	0	841	0	true							
164975	27285	0	5	4560	0	14938	0	0	0	0	92638	0	2	0	21306	7806	11486	14933	82321	0	10315	4070	0	0	11176	14815	22427	69	25991	841	4040	4179	0	27181	9060	0	0	4881	10315	false							
165039	283049	0	12324	22568	0	51193	0	0	0	0	414569	0	74535	86858	54228	33888	20875	38869	340034	0	0	4624	0	0	13491	33117	27213	6682	46608	4480	1779	10470	400	26276	17129	0	0	6259	0	true							
165628	919468	0	762859	2077278	0	2217840	0	0	736142	0	8050929	0	817231	387194	1529293	4890186	260812	1454049	7233698	932	0	82668	736142	730160	515103	1028009	373049	40093	1540921	66382	145921	61003	11712	426962	285018	0	0	212303	0	true	114769	113054	2718990	2171196	820214	99254	
165758	30232	0	2768	33313	0	49825	0	0	0	0	55241	0	1895	4087	8611	15002	2476	47057	53346	0	0	129	0	0	2568	3541	3226	411	6109	0	0	261	0	1135	261	1371	0	0	0	true							
165806	6203	1	28922	160338	0	177094	0	0	0	0	1071223	0	187278	162677	91726	872371	27554	140920	881983	7251	1962	7660	0	0	24302	68067	39245	2243	92369	24330	28983	5480	0	42130	58792	109710	0	53312	0	true	11249	24567	220423	520877	3737	2466	
166111	37280	0	0	24515	0	79542	0	0	0	0	121317	0	0	0	27803	46570	7674	79542	121317	0	0	2100	0	0	3869	9566	11099	12668	13435	0	0	0	265	9399	265	0	0	0	0	true							
166531	30221	0	1723	65841	0	77196	0	0	16589	0	194501	2	11728	4346	48962	18817	25428	75473	174007	0	8764	12999	16589	6472	28739	30300	33375	24577	52730	6277	5576	3409	13208	68030	28471	1898	0	11327	0	true							
166652	31080	0	7329	175358	0	222531	0	0	12000	0	319120	0	14579	12218	57020	154159	9481	213864	304251	1338	290	1464	12000	12000	18906	59777	11971	2039	78682	3607	18043	9934	9603	35672	41188	29510	0	21650	0	false							
166849	13424	0	2422	15919	0	23792	0	0	3543	0	60127	0	5911	5325	17578	5047	2278	21370	53984	0	232	458	3543	1000	11158	18378	9151	1901	29535	542	257	0	269	23009	1068	894	0	799	445	true							
167453	16874	0	4531	20748	0	33431	0	0	877	0	48818	0	4188	6046	9034	15235	2921	28900	44205	0	425	329	252	252	3009	10443	1207	359	13452	625	1066	0	0	5984	1691	401	625	1691	0	false							
167565	0	22132	4533	26665	0	26665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
167752	2967	0	3368	5071	0	10362	0	0	0	0	13003	0	5013	7658	1191	6332	233	6994	7990	0	0	0	0	0	432	688	376	4	1120	866	1337	0	0	309	2203	0	0	2203	0	true							
168357	20393	0	10669	32509	0	63513	0	0	0	0	83445	0	11128	589	12441	30110	3820	52698	71333	146	984	655	0	0	7802	15678	4768	2223	23480	0	1591	880	0	18030	2471	17840	0	1591	0	false							
168571	10712	0	12655	24216	0	55374	0	0	0	0	86896	0	11770	20510	18186	33042	5531	42604	75126	115	0	1185	0	0	7270	19861	3916	689	27131	925	10481	0	0	13550	11406	0	0	11406	0	false							
169327	58056	0	27183	106003	0	141174	0	0	22	0	226339	0	3164	26202	59926	49609	23143	112796	218098	1195	5077	8922	22	22	41837	17220	24833	21985	29735	5236	272	2349	4941	45949	12798	0	0	1607	4947	true							
169354	281526	0	5607	21366	0	37015	0	0	0	0	342526	0	584	5195	8443	36107	3294	31396	341942	12	0	475	0	0	6157	11016	628	762	17173	2071	3751	0	508	10120	6330	0	0	5821	0	true							
169653	293733	1	62167	456676	0	456676	0	0	7049	0	5006226	0	387421	369724	370436	3918889	73240	380467	4617678	14041	1127	14349	7049	7049	153338	350662	119339	6434	504000	52183	91798	19592	258	259337	163831	220344	0	143981	0	false							
169756	347409	0	9393	33606	0	46940	0	0	0	0	432968	0	118851	125357	15877	26834	5053	37547	314117	0	0	1585	0	0	7146	12469	5274	84	19613	21818	11575	358	0	9095	33752	0	0	33393	0	true							
170257	7767	2	3352	27733	0	36211	0	0	0	0	25878	0	574	2383	4979	7078	2108	32857	25304	0	0	1132	0	0	2661	3825	3122	1169	6486	0	256	0	0	5798	256	0	0	256	0	true							
170275	33089	0	15422	34351	0	93110	0	0	0	0	83432	0	1337	16528	26596	868	10502	77688	82095	0	0	3557	0	0	9307	20461	12250	2786	29768	1282	1978	1118	293	18208	4671	0	0	3260	0	true							
170332	41438	0	5804	47795	0	83529	0	0	0	0	158265	0	1088	522	46663	20085	6738	77725	157177	0	0	1663	0	0	10572	25874	41995	6044	36446	2472	1045	7954	785	37822	12257	0	0	3517	13107	true							
170640	4632	2	108	4579	0	7354	0	0	0	0	13905	0	820	340	4884	1531	1088	7244	13085	0	0	505	0	0	1190	3310	2348	624	4500	0	269	0	0	2588	269	0	0	269	0	false							
171133	54783	0	0	22749	12881	24274	0	641	0	0	278845	0	0	0	28987	63325	6036	11393	270543	0	7661	2783	0	0	28694	61078	11171	1056	89772	16545	39852	2341	0	73012	58738	0	0	56397	0	false							
171656	15096	0	4335	24528	0	43417	0	0	0	0	58187	0	26138	28661	6154	13831	2237	39082	32049	0	0	337	0	0	2072	4167	2487	370	6239	6223	13441	500	0	2942	20164	306	0	19664	0	true							
171759	16360	1	11104	34213	0	58578	0	0	2013	0	61423	0	8858	15149	11147	23518	2595	47473	52565	0	0	476	2013	2013	3815	9728	4361	1653	13543	0	1378	609	0	8410	1988	5848	0	1378	0	true							
171768	47494	0	66173	256239	0	256239	0	0	10015	0	356356	0	68411	111442	36743	145317	9486	190066	287945	0	0	3386	10015	10015	28776	59866	22685	1253	88642	21410	18445	10180	930	75837	50965	0	0	39855	0	true							
172158	16168	0	4189	20286	0	36028	0	0	0	0	61631	0	13057	12320	15938	6192	0	31839	48574	0	0	0	0	0	4639	15268	6199	1129	19907	3036	8090	656	254	11297	12036	0	0	11126	0	false							
172251	8904	0	875	10424	0	15065	0	0	0	0	24724	1025	1719	2461	5893	3450	1559	14190	21980	0	0	480	0	0	1800	3944	4281	36	5744	1423	885	0	0	4168	2308	0	0	2308	0	true							
172457	30106	0	286	71426	0	123801	0	0	3963	0	138341	0	8537	0	13976	54018	3199	123515	129804	0	0	712	0	0	6474	14417	8276	1011	19082	7993	12941	2650	455	16201	24039	3962	0	20934	0	true							
172475	217562	0	13314	11492	0	32682	0	0	0	0	334459	0	93878	103192	49102	34701	21366	19368	240581	0	0	5535	0	0	6363	23133	32552	10593	29496	304	2354	5266	1632	23539	9556	0	0	2658	1244	true							
172859	14092	0	14320	28821	0	47565	0	0	8641	0	67505	0	12740	17783	15567	13527	4961	33245	51547	0	3218	894	8641	8641	14437	14099	7229	384	28536	964	1761	1012	0	20582	3737	11998	0	2725	0	true							
173306	220637	0	35653	15166	0	39535	0	0	0	0	295056	8	3049	0	26181	32379	7794	3882	291999	0	0	2167	0	0	8459	21067	9342	430	29526	0	2744	0	0	13117	2744	0	0	2744	0	true							
173342	9889	0	9109	15494	0	43584	0	0	0	0	37165	0	3563	10311	12498	1847	4819	34475	33602	0	0	2173	0	0	4612	11875	3629	141	16487	523	3049	1602	0	7759	5174	0	0	3572	0	true							
173548	9784	0	5861	16916	0	38140	0	0	865	0	60675	0	7743	13604	16170	14181	4809	32279	52932	0	0	2331	0	0	9417	7829	7023	2016	17246	7316	775	2335	0	10114	10426	0	865	8091	0	false							
173557	143599	0	7901	15904	0	24223	0	0	0	0	235713	0	5676	11370	25352	59025	7470	16322	230037	0	0	1612	0	0	8143	10510	8493	4336	18507	0	0	1608	0	6130	1608	0	0	0	0	true							
173575	529824	0	26579	51714	0	67458	0	0	0	0	1065225	0	7596	0	126102	21673	33113	40879	1057629	0	0	13584	0	0	79302	113996	68361	5977	193298	62726	145438	35836	2092	141534	246092	0	0	208164	0	false							
173641	27944	135	29800	39191	0	93443	0	0	0	0	110325	0	1201	25296	27800	12821	14827	63508	109124	0	0	8075	0	0	9712	24629	20278	570	34341	1798	7880	4694	0	27389	14372	0	0	9678	0	true							
173959	8237	0	7819	15214	0	28041	0	0	0	0	44546	0	2325	8645	7787	419	2126	20222	42221	0	0	837	0	0	6596	11506	5717	2383	18076	5198	2556	1000	932	18415	9686	0	0	7754	0	true							
174321	21602	0	7	43769	0	48947	0	0	0	0	69683	0	0	0	12914	19234	6569	48940	69683	0	0	3306	0	0	4188	12979	7199	0	17167	504	2162	1816	0	11452	4482	0	0	2666	0	false							
174367	6288	0	1175	11359	0	20085	0	0	0	0	24390	0	3103	3125	2275	7768	413	18910	21287	0	0	0	0	0	935	2776	2820	209	3655	2326	1016	252	0	4466	3593	0	0	2326	0	true							
174572	3001537	0	55420	267217	0	424276	0	0	31584	0	5425073	0	453248	502417	890620	410392	339913	368856	4971825	0	0	139932	0	0	221573	814897	526429	26147	1036470	69455	186101	165072	3470	698426	424098	0	5000	255556	0	true	70057	63799	179398	230994	1803770	744519	
175056	25004	0	5144	67518	0	97461	0	0	0	0	179242	0	14357	8848	34239	20466	3712	91337	164644	980	241	1222	0	0	34986	39548	36113	1305	74533	8833	5162	7825	0	77713	21820	27588	0	13995	0	false							
175140	53780	0	0	81214	0	108820	0	0	4886	0	243073	0	7129	0	72423	67532	22073	108820	235944	0	0	3380	4886	2886	23825	54594	27139	4311	66235	1176	5900	4816	0	37445	11893	23136	0	6463	6460	true							
175458	3746	2	1896	4453	0	8166	0	0	0	0	14599	0	3320	3630	5124	4617	1459	6268	11279	0	0	0	0	0	1323	2111	2217	242	3434	0	343	0	0	769	343	0	0	343	0	true							
175609	58786	0	25439	87294	0	116303	0	0	701	0	83719	0	6397	26531	6353	13120	2593	90864	77322	0	0	1025	701	701	4791	5412	683	233	10203	442	0	252	0	4766	694	0	0	442	0	true							
176101	123054	0	6023	51907	0	117050	0	0	0	0	969897	0	183700	137698	24706	757945	10077	110980	783684	47	2513	3674	0	0	17438	34172	9914	0	37431	6904	14124	6345	0	36818	27373	77830	0	21028	0	false							
