"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	BROKERED DEPS LT 100K GE 250K	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	BRKRD DEP 100000 - 250000 MAT LE 1 Y	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP 100000 - 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	DEP OTHR TRNS ACCTS INDV PRTNRS CRPS	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	8089	0	9997	13463	0	27262	0	0	0	0	0	42458	0	367	9807	22470	3942	3965	10530	0	2942	7588	9712	2227	1396	2387	3622	551	17265	42091	0	0	310	0	7605	351	0	0	3783	0	0	true								
242	4987	0	566	6606	0	12284	0	0	0	0	0	15879	0	2883	2095	4670	2373	1423	2982	0	865	2117	1313	375	2202	1027	270	350	11718	12996	0	0	0	0	1697	2152	0	0	1077	2152	0	true								
279	32572	0	0	12040	0	39026	0	0	0	0	0	108399	0	0	0	31321	1732	12792	19220	0	7283	11938	10644	1456	7313	14984	19562	916	39026	108399	0	0	4734	0	36245	6530	0	0	18498	3799	0	true								
354	1744	0	129	2715	0	2715	0	0	0	0	0	5316	0	1025	314	2053	1211	0	2052	0	831	1221	0	0	208	100	0	0	2586	4291	0	0	0	0	308	0	0	0	308	0	0	false								
457	6632	0	488	6015	0	9079	0	0	0	0	0	26372	0	2416	1061	6544	10562	1833	4942	0	1624	3318	1161	441	352	1449	618	216	8591	23956	0	0	421	0	2635	0	0	0	1801	0	0	true								
505	174958	2	7690	19298	0	32466	0	0	0	0	0	359578	0	120025	118913	20795	152851	5701	15805	0	4352	11453	3887	1103	4163	5213	1492	106	24774	239553	0	0	1655	0	7727	3247	0	0	6380	2996	0	true								
1155	776	5	6246	27224	0	117070	0	0	0	0	0	60402	0	1339	6231	31557	9847	10117	18618	0	18029	8632	3070	1826	8999	5693	2485	1045	110745	59063	74	0	3903	0	13354	4868	0	0	8660	2746	0	true								
1351	5839	0	10803	16819	0	33596	0	0	0	0	0	98002	0	5935	14389	39671	18132	8841	30390	0	9787	20603	9281	0	6997	19910	7453	0	22793	92067	0	0	3396	0	25015	9345	0	0	20062	6845	0	false								
1454	763	0	11380	317075	0	449481	0	0	0	0	0	376951	1028	28936	30713	43448	271569	26084	27069	0	15374	15114	8057	4903	35589	14977	5645	4960	438101	346987	0	0	8274	0	18969	42202	0	0	16491	9266	0	true								
1557	10383	0	3894	22670	0	31565	0	0	0	0	0	29594	0	2542	3589	8401	3234	1646	5932	0	2013	3919	1736	733	1239	5211	1125	0	27671	27052	0	0	0	0	4498	3077	0	0	4130	2320	0	false								
1669	25156	0	24680	54296	0	123152	0	0	0	0	0	99720	0	351	25031	32208	22881	9653	23659	0	10960	13486	5473	2289	5419	7744	4167	2145	98373	99329	99	40	1541	0	14539	4936	0	0	9507	0	0	true								
1829	49367	0	2	103513	0	128297	0	0	45	259	0	187374	0	4654	4539	42508	71517	17938	19498	0	6532	12966	9827	13183	6902	3942	4468	8670	128295	182720	0	0	6987	214	14615	9367	0	0	5758	5086	0	true								
1856	1386	0	544	3456	0	5184	0	0	10040	10040	0	72602	0	255	0	20763	17554	0	6900	1900	1703	5197	10189	3674	3050	28449	1400	0	4640	37890	0	34457	0	0	28409	4490	0	0	27009	4490	33264	false								
2040	15256	18	1061	26945	0	45826	0	0	18783	25869	0	94512	0	4714	1146	29204	43255	4657	12704	4950	2493	10212	5254	11246	561	3864	2266	105	44747	89537	0	261	861	7086	6190	606	6903	0	3849	306	0	true								
2161	25320	0	126	28910	0	61819	0	0	0	0	0	58446	0	366	492	10890	7932	7384	8543	0	2683	5860	1821	526	3896	8143	1711	554	61693	58080	0	0	0	0	9447	4857	0	0	7856	4183	0	true								
2376	542927	0	25549	24563	0	82226	0	0	14863	284203	0	2062387	26000	210712	222194	352697	667211	90387	232781	7016	79415	155446	76362	41474	114757	207905	116465	60426	56677	1820154	0	5521	36045	269340	339340	160213	269340	0	225933	94712	0	true	9388	22058	25231	314969	317261	300477	75588	
2554	1780	0	236	27	0	6199	0	0	0	0	0	5915	38	1263	96	2865	0	0	2115	0	567	1798	488	12	955	315	0	0	5963	4614	0	0	0	0	770	500	0	0	770	500	0	false								
2732	58037	0	12708	137907	0	189401	0	0	0	0	0	298929	0	11254	23212	33317	122145	12728	25835	0	9500	16772	5778	1267	55053	24883	4193	1301	176693	287675	0	0	4275	0	25998	59432	0	0	21462	58474	0	true								
2750	15227	0	2541	5367	0	14435	0	0	0	0	0	30016	0	6308	5458	9084	742	1489	6221	0	2855	3919	1902	408	1384	2617	861	101	11894	23364	0	344	226	0	3584	1379	0	0	2622	1379	0	true								
3177	519941	0	20829	53144	0	77984	0	0	0	0	0	742808	0	173802	194631	109343	42964	41467	49959	0	20212	56747	26970	5414	10492	36049	18336	5684	57155	568758	0	248	8934	0	56336	14225	0	0	37185	9355	0	true	27264	25	29866	0	42964	254655	91236	
3252	14534	0	41660	26983	0	71795	0	0	339	10862	0	74901	1995	20670	58683	14570	11137	5535	8883	339	3062	5821	4716	971	15390	12260	5387	1623	30135	51498	0	738	0	10523	20378	14282	10523	0	15593	12057	0	false								
3458	1995	0	3152	4629	0	12517	0	0	0	0	0	17934	0	2659	4760	6983	2750	814	5235	0	2167	3068	1260	488	1554	2538	1714	400	9365	15275	0	0	0	0	5059	1147	0	0	3696	396	0	false								
3720	32736	0	30718	35228	0	112093	0	0	0	0	0	93884	0	8736	11287	23172	6992	7213	21791	0	8226	13634	1278	34	9799	19073	1612	500	81375	85148	0	0	3027	0	17699	13285	0	0	16882	11990	0	false								
3971	101695	0	881	28350	0	51988	0	0	5665	7253	0	557772	0	14543	7199	122575	260956	25361	67726	5529	13906	53820	45438	9411	8479	25373	31398	7296	51107	532246	0	10983	8183	1588	57960	14586	348	0	26161	7691	3830	true								
4156	20298	0	22616	29266	0	83641	0	0	1001	11111	0	98022	0	11195	22717	23198	23490	5974	15890	921	4596	11295	4686	2621	8404	12819	6695	3119	61025	79651	0	7176	2716	10110	25909	5128	9935	0	17353	3870	0	true								
4231	15320	0	13282	20114	0	37180	0	0	0	0	0	65548	0	2132	13302	18274	6655	16098	11838	0	3341	8497	3653	2783	2187	11256	6914	4942	23898	63416	0	0	10414	0	19319	5980	0	0	11398	2045	0	false								
4437	74697	0	2723	66106	0	72580	0	0	121	1109	0	131966	0	11769	8292	20689	14463	10504	11108	121	3576	7532	8370	1211	4876	7012	9191	1038	69857	120197	0	0	0	988	16640	5477	988	0	10093	1795	0	true								
4839	27391	0	2038	51387	0	64704	0	0	0	13457	0	198988	0	13163	4150	29757	46769	9363	21780	0	6524	15256	6811	1166	20084	35800	38652	534	62666	137728	0	48097	3558	13457	73606	21464	12943	0	39857	16027	35408	true								
5069	36508	0	0	31563	0	33800	0	0	46034	76652	0	190687	0	738	0	48292	13201	1090	35967	34863	2805	33162	8827	3498	20957	46187	20250	5292	33800	158746	0	31203	498	30618	68925	23761	18648	0	48757	18387	4615	false								
5135	17523	0	31590	67753	0	119035	0	0	27246	34482	0	235277	0	4711	31487	55947	51762	18503	53186	27246	18466	34720	2761	0	51902	55847	2296	0	87445	230316	0	250	7998	7236	62507	47538	7236	0	60011	47538	0	true								
5210	455904	7	22324	43644	0	78854	0	0	84	591	0	839369	0	64949	72329	158375	136621	54054	105791	84	34442	73765	46150	4018	15566	53710	18635	558	56523	774420	0	0	10507	507	57165	31304	507	0	39890	29385	0	true	15992	31693	8838	76794	59826	334117	56838	
5461	254166	0	5586	42343	0	52808	0	0	898	36866	0	426736	0	14660	13761	9188	137211	3337	8650	898	3207	5443	354	184	10203	13930	1518	520	47222	412076	0	0	1976	35472	12712	13459	35472	496	11082	13051	0	true								
5751	7456	0	1613	19227	0	37838	0	0	99	8760	0	119228	0	26027	21434	18344	66580	9163	13131	0	5903	7228	4235	978	4312	9420	7145	5971	36225	88387	0	4814	4311	8661	23340	3508	3220	0	12580	1152	0	true								
6039	10736	0	8315	25876	0	35567	0	0	0	0	0	45556	0	822	5448	19331	5535	6193	18564	0	6482	12082	701	66	2848	6688	418	0	27247	44728	5	6	1643	0	8153	1801	0	0	7735	1801	0	false								
6141	3099	12	12377	16880	0	38137	0	0	0	0	0	15751	0	2178	14555	4787	1361	1109	4385	0	1563	2822	348	54	1394	4806	304	0	25748	13573	0	0	418	0	3790	2714	0	0	3486	2714	0	true								
6329	34113	0	13037	133267	0	171322	0	0	0	0	0	290078	0	7087	14164	69699	53991	12662	61634	0	26586	35048	6433	1632	38874	65528	24642	3231	158285	282991	0	0	3825	0	93457	38818	0	0	72216	32185	6954	false								
7009	0	0	0	87862	0	87862	0	0	0	0	0	386894	0	0	0	0	386894	16	0	0	0	0	0	0	0	0	0	0	87862	386894	0	0	0	0	0	0	0	0	0	0	0	false								
7045	21333	0	13885	23896	0	104561	0	0	0	0	0	69989	0	5163	0	22142	14281	6324	10348	0	1966	8517	8453	3206	956	3903	2997	4377	90676	64826	0	0	2105	0	7830	4403	0	0	3406	1325	0	true								
7072	30630	0	0	9831	0	17768	0	0	112	1998	0	118431	0	980	0	41275	21463	16997	27572	38	7969	19603	12302	1401	2422	7967	13056	1618	17768	117451	0	0	5405	1886	21116	3947	1207	0	8647	1742	0	false								
7157	2071	0	1494	9439	0	15163	0	0	0	0	0	26294	13	551	1001	10486	9851	2786	8516	0	2625	5891	1957	13	436	2531	919	0	13669	25730	0	0	737	0	3359	527	0	0	2715	251	0	false								
7456	16239	0	14019	20857	0	38228	0	0	0	0	0	31714	0	889	12158	10534	0	2217	7556	0	2373	5183	2938	40	1276	2286	1052	327	24209	30825	0	0	315	0	3743	1198	0	0	2691	870	0	true								
7634	6765	0	4516	10721	0	17652	0	0	0	0	0	38632	0	177	3070	13909	1137	4981	12049	0	2775	9274	1524	336	3144	11991	1486	200	13136	37219	0	1236	2652	0	13536	3285	0	0	12106	0	249	true								
8033	18214	0	2195	48653	0	74268	0	0	0	0	0	96704	0	983	1808	39480	102	6351	31356	0	9203	22166	6456	1655	10356	20379	6931	1242	72073	95721	0	0	2918	0	25831	13077	0	0	19413	11322	0	true								
8462	391	0	1673	65153	0	103393	0	0	0	0	0	50091	0	9896	10213	9899	9150	4308	8659	0	4226	4921	752	0	18381	11488	782	0	101470	40195	250	0	1363	0	12088	18563	0	0	11465	18294	0	true								
8631	17886	0	307	17591	0	23216	0	0	0	0	0	35969	0	1237	719	9366	3053	2918	6111	0	2194	3918	2370	884	214	3237	1973	240	22909	34732	0	0	883	0	4847	817	0	0	2634	817	0	true								
9357	105744	49	0	40889	0	46906	0	0	1	1	0	355896	5740	0	0	1033	248111	1076	805	1	674	336	23	0	571	437	0	0	46857	350156	0	0	470	0	1008	0	0	0	1008	0	0	true								
9553	16696	0	7303	21519	0	39629	0	0	149	13928	0	71274	0	10921	10121	17408	9317	6400	13658	149	5272	8386	3749	1	13003	8204	6645	0	32326	56383	0	3970	0	13779	23567	4285	9905	0	17863	3344	0	true								
9807	431194	0	25445	72342	0	117107	0	0	60000	60000	0	1619190	0	352294	184872	145527	801137	59419	109470	60000	78411	31059	29824	6233	102959	68248	33737	36388	91662	1266896	0	0	4051	0	146279	95053	0	0	78432	92775	154883	true	7420	10148	74093	459268	341869	279717	151477	
9955	11835	14	2191	21468	0	42018	0	0	107	4547	0	66392	0	16969	15075	8620	35154	1388	7054	107	2399	4655	1202	364	6426	3307	922	128	39813	49175	0	248	0	4440	8096	2687	4440	0	7348	2385	0	true								
10250	113308	0	1856	22471	0	46049	0	0	0	452	0	290045	0	10612	9792	51829	90227	32159	24592	0	5986	18606	17712	9525	3127	7398	12508	11647	44193	278934	0	499	11720	201	24561	10119	201	251	8861	1664	499	true								
10849	77838	0	3018	7567	0	16074	0	0	0	0	0	209790	0	38380	28301	47461	28491	8272	37022	0	11288	25734	9476	964	11441	33160	10575	824	13055	171410	1	0	1653	0	39200	16800	0	0	30692	13908	0	false								
11145	23665	0	37983	37713	0	95668	0	0	0	0	0	78794	0	10818	3128	16285	20698	7803	9543	0	1819	7725	4512	2229	1140	10581	4046	2379	57685	67976	0	0	3655	0	9762	8384	0	0	6027	5694	0	true								
11275	47909	0	6373	85111	0	115182	0	0	37187	212337	0	1102673	0	103908	57363	192184	584654	33648	136981	36863	48097	88884	53798	1405	69303	139925	66301	2397	108809	992669	0	6096	11510	175150	210353	67573	167904	0	163255	45973	0	true	10284	48436	50089	219643	320941	38775	9134	
11640	146139	2	4679	12532	0	25620	0	0	0	0	0	246486	0	31185	24725	41075	16530	17829	22183	0	5779	16441	9899	8956	5737	15954	10490	10561	20919	215301	20	0	8641	0	26147	16595	0	0	13350	8341	0	false								
11837	5212	0	37342	10396	0	56237	0	0	0	0	0	34457	0	1258	36255	14961	4325	3203	8017	0	1802	6215	4895	2049	2088	3963	3139	768	18895	33199	0	0	1150	0	9012	946	0	0	5411	640	0	true								
12030	32578	0	17311	73546	0	106874	0	0	0	0	0	173246	0	3548	16255	71856	28501	19662	52495	0	17426	35069	16048	3313	11920	23816	3305	1270	89563	169498	0	200	5841	0	35659	4652	0	0	31084	4652	0	false								
12142	24462	0	5715	55247	0	101538	0	0	0	0	0	87336	0	7332	13046	23968	15713	8428	20708	0	12846	10353	768	1	9906	12887	400	0	95823	80004	0	0	2140	0	12230	10963	0	0	11030	10688	0	false								
12179	5202	0	0	4285	0	7598	0	0	0	0	0	21560	0	750	500	8302	5359	2112	4605	0	1368	3237	2820	877	100	1557	914	126	7598	20810	0	0	362	0	1685	1012	0	0	907	750	0	true								
12311	4621892	28	739474	3474776	0	4731496	0	0	1427	2944383	0	51358673	0	2578597	1929	2442431	43216988	591523	1672164	1265	485883	1186282	633356	136910	256816	529502	222228	68816	3991423	48780076	571	0	84660	2942956	865624	211738	2942308	0	616642	169675	0	true	425794	450498	3115131	16619238	24230553	599835	4012119	
12647	9712	0	882	26125	0	32286	0	0	0	11860	0	51191	0	3014	0	9035	12903	3337	5565	0	1789	3777	3469	0	1954	7259	6247	4081	31404	48177	0	0	665	11860	5036	14505	2843	0	3725	5488	0	false								
12656	2090	0	509	3402	0	5731	0	0	0	0	0	8854	0	1669	297	3385	871	870	2521	0	698	1823	859	5	837	744	817	110	5222	7185	0	0	228	0	2508	0	0	0	1581	0	0	true								
12937	11807	0	0	45020	0	64030	0	0	9	2834	0	91695	0	0	0	8781	39986	5616	7332	9	2941	4394	1371	75	13911	14771	2176	263	64030	91695	0	0	3863	2825	14758	16363	2825	0	13643	15039	0	true								
12946	57320	19	125592	77956	0	256253	0	0	532	1824	0	883425	0	214042	319016	153344	322114	51307	104630	532	35373	71177	38221	8573	67725	191775	76176	14971	130642	669383	0	0	22373	1292	133299	217348	1292	0	96988	161315	0	true	6930	34965	88747	173729	79291	50041	7279	
12955	11668	1	2156	33953	0	50754	0	0	0	0	0	78192	0	4575	6731	12899	31906	4796	8122	0	2634	5489	2566	2211	1337	5291	10911	4181	48597	73617	0	0	1040	0	17716	4004	0	0	4171	2457	10191	true								
13103	433059	0	134886	68988	0	173467	0	0	24980	24980	0	1186141	0	144754	0	153926	469524	58575	72041	0	26775	45266	52340	29545	31830	46175	21221	30406	38526	1040050	55	1337	17299	0	58821	70811	0	0	26998	51007	0	true	7674	22265	8586	262396	207128	199897	87220	
13251	2419	0	237	6820	0	10087	0	0	0	0	0	25374	0	1216	848	7236	14998	1456	6536	0	2204	4332	700	0	218	402	100	0	9850	24158	0	0	0	0	720	0	0	0	620	0	0	true								
13457	3245	0	904	3420	0	7080	0	0	0	0	0	10759	0	1454	1172	2765	2225	1239	2364	0	1243	1121	401	0	1028	1350	148	0	6176	9305	0	0	0	0	1578	948	0	0	1430	948	0	false								
14052	8767	0	3255	14183	0	23223	0	0	0	0	0	28608	0	943	0	5743	10622	2017	4919	0	2172	2747	823	0	1525	1283	668	0	19968	27665	0	0	487	0	1922	1554	0	0	1772	1036	0	true								
