"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
2376	354568	0	14057	19553	0	41686	0	0	22888	22888	0	1368584	0	61609		357238	444476	77205	255931	0	94327	164396	72108	26408	60078	96855	46800	8570	27629	1306975	0	0	25808	0	170277	42026	0	0	122927	31586	0	
2554	2085	0	140	60	0	4802	0	0	0	0	0	5769	38	717		2779	0	1	2352	0	758	1596	288	137	501	403	0	0	4662	5014	0	0	0	0	904	0	0	0	904	0	0	
2732	39036	0	11843	89794	0	138838	0	0	0	0	0	315189	0	17677		61517	54089	15638	45645	0	28130	27284	5368	735	76006	78564	5493	484	126995	297512	0	0	5551	0	47353	113194	0	0	39315	111305	0	
2750	9887	0	2645	5305	0	14802	0	0	146	146	0	34226	0	8130		12909	729	1961	7877	146	4096	4254	4090	469	3184	5682	1635	200	12157	25757	0	339	260	0	6390	4311	0	0	4720	3993	0	
3177	469247	0	13660	35160	0	72188	0	0	0	0	0	720185	0	102914		147382	13572	54400	92901	0	31249	61652	47871	6610	22973	29728	30854	6429	58528	617016	0	255	21314	0	61655	28329	0	0	33750	18951	0	
3252	12836	0	343	18958	0	62307	0	0	269	14060	0	71767	0	9499		16763	14387	6401	11730	269	3397	8333	2628	2406	15036	7856	2211	2678	61964	60806	0	1462	0	13791	17944	9837	6232	0	13381	9511	0	
3458	1501	0	3383	3171	0	9954	0	0	0	0	0	15765	0	1884		7603	1838	656	5310	0	1500	3810	1918	375	871	3205	647	100	6571	13881	0	0	0	0	4823	0	0	0	4075	0	0	
3720	26925	0	14803	23331	0	76764	0	0	0	0	0	91720	0	1304		29633	4698	7307	28220	0	11746	16664	1118	105	14908	15081	475	0	61961	90416	0	0	2998	0	17195	13269	0	0	16720	13269	0	
3971	83283	0	1263	16439	0	34321	0	0	0	0	0	492682	0	14307		149498	193914	34725	90773	0	27208	63565	45815	12910	9246	27815	21319	7607	33058	477230	0	1145	12617	0	54798	11189	0	0	29177	7884	896	
4156	15805	0	12379	30413	0	70087	0	0	2460	16227	0	96618	0	7581		32431	19868	6725	21674	1118	6490	15184	7388	3369	10655	11502	4416	1941	57708	88694	0	343	2940	13767	25676	2838	12574	0	20619	1538	0	
4231	11792	0	5532	17925	0	27518	0	0	0	0	0	78197	0	4794		25933	10054	18920	18424	0	5509	12915	4518	2991	6942	12324	2880	8272	21986	73403	0	0	12746	0	21344	9074	0	0	15421	3845	2434	
4437	66498	0	5061	25081	0	65686	0	0	441	4545	0	163156	0	16573		35847	17778	11433	18922	39	3907	15015	11228	5697	6000	17681	13162	6190	60625	146583	0	0	0	4104	32551	10482	2902	0	18928	4752	0	
4839	25014	0	105	41164	0	53368	0	0	22986	22986	0	227987	0	10719		67616	65669	10489	43740	8493	11020	32720	22742	1134	14850	31827	18571	4440	53263	193194	0	24074	3459	0	51733	17955	0	0	29223	17454	35188	
5005	63247	0	4	38590	0	51973	0	0	0	0	0	199800	0	5		74258	15477	19602	50037	0	17790	32247	22026	2195	11745	18014	14396	2663	51969	199443	0	352	6262	0	37082	9736	0	0	22627	7131	0	
5069	75969	0	0	25188	0	27336	0	0	34164	79652	0	287738	4000	1412		58400	4850	1212	24881	8874	6499	18382	12262	21257	15911	79395	42811	10402	27336	239060	0	43266	538	45488	112850	35669	26965	0	70579	24727	3117	
5135	12768	0	17200	46801	0	82616	0	0	19387	30394	0	223485	0	3908		64313	40135	18026	59556	19339	17302	42254	4757	0	32073	62951	11245	0	65416	186455	0	33122	7544	8373	71030	35239	5922	2186	61113	33817	2378	
5210	329611	10	47814	55477	0	92565	0	0	169	1545	0	727715	0	35764		202370	111851	60712	132628	144	25765	109303	63529	3773	13299	41155	28678	751	44741	691878	0	73	10751	1376	64788	19095	1376	0	41833	12454	0	
5331	19314	15	0	53411	0	66805	0	0	1171	7695	0	171424	0	1332		34634	83912	8581	27231	1171	13751	13480	6316	1087	14791	13502	4423	848	66790	169848	0	244	1359	6524	26425	7139	6524	0	22359	5933	0	
5461	185580	0	3083	36197	0	43787	0	0	1373	22642	0	361212	0	12339		13138	125430	5117	11880	1193	4177	7703	936	322	15787	19688	1106	483	40704	348873	0	0	2427	20271	17202	19862	21269	0	15612	19862	0	
5751	6121	0	1250	7807	0	20210	0	0	0	0	0	74604	0	24602		9766	52277	4898	7635	0	2572	5063	2032	99	1335	3639	1466	0	18960	50002	0	0	456	0	6440	0	0	0	4974	0	0	
6039	7358	0	8659	22678	0	31284	0	0	0	0	0	47414	0	1032		23430	4088	8013	22863	0	6642	16221	567	0	2416	9554	568	0	22625	46376	0	6	3082	0	10208	2330	0	0	9639	2331	0	
6141	2935	10	6786	22090	0	37382	0	0	0	0	0	19560	1	2077		6883	308	1236	6025	0	2009	4016	856	1	3518	5916	0	0	30586	17482	0	0	229	0	4178	5256	0	0	4178	5256	0	
6329	19055	0	12744	84165	0	118789	0	0	10756	10756	0	281521	0	5510		92584	38076	13992	80134	5721	31862	48272	10077	2373	32978	81698	11383	5747	106045	276011	0	0	4230	0	94196	37610	0	0	81482	33194	249	
7009	0	52	10	64182	0	64182	0	0	0	0	0	578392	0	0		0	578392	190	0	0	0	0	0	0	0	0	0	0	64120	578392	0	0	0	0	0	0	0	0	0	0	0	
7045	12860	0	12892	18835	0	68740	0	0	0	0	0	69427	0	7581		26552	12392	6329	14570	0	5500	9390	8712	2950	5936	4477	6051	1159	55848	61846	0	0	2199	0	10382	7241	0	0	5398	5015	0	
7072	13451	0	0	3507	0	9700	0	0	0	0	0	93643	0	0		38298	21468	16556	30788	0	9877	20911	5929	1581	2734	11709	3990	1994	9700	92388	0	1255	5819	0	15075	5352	0	0	10564	3879	0	
7157	1298	0	953	5583	0	10134	0	0	0	0	0	33786	12	2028		12920	9481	3367	11853	0	3760	8093	1067	0	657	7878	1552	0	9181	31746	0	0	1175	0	5175	4912	0	0	4163	4372	0	
7456	12944	0	5044	15144	0	25191	0	0	0	0	0	33134	0	1892		14666	0	2657	10358	0	2757	7601	4308	0	316	4294	914	0	20147	31242	0	0	124	0	3833	1691	0	0	3184	1426	0	
7634	3587	0	2031	5599	0	10644	0	0	99	99	0	44103	0	291		18899	742	4834	16823	99	5249	11574	1399	677	4735	12519	2534	1087	8613	38837	0	4975	2452	0	18761	2114	0	0	15660	1593	4975	
8033	9312	0	1995	24617	0	42636	0	0	0	0	0	93589	0	9623		42118	139	5912	33883	0	9548	24335	6454	1781	18561	17683	5426	350	40641	83966	0	0	2738	0	27684	14336	0	0	22734	13510	99	
8462	378	0	1840	36183	0	70245	0	0	0	0	0	66047	0	13373		12125	15822	4571	10715	0	5600	5711	814	0	19059	18012	651	0	68155	52674	250	0	1775	0	19186	18536	0	0	18397	18536	0	
8631	12616	0	714	12857	0	18712	0	0	0	200	0	35877	0	1436		10455	4144	3121	6976	0	3033	3943	2183	1296	1896	4241	1803	722	17998	34441	0	0	1160	200	7225	1437	200	0	4499	1437	0	
9357	65838	211	0	30350	0	34766	0	0	0	6473	0	248984	9390	0		1122	181489	669	681	0	917	205	0	0	535	0	0	0	34555	239594	0	0	0	0	535	0	0	0	535	0	0	
9553	14989	0	1942	17405	0	29701	0	0	0	0	0	58322	0	2956		19384	10707	7047	16515	0	4404	12111	2867	2	1796	9991	1455	0	27759	55366	0	0	0	0	10076	3166	0	0	8621	3166	0	
9807	366275	0	80842	44977	0	100325	0	0	182328	182328	0	1650105	0	277442		350181	749285	67893	294116	179768	37143	256973	42837	13228	108877	64371	8821	2295	19483	1372663	0	0	4809	0	36028	148336	0	0	28643	144604	105556	
9955	10024	13	2783	19808	0	40335	0	0	74	3133	0	58249	0	14031		12124	26123	1941	10110	74	3828	6282	1469	545	4282	4195	1378	123	37539	44218	0	0	101	3059	5423	4555	3059	0	4922	3555	0	
10250	77568	0	1063	16528	0	33778	0	0	1679	21551	0	306024	0	11134		80636	74442	49691	42079	1114	13390	28689	33293	5264	6228	25499	35854	5797	32715	293176	0	1714	20648	1986	42049	31329	1785	7447	17791	13936	870	
10849	68309	878	4	10373	0	15235	0	0	0	305	0	215440	0	29959		68059	29100	8726	62712	0	22302	40410	5264	84	8717	36923	4332	0	14334	185481	19	0	1644	0	41095	8877	0	0	1338	262	0	
10858	54495	97	372	4977	0	7044	0	0	4	2331	0	309322	0	40782		45146	169054	6764	34168	4	11232	22936	10494	484	8749	18725	13153	0	6562	268540	13	0	867	2327	28170	12457	2327	0	20761	6713	0	
11145	17472	0	17033	20990	0	59849	0	0	0	0	0	82880	0	8024		24376	20775	8757	15696	0	7596	8100	5486	3194	4494	6047	6819	2897	42703	74856	113	0	3958	0	12149	8108	0	0	7186	3355	0	
11275	41741	0	6197	55380	0	91261	0	0	24316	141188	0	1048866	0	46496		199428	567564	48091	120915	23815	29292	91623	76337	2176	67244	109743	59649	3497	85064	994510	0	7860	16879	115644	190640	49493	112490	1236	141638	35349	0	
11640	140562	4	4345	14535	0	25683	0	0	0	0	0	255830	0	44246		45842	18064	17889	21753	0	8086	13737	16141	7879	6491	19061	11593	14217	21279	211584	55	0	9432	0	33711	17651	0	0	13778	11774	0	
11837	4579	0	20705	5598	0	33339	0	0	0	0	0	42228	0	1567		19591	3469	4203	12707	0	3010	9697	5441	1441	3194	7544	3037	813	12634	40661	0	0	1516	0	11628	2960	0	0	8078	2660	248	
12030	22140	0	14655	53246	0	76543	0	0	0	0	0	193861	0	1981		91118	14185	23405	78179	0	21894	56285	10424	2515	17518	36317	10129	2454	61888	190909	0	971	8784	0	55881	10537	0	0	46070	7765	0	
12142	18699	0	9555	42070	0	85750	0	0	0	0	0	86273	0	7146		25784	9266	8111	22926	0	12121	12765	898	0	11826	19742	956	0	76000	79127	195	0	1961	0	17836	14688	0	0	16472	13737	0	
12179	4745	0	0	4007	0	7507	0	0	0	0	0	24567	0	1501		11395	3180	2577	7196	0	2234	4962	3591	608	926	2912	1161	248	7507	23066	0	0	233	0	3743	1504	0	0	2333	1503	0	
12245	14754	0	2132	16440	0	25525	0	0	337	8426	0	75083	0	9055		24635	12852	7549	17803	62	4497	13312	5225	1601	6064	10859	3708	2211	23393	65288	0	740	2710	4825	18235	4607	3076	2125	13066	3857	0	
12311	3819548	20	1011086	2220373	0	2942379	0	0	1315995	1888336	0	42958024	0	2873807		7659162	29558196	1066445	4452317	705071	1392283	3060034	2671953	534892	428070	899994	482757	110297	1928659	40084217	2614	0	331503	572341	1500274	420844	533009	0	1018862	308743	0	
12647	6031	0	937	11448	0	16853	0	0	0	18458	0	68338	0	2406		15841	15147	5725	7801	0	2089	5712	8040	0	1378	10002	12887	7052	15916	65932	0	0	1860	250	9910	21409	0	2901	6283	5096	0	
12656	1815	0	581	2957	0	5163	0	0	0	0	0	11093	0	1144		4122	806	722	3349	0	1008	2341	761	12	1091	2591	466	202	4582	9949	0	0	144	0	4350	0	0	0	3682	0	0	
12937	9630	0	0	30976	0	49965	0	0	240	4555	0	130335	0	664		12301	54485	6884	10552	240	3480	7073	1663	85	26214	19386	6846	1473	49965	129671	0	0	4129	1878	27621	26298	1878	0	22608	22992	2000	
12946	35130	93	29103	33354	0	78294	0	0	376	1627	0	567828	0	123968		125734	173450	31564	98061	376	33855	66308	22453	3118	64158	137420	27601	4335	49098	443860	0	0	11592	1251	71380	162134	1251	0	61726	126870	0	
12955	7184	0	1577	24516	0	36821	0	0	0	0	0	71981	0	9591		19770	31294	5546	12960	0	1919	11041	4583	2227	1458	5122	3103	4051	35244	62390	0	0	1315	0	8667	5067	0	0	3830	2750	1161	
13103	265628	0	51803	45368	0	108217	0	0	9980	9980	0	910705	0	112550		157503	353468	61692	109183	0	41324	67859	27287	21033	45127	59478	18686	10815	55507	796809	907	1346	18007	0	60859	73247	0	0	41502	63102	0	
13251	1916	0	271	5014	0	8515	0	0	0	0	0	32492	0	800		11009	18361	2018	9832	0	2399	7433	1177	0	235	870	101	0	8244	31692	0	0	370	0	1206	0	0	0	1105	0	0	
13457	3203	0	508	2546	0	4957	0	0	0	0	0	10594	0	1149		3387	1359	1095	3026	0	818	2208	361	0	0	2215	430	0	4449	9445	0	0	0	0	1716	929	0	0	1286	929	0	
14052	7849	0	431	10405	0	16791	0	0	0	0	0	34065	0	833		9601	9746	2751	8308	0	2841	5467	1293	0	2100	2730	2039	0	16360	33232	0	0	1012	0	4867	2002	0	0	3786	1044	0	
14155	8112	0	1697	14284	0	33572	0	0	202	3850	0	64365	0	11635		19558	19289	5001	13466	147	4297	9169	4598	1494	10074	4126	2681	525	31875	52730	0	0	1045	3648	11381	6025	3202	0	8798	5402	0	
14650	5018	0	2597	6902	0	11481	0	0	0	0	0	12259	0	328		4199	1070	1344	3815	0	2415	1412	337	35	441	1531	0	0	8884	11931	0	0	342	0	1611	361	0	0	1400	361	0	
14753	12996	0	500	11656	0	11656	0	0	0	0	0	27268	0	2147		9909	0	3924	9094	0	3163	5931	649	166	1258	2605	400	100	11156	25121	0	0	1112	0	3863	500	0	0	3363	500	0	
14865	102258	10	11123	19964	0	35458	0	0	1212	11163	0	203292	0	23635		33149	42846	10579	22647	1196	13110	11912	6190	1937	11952	8540	3164	1383	24325	179315	0	342	2671	9951	23716	1323	9229	0	19000	1070	0	
14977	3741	0	0	4074	0	7770	0	0	0	0	0	29600	0	0		11032	1726	2777	9738	0	3602	6137	1181	112	6024	6301	476	300	7770	29600	0	0	104	0	8426	4675	0	0	7650	4675	0	
16458	69522	2	334	14847	0	23618	0	0	0	0	0	226949	0	10236		28419	91528	10992	17519	0	4557	12962	9370	1530	5636	22781	7392	1671	22971	216713	311	0	4944	0	17417	20063	0	0	11154	17263	0	
16551	22790	0	3981	24207	0	55607	0	0	10701	10701	0	136540	0	9841		61999	26160	26361	33703	2500	30453	12756	11326	7464	17003	3260	2811	2516	51112	126699	514	0	11458	0	19137	6453	0	0	10171	3285	0	
16748	10693	0	1725	16013	0	20726	0	0	0	0	0	32818	0	2247		12979	3627	4901	6875	0	3210	4058	3401	2311	389	984	2858	1287	19001	30571	0	0	1938	0	5100	418	0	0	1373	0	0	
16944	9493	0	1940	6613	0	13004	0	0	0	0	0	22631	0	2387		7407	1192	1639	4783	0	1741	3149	1916	601	1223	1709	1007	600	11064	20244	0	0	297	0	3753	786	0	0	2426	506	0	
16953	4582	0	3321	8008	0	14374	0	0	0	0	0	18276	0	846		8389	2904	627	6122	0	1744	4378	2267	0	540	1011	850	0	11053	17430	0	0	0	0	2401	0	0	0	1551	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	91326	0	6357		15393	0	4368	15393	0	15393	0	0	0	74933	0	1000	0	0	84969	0	0	3277	0	24299	51634	0	0	23298	51634	0	
17147	1482020	0	112409	259558	0	394830	0	0	136567	138067	0	2932204	0	486116		684187	504779	145842	346480	26425	83295	284743	189665	126483	48321	116304	67737	28856	279649	2446088	2772	0	37323	1500	201712	59506	500	0	118686	30082	21824	
17259	14134	0	0	7213	0	15144	0	0	0	0	0	38303	0	2676		13663	1398	5147	10404	0	2088	8316	2992	267	1335	5278	2053	441	15144	35627	0	0	1580	0	9107	0	0	0	6612	0	0	
17464	37277	0	20523	153506	0	206963	0	0	0	0	0	847155	0	47360		51778	665691	22016	35578	0	11896	23682	13820	2380	18582	42878	26533	4416	186440	799795	0	0	7189	0	54170	38239	0	0	35621	25839	0	
17950	39615	0	30394	52111	0	104589	0	0	0	22867	0	176603	0	19074		25806	65108	9633	20032	0	6770	13262	5148	626	22102	20112	3481	379	74195	134662	0	22867	4398	22867	15861	30213	0	22867	13653	28561	0	
17978	47788	0	0	1365	0	24121	0	0	0	0	0	196156	0	750		88633	3287	45664	64837	0	18632	46205	12050	11746	12975	28271	3351	11851	24121	195306	0	100	16719	0	41583	14865	0	0	27445	13801	0	
18050	46055	0	17408	106839	0	146615	0	0	0	0	0	196349	0	4965		52493	36913	11284	45328	0	19967	27094	5429	3	12046	39097	8897	849	129207	191384	0	0	3114	0	34052	26837	0	0	27393	23168	0	
18135	19239	0	0	57959	0	77281	0	0	703	6804	0	99901	0	2162		26781	16095	4716	19288	633	5930	13405	4423	3023	10689	19684	5368	2045	77281	97490	0	249	1306	6101	20477	17309	5871	0	14464	15909	0	
18377	19868	0	0	0	0	0	0	0	94	94	0	46990	0	773		19678	0	5557	6927	0	1700	5227	9515	3236	276	2138	3680	1350	0	44602	0	1615	1685	0	5880	1564	0	0	1861	553	0	
18827	168865	0	8826	56175	0	114915	0	0	0	0	0	249131	0	35292		50717	5796	14405	18527	0	5538	13108	19355	12716	4336	4417	8715	6285	106089	213839	0	0	0	0	16473	7280	0	0	5245	0	0	
18836	10216	0	1754	20813	0	30301	0	0	118	2906	0	105057	0	3473		50966	10952	14705	31817	118	16093	18149	11865	4859	6086	13721	7786	5330	28547	101344	0	240	4839	2788	27560	5363	2163	0	15585	3189	0	
18854	18705	0	9113	57187	0	76342	0	0	484	15557	0	131736	0	10826		31660	6661	1975	23159	484	7506	15653	7256	1245	10658	43875	17401	2776	67229	105862	0	15048	773	15073	57542	17168	15073	0	43234	11299	11343	
18957	3436	0	1573	3122	0	7478	0	0	0	0	0	16162	0	1038		7720	1043	2863	4687	0	1703	2985	2244	788	540	1180	1717	526	5905	15124	0	0	488	0	2951	1012	0	0	1720	0	0	
19356	9125	0	3255	11696	0	24076	0	0	0	6580	0	41162	0	2458		17933	2633	2792	13498	0	3363	10237	3667	666	478	3738	6676	579	20720	35339	101	3365	121	6080	10971	500	747	0	4216	0	0	
19730	317786	0	85368	260433	0	289486	0	0	122389	123913	0	1645432	0	89226		376827	693216	61162	276038	94694	113345	168347	82914	12221	94580	115050	42645	5328	204116	1555870	2	336	14227	1524	150635	106968	1524	0	110277	97454	0	
19936	10150	0	15971	38171	0	84552	0	0	1024	1024	0	122112	0	10834		29610	40345	11341	24673	1024	8327	16346	3705	1232	11971	25771	2142	2123	68581	111278	0	0	5306	0	31399	10608	0	0	28388	9354	0	
19972	77357	0	0	0	0	0	0	0	0	0	0	77357	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	77357	0	0	0	0	0	0	0	0	0	0	0	
20053	9707	0	727	12265	0	16450	0	0	4697	4697	0	44113	0	1546		25028	4084	8249	13047	1521	9444	8215	7237	132	431	2725	2138	0	15723	42567	0	0	1151	0	4840	454	0	0	3156	0	0	
20512	16201	0	0	16018	0	25814	0	0	295	6504	0	56676	0	0		17092	7221	5984	8731	99	1816	6915	5637	2724	1788	6880	4486	3008	25814	56676	0	0	1910	6209	11783	4379	1890	496	5285	3383	0	
20633	66316	0	18739	35101	0	71511	0	0	0	6642	0	213152	0	1075		55069	44071	17863	26819	0	7740	19370	13636	14323	9420	15510	10143	12623	52736	212077	36	0	5609	0	39182	8514	0	0	18409	6521	0	
20857	4161	0	6157	76541	0	98622	0	0	0	0	0	52847	0	5376		7983	30355	1032	5974	0	1908	4066	1933	76	3999	3103	2646	600	92465	47471	0	0	0	0	6188	4160	0	0	2995	4107	0	
21256	946	0	1925	2428	0	4224	0	0	0	0	0	4655	0	448		2555	746	1985	897	0	110	787	1433	225	0	100	308	0	2299	4207	0	0	0	0	408	0	0	0	100	0	0	
21359	3848	0	570	2624	0	4003	0	0	0	0	0	18073	0	1321		3196	6925	2511	2773	0	474	2299	333	90	900	2546	418	240	3433	16752	0	0	0	0	3804	300	0	0	3146	300	0	
21630	9221	0	1032	16615	0	24172	0	0	0	0	0	52085	0	5726		13823	5769	2373	11457	0	2977	8480	2245	121	11523	10868	767	114	23140	46359	0	0	787	0	9167	14105	0	0	22391	0	0	
21658	16248	3	0	20	0	135	0	0	0	0	0	134834	0	4706		42701	60151	14534	27578	0	8345	19233	12490	2633	1552	5821	6367	1994	132	130128	0	0	4103	0	12310	3424	0	0	5761	1612	0	
22048	17612	4	16115	26179	0	61625	0	0	45	1617	0	93738	0	12206		35157	3613	7796	30832	45	12463	18369	3983	342	13893	17352	6111	0	45506	81169	0	363	3075	1572	24857	12499	1572	0	19985	9688	0	
22543	8464	22	8818	20684	0	39873	0	0	0	0	0	28669	0	904		11189	2691	3893	7600	0	3415	4185	2243	1346	3255	1413	510	1147	31033	27765	0	0	1105	0	5167	1158	0	0	3510	1158	0	
22552	9823	0	2436	10997	0	24498	0	0	2970	2970	0	49555	0	3723		23593	1734	4356	16021	1720	3191	12830	7564	8	2995	5679	5731	0	22054	45410	8	422	1480	0	10539	3866	0	0	6058	2616	2295	
22730	228	0	3868	29073	0	42627	0	0	0	0	0	67449	0	2152		19714	39662	4051	10258	0	5284	6191	6339	1900	1715	2220	2818	1092	38759	65297	0	0	479	0	6385	1460	0	0	2899	786	0	
22936	7865	0	1598	39972	0	55059	0	0	1024	1024	0	125504	0	1640		44205	36251	12596	34983	1024	7790	27193	9222	0	7001	21587	8595	0	53461	123864	0	0	3982	0	33920	3263	0	0	25615	2973	0	
22954	4972	0	686	10088	0	26856	0	0	0	0	0	42999	0	4419		12773	12060	3813	9358	0	3681	5677	3310	105	6060	3547	3587	0	26170	38281	0	299	1151	0	8259	4935	0	0	4672	4935	299	
23045	2466	0	559	2085	0	10592	0	0	0	0	0	21491	0	953		1747	12288	1000	1355	0	745	610	300	92	1270	2571	1150	0	10033	20538	0	0	573	0	2102	2889	0	0	1036	2635	0	
23456	7776	0	3284	10726	0	36866	0	0	0	0	0	51216	0	5304		25597	6629	7769	14510	0	3288	11222	7604	3483	1451	5418	2820	1525	33523	45912	59	0	2840	0	8380	2834	0	0	4360	2509	0	
23504	377516	0	23220	156878	0	179584	0	0	694	26543	0	1058681	0	173869		40710	504580	11916	29201	515	9771	19440	9594	1905	36449	34554	59495	5377	156364	884812	0	0	5222	25849	64068	71807	25172	0	49863	21140	50	
