"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
3720																																																																	37192	1631	1631	13.2830%	21.6083%	20.6607%	35561	172119	267718	-181	0			13.6083%			21000	20.6607%	1	0	35790	0	0	0	229	0	0	0	0		0	0	35561	0	0	0	0	0	0	35561	0	0	0	0	0	0	0	0	0	1631	0	0	0	0	267718	14971										
3971																																																																	113590	9242	9243	12.5519%	15.3917%	14.1393%	104347	737995	831324	60	0			7.3917%			176278	14.1393%	1	0	113538	8995	72	51	60	0	0	0	0		0	0	104360	0	0	0	0	13	13	104347	0	0	0	0	13	0	0	0	0	9243	0	9131	1	0	840455	-62800										
4156																																																																	23039	1935	1935	10.0366%	14.8854%	13.6352%	21104	154776	210270	-113	0			6.8854%			7857	13.6352%	1	0	22774	1783	0	0	-113	0	0	0	0		0	0	21104	0	0	0	0	0	0	21104	0	0	0	0	0	0	0	0	0	1935	0	1783	0	0	212053	15030										
4231																																																																	17039	672	672	14.4882%	30.5671%	29.3615%	16367	55743	112968	-227	0			22.5671%			12600	29.3615%	1	0	16376	0	0	189	-227	0	0	0	0		0	0	16414	0	0	0	0	47	47	16367	0	0	0	0	47	0	0	0	0	672	0	236	0	0	113204	4003										
4839																																																																	44480	3549	3549	11.8605%	15.7215%	14.4671%	40931	282925	345103	-628	0			7.7215%			16715	14.4671%	1	0	40303	0	0	0	-653	0	25	0	0		0	0	40931	0	0	0	0	0	0	40931	0	0	0	0	0	0	0	0	0	3549	0	0	0	0	345103	24216										
5069																																																																	185609	5537	5537	36.6769%	42.6411%	41.3690%	180072	435282	490968	3103	0			34.6411%			8628	41.3690%	1	0	183191	0	0	0	3111	8	0	0	0		0	0	180072	0	0	0	0	0	0	180072	0	0	0	0	0	0	0	0	0	5537	0	0	0	0	490968	171460										
5135																																																																	67347	4036	4036	13.8101%	19.1421%	17.9949%	63311	351827	458439	-228	0			11.1421%			25042	17.9949%	1	0	64124	1042	0	0	-229	0	0	0	0		0	0	63311	0	0	0	0	0	0	63311	0	0	0	0	0	0	0	0	0	4036	0	1042	0	0	459481	39310										
5210																																																																	120406	10860	10860	8.7989%	13.9122%	12.6574%	109546	865468	1244992	-5619	-5539			5.9122%			10253	12.6574%	1	0	103931	0	0	0	-78	2	0	-5539	0		0	0	109546	0	0	0	0	0	0	109546	0	0	0	0	0	0	0	0	0	10860	0	0	0	0	1239453	99297										
5461																																																																	60324	5384	5384	9.1620%	14.0161%	12.7652%	54940	430390	599648	-237	0			6.0161%			6300	12.7652%	1	0	54703	0	0	0	-237	0	0	0	0		0	0	54940	0	0	0	0	0	0	54940	0	0	0	0	0	0	0	0	0	5384	0	0	0	0	599648	48640										
5751																																																																	34209	1876	1876	16.4701%	22.8159%	21.5647%	32333	149935	196313	935	0			14.8159%			9352	21.5647%	1	0	34520	1089	163	0	935	0	0	0	0		0	0	32333	0	0	0	0	0	0	32333	0	0	0	0	0	0	0	0	0	1876	0	1252	0	0	197565	24233										
6039																																																																	30563	2588	2588	9.8674%	14.7818%	13.5301%	27975	206761	283510	-41	0			6.7818%			31037	13.5301%	1	0	28411	0	0	375	-41	0	0	0	0		0	0	28077	0	0	0	0	102	102	27975	0	0	0	0	102	0	0	0	0	2588	0	509	0	0	284019	-2585										
6141																																																																	6337	260	260	10.2482%	20.4538%	19.6146%	6077	30982	59298	0	0			12.4538%			4800	19.6146%	1	0	6138	0	0	37	0	0	0	0	0		0	0	6101	0	0	0	0	24	24	6077	0	0	0	0	24	0	0	0	0	260	0	61	0	0	59359	1338										
6329																																																																	63906	6549	6549	9.2795%	12.2654%	11.0085%	57357	521026	618103	24	0			4.2654%			25000	11.0085%	1	0	58195	0	0	651	24	0	0	0	0		0	0	57520	0	0	0	0	163	163	57357	0	0	0	0	163	0	0	0	0	6549	0	814	0	0	618917	33171										
7009																																																																	66034	0	1035	7.0750%	22.3685%	22.0179%	64999	295210	918716	2287	0			14.3685%			1052	22.0179%	1	0	67286	0	0	0	2287	0	0	0	0		0	0	64999	0	0	0	0	0	0	64999	0	0	0	0	0	0	0	0	0	1035	0	0	1035	0	918716	63947										
7045																																																																	20887	863	863	9.3904%	21.8559%	20.9528%	20024	95567	213239	23	0			13.8559%			2425	20.9528%	1	0	20047	0	0	0	23	0	0	0	0		0	0	20024	0	0	0	0	0	0	20024	0	0	0	0	0	0	0	0	0	863	0	0	0	0	213239	17599										
7072																																																																	31182	1705	1705	15.1312%	19.8273%	18.7432%	29477	157268	194810	38	0			11.8273%			0	18.7432%	1	0	33148	751	444	1950	-24	0	0	62	0		0	0	29965	0	0	0	0	488	488	29477	0	0	0	0	488	0	0	0	0	1705	0	3633	0	0	198443	33110										
7157																																																																	5312	243	243	11.1889%	21.9577%	20.9532%	5069	24192	45304	6	0			13.9577%			400	20.9532%	1	0	5075	0	0	0	6	0	0	0	0		0	0	5069	0	0	0	0	0	0	5069	0	0	0	0	0	0	0	0	0	243	0	0	0	0	45304	4669										
7456																																																																	8333	772	772	8.4544%	11.7909%	10.6986%	7561	70673	89433	199	0			3.7909%			5500	10.6986%	1	0	7760	0	0	0	199	0	0	0	0		0	0	7561	0	0	0	0	0	0	7561	0	0	0	0	0	0	0	0	0	772	0	0	0	0	89433	2061										
7634																																																																	9321	550	550	13.4744%	21.3868%	20.1248%	8771	43583	65094	-54	0			13.3868%			8260	20.1248%	1	0	8717	0	0	0	-54	0	0	0	0		0	0	8771	0	0	0	0	0	0	8771	0	0	0	0	0	0	0	0	0	550	0	0	0	0	65094	511										
8033																																																																	32411	1244	1244	12.7226%	19.0711%	18.3391%	31167	169948	244973	8	0			11.0711%			5250	18.3391%	1	0	31175	0	0	0	8	0	0	0	0		0	0	31167	0	0	0	0	0	0	31167	0	0	0	0	0	0	0	0	0	1244	0	0	0	0	244973	25917										
8462																																																																	22128	947	947	12.5031%	29.2150%	27.9647%	21181	75742	169406	53	0			21.2150%			700	27.9647%	1	0	21234	0	0	0	53	0	0	0	0		0	0	21181	0	0	0	0	0	0	21181	0	0	0	0	0	0	0	0	0	947	0	0	0	0	169406	20481										
8631																																																																	7411	429	429	10.9504%	20.4424%	19.2591%	6982	36253	63760	-13	0			12.4424%			1300	19.2591%	1	0	6969	0	0	0	-13	0	0	0	0		0	0	6982	0	0	0	0	0	0	6982	0	0	0	0	0	0	0	0	0	429	0	0	0	0	63760	5682										
9357																																																																	58980	3345	3345	11.2101%	18.2772%	17.2406%	55635	322697	496294	-87	0			10.2772%			55160	17.2406%	1	0	82295	26747	0	0	-87	0	0	0	0		0	0	55635	0	0	0	0	0	0	55635	0	0	0	0	0	0	0	0	0	3345	0	26747	0	0	523041	27222										
9553																																																																	15393	1005	1005	8.6613%	12.6062%	11.7831%	14388	122107	166119	-776	0			4.6062%			2100	11.7831%	1	0	13716	0	0	0	-292	103	0	0	-483		0	0	14388	0	0	0	0	0	0	14388	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	166119	12392										
9807																																																																	370927	29682	29687	14.1756%	14.0072%	12.8862%	341240	2648112	2407240	-47508	0			6.0072%			132272	12.8862%	1	0	328843	0	0	0	1342	0	0	0	-48851		0	0	376352	0	0	0	0	35112	35112	341240	0	0	0	0	35112	0	0	0	0	29687	0	35112	5	0	2442352	244079										
9955																																																																	19587	1078	1078	12.7891%	22.8234%	21.5672%	18509	85820	144725	168	0			14.8234%			3133	21.5672%	1	0	18677	0	0	0	168	0	0	0	0		0	0	18509	0	0	0	0	0	0	18509	0	0	0	0	0	0	0	0	0	1078	0	0	0	0	144725	15376										
10250																																																																	41051	3188	3188	9.4970%	14.7410%	13.5962%	37863	278482	398685	124	0			6.7410%			32300	13.5962%	1	0	38175	0	0	150	124	0	0	0	0		0	0	37901	0	0	0	0	38	38	37863	0	0	0	0	38	0	0	0	0	3188	0	188	0	0	398873	5751										
10849																																																																	26628	971	971	9.6664%	18.7050%	18.0229%	25657	142358	265425	-544	0			10.7050%			15391	18.0229%	1	0	27033	694	0	491	-544	0	0	0	0		0	0	26392	0	0	0	0	735	735	25657	0	0	0	0	735	0	0	0	0	971	0	1185	0	0	266610	12186										
11145																																																																	23057	2100	2100	8.6863%	12.5170%	11.3769%	20957	184206	241266	100	0			4.5170%			12000	11.3769%	1	0	21549	450	0	0	142	0	0	0	0		0	0	20957	0	0	0	0	0	0	20957	0	0	0	0	0	0	0	0	0	2100	0	450	0	0	241716	9449										
11640																																																																	47883	3761	3761	11.8164%	15.3970%	14.1876%	44122	310990	373395	358	0			7.3970%			38070	14.1876%	1	0	44480	0	0	0	358	0	0	0	0		0	0	44122	0	0	0	0	0	0	44122	0	0	0	0	0	0	0	0	0	3761	0	0	0	0	373395	6052										
11837																																																																	15064	685	685	14.7972%	27.5690%	26.3154%	14379	54641	97174	-41	0			19.5690%			12000	26.3154%	1	0	14338	0	0	0	-41	0	0	0	0		0	0	14379	0	0	0	0	0	0	14379	0	0	0	0	0	0	0	0	0	685	0	0	0	0	97174	2379										
12030																																																																	59219	2995	2995	15.8050%	25.5780%	24.2844%	56224	231523	355735	19	0			17.5780%			600	24.2844%	1	0	56243	0	0	0	19	0	0	0	0		0	0	56224	0	0	0	0	0	0	56224	0	0	0	0	0	0	0	0	0	2995	0	0	0	0	355735	55624										
12142																																																																	25438	1736	1736	10.3700%	17.7596%	16.5476%	23702	143235	228564	-1622	0			9.7596%			15200	16.5476%	1	0	22080	0	0	0	302	0	0	-1924	0		0	0	23702	0	0	0	0	0	0	23702	0	0	0	0	0	0	0	0	0	1736	0	0	0	0	228564	8502										
12179																																																																	8012	183	183	18.6245%	28.8627%	28.2035%	7829	27759	42036	0	0			20.8627%			0	28.2035%	1	0	7827	0	0	0	-3	0	0	0	1		0	0	7829	0	0	0	0	0	0	7829	0	0	0	0	0	0	0	0	0	183	0	0	0	0	42036	7827										
12311	10943506	749280	1705735	9.4291%	13.9427%	11.7695%	9237771	78488882	97971339	-333693	0			5.7695%			9076138	10.6607%	0	10181717	1891674	221442	26061	-143431	0	-1813	-188450	0		8809	0	8367425	0	0	0	0	0	0	8367425	780000	0	96861	876861	6515	870346	956257	0	0	1705735	0	2154501	198	0	100125840	1439272																												1																																															
12647																																																																	18174	1049	1049	10.8475%	17.6100%	16.5935%	17125	103203	157871	0	0			9.6100%			17306	16.5935%	1	0	17910	0	785	0	0	0	0	0	0		0	0	17125	0	0	0	0	0	0	17125	0	0	0	0	0	0	0	0	0	1049	0	785	0	0	158656	604										
12656																																																																	1901	127	127	10.2823%	18.8816%	17.6202%	1774	10068	17253	0	0			10.8816%			460	17.6202%	1	0	1774	0	0	0	0	0	0	0	0		0	0	1774	0	0	0	0	0	0	1774	0	0	0	0	0	0	0	0	0	127	0	0	0	0	17253	1314										
12937																																																																	35693	1960	1960	17.6563%	22.7781%	21.5273%	33733	156699	191054	0	0			14.7781%			6000	21.5273%	1	0	33733	0	0	0	0	0	0	0	0		0	0	33733	0	0	0	0	0	0	33733	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	191054	27733										
12946																																																																	138776	13221	13443	9.2790%	13.1795%	11.9028%	125333	1052971	1350720	2460	0			5.1795%			59757	11.9028%	1	0	145138	16399	946	0	2460	0	0	0	0		0	0	125333	0	0	0	0	0	0	125333	0	0	0	0	0	0	0	0	0	13443	0	17345	222	0	1368065	82921										
13103																																																																	257256	14544	27692	12.1192%	13.5280%	12.0718%	229564	1901651	1894213	9007	10396			5.5280%			34519	12.0683%	1	0	249456	6773	4180	0	19403	0	0	-10396	0		0	0	229496	0	0	0	0	0	0	229496	0	0	68	68	0	68	0	0	16	27692	0	10953	13132	0	1915562	205930										
13251																																																																	5190	369	369	11.1695%	17.6849%	16.4276%	4821	29347	43162	-3	0			9.6849%			2000	16.4276%	1	0	4818	0	0	0	-3	0	0	0	0		0	0	4821	0	0	0	0	0	0	4821	0	0	0	0	0	0	0	0	0	369	0	0	0	0	43162	2821										
