"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							8493	1058	0	0	47710	0	441	15	693	89173	69187	308	69495	0	1038	0	0	0	19678	1200	89173	0	0	14195	0	0	3500	0	15417	53769	1	1231	0	31801	30763	783	0	0	0	0	19678	
242																																							1274	673	0	0	12576	0	282	0	545	40541	31072	16	35331	0	189	0	4243	0	5210	120	40541	0	0	4717	0	0	120	0	7034	24038	3	1231	0	24804	24615	253	576	0	0	0	5210	
279																																							4378	2289	33	30266	8413	0	5553	0	6909	186657	133592	604	159600	0	722	0	25404	0	27057	1	186657	0	0	26896	0	0	0	0	10098	123494	1	1231	0	128900	128178	160	638	0	0	0	27057	
354																																							0	100	0	0	6299	0	67	0	119	10165	9150	2	9152	0	183	0	0	0	1013	25	10165	0	0	511	0	0	500	0	3055	6095	5	1231	0	2977	2794	-23	786	0	0	0	1013	
457																																							2242	530	0	156	279	0	314	96	1063	40388	34884	61	36145	0	493	0	1200	0	4243	60	40388	0	0	742	0	0	3440	0	5916	28968	4	1231	0	36071	35578	1	130	0	0	0	4243	
505																																							63180	1104	137	0	79022	0	10373	1391	12926	434193	374424	4086	399510	54	4181	1595	21000	0	34629	6480	434193	0	0	19267	0	0	10653	0	51748	322676	2	1231	0	268646	264465	-1771	0	0	0	0	34683	
1155																																							21865	4764	0	55	31581	0	4193	2918	5741	218579	180811	2324	199328	0	2181	0	0	0	19251	1600	218579	0	0	12386	0	0	4900	934	24278	156533	5	1231	0	148709	146528	365	0	0	0	16193	19251	
1351																																							0	4338	0	69832	2741	0	1370	430	1370	159501	135530	436	135966	0	1359	0	0	0	23535	240	159501	0	0	22762	0	0	530	0	17962	117568	4	1231	0	77362	76003	3	3417	0	0	0	23535	
1454																																							107619	14960	0	0	349399	0	5068	0	10972	730478	654309	1232	655541	0	2844	0	0	0	74937	1000	730478	0	0	68712	0	0	1214	704	186302	468007	2	1231	0	244600	241756	4011	0	0	0	0	74937	
