"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	18004	17875	135	0	0	0	0	0	17875	0	0	-6	
242	4797	4721	164	0	0	102	0	0	4721	0	0	14	
279	24586	24308	319	0	0	0	0	0	24308	1	0	-42	
354	1011	1050	-9	0	0	0	0	0	1050	0	0	-30	
457	3322	3450	160	0	0	285	0	0	3450	0	0	-3	
505	30601	30277	566	0	0	277	0	0	30277	0	0	35	
1155	19382	19568	455	0	0	567	0	0	19568	0	0	-74	
1351	18678	22118	902	0	0	4348	0	0	22118	0	0	6	
1454	58927	57373	2142	0	0	750	0	0	57373	0	0	162	
1557	5748	5757	124	0	0	122	0	0	5757	0	0	-11	
1669	44680	44071	724	0	0	0	0	0	44071	0	0	-115	
1829	43718	43439	712	0	0	444	0	0	43439	0	0	11	
1856	19304	21726	-2685	0	0	0	0	0	21726	0	0	263	
2040	20971	20762	193	0	0	0	0	0	20762	0	0	16	
2161	14679	14026	483	0	0	122	0	0	14026	0	0	292	
2376	420637	411524	7779	0	0	0	0	0	411524	0	2010	-676	
2554	1210	1162	55	0	0	23	0	0	1162	0	0	16	
2732	77681	77188	664	0	0	266	0	0	77188	0	0	95	
2750	5265	5512	-241	0	0	85	0	0	5512	0	0	79	
3177	102347	101679	1517	0	0	800	0	0	101679	172	0	-221	
3252	20449	20113	729	0	0	450	0	0	20113	0	0	57	
3458	3373	3330	54	0	0	0	0	0	3330	0	0	-11	
3720	29147	28842	517	0	0	120	0	0	28842	0	0	-92	
3953	-656	1603	-2259	0	0	0	0	0	1603	0	0	0	
3971	99262	98575	772	0	0	0	0	0	98575	0	0	-85	
4156	21172	20504	633	0	0	0	0	0	20504	0	0	35	
4231	14683	14767	34	0	0	0	0	0	14767	0	0	-118	
4437	26590	26922	-22	0	0	148	0	0	26922	0	0	-162	
4839	32943	31923	1035	0	0	455	0	0	31923	0	0	440	
5005	33460	15615	3808	-616	15000	0	0	0	15615	0	0	-347	
5069	131281	124178	5282	0	0	0	0	0	124178	0	0	1821	
5135	40301	39625	768	0	0	0	0	0	39625	0	0	-92	
5210	84031	83274	2049	0	0	1189	0	0	83274	0	0	-103	
5331	32349	32753	474	0	0	322	0	0	32753	0	0	-556	
5461	46599	47197	13	0	0	300	0	0	47197	0	0	-311	
5751	26747	26712	570	0	0	252	0	0	26712	0	0	-283	
6039	8734	8708	54	0	0	0	0	0	8708	0	0	-28	
6141	5134	5038	96	0	0	0	0	0	5038	0	0	0	
6329	33260	32501	824	0	0	0	0	0	32501	0	0	-65	
7009	53948	50608	4274	0	0	1000	0	0	50608	0	0	66	
7045	16498	16035	441	0	0	0	0	0	16035	0	0	22	
7072	25113	25151	-20	0	0	0	0	0	25151	0	0	-18	
7157	4436	4390	82	0	0	24	0	0	4390	0	0	-12	
7456	5543	5036	169	0	300	10	0	0	5036	0	0	48	
7634	5633	5369	230	0	0	0	0	0	5369	0	0	34	
8033	16179	16185	455	0	0	450	0	0	16185	0	0	-11	
8462	16328	16202	396	0	0	86	0	0	16202	0	0	-184	
8631	6587	6504	128	0	0	40	0	0	6504	0	0	-5	
9357	71010	70853	1986	0	0	1786	0	0	70853	0	0	-43	
9553	9574	9515	391	0	0	515	0	0	9515	0	0	183	
9807	205902	192513	13050	0	0	0	0	0	192513	0	0	339	
9955	13101	13138	346	0	0	245	0	0	13138	0	0	-138	
10250	29164	26217	241	0	2600	0	0	0	26217	0	0	106	
10849	26383	26327	145	0	0	0	0	0	26327	0	0	-89	
10858	35478	34651	960	0	0	0	0	0	34651	0	0	-133	
11145	17748	17357	402	0	0	0	0	0	17357	0	0	-11	
11275	138176	138280	1388	0	0	1500	0	0	138280	0	0	8	
11640	34263	33153	1094	0	0	0	0	0	33153	0	0	16	
11837	11721	11683	175	0	0	0	0	0	11683	0	0	-137	
12030	38415	37391	1028	0	0	0	0	0	37391	0	0	-4	
12142	20247	20412	300	0	0	0	0	0	20412	0	0	-465	
12179	6644	6607	37	0	0	0	0	0	6607	0	0	0	
12245	13799	13723	233	0	0	115	0	0	13723	0	0	-42	
12311	4231396	4073722	142424	0	-306	0	0	0	4073722	0	0	15556	
12647	9901	9757	204	0	0	60	0	0	9757	0	0	0	
12656	1466	1408	58	0	0	0	0	0	1408	0	0	0	
12937	32689	32579	260	0	0	150	0	0	32579	0	0	0	
12946	79319	75864	2829	0	0	0	0	0	75864	0	0	626	
12955	12783	12417	611	0	0	245	0	0	12417	0	0	0	
13103	182269	176438	1892	0	0	16	0	0	176438	0	0	3955	
13251	3490	3418	74	0	0	0	0	0	3418	0	0	-2	
13457	6053	5963	90	0	0	0	0	0	5963	0	0	0	
14052	6555	6580	-54	0	0	0	0	0	6580	0	0	29	
14155	14534	14119	419	0	0	0	0	0	14119	0	0	-4	
14650	2906	2816	89	0	0	0	0	0	2816	0	0	1	
14753	3704	3720	-16	0	0	0	22	0	3720	0	0	22	
14865	28072	28473	781	0	0	0	0	0	28473	-1167	0	-15	
14977	7754	7714	28	0	0	0	0	0	7714	0	0	12	
16458	34703	34559	442	0	0	155	0	0	34559	0	0	-143	
16551	21982	22244	517	0	0	700	0	0	22244	0	0	-79	
16748	6763	6618	151	0	0	0	0	0	6618	0	0	-6	
16944	4094	4134	-13	0	0	0	0	0	4134	0	0	-27	
16953	5166	5343	40	0	0	130	0	0	5343	0	0	-87	
17110	18671	18669	852	0	0	850	0	0	18669	0	0	0	
17147	614956	601949	15706	0	0	2500	0	0	601949	208	0	-407	
17259	7493	7477	200	0	0	178	0	0	7477	0	0	-6	
17464	134331	132182	2146	0	0	0	0	0	132182	0	0	3	
17950	29708	29137	688	0	0	149	0	0	29137	0	0	32	
17978	98361	97551	810	0	0	0	0	0	97551	0	0	0	
18050	43208	42072	1692	0	0	449	0	0	42072	0	0	-107	
18135	21072	21166	396	0	0	255	0	0	21166	0	0	-235	
18377	3562	3484	66	0	0	0	0	0	3484	0	0	12	
18827	41060	39216	1076	0	0	500	0	0	39216	0	0	1268	
18836	13484	13334	162	0	0	0	0	0	13334	0	0	-12	
18854	21923	20687	1460	0	0	250	0	0	20687	0	0	26	
18957	563	661	-106	0	0	0	0	0	661	0	0	8	
19356	8749	8262	313	0	0	0	0	-19	8243	0	0	193	
19730	215358	220197	-4730	0	0	0	0	0	220197	0	0	-109	
19936	21749	21211	525	0	0	0	0	0	21211	0	0	13	
19972	13526	13328	198	0	0	0	0	0	13328	0	0	0	
20053	8679	8491	218	0	0	0	0	0	8491	0	0	-30	
20512	9629	9479	180	0	0	0	0	0	9479	0	0	-30	
20633	28088	27662	433	0	0	0	0	0	27662	0	0	-7	
20857	21225	22051	781	0	0	1700	0	0	22051	0	0	93	
21256	1094	1080	15	0	0	0	0	0	1080	0	0	-1	
21359	2622	2680	113	0	0	166	0	0	2680	0	0	-5	
21630	9187	8826	276	0	0	80	0	0	8826	0	0	165	
21658	14945	15039	308	0	0	283	0	0	15039	0	0	-119	
22048	19299	19071	340	0	0	116	0	0	19071	0	0	4	
22356	44570	43774	870	0	0	625	0	0	43774	0	0	551	
22543	14376	14171	119	0	0	0	0	0	14171	0	0	86	
22552	7301	7854	347	0	0	985	0	0	7854	0	0	85	
22730	12678	12616	139	0	0	26	0	0	12616	0	0	-51	
22936	9957	9779	179	0	0	0	0	0	9779	0	0	-1	
22954	9272	8974	269	0	0	0	0	0	8974	0	0	29	
23045	7926	8014	13	0	0	14	0	0	8014	0	0	-87	
23456	11300	10858	411	0	0	0	0	0	10858	0	0	31	
23504	113194	110028	3182	0	0	0	0	0	110028	366	0	-382	
23540	12716	12512	94	0	0	0	0	0	12512	0	0	110	
23643	16710	16291	732	0	0	0	0	0	16291	0	0	-313	
23755	15397	15295	305	0	0	200	0	0	15295	0	0	-3	
24006	107748	107112	739	0	0	0	0	0	107112	0	0	-103	
