"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
3720				0	0	0	0	0	0	0	0	0	26	0	0	37	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971				0	0	800	0	0	800	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6688	0	0	5317	
4156				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231				0	0	0	0	0	0				55	0	0	83	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135				0	0	1120	0	0	837	0	0	0	96	0	0	205	10	43	0	0	15	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	
5210				0	0	0	0	0	0	0	0	0	0	0	0	46	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461				0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751				0	0	0	0	0	0	0	0	0	42	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039				0	0	0	0	0	0	0	0	0	63	0	7	55	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	0	0	0	0	0	0	0	9408	26	1149	1651	10	123	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045				0	0	0	0	0	0	0	0	0	302	0	27	114	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634				0	0	0	0	0	0				0	0	0	147	6	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033				0	0	0	0	0	0				53	0	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462				0	0	0	0	0	0	0	0	0	231	5	0	85	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631				0	0	0	0	0	0				14	0	0	48	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553				0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250				0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145				0	0	0	0	0	0				12	0	7	237	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640				0	0	0	0	0	0	0	0	0	8	0	8	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030				0	0	0	0	0	0	0	0	0	344	3	13	178	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142				134	0	0	134	0	0				59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311							0	3379	0																												
12647				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946				0	0	0	0	0	0	0	0	0	286	0	70	350	81	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	988	0	181	12	0	14	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251				0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155				0	0	140	0	0	0	0	0	0	2	36	72	23	35	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650				0	0	3	0	0	0				4	1	20	69	0	58	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
14753				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977				0	0	0	0	0	0	0	0	0	91	19	0	85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551				0	0	316	0	0	316	0	0	0	31	4	3	6	0	5	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	180	1	44	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259				0	0	0	0	0	0	0	0	0	47	0	0	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950				0	0	0	0	0	0	0	0	0	14	0	0	44	0	42	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17978				0	0	0	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050				0	0	0	0	0	0	0	0	0	80	10	0	203	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18135				0	0	0	0	0	0				0	0	0	55	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836				157	0	77	157	0	0	0	0	0	57	0	0	344	88	77	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356				0	0	0	0	0	0				40	1	22	11	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936				0	0	13	0	0	0	0	0	0	73	0	48	121	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053				0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633				0	0	0	0	0	0				3	0	0	38	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256				0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359				0	0	0	0	0	0	0	0	0	6	0	11	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658				0	0	0	0	0	0	0	0	0	33	0	0	57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048				2	0	0	0	0	0				32	0	41	53	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543				0	0	0	0	0	0				7	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552				0	0	0	0	0	0	0	0	0	21	0	29	11	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730				0	0	0	0	0	0				13	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23456				0	0	0	0	0	0	0	0	0	17	21	0	152	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	30	243	0	405	0	0	0	0	0	0	0	0	0	0	433	332	0	343	0	
23643				0	0	0	0	0	0				223	19	31	135	42	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755				0	0	0	0	0	0				10	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	236	
24378				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453				0	0	0	0	0	0				0	0	0	436	256	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659				0	0	0	0	0	0	0	0	0	13	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668				0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949				0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357				0	0	0	0	0	0	0	0	0	165	47	0	108	16	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457				0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765				0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070				0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27548	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	15	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27614				0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847				13	0	0	0	0	0	0	0	0	81	0	43	149	0	48	0	0	324	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	164	0	0	0	0	0	0	0	0	0	0	5475	9219	0	3621	4223	0	
28152				0	0	1623	0	0	1622	0	0	0	32	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
28675				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732				0	0	0	0	0	0				11	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636				0	0	0	0	0	0	0	0	0	60	0	57	122	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052				0	0	0	0	0	0				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	27	1	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30650				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	110	5	47	76	62	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657				0	0	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826				0	0	0	0	0	0				121	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835				0	0	0	0	0	0	0	0	0	3	0	68	41	73	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32766				0	0	0	0	0	0				12	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971				0	0	0	0	0	0				0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33147				0	0	0	0	0	0	0	0	0	137	0	101	17	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259				0	0	867	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33268				0	0	0	0	0	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839				0	0	0	0	0	0	0	0	0	51	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857	0	0	0	0	0	5174	0	0	0	0	0	5160	26	0	60	67	0	101	0	0	100	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	
34425				0	0	112	0	0	0	0	0	0	36	0	41	103	0	202	0	0	0	0	0	0	0	0	0	0	0	0	652	34	0	390	16	0	
34434				0	0	0	0	0	0	0	0	0	148	0	69	37	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34537	0	0	0	0	0	1981	0	0	1802	0	0	0	25	0	0	606	0	110	0	0	840	0	0	0	0	0	0	0	0	0	0	0	3091	0	0	2067	
34555				0	0	0	0	0	0	0	0	0	175	18	77	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742				0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35057				0	0	0	0	0	0	0	0	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301							0	0	0																												
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9401	0	37	0	0	4680	0	0	0	0	0	0	0	0	0	64	0	1721	26	0	245	
35646				0	0	0	0	0	0	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879				0	0	0	0	0	0				0	0	0	37	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36456				0	0	0	0	0	0	0	0	0	45	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933				0	0	0	0	0	0				42	0	23	47	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051				188	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341				0	0	0	0	0	0	0	0	0	13	0	4	11	0	45	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435				0	0	324	0	0	324	0	0	0	192	0	75	373	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	101	
37640	0	0	0	0	0	0	0	0	0	0	0	0	134	0	15	174	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11023	0	0	5393	
37659				0	0	0	0	0	0	0	0	0	9	0	0	75	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949				0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38740				0	0	0	0	0	0				2	23	1	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39327				0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033				0	0	0	0	0	0				43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40499	0	0	0	0	0	0	0	0	0	0	0	0	2345	0	535	99	0	16	0	0	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855				0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41245				0	0	20	0	0	0	0	0	20	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629				0	0	0	0	0	0				1040	114	0	69	22	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955				0	0	0	0	0	0	0	0	0	0	0	0	69	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037				0	0	0	0	0	0	0	0	0	0	0	0	131	16	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354				0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372				0	0	0	0	0	0	0	0	0	3	0	0	22	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42420	0	0	0	5	0	128	0	0	0	0	0	0	3692	303	282	1415	517	37	0	0	2914	0	0	0	5	0	128	0	0	0	0	0	0	0	0	0	
42448	0	0	0	0	0	0	0	0	0	0	0	0	516	0	121	174	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052				0	0	0	0	0	0				0	0	9	0	0	13	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351				0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856				0	0	0	0	0	0				2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43959				0	0	0	0	0	0				11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040				0	0	0	0	0	0	0	0	0	61	0	0	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741				0	0	0	0	0	0	0	0	0	233	72	51	335	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750				0	0	0	0	0	0				19	39	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44929				0	0	0	0	0	0				7	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45047				0	0	0	0	0	0	0	0	0	171	0	4	98	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056				0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430				0	0	0	0	0	0				65	0	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458				0	0	0	0	0	0	0	0	0	12	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45551				0	0	0	0	0	0	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45560	0	0	0	0	0	2	0	0	0	0	0	0	293	0	0	288	0	170	0	0	59	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
45775				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053				0	0	0	0	0	0				53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941				0	0	0	0	0	0				0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47247	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47256				0	0	0	0	0	0				0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452				0	0	0	0	0	0				0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500				0	0	0	0	0	0	0	0	0	11	0	0	104	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
