"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1669	36995	3	23629	81862	0	156202	0	0	0	0	116869	0	358		26246	22911	8781	132523	116471	47	40	2376	0	0	17350	16878	6108	3674	33287	5202	6504	0	1248	17764	12954	0	0	11705	0	false							
1856	1589	0	1370	4285	0	7741	0	0	0	0	39406	0	3817		4522	14845	0	6371	22720	0	12869	0	0	0	4876	9307	2845	401	14183	2043	2500	1000	0	12907	5543	0	0	4543	7447	false							
2161	33979	0	3482	65021	0	108316	0	0	0	0	86266	0	7026		8411	26476	7319	104834	78992	0	248	0	0	0	3570	11848	2595	880	15418	1442	4514	690	272	10482	6918	18728	0	5956	0	true							
2732	56799	0	11245	151575	0	197651	0	0	0	0	369799	0	11243		33771	128341	12035	186406	358556	0	0	4570	0	0	18146	36013	17252	3226	53834	21820	59642	26024	2536	40866	110022	0	0	81462	0	true							
2750	16749	0	4784	4985	0	15391	0	0	0	0	38175	0	9097		7629	539	1573	10607	25417	0	3661	494	0	0	4786	8531	6441	75	12974	0	771	282	0	12205	1053	0	0	771	3661	true							
3252	15299	0	63528	36316	0	97455	0	0	1887	0	97463	0	28831		10879	45110	4975	33927	67624	0	1008	0	1376	1036	5183	11273	8133	1660	16456	6237	2900	1668	0	15370	10805	31400	511	9137	2429	false							
3458	2645	0	2780	6365	0	12794	0	0	3000	0	37196	0	6156		10861	2917	1147	10014	31040	0	0	272	3000	1000	4912	12763	7099	1570	15675	1433	2749	819	288	15483	5289	0	0	4181	0	true							
3720	56058	0	25326	69267	0	163059	0	0	0	0	99074	0	6031		19449	2827	5317	137733	93043	0	0	1256	0	0	7113	20538	1726	250	27416	1184	8976	402	0	10178	10562	0	0	10160	0	true							
3971	109734	0	245	163481	0	242297	0	0	5074	0	360641	0	4042		73862	105877	16117	242052	348812	0	7787	4451	5074	2985	20954	47510	43819	13106	68464	2682	6949	7932	2078	51527	19641	0	0	9631	2713	true							
4156	24781	0	10562	54467	0	106719	0	0	0	0	111699	0	17093		16403	37781	4061	96157	92369	0	2237	1795	0	0	13557	17201	6685	4832	30758	1410	4593	534	325	25872	6862	14179	0	6003	2237	true							
4231	19173	0	13337	33132	0	51892	0	0	0	0	56865	0	659		12982	6504	11215	38555	56206	0	0	6983	0	0	3894	14011	7114	2886	17905	890	300	1576	517	14922	3283	0	0	1190	0	true							
5069	56198	0	0	24889	0	26055	0	0	41835	0	191483	0	493		24871	8269	1054	26055	165442	0	25548	605	41835	14787	16218	44603	28113	1333	60821	11794	18342	1915	4698	65396	36749	0	0	30136	6583	false							
5135	24413	0	46864	87137	0	164661	0	0	38026	0	270076	0	18893		83219	46026	17738	117797	212210	0	38973	8369	36523	36523	33334	111003	9058	0	144337	17089	26790	2363	0	70176	46242	0	1503	43879	992	true							
5210	1082220	9	18623	116967	0	186865	0	0	0	0	1853975	0	149585		247980	283108	83339	167488	1704390	745	0	26574	0	0	88879	210083	79764	15412	276661	37198	40685	9646	6980	146158	94509	25096	0	77115	9568	true							
5461	415458	0	12675	63166	0	63166	0	0	0	0	610289	0	13598		5377	171881	3180	50491	596691	0	0	825	0	0	3969	6233	1609	390	10202	1668	9080	0	0	6824	10748	66610	0	10748	0	true							
5751	14139	0	5018	33271	0	63253	0	0	2233	0	136673	0	23662		17179	77935	7967	58235	110006	0	3005	3486	2233	496	11472	15525	7886	1656	26997	6171	891	278	720	19360	8060	12186	0	7062	1491	true							
6039	53323	0	12726	135780	0	159029	0	0	0	0	143366	0	16594		37970	22140	10395	146303	126772	0	0	2120	0	0	12720	40085	7578	487	52805	2248	4350	434	0	22900	7032	0	0	6598	99	true							
6329	76186	0	10632	357843	0	425292	0	0	60140	0	587728	0	61162		108802	184853	12107	414412	522968	248	3598	3309	60140	50039	40962	186953	37404	3121	227915	8256	40101	8653	1239	159638	58249	135617	0	48357	17587	false							
7009	0	0	0	287995	0	287995	0	0	0	0	578633	0	0		0	578633	0	287995	578633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	32082	0	17467	34262	0	121725	0	0	0	0	86423	0	8381		19660	19935	6207	104258	78042	0	0	286	0	0	4467	10387	15048	1035	14463	263	0	3206	0	11277	3469	0	0	263	0	true							
7072	80343	0	1892	56330	0	84076	0	0	7412	0	210478	0	17309		36001	50556	15393	82184	192931	0	238	4480	7412	5964	16575	24338	18075	4338	40912	513	11934	2495	1311	27325	16253	0	0	12447	0	true							
7456	28534	0	16280	23257	0	50427	0	0	0	0	51097	0	4744		12260	0	2299	34147	46353	0	0	0	0	0	3010	10539	5869	132	13549	1262	782	969	0	7290	3013	0	0	2044	1734	true							
7634	9046	0	1558	14023	0	19422	0	0	0	0	45914	0	110		12331	1361	6356	17864	45804	0	0	4372	0	0	5336	19771	2561	523	25107	1676	5639	0	0	15861	7315	0	0	7315	0	false							
8033	27041	0	2071	64171	0	97406	0	0	7000	0	167938	0	839		45237	61	7607	95335	151490	0	15609	3917	0	0	15672	44228	44619	4652	59900	8407	1689	20249	1320	63934	31665	500	0	10096	15261	true							
8462	1218	0	5567	70721	0	116187	0	0	0	0	38646	0	9271		7647	4548	3481	110370	29375	250	0	1331	0	0	8481	8881	1281	0	16775	6807	7430	0	0	10996	14237	0	0	14237	0	true							
8631	16201	0	382	20512	0	26119	0	0	0	0	31762	0	984		6857	2361	2421	25737	30778	0	0	1128	0	0	1796	5056	2780	1864	6851	264	1441	0	0	4637	1705	0	0	1705	0	true							
9357	173380	111	43	50197	0	57317	0	0	124916	0	537420	6229	0		103996	257372	1097	57163	530701	0	490	429	124916	124916	1006	103914	307	0	104920	1439	0	0	0	1233	1439	5773	0	1439	490	true							
9553	19931	0	14330	20709	0	47017	0	0	8456	0	77407	0	4029		17651	8052	7234	32687	69906	0	3472	0	8456	8207	4340	26039	11555	1442	30379	443	3702	1648	253	25726	6046	0	0	4145	993	true							
9807	613302	0	54652	185843	0	240495	0	0	0	0	1839105	0	348019		70075	838351	79133	185843	1491086	0	0	2674	0	0	44235	123738	44895	935	167973	111969	58632	3048	0	143728	173649	10600	0	170601	101816	true	9580	36146	493632	344355	260476	191610	
9955	12937	30	3911	33115	0	49288	0	0	2761	0	81411	0	22342		6627	48961	924	45347	59069	0	0	0	2761	241	2537	7266	6402	486	9563	410	2413	0	0	10064	2823	0	0	2822	0	true							
10250	216665	0	1119	39132	0	70396	0	0	0	0	425327	0	6573		45125	123591	27583	69277	418650	0	104	10264	0	0	12161	33368	18839	4585	45529	1822	9977	3462	857	23828	16118	1313	0	11799	249	true							
10849	67358	0	2815	14234	0	31733	0	0	0	0	197995	0	35407		37821	31494	8362	28917	162588	1	0	2281	0	0	23760	39294	13772	511	57407	1971	19166	263	407	39515	21807	0	0	21137	2231	false							
11145	40724	0	57773	66929	0	150557	0	0	6112	0	126663	0	15214		25740	29045	8036	92784	111449	0	0	4501	6112	1059	5630	10872	17758	3381	15443	6666	3858	7664	1065	11901	19253	0	0	10524	0	true							
11640	176685	0	6904	15433	0	31063	0	0	0	0	291173	0	45251		33484	26234	18134	24159	245922	0	0	9871	0	0	13021	28766	11981	9584	41750	4776	14332	2315	3480	29867	24903	0	0	19108	0	true							
11837	6654	0	33176	13103	0	58698	0	0	0	0	37799	0	80		12910	7132	2450	25522	37719	0	0	636	0	0	2019	9751	7546	1637	11770	1500	644	916	0	8043	3060	0	0	2144	0	true							
12030	43721	0	34820	150192	0	189601	0	0	0	0	197744	0	1584		52543	52924	16745	154781	195960	0	200	5511	0	0	21593	42645	13291	7150	64238	4478	4441	7049	450	32138	16418	0	0	8919	0	false							
12142	33559	0	18193	85796	0	149399	0	0	0	0	81779	0	4169		18186	13002	6711	131206	77610	0	0	1579	0	0	11454	15778	1284	1	22187	2415	3974	312	0	10331	6701	0	0	6087	0	true							
12311	10526159	16653	1286404	9876062	0	11046765	0	0	4119604	0	87516956	0	3928717		1956172	73788171	484086	9742926	83588238	782	1	81117	4119604	4119604	1257778	916102	498441	51387	2173880	290459	149697	36954	1808	767536	478918	3271	0	440156	0	true	990197	622761	28112244	43662428	344021	10172537	
12647	28949	0	2065	49620	0	60572	0	0	16846	0	96659	0	6669		11284	29928	3591	58507	89990	0	0	247	16846	14226	4481	7544	5629	0	12025	6297	13831	0	0	6370	20128	0	0	20127	0	true							
12656	2834	0	1023	5510	0	8267	0	0	0	0	8921	0	1478		2559	1371	823	7244	7443	0	0	220	0	0	880	2111	1118	354	2991	253	0	0	0	1904	253	0	0	253	0	true							
12946	83068	353	241523	241327	0	496177	0	0	44556	0	1000851	0	232522		142722	356697	48279	254301	768329	0	0	22419	0	0	86881	157290	53150	11128	242727	58173	137486	55857	1121	165727	252637	85136	30995	195328	0	true							
13103	625864	0	32489	140074	0	279202	0	0	25166	0	1882313	0	422317		158609	887260	67184	246347	1458514	366	1482	27077	25166	25166	50452	143361	40464	17401	193813	32567	63953	17130	3860	93070	117510	0	0	96520	0	true	11698	92338	381353	222073	216425	269941	
13251	4177	0	837	11496	0	16128	0	0	0	0	31055	0	2510		5591	20868	1073	15291	28545	0	0	0	0	0	960	3874	1176	0	4834	0	0	0	0	419	0	0	0	0	0	true							
13457	3770	0	458	5273	0	8408	0	0	0	0	9845	0	913		1828	2532	1171	7950	8932	0	0	0	0	0	1066	1396	677	0	2461	0	405	0	0	1311	405	0	0	405	0	false							
14155	27562	0	8655	63701	0	112738	0	0	2171	0	110475	0	13233		16800	41256	7024	103835	96617	248	625	3474	0	0	8145	18341	7043	874	26486	267	4457	2528	0	17603	7252	41716	589	4724	0	true							
14650	7697	0	4423	11768	0	18755	0	0	0	0	20848	0	1009		3690	1110	1510	14332	14400	0	5439	747	0	0	2968	2684	2441	2797	5082	0	513	639	0	7200	1152	0	0	513	0	false							
14753	19195	0	1265	16402	0	16402	0	0	0	0	29995	0	2890		6745	0	2789	15137	27105	0	0	820	0	0	2411	6790	536	295	9201	500	268	0	0	3287	768	0	0	768	0	false							
14865	111283	0	25780	291516	0	291516	0	0	0	0	235680	0	17193		23034	81372	12502	265736	218343	0	144	3725	0	0	20168	10768	6582	2361	25832	0	1489	1371	285	16847	3145	45410	0	1489	0	true							
14977	5351	0	0	7523	0	11266	0	0	0	0	28280	0	0		7244	895	3732	11266	28280	0	0	1870	0	0	4442	11639	1781	3	16081	525	3644	0	0	10620	4168	0	0	4168	0	false							
16551	52537	0	8657	86492	0	136834	0	0	4764	0	176683	0	9273		47603	44504	22890	127585	167410	592	0	6660	4764	3765	10436	25060	23587	10376	30258	0	3291	4734	2156	21856	10181	0	0	3291	0	true							
16748	17655	0	2678	27283	0	32983	0	0	0	0	44085	0	1428		9099	10100	2971	30305	42657	0	0	1020	0	0	3452	6298	4196	1013	9745	264	1107	0	0	5859	1371	0	0	1371	0	false							
17110	0	0	0	0	0	0	0	0	0	0	130600	0	6780		22783	0	10253	0	123820	0	0	2712	0	0	66927	0	0	0	66927	63673	0	0	0	44144	63673	0	0	63673	0	false							
17147	1560892	0	1049418	2292581	0	6320590	0	0	489793	0	4677628	0	646430		791997	1717264	175428	5269978	4031198	1194	0	39610	489793	69351	515240	509506	113572	33940	1024457	94272	116437	13973	2534	380260	227215	55314	0	210709	0	true	212824	1480739	980018	517982	985789	575103	
17259	14117	0	3226	12371	0	20137	0	0	0	0	34261	0	3366		8976	1823	4974	16911	30895	0	0	2167	0	0	2022	9096	4086	418	11118	274	1601	823	0	6646	2698	0	0	1875	0	false							
17950	99108	362	55688	119969	0	244241	0	0	25047	0	368908	269	56377		37299	160397	21201	188191	311020	0	1242	9782	0	0	12572	29894	16396	4528	42349	25064	19100	1849	0	26091	46013	44212	25047	43851	0	true							
17978	57114	0	0	4861	0	37056	0	0	0	0	144220	0	964		45028	3079	31486	37056	140665	0	2591	13398	0	0	9664	33788	17716	9950	43451	4149	4503	1736	2522	26089	12910	0	0	8652	0	true							
18050	92502	0	67299	251667	0	341726	0	0	0	0	274642	0	9318		41404	49358	11918	274427	265324	0	0	4203	0	0	29998	36908	16690	118	64507	5760	35580	7728	0	42310	49068	10303	0	41048	0	false							
18827	889345	0	15557	75818	0	122026	0	0	25000	0	1251187	0	196324		89807	182330	22504	104655	1054574	1814	289	7385	25000	0	19453	44974	53047	9232	64427	7131	38817	6093	766	36899	52806	1781	0	45947	1984	true							
18836	20738	0	1897	38264	0	50159	0	0	0	0	99247	0	3750		36398	15657	13432	48262	95497	0	0	4956	0	0	14992	18565	20597	4797	30969	594	1267	1495	545	22553	3901	3389	0	1521	0	true							
18854	55758	0	69072	493882	0	496970	0	0	68649	0	397592	0	23188		25223	130447	2075	427898	327534	0	46870	360	68649	68649	40182	63648	32203	819	103829	7472	36539	30526	0	111627	74537	243370	0	44011	46870	true							
19356	10975	0	8791	24839	0	44823	0	0	7226	0	45355	0	781		8275	5861	1252	36012	35890	20	8684	0	0	0	2291	5770	5174	2623	7973	5000	5401	1264	996	7583	12661	0	4000	10401	0	false							
19936	19468	0	35336	76117	0	180502	0	0	0	0	152293	0	15857		18206	87416	8544	145166	136436	0	0	3695	0	0	7830	18135	6635	3510	25947	1032	5432	1034	1801	17904	9299	0	0	6463	0	true							
19972	85210	0	0	0	0	0	0	0	0	0	85210	0	0		0	0	0	0	85210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	15963	0	2159	23325	0	36275	0	0	14315	0	75445	0	6742		30103	15243	8133	34116	68703	0	0	2169	10154	6125	6727	11793	13109	6370	18520	1584	2986	1670	0	7896	6240	4161	0	4570	748	true							
20633	54754	0	12712	34221	0	128439	0	0	0	0	146121	0	11656		30093	25477	11116	115722	134217	5	248	3450	0	0	8509	35700	10896	4376	44209	1819	4058	265	267	29388	6409	18804	0	5877	2671	true							
20857	9566	0	20812	18072	0	65572	0	0	0	0	55389	0	4765		4806	33101	2356	44760	50624	0	0	0	0	0	2598	4724	1393	261	7322	264	3483	0	0	4170	3747	0	0	3746	0	true							
21256	1028	0	3372	3103	0	6897	0	0	0	0	3234	0	319		576	538	1345	3525	2915	0	0	858	0	0	70	223	154	364	293	0	0	858	0	235	858	0	0	0	0	true							
21359	15190	0	2293	12669	0	20302	0	0	0	0	33550	0	1981		4000	12252	4054	18009	31569	0	0	1159	0	0	645	4147	685	380	4792	0	0	251	0	1857	251	0	0	0	0	true							
21658	25710	5	6102	29248	0	80748	0	0	3	0	89071	0	1950		32295	9629	16261	74641	87121	0	0	6521	3	3	8001	21874	10352	5169	29875	1434	4430	2108	364	13101	8336	0	0	5864	0	true							
22048	28335	0	14810	112562	0	112562	0	0	7953	0	98714	0	10435		21411	0	7168	97752	88279	0	0	3319	7953	4303	11677	21369	14425	4384	32960	7109	4840	6022	553	30444	18524	0	0	11949	0	true							
22543	59153	1	12147	81829	0	111770	0	0	0	0	113413	0	5825		13093	27895	4989	99622	107340	0	248	1798	0	0	5552	9275	4500	1197	14827	2027	3368	0	447	7431	5842	9296	0	5395	0	true							
22552	14976	0	4212	21183	0	38755	0	0	6149	0	50711	0	2772		17086	3972	3091	34543	47939	0	0	0	6149	1249	4215	9463	15137	12	13678	1512	570	854	0	11742	2936	0	0	2082	0	true							
22730	121	0	18797	76148	0	107163	0	0	0	0	76231	0	11805		9010	61968	2753	88366	64426	0	0	529	0	0	2754	3390	4678	1616	5465	0	854	850	0	3428	1704	0	0	854	0	true							
23456	24108	0	10678	30396	0	104823	0	0	0	0	105484	0	13869		35861	12716	13844	94145	91615	0	0	4093	0	0	7279	21879	18888	5956	29158	2225	9641	2142	650	18141	14658	0	0	11866	0	true							
23504	2052613	0	78027	817908	0	908694	0	0	187292	0	4173732	0	811782		79124	1823120	14496	830667	3361950	0	0	3340	144324	141084	30458	118056	17568	7468	148514	14507	27818	79660	2464	94426	124449	6726	270	42325	34858	true	65538	7378	504316	813161	492702	110649	
23643	16801	0	19996	49875	0	108515	0	0	0	0	113575	0	11008		28902	2032	7168	88519	102467	0	100	2897	0	0	10734	26177	22244	0	36905	3366	22732	9489	0	30253	35587	0	0	26098	0	true							
23755	74347	23	8105	65804	0	116001	0	0	0	0	107424	33	7491		9836	13186	4730	107873	99900	0	0	1178	0	0	3261	6908	4222	1747	10169	0	1677	2078	0	6302	3755	0	0	1677	0	false							
24006	352987	0	16209	192919	0	385885	0	0	67500	0	1040053	0	27921		177591	239942	61351	369676	1012132	0	0	19135	67500	37500	51522	169681	86055	64474	221203	13667	36377	9918	15429	194142	75391	0	0	50044	0	true	61186	107070	142232	97710	296271	45082	
24378	21636	0	0	9155	0	15016	0	0	0	0	43779	0	502		14162	885	5768	15016	43277	0	0	1530	0	0	3454	4746	6857	5576	7456	625	0	0	0	6471	625	0	0	625	0	false							
24453	22267	0	9783	114576	0	149669	0	0	17307	0	192841	0	15460		12071	126548	3834	139886	172381	0	5000	2594	17307	7806	6282	12426	17198	1862	18708	2282	3046	931	0	25698	6258	8257	0	5328	5292	true							
24659	35728	0	1560	25267	0	46322	0	0	0	0	48302	0	1771		7872	1092	4114	44762	46531	0	0	1503	0	0	4030	3903	2217	628	6980	0	704	0	0	2905	704	0	0	704	0	true							
24668	414968	0	28428	75110	0	97027	0	0	0	0	1610429	0	164581		108911	480027	47149	68351	1441479	248	4369	29171	0	0	194406	185032	40399	2572	362259	156890	111335	23744	1056	313499	293025	202686	0	247261	0	false							
24949	51091	0	12784	129673	0	176265	0	0	3971	0	208268	0	5421		65939	54752	12987	163233	202606	248	241	3376	3971	3971	12358	43151	40581	289	55332	1029	2776	1968	273	30440	6046	13018	0	3805	0	true							
25357	237268	0	13985	12461	0	51070	0	0	0	0	374595	588	5929		34259	52680	8950	37085	368078	0	0	4196	0	0	21086	41176	9315	3685	62262	2702	5767	916	0	41003	9385	0	0	8469	0	true							
25647	25456	6	0	73161	0	75646	0	0	0	0	143537	0	34		36955	10162	7178	75640	137352	0	6151	3040	0	0	12266	50032	24150	489	62298	4050	9884	7047	0	49982	20981	0	0	13934	6151	false							
26176	55157	0	743	41137	0	62789	0	0	59524	0	256597	0	16984	0	22942	48033	4074	62046	238631	0	982	1721	52109	44861	34075	76099	18675	357	110173	7721	14936	1543	0	106264	24200	12317	7415	22657	2731	true							
26457	2639	0	2773	6285	0	10063	0	0	0	0	20602	0	3349		3433	11298	447	7290	17008	0	245	262	0	0	2020	2223	1612	46	4243	502	262	0	0	2468	764	0	0	764	0	true							
26765	57259	0	18084	75601	0	185777	0	0	0	0	1881704	0	121478		64996	1294723	4817	167423	1738233	270	21993	1969	0	0	44302	151070	15417	2988	195371	58332	232700	24378	535	148781	315945	17638	0	291032	21752	true							
27070	184219	0	15347	145261	0	145261	0	0	0	0	520509	0	15304		145921	62502	63464	129914	502976	0	2229	23725	0	0	68052	112612	46324	8340	170241	8044	19631	8820	1965	89407	38460	9052	0	27049	0	false							
27548	130154	0	60817	210350	0	516000	0	0	0	0	427831	0	32630		48367	201186	23822	442016	391679	13167	3522	950	0	0	17395	34616	21069	6377	52011	10306	5605	1123	0	31091	17034	54294	0	15911	3522	true							
27614	100710	0	3050	111043	0	205725	0	0	0	0	211839	0	31418		37927	35764	15293	202675	180421	0	0	545	0	0	17889	23799	11293	3166	39728	1593	13563	4060	0	18221	19216	0	0	15156	0	true							
27847	63671	0	37907	134940	0	221654	0	0	4155	0	374848	0	35760		106618	49966	35826	183747	332001	0	7087	16939	0	0	33204	80711	91696	3520	113915	11144	19559	20377	1000	102513	52080	15712	4155	30703	6839	true							
28013	863759	0	196035	198991	0	338524	0	0	82710	0	3340711	0	234035		395855	1542458	91795	142489	3106676	0	0	36470	82710	44883	426580	234587	93868	23717	661167	101376	43775	6558	4033	382897	155742	0	0	145151	0	true	83758	58731	1325748	216709	862164	1595	
28152	33008	0	6445	40700	0	60006	0	0	12	0	92202	0	8373		17390	34846	7815	53561	83829	0	0	1866	12	12	7088	9447	5074	1439	16535	795	0	506	0	5658	1301	3300	0	527	0	true							
28675	15652	0	15232	41323	0	42466	0	0	38232	0	91716	0	8100		48010	17805	3725	27234	83616	0	0	904	35732	14232	10393	16354	25665	1523	26747	2815	500	0	1009	5925	4324	0	2500	3315	0	false							
28732	20749	0	2220	38767	0	45466	0	0	0	0	52041	0	5367		7473	9731	3426	43246	46674	0	0	1335	0	0	2974	9169	2295	62	12143	1931	3955	1176	0	7026	7062	0	0	5886	0	true							
29476	3188	0	963	7055	0	22802	0	0	2191	0	61376	0	829		15363	221	4208	21839	46547	0	14000	3066	0	0	5925	23236	20306	3642	29161	337	3809	712	0	37746	4858	3962	10	4146	20144	true							
29636	96165	0	47753	103696	0	201177	0	0	0	0	876141	0	136335		91054	556334	35989	153424	739806	0	0	17052	0	0	22785	58628	65756	17932	81413	14404	18679	18026	7432	74047	58541	0	0	33083	0	false							
29878	675225	0	0	42626	0	148134	0	0	0	0	1178983	0	0		218004	15964	86790	148134	1178983	0	0	30370	0	0	70471	217721	86699	27988	288192	18859	38489	19877	7690	184875	84915	0	0	57348	0	true	21435	101851	15329	635	662857	12368	
30052	3734	0	0	15168	0	18066	0	0	0	0	18964	0	0		1172	7354	152	18066	18964	0	0	0	0	0	839	1907	130	0	2746	0	0	5000	0	1704	5000	0	0	0	0	true							
30502	500441	0	13529	45987	0	90648	0	0	0	0	746957	0	101544		50497	142748	19697	77119	645406	0	7	5793	0	0	16057	41878	12986	16432	57826	2189	11638	459	2130	36856	16415	0	0	13826	0	true							
30650	11155	0	809	32032	0	51318	0	0	5	0	63306	0	491		9647	30048	2746	50509	62815	0	0	561	5	5	2966	7481	4673	0	10447	4752	300	1647	283	5473	6982	0	0	5052	0	true							
30810	34901343	0	0	1133179	0	1254636	0	0	19717636	0	78930059	0	0		22974405	10662896	2667268	1254098	78930059	538	0	1192446	19016029	10160126	4638866	12209954	9138006	4506386	16848820	562205	1577629	587048	145726	7518807	2872608	0	615376	2139834	8016057	true	903721	0	4534464	6128432	34901343	0	
31134	16799	7333	7780	63698	0	79864	0	0	0	0	52908	200	455		12899	6313	5847	64751	52253	0	0	2670	0	0	4412	16553	2709	467	20847	573	4234	847	0	11243	5654	0	0	4807	0	true							
31255	12239	0	58138	47737	0	111340	0	0	0	0	613788	0	216251		23377	380108	6561	51960	397493	1242	44	2843	0	0	36369	52848	10130	2098	38745	68655	45413	2625	3304	78067	119997	86783	0	114063	0	false							
31657	12805	0	6724	37223	0	70996	0	0	0	0	72415	0	4195		13996	3744	5409	64272	68220	0	0	2723	0	0	9236	23364	2479	0	32600	4661	14714	1413	0	21084	20788	0	0	19374	0	true							
