"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	916	30	7	0	881	2	0			0	0	
242	168	0	0	0	168	0	0			0	0	
279	628	165	16	0	617	170	0			0	0	
354	176	0	3	0	173	0	0			0	0	
457	475	13	14	0	450	2	0			0	0	
505	4497	30	225	0	4294	52	0			0	0	
1155	2615	1	3	0	2616	5	0			0	0	
1351	1664	20	47	0	1892	295	0	0	0	0	0	
1454	2812	60	6	0	2773	27	0			0	0	
1557	403	0	0	0	408	5	0	0	0	0	0	
1669	2852	64	11	0	2881	104	0			0	0	
1829	3442	106	2	0	3386	52	0			0	0	
1856	874	18	1	0	860	5	0			0	0	
2040	4085	31	4	0	4066	16	0			0	0	
2161	605	0	3	0	603	1	0			0	0	
2376	31962	600	35	0	31909	582	0			0	0	
2554	138	6	2	0	130	0	0			0	0	
2732	6525	200	68	0	6730	473	0			0	0	
2750	825	0	6	0	819	0	0			0	0	
3177	3668	202	12	0	3532	78	0			0	0	
3252	1895	350	65	0	1974	494	0			0	0	
3458	371	7	0	0	364	0	0			0	0	
3720	1560	16	0	0	1545	1	0			0	0	
3971	14148	1473	346	0	13832	1503	0			0	0	
4156	1740	15	14	0	1722	11	0			0	0	
4231	758	225	9	0	801	277	0			0	0	
4437	3035	125	59	0	2971	120	0			0	0	
4839	5175	450	2	0	4877	154	0			0	0	
5005	333	40	0	0	294	1	0			0	0	
5069	15000	0	0	0	15000	0	0			0	0	
5135	3839	130	14	0	3774	79	0			0	0	
5210	17486	650	219	0	16825	208	0			0	0	
5461	6379	300	2	0	6209	132	0			0	0	
5751	857	173	8	0	676	0	0			0	0	
6039	1591	353	2	0	1297	61	0			0	0	
6141	457	15	7	0	449	14	0			0	0	
6329	7505	830	140	0	8412	1877	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1070	60	12	0	999	1	0			0	0	
7072	1607	150	80	0	1556	179	0			0	0	
7157	339	0	12	0	333	6	0			0	0	
7456	416	0	4	0	412	0	0	0	0	0	0	
7634	1132	45	5	0	1134	52	0			0	0	
8033	1019	194	3	0	1022	200	0			0	0	
8462	515	0	1	0	521	7	0			0	0	
8631	449	0	4	0	455	10	0			0	0	
9357	3703	0	5	0	3698	0	0			0	0	
9553	842	0	3	0	840	1	0			0	0	
9807	60251	0	197	0	60617	563	0			0	0	
9955	1436	0	2	0	1435	1	0			0	0	
10250	8135	0	114	0	8755	734	0			0	0	
10849	2071	0	108	0	2256	293	0			0	0	
10858	2470	-60	59	0	2558	87	0	0	0	0	0	
11145	1679	302	34	0	1913	570	0			0	0	
11275	18608	1375	861	0	17957	1585	0			0	0	
11640	3094	55	22	0	3044	27	0			0	0	
11837	1176	-100	1	0	1276	1	0			0	0	
12030	9664	650	985	0	9494	1465	0			0	0	
12142	1630	0	36	0	1646	52	0			0	0	
12179	233	-78	0	0	311	0	0			0	0	
12245	1490	55	0	0	1435	0	0			0	0	
12311	744192	29964	32282	7	766098	84145	0			0	0	
12647	934	-70	0	0	1024	20	0			0	0	
12656	249	7	3	0	245	6	0			0	0	
12937	1814	135	0	0	1783	104	0			0	0	
12946	13033	613	172	0	12611	363	0			0	0	
12955	1188	0	0	0	1188	0	0			0	0	
13103	10408	23	28	0	10474	117	0			0	0	
13251	522	15	3	0	509	5	0			0	0	
13457	179	0	11	0	168	0	0			0	0	
14052	698	62	0	0	648	12	0	0	0	0	0	
14155	1749	75	19	0	1687	32	0			0	0	
14650	332	8	4	0	345	25	0			0	0	
14753	420	10	0	0	410	0	0			0	0	
14865	2699	230	2	0	2467	0	0			0	0	
14977	324	0	0	0	324	0	0			0	0	
16458	2471	0	4	0	2496	29	0			0	0	
16551	2385	25	2	0	2506	148	0			0	0	
16748	533	20	0	0	513	0	0			0	0	
16944	185	8	1	0	219	43	0			0	0	
16953	104	0	2	0	102	0	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	68537	2102	3746	0	69366	6677	0			0	114	
17259	259	5	15	0	241	2	0			0	0	
17464	24548	0	990	0	27261	3703	0			0	0	
17950	2994	90	2	0	2928	26	0			0	0	
17978	2940	0	10	0	2930	0	0			0	0	
18050	3735	105	30	0	3619	19	0			0	0	
18135	1393	75	30	0	1388	100	0			0	0	
18377	296	0	0	0	296	0	0			0	0	
18827	4473	55	7	0	4497	86	0			0	0	
18836	2501	202	11	0	2409	121	0			0	0	
18854	3055	275	2	0	2799	21	0			0	0	
19356	874	0	3	0	874	3	0			0	0	
19730	58672	7251	41	0	59206	7826	0			0	0	
19936	3048	135	22	0	3050	159	0			0	0	
19972	420	0	0	0	420	0	0	0	0	0	0	
20053	845	0	7	0	842	4	0			0	0	
20512	564	0	5	0	561	2	0			0	0	
20633	2767	135	3	0	2734	105	0			0	0	
20857	441	20	0	0	426	5	0			0	0	
21256	143	0	0	0	143	0	0			0	0	
21359	201	0	0	0	201	0	0			0	0	
21630	465	45	2	0	418	0	0			0	0	
21658	1710	105	10	0	1601	6	0			0	0	
22048	2547	85	9	0	2907	454	0			0	0	
22543	777	20	45	0	785	73	0			0	0	
22552	1014	22	4	0	990	2	0			0	0	
22730	658	35	25	0	648	50	0			0	0	
22936	4434	120	55	0	4825	566	0			0	0	
23045	186	0	0	0	186	0	0			0	0	
23456	826	10	10	0	809	3	0			0	0	
23504	14924	550	58	0	14439	123	0			0	0	
23540	3404	433	1	0	3211	241	0			0	0	
23643	1894	0	29	0	2018	153	0			0	0	
23755	1538	110	17	0	1411	0	0			0	0	
24006	5277	0	38	0	5239	0	0			0	0	
24378	242	20	2	0	224	4	0	0	0	0	0	
24453	1991	0	1	0	1990	0	0			0	253	
24659	449	0	45	0	404	0	0			0	0	
24668	1781	149	16	0	1672	56	0			0	0	
24855	26	0	0	0	26	0	0			0	0	
24949	13924	740	64	0	13766	646	0			0	0	
25357	1433	15	1	0	1434	17	0			0	0	
25647	1827	63	0	0	1862	98	0			0	0	
26176	10450	0	376	1512	11869	283	0			0	0	
26242	2748	0	54	0	2751	57	0			0	0	
26457	174	5	0	0	177	8	0			0	0	
26765	3924	-21	84	0	3863	2	0			0	0	
26859	6357	0	97	0	6314	54	0			0	0	
27070	800	19	0	0	800	19	0			0	0	
27548	6425	1080	59	0	6520	1234	0			0	0	
27614	1641	90	36	0	1603	88	0			0	0	
27847	6630	0	120	0	7018	508	0			0	0	
28013	26315	277	15	0	26423	400	0			0	236	
28152	1139	0	1	0	757	5	386			0	0	
28255	1778	94	6	0	1743	65	0			0	0	
28349	3760	1500	28	0	3587	1355	0			0	0	
28406	6394	864	80	0	5550	100	0			0	0	
28572	1084	90	1	0	1098	105	0	0	0	0	0	
28675	723	8	0	0	715	0	0			0	0	
28732	1081	15	2	0	1070	6	0			0	0	
29104	10232	0	1	0	10237	6	0			0	0	
29476	451	21	2	0	454	26	0			0	0	
29636	6835	175	44	0	6954	338	0			0	0	
29878	19676	1721	0	0	18164	209	0			0	0	
29953	1065	0	2	0	1064	1	0			0	0	
30052	239	7	7	0	241	16	0			0	0	
30418	74	24	0	0	71	21	0			0	0	
30502	10192	920	80	0	10012	820	0			0	0	
30650	1793	0	6	0	2243	456	0			0	0	
30810	1633248	158452	137005	0	1787611	449820	0	0	201170	0	0	
30874	11603	640	16	0	11170	223	0			0	0	
31134	746	88	23	0	740	105	0			0	0	
31255	4516	225	39	0	4255	3	0			0	0	
31657	567	0	11	0	556	0	0			0	0	
31826	3305	75	17	0	3222	9	0			0	0	
31835	1557	45	21	0	1543	52	0			0	0	
32234	246	-47	0	0	293	0	0			0	0	
32766	236	9	1	0	226	0	0			0	0	
32971	1993	151	2	0	1951	111	0			0	0	
33147	5828	586	56	0	5203	17	0			0	0	
33259	8585	410	49	0	8280	154	0			0	0	
33268	624	0	0	0	628	4	0			0	0	
33370	164	0	0	0	189	25	0			0	0	
33754	210	-31	7	0	252	18	0			0	0	
33839	92	0	0	0	92	0	0			0	0	
33857	1693	135	16	0	1642	100	0			0	0	
34153	13669	-850	2	0	15949	1432	0			0	0	
34359	324	20	4	0	300	0	0	0	0	0	0	
34425	3034	83	54	0	3094	197	0			0	0	
34434	1937	90	3	0	1879	35	0			0	0	
34452	594	27	0	0	567	0	0			0	0	
34537	21540	953	379	0	22104	1896	0			0	0	
34555	1484	45	13	0	1445	19	0			0	0	
34742	1773	35	4	0	1749	15	0			0	0	
34836	393	0	1	0	392	0	0			0	0	
35057	1531	0	6	0	1533	8	0			0	0	
35301	21600	-550	550	0	21600	0	0			0	0	
35570	149640	13750	585	0	142172	6867	0			0	0	
35646	177	0	1	0	176	0	0			0	0	
35842	4081	42	19	0	4182	162	0			0	0	
35879	821	30	0	0	923	132	0			0	0	
36054	11237	200	38	0	11212	213	0			0	0	
36456	799	0	3	0	796	0	0			0	0	
36933	895	0	45	0	1084	234	0			0	0	
37051	796	60	1	0	735	0	0			0	0	
37341	546	2	0	0	579	35	0			0	0	
37378	3287	0	0	0	3287	0	0			0	0	
37435	15736	574	131	0	16439	1408	0			0	0	
37640	15734	350	111	0	15520	247	0			0	80	
37659	401	0	20	0	398	17	0			0	0	
37743	961	15	4	0	942	0	0			0	0	
37949	2161	75	32	0	2054	0	0			0	0	
38740	1429	0	6	0	1434	11	0			0	0	
39327	862	345	4	0	780	267	0			0	0	
39420	17806	1350	247	0	17637	1428	0			0	0	
39475	8289	1434	419	0	6857	421	0			0	1942	
39756	4925	90	3	0	4850	18	0			0	0	
40033	440	0	20	0	422	2	0			0	0	
40350	259	0	0	0	259	0	0			0	0	
40707	2483	160	0	0	2324	1	0			0	0	
40855	668	22	3	0	643	0	0			0	0	
41245	541	0	20	0	536	15	0			0	0	
41553	723	0	28	0	733	38	0			0	0	
41629	2385	6	43	0	2475	139	0			0	0	
41759	426	25	0	0	401	0	0			0	0	
41825	1344	-268	1	0	1614	3	0			0	0	
41937	409	6	2	0	407	6	0			0	0	
41955	300	0	1	0	299	0	0			0	0	
42037	564	0	5	0	559	0	0			0	0	
42055	576	24	8	0	544	0	0			0	0	
42354	810	13	4	0	793	0	0			0	0	
42372	2127	55	0	0	2108	36	0			0	0	
42420	62262	4497	1054	0	67187	10476	0			0	0	
42448	10804	439	169	0	10441	245	0			0	0	
42457	356	0	0	0	356	0	0			0	0	
42671	18766	0	180	0	18637	51	0			0	0	
43052	1784	0	62	0	1731	9	0			0	0	
43351	194	10	0	0	184	0	0			0	0	
43454	189	3	0	0	210	24	0			0	0	
43744	5299	0	387	0	4935	23	0	0	0	0	0	
43856	240	0	0	0	240	0	0			0	0	
43959	821	35	9	0	777	0	0			0	0	
44040	2821	150	37	0	2890	256	0			0	0	
44433	6795	0	88	0	6711	4	0			0	0	
44741	4491	75	21	0	4499	104	0			0	0	
44750	2064	0	6	0	2069	11	0			0	0	
44929	785	0	4	0	783	2	0			0	0	
45038	2617	195	0	0	2433	11	0			0	0	
45047	1771	22	1	0	1780	32	0			0	0	
45056	485	0	0	0	485	0	0			0	0	
45430	981	35	9	0	1052	115	0			0	0	
45458	71	5	0	0	66	0	0			0	0	
45551	6470	331	107	0	6047	15	0			0	0	
45560	7608	135	11	0	7521	59	0			0	0	
45775	937	0	6	0	933	2	0			0	0	
46053	2065	122	23	0	1971	51	0			0	0	
46941	1105	45	25	0	1040	5	0			0	0	
47153	242	0	2	0	241	1	0			0	0	
47247	4604	159	59	0	4630	244	0			0	0	
47256	321	10	0	0	311	0	0			0	0	
47452	600	0	1	0	600	1	0			0	0	
47500	3044	0	6	0	3082	44	0			0	0	
48057	716	0	2	0	717	3	0	0	0	0	0	
48150	164	3	0	0	161	0	0			0	0	
48374	9129	400	40	0	9049	360	0			0	0	
48440	1026	0	4	0	1022	0	0			0	0	
49054	4287	27	69	0	4386	195	0			0	0	
49148	634	45	2	0	592	5	0			0	0	
49241	2486	88	53	0	3085	169	-571			0	0	
49344	395	16	3	0	376	0	0			0	0	
49643	215	0	0	0	215	0	0			0	0	
49652	2015	0	4	0	2011	0	0			0	0	
49821	12475	975	176	0	12641	1317	0			0	0	
49858	559	-54	12	0	601	0	0			0	0	
49951	544	0	0	0	544	0	0			0	0	
50144	496	36	21	0	442	3	0	0	0	0	0	
50461	3192	200	2	0	2990	0	0			0	0	
50546	346	15	6	0	395	70	0			0	0	
50854	635	15	67	0	619	66	0			0	0	
50872	1656	45	3	0	1655	47	0			0	0	
50957	1679	180	17	0	1482	0	0			0	0	
51253	4194	3062	369	0	3826	3063	0			0	0	
51356	271	0	2	0	303	34	0			0	0	
