"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
18050	0	0	0	0	0	0	41	2				0	114	23		0				0		0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				0	3	89	36	
18135	0	0	0	0	0	0	10	2				0	43	0		0							0	0	0	0			0	0	0	8	0	43			0	0	0	0	0	0	0	0				0	0	0	0	
18827	0	0	0	0	0	0	123	1		0		2	57	0		0		0	0	0	0	0	0	0	0	0			0	0	5	0	40	0			0	0	0	0	0	0	0	0	0	0		3	0	14	115	
18836	0	0	0	0	0	0	19	0				0	485	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	10	0	383	0	0	0				0	0	92	19	
18854	0	0	0	0	0	0	18	13		0		3	14	4		10		0	0	10	0	3	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19356	0	0	0	0	0	0	2	2				0	143	49		0							0	0	0	0			0	0	0	0	26	0			0	0	0	0	0	0	0	0				24	0	44	0	
19936	0	0	0	0	0	0	20	0				3	31	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	14	0	0	0	0				19	2	7	1	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	3	0				0	3	0		0				0		0	0	0	0	0			3	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
20633	0	0	0	0	0	0	4	0				1	279	30		10							0	0	0	0			0	0	0	0	3	0			0	0	94	0	76	0	0	0				5	0	61	3	
20857	0	0	0	0	0	0	13	2				11	0	0		0				0		11	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	2	0				0	8	0		0							0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	0	0	0				0	0	2	2	
21359	0	0	0	0	0	0	0	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	5	30	0	0	0	0	65	3				12	63	0		0				0		5	0	0	0	0			7	0	0	0	41	0			0	14	0	0	0	0	0	0				7	0	3	6	
22048	0	0	0	0	0	0	12	1				0	19	2		0							0	0	0	0			0	0	1	1	12	0			0	0	0	0	0	0	0	0				2	7	3	2	
22543	0	0	0	0	0	0	6	0				0	76	0		0							0	0	0	0			0	0	0	0	67	0			0	0	0	0	0	2	0	0				0	0	9	4	
22552	0	0	0	0	0	0	1	0				0	445	0		438				438		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	7	1				0	0	0	0	
22730	0	0	0	0	0	0	84	0				0	60	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	60	84	
23456	0	0	0	0	0	0	2	1				0	10	0		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	5	1	
23504	0	0	0	0	0	0	123	12		0		0	4470	796		0		0	0	0	0	0	0	0	0	111			0	0	0	0	0	0			0	0	0	0	3670	0	0	0	0	0		0	0	4	0	
23643	0	0	0	0	0	0	44	0				0	227	143		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				77	34	7	9	
23755	0	0	0	0	0	0	5	0				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	13	0	0	0				0	0	10	5	
24006	0	0	0	0	0	0	10	3		0		0	34	0		0		0	0	0	0	0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	15	0	0	0	0	0		0	0	19	3	
24378	0	0	0	0	0	0	5	0				0	0	0		0							0	0	0	0			0	0	2	2	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
24453	0	0	0	0	0	0	160	2				0	1025	10		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1013	158	
24659	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24668	0	0	0	0	0	0	15	0		0		0	2165	2073		0		0	0	0	0	0	0	0	0	0			0	0	0	0	22	0			0	0	0	0	0	10	0	0	0	0		0	0	70	5	
24949	0	0	0	0	0	0	175	6				0	21	0		0				0		0	0	0	11	1			6	6	34	6	0	0			0	3	0	0	0	4	0	115				0	0	4	0	
25357	0	0	0	0	0	0	26	0				18	218	5		108				5		0	0	0	0	0			0	0	0	0	61	0			0	0	0	0	0	0	0	0				0	0	44	8	
25647	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26176	0	0	0	0	0	0	190	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	190	0	0				0	0	0	0	
26457	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	475	191		0		14	197	7		36		0	0	0	0	0	0	0	0	0			0	0	93	0	97	0			9	27	0	22	0	113	0	0	0	0		0	2	48	13	
27070	0	0	0	0	0	0	8	0				0	36	0		0				0		0	0	0	0	0			14	8	0	0	22	0			0	0	0	0	0	0	0	0				0	0	0	0	
27548	0	0	0	0	0	0	73	3		0		0	113	46		0		0	0	0	0	0	0	0	0	2			0	0	20	0	13	0			0	0	0	2	0	1	0	0	0	0		0	0	54	45	
27614	0	0	0	0	0	0	7	0				0	27	0		0				0		0	0	0	0	0			0	0	5	1	0	0			0	0	0	0	0	0	0	0				0	1	27	0	
27847	249	2	0	0	0	0	113	40				3	699	193		0				0		3	0	0	0	0			0	0	38	0	122	0			0	0	0	0	54	3	0	0				54	18	27	9	
28013	0	0	0	0	0	0	109	1		0		8	324	83		123		0	0	0	0	0	0	0	0	0			0	0	74	1	63	49			0	0	0	0	0	0	6	25	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	1	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	1	1	0	
29476	0	0	0	0	0	0	2	0				2	25	0		1				0		0	0	0	0	0			0	0	0	0	24	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	58	8		0		0	69	12		0		0	0	0	0	0	0	0	15	0			9	9	8	0	0	0			0	7	0	3	0	5	0	0	0	0		5	7	28	11	
29878	0	0	0	0	0	0	2	0		0		0	4	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	4	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	92	26		0		27	124	13		42		0	0	0	0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	17	1	0	0	0	0		0	3	52	33	
30650	0	0	0	0	0	0	3	3				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			352249		243	0	0	0	1784745		0	0	1626	0	0	0	0	0	0	0	0	0			1561488	324157	1	41	13	148	339428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221470	27807	
31134	0	0	0	0	0	0	12	1				0	33	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	2	30	9	
31255	0	0	0	0	0	0	7	4		0		0	409	350		2		0	0	0	0	0	0	0	0	0			0	0	0	0	0	57			0	0	0	3	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	38	38				0	23	23		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
31826	0	0	0	0	0	0	71	0				4	303	0		4							0	0	0	0			0	0	36	0	117	0			0	0	0	0	0	0	129	3				1	3	52	25	
31835	0	284	0	0	0	0	309	1				0	112	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	23	0	0	0				40	7	47	17	
32234	0	0	0	0	0	0	2	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	2	
32766	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
32971	0	0	0	0	0	0	44	3				0	214	0		0							0	0	0	0			0	0	28	0	42	7			0	0	151	0	0	0	0	0				0	0	14	13	
33147	0	0	0	0	0	0	8	0				2	263	80		0				0		0	0	0	0	0			0	0	1	0	151	0			0	0	0	0	0	0	0	0				21	0	11	5	
33259	0	0	0	0	0	0	21	15				0	2	1		0				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
33268	0	0	0	0	0	0	14	0				0	13	7		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	14	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	18	5		0		1	1335	124		548		0	0	548	0	1	0	0	0	0			0	0	0	0	430	0			0	0	0	0	104	0	0	0	0	0		37	7	92	5	
34425	0	0	0	0	0	0	178	1		0		0	977	0		0		0	0	0	0	0	0	0	16	16			0	0	6	10	38	0			0	0	104	0	0	10	0	0	0	0		25	11	794	124	
34434	2	2	0	0	0	0	22	0				0	53	8		0				0		0	0	0	5	0			3	0	0	1	0	0			0	0	0	0	0	0	0	0				7	15	28	4	
34537	0	0	0	515	0	0	1319	185		0		0	4185	2825		0		0	0	0	0	0	0	0	9	20			9	0	168	2	85	0			0	0	1	7	0	0	46	97	0	0		53	3	1157	322	
34555	0	25	0	0	0	0	27	0				0	39	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	1	28	1	
34742	25	0	0	0	0	0	35	0				0	59	0		21				21		0	0	0	0	0			0	0	0	0	0	0			0	0	0	34	0	0	0	0				0	0	13	1	
35057	0	0	0	0	0	0	10	0				4	5	0		0				0		4	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	5	2	
35301	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	1463	0	1533	0	3745	809		0		0	7625	2473		0		0	0	0	0	0	0	0	324	18			0	0	2401	11	1638	0			0	0	0	0	8	341	0	149	0	0		0	0	186	16	
35646	0	0	0	0	0	0	0	0				0	9	9		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	2	0				0	25	0		0							0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	2	
36456	0	0	0	0	0	0	100	99				0	109	54		44				44		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	1	1	0	
36933	0	0	0	0	0	0	3	0				0	14	6		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	6	3	
37051	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
37341	0	0	0	0	0	0	7	3				0	3	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
37435	0	0	0	0	0	0	503	147		0		0	216	61		0		0	0	0	0	0	0	0	0	7			32	21	77	2	6	0			0	0	0	190	0	22	0	0	0	0		49	3	68	34	
37640	0	0	0	4	0	0	289	47		0		187	798	56		361		0	0	0	0	0	0	0	10	0			36	14	6	2	68	9			0	1	0	0	120	9	0	8	0	0		10	2	128	9	
37659	0	0	0	0	0	0	4	0				1	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	3	
37949	0	0	0	0	0	0	22	8				7	0	0		0				0		7	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	0	
38740	0	0	0	0	0	0	8	0				2	13	0		10							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	2	3	2	
39327	0	0	0	0	0	0	12	0				2	72	0		6				0		0	0	0	0	0			0	0	4	2	66	0			0	0	0	0	0	0	0	0				0	4	0	0	
39756	0	0	0	0	0	0	26	6		0		2	559	477		82		0	0	0	0	0	0	0	0	0			0	0	0	15	0	0			0	0	0	0	0	0	0	0	0	0		0	2	0	1	
40033	42	0	0	0	0	0	0	0				0	42	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	369	0		0		0	1370	738		0		0	0	0	0	0	0	0	96	31			0	0	185	14	20	20			0	0	0	0	53	14	0	0	0	0		303	97	140	28	
40855	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
