"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	86	81															10	364	4	524	0	0	4	159	1	119	1	395	false	true	
242	75	91													71	91	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			43	1731	22	2959	14	5639	91	1257	6	903	3	607	6	18													true	false	
354			1	62	0	0	0	0	5	108	1	102	1	186			7	365	5	605	0	0	19	395	4	365	0	0	false	false	
457			8	354	12	1529	6	1626	43	1151	7	992	10	3395			20	716	9	1371	5	1053	52	1374	8	1087	9	2524	false	false	
505			15	859	30	4001	39	16321	138	3830	33	3240	16	5708															false	false	
1155			43	1636	46	6031	42	12978	160	3571	38	4151	37	10988			12	530	9	1066	4	973	42	975	11	1336	12	2623	false	false	
1351			126	3619	18	2333	19	6366	254	3736	30	3447	15	4359			65	2889	29	3780	6	1637	142	2425	8	1009	0	0	false	false	
1454			60	2129	78	8817	37	12480	428	7110	59	6088	27	6762			12	538	8	842	3	728	51	1128	6	455	2	146	false	false	
1557	27	104															19	822	13	2052	14	5074	273	5636	26	3401	25	8022	false	true	
1669			71	2077	23	3177	14	7243	194	2909	17	1188	12	3161	4	127													true	false	
1829			61	1987	50	6906	69	26793	157	4126	36	3266	28	4713															false	false	
1856			8	259	1	112	0	0	30	985	46	5882	9	3502			4	195	1	50	2	872	11	95	2	186	0	0	false	false	
2040			40	2481	33	5841	43	18792	61	1985	12	1315	19	6418			6	596	5	884	6	1833	20	236	2	112	2	1111	false	false	
2161			62	1034	12	915	2	135	626	4088	39	4186	18	3818			5	55	0	0	0	0	178	2958	3	175	1	83	false	false	
2376			15	743	46	8071	252	115695	23	947	5	860	4	759															false	false	
2554	3	31													25	43	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			19	630	50	7998	155	72788	98	1578	48	3329	57	8233			0	0	1	150	0	0	0	0	0	0	0	0	false	false	
2750			12	521	1	234	0	0	27	927	4	418	3	1072			9	498	12	1573	7	1646	36	1027	21	2518	15	3980	false	false	
3252			27	1193	11	1594	9	3276	239	5824	18	1994	4	1483			32	1115	25	3245	28	8122	669	22431	55	6372	13	3314	false	false	
3458			7	203	5	784	3	982	27	748	8	770	7	1408			38	1296	14	2072	7	1663	63	678	1	54	1	309	false	false	
3720			63	2452	52	6566	48	17637	152	3106	25	2079	11	2832			46	1096	26	2832	7	2307	52	1005	10	887	5	1233	false	false	
3953			2	75	2	220	6	1856	45	1016	16	2018	14	5309			5	165	3	373	0	0	45	1359	3	282	4	529	false	false	
4156			46	1466	18	2093	18	7853	163	2713	15	1595	17	5702	0	0	101	3693	36	4395	16	4936	302	5485	25	2777	6	1439	false	false	
4231			152	5206	44	6462	23	9823	85	1447	9	994	1	257			154	3947	33	3552	9	2478	38	654	2	157	3	341	false	false	
4437			73	3166	43	5364	57	21556	119	2395	30	3299	20	4785			8	391	2	234	3	967	4	152	0	0	2	611	false	false	
4839			80	3746	105	14804	155	103768	121	1175	11	1514	15	8363	70	0													true	false	
5005			6	226	16	2359	51	22326	15	610	7	1080	3	870															false	false	
5069			0	0	6	886	48	28115	3	130	0	0	4	1470															false	false	
5135			120	3981	55	7109	57	22490	326	6138	31	3414	20	6677			151	5684	77	10449	36	11404	255	7120	66	5892	24	4025	false	false	
5210			119	4877	142	17163	155	62056	259	5884	45	4854	31	8717			31	1569	30	4178	13	3658	40	857	2	168	1	270	false	false	
5331			6	282	1	147	22	12901	22	731	5	696	4	2366															false	false	
