"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					76	0	43597					0			0	23855	0	0	0									
242	0	0					275	0	13008					4397			0	7011	5	0	0									
279	0	0					1646	33734	7369					24440			14848	2894	1	0	0									
354	0	0					5	0	6482					0			0	769	0	0	0									
457	0	0					138	159	344					1200			158	341	3	0	0									
505	0	4959					3891	0	74415					31500			0	31852	0	0	0									
1155	0	1013					228	65	30255					0			0	10693	0	0	14292									
1351	0	0					0	74158	2274					0			41506	0	0	0	0									
1454	0	8023					1021	0	327924					0			0	106988	34	0	0									
1557	0	0					217	0	21365					1251			0	4224	0	0	0									
1669	0	7578					915	49142	73156					0			25311	0	0	0	0									
1829	0	0					2775	0	94057					13372			0	23552	2219	0	8144									
1856	0	0					1437	0	22495					30000			0	0	0	0	0									
2040	0	0					1546	0	59858					0			0	29546	16	0	8201									
2161	0	0					823	1	27773					0			0	17238	0	0	0									
2376	0	0					49046	32422	382166					994647			0	0	0	0	0									
2554	0	0					17	0	3609					0			0	2936	0	0	0									
2732	0	0					174	0	97657					0			0	67024	0	0	0									
2750	0	0					321	0	14039					4837			0	3466	3951	0	0									
3177	0	35					6403	936	115121					113296			494	0	31	0	0									
3252	0	0					724	676	65809					4500			676	18288	0	0	0									
3458	0	0					192	2600	12157					0			2600	0	0	0	8000									
3720	0	2909					221	304	51455					0			304	8670	0	0	4186									
3971	0	0					2009	0	86392					11624			0	0	1009	0	0									
4156	0	506					590	0	41980					13000			0	20526	0	0	2589									
4231	0	0					0	0	48811					0			0	12420	0	0	0									
4437	0	0					710	0	81354					2316			0	17647	0	0	2144									
4839	0	0					1134	0	73512					22000			0	20927	0	0	7107									
5069	0	1259					0	0	36676					0			0	16753	5542	0	0									
5135	0	2300					1189	0	24100					18727			0	4029	0	0	0									
5210	0	0					5153	77593	122182					75000			0	39871	1051	0	42202									
5461	0	1501					2227	0	138640					15000			0	59290	0	0	0									
5751	0	4404					337	0	49800					1000			0	25902	0	0	0									
6039	0	0					79	0	11359					0			0	266	7	0	0									
6141	0	0					0	21009	0					0			11202	0	0	0	0									
6329	0	0					414	0	36444					0			0	5911	0	0	0									
7009	0	0					0	0	346430					0			0	71139	11132	0	0									
7045	0	0					829	0	95278					0			0	34445	0	0	0									
7072	0	0					1302	9946	7623					6000			1229	1928	0	0	0									
7157	0	751					23	300	20971					0			300	14151	0	0	0									
7456	0	0					341	0	14273					0			0	10483	0	0	0									
7634	0	0					55	5	11705					0			0	4698	0	0	0									
8033	0	0					1220	0	7944					12600			0	1938	0	0	0									
8462	0	0					21	0	93641					0			0	15184	0	0	0									
8631	0	0					140	0	12255					0			0	0	0	0	0									
9357	0	0					3116	0	78899					65800			0	0	993	0	0									
9553	0	0					1603	23746	23536					36346			23746	3157	5764	0	0									
9807	59928	0					18089	394414	105138					240000			196833	82490	0	0	50026									
9955	0	0					785	0	26488					9690			0	22522	0	0	0									
10250	0	819					866	0	72963					0			0	17053	0	0	0									
10849	991	0					549	14319	53963					0			0	1600	0	0	0									
11145	0	0					1011	0	19436					14794			0	10582	0	0	0									
11275	5007	0					9055	66922	3084					190735			18500	0	0	0	27913									
11640	0	0					3035	0	129795					26000			0	54873	0	0	0									
11837	0	0					456	0	57883					8000			0	7612	0	0	0									
12030	0	0					7930	3705	14974					0			2796	0	0	0	0									
12142	0	0					649	754	77559					4000			751	25699	0	0	0									
12179	0	223					725	107	831					1388			0	0	14	0	0									
12245	0	0					466	0	33698					4929			0	17904	0	0	0									
12311	0	50192	0	0	0	102381	331060	3621995	8131847	0	63670299	367027	56969563	5374193	219742	122855	8655	1693220	13206	0	677476	200097	577766	3193501	4170101	0	1398310	0	3816	
12647	0	0					310	14082	0					0			12439	0	0	0	0									
12656	0	0					29	851	0					0			651	0	0	0	0									
12937	0	0					690	0	3990					958			0	0	0	0	0									
12946	0	0					2083	0	179465					1212			0	99548	1678	0	0									
12955	0	0					221	225	4					2070			225	0	0	0	0									
13103	0	0					9685	0	288601					130754			0	5385	123412	0	0									
13251	0	547					304	0	1860					0			0	1310	0	0	0									
13457	0	0					0	0	5579					0			0	4644	228	0	0									
14052	0	0					152	0	7320					1000			0	2618	0	0	0									
14155	0	0					741	0	6437					4150			0	2789	12	0	0									
14650	0	0					45	3251	22					0			1750	0	0	0	0									
14753	0	0					9	14536	4455					0			10187	3933	0	0	0									
14865	0	0					521	4682	15414					9100			4682	2680	0	0	0									
14977	0	0					225	13	5763					5024			0	0	0	0	0									
16458	1023	1998					398	59274	59489					0			43512	16179	0	0	0									
16551	0	8222					1718	17879	32591					13500			17879	21302	0	0	0									
16748	0	0					289	8591	7337					0			8591	0	0	0	0									
16944	0	2062					0	0	19117					0			0	11472	0	0	0									
16953	0	0					0	4455	10698					0			4455	0	0	0	0									
17110	100	0					219	100	22922					0			0	0	22922	0	0									
17147	0	16013					43127	598903	612535					220938			173080	246707	0	0	133137									
17259	0	0					452	650	18747					3000			650	13164	0	0	0									
17464	0	0					26178	154132	276096					0			42239	0	518	0	0									
17950	0	0					998	0	165965					0			0	57052	0	0	0									
17978	105041	0					3355	170035	0					10717			2966	0	0	0	0									
18050	0	0					475	23331	146200					133			18577	20958	0	0	0									
18135	0	0					1126	32415	61422					18600			2175	28738	0	0	15533									
18377	0	0					130	0	10639					1100			0	249	0	0	0									
18827	0	0					877	0	62052					0			0	13327	11498	0	0									
18836	0	0					645	0	17717					3356			0	4618	0	0	0									
18854	0	0					740	0	2319					0			0	987	0	0	0									
19356	0	0					108	0	37816					1897			0	19978	0	0	0									
19730	0	0					3247	2211	134213					15000			480	0	3207	0	0									
19936	0	0					232	20756	10252					0			4386	788	0	0	0									
19972	0	0					98	22035	0					0			21373	0	0	0	0									
20053	0	0					213	0	11660					700			0	5832	0	0	0									
20512	0	0					202	2010	37156					0			1961	17699	0	0	0									
20633	0	0					1095	2420	65819					6000			0	21652	826	0	0									
20857	0	10030					475	0	111652					5264			0	61165	0	0	0									
21256	0	0					56	0	830					0			0	4	0	0	0									
21359	0	0					177	229	5384					202			0	3783	0	0	0									
21630	0	0					339	0	42581					2418			0	9002	0	0	0									
21658	0	0					442	0	59857					0			0	8774	0	0	0									
22048	0	0					650	0	45543					12502			0	16639	0	0	404									
22543	0	3526					195	0	25012					0			0	15080	812	0	0									
22552	0	0					811	532	7088					0			532	2098	0	0	0									
22730	0	0					418	0	41218					0			0	16606	0	0	4138									
22936	0	0					252	0	25987					1188			0	0	0	0	0									
23045	0	0					276	861	28254					0			861	4421	0	0	0									
23456	0	0					552	0	30089					63			0	15271	0	0	0									
23504	0	0					10690	205062	629067					146086			51504	59149	0	0	11392									
23643	0	0					863	100	65979					13300			100	19883	0	0	0									
23755	0	0					804	0	35595					2000			0	19304	0	0	0									
24006	16152	15033					1031	273083	72061					0			6386	306	0	0	0									
24378	0	0					433	0	10516					0			0	0	0	0	0									
24453	0	0					3202	0	11173					21654			0	0	1968	0	0									
24659	1976	0					0	5091	0					0			2275	0	0	0	0									
24668	0	0					1797	0	113111					0			0	57331	0	0	8493									
24855	0	0					38	0	0					0			0	0	0	0	0									
24949	0	9604					2727	0	27110					200			0	6153	0	0	4613									
25357	0	0					1143	50874	5391					4790			0	1061	0	0	0									
25647	0	0					0	790	227					0			790	227	0	0	0									
26176	0	0					3737	0	18814					79500			0	0	0	0	0									
26242	0	0					1995	0	89231					0			0	44801	0	0	11458									
26457	0	502					0	0	5769					0			0	154	0	0	0									
26765	0	0					1546	103	38837					0			0	1431	0	0	0									
27070	0	0					4399	0	205207					0			0	32302	0	0	0									
27548	0	0					2294	0	151011					10000			0	43761	1998	15027	0									
27614	0	0					1606	0	177775					30000			0	74778	1624	0	0									
27847	0	0					1651	2937	138588					17521			949	54815	0	0	0									
28013	0	0					19296	4037	857296					356132			0	0	646	0	206000									
28152	0	292					615	8007	15250					1386			4689	7308	0	0	0									
28255	4498	14480					315	33856	25381					0			6539	5399	4	0	0									
28349	0	0					746	1213	7803					0			1213	0	0	0	0									
28406	0	96520					12283	0	430219					195000			0	24067	60699	0	0									
