"IDRSSD"	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	0	0	41131	0	0	0	0	0	33054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4516	658	0	0	0	14354	2675	886	52	0	3697	0	0	0	0	0	0	0	0	0	0	2465	30589	0	0	0	0	0	1505	0	0	255	24	-331	81	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	503	0	0	0	4516	26321	5164	33285	0	5264	2582	33285	41131	0	7357	7357	6035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68547	0	68547	
1669	0	0	0	0	0	0	0	0	0	0	1494	108215	0	0	0	0	0	80375	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	0	0	28139	4750	0	0	0	32322	0	20331	2283	8035	60100	0	0	0	0	0	0	0	0	0	0	42939	37436	0	0	0	0	0	12682	557	427	865	0	-25	0	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36601	98037	42939	68632	0	19607	21470	68632	109709	0	0	0	44016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243962	0	243405	
1829	0	0	0	0	0	0	0	0	0	55	1268	238629	0	0	0	0	0	255114	339	2220	2220	0	0	0	0	0	0	0	0	8384	0	0	0	0	0	43987	11498	0	0	0	0	0	0	3621	802	72709	2370	2787	0	0	0	0	0	0	0	138	92053	162923	0	0	0	0	0	17689	8384	4	2107	219	7738	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	281	0	0	0	44793	86452	94642	175286	0	17290	47321	175286	239897	0	0	0	34311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409080	0	400696	
1856	0	0	0	0	0	0	0	0	0	0	44	71932	0	0	0	0	0	62453	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	2825	35778	0	0	0	0	0	0	119	0	8153	0	0	0	0	0	0	0	0	0	107	977	61369	0	0	0	0	0	2648	98	14	1532	0	-727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2839	45570	977	62373	0	9114	489	62373	71976	0	0	0	14618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110911	0	110813	
2040	0	0	0	0	0	0	0	0	0	0	2340	127326	0	0	0	0	0	117707	0	0	0	214	214	0	0	0	214	0	0	0	0	0	0	0	0	4785	3369	0	0	0	0	0	0	1495	6058	36675	5923	58	0	0	102	0	0	0	0	4154	19957	93595	0	0	0	0	0	11497	554	69	1716	21	-1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2555	0	0	0	2555	0	0	0	10912	55782	25901	105559	0	11156	12951	105559	129666	0	9766	9766	19946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200049	0	199827	
2161	0	0	0	0	0	0	0	0	0	0	0	69595	0	0	0	0	0	64850	0	0	0	33	33	33	0	0	0	0	0	0	0	0	0	0	0	1098	15426	0	0	1	0	0	0	1032	1840	34070	5074	0	0	0	0	0	0	0	0	0	32462	32388	0	0	0	0	0	6991	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	113	0	0	0	0	0	0	3541	57241	37536	39379	0	11448	18768	39379	69595	0	7745	7745	14257	0	0	0	4564	456	456	0	0	0	0	0	0	0	0	0	137400	0	137400	
2376	0	0	0	0	0	0	0	0	0	0	4156	2263679	0	0	0	0	0	2116115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8160	1347	0	0	3148	32094	0	0	9524	0	430019	0	0	0	0	0	0	0	0	0	0	146310	1969805	0	0	0	0	0	164094	-1784	0	42333	0	-24764	171	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11308	505793	146310	2093521	0	101159	73155	2093521	2267835	0	0	0	423184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2731998	-1784	2730214	
2554	0	0	0	0	0	0	0	0	0	0	20	7998	0	0	0	0	0	5197	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4065	0	0	0	0	0	0	42	0	0	2119	892	0	0	0	0	0	0	0	0	415	4782	0	0	0	0	0	553	289	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4065	2534	5938	0	813	1267	5938	8018	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12528	0	12239	
2732	0	0	0	0	0	0	0	0	0	0	2804	325554	0	0	0	0	0	326132	0	0	0	2130	2130	0	0	0	2130	0	0	1112	0	0	0	0	0	97349	14311	0	0	0	0	0	0	2035	0	85596	0	550	0	0	0	0	0	0	0	124	60260	265748	0	0	0	0	0	12076	1112	1170	0	0	-3761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98519	100031	60260	278222	0	20006	30130	278222	328358	0	0	0	75897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532418	0	531306	
2750	0	0	0	0	0	0	0	0	0	0	265	45053	0	0	0	0	0	39370	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	734	1620	0	0	0	0	0	0	131	3365	6610	1968	2559	0	0	0	0	0	0	0	1077	1920	36373	0	0	0	0	0	2941	0	97	506	36	-690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	50	113	0	0	0	4196	9871	3974	41357	0	1974	1987	41357	45318	0	58	58	5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58467	0	58467	
3177	0	0	0	0	0	0	0	0	0	2	0	485950	0	0	0	0	0	694948	0	0	0	401	401	0	0	0	401	0	0	5311	0	0	0	0	0	213541	1232	0	0	52	5988	0	0	829	46255	27413	0	8936	0	0	0	0	0	0	0	0	539977	154971	0	0	0	0	0	57697	5320	1993	6525	2073	2836	599	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261841	41158	542050	206693	0	8232	271025	206693	485950	0	0	0	98693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053580	0	1048269	
3252	0	0	0	0	0	0	0	0	0	0	643	90752	0	0	0	0	0	82132	0	0	0	97	97	0	0	0	97	0	0	0	0	0	0	0	0	2131	8145	0	0	0	0	615	0	1367	25653	40416	4566	839	0	0	0	0	0	0	0	11755	552	69825	0	0	0	0	0	4517	0	108	550	53	-418	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	862	0	0	0	27892	63866	5786	75729	0	12773	2893	75729	91395	0	3000	3000	20069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165942	0	165942	
3458	0	0	0	0	0	0	0	0	0	0	16	26589	0	0	0	0	0	14785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	2672	145	0	6436	0	452	0	0	0	0	0	0	0	0	3217	11568	0	0	0	0	0	954	0	0	0	0	-204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6749	3217	23646	0	1350	1609	23646	26605	0	313	313	3347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32901	0	32901	
3720	0	0	0	0	0	0	0	0	0	0	28	122670	0	0	0	0	0	129541	0	0	0	370	370	0	0	0	370	0	0	0	0	0	0	0	0	13222	3610	0	0	0	756	390	0	1221	7395	26947	1390	0	0	0	0	463	0	0	0	5429	26906	97206	0	0	0	0	0	11503	293	0	10334	876	-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	710	0	552	0	0	0	20617	47786	30025	98128	0	9557	15013	98128	122698	0	0	0	29086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200037	0	199744	
3971	0	0	0	0	0	0	0	0	0	0	7351	483988	0	0	0	0	0	439109	350	1787	1787	750	750	0	0	0	750	0	0	14381	9	0	0	0	0	65851	11608	0	0	0	0	0	0	1178	2976	73425	2492	12321	0	0	0	12732	0	0	0	829	92043	346237	0	0	0	0	0	68458	14390	3350	3362	502	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6473	6473	0	0	6473	0	0	0	0	0	0	0	8179	0	0	1	8178	0	0	0	72177	90449	114243	416127	0	18090	57122	416127	491339	0	1225	1225	88591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677910	-722	662798	
4156	0	0	0	0	0	0	0	0	0	0	100	130418	0	0	0	0	0	122246	32	400	400	349	349	0	0	0	349	0	0	1783	0	0	0	0	0	6186	120	0	0	0	0	0	0	944	1441	33067	8591	2006	0	0	0	89	0	0	0	3895	40112	78239	0	0	0	0	0	16854	1783	302	2531	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3960	0	0	0	3960	0	0	0	7929	44648	48792	97192	0	8930	24396	97192	130518	0	5035	5035	18612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197682	0	195899	
4231	0	0	0	0	0	0	0	0	0	0	0	77082	0	0	0	0	0	67895	0	0	0	289	289	0	0	0	289	0	0	0	0	0	0	0	0	0	6567	0	0	0	0	0	0	481	0	28473	8770	0	0	0	0	0	0	0	0	0	12267	55628	0	0	0	0	0	3638	0	0	0	0	-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35040	21037	59555	0	7008	10519	59555	77082	0	0	0	14805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112498	0	112498	
