"IDRSSD"	RCONF066	RCONF067	RCONF068	RCONF069	RCONF070	RCONF071	RCONF072	RCONF073	RCONF670	RCONF671	RCONF672	RCONF673	RCONF674	RCONF675	RCONF676	RCONF677	RCONF678	RCONF679	RCONF680	RCONF681	RCONL191	RCONL192	RIADF184	RIADF560	
	RETAIL ORGTNS CLSD-END 1-4 FAM:1ST L	RETAIL ORGTNS CLSD-END 1-4 FAM: JR L	WHSL ORG PRCH 1T4 FIRST	WHSL ORG PRCH 1T4 JR	CLSD-END 1-4 FAM RESDTL MTGS:FIRST L	CLSD-END 1-4 FAM RESIDTL MTGS:JR LIE	CLOSED-END 1-4 FAM RESDTL MTGS:FST L	CLOSED-END 1-4 FAM RESDTL MTG:JR LIE	RTL ORGTN QTR 1-4 RES MTG LN TOT CMI	RTL ORGTN QTR 1-4 RES MTG LN PRNPL A	WHOL ORGTN QTR 1-4 RES MTG LN TOT CM	WHOL ORGTN QTR 1-4 RES MTG LN PRNPL 	1-4 RES MTG LN HLD SALE QTR TOT CMTM	1-4 RES MTG LN HLD SALE QTR PRNPL AM	1-4 RES MTG LN HLD SALE TOT CMTM CR	1-4 RES MTG LN HLD SALE QTR PRNPL CR	RPRH INDMN 1-4 RES MTG CL 1ST LIEN	RPRH INDMN 1-4 RES MTG CL JR LIEN	RPRH INDMN 1-4 RES MTG TOT CMTM OL	RPRH INDMN 1-4 RES MTG PRNPL AMT OL	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	NONINT INC FOR QTR FROM SALE 1-4 MTG	NONINT INC FROM SALE OE 1 TO 4 RES M	
353546																					CONF	CONF			
353555	77939	0	0	0	74820	0	25445	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2373	0	
353724																					CONF	CONF			
353957																					CONF	CONF			
354057																					CONF	CONF			
354253																					CONF	CONF			
354310	73008	0	0	0	74210	0	1333	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	969	0	
354552																					CONF	CONF			
354851																					CONF	CONF			
354954																					CONF	CONF			
355120																					CONF	CONF			
355559	6082	0	0	0	20396	0	3127	0	1101	583	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
355737																					CONF	CONF			
355746																					CONF	CONF			
355821																					CONF	CONF			
355858																					CONF	CONF			
356145																					CONF	CONF			
356239																					CONF	CONF			
356659																					CONF	CONF			
356752																					CONF	CONF			
357049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
357151																					CONF	CONF			
357526																					CONF	CONF			
357553																					CONF	CONF			
357777																					CONF	CONF			
357937																					CONF	CONF			
358112																					CONF	CONF			
358149																					CONF	CONF			
358233																					CONF	CONF			
358448																					CONF	CONF			
358756																					CONF	CONF			
359324																					CONF	CONF			
359360																					CONF	CONF			
359472																					CONF	CONF			
359650																					CONF	CONF			
359744																					CONF	CONF			
359838																					CONF	CONF			
359856																					CONF	CONF			
360777																					CONF	CONF			
360843																					CONF	CONF			
360955																					CONF	CONF			
361055	9710	0	0	0	9373	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	316	0	
361167	8098	0	0	0	8553	0	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	304	0	
361279																					CONF	CONF			
361354																					CONF	CONF			
361439																					CONF	CONF			
361653																					CONF	CONF			
362043																					CONF	CONF			
362155																					CONF	CONF			
362717																					CONF	CONF			
362753																					CONF	CONF			
362856																					CONF	CONF			
362940																					CONF	CONF			
363264																					CONF	CONF			
363442																					CONF	CONF			
363648																					CONF	CONF			
363657																					CONF	CONF			
363778																					CONF	CONF			
364131																					CONF	CONF			
364270																					CONF	CONF			
364337																					CONF	CONF			
364430																					CONF	CONF			
364449	7299	0	0	0	6564	0	1376	0	0	0	0	0	0	0	0	0	131	0	0	0	CONF	CONF	182	0	
364850																					CONF	CONF			
365325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
365455																					CONF	CONF			
365576																					CONF	CONF			
365745																					CONF	CONF			
365848																					CONF	CONF			
365875																					CONF	CONF			
365950																					CONF	CONF			
366078																					CONF	CONF			
366238																					CONF	CONF			
366247																					CONF	CONF			
366359																					CONF	CONF			
366658																					CONF	CONF			
366854																					CONF	CONF			
367150																					CONF	CONF			
367178																					CONF	CONF			
367244																					CONF	CONF			
367431																					CONF	CONF			
367543																					CONF	CONF			
367954																					CONF	CONF			
368054																					CONF	CONF			
368175	16912	0	0	0	16845	0	3220	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
368344																					CONF	CONF			
368429																					CONF	CONF			
368522																					CONF	CONF			
368755																					CONF	CONF			
368933																					CONF	CONF			
368951																					CONF	CONF			
369453																					CONF	CONF			
369659																					CONF	CONF			
370020																					CONF	CONF			
370271	0	0	91030	0	85617	0	21180	0	0	0	0	0	2602	2367	0	0	0	0	0	0	CONF	CONF	169	0	
370347																					CONF	CONF			
370721																					CONF	CONF			
370758																					CONF	CONF			
370833																					CONF	CONF			
370954																					CONF	CONF			
371223																					CONF	CONF			
371232																					CONF	CONF			
371362																					CONF	CONF			
371559																					CONF	CONF			
371755																					CONF	CONF			
371849																					CONF	CONF			
371858																					CONF	CONF			
371924																					CONF	CONF			
371942																					CONF	CONF			
372248																					CONF	CONF			
372257																					CONF	CONF			
372444																					CONF	CONF			
372538																					CONF	CONF			
372556																					CONF	CONF			
372640																					CONF	CONF			
372770																					CONF	CONF			
372855																					CONF	CONF			
373058																					CONF	CONF			
373115	12512	0	0	0	13018	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	366	0	
373272																					CONF	CONF			
373553																					CONF	CONF			
373601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
374130																					CONF	CONF			
374354																					CONF	CONF			
374653	19433	0	0	0	20448	0	3134	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	218	0	
374774																					CONF	CONF			
375034	3235	0	0	0	2878	0	1247	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	12	0	
375043	15425	0	0	0	15840	0	2064	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	315	0	
375155																					CONF	CONF			
375379																					CONF	CONF			
375502																					CONF	CONF			
375566	85981	1181	0	0	66530	0	57162	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2148	0	
375650																					CONF	CONF			
376068																					CONF	CONF			
376125																					CONF	CONF			
376237																					CONF	CONF			
376273	47210	0	0	0	42654	0	13735	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1336	0	
376433																					CONF	CONF			
376442																					CONF	CONF			
376657																					CONF	CONF			
376947																					CONF	CONF			
377663																					CONF	CONF			
377850																					CONF	CONF			
377908	0	0	0	0	5967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	131	0	
378026																					CONF	CONF			
378044																					CONF	CONF			
378110																					CONF	CONF			
378549																					CONF	CONF			
378558																					CONF	CONF			
378642																					CONF	CONF			
378651	13263	0	0	0	14270	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	550	0	
378950																					CONF	CONF			
379050																					CONF	CONF			
379153																					CONF	CONF			
379171																					CONF	CONF			
379359																					CONF	CONF			
379470																					CONF	CONF			
379649																					CONF	CONF			
379920	60773	0	0	0	55390	0	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	807	0	
380346																					CONF	CONF			
380458																					CONF	CONF			
380533																					CONF	CONF			
380654																					CONF	CONF			
380841																					CONF	CONF			
380878																					CONF	CONF			
380944																					CONF	CONF			
381026																					CONF	CONF			
381343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
381754																					CONF	CONF			
381839																					CONF	CONF			
381932																					CONF	CONF			
381950																					CONF	CONF			
382050																					CONF	CONF			
382069																					CONF	CONF			
382256																					CONF	CONF			
382274																					CONF	CONF			
382443																					CONF	CONF			
382537																					CONF	CONF			
382649																					CONF	CONF			
382658																					CONF	CONF			
382667	854	0	50454	0	24815	0	28559	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	129	0	
382742																					CONF	CONF			
382854																					CONF	CONF			
383534																					CONF	CONF			
384018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
384278	169352	0	54282	0	230133	0	69978	0	0	0	0	0	0	0	0	0	521	0	0	0	CONF	CONF	1388	0	
384335																					CONF	CONF			
384353																					CONF	CONF			
384652	0	0	1614488	0	1588128	0	194997	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
384830																					CONF	CONF			
385350																					CONF	CONF			
385471																					CONF	CONF			
385547																					CONF	CONF			
385686																					CONF	CONF			
386049																					CONF	CONF			
386142																					CONF	CONF			
386432																					CONF	CONF			
386450																					CONF	CONF			
386731																					CONF	CONF			
386825																					CONF	CONF			
386852																					CONF	CONF			
387055																					CONF	CONF			
387671	19175	0	0	0	18692	0	2985	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	455	0	
388155																					CONF	CONF			
388258																					CONF	CONF			
388557																					CONF	CONF			
388744																					CONF	CONF			
388753																					CONF	CONF			
388874																					CONF	CONF			
388940																					CONF	CONF			
389059																					CONF	CONF			
389358																					CONF	CONF			
389376																					CONF	CONF			
389826																					CONF	CONF			
390167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
390336																					CONF	CONF			
390372																					CONF	CONF			
390457	99864	0	0	0	97187	0	18906	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
390840																					CONF	CONF			
391418																					CONF	CONF			
391557																					CONF	CONF			
391575																					CONF	CONF			
391959																					CONF	CONF			
391977																					CONF	CONF			
392152																					CONF	CONF			
392255																					CONF	CONF			
392778																					CONF	CONF			
393252																					CONF	CONF			
393355																					CONF	CONF			
393757																					CONF	CONF			
393850																					CONF	CONF			
393953																					CONF	CONF			
394156																					CONF	CONF			
394259																					CONF	CONF			
394352																					CONF	CONF			
395238	221748	0	41446	0	242906	0	119418	0	0	0	0	0	0	0	0	0	1464	0	0	0	CONF	CONF	4274	0	
395274																					CONF	CONF			
395779																					CONF	CONF			
395836																					CONF	CONF			
396057																					CONF	CONF			
396244																					CONF	CONF			
396253																					CONF	CONF			
396356																					CONF	CONF			
396954																					CONF	CONF			
397175	13358	0	0	0	15879	0	2146	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
397456																					CONF	CONF			
397531																					CONF	CONF			
397540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
397559																					CONF	CONF			
397755																					CONF	CONF			
397858																					CONF	CONF			
398051																					CONF	CONF			
398248																					CONF	CONF			
398350	28959	0	0	0	27464	0	3250	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	472	0	
398631																					CONF	CONF			
398668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
398837																					CONF	CONF			
399357																					CONF	CONF			
399517	7093	0	0	0	8318	0	1538	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	195	0	
399731																					CONF	CONF			
399973																					CONF	CONF			
400057																					CONF	CONF			
400141																					CONF	CONF			
400365																					CONF	CONF			
400552																					CONF	CONF			
400767																					CONF	CONF			
400945																					CONF	CONF			
401072																					CONF	CONF			
401148	78642	0	0	0	77676	0	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1844	0	
401447																					CONF	CONF			
401559																					CONF	CONF			
401755																					CONF	CONF			
401906																					CONF	CONF			
401951																					CONF	CONF			
402275	126661	0	0	0	132081	0	23663	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3168	0	
402462																					CONF	CONF			
402846																					CONF	CONF			
402873																					CONF	CONF			
403067																					CONF	CONF			
403106																					CONF	CONF			
403151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
403179	12608	0	0	0	12191	0	418	0	0	0	0	0	0	0	0	0	271	0	0	0	CONF	CONF	292	0	
403254																					CONF	CONF			
403357																					CONF	CONF			
403656																					CONF	CONF			
403870																					CONF	CONF			
403937																					CONF	CONF			
403946	31474	0	0	0	31799	0	2684	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	761	0	
404653																					CONF	CONF			
404943																					CONF	CONF			
405173																					CONF	CONF			
405959	48286	14	0	0	45514	35	11623	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
406022																					CONF	CONF			
406059																					CONF	CONF			
406666																					CONF	CONF			
406778																					CONF	CONF			
406974																					CONF	CONF			
407168																					CONF	CONF			
407506	0	0	0	0	0	0	0	0	0	0	0	0	19921	0	0	0	0	0	0	0	CONF	CONF	628	0	
407645	30100	0	0	0	30037	0	1025	0	0	0	0	0	0	0	0	0	156	0	0	0	CONF	CONF	253	0	
407850																					CONF	CONF			
408147																					CONF	CONF			
408307																					CONF	CONF			
408642	0	0	88045	0	85207	0	7229	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1172	0	
408875																					CONF	CONF			
409265																					CONF	CONF			
410159																					CONF	CONF			
410560																					CONF	CONF			
410748																					CONF	CONF			
410917																					CONF	CONF			
410944																					CONF	CONF			
411053																					CONF	CONF			
411062																					CONF	CONF			
411174																					CONF	CONF			
411231																					CONF	CONF			
411240																					CONF	CONF			
411473	19123	0	0	0	19411	0	3851	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
411512																					CONF	CONF			
411549																					CONF	CONF			
411576																					CONF	CONF			
411624	0	0	12778	0	13649	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1	0	
411651																					CONF	CONF			
412135	159925	0	735883	0	857083	0	255693	0	0	0	0	0	0	0	0	0	85	0	0	0	CONF	CONF	29356	0	
412153																					CONF	CONF			
412452																					CONF	CONF			
412555																					CONF	CONF			
412667																					CONF	CONF			
412751	6108	0	0	0	7229	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	113	0	
412845																					CONF	CONF			
412872																					CONF	CONF			
413141																					CONF	CONF			
413208	814042	0	89026	0	1114196	65314	692470	24694	0	0	0	0	746099	381842	249880	185568	100796	0	0	0	CONF	CONF	-45173	0	
413271																					CONF	CONF			
413347																					CONF	CONF			
413543																					CONF	CONF			
413646																					CONF	CONF			
413673	54052	4	0	0	50060	16	17627	32	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1080	0	
413730																					CONF	CONF			
413758																					CONF	CONF			
413851																					CONF	CONF			
414102																					CONF	CONF			
414652	1148	0	0	0	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	30	0	
414764																					CONF	CONF			
414858																					CONF	CONF			
415677	123654	0	0	0	122407	0	41250	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4170	0	
415770																					CONF	CONF			
415855																					CONF	CONF			
416245	151448	0	0	0	145805	0	35060	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3428	0	
416272																					CONF	CONF			
416339																					CONF	CONF			
416348																					CONF	CONF			
416357																					CONF	CONF			
416656																					CONF	CONF			
416674																					CONF	CONF			
416973																					CONF	CONF			
417149																					CONF	CONF			
417251																					CONF	CONF			
417626																					CONF	CONF			
417710																					CONF	CONF			
418100																					CONF	CONF			
418249	11465	0	0	0	11680	0	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	215	0	
418436																					CONF	CONF			
418856																					CONF	CONF			
419255																					CONF	CONF			
419406	33246	0	0	0	31984	0	4824	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1093	0	
419460	1659	0	37562	0	38296	0	10625	0	0	0	0	0	0	0	0	0	121	0	0	0	CONF	CONF	825	0	
419675																					CONF	CONF			
419947																					CONF	CONF			
420457																					CONF	CONF			
420578																					CONF	CONF			
420644	22480	0	0	0	21463	0	3290	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	425	0	
420653																					CONF	CONF			
420877																					CONF	CONF			
421445																					CONF	CONF			
421539																					CONF	CONF			
422059																					CONF	CONF			
422116																					CONF	CONF			
422433	2319	0	0	0	1878	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	62	0	
422657																					CONF	CONF			
423159																					CONF	CONF			
423449	10027	0	0	0	8790	0	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	263	0	
423458																					CONF	CONF			
423636																					CONF	CONF			
423739																					CONF	CONF			
423841																					CONF	CONF			
424156																					CONF	CONF			
424240																					CONF	CONF			
424343																					CONF	CONF			
424352																					CONF	CONF			
424437																					CONF	CONF			
424633																					CONF	CONF			
425050																					CONF	CONF			
425108																					CONF	CONF			
425818																					CONF	CONF			
425845																					CONF	CONF			
425911																					CONF	CONF			
425957																					CONF	CONF			
425975																					CONF	CONF			
426057																					CONF	CONF			
426141																					CONF	CONF			
426534	57898	0	0	0	55408	0	13075	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1374	0	
426758																					CONF	CONF			
426945																					CONF	CONF			
427241																					CONF	CONF			
427353																					CONF	CONF			
427456																					CONF	CONF			
427858																					CONF	CONF			
427960																					CONF	CONF			
428060																					CONF	CONF			
428462																					CONF	CONF			
428471																					CONF	CONF			
428547																					CONF	CONF			
428631																					CONF	CONF			
428855																					CONF	CONF			
428958																					CONF	CONF			
429021																					CONF	CONF			
429487	14362	0	0	0	14480	0	1053	0	0	0	0	0	0	0	0	0	131	0	0	0	CONF	CONF	254	0	
430036																					CONF	CONF			
430054	23867	52	0	0	20490	19	7582	40	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	642	0	
430278																					CONF	CONF			
430344																					CONF	CONF			
430670																					CONF	CONF			
431172	2932	0	0	0	584	0	2401	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	10	0	
431323																					CONF	CONF			
431350																					CONF	CONF			
431743																					CONF	CONF			
431846																					CONF	CONF			
431958																					CONF	CONF			
432012																					CONF	CONF			
432058																					CONF	CONF			
432432																					CONF	CONF			
432478																					CONF	CONF			
433158																					CONF	CONF			
433505	24606	0	0	0	25698	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	550	0	
433550																					CONF	CONF			
433608	2450	0	0	0	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	62	0	
433859																					CONF	CONF			
433943																					CONF	CONF			
434203	100759	0	0	0	93034	0	25327	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	80	0	
434539																					CONF	CONF			
435059																					CONF	CONF			
435077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
435255																					CONF	CONF			
435349	17104	0	0	0	16172	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	431	0	
435358																					CONF	CONF			
435666																					CONF	CONF			
435750																					CONF	CONF			
436131																					CONF	CONF			
436159	96803	0	72634	0	154285	0	81191	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4317	0	
436542																					CONF	CONF			
436711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
436739																					CONF	CONF			
436823																					CONF	CONF			
436953																					CONF	CONF			
437044																					CONF	CONF			
437053																					CONF	CONF			
437138																					CONF	CONF			
437455																					CONF	CONF			
437914	39151	0	0	0	32702	0	14622	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	939	0	
438050																					CONF	CONF			
438434																					CONF	CONF			
439132																					CONF	CONF			
439338	51067	0	32139	0	84110	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	759	0	
439356																					CONF	CONF			
439404	11971	0	0	0	11777	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	91	0	
439730																					CONF	CONF			
440110																					CONF	CONF			
440259																					CONF	CONF			
440446																					CONF	CONF			
440857																					CONF	CONF			
440978																					CONF	CONF			
441050																					CONF	CONF			
441078																					CONF	CONF			
441135																					CONF	CONF			
441256	23599	0	0	0	23469	0	4754	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	484	0	
441359																					CONF	CONF			
441434																					CONF	CONF			
441470																					CONF	CONF			
441630																					CONF	CONF			
442011																					CONF	CONF			
442057																					CONF	CONF			
442244																					CONF	CONF			
442655																					CONF	CONF			
442758																					CONF	CONF			
442806																					CONF	CONF			
443148																					CONF	CONF			
443205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
443353																					CONF	CONF			
443625																					CONF	CONF			
443634																					CONF	CONF			
444051																					CONF	CONF			
444350																					CONF	CONF			
444471																					CONF	CONF			
444556																					CONF	CONF			
444677																					CONF	CONF			
444958																					CONF	CONF			
445674																					CONF	CONF			
445777																					CONF	CONF			
445852																					CONF	CONF			
445955																					CONF	CONF			
446130																					CONF	CONF			
446149																					CONF	CONF			
446176																					CONF	CONF			
446877																					CONF	CONF			
447034																					CONF	CONF			
447070																					CONF	CONF			
447100	8062	0	0	0	7146	0	14525	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	163	0	
447342																					CONF	CONF			
447557																					CONF	CONF			
447874																					CONF	CONF			
448040																					CONF	CONF			
448554																					CONF	CONF			
449038																					CONF	CONF			
449430																					CONF	CONF			
449832																					CONF	CONF			
449841																					CONF	CONF			
449935																					CONF	CONF			
450034																					CONF	CONF			
450472																					CONF	CONF			
450632																					CONF	CONF			
450641	10652	0	283	0	11159	0	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	376	0	
450650																					CONF	CONF			
450669																					CONF	CONF			
450753																					CONF	CONF			
450856	56415	4	0	0	55190	0	10654	4	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1459	0	
450959																					CONF	CONF			
451068	25204	0	0	0	32240	0	6913	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
451246																					CONF	CONF			
451273																					CONF	CONF			
451853																					CONF	CONF			
451965	52001000	4000	118333000	3000	168895000	7000	29827000	4000	0	0	0	0	0	0	0	0	849000	9000	0	0	CONF	CONF	388000	-11000	
452104																					CONF	CONF			
452159																					CONF	CONF			
452476																					CONF	CONF			
452739																					CONF	CONF			
452841																					CONF	CONF			
452850																					CONF	CONF			
453026																					CONF	CONF			
453147																					CONF	CONF			
453370	12388	0	0	0	7554	0	0	0	1608	281	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
453446																					CONF	CONF			
453839																					CONF	CONF			
454340																					CONF	CONF			
454546	15441	0	0	0	14662	0	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	299	0	
454658																					CONF	CONF			
454676	3476	0	0	0	3492	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	139	0	
454975																					CONF	CONF			
455150																					CONF	CONF			
455253																					CONF	CONF			
455459																					CONF	CONF			
455477																					CONF	CONF			
455552																					CONF	CONF			
455879																					CONF	CONF			
455945																					CONF	CONF			
455972	90736	0	0	0	90664	0	17568	0	0	0	0	0	0	0	0	0	32	0	0	0	CONF	CONF	1936	0	
456045	46145	0	0	0	39429	0	15732	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1273	0	
456054																					CONF	CONF			
456157	14079	0	0	0	14343	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	331	0	
456250																					CONF	CONF			
456344																					CONF	CONF			
456447																					CONF	CONF			
456755	15316	0	0	0	12160	0	3156	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	460	0	
456960	12764	0	0	0	12764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
457060																					CONF	CONF			
457220																					CONF	CONF			
457426																					CONF	CONF			
457547	18805	0	0	0	19813	0	172	0	0	0	0	0	0	0	0	0	624	0	0	0	CONF	CONF	456	0	
457659																					CONF	CONF			
457752																					CONF	CONF			
458049																					CONF	CONF			
458142																					CONF	CONF			
458544																					CONF	CONF			
458553																					CONF	CONF			
458665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
458946																					CONF	CONF			
459046																					CONF	CONF			
459130																					CONF	CONF			
459354																					CONF	CONF			
459372																					CONF	CONF			
459448																					CONF	CONF			
459644																					CONF	CONF			
459671																					CONF	CONF			
460033	48856	0	0	0	48856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
460275																					CONF	CONF			
460332																					CONF	CONF			
460341																					CONF	CONF			
460350																					CONF	CONF			
460556																					CONF	CONF			
460770																					CONF	CONF			
461058																					CONF	CONF			
462756																					CONF	CONF			
462774																					CONF	CONF			
463203																					CONF	CONF			
463342	50524	0	0	0	49290	0	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1015	0	
463605																					CONF	CONF			
463650																					CONF	CONF			
463735	141832	0	0	0	141444	0	14049	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
463977																					CONF	CONF			
464255																					CONF	CONF			
464750																					CONF	CONF			
464853																					CONF	CONF			
465038																					CONF	CONF			
465243																					CONF	CONF			
465337																					CONF	CONF			
465524																					CONF	CONF			
465618	20187	0	0	0	21136	0	3030	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	779	0	
465672																					CONF	CONF			
466044																					CONF	CONF			
466240	21286	0	0	0	20904	0	5569	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	572	0	
466549																					CONF	CONF			
466642																					CONF	CONF			
466754																					CONF	CONF			
466857	14059	0	0	0	14203	0	7054	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
466932																					CONF	CONF			
467144																					CONF	CONF			
467265																					CONF	CONF			
467470																					CONF	CONF			
467658	8585	0	0	0	9015	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	215	0	
467733																					CONF	CONF			
467957																					CONF	CONF			
468673																					CONF	CONF			
468806	34705	0	0	0	31177	0	9882	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	717	0	
468954																					CONF	CONF			
469250																					CONF	CONF			
469362																					CONF	CONF			
469559																					CONF	CONF			
469737																					CONF	CONF			
470032																					CONF	CONF			
470050	21889	0	0	0	19513	0	4904	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	582	0	
470434																					CONF	CONF			
470452	0	0	12766	0	12461	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	225	0	
470724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
471057																					CONF	CONF			
471217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
471749																					CONF	CONF			
472018																					CONF	CONF			
472045																					CONF	CONF			
472148																					CONF	CONF			
472250																					CONF	CONF			
472531																					CONF	CONF			
472616																					CONF	CONF			
472643																					CONF	CONF			
472652																					CONF	CONF			
472858																					CONF	CONF			
472951																					CONF	CONF			
472979																					CONF	CONF			
473042	5695	0	14908	0	20831	0	1767	0	0	0	0	0	0	0	0	0	127	0	0	0	CONF	CONF	-288	0	
473257																					CONF	CONF			
473266																					CONF	CONF			
473341																					CONF	CONF			
