"IDRSSD"	RCONF066	RCONF067	RCONF068	RCONF069	RCONF070	RCONF071	RCONF072	RCONF073	RCONF670	RCONF671	RCONF672	RCONF673	RCONF674	RCONF675	RCONF676	RCONF677	RCONF678	RCONF679	RCONF680	RCONF681	RCONL191	RCONL192	RIADF184	RIADF560	
	RETAIL ORGTNS CLSD-END 1-4 FAM:1ST L	RETAIL ORGTNS CLSD-END 1-4 FAM: JR L	WHSL ORG PRCH 1T4 FIRST	WHSL ORG PRCH 1T4 JR	CLSD-END 1-4 FAM RESDTL MTGS:FIRST L	CLSD-END 1-4 FAM RESIDTL MTGS:JR LIE	CLOSED-END 1-4 FAM RESDTL MTGS:FST L	CLOSED-END 1-4 FAM RESDTL MTG:JR LIE	RTL ORGTN QTR 1-4 RES MTG LN TOT CMI	RTL ORGTN QTR 1-4 RES MTG LN PRNPL A	WHOL ORGTN QTR 1-4 RES MTG LN TOT CM	WHOL ORGTN QTR 1-4 RES MTG LN PRNPL 	1-4 RES MTG LN HLD SALE QTR TOT CMTM	1-4 RES MTG LN HLD SALE QTR PRNPL AM	1-4 RES MTG LN HLD SALE TOT CMTM CR	1-4 RES MTG LN HLD SALE QTR PRNPL CR	RPRH INDMN 1-4 RES MTG CL 1ST LIEN	RPRH INDMN 1-4 RES MTG CL JR LIEN	RPRH INDMN 1-4 RES MTG TOT CMTM OL	RPRH INDMN 1-4 RES MTG PRNPL AMT OL	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	NONINT INC FOR QTR FROM SALE 1-4 MTG	NONINT INC FROM SALE OE 1 TO 4 RES M	
2847432																					CONF	CONF			
2848493																					CONF	CONF			
2848756																					CONF	CONF			
2848895																					CONF	CONF			
2849285																					CONF	CONF			
2849463																					CONF	CONF			
2849801																					CONF	CONF			
2850722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2850740																					CONF	CONF			
2850768																					CONF	CONF			
2851185																					CONF	CONF			
2853358																					CONF	CONF			
2854113																					CONF	CONF			
2854494																					CONF	CONF			
2855071																					CONF	CONF			
2855156																					CONF	CONF			
2855307																					CONF	CONF			
2855866																					CONF	CONF			
2855884																					CONF	CONF			
2855914	284902	0	209789	0	498727	0	42737	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	10015	0	
2855978																					CONF	CONF			
2856032																					CONF	CONF			
2856685	40680	0	2617	0	50418	0	5747	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	664	0	
2856939																					CONF	CONF			
2857600																					CONF	CONF			
2857794	36109	0	0	0	36109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1901	0	
2858205																					CONF	CONF			
2858492	14697	0	0	0	17011	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	212	0	
2858960	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4	0	
2859538																					CONF	CONF			
2859903	266859	0	0	0	242101	0	100310	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	14738	0	
2860039																					CONF	CONF			
2860271																					CONF	CONF			
2860440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2860459																					CONF	CONF			
2861317																					CONF	CONF			
2864729																					CONF	CONF			
2867056	0	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2867337																					CONF	CONF			
2868259	34204	0	0	0	40784	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	818	0	
2868352																					CONF	CONF			
2869162																					CONF	CONF			
2869667																					CONF	CONF			
2871099																					CONF	CONF			
2871558																					CONF	CONF			
2872340																					CONF	CONF			
2872845																					CONF	CONF			
2873075																					CONF	CONF			
2873860																					CONF	CONF			
2875592																					CONF	CONF			
2876311	0	0	7941	0	9353	0	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	114	0	
2877345																					CONF	CONF			
2877484																					CONF	CONF			
2877831																					CONF	CONF			
2877840																					CONF	CONF			
2879992																					CONF	CONF			
2880019																					CONF	CONF			
2881445																					CONF	CONF			
2881593	0	0	11968	0	13907	0	4203	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1	0	
2882125																					CONF	CONF			
2882983																					CONF	CONF			
2883971	68528	0	0	0	64326	0	17016	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2885171																					CONF	CONF			
2886178																					CONF	CONF			
2886187																					CONF	CONF			
2887399	12226	0	0	0	11138	0	3916	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	206	0	
2888789																					CONF	CONF			
2889227																					CONF	CONF			
2895835																					CONF	CONF			
2896216																					CONF	CONF			
2896430																					CONF	CONF			
2897400	273888	0	0	0	265660	0	60547	0	0	0	0	0	0	0	0	0	4	0	0	0	CONF	CONF	7709	0	
2897633																					CONF	CONF			
2897754																					CONF	CONF			
2900092																					CONF	CONF			
2901558																					CONF	CONF			
2903123																					CONF	CONF			
2905761																					CONF	CONF			
2907019																					CONF	CONF			
2907439																					CONF	CONF			
2907493																					CONF	CONF			
2908575	259565	0	0	0	227967	0	81409	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	14865	0	
2909330	0	0	510	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2910121																					CONF	CONF			
2910194																					CONF	CONF			
2911128																					CONF	CONF			
2911856																					CONF	CONF			
2911986																					CONF	CONF			
2912750																					CONF	CONF			
2913551																					CONF	CONF			
2913702																					CONF	CONF			
2913887																					CONF	CONF			
2914268																					CONF	CONF			
2914727																					CONF	CONF			
2914905																					CONF	CONF			
2915126																					CONF	CONF			
2915461	34802	0	117990	0	111383	0	88188	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2916534																					CONF	CONF			
2916963																					CONF	CONF			
2917184																					CONF	CONF			
2917317	106976	0	0	0	121895	0	50186	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3130	0	
2919423																					CONF	CONF			
2919898																					CONF	CONF			
2920287																					CONF	CONF			
2920737	10180	0	0	0	10468	0	1927	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	294	0	
2920773	9570	0	0	0	9734	0	3512	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	245	0	
2921211																					CONF	CONF			
2921622																					CONF	CONF			
2921659																					CONF	CONF			
2922674																					CONF	CONF			
2924128																					CONF	CONF			
2925620																					CONF	CONF			
2925666	162829	0	0	0	150069	0	36301	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1458	0	
2925723																					CONF	CONF			
2927615																					CONF	CONF			
2929075																					CONF	CONF			
2929392																					CONF	CONF			
2931603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2933616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2936840																					CONF	CONF			
2938143																					CONF	CONF			
2938198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2938769																					CONF	CONF			
2939001																					CONF	CONF			
2939391																					CONF	CONF			
2939663																					CONF	CONF			
2941068	36454	0	0	0	40701	0	4242	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	671	0	
2941509																					CONF	CONF			
2942690	0	0	3853	0	3740	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	30	0	
2942823																					CONF	CONF			
2943389																					CONF	CONF			
2943615																					CONF	CONF			
2947556																					CONF	CONF			
2947800																					CONF	CONF			
2948058																					CONF	CONF			
2948423																					CONF	CONF			
2948450																					CONF	CONF			
2949710	46241	0	0	0	46000	0	7827	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	901	0	
2949970																					CONF	CONF			
2950604																					CONF	CONF			
2950677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2953418																					CONF	CONF			
2954059	9325	0	0	0	10744	0	2996	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	247	0	
2954497	65579	0	0	0	62722	0	17651	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2411	0	
2955458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2957014																					CONF	CONF			
2958048																					CONF	CONF			
2958972																					CONF	CONF			
2960555																					CONF	CONF			
2960788																					CONF	CONF			
2961703																					CONF	CONF			
2963266																					CONF	CONF			
2963275																					CONF	CONF			
2963547																					CONF	CONF			
2963864																					CONF	CONF			
2966306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2966614																					CONF	CONF			
2967349	40207	0	0	0	40408	0	12080	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	960	0	
2967796																					CONF	CONF			
2970657																					CONF	CONF			
2973041																					CONF	CONF			
2973386																					CONF	CONF			
2980209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2981813																					CONF	CONF			
2981822																					CONF	CONF			
2986304																					CONF	CONF			
2986407																					CONF	CONF			
2989006																					CONF	CONF			
2992501																					CONF	CONF			
2992547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
2994493																					CONF	CONF			
2997216																					CONF	CONF			
2997748	55155	0	0	0	56188	0	14687	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1310	0	
2997926																					CONF	CONF			
2998576																					CONF	CONF			
2998660																					CONF	CONF			
3005097																					CONF	CONF			
3009778																					CONF	CONF			
3010000																					CONF	CONF			
3010318																					CONF	CONF			
3010363																					CONF	CONF			
3013823	9552	0	562303	0	549993	0	107938	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	9024	0	
3015939																					CONF	CONF			
3016347	50811	0	0	0	49712	0	15129	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3017081																					CONF	CONF			
3017737																					CONF	CONF			
3019058																					CONF	CONF			
3019982																					CONF	CONF			
3020447																					CONF	CONF			
3022076	27896	0	0	0	28782	0	6636	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	843	0	
3022610																					CONF	CONF			
3025134																					CONF	CONF			
3025406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3025929																					CONF	CONF			
3027763																					CONF	CONF			
3028902																					CONF	CONF			
3029253																					CONF	CONF			
3029589																					CONF	CONF			
3030697																					CONF	CONF			
3032833																					CONF	CONF			
3034257																					CONF	CONF			
3034695																					CONF	CONF			
3035759																					CONF	CONF			
3037874																					CONF	CONF			
3039636																					CONF	CONF			
3040418																					CONF	CONF			
3041358																					CONF	CONF			
3041974	0	160	0	0	0	172	0	85	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3042234																					CONF	CONF			
3042560	0	0	20752	0	21244	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	268	0	
3043651																					CONF	CONF			
3044500																					CONF	CONF			
3045383																					CONF	CONF			
3047314																					CONF	CONF			
3047659																					CONF	CONF			
3048487																					CONF	CONF			
3048861																					CONF	CONF			
3048937																					CONF	CONF			
3048982																					CONF	CONF			
3049514																					CONF	CONF			
3049635																					CONF	CONF			
3049699																					CONF	CONF			
3049729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3051432																					CONF	CONF			
3052813																					CONF	CONF			
3057818																					CONF	CONF			
3058114																					CONF	CONF			
3058329																					CONF	CONF			
3058619																					CONF	CONF			
3066025																					CONF	CONF			
3067929																					CONF	CONF			
3068579																					CONF	CONF			
3070545																					CONF	CONF			
3071083																					CONF	CONF			
3073199																					CONF	CONF			
3075474																					CONF	CONF			
3076190																					CONF	CONF			
3076220	17090	0	0	0	17270	0	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	455	0	
3076248	319845	0	0	0	332488	0	129709	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3224	0	
3076284																					CONF	CONF			
3076453																					CONF	CONF			
3076604																					CONF	CONF			
3077937																					CONF	CONF			
3082052																					CONF	CONF			
3085240																					CONF	CONF			
3086256																					CONF	CONF			
3089752																					CONF	CONF			
3090338																					CONF	CONF			
3090833																					CONF	CONF			
3093964	12203	0	616965	0	597929	0	135405	0	0	0	0	0	0	0	0	0	507	0	0	0	CONF	CONF	9919	0	
3097243																					CONF	CONF			
3102893																					CONF	CONF			
3103591																					CONF	CONF			
3105308																					CONF	CONF			
3108907																					CONF	CONF			
3109043																					CONF	CONF			
3109146	497198	0	0	0	500278	0	65874	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4264	0	
3109584																					CONF	CONF			
3110197																					CONF	CONF			
3112070	0	0	128069	0	117404	0	37538	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	57	0	
3116519																					CONF	CONF			
3117431																					CONF	CONF			
3118447																					CONF	CONF			
3120646	46504	0	0	0	43643	0	15028	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1572	0	
3120897																					CONF	CONF			
3121045																					CONF	CONF			
3121072																					CONF	CONF			
3121081																					CONF	CONF			
3121308																					CONF	CONF			
3122828																					CONF	CONF			
3122994																					CONF	CONF			
3125137																					CONF	CONF			
3125315																					CONF	CONF			
3125557																					CONF	CONF			
3125566																					CONF	CONF			
3128174																					CONF	CONF			
3128923																					CONF	CONF			
3129902																					CONF	CONF			
3130216																					CONF	CONF			
3131400																					CONF	CONF			
3133011																					CONF	CONF			
3133570																					CONF	CONF			
3134250	64407	0	0	0	55713	0	17975	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1895	0	
3134399																					CONF	CONF			
3134698																					CONF	CONF			
3135097																					CONF	CONF			
3138146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3138182																					CONF	CONF			
3139321																					CONF	CONF			
3140309																					CONF	CONF			
3140822																					CONF	CONF			
3141726	0	0	7318	3	8014	3	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	229	0	
3142358	25703	0	0	0	26337	0	4934	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	386	0	
3143805																					CONF	CONF			
3145162																					CONF	CONF			
3145797	27985	0	0	0	28133	0	8498	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	650	0	
3145984																					CONF	CONF			
3146150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3148033																					CONF	CONF			
3148613																					CONF	CONF			
3149012																					CONF	CONF			
3150205																					CONF	CONF			
3150447	100000	0	0	0	150000	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1000	0	
3151417																					CONF	CONF			
3153233																					CONF	CONF			
3153288																					CONF	CONF			
3153297																					CONF	CONF			
3153345	20849	0	0	0	26265	0	4690	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	519	0	
3154780																					CONF	CONF			
3157183																					CONF	CONF			
3158546																					CONF	CONF			
3160978																					CONF	CONF			
3161144																					CONF	CONF			
3162767																					CONF	CONF			
3165320																					CONF	CONF			
3165357																					CONF	CONF			
3165599																					CONF	CONF			
3166699																					CONF	CONF			
3166729																					CONF	CONF			
3168563																					CONF	CONF			
3170276																					CONF	CONF			
3174920																					CONF	CONF			
3176812																					CONF	CONF			
3177378																					CONF	CONF			
3177426																					CONF	CONF			
3178825																					CONF	CONF			
3179082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3179729																					CONF	CONF			
3180136																					CONF	CONF			
3181197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3183584																					CONF	CONF			
3184228																					CONF	CONF			
3184693																					CONF	CONF			
3185485																					CONF	CONF			
3185579																					CONF	CONF			
3185896																					CONF	CONF			
3187395																					CONF	CONF			
3187612																					CONF	CONF			
3187630	13442	0	12508	0	23730	0	8593	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	266	0	
3188646																					CONF	CONF			
3188712																					CONF	CONF			
3189063																					CONF	CONF			
3189634																					CONF	CONF			
3192960																					CONF	CONF			
3194638																					CONF	CONF			
3194692																					CONF	CONF			
3195064																					CONF	CONF			
3198421																					CONF	CONF			
3198980																					CONF	CONF			
3199811																					CONF	CONF			
3200034																					CONF	CONF			
3202702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3202962																					CONF	CONF			
3203996																					CONF	CONF			
3204993																					CONF	CONF			
3205253																					CONF	CONF			
3205909																					CONF	CONF			
3206399																					CONF	CONF			
3207921																					CONF	CONF			
3208049																					CONF	CONF			
3211937																					CONF	CONF			
3212149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3212402	6919	0	9618	0	25518	0	15158	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	302	0	
3213333																					CONF	CONF			
3213735																					CONF	CONF			
3214059																					CONF	CONF			
3216017																					CONF	CONF			
3216316																					CONF	CONF			
3217331																					CONF	CONF			
3217957	2572	0	9548	0	8452	0	4459	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	166	0	
3218280																					CONF	CONF			
3219175	0	0	49693	0	53098	0	5831	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	707	0	
3219214																					CONF	CONF			
3219269																					CONF	CONF			
3220500																					CONF	CONF			
3220863																					CONF	CONF			
3221468																					CONF	CONF			
3223305																					CONF	CONF			
3223408																					CONF	CONF			
3223417																					CONF	CONF			
3224302																					CONF	CONF			
3224375																					CONF	CONF			
3224478																					CONF	CONF			
3224580																					CONF	CONF			
3227442																					CONF	CONF			
3228908																					CONF	CONF			
3229642																					CONF	CONF			
3229875																					CONF	CONF			
3232204																					CONF	CONF			
3232370																					CONF	CONF			
3235410																					CONF	CONF			
3235689																					CONF	CONF			
3242575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3243282																					CONF	CONF			
3247589																					CONF	CONF			
3247598																					CONF	CONF			
3248849																					CONF	CONF			
3252510																					CONF	CONF			
3253571																					CONF	CONF			
3253834																					CONF	CONF			
3254297																					CONF	CONF			
3258286																					CONF	CONF			
3259171																					CONF	CONF			
3261549	23762	0	0	0	25023	0	3535	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	584	0	
3262788																					CONF	CONF			
3263833																					CONF	CONF			
3265257																					CONF	CONF			
3266487																					CONF	CONF			
3266825																					CONF	CONF			
3267738																					CONF	CONF			
3268173																					CONF	CONF			
3268249																					CONF	CONF			
3269590																					CONF	CONF			
3269844																					CONF	CONF			
3269974																					CONF	CONF			
3270046																					CONF	CONF			
3271007																					CONF	CONF			
3271799	61018	382	39218	575	98970	676	17954	29	411	341	212	212	0	0	0	0	0	0	0	0	CONF	CONF	2442	0	
3271986																					CONF	CONF			
3272956																					CONF	CONF			
3274709	55024	0	129391	0	199797	0	46675	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3818	0	
3274772																					CONF	CONF			
3275939	40439	0	0	0	35581	0	16804	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3276543																					CONF	CONF			
3277241																					CONF	CONF			
3277876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3277988																					CONF	CONF			
3280335																					CONF	CONF			
3280625																					CONF	CONF			
3281293																					CONF	CONF			
3281510																					CONF	CONF			
3282012																					CONF	CONF			
3282021																					CONF	CONF			
3282692																					CONF	CONF			
3282852																					CONF	CONF			
3283372																					CONF	CONF			
3283765																					CONF	CONF			
3284070	0	0	5353751	0	5787272	0	1376354	0	0	0	0	0	0	0	0	0	17629	0	0	0	CONF	CONF	-172378	0	
3284100																					CONF	CONF			
3284397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3284445																					CONF	CONF			
3284490																					CONF	CONF			
3284780																					CONF	CONF			
3285246																					CONF	CONF			
3285778																					CONF	CONF			
3286999																					CONF	CONF			
3287503																					CONF	CONF			
3287660																					CONF	CONF			
3288452	13225	0	0	0	13205	0	2949	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	236	0	
3288742																					CONF	CONF			
3290231																					CONF	CONF			
3290240																					CONF	CONF			
3293540																					CONF	CONF			
3293746																					CONF	CONF			
3294583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3295320																					CONF	CONF			
3296149																					CONF	CONF			
3296859																					CONF	CONF			
3297490																					CONF	CONF			
3299168																					CONF	CONF			
3299814																					CONF	CONF			
3301641																					CONF	CONF			
3301865																					CONF	CONF			
3302312																					CONF	CONF			
3303298	1405215	6	0	0	1412812	6	564067	0	0	0	0	0	0	0	0	0	3703	0	0	0	CONF	CONF	0	0	
3303917																					CONF	CONF			
3303944																					CONF	CONF			
3303953																					CONF	CONF			
3304428																					CONF	CONF			
3306280																					CONF	CONF			
3306299																					CONF	CONF			
3306598																					CONF	CONF			
3308145																					CONF	CONF			
3308314																					CONF	CONF			
3308471																					CONF	CONF			
3308529																					CONF	CONF			
3308574																					CONF	CONF			
3309393																					CONF	CONF			
3309571																					CONF	CONF			
3310287																					CONF	CONF			
3312124																					CONF	CONF			
3313943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3314043																					CONF	CONF			
3314119																					CONF	CONF			
3316739																					CONF	CONF			
3317192																					CONF	CONF			
3317932																					CONF	CONF			
3320576																					CONF	CONF			
3320781																					CONF	CONF			
3322468																					CONF	CONF			
3324994																					CONF	CONF			
3325759																					CONF	CONF			
3327164																					CONF	CONF			
3328376																					CONF	CONF			
3329702																					CONF	CONF			
3333848	30579	0	927	0	33906	0	6484	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	774	0	
3335301																					CONF	CONF			
3336607	5121	0	4862	0	13228	0	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	165	0	
3337097																					CONF	CONF			
3338357																					CONF	CONF			
3338704																					CONF	CONF			
3339046																					CONF	CONF			
3339925																					CONF	CONF			
3340725	40454	0	0	0	28700	0	16175	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1110	0	
3340903																					CONF	CONF			
3341393																					CONF	CONF			
3342671																					CONF	CONF			
3343146																					CONF	CONF			
3344321	4592	0	92289	0	92081	0	18793	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	116	0	
3344611	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3345065																					CONF	CONF			
3345168																					CONF	CONF			
3345449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3345944																					CONF	CONF			
3346268																					CONF	CONF			
3346633																					CONF	CONF			
3347603																					CONF	CONF			
3347911																					CONF	CONF			
3348468																					CONF	CONF			
3348888	60526	0	0	0	58138	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	864	0	
3349241																					CONF	CONF			
3349643																					CONF	CONF			
3350546																					CONF	CONF			
3350658																					CONF	CONF			
3350724																					CONF	CONF			
3351440	90182	0	0	0	83298	0	18663	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2965	0	
3352399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3353154																					CONF	CONF			
3353172																					CONF	CONF			
3353266																					CONF	CONF			
3354599																					CONF	CONF			
3355587																					CONF	CONF			
3356191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3357077																					CONF	CONF			
3357219																					CONF	CONF			
3357385																					CONF	CONF			
3357620																					CONF	CONF			
3357705																					CONF	CONF			
3357871																					CONF	CONF			
3357899																					CONF	CONF			
3357910																					CONF	CONF			
3357947																					CONF	CONF			
3358252																					CONF	CONF			
3358270																					CONF	CONF			
3358289																					CONF	CONF			
3359062																					CONF	CONF			
3362950																					CONF	CONF			
3363920																					CONF	CONF			
3363939																					CONF	CONF			
3363957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3363966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3363975																					CONF	CONF			
3366239	14361	0	0	0	14541	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	372	0	
3367067																					CONF	CONF			
3367085																					CONF	CONF			
3367964																					CONF	CONF			
3368635																					CONF	CONF			
3368831																					CONF	CONF			
3368925																					CONF	CONF			
3368989																					CONF	CONF			
3369007																					CONF	CONF			
3369959																					CONF	CONF			
3370133																					CONF	CONF			
3370357																					CONF	CONF			
3370384																					CONF	CONF			
3371309																					CONF	CONF			
3374186																					CONF	CONF			
3374234																					CONF	CONF			
3374298	82065	0	0	0	80374	0	22643	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2393	0	
3374382																					CONF	CONF			
3374403																					CONF	CONF			
3374412	65168	0	0	0	64497	0	17552	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1284	0	
3374878																					CONF	CONF			
3375080																					CONF	CONF			
3376733																					CONF	CONF			
3377235																					CONF	CONF			
3377374																					CONF	CONF			
3377954																					CONF	CONF			
3378773																					CONF	CONF			
3381876	39079	0	0	0	39254	0	8064	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	264	0	
3382547																					CONF	CONF			
3382967																					CONF	CONF			
3383076																					CONF	CONF			
3383366																					CONF	CONF			
3383599																					CONF	CONF			
3383601																					CONF	CONF			
3383665																					CONF	CONF			
3384318	12024	0	0	0	14272	0	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3384372																					CONF	CONF			
3384466																					CONF	CONF			
3384868																					CONF	CONF			
3384952																					CONF	CONF			
3385744																					CONF	CONF			
3386143																					CONF	CONF			
3386264																					CONF	CONF			
3386536	19433	16	0	0	18034	16	7158	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3386554																					CONF	CONF			
3386590																					CONF	CONF			
3386983																					CONF	CONF			
3387140																					CONF	CONF			
3387159																					CONF	CONF			
3387926																					CONF	CONF			
3388080																					CONF	CONF			
3388165																					CONF	CONF			
3388370																					CONF	CONF			
3388419																					CONF	CONF			
3388482																					CONF	CONF			
3389313																					CONF	CONF			
3389582																					CONF	CONF			
3390337																					CONF	CONF			
3390627																					CONF	CONF			
3391606																					CONF	CONF			
3391718																					CONF	CONF			
3392292																					CONF	CONF			
3392872																					CONF	CONF			
3392975																					CONF	CONF			
3393785																					CONF	CONF			
3393806																					CONF	CONF			
3393824																					CONF	CONF			
3393842																					CONF	CONF			
3393851																					CONF	CONF			
3394278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
3394380																					CONF	CONF			
3395293																					CONF	CONF			
3396375																					CONF	CONF			
3396535																					CONF	CONF			
3397019																					CONF	CONF			
