"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
17978																																																																841	4356		19			0	1267		0	134694	0	0	0	104735	1753		2710	492	746	530	683	14966	87318	827	1404	1428	1407	9987	14906				0	3					6450	3977	4240	5253							0														104735				0		0	10								1309													481		CONF	CONF		
18050																																																																41701	4990		4246			29702	853		665	396056	0	0	824	103031	2147		35686	11227	20054	10313	39105	10814	10318	24366	46833	35850	78391	29641	77163				0	0					5459	33942	98930	59472							0													0	384192				201		0	152								3001													7765		CONF	CONF	0	
18827																																																															0	3131	79180		0			215288	23465		44338	1349730	0	121	0	346076	9778		36289	10631	4492	15277	31907	120498	160720	269024	65939	261824	218172	130623	55524				0	3029					12613	119603	100047	276245							1068														417630				1937		0	118								1210													115488		CONF	CONF		
18836																																																																13003	539		1037			4730	6785		1991	132920	0	0	0	61125	1380		7821	2045	1995	5000	4145	11456	36086	5532	4524	14846	8666	19553	18263				0	333					1327	6162	8446	11322							0														132920				2768		0	0								3182													11558		CONF	CONF		
18854																																																																25055	3487	0	25522	400526	0	400526	2773		77	880895	2643	0	0	36527	733	22505	350074	23099	1014	5193	5131	875	87	733008	12727	15428	65943	518	0	0	0	0	0	0	0				50277	58176	73798	205086	0	0				0	0													0	66209				0	0	0	0							0	430	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	CONF	CONF	0	
19356																																																															0	1501	222		4297			10932	508		0	70239	0	0	0	25054	189		15740	1123	1562	6765	5143	7375	2751	6634	7489	16254	7972	1811	4980				0	0					389	417	7614	15061							328													0	2000				0		0	149								2553													1353		CONF	CONF	0	
19936																																																																34140	6105		14787			51417	3993		415	197390	0	0	0	28242	264		54209	2912	3140	8520	8979	4562	0	18812	33932	60490	39282	15796	520				0	250					415	1282	33997	14485							0														23376				612		0	2449								2075													3074		CONF	CONF		
19972																																																															0	58	0		0			192	0		0	44224	0	0	0	41288	1251		0	97	14	228	442	4894	34889	25	0	93	109	321	2267				0	0					1435	0	0	0							0														0				0		0	0								0													0		CONF	CONF		
20053																																																																24636	0		6916			16217	3742		112	102064	0	0	0	13501	808		19738	756	1365	4554	3997	741	1716	8780	9384	43130	15786	5926	2182				76	23					3732	1617	27653	1325							0													0	14351				0		0	50								1172													484		CONF	CONF	0	
20633																																																																7368	19398		215			25122	5548		43	225689	591	0	0	53421	548		26117	3311	5104	6027	18438	7332	12640	12094	20552	32201	40870	38237	17712				0	0					1201	3394	33113	73844							0														218577				5975		0	91								166													2808		CONF	CONF		
20857																																																																23112	698		39600			15249	1171		372	88673	0	121	20	2439	42		42158	58	757	653	590	259	122	29507	12348	18932	11692	10724	3030				0	19					150	53	3803	1148							0													0	29190				784		0	0								402													294		CONF	CONF	0	
21256																																																																11	132		72			1762	0		0	4703	0	0	0	1825	0		466	291	51	885	583	14	0	65	60	1025	771	957	0				0	0					0	0	144	384							0														0				0		0	0								114													259		CONF	CONF		
21359																																																															0	7442	0		10608			5430	0		271	36889	0	0	0	6307	136		5578	380	752	1297	2601	1277	0	5492	4442	7523	9239	3235	651				0	0					518	0	2394	427							0														0				0		0	46								1205													2105		CONF	CONF		
21658																																																																44155	0		15133			6880	1250		2736	135728	0	0	0	31071	1344	0	46068	1154	1782	9523	14582	3295	619	9993	33241	32012	18593	6594	3232				50	47					1987	1114	0	23886						0	218														64233				463		0	7							0	3199	332	0	0	0	0			123	123	0	0	0	2869	8	CONF	CONF		
22048																																																																5258	15054		3983			52464	1706		103	193552	2	0	0	41710	3205		38707	1440	5099	12747	18641	3109	400	7876	24292	60383	44778	14162	236				0	33					2630	13781	31178	11658							47														120032				862		0	0								5349													5442		CONF	CONF		
22543																																																																117	4754		1804			37045	23050		0	215641	0	0	0	56402	3561		31956	2528	10323	17796	19206	1739	4033	41089	13049	43230	52237	6709	2715				0	51					6641	6043	56097	18359							18														57646				978		0	21								664													1032		CONF	CONF		
22552																																																															0	33420	0		19739			11272	0		29	85426	0	0	0	8729	178		21105	307	648	1860	4191	1723	0	15172	5959	24971	20284	4738	4794				0	0					485	592	285	7621							0														9800				461		0	0								1638													1438		CONF	CONF		
22730																																																															0	13	15253		0			9822	2935		0	96869	0	7340	0	15211	231		3496	2235	3418	566	317	3740	4877	7802	2730	13834	14485	31654	10753				0	0					123	5718	5338	16047							0														60868				0		0	55								1716													17067		CONF	CONF		
23456																																																																15283	505		12166			20494	9049		69	161977	335	0	0	42055	2614		44798	1211	8940	13241	15146	3487	30	11939	30806	41096	31143	4583	101				501	0					7990	8735	23973	5510							0														26003				126		0	158								3105													10105		CONF	CONF		
23504																																																															0	436	853721	0	0	1543233	0	1543233	65796		3768	4649473	0	0	48917	445234	19581	256377	313403	14781	39568	63197	65081	136149	124124	1150553	145419	1672622	847762	362550	10603	0	0	0	53	19279	0				21799	47642	567668	1057940	0	0				17	1537														1587281				13013	292	0	292							0	116	0	0	0	3379	0	9617	0	0	0	0	0	0	2915	9617	CONF	CONF		
23643																																																															0	4334	2090		1537			37583	0		705	135095	0	0	0	30539	1589		28982	683	3272	8282	15944	2182	112	5185	19842	28363	38600	12034	0				0	0					5263	3373	15786	16721							64													0	20149				639		0	0								6798													8777		CONF	CONF	0	
23755																																																																489	2143		614			21182	10852		6260	161090	0	0	0	40798	57		12347	498	897	2993	459	14577	20835	15748	9281	22648	15594	54276	568				0	151					7293	12541	44884	6766							336														101660				3226		0	18								5396													1646		CONF	CONF		
24006																																																																0	195058		0			99523	30040		2330	1216084	0	0	5289	246124	0		66926	180	3471	5045	13046	65273	157407	140176	42129	175749	284868	323535	2706				0	14					6183	11731	108197	516258							572													0	140222				3106		0	314								54													258		CONF	CONF	0	
24378																																																															0	0	174		0			5635	474		0	46143	0	0	0	36198	474		370	31	6	160	2077	10387	23506	217	116	2136	1511	5132	833				0	6					74	24	1961	233							0														12000				318		0	3								629													258		CONF	CONF		
24453																																																															0	1923	5758		0			59420	13917		0	262883	0	0	0	55339	911		19432	3165	1454	6204	2259	12898	29359	45450	13318	59348	40629	42820	5964				46	71					10144	16799	34173	35117							0														111636				78		0	4								159													29102		CONF	CONF		
24659																																																																8773	1870		9379			14511	0		0	57242	91	0	0	4912	160		14529	102	577	1462	2284	487	0	10756	7730	14821	10365	6385	1732				23	0					0	0	12912	0							0													0	0				0		0	110								3049													1634		CONF	CONF	0	
24668																																																																6436	14536		1217			669547	1226		0	1336582	1862	0	0	292060	8240		469325	12736	27623	73713	24137	130839	20213	251208	248911	234300	131144	141549	568				0	4467					54897	69335	129750	77174							0													0	958169				0		0	0								1236													8323		CONF	CONF	0	
24949																																																															0	613	20205		65			58610	7057		361	331752	0	0	0	29279	4051		37298	1547	4230	7590	11080	1455	2849	79853	29976	102096	83782	4652	0				202	37					2452	22305	59258	87985							87														50189				1864		28424	6606								1569													2673		CONF	CONF		
25357																																																															0	50083	21115		59817			26920	2746		3196	369588	0	0	0	76352	0		120077	6272	11385	28008	16637	12532	850	46171	81120	64683	43936	41430	13574				0	0					9811	25677	5179	77431							0													0	76121				0		0	447								4267													6547		CONF	CONF	0	
25647																																																																96	18654		0			148285	4769		0	298038	519	0	0	35568	277	1223	27528	2377	2951	12335	17230	675	0	20329	10637	174955	48682	7906	0				0	43					866	5888	40189	40907						537	0													0	265209				1109		0	7							0	277	0	572	0	0	0			0	0		0	0	2731	0	CONF	CONF	0	
26176																																																																0	312028		0			302	0		0	405661	0	0	0	54067	67		1968	18275	11720	20783	3016	200	66	36852	63841	98696	151393	0	0				0	0					1672	0	19987	17530							0														204588				3979		0	1								0													7		CONF	CONF		
26457																																																																12668	30		1478			788	219		0	21944	0	0	0	4624	73		7278	516	767	3341	0	0	0	3172	2823	10837	427	61	0				0	0					0	231	357	763							0													0	0				0		0	0								280													433		CONF	CONF	0	
26765																																																																23220	85211		3552			436786	5212		61	1956111	0	0	30921	118550	305		687918	15121	8797	12064	30910	30624	20072	501804	162196	449991	493996	204559	10792				0	0					24097	227462	351416	661423							448														1496896				776		0	10694								552													7570		CONF	CONF		
27070																																																																6911	29370		3668			58782	3749		8268	570091	0	0	0	349732	2070		14487	4546	3757	8117	23824	304044	4472	14179	8777	62626	91395	40988	2353				0	0					2738	9581	45943	45558							573														268753				7115		210	2678								666													167		CONF	CONF		
27548																																																															4750	5437	9687	0	0	292233	0	292233	18422		4866	691002	1994	0	0	99516	3968	31673	137624	13508	8060	10456	11251	42620	12988	73853	63814	150224	154930	139984	2724	4750	0	0	0	458	0				2930	16478	124823	91031	0	0				2013	59														337448				2176	0	0	0							0	14382	0	0	0	0	0	163	0	0	0	0	0	0	4015	163	CONF	CONF		
27614																																																																1024	765		0			18370	16447		36506	257000	0	17302	0	139484	3984		7873	529	2334	4439	7512	88637	35738	22441	5752	30343	14213	41295	3127				0	646					408	1373	15363	2141							300														0				612		0	188								1912													1087		CONF	CONF		
27847																																																																163042	20358		10218			55406	935		67	494619	0	0	0	115366	4593		90160	6418	9045	34356	32398	21268	10485	27421	47276	118023	109076	52542	23716				0	0					8855	10464	68604	21762							38														216253				4713		0	210								4173													10566		CONF	CONF		
28013																																																																0	2379329	0	0	217193	0	217193	43466		0	3731617	0	0	0	248945	34746	100335	94672	10095	22936	33149	40771	34535	106431	195651	146236	952790	1278954	884189	16903	0	0	0	0	0	0				11004	68674	187574	538593	0	0				1298	199													0	1572767				6951	0	0	0							0	0	0	0	19	737	4881	16	0	0	0	0	0	0	2093	16	CONF	CONF	0	
28152																																																																27772	6643		11410			18129	1507		739	120320	354	0	0	27011	1295	2138	20788	1106	2696	7230	4988	9593	1003	5903	12957	20570	17617	28315	8065				0	96					1530	687	15892	3125						0	0														14026				659		0	50							0	3033	0	0	0	0	0			659	659	0	0	0	1755	0	CONF	CONF		
28675																																																																17689	0		3252			8311	3290		791	85509	0	0	0	29293	2038	0	20109	478	2436	7817	10383	8179	0	4912	13367	20854	12410	4654	0				0	9					3094	4698	8793	2341						261	0														40844				394		0	3							0	604	0	54	0	0	0			79	0		0	55	1303	0	CONF	CONF		
28732																																																																2040	0		473			10393	2790		0	72683	0	0	0	31349	220		24245	384	3762	10869	12293	4017	0	6556	13658	7548	8459	2460	2640				0	43					5432	4464	8500	1061							0													0	31349				0		0	988								2330													2600		CONF	CONF	0	
29476																																																																42700	889		10275			6163	0		4	80626	0	0	0	9405	231		26941	1205	1507	2482	3369	543	277	9034	15195	11637	21096	7174	4391				0	0					784	4465	4447	0							22													0	3253				0		0	0								279													984		CONF	CONF	0	
29636																																																																15218	7853		1420			118837	21278		3537	655633	2	0	0	92860	2049		100407	7746	10221	24431	40329	8068	97	95651	49524	168296	174459	61695	4706				1742	0					13212	81570	108385	152314							0													0	221298				0		0	23482								2409													9469		CONF	CONF	0	
29878																																																																0	314377	0	0	0	0	0	0		0	1775482	0	0	0	954787	2544	1391	48473	303	598	3049	12285	170933	735013	35961	44329	264696	235167	225779	613	0	0	0	0	0	0				4162	46177	9734	443579	0	0				10794	12844														243605				10794	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	CONF	CONF		
30052																																																															0	321	341		0			2889	0		0	24930	0	0	0	1886	0		4217	0	155	338	875	0	518	2436	4486	8330	3241	4546	0				0	0					1932	1573	6083	9704							0														24404				0		0	7								1													193		CONF	CONF		
30502																																																															0	0	68697		0			104182	26634		64340	741386	2085	0	6857	183630	2707		37692	3682	8544	6962	18772	66775	77123	103778	20215	119114	74334	199052	42090				0	703					2197	12552	66531	188901							837														231050				1461		0	8967								785													12645		CONF	CONF		
30650																																																																0	18742		0			16333	4299		0	98111	0	0	0	8504	447		14313	130	1241	3384	3581	167	0	7727	11800	29094	29704	11234	0				0	49					3640	242	14048	31216							0													0	17176				0		0	0								244													347		CONF	CONF	0	
30810		0	0	51555	0	161415	0	0	0	0	88660983	0	0	380205	1346466	190582	56718733	9177736	11158326	3974524	3273825	3753276	0	0	0	0	0	69494838	0	0	3580749			0	263	0	0	0	0													69501112	2173643	1712983	0	3	0	2173557	0	0	460574	17226241		0	0	0	0	161415	0		0	0	0	88660983	0	0		380205	1346466	0		0	31	378	1175	112801	262398							0	0	0	69494838	0					0	263	0	0						83	198																			1488	50067									0	0	0	0	0	0				0				17226241		CONF	CONF		
31134																																																																6583	501		7734			10763	433		0	94755	0	0	0	43137	681	32289	15631	933	373	1423	4869	11909	23543	4945	10089	12321	8752	11792	3521				250	2					1765	1208	8133	506						0	0														31528				0		0	147							0	6204	0	0	0	0	0			0	0	0	0	0	6708	0	CONF	CONF		
31255																																																															0	207	13548	0	0	108065	0	108065	10994		29236	638002	2609	0	564	181895	48801	159098	117927	5480	21174	41986	71572	17965	23610	145340	61399	101000	74776	49701	24282	0	0	0	0	0	1166				22926	36721	83849	71690	0	0				0	0														286645				0	5	29995	5							0	68	0	0	0	0	0	0	0	0	0	0	0	0	2611	0	CONF	CONF		
31657																																																																12144	0		5076			10240	0		0	73196	0	0	0	27707	50		13032	618	419	1254	3828	2984	18605	3199	9135	5969	9660	4005	13443				0	0					1728	2949	2642	2940							0														0				0		0	2891								2390													2439		CONF	CONF		
31826																																																																3229	5747	142	1810	38498	0	38498	3637		16077	244718	0	0	0	82150	672	199	35939	1426	1492	3523	9350	36540	28480	16819	18605	54464	48229	20818	3149	0	0	0	0	120	0				861	2451	40204	35908	0	0				0	194														67903				0	2171	0	2313							0	3862	0	0	0	0	0	0	0	0	0	0	0	0	7179	0	CONF	CONF		
31835																																																															0	12477	0		51439			9513	0		213	97341	355	0	0	11037	197		53224	2304	448	3327	1417	3200	0	68365	2563	7274	4247	1651	498				0	0					0	1323	4681	0							0														78190				0		0	68								2985													3763		CONF	CONF		
32234																																																																3920	64		1331			11464	112		11	30025	0	0	0	7662	0		6930	54	1027	1372	4683	472	0	2271	3649	9798	3509	3137	0				0	0					890	0	2742	1359							0														20916				0		0	36								326													108		CONF	CONF		
32766																																																															0	3272	461		0			33112	572		0	73942	0	0	0	5853	422		5754	0	322	200	922	1561	2848	17832	1507	24743	18551	3397	2033				0	0					4086	0	9484	15527							0														0				0		0	0								731													422		CONF	CONF		
32971																																																																6930	17765		3322			28798	12977		3981	245012	586	0	0	94855	1571		17981	732	2847	1520	1770	24174	62948	11664	7952	25451	12368	48510	44781				0	0					9210	6671	32325	24463							166													0	96187				1505		0	0								2059													671		CONF	CONF	0	
33147																																																																21680	2229		45709			52191	0		3	240829	0	0	0	49467	1207		92270	3245	9562	23552	10889	1388	0	19368	60970	70812	31375	7464	259				0	0					4407	5665	28577	21041							134														198556				286		0	29								6581													2043		CONF	CONF		
33259																																																																8732	10333		0			126795	9479		10333	713850	0	229	0	42700	4633		117163	2676	7364	9672	21003	1715	0	36742	70381	304679	164295	93473	19				0	141					22144	87359	276692	111025							0													0	432222				4172		0	45								979													2231		CONF	CONF	0	
