"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1019	0	1	0	1019	1	0				0	
242	185	0	1	0	185	1	0				0	
279	970	2	2	0	971	5	0				0	
354	127	0	3	0	124	0	0				0	
457	485	0	16	0	516	47	0				0	
505	5001	156	7	0	4839	1	0				0	
1155	3470	152	173	0	3153	8	0				0	
1351	1218	90	48	0	1200	120	0				0	
1454	3328	0	14	0	3364	50	0				0	
1669	2904	34	8	0	2900	38	0				0	
1856	581	0	1	0	580	0	0				0	
2040	2770	0	47	0	2762	39	0				0	
2161	949	0	7	0	949	7	0			0	0	
2376	30474	0	166	0	30402	94	0			0	0	
2554	161	6	0	0	155	0	0				0	
2732	4695	150	6	0	4539	0	0				0	
2750	862	0	1	0	861	0	0				0	
3252	3886	450	83	0	3691	338	0				0	
3458	383	15	0	0	443	75	0				0	
3720	1650	9	1	0	1640	0	0				0	
3971	10175	233	308	0	10362	728	0				0	
4156	1951	0	3	0	2008	60	0				0	
4231	655	75	3	0	613	36	0				0	
4839	4315	225	1	0	4425	336	0				0	
5069	12025	-640	0	0	12665	0	0				0	
5135	4523	155	11	0	4410	53	0				0	
5210	13417	250	17	0	13976	826	0			0	0	
5461	6135	0	7	0	6133	5	0				0	
5751	2180	0	115	0	2084	19	0				0	
6039	2845	75	59	0	2770	59	0			0	0	
6329	10134	1900	282	0	9650	1698	0				0	
7009	0	0	0	0	0	0	0				0	
7045	1101	90	8	0	1033	30	0			0	0	
7072	1868	70	12	0	2001	215	0				0	
7456	869	20	0	0	849	0	0				0	
7634	1024	30	6	0	991	3	0				0	
8033	1248	75	2	0	1249	78	0				0	
8462	1075	0	6	0	1071	2	0				0	
8631	427	0	0	0	427	0	0				0	
9357	3314	0	1	0	3313	0	0			0	0	
9553	1007	0	1	0	1006	0	0				0	
9807	30268	0	308	0	30011	51	0				0	
9955	1555	0	0	0	1556	1	0				0	
10250	3119	0	157	0	2985	23	0				0	
10849	1149	66	0	0	1083	0	0				0	
11145	2311	92	13	0	2242	36	0			0	0	
11640	3699	17	11	0	3704	33	0				0	
11837	829	0	1	0	828	0	0				0	
12030	9303	0	2348	0	8132	1177	0				0	
12142	1643	30	43	0	1595	25	0				0	
12179	140	-42	1	0	181	0	0				0	
12311	717586	68483	34969	0	686938	72804	0	0	3912		0	
12647	1044	0	1	0	1050	7	0			0	0	
12656	220	0	0	0	231	11	0				0	
12937	2130	0	3	0	2127	0	0				0	
12946	18031	1021	181	0	17863	1034	0				0	
13103	15303	301	33	0	15111	142	0				0	
13251	479	15	28	0	459	23	0				0	
13457	214	0	0	0	214	0	0				0	
14052	513	0	7	0	508	2	0				0	
14155	2556	105	26	0	2472	47	0				0	
14650	614	23	1	0	620	30	0				0	
14753	502	0	0	0	502	0	0				0	
14865	3647	300	52	0	3318	23	0				0	
14977	583	23	0	0	560	0	0			0	0	
16551	3000	0	4	0	3179	183	0				0	
16748	719	0	0	0	719	0	0				0	
17110	279	0	0	0	279	0	0			0	0	
17147	76420	2500	701	0	75032	1813	0			0	0	
17259	176	0	1	0	176	1	0				0	
17950	4010	80	4	0	3931	5	0				0	
17978	1445	3	0	0	1445	3	0				0	
18050	4775	120	23	0	4679	47	0				0	
18135	1167	0	7	0	1170	10	0				0	
18827	6208	312	151	0	5825	80	0			0	0	
18836	1246	37	20	0	1236	47	0				0	
18854	7699	100	0	0	7654	55	0				0	
19356	1106	5	5	0	943	22	175				232	
19936	3446	55	13	0	3395	17	0				0	
19972	400	0	0	0	400	0	0				0	
20053	1190	30	11	0	1150	1	0				0	
20633	2923	44	41	0	3095	257	0				0	
20857	832	91	0	0	741	0	0				0	
21256	78	0	0	0	78	0	0				0	
21359	359	16	0	0	343	0	0				0	
21658	1859	45	4	0	1812	2	0				0	
22048	1609	0	10	0	1721	122	0				0	
22543	642	0	0	0	643	1	0				0	
22552	1361	-18	124	0	1255	0	0				0	
22730	1269	80	56	0	1219	86	0				0	
22936	1199	0	13	0	1203	17	0				0	
23456	1627	90	3	0	1069	3	468				0	
23504	32812	800	305	0	31707	0	0			0	0	
23643	1243	9	51	0	1283	100	0				0	
23755	1491	15	1	0	1476	1	0				0	
24006	4624	54	229	0	4471	130	0			0	65	
24378	198	0	2	0	196	0	0				0	
24453	3033	525	39	0	2914	445	0				0	
24659	535	0	0	0	535	0	0				0	
24668	10882	1700	126	0	10128	1072	0				0	
24949	4863	0	87	0	4807	31	0				0	
25357	2866	268	13	0	2975	390	0				0	
25647	1536	75	0	0	1461	0	0				0	
26176	4183	0	114	0	4069	0	0				0	
26242	2962	75	49	0	2917	76	-3				0	
26457	204	1	1	0	202	0	0				0	
26765	5824	276	15	0	5534	1	0				0	
27070	1000	50	0	0	1000	50	0				0	
27548	6148	510	188	0	5503	53	0				0	
27614	1392	0	2	0	1412	22	0				0	
27847	4778	125	145	0	4520	12	0				0	
28013	26172	34	42	0	26160	64	0				951	
28152	1328	40	5	0	1294	11	0				0	
28255	3092	201	8	0	3111	228	0				0	
28406	20184	-460	7	0	20877	240	0			0	0	
28675	665	0	0	0	665	0	0				0	
28732	868	0	0	0	872	4	0				0	
29476	745	33	2	0	711	1	0				0	
29636	2725	-237	72	0	3019	129	0				0	
29878	14102	-302	0	0	14411	7	0				0	
30052	310	0	0	0	312	2	0				0	
30502	7209	0	82	0	7231	104	0			0	0	
30650	1370	0	2	0	1368	0	0				0	
30810	2727874	750825	133831	0	2613189	768625	-1346	0	184825		27102	
31134	1060	60	6	0	1000	6	0				0	
31255	5099	180	19	0	4901	1	0			0	0	
31657	886	23	17	0	874	28	0				0	
31826	3203	25	41	0	3174	37	0				0	
31835	1426	90	14	0	1431	109	0				0	
32234	11	-6	1	0	21	5	0				0	
32766	227	9	3	0	218	3	0				0	
32971	1965	0	28	0	1997	60	0				0	
33147	3989	125	24	0	3884	44	0				0	
33259	7015	0	4	0	7013	2	0				0	
33268	1235	0	1	0	1238	4	0			0	0	
33370	116	0	0	0	116	0	0				0	
33839	102	0	0	0	102	0	0				0	
33857	6695	420	41	0	6827	593	0				0	
34425	7923	320	220	0	7770	387	0			0	0	
34434	1858	75	2	0	2125	344	0				0	
34452	684	36	0	0	648	0	0				0	
34537	28118	1085	504	0	27122	593	0				0	
34555	2620	30	99	0	2497	6	0			0	0	
34742	3309	64	2	0	3300	57	0				0	
35057	1478	0	3	0	1480	5	0			0	0	
35301	53751	177	0	0	54146	572	0			0	0	
35570	231144	2500	4782	0	230969	7107	0				0	
35646	196	3	0	0	228	35	0				0	
35879	937	0	2	0	939	4	0				0	
36456	1220	60	47	0	1114	1	0				0	
36933	1012	60	7	0	969	24	0				0	
37051	707	0	0	0	707	0	0				0	
37341	540	23	0	0	539	22	0				0	
37435	11778	107	172	0	11778	279	0				0	
37640	14460	350	100	0	15694	1684	0			0	41	
37659	431	10	1	0	453	33	0			0	0	
37949	2023	60	8	0	1955	0	0				0	
38740	1793	30	4	0	1766	7	0				0	
39327	759	0	12	0	793	46	0				0	
39756	5375	225	57	0	5135	42	0				0	
40033	447	0	0	0	447	0	0				0	
40499	18863	808	51	0	18489	485	0				0	
40855	929	24	1	0	917	13	0				0	
41245	496	0	13	0	484	1	0				0	
41553	666	0	2	0	667	3	0				0	
41629	2085	106	70	0	2005	96	0				0	
41825	3204	157	2	0	3051	6	0				0	
41937	237	0	0	0	238	1	0				0	
41955	277	0	0	0	277	0	0				0	
42037	435	0	0	0	440	5	0				0	
42354	1167	33	0	0	1154	20	0				0	
42372	2154	0	4	0	2152	2	0				0	
42420	53732	6903	633	0	48298	2102	0				0	
42448	14982	972	175	0	14287	452	0			0	0	
42457	522	13	0	0	509	0	0				0	
43052	1431	25	8	0	1401	3	0				0	
43351	2646	103	82	0	2467	6	0				0	
43856	243	0	0	0	243	0	0				0	
43959	721	-87	156	0	675	23	0				0	
44040	4395	75	37	0	4299	16	0				0	
44433	5442	75	6	0	5361	0	0				0	
44741	4667	86	29	0	4600	48	0				0	
44750	1056	0	3	0	1053	0	0				0	
44929	1119	0	3	0	1116	0	0				0	
45038	1653	25	75	0	1748	195	0			0	0	
45047	1926	74	17	0	1895	60	0				0	
45056	463	0	0	0	463	0	0				0	
45430	599	6	1	0	605	13	0				0	
45458	882	91	0	0	804	13	0				0	
45551	8792	195	79	0	8542	24	0				0	
45560	10828	375	6	0	10492	45	0			0	0	
45775	834	13	0	0	821	0	0				0	
46053	2197	31	19	0	2157	10	0				0	
46941	1458	25	5	0	1453	25	0				0	
47247	3488	15	98	0	3378	3	0				0	
47256	327	15	0	0	312	0	0				0	
47452	1121	318	3	0	800	0	0				0	
47500	3519	280	70	0	3344	175	0				0	
48057	496	38	2	0	469	13	0				0	
48150	170	0	0	0	170	0	0				0	
48374	10333	225	42	0	10473	407	0			0	0	
48440	1070	0	7	0	1063	0	0				0	
49054	2522	150	1	0	2388	17	0				0	
49148	576	15	0	0	563	2	0				0	
49241	5676	300	26	0	6446	744	-352				0	
49652	2349	15	0	0	2334	0	0				0	
49858	892	0	15	0	881	4	0				0	
49951	872	0	0	0	872	0	0				0	
50144	516	15	19	0	488	6	0				0	
50461	3988	50	0	0	3938	0	0				0	
50872	1172	-11	11	0	1192	20	0				0	
51253	5468	0	47	0	5611	190	0			0	0	
51356	150	20	2	0	152	24	0				0	
51459	1906	-2	5	0	1906	3	0				0	
51842	11572	300	30	0	11245	3	0				0	
52719	0	0	0	0	0	0	0			0	0	
52951	2765	243	46	0	2733	257	0				0	
53051	325	0	0	0	325	0	0				0	
53752	66	4	0	0	62	0	0				0	
54049	1815	-200	282	0	1736	3	0				0	
54058	7424	375	10	0	7457	418	0				0	
54441	1658	18	5	0	1635	0	0				0	
54656	2642	23	6	0	2708	95	0			0	0	
54973	53895	3541	1590	0	53637	4873	0				0	
55336	2584	75	52	0	2542	85	0				0	
55635	1715	30	4	0	1686	5	0				0	
55653	709	0	4	0	713	8	0				0	
55970	5015	134	0	0	4912	31	0				0	
56258	2182	60	1	0	2121	0	0				0	
56351	11984	750	108	0	11284	158	0				0	
56548	5208	0	26	0	5222	40	0				0	
56557	36520	-316	295	0	37656	1115	0				0	
56717	7797	248	139	0	7582	172	0				0	
57040	1018	0	16	0	1026	24	0			0	0	
57451	4964	-600	705	0	4860	1	0				0	
58207	1987	90	1	0	1913	17	0				0	
58225	2509	0	42	0	2547	80	0				0	
58243	62117	0	1032	0	61993	908	0				0	
58355	257	10	0	0	247	0	0				0	
58551	2114	75	11	0	2087	59	0				0	
58636	3040	66	21	0	3054	81	-20				0	
58757	744	0	5	0	740	1	0				0	
58971	87551	400	1297	0	86784	930	0			0	0	
59316	8099	550	14	0	7634	99	0				0	
59352	3974	90	1	0	3883	0	0				0	
59370	2426	0	2	0	2446	22	0				0	
59754	116	3	1	0	127	15	0				0	
60143	697619	13766	9665	0	711761	37229	-344				0	
60330	8112	255	416	0	11104	3663	0			0	0	
60545	2398	38	0	0	2360	0	0			0	0	
60554	791	11	0	0	788	8	0				0	
60648	3889	45	2	0	3892	50	0				0	
61122	10469	447	364	0	9971	313	0				0	
61355	10168	1249	91	0	10095	1267	0				0	
61476	1259	30	0	0	1229	0	0				0	
61757	3587	260	13	0	3314	0	0				0	
61832	2860	0	14	0	2846	0	0				0	
61953	397	0	1	0	404	8	0				0	
62044	180	0	1	0	179	0	0				0	
62110	0	0	0	0	0	0	0				0	
62147	731	1	0	0	730	0	0				0	
62772	5699	75	41	0	5660	77	0				0	
63050	2122	100	4	0	2018	0	0				0	
63069	388680	16560	3640	0	379528	9496	-1552			0	4876	
63201	356	0	0	0	356	0	0				0	
63573	5691	85	12	0	5594	0	0				0	
63733	7611	197	88	0	7574	248	0			0	0	
63742	3948	0	3	0	3963	18	0				0	
63751	106	1	1	0	104	0	0				0	
64150	1725	0	0	0	1725	0	0				0	
64552	1169	60	1	0	1109	1	0				0	
64730	2045	0	10	0	2035	0	0				0	
65205	4189	140	0	0	4109	60	0				0	
65241	849	0	1	0	860	12	0				0	
65513	47	0	0	0	47	0	0				0	
65559	3058	38	0	0	3020	0	0				0	
65746	6534	0	0	0	6902	368	0			0	0	
65858	15987	900	219	0	15018	150	0				0	
66154	602	0	9	0	594	1	0				0	
66275	2351	105	5	0	2304	63	0				0	
66677	1374	15	0	0	1359	0	0				0	
67142	363	0	0	0	363	0	0				0	
67151	11059	382	41	0	10642	6	0				0	
67209	6583	200	3	0	6380	0	0				0	
67254	10	0	0	0	10	0	0				0	
67656	36040	7938	679	0	37464	10041	0				0	
67870	3615	0	166	0	3470	21	0				0	
68448	462	72	3	0	389	2	0				0	
68671	501	0	1	0	500	0	0				0	
68756	4203	5	12	0	4284	98	0			0	0	
68831	1010	50	11	0	1005	56	0				0	
68840	1825	90	0	0	1735	0	0				0	
68859	2867	100	12	0	2886	131	0				0	
69333	12080	180	34	0	12000	134	0			0	0	
69678	6239	0	18	0	6226	5	0				0	
70058	217	5	2	0	235	25	0				0	
70218	992	0	0	0	992	0	0			0	0	
70414	2937	35	3	0	2910	11	0				0	
70638	3008	228	49	0	2996	265	0				0	
70955	148	0	0	0	148	0	0				0	
71073	324	0	0	0	324	0	0				0	
71318	6145	375	3	0	5843	76	0				0	
71457	4716	60	14	0	4644	2	0				0	
71859	48	0	0	0	49	1	0				0	
72258	2586	30	24	0	2536	4	0				0	
72351	1298	0	10	0	1305	17	0				0	
72454	729	0	3	0	726	0	0				0	
72678	1780	0	42	0	1781	43	0				0	
73116	4059	-116	53	0	4140	18	0				0	
73152	916	6	4	0	908	2	0				0	
73554	2786	0	23	0	2763	0	0				0	
73956	612	0	36	0	602	26	0				0	
74056	935	6	1	0	928	0	0			0	0	
74140	8200	384	219	0	7700	103	0				0	
74403	4470	257	13	0	4236	36	0				209	
74449	83	0	0	0	83	0	0				0	
75053	2485	0	29	0	2467	11	0				0	
75259	5059	235	10	0	4816	2	0				0	
75446	2966	30	4	0	2936	4	0				0	
75455	679	0	1	0	678	0	0				0	
75558	3395	160	20	0	3347	132	0				0	
75633	665405	40890	22808	0	649868	48161	0			0	42481	
75651	583	15	1	0	567	0	0				0	
76153	419	6	15	0	418	20	0			0	0	
76443	801	0	4	0	799	2	0				0	
76854	4556	40	62	0	4454	0	0				0	
77150	546	15	0	0	531	0	0			0	0	
