"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	47	60															14	515	5	616	1	309	3	81	0	0	0	0	false	true	
242	101	86													65	100	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			36	1587	27	2809	22	8994	41	862	10	1175	4	979			10	483	2	203	1	376	30	396	1	134	0	0	false	false	
354			2	47	0	0	1	105	25	387	0	0	0	0			6	223	4	373	0	0	42	602	0	0	0	0	false	false	
457			13	468	14	1905	4	1654	46	1130	7	593	15	6172			15	552	14	2074	5	1469	43	1046	7	801	10	2662	false	false	
505			9	498	35	4163	41	15420	205	5100	50	4784	26	8381															false	false	
1155			37	1466	41	4972	44	14259	211	4509	41	3984	40	1573			13	500	10	1304	7	2490	55	1251	11	1328	6	1645	false	false	
1351			147	3627	24	2917	24	8355	192	3405	34	4116	15	5319			61	2141	19	2558	11	3182	128	2714	12	1380	3	928	false	false	
1454			34	1476	59	6590	53	18522	427	6953	51	4578	30	7445			5	164	5	656	10	3160	59	1203	11	755	5	885	false	false	
1557	7	131															10	501	17	2109	9	1376	209	4605	58	5652	23	3006	false	true	
1669			77	2391	27	3295	12	3017	172	3142	16	1857	8	2957			1	9	0	0	0	0	141	2675	1	100	0	0	false	false	
1829			71	3064	61	7376	75	28827	80	2835	28	3478	21	6111															false	false	
1856			7	200	2	138	2	286	16	392	39	3291	5	980			4	173	2	400	3	963	20	324	1	161	0	0	false	false	
2040			28	1420	27	3265	36	10614	80	2060	21	1908	34	12724			4	168	6	904	2	368	9	250	2	176	1	285	false	false	
2161			33	1199	8	993	2	364	238	4710	39	4119	16	5247			1	16	0	0	0	0	84	2156	20	2399	9	1881	false	false	
2376			6	269	40	6095	165	71171	15	496	0	0	4	1292															false	false	
2554	3	31															9	149	11	1573	0	0	22	226	7	706	1	191	false	true	
2732			10	556	38	5241	123	60195	25	754	20	2258	30	15359			0	0	1	219	0	0	0	0	0	0	0	0	false	false	
2750			16	591	5	757	2	858	22	480	8	1054	1	300			3	124	4	379	7	2318	28	733	16	1756	19	3401	false	false	
3177			54	2541	81	9704	116	45623	60	1672	24	2615	13	4383															false	false	
3252			18	764	9	903	9	3024	199	4859	28	3334	4	1359			48	1535	35	4182	28	7743	700	26862	52	6518	20	5263	false	false	
3458			7	323	7	794	4	1618	46	1468	9	891	6	978			37	1224	19	2671	10	2561	110	2369	3	650	2	475	false	false	
3720			60	2347	61	7340	41	11164	242	4894	32	2945	19	5122			58	2015	23	3269	9	2665	35	737	17	1452	10	3133	false	false	
3971			11	349	19	2447	38	16072	39	523	18	1481	22	6539			23	1070	33	3560	22	5558	54	845	35	4076	17	4141	false	false	
4156			35	1318	21	2412	19	7579	172	3078	21	2269	20	5731			96	3712	62	7553	17	4751	226	4749	38	4844	8	2114	false	false	
4231			184	5572	29	3728	17	6670	57	1400	7	834	2	996			125	3169	23	2353	3	533	25	263	0	0	2	75	false	false	
4437			50	1831	30	3253	60	21833	97	2536	34	3411	30	7832			3	141	5	574	5	733	3	31	1	250	2	790	false	false	
4839			66	3360	100	15272	103	48110	93	636	10	1195	12	2397															false	false	
5069			1	41	7	1102	24	14402	1	88	1	0	3	1074			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			109	3852	57	6952	61	22332	398	7563	44	4673	23	6595			183	7043	98	12085	48	14169	281	7763	81	8589	53	11168	false	false	
5210			93	3894	165	20167	197	75896	253	6924	60	7154	55	16226			31	1315	32	4009	26	8385	28	571	2	143	1	350	false	false	
5461			23	1251	47	6236	103	42973	135	4121	102	7979	54	12708			0	0	4	565	4	1474	6	349	7	811	7	2266	false	false	
5751			54	2222	39	4834	25	10662	322	8747	58	6341	27	10721			23	1022	28	4341	18	5010	99	3191	61	7269	32	7989	false	false	
6039			63	1827	14	1613	28	9751	91	1883	6	471	5	638			33	1097	17	1731	14	3697	90	1562	3	369	0	0	false	false	
6141			43	1266	14	1695	5	1600	35	575	4	326	0	0			31	893	6	722	2	572	46	1419	3	365	2	473	false	false	
6329			133	8896	91	12073	98	37636	817	16292	65	9250	15	3415			35	1488	18	2167	8	1929	99	2892	4	368	0	0	false	false	
7009			0	0	0	0	0	0	1	75	1	250	13	4778															false	false	
7045			55	2087	37	4671	16	6369	32	736	9	638	6	2114			22	845	11	1552	3	970	45	1011	9	1251	6	1331	false	false	
