"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
	STNDBY LTRS OF CRD ISSD BY FHLB BK B	1-4  FAM RES CNSTRCTN LN COMMITMNTS	CMRL RE OTHR CNSTRCTN LN & LND DEV L	NTL AMT REG CAP CVRD MRR SL PRTC	NTL AMT REG CAP CVRD MRR PURC PRTC	NTL AMT REG CAP OTHR SL PRTC	NTL AMT REG CAP OTHR PRTC REG CAP	NTL REG CAP OTHR PRTC NOT REG CAP	NTL SL CR PRTC INV MAT LE 1 YR.	NTL SL CR PRTC INV MAT 1T5 YR	NTL SL CR PRTC INV MAT GT 5 YR	NTL SL CR PRTC SUBINV MAT LE 1 YR.	NTL SL CR PRTC SUBINV MAT 1T5 YR	NTL SL CR PRTC SUBINV MAT GT 5 YR	NTL PURC CR PRTC INV MAT LE 1 YR.	NTL PURC CR PRTC INV MAT 1T5 YR	NTL PURC CR PRTC INV MAT GT 5 YR	NTL PURC CR PRTC SUBINV MAT LE 1 YR.	NTL PURC CR PRTC SUBINV MAT 1T5 YR	NTL PURC CR PRTC SUBINV MAT GT 5 YR	OTC DRVT CR EXP BK & SCTY FIRM	OTC DRVT CR EXP CORP OTHR CNTRPRTY	OTC FV CSH USD BK & SCTY FIRM	OTC FV CSH USD CORP OTHR CNTRPRTY	OTC FV CSH OTHR CUR BK & SCTY FIRM	OTC FV CSH OTHR CUR CORP OTHR CNTRPR	OTC FV US TREAS SCTY BK & SCTY FIRM	OTC FV US TREAS SCTY CORP OTHR CNTRP	OTC FV OTHR CLTRL BK & SCTY FIRM	OTC FV OTHR CLTRL CORP OTHR CNTRPRTY	OTC FV TOTAL FV CLTRL BK & SCTY FIRM	OTC FV TOTAL FV CLTRL CORP OTHR CNTR	Unused commitments, Revolving, open	UNUSED CNSMR CR CARD LINE	OTHR UNUSED CNSMR CR CARD LINE	OTHR UNUSED CMTMT CMRL IND LN	OTHR UNUSED CMTMT LN FNCL INST	OTHR UNUSED CMTMT ALL OTHR	1ST CP OF OT OFF BALANCE SHEET LIABI	2ND CP OF OT OFF BALANCE SHEET LIABI	3RD CP OF OT OFF BALANCE SHEET LIABI	1ST ITMZD&DESCRPTN LINE CPNT OF 5591	2ND ITMZD&DESCRPTN LINE CPNT OF 5591	3RD ITMZD&DESCRPTN LINE CPNT OF 5591	4TH ITMZD&DESCRPTN LINE CPNT OF 5591	
37	0	0	54																																	5	0	152								
242	0	14	21																																	0	0	1778								
279	0	9578	336																																	1105	0	4808								
354	0	0	148																																	346	0	295								
457	0	1251	0																																	2586	0	2020								
505	34500	11091	13146																																	19767	1041	15381								
1155	0	3085	4556																																	17836	0	9158								
1351	0	126	224																																	2835	0	1296								
1454	0	393	4920																																	9399	0	15543								
1669	0	1502	4698																																	2878	0	455								
1856	0	0	4850																																	2482	0	3625								
2040	0	110	3675																																	5778	0	5214								
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4344	0	2882								
2376	157000	0	47010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	2876	0	3622								
2554	0	0	0																																	0	0	2058								
2732	0	7509	30524																																	43936	0	551								
2750	3800	343	1159																																	1362	0	8091								
3252	0	0	45																																	1833	0	9642								
3458	2000	653	128																																	485	0	493								
3720	5000	948	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3707	0	6448								
3971	0	5094	77206																																	22349	0	22327								
4156	0	1639	3765																																	5518	0	5543								
4231	0	97	0																																	324	0	2730								
5069	0	7718	4766																																	790	0	0								
5135	0	943	3115																																	5589	0	33124								
5210	0	7394	47472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	49410	0	37371								
5461	26000	456	6152																																	13434	0	16748								
5751	4000	125	1719																																	9151	0	9740								
6039	0	4119	11480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1739	0	8566								
6329	0	18724	13766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	11295	0	14510								
7009	0	0	0																																	0	0	0								
7045	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1906	0	2085								
7072	10000	1068	1093																																	4214	0	8534								
7456	0	249	350																																	6273	0	17535								
7634	0	880	612																																	166	0	553								
8033	0	15366	4312																																	3313	0	13836								
8462	0	202	0																																	1905	0	4462								
8631	0	578	474																																	754	0	100								
9357	0	7475	5058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	149521	486578	2679								
9553	0	779	0																																	1889	0	19218								
9807	0	125534	230537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													12261	0	0	8287	0	4519	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955	0	0	3138																																	1742	0	11524								
10250	0	1704	12712																																	27973	0	8981								
10849	0	1821	6132																																	1979	0	4100								
11145	0	2298	6629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5481	0	899								
11640	0	2611	1268																																	4750	0	13808								
11837	0	763	179																																	6	0	192								
12030	0	982	18204																																	7185	0	8973								
12142	0	1154	4275																																	9626	0	1559								
12179	0	4	277																																	627	0	77								
12311																																	0						0							
12647	0	920	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3529	0	8555								
12656	0	6	0																																	466	0	282								
12937	0	2942	7090																																	4075	0	3840								
12946	425943	8641	122090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1540	2010	60941	0	10754								
13103	0	23040	20272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	41866	0	28511								
13251	0	237	0																																	217	0	304								
13457	0	0	0																																	202	0	2627								
14155	0	5631	848																																	2305	0	4303								
14650	0	0	0																																	0	0	1793								
14753	0	0	47																																	268	0	4464								
14865	0	4733	7128																																	18718	0	37703								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			151	0	3417								
16551	1000	2413	3972																																	8349	0	716								
16748	0	370	0																																	1524	0	1229								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			19211	0	88326								
17147	0	39930	452370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2477	1037	1534675	80	201531								
17259	0	44	1400																																	0	0	702								
17950	0	3111	3735																																	6077	0	7985								
17978	17500	4986	1500																																	0	0	323				Commit's. to Originate Single-Family Mortgages	Commit's. to Originate Multi-Family Mortgages	Commit's. to Originate Other Mortgages	Commt's. to Originate Consumer Loans	
18050	0	4960	21926																																	3368	0	5002								
18135	0	0	0																																	7803	0	1283								
18827	0	5814	146430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	89343	0	13065								
18836	0	26	667																																	1885	0	6626								
18854	1544	21057	44295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	53131	0	15472								
19356	0	148	734																																	2549	0	209								
19936	0	1035	2489																																	9460	0	5931								
19972	0	0	0																																	470	0	0								
20053	6750	1169	669																																	2379	0	4276								
20633	0	490	3804																																	7164	0	1640								
20857	0	5	450																																	4848	0	14179								
21256	0	0	0																																	68	0	2								
21359	0	71	401																																	836	0	1364								
21658	0	1819	2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1982	0	2769								
22048	0	884	9270																																	4437	0	5171								
22543	0	3776	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			7307	0	4815								
22552	0	68	450																																	6692	0	6585								
22730	0	26	2398																																	1678	0	3425								
22936	0	1454	1681																																	5937	0	6044								
23456	0	3183	191																																	4172	0	1938								
23504	424000	2076	99727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	164	1851	454232	0	83503								
23643	0	65	3118																																	3311	0	3150								
23755	0	4052	510																																	6375	0	759								
24006	0	8521	66373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	61192	0	0								
24378	0	393	526																																	399	0	781								
24453	0	7930	4424																																	5609	0	3342								
24659	0	0	802																																	784	0	1693								
24668	0	25404	37852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	231625	0	35758								
24949	0	1381	40057																																	19982	0	5649								
25357	1000	4192	13930																																	5216	0	14702								
25647	0	6	4019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			635	0	195								
26176	0	0	12028																																	338	0	0								
26242	10000	8989	23844																																	8844	0	17270								
26457	0	75	217																																	22	0	2704								
26765	145000	27622	173949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	48384	0	14365								
27070	0	3291	1995																																	0	0	3993								
27548	25	2584	32410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	100810	0	11521								
27614	0	1130	448																																	3115	0	16245								
27847	0	4504	18502																																	3740	0	409								
28013	0	18429	73209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	27501	0	9149								
28152	0	477	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			7496	0	5051								
28255	0	8931	13174																																	5974	0	7434								
28406	0	15144	135786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	221173	0	43867								
28675	0	909	3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3155	0	3019								
28732	0	3955	5200																																	2927	0	3702								
29476	0	948	2453																																	5093	0	265								
29636	0	6167	29269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	5304	0	9120	0	5217								
29878	0	1071	37963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	29254								
30052	0	1432	171																																	14	0	0								
30502	0	2957	26097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	26359	0	27557								
30650	0	3781	7117																																	4278	0	1418								
30810																																	0													
31134	0	506	1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			116	0	6926								
31255	0	24013	35043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	20141	8560	1872								
31657	0	1532	0																																	2395	0	3875								
31826	0	322	7073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			280	0	12338								
31835	0	152	0																																	3090	0	7046								
32234	0	0	232																																	8700	0	302								
32766	0	0	839																																	0	0	0								
32971	0	5070	5594																																	4603	0	2133								
33147	24500	297	3854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	4583	0	7426								
33259	0	7758	46213																																	20745	0	8842								
33268	0	751	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1810	0	4554								
33370	0	78	139																																	0	0	0								
33839	0	0	0																																	155	0	2150								
33857	0	22920	8180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	27372	0	63367								
34425	18000	23280	63353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	36844	0	8577								
34434	24000	4448	5333																																	8534	0	8287								
34452	0	104	0																																	2969	0	1928								
34537	0	202796	146998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	3790	0	253445	0	186618								
34555	0	1084	6681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1843	0	4914								
34742	24900	36117	7189																																	7218	0	5831								
35057	0	1770	3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2203	0	7506								
35301																																	0													
35570	3463000	187820	381296	18258	0	0	0	0	0	0	0	0	0	18258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614000	0	394594								
35646	0	90	0																																	1576	0	39								
35879	0	428	314																																	0	0	2012								
36456	0	0	0																																	1864	0	10445								
36933	8500	6837	2082																																	608	0	1002								
37051	0	0	705																																	851	0	3954								
37341	0	0	0																																	397	0	681								
37435	0	28707	66913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	7501	3993	15023	0	7833								
37640	0	15257	81951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	14376	23494	195416	0	140814								
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			660	0	291								
37949	0	0	0																																	0	0	26714								
38740	0	0	10701																																	3867	0	2361								
39327	0	5482	21980																																	12242	0	11026								
39756	18300	19650	14792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	58731	0	19757								
40033	0	0	3023																																	194	0	365								
40499	0	9536	185003	0	0	72120	5854	0	0	24072	48048	0	0	0	0	0	5854	0	0	0													0	0	0	75984	0	12861								
40855	0	402	121																																	0	0	2689								
41245	0	0	0																																	69	0	631								
41553	0	222	38																																	296	0	1085								
41629	0	543	4388																																	3481	0	2268								
